POW_SA3_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
20402,13,3,0,4,3,0,0,0,0,24,0,6,0,5,5,0,0,3,0,20,9,21,0,9,5,3,0,10,0,56,16,26,3,14,6,7,3,8,5,89,26,29,5,18,6,3,0,0,0,104,42,55,8,41,18,11,4,9,8,194,34,111,15,41,25,9,6,20,0,256,54,219,29,60,40,21,10,20,3,447,81,362,25,51,59,10,8,18,4,610,66,427,20,41,38,7,0,11,9,625,71,527,19,37,30,11,0,10,6,693,82,372,10,25,18,0,0,7,6,534,202,591,10,54,34,3,4,7,0,908,52,79,0,9,11,3,0,0,0,155,81,133,0,5,10,3,0,0,0,234,3,15,0,0,0,0,0,0,3,27,842,2982,142,407,321,96,32,108,41,4977,9,0,0,3,3,0,0,3,0,24,6,0,0,7,0,0,0,6,0,19,15,5,0,3,0,6,0,4,0,36
20403,11,6,0,3,3,0,0,0,3,31,5,14,4,4,5,0,0,3,0,45,16,25,6,21,4,8,0,7,0,84,16,43,6,24,13,15,3,14,0,130,26,74,14,48,12,17,8,11,3,207,44,99,8,71,25,30,3,39,3,331,69,156,24,114,37,29,13,39,4,492,74,271,44,138,82,33,35,54,8,725,118,504,61,117,86,27,36,39,7,985,124,647,30,67,55,18,22,19,8,991,142,718,21,41,70,4,22,8,6,1041,130,556,16,63,45,6,13,0,7,840,444,787,10,62,66,9,13,7,11,1405,107,101,3,12,3,3,0,0,0,239,161,197,0,11,4,7,0,0,0,381,3,19,0,6,0,0,0,5,0,38,1490,4209,260,788,527,197,179,248,67,7964,9,3,3,0,0,0,0,0,0,17,0,3,3,11,7,3,0,3,0,24,8,11,0,22,3,3,0,5,0,67
20501,15,20,0,0,4,0,0,0,0,37,9,6,7,5,4,0,0,5,0,38,10,33,3,15,3,5,0,9,0,78,19,33,10,12,12,8,0,3,0,94,12,41,7,20,16,7,3,24,0,132,36,74,5,48,22,22,4,23,0,227,31,124,7,42,26,18,8,53,4,320,66,191,19,65,48,21,11,43,4,462,70,318,21,51,57,24,4,32,4,583,52,418,14,24,37,10,0,11,0,570,62,435,15,27,25,11,6,0,5,582,42,322,14,22,13,0,0,5,0,424,139,500,9,34,20,0,6,8,9,725,38,61,3,8,3,0,0,0,0,115,85,147,0,0,6,0,0,0,3,247,8,24,0,5,0,0,0,0,3,39,691,2750,133,379,302,120,42,204,39,4658,12,0,0,5,5,0,0,0,0,21,3,6,0,7,0,0,0,0,0,20,5,4,5,20,13,4,0,4,0,53
20502,9,3,0,0,4,0,0,0,0,24,7,5,0,0,0,0,0,9,0,26,11,20,0,6,13,4,0,11,0,57,12,18,3,10,14,8,4,8,0,77,20,19,6,24,12,5,0,9,3,101,28,61,3,42,26,9,0,14,0,176,30,91,5,53,22,12,0,18,3,239,36,138,12,51,37,12,9,25,6,319,50,259,13,39,33,14,4,20,7,436,46,318,17,24,21,3,0,9,8,447,60,331,11,35,35,6,0,4,3,478,46,268,9,30,19,0,0,0,8,384,147,325,7,39,22,3,0,4,4,545,42,46,0,5,0,0,0,0,0,94,47,86,0,5,0,0,0,0,0,147,8,16,0,0,0,0,0,0,0,26,606,2008,88,363,250,78,29,113,43,3569,8,0,0,0,0,0,0,0,0,14,4,5,0,7,0,0,0,0,0,14,9,9,3,11,5,6,0,9,0,44
20503,32,6,0,0,0,0,0,0,0,49,17,13,0,6,0,7,0,7,0,50,17,44,11,8,10,10,0,8,0,109,23,44,0,18,17,8,0,11,3,134,24,47,14,43,36,18,3,13,0,199,50,108,15,55,21,25,0,27,4,305,37,152,24,55,44,24,0,32,5,369,77,214,30,72,54,14,9,34,6,514,85,403,38,76,44,21,8,28,10,700,73,456,17,24,43,12,5,13,0,639,85,481,14,23,28,12,4,3,9,664,69,355,8,29,35,0,4,0,4,513,183,556,8,52,42,9,0,8,7,865,77,83,0,10,7,0,0,0,0,174,97,150,6,6,7,0,0,0,10,269,5,13,0,5,3,0,0,0,0,25,957,3111,186,492,398,152,33,182,64,5579,6,0,0,5,0,0,0,3,0,21,10,7,0,0,4,0,0,0,0,24,14,9,0,22,7,9,0,8,0,77
20504,0,12,0,0,0,0,0,0,0,19,6,10,9,8,3,3,0,3,0,42,9,17,0,14,15,10,0,10,0,74,10,40,10,20,13,13,4,4,0,112,11,45,10,22,21,16,4,5,3,137,10,101,16,43,26,14,0,7,7,222,25,183,25,80,44,20,12,13,3,401,27,316,37,71,95,18,8,14,9,584,38,514,34,101,100,15,14,5,9,826,58,701,34,56,70,11,4,6,0,946,56,787,23,80,64,6,6,13,6,1039,67,618,18,49,48,8,3,6,6,826,291,860,30,112,55,11,7,4,5,1365,108,109,13,16,3,0,3,0,0,253,164,270,38,5,15,8,3,0,0,499,0,25,0,0,0,0,0,0,5,34,889,4608,284,667,570,146,68,89,51,7374,4,0,0,4,4,0,0,0,3,18,3,6,6,6,0,5,0,4,0,21,8,10,3,15,8,10,5,6,0,62
20505,3,6,0,0,0,0,0,0,0,17,13,16,0,3,0,0,0,3,0,39,11,10,4,6,7,0,0,0,0,39,15,13,3,8,3,9,0,5,0,56,17,35,7,13,9,8,0,10,0,105,28,62,3,28,22,7,0,11,5,166,20,94,7,31,20,7,0,12,0,199,31,121,21,43,37,6,5,17,3,284,73,236,14,42,34,11,4,17,0,421,70,295,14,36,19,7,0,4,4,453,82,375,9,47,32,0,3,3,5,556,56,301,8,21,12,0,0,0,4,401,180,450,9,29,22,0,0,0,5,699,36,76,3,8,3,0,0,0,0,122,70,134,6,0,6,0,0,0,0,222,5,7,0,0,0,0,0,0,4,18,705,2225,106,323,228,63,19,93,33,3801,3,0,0,0,0,0,0,0,0,10,3,0,0,0,8,0,0,0,0,14,7,4,4,14,4,0,0,4,0,39
20601,16,24,3,4,3,0,0,0,0,54,8,43,7,18,13,9,3,0,0,91,11,87,10,54,24,27,3,13,5,230,21,132,14,78,30,47,10,36,4,369,30,153,36,104,44,63,10,37,4,488,58,213,63,187,74,100,30,61,14,809,78,348,95,219,80,96,35,65,4,1023,123,491,134,230,125,86,42,65,10,1309,159,820,119,191,161,59,42,47,20,1620,184,806,65,120,117,31,7,13,7,1369,179,877,49,74,95,28,10,8,15,1331,153,666,21,38,55,18,11,5,11,986,363,912,30,66,79,24,6,0,20,1494,131,209,6,0,16,8,0,0,8,379,208,354,12,4,16,19,4,0,8,619,6,42,0,0,10,4,0,3,8,77,1736,6163,662,1399,950,608,233,355,145,12244,0,4,0,5,5,0,0,0,0,21,0,9,0,11,7,3,0,3,0,29,7,7,5,29,7,8,6,13,0,75
20602,9,16,0,0,0,3,0,0,0,33,3,33,0,10,9,4,0,4,0,62,9,66,7,27,21,8,5,8,0,155,16,72,8,62,21,29,7,10,0,231,25,81,12,67,28,22,13,30,6,279,41,135,36,102,49,29,21,39,7,456,54,194,54,120,55,39,21,39,4,575,61,268,71,119,92,41,41,39,11,743,105,431,79,120,111,40,27,27,9,954,111,490,39,64,75,28,3,7,11,835,106,523,44,49,47,10,0,7,7,798,116,411,21,27,25,7,3,3,0,614,239,631,20,40,38,31,0,3,8,1002,96,138,3,0,19,6,0,0,0,265,191,257,0,8,19,17,0,0,7,495,10,29,4,3,3,0,0,0,4,43,1189,3769,411,813,597,322,142,209,93,7551,0,0,3,4,0,0,0,0,6,15,0,6,0,5,0,0,0,0,0,15,0,9,6,13,3,4,3,7,0,48
20603,10,19,4,3,5,4,0,0,5,49,4,19,6,13,7,10,0,4,0,66,8,58,7,42,18,33,4,12,3,177,7,65,12,57,31,33,0,19,6,235,14,62,14,73,32,28,6,31,7,262,39,120,30,93,60,43,7,37,5,432,44,191,37,148,72,44,11,50,8,596,66,297,68,163,100,46,12,36,9,792,99,459,72,114,162,36,10,38,19,1010,78,595,29,70,157,27,9,16,9,1003,102,686,31,60,148,18,9,13,13,1078,102,566,16,40,89,12,11,4,6,835,306,949,15,55,139,20,17,7,15,1516,100,196,3,8,27,3,4,0,5,339,197,379,4,9,28,18,0,0,9,642,8,24,3,0,6,4,0,0,13,56,1182,4689,342,943,1077,363,95,266,121,9081,4,3,0,4,0,0,0,0,0,15,3,6,0,11,0,0,0,0,0,23,4,10,4,26,24,8,3,0,0,87
20604,153,294,22,58,108,43,6,19,68,774,40,320,35,127,83,71,14,48,23,758,82,575,77,331,230,243,18,116,40,1709,143,735,112,461,416,362,45,220,79,2560,186,863,165,576,578,431,57,442,85,3390,339,1847,314,986,1137,710,95,810,134,6367,582,2777,493,1147,1773,759,101,668,160,8465,1088,5281,820,1241,3683,922,155,741,272,14193,2220,12903,1477,1361,7022,1056,184,496,459,27168,2846,17792,1274,992,6656,819,121,220,449,31177,3898,22340,1107,954,5788,701,59,143,455,35446,4632,21713,772,634,3939,460,62,84,384,32681,18574,51149,1418,1208,6358,995,185,90,778,80768,8397,13666,330,240,1613,325,56,21,218,24864,20253,26179,408,171,2737,874,31,26,442,51120,208,671,42,48,151,28,7,15,301,1462,63650,179107,8854,10512,42274,8798,1191,4146,4361,322891,25,21,9,22,27,13,0,3,22,143,13,28,6,44,19,17,3,18,8,173,15,48,46,117,66,87,3,37,12,426
20605,38,51,12,9,21,3,4,4,16,159,21,58,7,27,23,11,8,17,3,175,27,113,18,96,44,43,34,31,5,413,39,152,30,96,78,87,42,51,21,596,61,199,58,177,131,86,72,86,18,884,101,405,98,258,216,168,123,146,26,1529,164,531,138,307,296,187,118,159,32,1933,327,1142,246,378,687,255,175,190,53,3448,631,2362,420,364,1101,274,166,146,89,5561,730,2991,326,251,846,228,86,68,65,5600,911,3063,245,155,617,215,32,44,56,5339,827,2487,150,102,353,129,26,15,43,4140,2861,5386,285,167,533,305,36,35,86,9697,1125,1277,60,20,142,71,0,16,33,2744,3102,2245,81,30,197,187,6,8,72,5931,45,85,11,15,12,4,0,4,46,225,11017,22564,2187,2456,5285,2264,913,1019,656,48367,10,10,6,4,10,5,3,0,7,56,5,8,4,6,0,12,0,10,5,50,5,20,6,32,25,26,5,15,0,134
20606,33,37,5,4,14,10,0,7,6,103,8,20,6,16,8,14,0,6,6,91,12,55,17,48,30,48,3,15,4,236,17,77,25,85,34,70,5,35,4,355,37,95,24,113,65,110,6,63,3,511,69,191,62,182,94,161,13,90,12,873,93,274,104,209,143,153,18,97,8,1100,172,546,125,228,217,161,13,82,32,1564,303,957,165,235,291,120,11,56,27,2167,284,1121,102,119,221,98,7,31,18,2009,351,1177,59,93,167,73,6,10,9,1953,242,906,35,47,75,38,21,5,18,1392,707,1792,33,61,108,68,14,9,27,2827,279,442,7,14,24,36,0,8,9,815,774,999,11,9,62,64,0,4,56,1982,13,53,6,9,10,6,0,0,20,120,3397,8744,786,1474,1553,1231,127,520,271,18095,9,4,0,0,4,0,0,0,0,23,3,5,0,8,3,3,0,0,0,26,3,6,4,19,6,20,0,7,4,70
20607,36,65,6,12,14,7,0,3,10,161,11,77,10,38,19,14,0,8,7,196,28,132,17,103,70,57,12,36,4,462,37,206,41,160,97,100,16,51,21,722,53,269,59,178,122,151,32,84,18,957,114,514,142,348,214,226,52,138,28,1776,179,843,202,439,373,238,65,161,42,2545,334,1614,328,403,681,265,92,161,48,3928,669,3137,471,391,1068,355,87,131,86,6396,845,4009,335,248,724,248,48,63,74,6601,951,4372,219,167,509,212,27,30,64,6552,902,3388,135,90,318,157,18,10,47,5054,2675,6749,219,174,461,302,10,23,87,10692,1076,1380,42,16,101,77,4,6,20,2718,2669,2400,49,17,159,116,0,6,55,5486,35,130,7,9,23,9,0,0,49,269,10616,29289,2283,2807,4966,2514,462,917,651,54501,13,7,8,5,3,0,0,0,5,46,5,7,6,12,3,8,0,9,7,63,6,15,9,45,21,23,0,22,3,148
20701,56,65,12,12,22,16,0,6,13,201,30,114,18,53,38,31,0,13,0,307,47,215,24,154,54,83,9,40,7,641,62,233,31,177,126,115,0,61,16,819,81,284,55,197,150,138,14,89,19,1019,145,564,93,327,265,191,35,141,27,1788,215,724,140,429,310,184,36,129,28,2200,323,1208,220,461,467,219,34,124,51,3109,473,2105,274,439,750,235,48,100,55,4475,451,2604,216,265,621,167,18,48,49,4430,587,3026,139,182,490,161,22,22,53,4680,522,2565,93,108,288,100,28,11,50,3749,1882,5731,137,119,457,210,22,23,57,8637,825,1220,31,20,115,75,6,0,22,2314,2181,2305,36,21,212,132,0,8,54,4949,43,142,6,11,14,15,0,0,56,280,7906,23110,1520,2956,4380,2068,280,828,571,43612,11,8,0,7,9,3,0,0,3,47,3,14,8,18,11,16,0,8,0,81,18,23,15,63,32,36,8,28,0,220
20702,26,22,0,3,11,4,0,0,3,78,17,48,0,19,16,23,0,4,4,132,28,66,8,43,60,71,3,15,9,306,33,78,21,73,48,91,9,21,16,394,33,101,24,92,47,125,13,33,5,470,69,174,46,169,92,127,22,47,13,754,81,232,53,161,106,136,24,51,14,868,120,333,86,201,122,104,23,49,12,1053,157,538,75,185,138,86,40,40,17,1279,139,612,44,87,102,60,26,19,11,1097,137,674,35,100,90,35,21,10,13,1119,100,476,21,65,59,30,13,10,5,775,316,826,32,257,88,48,0,8,17,1588,119,166,3,44,11,12,0,0,8,355,270,326,13,26,34,26,0,3,8,706,3,28,3,14,8,5,0,0,5,64,1654,4704,483,1531,1035,975,189,314,143,11028,4,6,0,3,0,6,0,0,0,16,4,10,0,19,7,7,0,10,0,52,8,10,4,28,12,35,3,15,0,110
20703,28,44,5,9,15,16,0,3,4,120,10,71,11,31,27,14,5,4,6,185,28,193,21,64,54,55,14,17,10,454,51,195,25,102,71,58,9,40,21,573,41,255,33,145,92,73,13,47,17,709,88,448,65,211,189,119,28,84,18,1243,89,577,84,216,280,109,15,70,26,1473,186,949,171,281,465,168,59,74,31,2382,265,1684,190,285,539,136,47,64,39,3242,253,1801,102,179,430,84,18,26,31,2916,271,2135,89,160,382,57,8,13,29,3151,303,1775,60,94,263,26,3,7,14,2547,1051,3271,69,130,312,44,3,10,36,4928,337,583,21,20,59,13,0,0,7,1036,590,1022,10,21,58,26,0,3,10,1734,13,77,5,16,16,4,0,0,28,147,3587,15087,952,1956,3250,1011,214,457,312,26839,7,7,3,10,7,8,0,0,0,39,0,9,5,9,5,3,0,11,0,44,7,15,7,36,24,26,4,11,3,134
20801,26,30,3,8,10,4,0,5,3,84,11,44,4,22,18,7,0,3,0,109,10,74,11,52,35,35,4,23,6,255,26,99,14,72,50,38,6,26,0,335,25,118,22,89,66,46,7,35,7,411,55,210,39,158,101,81,10,50,9,717,82,274,55,188,105,84,12,56,7,868,124,472,113,208,144,67,27,71,15,1235,191,774,130,237,183,62,22,33,15,1653,198,886,79,109,145,59,18,30,8,1521,201,953,58,80,110,40,16,4,21,1478,172,788,18,52,68,25,5,5,11,1143,456,1474,36,70,119,68,3,3,17,2249,203,305,10,10,32,27,0,0,8,593,650,886,17,17,73,64,0,4,30,1733,23,50,3,10,16,6,0,4,12,116,2448,7429,610,1374,1265,714,133,357,185,14510,8,3,0,6,0,0,0,0,3,30,0,11,6,13,8,7,0,0,0,40,5,21,10,33,9,19,0,15,0,111
20802,37,41,8,10,15,8,0,0,8,133,15,73,12,30,24,9,9,17,4,186,27,145,12,89,47,45,3,27,6,406,47,152,30,109,68,56,11,29,13,513,45,177,36,151,79,63,16,61,9,642,77,322,53,252,109,107,29,87,14,1049,99,419,77,313,156,108,37,79,9,1301,163,709,138,391,236,99,41,121,18,1917,248,1109,132,351,305,77,36,67,36,2362,203,1334,112,188,260,63,18,35,18,2237,237,1469,55,108,200,57,16,12,27,2183,245,1290,41,62,109,51,11,10,13,1826,646,2176,68,75,136,84,12,15,31,3241,222,450,12,19,34,29,0,3,9,772,519,910,9,9,52,38,0,4,24,1565,21,87,5,14,9,5,0,4,23,167,2851,10867,794,2154,1854,907,244,558,274,20506,16,4,0,0,4,0,0,0,0,32,0,14,4,11,3,7,0,7,0,52,5,22,12,43,23,20,0,12,7,138
20803,29,32,6,8,17,11,3,7,9,112,12,45,11,18,14,16,6,7,5,146,28,89,15,70,43,57,9,30,3,346,30,103,25,68,49,88,13,58,12,444,49,115,52,122,81,98,34,75,14,635,84,238,50,200,136,149,61,93,15,1020,144,333,93,210,210,152,110,154,17,1422,229,645,174,304,314,200,211,227,29,2334,356,1089,234,268,474,194,185,177,58,3033,377,1349,186,146,352,132,98,101,32,2767,400,1400,141,115,215,87,71,35,30,2488,362,1098,72,83,122,50,21,20,10,1848,1081,1855,83,124,183,98,20,20,26,3490,387,340,17,11,50,35,0,3,12,856,875,546,21,7,49,41,0,4,19,1567,20,47,9,9,11,9,0,6,20,125,4462,9328,1188,1761,2319,1419,841,1011,288,22622,13,0,11,5,11,3,0,4,11,53,9,9,0,24,7,10,0,7,0,68,7,10,13,39,25,35,6,13,0,158
20804,13,21,3,6,14,4,0,0,3,59,4,16,5,14,4,19,0,3,0,74,9,35,14,50,31,66,0,14,0,214,15,51,15,67,32,103,6,21,4,322,18,67,18,95,36,127,9,43,0,420,35,113,30,135,82,179,6,46,3,638,69,213,52,153,99,184,20,59,11,850,112,325,68,137,146,191,12,66,13,1076,171,639,108,129,205,189,16,41,18,1522,130,724,61,80,129,82,7,14,9,1244,140,747,37,41,95,56,3,8,6,1131,135,618,20,26,67,23,0,3,5,899,410,1008,28,29,81,48,7,7,15,1632,136,221,9,3,20,19,0,0,7,406,424,688,5,4,34,44,0,0,14,1217,11,37,0,9,6,7,0,0,15,99,1831,5525,468,986,1090,1338,90,331,145,11799,0,6,4,3,0,8,0,7,0,22,4,10,5,13,3,11,0,5,0,42,4,14,5,32,5,22,0,11,0,91
20901,14,38,5,12,7,0,3,3,8,84,17,46,6,15,13,13,0,6,7,128,6,128,6,58,34,38,13,21,9,301,29,160,35,84,66,48,14,33,8,472,15,174,35,109,69,56,15,32,8,511,50,351,53,161,122,74,25,68,13,922,92,519,97,226,147,79,28,78,14,1280,112,863,185,265,196,62,50,70,16,1809,180,1656,220,239,249,45,38,54,18,2703,150,1930,124,175,153,39,21,28,19,2636,216,2155,66,120,118,25,4,11,24,2727,191,1716,42,90,77,20,0,12,10,2168,604,2371,64,101,133,30,3,15,19,3337,187,459,8,8,29,13,0,4,4,721,316,987,9,6,41,12,0,0,7,1387,9,68,4,13,13,8,0,0,12,119,2191,13628,953,1672,1465,559,226,427,192,21307,9,6,4,7,7,3,0,0,0,36,3,8,3,20,8,6,0,4,5,56,5,14,12,47,22,13,0,21,0,137
20902,17,24,0,3,4,5,0,0,3,52,10,56,5,10,9,22,0,4,0,119,12,76,13,46,27,49,9,8,4,246,17,108,19,63,34,47,21,20,5,337,18,124,22,81,36,78,36,52,3,439,54,230,66,147,75,118,63,63,12,827,69,319,64,190,117,124,53,83,10,1026,133,483,108,247,182,93,100,100,25,1468,184,797,123,237,259,91,79,76,23,1866,146,1029,92,166,206,47,33,28,21,1775,206,1140,62,150,168,33,27,25,17,1825,189,979,34,98,100,28,7,9,12,1459,558,1476,56,141,119,44,21,11,27,2443,169,244,7,18,16,6,5,0,4,471,298,307,8,0,25,4,0,3,6,657,13,49,4,3,13,9,0,0,12,104,2097,7432,688,1608,1388,790,459,482,175,15112,3,8,0,3,5,3,0,0,0,27,3,0,3,8,4,10,4,8,0,40,3,9,10,19,13,25,3,15,0,97
20903,6,11,0,0,3,3,0,0,7,30,7,22,8,11,9,0,0,4,3,65,8,41,6,26,15,5,3,13,0,113,12,50,9,39,12,9,0,8,3,146,15,76,8,50,22,22,6,16,0,214,28,129,18,70,34,27,4,20,0,330,30,182,23,71,45,21,0,19,0,396,62,216,30,80,53,17,11,21,5,486,65,320,39,91,62,15,9,25,7,635,64,336,26,51,45,16,0,5,0,547,78,380,21,41,40,7,5,0,3,583,56,287,18,25,31,7,5,0,0,425,160,496,21,26,35,9,3,4,10,776,64,102,3,6,12,0,0,0,4,191,116,199,4,3,12,7,0,0,3,350,8,14,0,5,6,3,0,0,17,54,775,2853,223,596,439,177,55,146,76,5338,6,0,3,3,0,0,0,0,0,13,5,9,6,12,3,7,0,5,0,43,9,11,0,15,10,6,3,7,0,66
20904,21,27,3,10,16,7,4,0,5,95,19,53,11,26,15,20,3,11,6,160,18,90,26,71,45,71,21,34,3,374,24,107,24,98,60,86,39,57,7,511,60,139,40,140,74,126,57,78,7,734,78,281,74,216,131,178,90,128,13,1187,127,469,117,294,194,161,118,158,28,1666,191,767,195,462,332,168,181,216,30,2537,258,1459,253,323,392,147,206,172,52,3262,251,1734,162,192,253,73,124,65,30,2887,255,1858,117,168,163,50,90,37,22,2744,255,1358,55,113,97,45,41,26,23,2012,662,2166,58,128,130,60,24,14,25,3267,204,307,12,10,26,6,7,4,4,582,343,635,8,9,32,11,0,0,4,1049,12,70,5,12,13,8,0,0,20,140,2766,11509,1151,2267,1978,1211,1014,1004,290,23198,11,6,9,8,12,7,7,0,6,64,5,12,8,20,13,19,0,13,0,85,13,17,18,56,28,53,8,22,0,214
21001,7,9,0,4,11,3,0,0,5,48,7,14,0,6,7,5,3,6,0,58,11,42,6,30,20,29,8,7,5,150,24,33,6,35,24,43,12,17,4,189,15,49,13,37,43,39,19,33,5,257,39,83,20,80,88,71,25,60,0,463,53,156,32,103,160,75,42,72,14,704,78,238,90,115,211,72,75,83,15,977,154,468,90,111,264,63,73,78,24,1328,160,531,93,72,207,45,52,37,18,1218,188,595,53,45,152,36,19,22,7,1129,157,496,50,40,76,37,12,15,8,882,469,983,71,55,106,51,10,9,8,1772,183,198,4,11,27,10,0,3,6,436,379,276,5,9,47,16,0,5,7,744,8,30,0,6,10,6,0,0,10,68,1928,4187,539,768,1446,581,363,457,150,10413,6,3,0,6,6,0,0,5,6,27,0,4,0,10,4,3,0,4,0,26,0,12,0,17,13,14,0,7,5,73
