POW_SA3_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
21104,0,0,0,0,0,0,0,0,5,7,0,3,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,0,0,10,20,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,11,9,4,11,14,6,4,22,88,152,992,122,36,51,33,5,6,18,1420,132,771,457,146,382,320,50,67,35,2357,106,267,263,193,664,582,109,153,60,2400,150,244,318,186,668,610,114,217,52,2565,114,333,368,219,686,655,129,232,47,2783,66,293,357,230,584,614,138,261,38,2581,94,290,399,244,591,609,151,344,19,2740,70,301,405,301,570,574,141,331,42,2730,87,287,381,258,521,476,131,290,20,2446,93,269,269,194,314,281,83,148,9,1666
21105,3,4,0,0,0,6,0,3,3,21,4,5,10,0,0,6,0,6,3,24,4,7,4,0,0,5,6,3,6,31,7,4,0,0,4,0,0,3,12,37,3,4,4,3,0,8,0,0,3,36,4,9,6,5,4,3,0,4,9,35,0,3,0,0,0,3,0,5,3,15,0,0,0,0,0,5,0,0,6,16,0,5,0,0,0,0,0,0,5,10,36,38,36,13,26,37,9,25,75,294,496,2219,327,115,226,218,44,29,50,3729,330,1095,738,360,810,717,135,189,93,4466,247,535,447,310,958,920,231,336,87,4070,294,559,554,325,869,928,248,469,80,4335,220,714,628,367,796,790,272,456,72,4319,168,654,630,422,757,850,212,589,68,4344,188,600,666,423,871,932,262,662,74,4678,222,566,654,493,942,885,291,649,64,4762,237,638,653,441,802,724,248,541,57,4350,194,637,527,381,614,504,152,332,41,3377
21201,0,6,4,0,3,6,0,0,3,26,5,5,6,0,4,5,0,12,3,42,0,7,3,5,0,4,0,10,3,32,0,3,3,4,3,5,0,0,6,26,5,3,0,4,0,5,0,3,3,28,3,7,0,0,4,0,0,8,0,20,3,0,3,0,0,0,0,5,5,17,0,3,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,4,9,27,39,34,18,32,38,8,43,51,286,245,1588,280,96,192,152,33,23,44,2653,170,715,398,230,659,605,139,177,82,3174,163,377,380,242,883,744,253,373,103,3521,231,412,456,273,833,755,212,420,73,3660,143,479,429,322,707,712,210,476,61,3539,114,360,375,274,599,690,181,458,48,3094,93,363,420,296,601,614,209,453,54,3111,105,332,409,254,554,614,162,461,45,2946,100,330,332,221,436,463,158,370,47,2455,103,303,288,184,329,300,94,235,26,1864
21202,3,3,6,0,4,3,0,0,3,26,5,0,0,0,8,3,0,0,11,19,0,4,3,0,3,4,0,0,0,15,0,0,4,0,3,3,0,6,3,25,0,4,5,3,8,5,0,0,4,28,0,0,5,3,4,0,0,0,4,17,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,10,20,27,20,13,29,22,10,16,57,221,334,2156,346,85,166,129,36,20,41,3307,320,1410,882,393,868,750,147,182,100,5047,272,531,594,393,1332,1122,267,397,132,5042,296,530,687,374,1146,1102,321,532,112,5106,226,628,763,517,1161,1088,274,543,108,5306,153,569,635,445,974,1003,275,484,79,4626,124,476,673,468,1020,945,266,580,63,4612,179,491,621,436,1012,950,271,571,58,4596,149,451,529,357,819,719,206,469,43,3739,130,412,412,282,554,483,131,316,38,2759
21203,0,6,0,3,6,3,0,6,7,39,0,0,5,0,4,0,0,0,3,20,3,3,0,3,5,3,0,8,5,25,0,3,0,4,7,0,0,0,0,19,0,0,4,0,4,4,0,3,3,17,3,5,3,0,0,4,4,0,8,25,0,0,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,12,23,34,23,15,30,24,8,25,60,233,187,1890,379,84,172,112,25,31,31,2910,200,1020,742,315,772,487,130,173,97,3954,195,452,577,341,1050,835,246,369,131,4199,249,542,645,426,983,861,237,460,89,4488,220,678,690,491,1057,891,231,524,96,4870,115,487,618,412,863,779,203,461,76,4013,123,417,515,321,717,623,223,455,47,3438,104,328,428,324,686,569,188,429,42,3107,128,304,360,249,481,422,149,310,36,2434,93,285,281,195,331,291,87,190,31,1786
21204,5,11,7,7,14,11,6,3,30,95,6,13,4,8,15,12,3,11,12,79,3,12,6,10,20,15,4,5,21,89,7,3,7,0,9,4,0,11,25,74,3,3,5,3,12,4,0,9,10,57,6,5,4,5,17,4,0,10,8,67,0,5,3,0,4,6,0,6,4,30,4,4,0,0,0,3,0,0,10,18,3,0,0,0,0,0,0,0,16,24,46,75,61,44,121,112,25,69,191,743,248,2013,405,171,396,296,59,50,84,3724,369,2002,1674,784,2370,1892,394,388,291,10161,436,1077,1597,937,4112,3556,865,1073,382,14034,626,1035,1409,957,4145,3624,991,1464,351,14610,497,1096,1388,1017,4243,3632,950,1610,276,14709,339,979,1208,877,3743,3542,988,1695,217,13584,312,929,1156,958,3867,3596,1139,1965,196,14118,372,841,1088,944,3855,3392,1097,1971,192,13750,386,796,1039,789,3531,2972,993,1659,159,12330,347,824,857,707,2488,1936,566,998,92,8821
21205,7,10,0,0,6,5,4,3,17,54,8,5,8,4,12,6,3,9,8,60,0,3,3,6,8,11,0,6,9,45,5,6,7,0,14,11,3,6,8,58,3,7,7,0,10,3,6,0,11,51,4,6,3,0,0,12,3,0,11,40,0,3,0,0,0,3,0,0,4,15,0,3,0,5,0,0,0,0,5,13,0,0,3,0,0,0,0,0,10,19,32,63,49,18,70,66,20,28,142,488,355,2445,401,101,170,128,34,13,53,3700,584,3086,1671,813,1786,1567,289,273,222,10288,495,1478,1472,977,3604,3334,717,862,285,13231,805,1127,1382,948,3621,3641,844,1236,277,13881,671,1189,1513,1079,3735,3733,776,1442,236,14376,321,1062,1316,1037,3033,3491,886,1648,159,12958,311,953,1223,968,2862,3341,928,1843,125,12553,311,939,1172,983,2749,2949,903,1827,131,11964,349,894,1072,848,2361,2290,725,1415,97,10055,328,878,881,642,1595,1421,454,845,87,7140
21301,7,0,4,8,9,9,4,8,13,59,0,6,8,0,9,5,0,3,12,46,4,12,0,0,5,8,0,5,19,47,3,6,0,3,7,0,0,3,11,34,6,0,0,3,6,0,0,9,11,31,7,8,0,0,3,0,3,4,3,32,7,6,0,0,0,5,0,4,5,28,0,0,0,0,0,0,0,5,3,9,0,0,0,6,0,0,0,0,5,10,45,53,26,24,47,33,14,39,106,394,292,1901,312,104,173,140,35,25,66,3045,272,1363,1053,482,1021,867,181,225,199,5664,342,728,957,628,1860,1764,421,638,240,7580,457,728,946,676,1939,1881,504,885,215,8223,324,761,907,648,1976,1771,460,850,183,7876,182,654,799,564,1768,1648,430,740,122,6896,185,598,761,600,1712,1641,465,857,118,6935,199,582,703,515,1629,1419,429,808,106,6382,231,504,581,503,1356,1181,367,689,75,5486,224,491,530,329,928,811,211,445,69,4044
21302,5,3,3,0,6,9,0,4,4,28,0,0,0,3,3,7,0,0,5,15,0,0,0,0,5,8,0,0,6,22,0,0,6,0,4,5,3,0,0,23,0,4,0,0,3,3,0,0,3,20,3,0,0,0,0,0,0,0,3,14,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,4,17,25,11,10,26,29,7,9,47,191,180,1023,150,52,90,66,18,19,24,1639,180,740,526,235,489,490,99,134,75,2974,121,381,497,258,876,960,230,422,101,3839,215,342,428,256,995,981,295,589,119,4213,185,379,475,297,976,1033,306,657,77,4381,114,338,393,277,857,970,285,572,60,3864,110,295,364,282,808,1011,272,656,53,3847,121,299,343,252,857,902,289,593,56,3705,113,276,349,272,713,704,253,532,29,3247,118,297,286,180,473,472,148,305,14,2289
21303,0,0,3,3,6,8,0,4,6,33,0,0,0,0,5,0,0,0,8,20,0,3,0,0,0,3,0,0,6,21,0,0,6,0,3,3,0,3,3,28,0,5,3,4,0,0,0,0,7,23,0,0,0,3,0,0,0,3,0,24,5,0,0,0,6,0,0,0,3,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,28,32,13,30,19,0,20,60,225,300,1294,190,45,73,42,10,10,40,1985,391,1553,902,388,656,463,88,110,114,4669,283,727,787,440,1220,1045,215,417,147,5281,330,570,656,484,1378,1250,253,552,103,5565,247,508,605,468,1192,1121,255,594,101,5094,147,428,522,442,1038,996,255,540,67,4434,117,421,509,422,963,939,259,546,62,4237,132,405,474,392,926,860,227,529,54,4005,142,345,400,339,807,685,202,428,40,3386,140,342,328,256,543,415,150,288,23,2487
21304,3,3,3,5,7,7,0,9,11,46,0,3,4,0,0,3,0,3,10,38,7,3,4,4,0,7,0,3,9,37,6,0,0,0,0,3,0,0,5,19,3,3,0,0,4,8,0,0,4,27,0,0,3,5,4,9,0,0,0,17,0,0,3,0,0,3,0,0,0,14,3,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,6,11,33,34,30,16,31,55,0,28,80,321,282,2127,369,89,181,200,46,31,67,3387,244,1074,790,294,854,712,200,187,132,4480,247,552,657,367,1225,1233,329,489,150,5248,323,611,738,425,1214,1252,340,681,140,5726,240,659,716,467,1220,1213,311,660,139,5630,154,518,617,425,1001,1120,287,646,84,4845,130,491,536,402,902,1051,279,613,71,4477,143,399,473,339,809,894,221,511,69,3865,145,363,384,274,601,617,168,345,41,2939,101,331,291,214,403,360,80,212,35,2023
21305,6,6,0,8,19,12,4,3,16,84,9,4,6,11,6,15,0,5,14,60,4,10,4,0,8,4,6,0,12,47,3,3,3,3,9,5,0,11,3,43,10,4,0,0,8,6,0,3,10,32,4,3,5,0,3,9,0,0,5,29,0,0,3,0,0,0,0,0,4,18,0,0,0,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,14,14,42,64,46,34,56,85,14,35,145,525,453,2988,563,186,246,223,52,53,72,4845,409,2079,1606,674,1609,1192,261,334,248,8416,425,1153,1539,800,2600,2315,651,878,316,10673,596,1110,1376,845,2975,2572,684,1166,331,11655,527,1254,1483,1101,3070,2886,700,1276,303,12596,366,967,1188,809,2610,2466,657,1183,176,10417,273,744,965,744,2166,2110,589,1274,145,9013,267,693,738,662,2001,1757,582,1114,120,7940,263,582,635,505,1723,1433,439,888,79,6538,201,568,521,356,1022,863,239,510,56,4334
21401,0,3,5,5,0,3,6,5,10,33,5,4,3,0,4,7,0,3,6,30,3,4,0,0,5,3,0,0,5,22,6,6,4,4,0,4,0,3,10,34,3,0,0,0,7,9,0,5,6,34,6,5,4,3,0,7,0,0,4,33,0,0,0,0,0,3,0,0,3,14,0,6,0,0,3,0,0,0,0,12,3,3,3,0,0,0,0,0,11,18,40,41,19,21,26,48,7,22,71,299,341,2001,392,117,223,190,35,23,48,3368,311,1151,802,453,1002,790,177,173,104,4962,327,513,617,514,1387,1347,294,466,107,5566,407,679,690,519,1207,1242,312,548,121,5736,317,666,843,559,1197,1222,302,581,99,5789,179,587,731,609,1055,1140,306,635,96,5340,191,528,717,599,1141,1142,330,631,71,5352,205,532,669,621,1186,1156,320,671,70,5430,200,497,617,548,943,903,241,541,54,4534,234,525,560,451,665,629,135,300,36,3538
21402,6,8,3,0,0,3,0,7,17,47,4,5,4,3,4,6,4,9,6,54,11,8,9,8,6,6,0,8,8,74,5,7,7,0,11,9,7,4,11,67,0,13,5,3,6,8,3,9,12,64,6,9,15,7,4,9,0,3,14,69,3,8,9,5,7,9,0,4,9,57,0,12,3,6,0,0,0,0,0,27,10,8,4,0,0,0,0,0,10,33,53,107,77,48,46,79,26,56,140,629,592,2668,478,157,324,335,53,114,107,4828,463,1397,907,479,1074,1105,211,289,146,6080,307,568,597,455,1303,1239,316,415,101,5296,408,710,686,441,1096,1101,320,481,106,5355,333,813,782,445,976,1024,292,580,102,5350,216,740,769,502,927,1118,313,659,70,5310,257,743,928,654,1046,1164,399,839,91,6132,345,766,914,680,1085,1179,381,846,85,6282,324,749,834,609,997,977,285,663,99,5528,291,869,775,486,651,626,185,432,62,4374
21501,0,0,0,0,5,6,3,7,0,23,0,3,3,0,5,9,0,9,3,31,0,0,3,3,0,6,4,10,0,23,0,4,4,3,4,14,0,8,5,47,0,0,4,5,6,3,0,9,8,43,0,3,7,4,4,0,0,21,3,52,3,0,5,0,0,7,0,3,3,27,3,4,5,0,0,3,0,0,5,14,5,5,3,0,0,5,0,3,17,33,20,28,36,26,31,70,11,78,81,389,94,795,130,62,167,148,20,30,39,1493,105,226,199,190,522,459,115,165,53,2034,158,233,201,204,598,670,205,294,49,2605,149,302,280,197,499,620,143,373,57,2625,128,290,262,212,403,487,116,355,36,2281,68,232,269,210,428,483,125,401,31,2251,79,195,272,275,465,566,158,417,37,2465,138,285,297,258,514,647,163,506,40,2850,149,310,326,298,507,578,168,555,42,2932,182,391,335,277,389,441,114,471,39,2633
21502,0,5,3,0,5,4,0,4,3,28,0,4,0,6,4,0,0,5,5,28,5,0,0,8,3,3,0,6,7,37,5,0,7,7,3,5,0,7,9,47,3,4,5,0,0,4,0,4,5,24,0,4,4,3,5,5,0,5,9,28,0,0,3,0,0,3,0,4,7,25,0,4,0,0,0,0,0,5,4,16,4,0,0,0,3,0,4,5,3,20,19,33,26,25,43,38,14,50,61,321,113,803,156,67,143,126,22,26,47,1502,108,284,260,192,597,403,81,109,65,2091,136,246,248,210,724,545,157,233,88,2584,171,289,257,211,577,539,151,268,70,2526,107,255,302,216,525,461,126,312,71,2369,64,206,255,220,511,492,136,318,49,2256,77,203,251,200,582,552,155,371,58,2456,92,194,243,241,591,524,154,406,64,2512,94,193,271,208,524,477,132,348,43,2278,110,234,280,195,400,350,89,254,48,1956
21503,3,0,5,0,4,3,0,5,5,26,0,5,3,5,5,7,3,4,3,19,0,4,0,0,0,8,0,11,4,25,4,3,5,5,0,3,0,5,4,31,0,4,3,4,0,9,0,7,9,36,7,0,5,3,0,7,0,9,8,31,4,0,7,6,0,3,3,12,5,30,0,0,0,4,0,0,0,0,3,16,0,5,0,0,0,4,0,4,0,19,27,19,35,27,16,41,12,66,60,308,56,461,69,31,103,106,16,29,22,897,59,142,126,107,331,324,80,98,25,1295,99,145,132,126,360,400,96,209,48,1614,93,191,168,125,350,338,95,225,49,1633,65,163,182,151,300,314,106,260,39,1577,37,147,169,126,260,324,106,290,34,1492,39,147,156,122,273,313,107,273,30,1447,52,144,197,158,311,359,114,370,39,1733,74,168,222,181,316,347,119,373,33,1831,81,208,191,153,240,332,89,274,32,1603
21601,0,0,5,0,4,7,0,5,8,21,0,4,0,0,3,3,0,6,0,19,3,0,0,9,0,3,5,5,0,26,0,3,0,0,3,3,0,5,5,26,5,0,0,0,0,5,3,8,4,22,0,3,0,0,0,3,0,11,7,26,0,0,3,0,0,3,0,9,0,26,0,0,0,0,0,0,0,0,6,7,0,3,0,5,0,0,0,0,16,26,13,31,22,14,20,31,6,54,65,254,139,598,90,26,120,99,22,9,37,1143,65,164,139,108,325,268,83,106,33,1291,99,136,151,108,309,350,94,155,37,1430,90,161,174,114,307,274,94,198,33,1450,60,195,218,115,266,240,91,255,31,1482,38,139,158,144,272,290,106,232,26,1411,64,154,205,159,332,347,124,330,47,1752,88,147,203,171,315,344,122,344,41,1781,83,178,218,180,317,330,108,337,32,1785,103,227,251,172,223,256,80,260,38,1611
21602,0,0,0,0,0,0,0,6,0,17,0,0,0,0,0,3,0,0,0,10,0,0,0,3,3,0,0,4,0,15,0,0,0,0,5,7,0,4,3,21,0,3,0,3,4,0,0,3,3,21,0,0,0,4,6,5,0,8,6,28,0,0,0,0,0,3,0,11,3,19,0,4,4,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,7,6,17,12,16,10,20,26,7,48,36,173,54,435,49,39,78,71,18,30,37,804,30,91,105,81,189,190,55,87,15,835,64,79,92,82,257,256,73,117,42,1057,75,125,120,85,193,222,70,145,32,1057,44,109,125,77,197,209,80,173,23,1036,24,90,126,103,179,229,83,191,25,1040,37,92,112,123,193,243,84,219,15,1119,57,115,146,116,208,262,98,234,21,1263,55,125,165,123,212,205,71,231,18,1212,70,145,132,128,144,186,66,179,28,1065
21603,0,0,0,0,3,0,3,5,10,25,3,0,3,0,0,7,0,3,8,25,4,7,3,4,5,11,0,6,4,29,3,9,3,0,4,7,3,8,3,36,3,3,4,0,0,7,0,13,7,38,7,7,4,0,4,8,0,9,6,46,0,7,4,0,6,8,0,0,0,19,0,0,3,0,0,0,0,0,3,8,5,0,3,0,0,4,0,0,5,28,35,36,26,17,27,49,11,59,70,325,154,1008,150,82,194,174,39,39,57,1893,124,388,294,244,669,582,153,163,73,2689,172,291,299,233,873,807,215,305,82,3269,188,359,387,276,750,723,222,328,74,3295,127,332,384,288,621,692,198,380,67,3091,115,266,334,308,639,652,208,398,56,2972,88,246,337,285,646,750,244,467,60,3122,127,256,350,316,694,740,241,525,51,3303,164,339,341,309,658,637,172,476,56,3150,161,296,302,244,469,460,144,324,39,2428
21701,5,3,0,0,0,4,0,0,5,25,0,3,5,0,0,3,0,3,3,13,4,0,5,0,0,5,4,3,4,27,0,4,3,3,0,4,0,10,0,29,4,0,0,3,0,0,0,6,4,18,0,0,0,0,3,9,0,7,3,32,0,4,3,4,0,4,3,11,7,33,3,5,0,0,0,4,0,4,0,14,4,0,6,0,0,4,0,4,10,31,29,33,26,16,19,44,14,66,42,281,75,495,82,36,113,98,18,18,27,971,53,137,113,98,269,300,61,97,23,1144,82,162,108,107,274,337,80,180,29,1368,92,189,164,80,217,257,65,172,31,1257,53,186,192,123,241,286,88,181,29,1393,40,156,213,116,227,291,81,239,30,1384,64,153,184,152,310,379,92,291,26,1655,85,163,204,171,294,386,99,284,22,1707,121,229,238,169,259,356,113,339,23,1853,105,240,210,138,204,286,85,275,12,1555
21703,3,0,0,4,0,0,0,7,6,22,6,4,0,0,0,0,0,4,6,18,0,4,3,0,0,4,0,8,7,29,5,3,3,0,4,0,0,14,8,32,3,7,9,0,3,8,5,14,10,56,5,0,0,4,0,0,0,11,3,36,0,0,3,3,0,5,0,3,0,19,5,4,0,5,0,0,0,3,8,25,3,3,3,0,0,5,4,4,11,32,25,35,25,20,22,35,12,81,75,329,103,599,78,40,110,119,25,48,48,1172,57,183,115,103,291,321,93,157,27,1345,86,193,153,104,377,398,101,227,35,1668,88,235,158,109,316,338,110,254,38,1642,86,227,191,129,275,309,108,300,36,1649,66,171,165,138,218,297,111,319,39,1528,56,198,218,142,257,352,115,358,34,1733,96,175,227,172,326,322,134,430,38,1913,99,221,259,164,310,320,137,378,36,1931,117,253,222,149,229,235,77,278,28,1586
21704,4,4,0,6,0,0,0,3,0,13,0,3,0,4,0,8,0,3,0,15,0,3,0,0,3,0,0,4,7,17,3,0,3,5,0,6,0,14,0,32,4,9,7,0,4,3,0,23,13,47,3,4,0,9,3,8,5,5,6,37,0,6,4,0,0,0,0,3,4,22,6,3,0,0,0,4,0,3,4,23,4,6,8,4,0,0,0,0,4,33,32,42,30,17,27,41,10,68,51,315,141,1001,110,50,200,151,52,34,41,1776,106,303,240,148,469,391,89,128,32,1911,144,237,203,191,586,521,127,237,54,2306,165,304,245,195,482,540,157,262,51,2401,116,289,320,221,409,438,151,299,35,2275,94,289,309,210,377,465,147,354,43,2277,94,238,320,235,465,503,178,404,29,2460,113,246,323,257,491,522,174,427,43,2595,113,270,341,246,462,453,141,404,42,2468,144,357,283,188,272,333,116,272,25,1993
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,6,0,11,0,20,3,0,0,0,0,0,0,8,0,14,4,0,0,0,6,4,0,13,0,24,3,0,3,0,0,3,0,22,0,36,0,0,0,0,0,4,0,28,0,35,3,0,0,0,0,8,5,21,0,35,6,0,0,3,0,0,0,8,0,18
29999,18,28,24,10,26,49,9,26,30,226,17,29,27,13,18,42,8,30,36,213,21,29,21,7,20,27,7,30,30,204,31,44,21,11,19,45,13,41,47,263,32,51,32,28,12,40,8,21,27,250,46,53,35,24,16,34,14,24,17,262,21,46,26,11,3,17,0,9,9,139,18,20,9,0,0,4,0,7,9,78,21,11,9,0,5,5,0,5,26,86,269,366,247,140,161,350,65,240,342,2182,464,1679,340,221,840,1196,192,179,155,5273,804,2888,1504,824,2271,3531,697,758,392,13672,804,1975,1723,1078,2746,4229,965,1609,437,15558,1009,2018,1820,1126,2648,4551,1017,2078,464,16737,952,2064,1723,1168,2310,3832,935,2107,399,15491,776,1966,1512,1148,1770,3358,746,1873,322,13467,856,2118,1667,1118,1787,3126,759,1789,299,13522,867,2342,1846,1210,1702,2806,662,1787,293,13516,902,2375,1831,1122,1473,2191,517,1357,208,11974,977,2421,1492,970,969,1538,340,836,192,9740
