POW_SA3_CODE_2021,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_or_LR_15_24,M_M1_Tram_or_LR_25_34,M_M1_Tram_or_LR_35_44,M_M1_Tram_or_LR_45_54,M_M1_Tram_or_LR_55_64,M_M1_Tram_or_LR_65_74,M_M1_Tram_or_LR_75ov,M_M1_Tram_or_LR_Tot,M_M1_Taxi_or_RSS_15_24,M_M1_Taxi_or_RSS_25_34,M_M1_Taxi_or_RSS_35_44,M_M1_Taxi_or_RSS_45_54,M_M1_Taxi_or_RSS_55_64,M_M1_Taxi_or_RSS_65_74,M_M1_Taxi_or_RSS_75ov,M_M1_Taxi_or_RSS_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_or_LR_15_24,M_M2_TrnTrm_or_LR_25_34,M_M2_TrnTrm_or_LR_35_44,M_M2_TrnTrm_or_LR_45_54,M_M2_TrnTrm_or_LR_55_64,M_M2_TrnTrm_or_LR_65_74,M_M2_TrnTrm_or_LR_75ov,M_M2_TrnTrm_or_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_or_LR_15_24,M_M2_BusTrm_or_LR_25_34,M_M2_BusTrm_or_LR_35_44,M_M2_BusTrm_or_LR_45_54,M_M2_BusTrm_or_LR_55_64,M_M2_BusTrm_or_LR_65_74,M_M2_BusTrm_or_LR_75ov,M_M2_BusTrm_or_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
20402,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,5,0,0,0,20,764,1329,1388,1550,1443,467,53,6995,295,70,45,32,24,13,0,484,3,17,11,21,37,15,8,111,8,5,8,12,14,9,3,50,36,23,17,27,31,17,0,153,5,13,9,9,12,0,3,58,61,58,40,55,103,52,20,394,1182,1520,1522,1714,1675,577,91,8288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20403,0,0,0,0,0,0,0,6,47,35,9,8,7,4,0,109,0,0,4,5,0,0,0,15,0,0,0,0,0,0,0,0,6,5,5,0,3,6,0,25,1371,2544,2451,2448,2102,582,89,11583,417,125,57,51,34,9,0,697,4,28,39,46,55,17,8,193,19,16,11,32,27,6,4,125,40,29,44,39,33,12,0,194,57,39,31,27,34,20,4,212,468,271,106,113,161,82,20,1218,2435,3093,2756,2770,2453,739,133,14373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4
20501,18,8,3,5,0,0,0,31,9,7,3,3,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,13,858,1436,1206,1219,1020,328,58,6127,274,64,32,34,22,6,0,429,0,21,23,31,27,13,0,118,8,5,9,8,7,4,0,42,5,0,3,8,3,0,0,29,7,3,12,5,9,8,5,45,45,41,37,65,75,40,14,328,1218,1595,1333,1378,1175,400,79,7182,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,8,4,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20502,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,18,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,614,1123,1082,1185,1227,426,54,5716,229,53,40,25,21,4,0,372,0,8,13,31,29,13,3,110,0,3,8,14,11,4,4,41,15,8,16,15,16,0,0,68,7,13,10,14,5,13,0,70,59,54,46,55,87,41,16,356,941,1264,1209,1344,1407,509,86,6770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
20503,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826,1390,1460,1665,1457,468,71,7335,290,68,30,31,18,7,3,447,0,13,29,42,31,11,7,131,8,12,10,13,24,6,3,66,27,13,12,26,17,9,0,108,5,10,9,21,14,10,5,85,89,80,95,95,128,76,16,589,1268,1587,1650,1895,1695,594,100,8780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
20504,8,6,0,4,9,5,0,25,17,19,5,10,3,3,0,59,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,4,8,0,0,0,3,0,0,11,1364,2651,2586,2541,2260,521,46,11976,447,131,66,52,28,8,3,742,10,25,21,33,41,12,0,135,9,16,3,16,14,0,0,62,14,11,12,15,11,4,0,64,0,10,4,11,10,3,0,33,72,38,33,37,50,19,8,247,1943,2905,2738,2718,2428,568,61,13361,4,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,10,3,5,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,8,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0
20505,0,4,0,0,0,0,0,3,6,0,5,5,8,3,0,22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,7,674,1304,1243,1172,1102,317,44,5862,248,51,38,19,26,9,0,390,0,12,19,29,30,11,0,106,8,8,15,12,15,9,0,63,41,20,21,18,13,5,0,117,9,17,27,27,22,3,3,105,126,113,77,63,71,39,10,496,1114,1532,1453,1341,1283,394,56,7168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
20601,52,73,32,19,18,0,0,193,26,29,9,15,16,8,0,97,0,4,0,0,0,0,0,11,62,81,15,15,12,6,0,192,10,16,12,0,5,0,0,42,686,1684,1428,1202,1003,316,46,6367,159,60,29,21,22,8,0,307,4,4,26,24,17,9,0,77,20,28,21,15,7,0,0,89,103,176,107,64,34,4,0,483,4,14,19,22,21,6,0,83,134,190,92,65,43,16,4,548,1260,2375,1792,1459,1181,365,57,8488,18,22,10,5,9,0,0,57,0,0,0,0,0,0,0,0,12,12,3,3,5,0,0,37,0,5,3,3,0,0,0,16,5,0,0,0,0,0,0,5,0,4,4,3,0,0,0,10,35,43,21,16,18,4,0,135,0,0,0,0,0,0,0,0,9,16,3,3,9,0,0,44,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
20602,39,52,26,15,12,0,0,144,18,16,10,7,9,0,0,55,0,0,0,0,0,0,0,4,18,24,4,3,0,0,0,57,4,6,0,6,0,0,0,17,502,1190,925,851,694,201,30,4392,73,37,13,16,13,4,6,155,6,13,15,15,19,9,0,73,3,21,15,0,3,4,0,45,45,70,56,34,23,6,0,228,7,5,7,10,8,0,0,39,64,61,43,34,30,9,3,249,778,1508,1110,993,808,241,40,5464,8,7,0,4,9,0,0,29,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,18,6,9,8,0,0,0,0,17,0,0,0,0,3,0,0,3,0,6,4,0,0,0,0,8,19,26,16,7,12,0,0,73,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
20603,59,62,32,16,15,3,0,176,17,6,8,3,0,0,0,34,0,0,0,0,0,0,0,0,30,34,15,5,7,0,0,88,13,5,0,0,0,0,0,19,604,1099,968,886,662,222,37,4477,190,43,12,15,11,6,0,278,7,6,10,14,9,0,0,42,6,15,7,3,9,0,0,36,28,23,21,22,18,5,0,115,4,10,5,7,13,0,0,41,116,72,37,34,28,18,0,312,1063,1380,1110,1007,761,262,37,5622,11,11,8,0,4,0,0,32,0,0,0,0,0,0,0,0,10,16,6,0,0,0,0,24,6,3,3,0,0,4,0,17,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,5,24,30,13,5,10,3,0,85,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,18,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
20604,2056,4823,4126,2658,1629,410,21,15731,149,248,195,140,105,30,0,870,3,16,17,5,8,0,0,52,1121,2406,1039,523,376,135,15,5608,53,139,88,31,23,12,3,347,2870,10478,10870,8599,6170,1599,187,40766,397,399,191,142,128,43,9,1314,9,35,40,48,34,13,0,177,92,381,270,261,144,21,0,1161,309,1388,1118,842,504,63,5,4225,56,229,240,156,111,24,4,823,1081,2478,1252,637,499,140,21,6114,8201,23009,19449,14044,9720,2496,276,77193,268,368,392,190,145,31,0,1388,3,0,0,0,0,0,0,3,205,422,290,124,104,23,3,1174,331,889,965,553,304,69,3,3121,84,78,51,39,12,9,0,266,53,166,141,88,41,9,0,495,945,1911,1844,986,608,137,6,6445,0,0,0,0,0,0,0,0,38,55,34,19,15,7,0,170,8,30,14,12,13,0,0,80,5,3,0,0,0,0,0,13,5,7,3,3,7,0,0,27
20605,202,358,225,124,81,17,0,1013,45,65,27,10,13,0,0,165,5,10,6,4,0,0,0,16,198,425,142,68,49,18,7,903,19,44,23,8,9,0,0,110,1854,6267,5787,4573,3049,822,119,22471,224,139,83,56,38,11,0,555,12,65,49,30,30,16,4,210,44,125,78,48,31,0,0,335,133,336,219,174,91,11,0,967,33,77,96,67,41,16,4,330,214,393,276,160,151,70,14,1286,2987,8294,7027,5333,3587,984,150,28369,51,71,52,31,19,6,0,233,0,0,0,0,0,0,0,0,79,159,67,41,16,3,0,365,28,79,52,38,13,0,0,211,5,3,3,3,0,0,0,16,6,20,11,13,9,0,0,58,179,335,182,125,55,9,0,889,0,0,0,0,0,0,0,0,13,33,16,8,3,0,0,76,0,5,9,4,0,0,0,14,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,7
20606,202,272,125,73,34,15,0,735,13,10,8,7,3,0,0,42,0,3,0,0,0,0,0,3,113,135,47,16,17,0,0,331,9,13,7,3,5,0,0,37,683,1844,1545,1127,849,352,80,6468,106,58,25,19,13,3,0,223,3,4,10,10,6,4,0,34,13,40,30,19,10,0,0,111,40,119,64,38,19,7,0,285,3,26,19,17,6,0,0,75,138,269,159,94,81,30,7,778,1316,2802,2026,1430,1036,425,95,9129,32,22,17,4,0,0,0,85,0,0,0,0,0,0,0,0,46,48,16,8,9,0,0,126,5,34,25,12,7,3,0,92,6,8,3,0,0,0,0,22,6,8,8,3,0,0,0,25,106,116,69,26,21,6,0,348,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
20607,343,638,413,221,169,34,0,1821,46,65,37,25,10,3,0,190,0,5,3,0,0,0,0,9,250,361,138,64,46,12,0,865,32,60,18,11,8,0,0,128,1431,4466,3821,3018,2121,672,101,15628,172,118,58,38,33,18,3,441,4,14,15,22,25,7,0,98,26,98,58,44,33,0,0,256,198,594,363,212,100,30,3,1497,13,52,58,44,20,8,4,204,250,602,373,240,157,55,16,1699,2776,7076,5352,3941,2718,846,132,22837,42,53,53,21,16,0,0,192,0,0,0,0,0,0,0,0,81,123,70,38,22,6,0,342,50,116,95,41,23,5,0,325,11,7,3,4,3,0,0,34,5,30,17,15,6,0,0,76,196,338,236,116,74,18,3,973,0,0,0,0,0,0,0,0,28,31,14,3,10,3,0,95,4,3,0,3,0,0,0,10,5,0,0,0,0,0,0,5,4,0,0,0,0,0,0,8
20701,168,214,104,79,46,24,4,626,38,26,7,11,0,0,0,85,0,4,7,0,0,0,0,10,96,102,42,20,21,8,5,295,14,20,3,7,8,3,0,52,1745,3581,3171,2761,2146,736,134,14267,334,94,43,23,34,17,8,550,9,11,21,23,29,9,0,102,19,41,20,18,16,0,0,116,65,79,58,65,47,17,6,339,15,30,22,30,20,7,0,127,318,198,117,106,103,68,12,920,2809,4409,3614,3139,2469,887,156,17494,34,44,18,11,12,3,0,126,0,0,0,0,0,0,0,0,35,41,18,4,9,0,0,110,15,26,29,15,8,0,0,92,14,3,3,3,0,0,0,23,4,13,3,0,4,0,0,29,102,122,78,39,32,10,4,384,0,0,0,0,0,0,0,0,12,6,0,4,0,5,0,28,0,3,9,0,0,0,0,13,3,0,0,0,0,0,0,9,0,8,0,0,0,0,0,5
20702,11,8,6,3,0,0,0,24,97,71,38,18,8,9,0,236,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,3,0,0,16,924,1551,1305,1189,996,321,53,6336,283,34,18,8,21,7,0,370,0,10,19,19,33,7,0,89,3,7,3,10,12,0,0,36,10,7,13,6,4,0,0,37,0,8,5,13,13,0,0,37,58,37,40,24,24,14,0,194,1392,1745,1440,1296,1111,357,54,7386,10,17,3,4,8,4,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,20,22,7,9,9,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,11,18,0,0,0,0,0,0,18,0,0,0,0,0,0,0,4
20703,57,104,52,33,32,4,3,276,72,48,24,16,11,0,0,168,0,0,0,0,0,0,0,4,30,19,10,9,9,0,0,71,7,9,7,5,0,0,0,26,1258,2874,2434,2059,1655,450,62,10795,266,70,41,31,35,9,6,456,0,7,8,24,15,12,5,72,14,34,14,13,19,3,0,94,22,30,26,44,37,0,0,165,18,18,20,13,17,5,0,97,152,136,83,58,63,10,5,506,1902,3350,2714,2297,1887,502,81,12726,26,31,10,4,7,0,0,87,0,0,0,0,0,0,0,0,10,18,7,6,0,0,0,44,9,17,11,11,5,0,0,51,6,4,0,0,0,0,0,11,0,9,3,3,4,0,0,17,50,77,38,28,15,0,0,203,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,13,0,9,3,0,0,0,0,8,6,0,0,0,0,0,0,12,0,5,0,0,0,0,0,5
20801,87,95,35,23,7,4,0,251,22,24,4,8,4,0,0,59,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,5,3,3,5,0,0,0,23,1035,1730,1585,1432,1200,414,70,7461,187,60,13,23,17,9,4,318,0,7,11,21,12,14,3,67,8,19,10,8,12,6,0,60,76,30,21,41,13,3,0,185,8,11,3,16,18,4,0,59,149,49,43,41,63,37,10,387,1578,2034,1737,1612,1339,492,87,8880,20,20,3,7,3,3,0,61,0,0,0,0,0,0,0,0,8,16,4,0,0,0,0,33,11,6,0,0,3,0,0,16,4,6,0,0,0,0,0,6,8,4,3,0,0,0,0,18,45,47,19,12,10,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
20802,113,144,66,40,32,0,0,394,33,24,3,7,3,0,0,78,0,0,5,4,0,0,0,4,29,20,13,4,10,4,0,84,11,12,9,4,6,0,0,34,1136,2314,1934,1780,1316,543,78,9105,243,56,35,21,19,12,0,389,6,15,8,13,28,17,3,98,13,28,16,6,13,0,0,85,64,45,21,39,32,8,0,212,11,27,15,33,11,5,0,107,187,105,70,54,77,37,13,543,1844,2796,2190,2011,1556,631,101,11131,25,16,8,9,3,0,0,69,0,0,0,0,0,0,0,0,19,16,4,3,3,0,0,54,3,6,14,9,8,0,0,40,6,0,0,0,0,0,0,10,0,8,3,3,0,0,0,13,57,47,29,17,18,3,0,180,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
20803,101,116,42,31,19,3,0,323,84,63,32,35,21,3,0,230,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,14,24,32,11,10,3,0,0,81,2871,6199,5748,5788,4648,1357,180,26798,618,205,117,97,73,17,6,1129,11,51,61,73,79,26,3,302,23,39,26,38,28,3,0,162,85,40,43,68,50,7,0,290,15,24,30,38,34,10,0,150,169,76,62,67,59,14,6,452,3997,6859,6179,6238,5009,1452,194,29929,66,53,23,30,17,4,0,181,0,0,0,0,0,0,0,0,4,12,5,0,0,0,0,25,5,18,9,9,6,0,0,58,15,0,5,4,3,0,0,29,9,10,5,4,8,0,0,32,97,90,47,47,29,5,0,315,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,0,6,9,0,0,0,14,9,0,0,0,0,0,0,13,8,3,0,0,0,0,0,8
20804,54,81,32,15,14,6,0,202,68,31,9,7,0,0,0,119,0,0,0,0,0,0,0,0,17,29,10,4,0,0,0,70,10,9,3,8,0,0,0,28,729,1229,915,843,594,223,34,4569,150,33,10,14,14,9,0,221,0,0,3,7,4,3,0,28,9,9,7,6,0,3,0,33,21,25,13,15,21,3,0,98,16,8,8,12,9,7,0,54,78,59,43,34,27,4,0,243,1151,1508,1055,965,688,260,38,5663,32,19,9,9,0,4,0,74,0,0,0,0,0,0,0,0,15,12,6,0,0,0,0,36,3,9,9,5,0,0,3,25,0,0,0,0,0,0,0,4,0,5,0,0,3,0,0,19,57,51,30,11,7,3,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,9,10,0,0,0,0,0,0,9,5,4,0,0,0,0,0,5
20901,58,75,39,25,23,8,0,226,71,48,21,15,17,7,0,178,0,4,3,0,0,0,0,9,7,4,0,0,0,0,0,11,3,6,9,9,0,6,0,27,1400,2931,2693,2422,1949,656,78,12127,325,75,48,37,23,7,3,523,3,18,24,39,32,6,0,131,9,28,12,14,15,5,0,77,13,34,47,46,27,0,0,174,19,23,18,10,11,5,0,94,223,148,80,72,60,17,3,607,2131,3402,2998,2689,2158,719,85,14171,17,19,6,4,7,3,0,59,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,7,9,9,4,0,0,0,32,4,0,0,0,5,0,0,8,0,5,0,0,3,0,0,12,36,42,19,14,15,6,0,122,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,13,0,5,0,0,4,0,0,6,9,0,0,0,0,0,0,16,0,4,5,0,0,0,0,9
20902,33,46,25,16,13,0,0,135,68,53,32,13,20,6,0,187,0,4,0,0,0,0,0,4,17,22,13,10,4,0,0,67,5,17,5,7,3,0,0,37,1075,2573,2299,2238,1752,473,52,10467,264,79,32,41,19,6,3,444,5,18,21,35,19,9,3,111,16,41,17,11,5,3,0,90,31,84,56,47,37,0,0,256,8,11,23,19,20,13,0,84,52,77,56,46,33,14,5,285,1580,3017,2582,2475,1929,521,65,12167,25,30,10,7,7,8,0,85,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,23,4,0,10,4,0,0,0,20,0,0,0,0,0,0,0,3,0,4,4,0,7,0,0,16,35,48,25,13,16,10,0,142,0,0,0,0,0,0,0,0,12,10,6,11,0,0,0,36,0,3,0,0,0,0,0,4,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3
20903,6,9,8,0,0,0,0,22,12,0,5,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,692,868,797,758,647,212,45,4011,184,27,10,11,11,4,0,249,8,8,23,22,28,3,0,93,4,5,0,3,3,0,0,16,11,0,3,0,3,0,0,22,4,4,5,5,8,4,0,29,45,15,18,23,46,13,6,168,966,948,858,837,755,239,48,4648,0,0,4,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,6,4,5,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20904,74,86,52,36,18,8,0,259,78,58,26,24,18,7,0,203,0,4,0,6,0,0,0,13,12,11,7,4,0,3,0,33,25,38,42,22,8,0,0,141,3200,7047,6369,5337,4017,1002,102,27070,959,272,134,91,64,19,0,1537,20,93,135,124,94,26,6,497,19,29,19,21,8,7,0,101,17,36,40,41,29,0,0,159,21,55,52,41,28,13,0,199,98,49,48,24,36,18,3,283,4515,7776,6919,5750,4312,1096,113,30487,41,40,22,16,13,5,0,133,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,9,0,9,8,4,0,0,0,23,8,4,0,0,0,0,0,12,0,9,3,4,0,0,0,16,60,63,29,23,17,3,0,200,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,10,0,0,6,0,0,0,0,17,19,5,0,0,0,0,0,18,0,0,0,0,0,0,0,9
