POW_SA3_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
20402,14,0,4,463,333,19,17,0,0,374,341,21,24,7,0,395,378,52,32,12,0,473,488,39,39,11,0,571,551,55,41,24,0,669,453,31,26,10,9,529,309,35,33,17,3,396,78,19,25,20,0,146,6,10,18,11,5,45,0,0,8,12,3,25,3800,268,273,124,39,4508,499,0,0,9,4,516,343,0,4,5,3,356,323,9,11,3,0,347,381,9,34,8,0,444,454,20,26,10,0,502,440,12,38,6,3,500,452,15,32,15,6,513,500,21,26,18,10,579,503,28,34,23,0,592,459,30,55,20,0,563,182,17,41,26,0,263,51,11,40,18,0,123,22,7,16,14,0,59,4608,174,362,170,38,5350,687,25,49,12,11,786,131,10,16,16,12,187,9222,484,699,326,98,10828,320,0,0,0,5,323,824,5,12,0,6,848,1032,26,55,0,5,1125,912,79,81,5,7,1084,938,88,86,13
20403,12,4,4,712,598,21,30,0,0,644,584,38,31,10,0,667,630,56,46,13,0,737,739,83,61,14,8,905,704,74,58,23,7,864,587,65,52,18,3,732,350,51,55,15,0,471,122,15,27,15,5,185,11,13,24,17,5,60,3,12,13,11,7,38,5814,425,410,124,45,6824,805,0,0,4,3,817,664,3,10,5,0,680,558,4,32,5,0,595,634,20,43,12,7,714,689,32,72,9,3,808,632,43,59,20,8,754,629,34,61,21,4,744,640,37,59,11,3,757,630,38,57,23,4,756,587,33,89,30,7,739,266,19,62,33,3,378,82,11,28,22,7,149,25,4,16,18,4,62,6839,283,583,208,49,7952,958,25,79,30,11,1105,209,17,21,12,33,291,13821,752,1090,373,136,16169,656,0,0,4,6,662,1612,4,22,0,5,1647,1873,48,82,6,15,2019,1803,109,115,8,12,2041,1708,156,125,14
20501,22,0,0,529,341,26,32,4,5,411,303,40,28,9,0,379,342,33,32,3,3,411,388,43,54,13,8,509,372,47,33,8,0,461,319,33,30,16,10,403,184,21,41,15,0,262,75,10,29,4,0,114,9,6,18,8,0,43,0,0,3,11,0,18,3269,269,331,90,26,3981,608,0,0,3,0,611,473,0,12,3,3,489,393,8,31,10,0,440,441,23,37,18,7,522,511,25,50,12,4,603,420,23,47,19,7,516,453,32,48,13,11,555,491,29,59,17,6,597,458,32,39,19,5,553,369,24,43,19,0,463,154,16,31,22,0,226,33,7,20,11,0,74,6,4,23,10,7,43,4807,224,442,189,46,5703,599,19,55,13,8,697,141,8,15,12,12,189,8815,519,842,299,95,10568,265,0,0,0,0,272,896,12,19,6,4,931,1134,52,72,5,6,1266,878,112,100,12,9,1112,806,146,96,20
20502,11,0,0,349,255,9,17,0,0,285,233,18,22,3,3,277,293,30,26,5,3,354,347,22,41,6,3,422,404,33,36,8,4,486,344,31,34,9,10,431,220,22,40,22,3,312,71,11,15,12,0,110,13,9,13,10,3,47,0,0,4,4,0,12,2845,197,271,94,35,3436,371,0,0,0,4,378,284,0,7,0,0,291,261,0,22,3,3,291,393,14,31,12,3,456,398,13,30,7,5,452,389,11,33,7,6,444,413,17,31,15,3,478,461,29,44,11,5,549,485,22,45,16,4,576,460,22,47,19,7,554,209,18,27,30,9,295,61,14,22,17,0,118,10,7,11,27,5,59,4195,164,350,165,66,4946,547,7,39,11,15,622,139,7,11,18,27,207,7731,380,669,286,142,9208,253,0,0,0,3,250,645,3,4,3,5,668,815,12,51,0,6,890,715,72,76,13,5,869,673,71,79,12
20503,16,0,4,402,339,24,36,8,0,409,321,33,47,8,6,415,350,38,44,15,0,454,444,46,63,10,6,573,443,61,74,14,0,598,351,60,57,22,3,487,248,32,51,12,3,341,69,16,36,14,0,128,12,8,21,12,0,57,0,8,5,7,0,23,3298,334,461,113,46,4252,607,0,0,6,3,620,392,0,15,0,3,414,355,9,38,10,0,406,418,20,65,13,3,525,513,33,78,26,9,655,508,24,64,11,4,617,587,38,73,13,10,730,600,48,79,24,9,765,622,30,111,29,15,804,565,46,104,33,7,758,235,41,85,42,8,412,58,26,48,21,7,158,13,6,26,30,0,77,5462,329,784,278,85,6937,830,32,73,32,24,998,173,7,25,22,39,265,9764,699,1343,446,193,12448,271,0,0,0,3,272,755,8,27,3,8,797,933,22,78,7,5,1043,914,107,115,20,14,1168,876,150,179,19
20504,17,4,5,952,697,17,31,6,0,758,669,18,23,0,5,714,686,32,24,0,8,753,801,37,29,4,9,881,744,47,25,9,5,826,639,25,33,7,0,700,345,20,16,3,4,393,106,11,7,4,0,124,14,3,9,4,0,34,7,0,4,0,4,16,6368,216,228,42,37,6885,855,4,4,3,9,872,730,0,15,3,0,747,663,4,30,9,4,710,752,14,47,9,0,820,862,26,50,13,5,957,768,14,27,10,0,818,700,14,47,14,3,778,749,27,39,7,3,830,806,21,42,12,3,880,647,21,45,18,10,733,244,15,19,9,0,282,72,9,22,11,0,111,24,5,9,12,0,46,7862,172,394,126,41,8596,1124,14,40,12,19,1212,212,7,21,14,26,279,15560,407,681,192,126,16971,410,0,0,0,3,412,1478,14,27,0,0,1517,2175,33,70,3,12,2300,2023,78,78,6,10,2191,1969,102,82,4
20505,15,0,0,378,303,5,17,3,5,333,277,14,25,7,5,323,312,30,39,4,0,379,373,30,34,8,9,455,381,39,38,9,5,472,294,34,37,8,0,380,206,9,31,19,5,274,60,11,17,8,4,102,11,4,10,14,0,43,0,5,7,7,0,22,2965,181,277,93,40,3556,396,0,0,0,4,403,288,0,4,3,0,296,288,6,25,8,3,328,361,8,38,9,0,423,395,20,46,9,0,465,325,9,36,11,5,384,355,15,34,10,0,420,374,19,37,5,3,435,345,14,43,18,4,423,367,18,41,16,6,442,157,18,35,16,0,224,45,0,19,8,0,75,9,0,14,10,0,37,3698,126,370,117,46,4359,532,10,47,9,12,612,99,4,17,13,20,147,7293,322,714,235,119,8674,294,0,3,3,4,305,796,6,18,0,9,828,1014,30,58,6,0,1109,943,47,59,9,5,1068,869,77,88,13
20601,59,0,3,948,805,42,71,3,0,928,580,58,88,5,0,734,531,70,73,6,0,682,493,64,68,3,0,632,509,67,46,4,0,625,411,40,43,3,4,502,278,32,15,0,3,328,102,10,11,4,0,121,21,4,5,0,0,27,0,3,0,0,0,9,4974,412,488,38,11,5930,560,3,8,4,0,569,991,0,40,5,0,1034,782,11,85,3,0,879,661,32,119,14,0,826,673,38,124,15,3,859,556,53,107,8,0,731,573,39,101,10,4,728,528,36,70,16,0,652,473,40,58,12,3,580,327,29,58,6,0,433,153,13,34,11,0,214,62,10,16,3,0,91,16,0,8,11,0,33,6345,312,832,120,20,7631,688,32,82,18,9,833,169,9,15,3,8,210,12185,766,1415,184,57,14599,77,0,0,0,0,79,774,10,30,0,0,818,1714,79,127,6,5,1935,1675,162,231,12,3,2083,1348,244,198,11
20602,29,4,0,556,492,39,59,5,0,599,358,42,28,4,0,436,324,39,50,5,0,413,326,46,47,3,0,422,330,63,53,0,0,439,268,24,25,0,0,327,152,13,18,4,0,190,76,11,12,0,0,99,11,4,0,0,0,20,3,3,0,0,0,5,3082,291,323,30,3,3732,333,0,4,0,0,342,553,4,21,0,0,571,442,5,53,0,5,499,367,15,68,6,0,463,350,24,84,7,0,473,311,27,89,11,0,437,325,38,83,9,3,454,310,39,87,14,0,452,256,35,60,7,0,365,232,16,45,4,3,305,100,15,34,6,0,151,27,9,13,8,0,58,7,7,4,5,0,19,3614,234,651,72,13,4593,410,14,71,10,6,510,87,4,7,0,15,108,7193,542,1051,112,45,8943,65,0,0,0,0,70,514,7,15,0,0,537,1078,40,65,4,0,1183,1150,116,143,8,4,1422,861,143,101,11
20603,23,0,0,730,622,24,41,3,0,691,486,42,30,3,0,567,480,51,39,8,0,570,545,59,42,8,0,657,523,56,39,8,0,632,428,45,31,9,0,511,212,29,21,8,0,269,67,7,15,0,0,90,14,0,0,0,0,26,4,0,0,0,0,3,4444,335,290,47,12,5129,694,0,3,7,0,704,805,0,28,0,0,828,478,7,44,4,0,531,490,8,66,10,0,571,477,38,71,20,0,602,484,46,64,14,0,612,480,48,67,4,0,605,468,48,57,13,0,590,374,43,52,14,5,484,298,25,32,13,0,368,154,15,26,8,3,209,40,12,13,10,0,77,13,5,3,0,0,21,5241,306,515,109,18,6195,674,24,69,9,10,790,124,5,8,10,8,157,10485,670,892,171,50,12269,76,0,3,0,0,80,669,4,25,0,0,698,1251,46,53,5,7,1368,1271,127,96,10,4,1501,1029,187,90,10
20604,102,7,14,25429,26802,211,182,22,23,27240,23667,316,247,32,23,24286,19033,323,257,24,22,19652,16023,300,246,23,28,16622,13018,266,225,19,20,13545,8885,196,137,17,12,9249,4751,111,76,7,14,4959,1500,56,44,3,3,1606,330,33,13,0,0,378,38,11,7,6,0,65,148091,1895,1561,171,156,151879,1928,4,22,11,4,1970,8698,20,112,15,13,8853,7751,67,179,21,14,8036,8567,120,265,47,13,9013,9854,166,253,61,21,10356,7875,159,205,63,15,8322,5516,159,165,50,11,5893,4431,114,120,46,18,4729,3489,113,136,42,24,3802,2866,95,129,30,6,3124,1380,86,72,23,6,1563,533,49,51,25,4,659,151,23,21,21,4,226,63045,1168,1735,454,147,66548,15347,133,213,99,112,15904,2309,108,122,112,223,2873,228794,3306,3628,837,643,237209,610,0,10,0,3,621,16909,56,60,11,16,17050,49036,242,308,23,33,49631,57727,832,559,46,58,59223,58301,1463,748,80
20605,54,6,5,4208,3980,80,67,0,7,4134,3065,140,85,3,4,3289,2324,152,69,14,8,2570,2118,171,89,5,5,2392,1820,175,81,12,4,2092,1198,151,62,17,5,1434,721,89,42,9,0,852,232,57,23,8,0,318,51,18,14,3,0,89,8,3,7,7,0,24,21316,1073,605,72,37,23101,695,0,11,0,0,711,1720,13,48,4,0,1779,1574,21,101,16,0,1712,1479,43,142,20,4,1688,1473,86,151,29,6,1748,1094,78,144,25,3,1343,972,104,140,23,10,1243,860,122,126,23,3,1128,716,75,115,22,5,934,546,90,119,24,3,782,296,59,60,16,0,427,136,52,44,10,3,247,56,11,21,6,0,95,11611,756,1206,225,35,13838,1897,64,127,33,22,2146,404,14,21,27,53,519,35229,1911,1955,357,151,39600,240,0,0,0,0,247,3510,32,28,6,4,3577,9012,155,181,10,10,9356,9790,441,205,6,20,10466,8849,663,283,21
20606,42,0,0,1852,1448,68,53,10,3,1577,880,80,46,9,0,1009,658,90,60,9,0,812,661,108,44,12,3,827,609,121,54,9,0,784,478,69,48,7,4,613,249,44,25,7,0,324,108,26,10,0,0,147,30,15,10,3,0,61,4,9,0,0,0,14,7608,666,391,66,13,8748,583,0,6,0,0,592,1401,0,27,0,3,1429,1050,19,57,0,5,1129,843,39,82,6,0,966,747,58,98,25,0,926,534,76,63,11,9,680,501,61,76,16,0,654,552,67,63,13,3,696,453,49,71,18,5,586,340,51,53,16,0,468,225,39,46,21,3,338,90,42,39,18,0,189,35,23,23,7,0,91,7360,524,689,160,28,8753,1069,46,91,15,14,1234,175,24,8,14,19,242,16210,1259,1181,249,80,18978,70,0,0,0,0,81,1251,13,23,3,0,1291,3195,92,103,4,9,3390,3003,253,145,18,5,3424,2197,330,133,20
20607,81,4,3,5471,5083,131,114,6,9,5345,3429,162,91,8,6,3698,2452,148,96,15,4,2708,2255,155,97,15,4,2525,1827,170,101,5,4,2108,1299,116,76,4,3,1503,784,80,47,6,3,918,290,37,26,3,0,356,61,20,9,8,0,102,16,6,4,0,0,26,24770,1072,764,76,36,26717,934,5,11,4,8,954,2565,5,54,0,0,2638,2240,20,107,4,3,2375,2108,53,150,16,7,2330,2090,67,179,17,4,2362,1588,70,140,13,6,1820,1294,92,103,25,7,1519,1210,92,126,14,5,1444,1004,57,97,19,8,1181,757,65,85,18,5,932,428,41,64,18,0,558,161,22,43,5,0,237,43,17,22,13,6,100,16432,603,1199,164,56,18448,2673,61,128,33,25,2925,444,31,19,24,51,564,44316,1763,2108,297,168,48658,185,0,0,6,0,185,3515,27,42,0,8,3596,9735,159,186,7,9,10109,10464,529,339,21,17,11375,8292,701,287,22
20701,48,0,0,2953,2772,104,63,6,0,2947,2256,140,73,17,0,2487,1886,162,73,21,3,2154,2096,197,110,19,5,2434,1983,232,102,16,4,2347,1470,158,82,14,9,1733,944,85,59,19,3,1111,292,45,40,0,0,376,82,17,17,0,0,117,11,10,7,5,0,28,17859,1186,693,126,37,19896,1607,0,15,0,0,1628,2473,7,68,0,6,2553,1525,20,86,7,3,1642,1446,85,92,36,4,1658,1516,123,162,47,3,1854,1453,173,139,50,8,1825,1496,200,199,69,9,1966,1521,193,200,55,6,1978,1377,143,183,42,7,1744,1164,133,146,44,0,1488,591,100,98,32,4,817,244,58,80,23,0,407,84,35,48,23,3,196,16494,1266,1507,437,46,19760,1952,78,128,36,16,2207,342,35,26,33,30,461,36640,2563,2350,635,133,42318,162,0,0,0,0,159,2211,17,37,5,4,2275,5413,113,147,5,0,5679,5764,352,178,27,0,6316,5178,480,204,48
20702,19,4,0,757,590,37,27,8,0,670,505,46,27,6,0,587,391,37,26,8,9,477,486,54,28,9,4,582,516,67,45,10,6,644,410,48,25,5,3,486,239,40,15,8,0,296,80,18,14,0,0,108,15,7,0,0,0,22,0,5,0,0,0,5,4342,378,234,59,21,5033,973,0,6,0,0,987,1181,3,29,0,0,1213,534,11,39,8,0,593,507,29,59,20,0,614,614,53,76,33,0,781,565,65,92,27,5,751,645,56,66,30,0,799,644,52,79,21,0,808,640,55,67,20,0,782,477,31,49,9,4,562,236,29,27,14,3,303,81,17,14,11,5,133,30,7,15,15,0,69,7128,421,618,212,23,8404,981,33,52,21,10,1097,127,8,8,17,17,169,12573,842,912,305,70,14704,93,0,0,0,0,103,691,10,26,4,3,729,1336,47,44,3,0,1438,1345,149,88,16,0,1604,1143,191,91,18
20703,15,0,0,1836,1670,51,46,11,4,1782,1405,75,37,9,0,1528,1292,67,34,8,0,1400,1411,92,53,15,0,1571,1403,87,59,9,3,1559,1138,71,46,9,7,1264,722,38,26,7,4,791,189,17,17,0,0,220,39,9,0,0,0,49,9,0,0,0,0,10,11840,516,344,66,26,12788,900,0,15,4,3,920,1444,0,46,5,4,1495,1069,19,39,3,4,1128,1126,41,57,19,0,1252,1289,72,89,30,4,1490,1185,66,107,30,4,1400,1116,89,113,33,6,1357,1059,72,100,24,0,1259,982,52,77,22,7,1134,770,32,87,15,5,905,393,30,31,11,4,475,101,17,23,15,0,163,53,8,17,11,0,88,11487,503,809,223,41,13063,1403,54,61,23,22,1568,240,11,15,12,20,301,24971,1084,1227,317,107,27714,142,0,0,0,0,140,1479,16,31,3,5,1536,3372,49,68,0,3,3494,3473,194,116,22,9,3817,3138,300,140,20
20801,23,0,0,860,735,38,29,4,0,803,601,60,40,7,0,712,540,94,47,9,0,697,631,174,84,17,3,900,747,166,85,10,3,1012,579,135,69,8,3,795,312,46,51,5,7,420,127,36,17,0,0,175,39,17,10,4,0,64,0,6,6,0,0,19,5622,786,470,73,12,6972,834,0,11,5,0,852,1110,0,34,0,3,1143,590,14,39,3,0,646,565,29,44,12,5,656,622,66,95,28,5,817,628,87,134,23,0,871,735,130,165,29,0,1052,727,115,152,37,4,1032,703,96,127,34,6,971,578,74,116,42,3,809,277,60,71,30,4,438,143,39,38,20,0,237,31,14,18,18,0,85,7540,730,1036,267,26,9607,890,45,115,15,8,1062,179,11,8,10,24,232,14231,1573,1627,368,73,17871,126,3,0,0,0,130,996,23,25,0,0,1049,1720,55,72,0,0,1852,1649,156,91,0,0,1898,1463,249,111,20
20802,31,0,0,1349,1182,55,47,6,0,1296,962,74,80,18,0,1134,878,116,75,15,0,1093,1005,147,102,8,4,1266,968,133,103,11,6,1211,782,109,88,15,5,991,516,60,54,3,4,640,176,20,33,8,0,238,46,14,5,0,0,61,10,4,3,0,0,17,8432,736,626,98,24,9911,982,0,13,4,0,997,1417,0,62,3,3,1490,877,11,74,5,5,959,841,47,112,29,3,1029,997,94,181,27,4,1303,868,83,197,37,4,1185,899,108,169,20,8,1201,899,102,198,30,3,1231,833,64,144,26,3,1073,668,59,123,32,3,892,408,54,75,25,4,566,147,35,62,14,6,263,61,9,20,10,0,101,9881,665,1434,276,46,12306,1064,40,132,21,14,1275,225,22,19,14,22,306,19602,1466,2209,408,108,23791,142,0,0,0,0,146,1156,14,26,0,4,1196,2457,66,102,3,4,2639,2386,216,167,18,5,2794,2101,359,187,32
20803,26,8,4,1844,1489,60,37,5,5,1599,1348,104,56,12,0,1515,1370,106,61,14,6,1553,1692,156,87,17,7,1957,1686,140,99,15,4,1942,1272,110,67,10,7,1473,740,71,27,16,0,852,223,27,20,3,3,282,45,15,7,0,0,68,11,4,0,0,0,21,12716,828,499,97,39,14179,1805,3,9,3,4,1816,1948,0,47,6,5,2011,1051,5,54,0,3,1117,1064,38,89,23,3,1215,1210,96,138,31,8,1488,1226,87,158,34,3,1504,1294,101,161,38,6,1594,1312,119,137,31,9,1601,1150,85,97,24,9,1356,874,74,89,27,4,1071,411,46,54,17,0,530,167,32,27,24,5,263,53,15,16,8,0,86,13566,700,1070,272,51,15650,1728,52,101,30,23,1936,319,11,22,13,42,413,28330,1593,1693,411,150,32176,423,0,0,0,0,427,2583,14,28,6,5,2637,4550,124,121,10,10,4815,4549,326,167,21,16,5073,4275,523,192,27
20804,15,0,0,1040,872,13,12,0,0,902,641,38,15,0,3,700,499,56,23,8,0,586,531,65,29,4,3,633,565,60,37,4,0,664,390,45,20,7,0,463,263,23,12,0,0,294,100,18,9,4,0,130,18,10,4,0,0,27,0,5,0,0,0,7,5374,328,181,31,15,5929,794,3,8,4,0,808,1616,0,18,0,3,1632,741,9,19,0,0,769,575,17,43,7,0,644,593,29,42,16,0,682,502,40,61,20,0,620,499,50,62,8,0,620,525,37,68,15,0,651,450,34,57,14,0,550,399,36,56,11,0,501,216,21,29,14,0,279,92,11,31,9,0,144,25,11,12,10,3,61,7033,295,496,119,14,7960,1248,28,40,9,6,1331,169,13,6,8,15,206,13820,659,724,169,51,15432,52,0,0,0,0,52,785,8,11,3,3,812,1709,39,35,4,5,1793,1602,60,57,5,0,1729,1278,161,68,7
20901,25,4,3,1602,1467,22,26,6,9,1527,925,62,38,3,9,1039,999,72,63,3,0,1136,1125,89,57,13,3,1284,1155,87,69,4,0,1312,906,69,44,7,0,1030,614,33,33,3,0,686,208,20,10,3,0,247,40,15,4,0,0,60,6,4,4,0,0,16,9769,496,376,43,21,10705,1123,5,14,4,0,1145,1528,3,52,8,0,1590,1004,11,48,6,0,1072,1195,35,99,20,0,1346,1308,62,134,25,0,1528,1191,83,146,28,11,1447,1261,66,138,8,6,1484,1263,66,111,19,3,1466,1154,65,87,18,0,1332,949,54,84,20,3,1108,451,41,55,15,0,556,121,19,25,5,0,174,40,18,6,9,0,67,12583,515,1006,178,35,14318,1590,33,100,16,10,1752,237,16,17,6,30,309,24174,1058,1502,247,94,27085,248,0,0,0,0,256,1511,22,22,0,0,1558,2953,60,84,4,4,3108,2898,175,139,13,13,3236,2318,284,141,17
20902,24,0,0,1220,1115,33,42,4,6,1193,913,48,47,7,0,1007,920,56,55,4,0,1035,937,48,32,3,0,1022,922,51,45,7,5,1029,754,32,44,3,6,840,421,25,19,6,0,466,123,14,10,0,0,140,22,0,0,3,0,30,0,0,0,0,0,11,7847,317,324,48,15,8554,690,4,9,0,0,707,1135,6,34,4,0,1182,734,8,45,7,0,794,795,20,67,15,7,906,842,35,94,8,0,977,796,45,82,11,0,942,772,38,73,21,0,910,676,38,52,9,3,782,648,23,51,7,3,733,542,23,31,17,6,616,233,16,18,5,0,269,69,10,7,0,3,89,12,0,5,0,0,19,7940,273,574,110,28,8927,1067,17,49,15,4,1157,253,6,16,9,20,301,17103,611,961,184,74,18942,140,0,0,0,0,147,1061,19,26,3,0,1106,2352,58,87,0,0,2500,2389,160,138,8,12,2708,2213,212,147,21
20903,16,0,0,322,236,20,18,0,0,275,188,33,27,5,0,253,207,43,32,6,0,293,328,55,40,8,0,435,340,63,47,0,9,454,228,40,32,0,5,300,132,27,17,0,0,182,41,18,12,4,0,75,13,3,6,0,0,29,0,5,0,0,0,8,2249,308,261,34,12,2867,611,4,7,0,0,623,478,0,26,0,0,504,221,3,30,0,0,256,271,23,55,11,0,360,331,31,94,14,0,472,331,48,81,23,3,486,381,47,82,10,5,523,360,55,85,9,5,516,335,60,77,19,5,497,255,51,58,20,0,380,131,29,40,15,0,219,46,13,21,12,0,94,20,15,11,9,0,48,3777,380,662,146,19,4978,487,25,69,12,9,602,59,7,6,5,8,85,6571,713,1005,194,47,8535,120,0,0,0,0,121,561,4,17,0,0,592,639,37,53,0,0,728,603,87,77,0,0,768,489,154,81,9
20904,41,6,3,2294,1885,69,49,10,3,2016,1653,91,93,17,8,1850,1524,104,74,7,7,1718,1637,111,73,9,9,1837,1508,103,54,13,7,1681,1171,83,48,3,6,1315,678,52,33,11,3,770,201,25,12,6,3,248,23,11,3,0,0,48,3,4,0,0,0,8,13754,685,505,82,51,15074,2039,0,6,6,4,2060,2013,8,39,8,0,2071,1332,22,88,21,6,1461,1673,67,154,41,6,1938,1827,99,181,57,4,2168,1608,106,157,29,6,1904,1503,79,137,23,10,1745,1371,88,95,20,10,1580,1130,59,80,27,10,1305,871,58,71,19,3,1030,375,28,30,13,6,462,79,18,11,9,0,114,36,8,3,7,0,51,15853,637,1057,277,67,17894,1903,58,137,39,20,2154,441,30,21,27,44,565,31952,1414,1719,426,182,35690,491,3,4,0,0,502,2905,34,60,0,12,3016,5072,177,195,9,17,5479,4876,455,270,22,21,5648,4478,593,320,49
