POW_SA3_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
20402,0,0,25,251,259,518,489,600,532,124,3,2772,0,3,5,0,7,3,0,0,18,7,0,6,3,4,6,0,0,27,0,4,7,3,3,9,3,0,38,4,7,7,10,6,8,10,0,48,7,4,9,14,17,19,8,3,79,12,10,21,35,37,45,30,0,194,9,13,36,36,78,78,29,5,286,11,36,56,53,87,103,16,4,370,5,21,55,70,124,113,35,0,415,0,8,38,68,75,74,12,0,275,0,7,19,26,60,50,11,0,165,0,0,8,19,32,24,9,0,95,0,0,10,17,33,34,9,0,95,0,0,0,10,5,6,0,0,20,0,0,3,3,5,4,0,0,20,0,0,0,3,0,8,0,0,12,54,105,282,364,588,573,180,18,2156,9,0,0,0,4,0,0,0,8,233,4,3,0,4,0,0,0,238,102,15,9,0,13,11,3,0,155,27,17,7,11,19,23,7,0
20403,0,0,35,470,727,997,800,786,684,170,13,4640,0,0,4,4,5,5,0,0,20,22,3,4,8,0,5,7,0,47,3,8,12,3,6,22,3,0,58,4,5,13,8,9,26,10,4,81,12,11,16,26,15,32,10,6,130,17,33,43,48,41,69,16,5,274,9,51,68,66,89,80,26,5,395,10,66,107,101,166,115,32,0,593,13,35,134,104,207,160,26,4,688,0,10,60,82,130,92,20,4,402,0,4,42,59,89,58,13,0,276,0,0,14,36,45,42,9,0,148,0,0,18,30,55,48,3,0,163,0,0,6,0,6,4,0,0,16,0,0,3,3,3,13,0,0,19,0,0,4,3,3,3,0,0,18,90,224,536,597,875,779,194,30,3330,18,0,0,0,0,0,0,0,19,385,3,0,6,6,0,0,0,404,185,18,13,7,12,11,12,0,259,55,33,23,17,16,23,4,0
20501,0,0,33,235,379,511,434,529,372,86,6,2550,0,0,0,3,5,7,0,0,20,11,0,0,4,6,4,0,0,20,8,11,14,4,7,13,4,0,65,5,5,16,19,17,21,7,0,93,9,16,15,21,17,23,14,0,122,11,24,34,42,45,41,19,0,208,9,35,49,60,58,47,22,0,282,8,42,94,92,76,74,19,9,408,4,18,65,72,95,87,20,3,362,0,8,38,49,57,55,11,0,220,0,3,18,29,36,40,7,0,135,0,0,9,21,20,23,8,0,80,0,0,7,12,25,18,9,0,67,0,0,0,5,9,8,0,0,15,0,0,6,0,15,3,0,0,25,0,0,3,0,4,4,3,0,16,67,157,372,444,478,469,139,23,2149,7,0,0,0,0,0,0,0,15,236,8,0,4,3,0,0,0,252,117,27,10,9,8,9,0,6,179,30,25,19,9,9,23,3,0
20502,0,0,14,190,274,445,466,540,506,117,0,2540,0,0,0,3,0,3,0,0,14,0,0,0,3,5,0,5,0,14,0,0,12,9,10,9,8,0,48,3,0,7,19,11,24,13,11,84,3,8,14,10,21,27,25,0,112,3,0,29,30,58,58,33,3,209,3,10,50,52,67,63,29,0,276,0,28,42,65,73,88,27,6,325,3,23,42,59,115,87,29,0,370,0,4,28,36,62,48,6,0,187,0,0,21,30,39,47,19,0,147,0,0,9,8,22,17,6,0,60,0,0,4,10,14,14,3,0,56,0,0,3,4,4,0,6,0,15,0,0,0,0,0,5,0,0,6,0,0,0,3,3,6,0,0,19,27,84,263,345,506,506,196,23,1946,10,3,0,0,0,0,0,0,11,197,5,0,0,0,0,0,0,211,76,7,6,10,5,12,7,0,126,33,13,11,12,14,27,4,0
20503,0,0,33,340,347,539,532,607,538,114,11,3030,0,0,4,4,6,5,0,0,20,13,4,3,6,9,3,3,0,41,5,4,3,17,16,20,9,6,67,9,4,9,17,27,25,18,6,107,3,13,14,26,43,45,23,9,167,4,20,32,44,61,87,28,3,278,0,23,33,59,84,99,27,0,331,0,21,69,79,106,89,19,6,389,3,22,52,78,118,104,21,0,391,0,12,33,48,59,68,17,0,240,0,6,16,36,51,38,13,0,161,0,0,11,25,36,21,3,0,104,0,0,8,19,30,20,9,0,91,0,0,4,6,8,0,4,0,20,0,0,0,9,8,6,0,0,20,0,0,5,0,5,4,0,0,16,35,120,298,473,647,641,192,26,2435,7,0,4,5,0,0,0,0,14,313,8,4,0,7,7,0,0,332,141,28,17,15,13,15,13,0,233,47,22,16,13,16,28,13,0
20504,6,0,34,308,530,1074,880,863,707,147,14,4521,0,0,7,3,4,5,0,0,18,16,6,7,3,0,3,0,0,37,11,10,15,19,7,11,6,0,83,8,8,26,24,23,31,12,6,130,17,18,34,30,32,46,10,0,183,14,30,70,87,82,74,35,7,390,4,61,115,105,116,126,23,0,557,15,118,199,184,177,149,28,0,864,9,85,237,205,240,177,22,0,972,3,25,131,141,145,126,18,0,584,0,18,76,106,96,81,14,0,387,0,3,29,46,46,45,7,0,179,0,0,20,41,79,49,4,0,200,0,0,0,5,21,4,6,0,34,0,0,0,7,17,15,0,0,39,4,3,4,6,10,6,4,0,38,88,373,964,1019,1098,947,189,14,4697,22,0,0,0,4,0,0,0,29,427,13,3,6,3,5,5,0,460,222,45,29,13,11,18,5,0,337,73,57,34,26,25,19,7,0
20505,0,0,14,186,254,521,441,551,415,102,5,2491,0,0,4,0,3,9,0,0,14,3,0,0,0,8,8,3,0,18,3,4,7,6,0,13,4,0,36,4,0,7,3,4,18,5,0,52,4,4,16,9,20,18,5,0,84,6,16,24,31,35,48,14,3,165,5,23,31,37,48,55,15,3,214,4,32,44,59,61,57,16,0,269,0,19,52,62,77,72,23,0,312,0,8,12,42,47,56,13,0,180,0,0,27,24,37,37,6,0,131,0,0,8,12,21,16,3,0,73,0,4,10,18,20,25,0,0,73,0,0,0,0,3,0,6,0,8,0,0,5,6,7,3,0,0,22,0,0,3,4,8,0,0,0,18,32,101,264,322,388,424,115,12,1656,7,0,0,0,0,4,3,0,7,220,3,0,4,0,0,0,0,236,71,14,10,3,11,13,0,0,129,26,19,14,5,9,18,4,0
20601,3,0,33,236,779,1316,764,617,472,105,7,4304,0,0,6,4,5,0,0,0,11,12,9,5,4,4,9,0,0,42,15,27,16,11,10,6,4,0,82,10,28,14,18,22,19,3,0,120,5,33,36,21,24,20,6,0,148,8,39,38,46,46,39,15,0,238,4,44,67,64,62,55,18,3,309,0,48,121,73,96,62,21,0,417,0,40,123,111,91,104,23,0,494,0,13,97,86,107,94,20,0,422,0,5,50,57,75,63,11,0,254,0,3,22,43,45,22,4,0,142,0,0,20,36,51,33,3,0,141,0,0,3,10,8,6,0,0,29,0,0,0,15,10,5,5,0,40,0,4,3,5,3,9,0,0,22,54,287,629,591,663,552,144,18,2926,14,3,0,5,0,0,6,0,16,250,29,3,4,0,0,0,0,288,120,79,16,4,10,15,3,0,258,41,94,30,20,13,21,3,0
20602,0,0,18,205,449,773,476,365,253,53,4,2588,0,0,0,0,0,0,0,0,3,12,9,3,3,0,5,0,0,30,8,13,5,4,10,3,9,0,58,4,15,6,10,12,10,3,0,67,0,21,10,8,20,16,6,0,90,0,29,30,20,33,32,11,0,155,0,19,44,27,60,40,13,4,197,3,35,78,51,52,46,16,6,281,0,35,97,61,61,69,11,0,335,0,4,44,51,49,50,11,0,209,0,0,20,22,41,37,5,0,119,0,0,12,11,25,17,5,0,72,0,0,15,19,19,17,4,0,75,0,0,4,15,11,5,0,0,34,0,0,0,3,11,6,3,0,24,0,0,3,0,6,3,0,0,16,36,179,365,323,409,349,105,16,1780,3,4,0,0,0,0,0,0,6,95,11,4,0,0,6,0,0,118,54,36,11,3,8,3,0,0,106,27,47,23,11,17,13,0,0
20603,0,0,23,316,611,920,602,594,345,81,3,3478,8,0,0,0,3,0,3,0,15,13,12,0,4,4,0,0,0,31,20,18,7,12,15,18,5,5,93,8,30,9,19,20,12,7,0,115,3,29,21,19,13,19,10,0,116,3,25,39,46,71,32,19,6,249,7,39,52,77,57,45,13,5,294,0,42,65,75,97,57,16,0,356,0,44,126,110,137,95,32,6,550,0,22,91,86,122,100,19,0,438,0,5,63,75,113,57,12,4,328,0,0,23,47,53,50,10,0,181,0,4,30,64,80,38,17,0,233,0,0,0,7,14,15,0,0,49,0,0,4,9,20,7,0,0,42,0,0,0,9,7,7,4,0,21,62,271,527,661,840,561,176,17,3122,11,3,0,3,0,4,0,0,16,313,34,5,5,0,0,4,0,357,156,78,13,5,3,9,3,0,271,54,73,24,10,22,21,7,0
20604,9,0,217,1431,5601,9576,5882,4499,2927,605,32,30559,10,24,83,61,41,22,6,0,244,90,126,51,20,19,18,15,3,345,100,318,104,69,55,58,32,8,747,88,407,224,121,75,73,31,4,1026,78,517,322,204,158,137,78,12,1500,82,750,773,470,348,302,116,15,2860,85,841,1299,874,579,472,180,20,4357,80,1408,2802,1823,1114,825,203,16,8276,56,1813,5471,3375,2160,1536,398,16,14821,15,915,4872,3531,2312,1655,358,15,13667,10,414,3615,3223,2467,1697,321,9,11760,0,107,1975,2421,1793,1104,198,6,7608,4,67,2354,3615,2580,1422,235,10,10285,0,9,304,849,628,337,61,5,2193,0,5,284,1233,1284,508,77,4,3396,5,40,95,105,122,78,26,0,462,714,7770,24626,21996,15735,10240,2329,145,83548,37,34,25,18,10,11,8,0,147,519,164,40,14,11,8,3,3,766,399,549,114,50,32,20,12,3,1186,179,594,243,74,51,51,16,3
20605,0,0,51,507,1351,2212,1240,883,626,166,18,7011,4,3,12,5,4,9,6,0,49,39,30,11,0,6,6,8,0,103,41,53,28,27,12,18,9,3,182,28,74,39,30,31,23,19,9,262,29,80,67,53,51,40,26,10,348,22,134,149,97,104,73,32,6,617,24,136,218,163,119,114,55,0,827,33,263,569,292,251,173,57,9,1650,16,277,982,520,422,303,95,4,2623,5,95,676,483,364,264,51,3,1941,0,42,394,376,313,212,41,8,1385,0,9,199,230,200,130,29,0,798,0,3,206,338,286,171,39,7,1047,0,0,42,76,59,46,16,0,235,0,0,21,87,121,50,7,0,297,0,6,10,14,14,14,4,3,65,241,1203,3625,2805,2364,1648,489,60,12428,4,0,4,5,0,0,3,0,20,195,29,12,10,5,0,0,0,255,118,91,31,11,15,16,3,0,296,46,97,46,37,23,26,22,0
20606,0,0,21,349,974,1500,724,472,353,103,11,4478,4,8,3,5,7,3,0,0,27,17,10,3,0,0,0,10,0,38,19,31,9,7,11,10,0,4,90,9,48,21,10,16,14,7,0,122,7,58,40,31,13,17,10,3,175,5,63,60,39,38,35,21,6,276,0,59,105,61,39,36,22,7,336,6,66,172,91,90,50,28,3,501,0,77,236,144,116,64,40,0,680,0,13,181,113,108,69,33,5,528,0,6,104,83,96,74,22,0,387,0,0,42,40,46,25,7,0,163,0,0,37,65,58,41,10,0,209,0,0,7,7,23,11,3,0,48,0,0,12,19,38,23,11,0,99,0,3,4,4,4,0,0,0,25,76,450,1037,713,691,484,225,36,3691,7,4,5,8,3,5,0,0,28,172,36,4,9,4,4,3,0,227,96,127,28,16,11,10,3,0,289,56,141,51,17,27,20,8,0
20607,0,0,60,469,1709,2714,1363,953,655,155,23,8041,4,4,10,4,7,3,0,0,40,30,26,10,9,7,4,3,0,82,14,81,23,31,23,22,14,0,204,22,69,54,28,25,16,16,0,235,21,96,82,36,56,34,29,0,356,20,141,158,107,81,88,37,5,645,20,185,259,178,147,124,64,4,989,17,248,519,266,267,207,84,8,1607,14,249,864,480,383,267,117,5,2383,0,81,590,419,316,244,57,5,1711,0,31,323,302,233,183,51,4,1128,0,6,177,194,155,89,30,0,648,0,0,188,262,203,149,35,0,834,0,4,29,56,31,21,7,5,153,0,0,21,75,73,35,9,0,220,0,6,17,8,19,20,0,0,69,161,1238,3320,2455,2035,1518,543,44,11306,10,11,3,0,9,6,0,0,35,345,51,12,3,7,3,0,0,424,152,156,46,12,21,5,6,0,406,66,167,71,38,35,33,7,0
20701,4,0,59,920,1784,2219,1339,1378,1106,308,25,9074,9,6,8,10,5,8,8,0,58,59,36,12,18,13,10,8,3,157,35,99,17,17,40,28,20,5,262,55,89,51,40,39,54,35,3,364,17,99,63,49,68,82,34,4,419,16,115,117,111,141,122,54,7,682,22,119,150,150,184,149,71,14,857,35,164,268,206,264,202,94,12,1239,7,166,477,307,369,302,93,14,1730,0,65,383,285,350,261,62,3,1411,0,22,202,259,283,241,72,6,1080,0,5,108,170,176,139,42,5,631,0,4,119,215,246,177,60,6,832,0,3,12,39,73,36,6,3,179,0,0,24,77,117,59,14,7,296,0,6,5,10,19,23,3,0,80,251,1006,2028,1954,2385,1888,676,90,10274,16,9,7,4,7,4,0,0,45,608,69,17,9,13,17,4,0,724,308,243,25,28,24,23,5,5,664,115,219,56,28,43,29,16,0
20702,3,0,34,421,604,946,766,809,663,150,13,4367,0,4,4,3,0,9,4,0,25,17,9,6,4,12,12,3,3,60,21,28,15,16,20,16,17,0,145,16,16,30,29,12,16,6,3,123,8,32,14,19,38,13,10,6,142,6,29,31,54,58,64,31,7,264,0,31,56,69,65,56,26,3,305,6,40,80,53,96,78,24,6,384,4,24,111,85,103,97,30,6,454,0,10,69,60,93,69,16,6,315,0,4,43,46,64,62,15,3,249,0,0,10,25,39,37,7,3,124,0,0,13,44,55,26,23,0,172,0,0,4,7,9,0,0,0,29,0,0,7,17,14,4,3,0,39,0,0,0,3,3,5,0,3,18,74,218,491,551,683,565,225,42,2849,19,3,3,9,3,4,0,0,35,473,94,3,11,3,7,3,0,596,265,214,41,26,23,28,7,0,602,99,211,52,24,44,41,11,3
20703,0,0,43,429,817,1292,1037,1052,838,136,21,5620,5,7,4,8,0,6,0,0,27,27,24,15,12,8,8,9,0,104,18,46,18,27,21,20,15,0,168,21,50,32,26,37,24,26,0,222,9,46,40,47,44,32,25,3,243,5,76,70,94,112,82,37,10,492,14,105,182,159,151,134,44,7,792,9,133,283,213,208,198,59,8,1117,0,88,343,286,292,246,39,3,1301,0,35,220,208,219,227,52,6,970,0,22,193,171,195,179,25,3,780,0,10,97,115,149,96,19,0,480,0,0,103,150,169,101,24,0,542,0,0,8,28,33,20,4,0,92,0,0,3,17,29,20,3,0,81,0,5,6,5,11,18,0,0,42,116,654,1612,1566,1675,1415,366,49,7450,10,7,8,8,8,6,0,0,34,393,54,8,6,6,0,0,0,463,187,114,31,21,18,12,9,4,403,48,131,47,33,21,29,9,0
20801,6,0,35,674,975,1093,772,770,661,163,15,5118,0,0,0,3,4,10,5,0,33,31,13,10,8,8,8,4,0,90,24,38,8,11,23,15,10,3,138,8,55,12,18,24,29,9,3,162,6,36,23,28,44,43,17,5,214,10,56,36,44,84,71,30,6,334,12,48,51,48,80,110,33,5,395,0,44,85,66,123,100,42,9,463,0,53,122,77,160,148,55,4,626,0,14,80,64,115,92,34,6,410,0,3,40,44,101,74,22,0,298,0,0,21,42,50,40,17,3,176,0,0,27,56,68,47,17,4,224,0,4,0,11,18,18,5,0,67,0,0,4,17,52,23,10,5,122,0,0,0,4,11,12,5,0,37,104,372,528,550,979,856,339,58,3777,4,3,3,4,4,3,0,0,21,289,32,5,0,7,0,0,0,335,154,95,9,11,14,15,4,0,308,54,90,24,12,11,27,11,0
20802,0,0,47,562,1103,1574,1162,1087,833,246,23,6593,0,0,9,10,9,9,0,0,40,29,25,6,8,6,5,7,3,87,19,60,19,19,15,22,13,0,162,22,69,24,21,30,29,22,0,210,12,59,27,35,53,43,25,4,262,10,51,52,53,70,78,34,6,358,6,66,81,77,111,110,44,13,509,6,97,142,110,153,115,52,3,682,6,59,187,164,218,186,73,8,897,0,26,140,128,170,146,51,6,664,0,7,65,104,142,101,36,3,463,0,0,42,50,70,67,20,0,244,0,0,28,76,71,62,19,4,270,0,0,5,15,22,7,4,0,56,0,0,8,11,35,21,9,0,85,0,0,5,7,3,13,5,0,31,107,527,843,895,1177,1018,408,52,5027,13,4,0,7,8,0,4,0,40,422,38,4,3,3,4,3,0,475,165,112,16,9,11,14,9,0,350,40,104,25,25,18,19,3,0
20803,0,0,49,790,1094,1480,1243,1339,916,184,17,7059,4,3,6,12,10,10,0,0,52,46,17,9,13,9,15,8,0,110,26,47,20,30,29,28,15,0,194,18,40,27,37,50,36,25,3,240,10,55,36,57,55,69,34,3,322,12,88,83,93,133,127,59,8,604,15,86,147,165,190,186,71,3,870,5,139,264,214,327,259,66,4,1275,0,109,407,333,429,372,73,10,1739,0,36,225,286,368,281,73,4,1265,0,8,95,177,228,204,41,7,767,0,0,42,104,117,90,21,3,377,0,0,41,132,175,101,22,0,478,0,0,8,28,37,19,5,0,95,0,0,3,22,49,29,8,0,111,6,4,8,8,19,14,3,0,65,148,633,1440,1704,2228,1840,527,60,8569,32,7,7,3,6,0,0,0,63,780,84,19,0,12,11,4,0,903,473,238,29,14,41,25,3,3,831,166,224,54,38,33,37,17,8
20804,0,0,26,300,771,825,474,429,301,101,18,3221,0,3,5,3,3,3,5,0,19,12,10,3,7,0,8,0,0,29,18,36,5,3,11,4,5,0,93,14,42,15,6,10,22,8,0,112,5,37,15,15,24,24,7,0,127,11,58,39,32,32,37,17,3,227,3,52,47,40,51,57,19,0,274,0,51,104,67,79,60,26,3,391,0,33,144,91,111,90,30,4,496,0,8,103,79,63,73,19,0,348,0,5,48,50,48,63,23,6,242,0,3,20,39,56,30,13,0,164,0,0,20,31,42,39,24,0,159,0,0,4,10,14,5,4,0,40,0,0,5,7,16,25,7,3,57,0,0,3,11,11,8,3,0,28,65,337,587,498,571,533,203,23,2811,11,3,0,7,4,4,0,0,25,405,80,3,4,11,0,3,0,513,177,264,28,12,8,9,3,3,507,85,265,63,26,28,23,13,0
20901,5,0,53,454,1000,1486,1178,1195,940,230,18,6502,0,0,3,9,8,7,4,0,33,38,26,10,7,4,12,0,0,98,27,38,20,31,21,18,8,3,161,6,45,34,30,52,39,12,0,226,13,46,33,54,66,81,35,0,317,21,67,63,73,101,111,53,7,493,9,80,83,109,175,163,65,3,693,8,82,134,132,218,215,60,6,846,0,69,185,175,256,212,70,6,974,5,20,109,119,180,181,46,0,660,0,9,66,86,122,106,25,4,409,0,3,20,49,78,62,13,0,231,0,0,31,57,88,72,15,4,266,0,0,4,16,13,15,0,0,50,0,0,9,16,24,17,4,0,78,0,11,4,16,11,11,6,0,55,126,489,800,967,1428,1313,422,40,5573,17,3,0,7,0,3,0,0,30,542,44,4,9,3,0,3,0,605,274,135,19,12,15,18,12,0,482,85,120,29,25,22,31,12,0
20902,3,0,39,199,674,1324,1137,901,699,146,13,5078,0,0,8,5,3,6,0,0,26,16,19,4,4,6,8,0,0,45,7,24,20,8,8,17,0,0,91,7,25,21,20,17,13,9,0,115,3,33,22,34,38,23,7,0,157,14,46,45,66,63,63,19,0,318,3,40,88,87,86,64,38,0,407,5,76,158,128,145,122,26,0,657,0,72,192,197,182,188,36,3,867,0,18,129,145,152,133,13,0,595,0,0,87,103,136,92,18,0,432,0,0,31,68,66,64,7,0,233,0,0,32,71,71,40,7,0,228,0,0,9,7,6,11,0,0,36,0,0,3,13,15,9,0,0,43,0,3,5,3,12,7,6,0,29,58,355,846,952,1016,853,187,8,4272,15,7,3,0,0,4,0,0,29,388,64,7,9,5,7,4,0,480,215,159,30,17,11,16,4,0,461,89,134,50,26,34,31,15,0
20903,3,0,22,346,416,473,416,467,325,61,6,2516,0,0,0,0,3,7,0,0,17,12,3,4,3,10,9,0,4,48,12,15,5,11,10,16,10,0,77,8,9,7,15,18,21,15,0,87,0,15,13,22,16,32,8,4,111,4,11,12,32,47,54,15,0,174,0,5,26,30,70,47,16,4,201,0,21,27,40,82,53,20,0,247,0,4,46,57,87,60,16,5,273,0,10,24,42,64,47,17,0,199,0,3,13,25,56,33,16,3,147,0,0,4,22,22,25,7,0,84,0,0,14,19,32,21,7,0,93,0,0,0,5,6,11,0,0,26,0,0,3,8,13,5,4,0,32,0,0,4,3,7,5,8,0,24,35,100,199,340,529,441,160,29,1834,0,3,0,0,0,0,0,0,8,233,12,0,3,0,0,0,0,257,118,29,4,4,6,5,0,0,169,40,41,6,7,8,13,0,0
20904,0,0,67,540,1141,2091,2034,1582,966,176,11,8542,3,0,13,20,25,12,0,0,65,48,16,6,17,15,8,4,0,110,27,37,33,47,32,28,9,0,211,20,39,51,71,54,47,19,4,303,22,41,78,84,80,61,27,3,392,16,75,106,176,149,136,60,6,722,17,113,209,220,229,170,36,5,1002,17,174,368,306,332,246,49,0,1496,3,104,394,388,393,274,57,0,1623,0,27,210,255,281,208,28,0,1012,0,8,107,168,189,142,27,0,649,0,3,67,92,82,73,14,0,335,0,4,42,126,131,73,16,0,399,0,0,0,21,28,17,6,0,68,0,0,9,20,26,10,8,0,77,0,0,12,12,17,25,0,4,76,177,648,1708,2022,2062,1530,369,33,8546,39,7,15,6,3,3,3,0,74,959,99,16,8,5,13,0,0,1108,634,259,55,46,34,30,4,0,1076,176,199,99,67,62,38,12,4
21001,0,0,30,259,485,759,676,640,444,85,5,3359,4,0,0,13,7,5,0,0,37,19,5,3,0,0,7,0,0,47,19,18,14,19,20,17,14,0,119,9,22,29,17,24,31,5,0,140,6,27,29,45,36,33,10,0,188,9,34,77,78,85,69,21,3,377,23,78,122,116,152,120,37,3,634,6,111,234,164,189,158,49,0,919,7,77,272,236,287,211,37,0,1135,0,21,204,223,224,173,38,0,885,4,9,125,149,156,130,23,0,596,0,0,62,70,69,46,22,0,273,0,0,63,114,89,75,11,7,350,0,0,10,20,22,9,4,0,67,0,0,7,26,26,15,3,0,84,0,5,6,5,14,11,3,0,51,111,412,1260,1308,1407,1098,283,24,5903,30,3,4,0,0,3,0,0,41,353,37,3,4,4,3,0,0,409,199,107,22,11,17,16,3,0,388,61,85,27,24,28,25,9,0
