POW_SA3_CODE_2021,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000_3499_Mng,SS_NS_3000_3499_Pro,SS_NS_3000_3499_TecTW,SS_NS_3000_3499_CoPSW,SS_NS_3000_3499_ClAW,SS_NS_3000_3499_SWks,SS_NS_3000_3499_MaOpDv,SS_NS_3000_3499_Lab,SS_NS_3000_3499_IDNS,SS_NS_3000_3499_Tot,SS_NS_3500mo_Mng,SS_NS_3500mo_Pro,SS_NS_3500mo_TecTW,SS_NS_3500mo_CoPSW,SS_NS_3500mo_ClAW,SS_NS_3500mo_SWks,SS_NS_3500mo_MaOpDv,SS_NS_3500mo_Lab,SS_NS_3500mo_IDNS,SS_NS_3500mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot
20604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,7,0,4,3,27,5,53,16,72,27,55,3,37,30,290,37,233,44,645,202,651,16,395,83,2307,53,344,100,834,367,843,38,357,59,2987,55,329,107,728,419,647,31,283,45,2645,44,307,185,662,499,504,28,348,45,2625,80,429,236,717,617,509,38,438,56,3120,81,373,242,463,502,257,36,243,26,2227,69,416,197,321,464,141,25,147,31,1808,72,550,132,142,481,80,18,69,27,1559
20605,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,13,0,7,0,20,8,4,0,7,9,62,6,40,8,214,60,218,27,124,9,702,6,60,29,236,83,187,30,83,9,728,16,66,37,176,95,121,35,59,7,614,18,40,72,165,76,116,44,74,11,611,29,78,90,198,106,123,61,100,16,799,21,61,124,122,83,51,37,57,7,562,23,82,118,87,81,35,37,43,7,519,27,78,53,36,71,20,20,19,8,324
20606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,5,8,0,0,0,31,12,25,12,152,22,199,5,142,0,563,10,36,15,166,40,201,4,66,9,546,6,30,19,155,47,155,7,56,9,486,9,17,26,158,50,144,9,59,0,477,11,33,61,145,50,129,7,56,6,501,17,28,53,102,35,85,8,45,11,372,15,25,56,37,21,34,3,23,0,205,12,28,17,18,22,11,0,4,0,120
20607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,16,3,18,0,12,0,58,3,51,25,212,52,382,12,219,15,974,16,66,30,246,87,267,26,146,11,893,9,60,41,210,84,187,32,111,16,742,21,57,63,214,97,169,24,95,6,747,25,94,128,272,125,187,41,114,13,991,29,75,130,168,116,79,16,67,8,689,20,68,80,92,74,42,10,51,9,452,25,87,53,37,69,37,4,10,4,321
20701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,7,0,18,9,18,0,15,4,82,19,147,42,528,85,668,40,320,14,1855,11,140,45,468,133,515,24,189,18,1531,17,107,36,318,127,292,19,117,5,1037,14,50,49,273,95,226,6,107,9,842,23,62,96,233,102,191,16,77,11,798,32,74,91,146,101,93,9,55,9,602,29,54,76,92,70,36,6,34,5,407,24,43,15,43,49,13,0,9,0,213
20702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,16,3,14,0,15,0,59,8,44,7,253,22,551,6,216,6,1120,5,40,14,169,44,429,10,113,4,830,11,17,25,119,29,257,4,62,4,518,13,9,29,74,27,183,11,51,3,398,22,4,34,55,26,148,12,43,0,336,10,12,42,53,14,66,6,20,4,222,9,13,23,20,17,38,3,13,0,133,11,19,4,15,3,11,0,4,0,61
20703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,14,0,11,6,9,0,13,0,61,9,119,17,246,47,433,16,248,13,1144,11,101,27,173,58,279,23,130,12,806,12,61,21,141,70,144,13,62,11,534,9,55,43,110,48,113,14,50,10,449,15,59,64,101,57,96,13,55,3,467,12,34,66,65,60,44,8,34,10,324,13,29,42,56,39,20,8,15,4,225,4,30,27,36,32,10,5,8,5,152
20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,3,0,14,0,7,0,7,0,34,10,51,19,388,46,313,14,154,10,1006,5,48,19,261,55,238,10,70,7,712,3,29,23,167,50,127,3,48,4,448,9,23,44,128,35,94,12,35,0,387,9,22,63,119,53,78,3,37,5,388,9,22,70,117,28,44,10,24,0,315,4,21,51,57,20,18,0,14,4,188,3,13,21,25,9,4,0,4,0,82
20802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,3,17,0,14,8,60,6,92,24,345,47,450,19,249,11,1239,11,71,26,276,68,255,14,148,10,884,9,41,24,171,78,132,6,60,7,532,8,34,41,128,63,112,5,66,0,464,22,46,73,153,44,78,14,56,0,486,14,17,68,82,50,41,8,30,3,316,10,23,60,71,36,19,13,15,3,259,7,14,27,36,24,11,4,11,6,139
20803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,0,9,0,5,3,16,3,36,3,19,3,98,8,49,39,387,50,836,36,500,21,1924,12,44,41,290,65,638,57,211,10,1367,18,36,46,189,45,308,42,128,4,810,14,33,104,143,52,239,52,81,10,719,21,42,194,130,66,195,46,100,7,796,24,18,177,85,47,97,32,69,11,563,28,28,119,49,39,60,21,45,0,393,18,21,47,21,23,27,12,11,0,181
20804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,8,4,42,7,23,3,153,22,482,10,175,5,884,9,25,10,167,43,403,10,94,12,775,8,18,8,127,48,288,4,59,0,564,12,19,21,114,35,271,11,60,10,545,16,22,37,119,51,232,5,38,0,525,12,19,34,76,36,121,6,18,6,318,4,13,30,38,15,54,0,16,3,177,10,16,7,22,6,26,0,8,0,92
20901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,16,0,24,3,10,7,58,15,50,21,248,56,576,17,257,9,1249,3,57,18,202,61,353,16,130,7,852,9,28,25,132,44,155,15,62,4,469,15,33,65,123,54,120,18,45,0,459,16,30,92,106,61,81,13,40,0,455,16,19,86,72,45,32,9,18,4,298,18,30,70,44,24,21,7,16,3,226,5,30,41,30,21,6,5,11,0,140
20902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,18,0,17,0,45,3,21,7,111,32,438,10,171,9,795,6,24,12,93,30,324,14,89,3,602,10,23,22,92,31,177,12,54,13,428,17,11,32,67,24,126,11,46,9,337,10,19,69,57,39,106,24,64,8,400,14,14,54,71,21,63,10,29,5,279,10,15,31,29,14,24,8,16,3,148,0,10,11,25,14,12,5,3,3,95
20903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,21,4,17,16,211,16,245,3,201,6,718,11,15,12,118,17,139,14,106,4,429,6,9,18,56,14,54,4,37,0,196,11,7,22,39,11,44,3,24,0,162,7,11,71,50,11,38,0,12,5,204,0,0,59,28,3,20,0,12,0,132,4,5,30,20,4,4,0,3,0,77,5,0,12,11,0,3,0,3,0,34
20904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,8,0,18,6,4,3,21,5,43,4,19,10,118,11,50,20,266,53,1010,19,461,21,1917,22,39,38,222,52,782,30,282,11,1480,11,17,41,143,35,282,25,112,21,686,17,15,105,115,44,232,26,120,11,690,32,36,161,123,57,174,36,99,3,722,21,29,146,102,40,111,39,59,6,545,20,19,130,65,41,49,20,69,9,414,9,25,60,36,29,18,7,12,0,198
21001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,7,6,26,3,8,3,47,7,33,15,153,23,380,14,145,5,775,6,10,15,95,29,272,35,95,9,575,0,7,20,63,21,122,23,51,8,319,5,8,66,68,20,100,23,51,3,337,6,12,136,54,25,63,25,50,5,377,6,8,101,36,32,43,18,24,0,276,11,7,80,24,27,15,29,22,0,218,5,15,39,19,19,4,12,8,0,113
21002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,9,14,89,5,157,5,115,3,394,3,0,9,49,6,66,6,47,0,196,0,0,7,29,0,25,0,16,0,90,5,0,13,20,8,21,7,7,0,79,4,8,40,26,9,12,0,5,0,107,0,0,30,15,0,4,0,4,0,65,0,0,19,11,6,4,0,5,0,48,0,6,3,0,4,0,0,4,0,20
21003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,26,0,21,0,53,9,124,5,51,0,267,4,18,7,52,17,83,7,38,0,224,4,4,15,30,10,64,0,25,0,148,0,11,27,19,8,33,12,19,0,140,8,13,42,32,18,33,9,28,3,176,9,9,32,21,8,17,6,16,0,112,4,5,15,21,10,5,12,16,0,94,0,9,7,6,0,0,0,4,0,34
21004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,3,6,0,6,0,26,3,5,0,63,5,207,4,102,0,400,5,7,5,45,16,124,3,65,0,264,7,3,4,27,6,43,0,31,0,126,4,4,31,24,0,40,3,8,0,107,5,4,47,32,3,22,0,18,0,127,5,6,33,14,3,13,3,8,0,91,6,0,21,9,5,10,5,5,0,53,0,0,10,3,0,0,0,0,0,14
21005,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,5,0,0,17,0,5,6,10,3,43,6,30,10,102,15,42,29,137,34,631,18,351,28,1281,12,37,31,133,85,525,54,240,13,1122,14,31,35,128,50,217,70,126,16,683,15,25,108,83,47,179,64,121,6,646,23,29,164,93,55,157,82,99,12,713,11,18,167,64,40,83,64,94,5,559,13,16,109,45,36,36,55,55,17,387,15,27,70,34,25,17,41,25,11,267
21101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,4,22,6,31,4,23,5,91,12,47,41,307,54,787,40,434,18,1735,13,40,41,255,47,576,52,256,11,1293,17,35,35,129,37,237,49,123,0,661,12,31,80,130,41,149,29,86,3,565,12,28,183,104,41,134,31,69,4,609,15,25,178,73,27,61,21,53,10,464,16,23,92,63,35,33,22,34,6,326,19,26,38,28,29,12,13,12,3,178
21102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,5,86,6,32,0,34,0,171,7,7,3,44,8,22,0,18,0,109,0,5,0,27,0,3,4,7,0,46,0,0,4,14,0,4,0,4,0,35,0,4,20,14,0,10,0,0,0,54,0,0,11,14,0,0,0,0,0,35,0,0,7,13,0,6,0,3,0,27,0,0,3,6,0,0,0,0,0,10
21103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,6,0,3,3,16,0,16,5,15,0,54,13,18,21,254,42,702,17,381,18,1474,14,33,30,207,35,499,30,196,3,1052,10,14,33,143,36,241,10,81,4,572,16,21,65,98,26,162,21,85,0,500,13,19,155,117,38,129,23,52,3,556,22,13,141,73,28,91,9,39,0,423,13,15,65,39,25,36,11,23,0,230,17,24,40,31,15,18,6,14,0,155
21104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,9,0,8,0,33,7,30,18,154,18,315,24,176,6,739,8,22,11,86,21,239,11,98,6,513,6,27,9,71,23,101,25,44,5,299,16,19,21,28,24,83,17,21,7,240,11,21,41,50,25,92,15,26,4,287,8,9,37,40,14,35,6,22,0,165,9,14,20,20,25,20,3,5,0,120,7,3,0,15,11,6,0,6,0,56
21105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,11,0,0,4,19,0,11,0,18,3,64,9,20,54,352,34,624,21,483,18,1617,7,21,51,243,15,374,11,227,9,959,12,8,26,124,15,162,9,96,0,448,7,17,89,124,15,100,10,65,3,421,18,15,186,121,28,112,7,56,4,542,15,11,127,79,8,39,3,32,0,315,16,13,80,43,13,13,4,20,0,205,4,16,23,19,10,5,0,7,4,81
21201,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,11,6,4,0,6,0,17,0,13,5,47,14,25,17,161,32,532,21,389,13,1196,9,20,21,120,19,259,11,150,3,616,4,7,18,66,16,91,9,57,4,272,5,9,61,54,11,65,15,45,0,263,12,8,130,51,20,70,10,36,0,343,8,14,91,60,10,32,0,28,0,235,5,9,62,35,13,26,3,14,4,175,12,3,22,12,9,3,0,11,0,66
21202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,9,0,0,3,13,9,28,0,23,5,77,3,42,25,188,53,722,24,338,16,1409,10,45,32,196,32,567,30,205,6,1125,18,20,28,99,30,273,17,100,6,585,11,13,62,78,38,179,21,90,4,499,19,17,131,83,41,185,10,62,5,551,13,21,107,50,45,67,11,43,4,357,16,20,70,42,25,34,8,17,4,235,12,29,20,28,15,18,5,7,0,133
