POW_SA3_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
20505,4,3,0,0,0,0,0,6,8,31,19,7,10,9,0,84,10,29,22,7,10,9,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,4,3,3,23,0,7,4,4,3,3,3,25,23,90,171,186,226,170,68,936,145,127,119,128,168,56,8,751,15,11,4,15,18,15,14,81,1313,1792,1770,1681,1708,639,146,9042,0,0,0,0,0,0,0,4,10,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,609,1035,1100,1295,1031,234,13,5314,211,38,38,48,34,10,0,373,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,16,7,9,5,4,11,6,0,42,6,3,8,9,13,0,0,37,107,67,64,66,87,24,4,421,952,1157,1216,1426,1179,279,18,6231,0,0,0,0,0,0,0,0
20601,16,19,4,3,8,0,0,58,30,35,25,7,10,6,0,113,81,98,56,23,38,11,0,308,19,19,10,6,3,0,0,62,0,0,3,0,0,0,0,4,16,24,10,6,5,0,0,61,37,45,24,13,10,0,0,131,117,764,829,641,345,136,17,2855,398,352,198,167,137,54,17,1321,8,12,18,3,7,0,0,55,1893,3628,2903,2313,1706,569,93,13102,54,89,33,28,9,3,0,217,46,31,15,9,5,3,4,113,0,0,0,0,0,0,0,0,112,125,33,15,6,3,0,298,10,20,9,11,3,0,0,56,673,1388,1200,1215,957,228,12,5662,211,109,61,54,77,21,4,536,0,0,0,0,0,0,0,4,0,12,6,0,0,0,0,16,56,130,60,40,14,0,0,298,5,11,22,9,10,0,0,60,149,191,117,100,62,13,0,631,1314,2102,1550,1472,1141,286,17,7895,26,33,22,11,12,0,0,98
20602,10,6,0,0,0,0,0,22,11,23,17,14,5,0,0,69,29,59,33,16,18,0,0,159,14,8,6,0,0,0,0,25,3,4,0,0,0,0,0,7,3,10,3,6,0,0,0,23,25,13,9,9,0,0,0,59,75,411,508,517,294,134,20,1957,225,191,117,104,78,35,4,750,3,9,11,3,5,3,4,41,1132,2184,1784,1636,1199,413,63,8408,38,51,25,11,7,0,0,136,21,35,18,0,10,0,0,88,0,0,0,0,0,0,0,4,30,50,14,10,5,0,0,110,7,6,0,0,0,0,0,18,366,844,730,801,561,148,7,3457,120,61,33,32,26,23,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,59,26,39,9,3,0,187,0,8,6,5,3,0,0,32,109,93,40,51,43,12,5,350,743,1209,894,950,671,189,15,4674,9,12,9,9,9,3,0,49
20603,16,12,3,0,0,0,0,29,11,14,16,9,4,0,0,52,55,52,31,18,13,3,0,173,7,11,4,3,0,0,0,27,0,0,0,0,0,0,0,3,14,5,4,0,0,0,0,23,26,19,9,5,0,3,0,56,119,542,610,647,414,182,17,2538,383,201,132,118,110,57,17,1015,5,16,12,11,4,5,0,50,1639,2203,1905,1806,1301,509,73,9437,59,83,42,15,8,3,0,207,25,22,9,10,5,0,6,79,0,0,0,0,0,0,0,3,57,51,24,9,7,4,0,160,9,11,3,4,4,0,0,31,663,1142,961,1096,758,172,11,4808,293,67,47,45,49,16,0,526,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,3,13,10,9,6,0,0,38,3,13,13,0,7,0,0,35,143,88,55,71,57,22,0,424,1265,1483,1164,1260,911,218,15,6318,13,16,11,7,9,0,0,50
20604,56,98,53,37,36,10,0,292,132,360,223,137,79,16,0,953,1139,2368,2127,1162,726,163,7,7688,268,528,482,194,125,29,0,1622,8,13,15,7,4,0,0,41,79,185,118,38,27,12,3,457,353,719,608,235,147,45,3,2118,6209,38619,50206,31256,15211,3248,343,145086,3404,4970,4066,2845,2370,834,138,18629,151,328,245,125,91,43,47,1036,19386,69870,76598,49642,28244,6823,815,251374,2144,4692,3055,1803,1230,239,13,13177,198,336,203,146,124,28,0,1038,0,8,9,3,4,0,0,23,1669,2978,1065,593,420,156,17,6901,93,201,84,37,27,3,0,437,2589,8615,7139,5909,3806,798,54,28905,502,922,563,467,427,121,12,3021,0,0,0,5,0,0,0,7,24,59,46,40,19,3,0,183,140,912,508,358,173,28,0,2112,53,223,204,130,82,23,0,714,1364,2595,1077,613,432,123,8,6210,8775,21537,13952,10109,6740,1518,111,62744,357,490,305,189,131,34,0,1505
20605,17,44,20,12,3,0,0,101,61,127,64,53,30,6,0,344,262,509,264,201,89,16,0,1331,86,122,85,49,27,7,0,376,3,4,5,0,0,0,0,9,31,65,35,20,8,0,0,158,121,184,119,67,38,12,0,541,789,4991,6109,4447,2250,666,131,19386,848,904,721,498,407,199,28,3601,35,56,56,26,22,7,8,211,5016,14891,14269,10558,6373,1883,316,53307,169,328,161,70,48,13,0,788,45,82,41,12,16,0,0,191,0,0,0,0,0,0,0,8,284,453,113,69,39,7,0,971,18,33,9,3,5,5,0,75,1134,3054,2376,2083,1351,328,37,10369,239,237,157,96,116,26,10,874,0,0,3,0,3,0,0,9,3,24,3,5,0,0,0,40,57,146,75,47,24,8,0,362,18,43,39,35,13,11,0,160,254,442,233,193,152,49,0,1325,2229,4844,3208,2612,1774,448,56,15168,46,84,40,23,21,5,0,220
20606,8,5,0,5,3,0,0,21,18,32,19,8,10,0,0,90,140,154,88,37,35,6,0,461,28,43,15,0,0,3,0,93,0,0,0,0,0,0,0,0,12,22,12,3,5,0,0,53,39,64,26,8,10,4,0,150,261,1463,1341,971,677,300,107,5115,522,514,265,160,164,82,30,1728,8,22,16,11,11,3,0,62,2273,5003,3752,2612,1926,819,228,16609,227,361,144,74,48,18,0,870,16,17,4,10,0,0,0,48,0,0,0,0,0,0,0,4,129,209,71,20,34,11,0,476,14,26,7,4,4,0,0,57,784,1561,1128,1205,844,258,27,5794,159,116,65,55,65,28,0,486,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,20,63,36,17,11,0,0,140,3,28,12,8,11,0,0,68,269,347,146,127,90,31,6,1020,1613,2742,1625,1515,1107,347,39,8982,29,41,26,11,7,0,0,123
20607,39,37,16,7,14,3,0,116,65,104,55,32,26,4,0,287,304,473,304,157,112,23,0,1376,70,104,57,31,3,0,0,267,0,9,0,0,0,0,0,13,38,77,25,15,7,0,0,167,111,190,82,47,17,3,0,448,768,5466,5762,3297,1515,486,102,17397,1016,1230,759,485,383,177,33,4084,26,70,41,31,18,5,8,206,4963,14439,12273,7947,4751,1549,276,46207,385,773,438,250,200,50,0,2091,74,82,34,20,21,9,0,240,0,0,3,0,0,0,0,4,367,561,180,110,82,25,5,1335,22,81,27,12,6,6,0,154,1339,3627,2680,2394,1591,418,35,12089,295,289,158,143,129,56,8,1087,0,0,3,0,0,0,0,0,0,25,11,0,0,0,0,42,121,352,171,120,55,9,0,829,9,49,50,28,28,4,0,163,380,709,336,249,206,51,8,1930,3006,6542,4092,3337,2315,629,58,19974,38,82,49,16,25,7,0,221
20701,17,21,7,7,0,5,0,50,40,37,39,15,14,8,0,157,161,181,117,63,42,18,3,593,34,36,8,18,8,3,0,101,6,3,0,0,0,0,0,12,20,23,3,11,8,3,0,67,56,58,17,26,11,6,0,184,594,3042,3901,3396,2288,995,240,14455,1180,598,390,347,323,198,39,3083,23,38,29,33,13,17,7,154,4812,8310,8060,6992,5142,2127,447,35899,233,340,119,61,49,15,0,809,61,57,20,26,9,0,0,174,0,6,0,0,0,0,0,6,147,182,50,27,18,5,0,434,16,32,7,9,9,4,0,73,1854,3423,2797,3296,2518,656,63,14614,515,272,145,128,124,44,6,1231,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,15,15,24,35,20,32,0,0,134,13,40,23,22,27,6,0,141,350,234,140,154,152,66,7,1094,3212,4606,3339,3742,2938,800,88,18718,58,84,26,20,11,6,0,203
20702,14,3,4,0,0,0,0,36,10,14,11,7,0,3,0,51,43,45,24,19,14,3,0,154,6,0,0,0,0,0,0,13,3,3,0,0,0,0,0,12,3,3,0,0,4,0,0,17,11,10,6,4,4,0,0,37,131,462,671,709,528,238,79,2814,564,255,154,157,187,72,14,1400,9,13,5,11,12,5,4,56,2151,2518,2290,2185,1856,673,150,11826,15,15,0,0,0,0,0,33,125,95,38,32,31,5,0,326,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,8,6,10,5,0,0,0,0,19,1078,1364,1219,1403,1130,293,24,6511,429,111,68,77,64,16,3,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,9,5,11,12,16,8,4,0,58,79,58,40,48,41,12,0,276,1735,1667,1393,1583,1281,332,26,8024,12,38,9,4,3,0,0,66
20703,15,21,4,3,0,0,0,45,33,27,10,15,15,0,0,100,99,118,48,48,33,4,5,352,15,20,16,3,3,0,0,57,4,0,0,0,0,0,0,3,10,15,4,5,0,0,0,39,26,36,19,9,6,0,0,101,321,1381,1850,1648,1080,403,79,6759,648,344,249,247,270,111,20,1887,9,31,20,13,12,3,4,103,2994,5241,4900,4257,3285,1021,179,21889,80,146,58,36,29,4,0,367,97,93,34,41,26,6,0,297,0,0,0,0,0,0,0,3,21,43,9,7,7,0,0,83,12,12,10,0,0,0,0,39,1245,2755,2538,2532,1914,412,37,11440,387,213,127,106,133,47,3,1021,0,0,0,5,4,0,0,6,0,8,4,4,0,0,0,6,6,7,9,13,11,0,0,48,3,14,19,16,14,3,0,73,164,258,111,103,93,18,3,761,2021,3554,2931,2860,2226,495,52,14148,46,41,14,19,15,6,0,141
20801,3,4,4,0,0,0,0,11,17,16,17,10,4,0,0,62,65,72,33,22,15,9,0,212,9,9,0,0,0,0,0,28,0,0,0,0,0,0,0,0,11,9,6,5,0,0,0,31,19,23,9,0,4,0,0,64,196,606,886,1132,962,489,139,4406,560,210,178,158,172,92,22,1399,13,24,14,8,9,7,6,83,2431,2953,2854,2934,2505,1087,255,15013,83,143,31,17,22,5,0,297,42,23,6,13,12,3,0,107,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,13,6,12,3,4,0,0,0,30,1026,1523,1400,1771,1418,380,33,7558,263,105,57,48,56,24,0,548,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,17,6,8,13,27,0,0,69,3,12,16,18,7,3,0,62,193,37,47,110,105,27,10,537,1642,1885,1572,1990,1643,453,39,9221,36,36,10,11,3,3,0,104
20802,4,6,0,0,0,0,0,18,22,24,24,11,13,4,0,101,89,81,57,31,28,4,0,294,14,21,4,3,4,4,0,52,0,0,0,0,0,0,0,0,15,13,7,7,4,0,0,46,26,33,16,13,11,3,0,101,253,979,1305,1360,956,490,98,5446,651,280,223,214,185,124,31,1697,15,28,16,16,3,8,0,93,2871,4190,3801,3637,2734,1260,231,18715,127,195,105,59,36,10,0,534,48,49,11,18,14,4,0,147,0,3,0,0,0,0,0,3,49,75,26,10,9,5,0,168,11,18,4,5,0,5,0,42,1094,2113,2009,2200,1753,480,33,9684,373,181,97,91,90,39,0,871,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,7,9,24,11,18,16,0,0,85,8,25,19,24,19,4,0,101,252,157,122,145,112,39,5,821,1973,2847,2413,2565,2053,582,38,12473,52,41,23,18,12,0,0,149
20803,18,7,5,9,0,0,0,36,51,52,35,23,30,10,0,196,160,148,83,78,57,16,3,549,28,31,11,16,7,4,0,96,4,0,0,0,0,0,0,3,23,43,12,11,8,0,0,96,55,74,20,23,14,4,0,195,179,895,1495,1524,971,343,68,5475,1131,515,376,414,431,182,39,3092,28,48,43,24,23,12,9,186,5536,8502,8185,8291,6497,2010,314,39339,124,122,41,32,27,3,0,342,113,78,31,29,30,10,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,16,7,6,3,4,0,61,2145,3320,3330,4084,2882,610,55,16424,745,293,183,169,167,47,9,1605,0,0,3,0,3,0,0,8,4,4,4,7,5,0,0,22,13,9,15,20,23,0,0,79,9,22,16,26,7,8,0,88,171,96,73,113,98,17,0,583,3337,3956,3705,4492,3246,701,68,19509,74,69,19,26,15,3,0,216
20804,20,0,5,0,0,0,0,27,15,6,11,8,7,0,0,43,89,53,38,22,15,4,3,230,19,25,8,0,0,0,0,57,5,4,0,0,0,0,0,4,10,12,3,8,0,0,0,34,33,34,16,10,0,0,0,90,115,529,634,592,385,201,63,2522,589,276,145,97,90,42,3,1249,9,16,0,12,6,0,0,45,1974,2411,1886,1688,1180,512,110,9771,81,125,42,22,27,5,0,302,130,74,16,18,9,6,0,262,0,0,0,0,0,0,0,3,26,35,20,13,12,0,0,110,10,26,12,0,5,0,0,50,1218,1641,1206,1232,894,293,19,6504,303,116,61,41,54,14,0,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,6,8,9,0,0,40,4,12,10,11,7,3,0,47,107,79,51,55,41,18,3,353,1882,2123,1428,1396,1061,347,27,8264,61,68,19,14,10,0,0,168
20901,12,14,11,4,8,0,0,43,23,27,20,12,11,9,5,102,70,84,46,31,29,10,4,268,15,17,4,5,0,0,0,39,3,3,0,0,0,0,0,7,3,14,8,9,6,3,0,40,24,34,14,8,5,3,0,90,155,625,933,865,673,332,62,3649,635,338,228,246,253,126,25,1862,15,22,21,15,7,4,8,86,3029,4487,4237,3845,3121,1191,179,20089,68,104,55,36,41,8,0,311,92,100,28,33,25,7,0,291,0,0,3,0,0,0,0,4,3,7,5,0,0,0,0,15,13,18,9,3,3,0,4,47,1658,3250,2743,3175,2447,526,31,13828,411,160,111,133,136,43,6,994,0,0,0,3,0,0,0,5,0,6,0,3,0,0,0,15,9,22,23,32,25,6,0,107,8,13,13,16,10,8,0,64,158,199,105,134,105,23,6,732,2429,3876,3102,3562,2789,626,46,16428,38,39,24,7,6,0,0,118
20902,23,13,7,9,3,0,0,51,21,29,18,17,15,4,3,101,83,87,45,38,27,12,3,299,15,21,5,9,0,4,0,46,7,5,0,0,3,0,0,12,9,20,8,6,4,0,0,53,35,41,12,11,10,9,0,112,128,734,1003,837,530,168,23,3412,467,351,233,250,208,99,8,1622,11,32,19,16,9,5,0,97,2297,4250,3889,3623,2707,808,103,17674,44,70,35,23,3,0,0,186,94,74,30,22,18,4,0,248,0,0,0,0,0,0,0,0,29,21,8,13,4,0,0,73,9,15,8,3,0,0,0,37,1060,2034,1910,1975,1451,281,16,8725,352,138,84,98,84,16,0,768,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,8,39,34,22,16,0,0,115,10,15,16,13,14,0,0,70,82,98,58,52,45,5,0,342,1687,2513,2190,2213,1641,312,23,10580,30,40,20,15,8,5,0,117
20903,4,3,0,0,0,0,0,6,10,7,5,5,6,0,0,39,21,15,10,8,10,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,12,66,184,344,457,465,217,54,1789,355,106,75,64,121,64,7,801,11,3,5,6,4,4,0,28,1414,1252,1294,1380,1360,522,121,7341,15,6,0,3,0,0,0,30,23,12,9,0,7,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,638,690,705,915,660,163,18,3788,210,32,19,32,20,11,3,322,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,5,9,3,0,0,22,42,10,11,31,34,9,0,144,925,766,754,989,726,184,25,4372,0,8,3,0,0,0,0,14
20904,25,5,12,10,0,0,0,57,65,74,56,36,22,3,0,252,149,147,100,66,38,10,0,513,23,27,12,7,0,3,0,74,8,0,0,0,0,0,0,12,30,50,51,20,11,3,0,163,57,75,60,30,12,9,0,246,146,801,1140,888,559,211,52,3798,945,505,509,356,328,126,28,2788,32,61,43,22,20,3,5,188,5808,9314,8720,7096,5261,1451,202,37859,60,84,28,12,13,0,0,199,120,107,41,41,26,4,0,338,0,0,0,0,0,0,0,0,11,14,10,0,0,0,0,35,18,26,19,8,5,0,0,77,2615,4813,4537,4411,2842,511,21,19741,1047,339,205,217,188,40,4,2046,0,3,3,0,0,0,0,9,0,4,3,4,0,0,0,16,8,14,8,8,5,0,0,37,17,21,26,27,12,3,0,119,125,97,91,68,57,19,4,464,4016,5522,4973,4800,3160,579,27,23077,54,73,33,6,7,5,0,179
21001,15,17,3,3,3,0,0,36,25,48,27,18,10,3,0,125,57,89,43,37,19,9,0,248,11,12,10,4,4,0,0,46,0,0,0,0,0,0,0,3,8,13,9,7,3,3,0,48,22,27,24,11,7,3,0,94,89,530,865,759,406,144,25,2820,456,293,270,297,265,97,12,1687,15,26,27,17,6,4,4,99,3054,5244,5105,4812,3503,900,121,22732,19,29,8,5,0,0,0,63,35,30,12,13,10,0,0,97,0,0,0,0,0,0,0,5,5,17,0,0,3,0,0,29,15,8,8,9,0,0,0,42,1066,1775,1569,1886,1288,243,17,7851,352,112,64,79,80,16,3,709,0,0,0,0,6,0,0,6,3,0,0,0,3,0,0,6,0,9,5,5,3,0,0,20,4,5,9,8,9,5,0,43,46,13,18,27,22,9,0,137,1545,2003,1692,2036,1428,272,21,9001,15,23,3,3,0,0,0,48
21002,0,0,3,0,0,0,0,3,13,8,4,3,5,0,0,25,10,15,5,5,5,0,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,66,122,207,160,87,38,705,145,43,32,34,46,22,3,324,4,9,0,0,3,0,3,26,783,660,675,740,621,265,75,3827,4,0,3,0,0,0,0,9,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,434,491,573,397,94,10,2386,162,15,8,18,12,10,0,225,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,27,14,22,17,20,12,3,114,576,472,529,617,440,114,10,2760,0,3,0,0,0,0,0,0
21003,0,6,3,0,0,0,0,13,11,19,17,8,3,0,0,60,34,40,25,18,14,6,0,131,9,9,5,0,3,0,0,28,3,0,0,0,0,0,0,3,8,18,20,7,5,0,0,55,17,28,23,4,6,0,0,79,52,267,353,272,199,54,7,1205,161,136,125,117,93,36,5,675,8,8,11,11,7,4,0,44,1113,2084,1922,1688,1328,346,53,8524,37,44,20,8,6,3,0,114,20,18,4,4,5,0,0,49,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,5,7,7,0,3,0,0,17,394,946,921,970,670,121,3,4029,149,82,44,48,48,11,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,4,4,0,0,23,4,11,11,7,4,5,0,39,44,68,33,35,27,10,0,218,656,1192,1047,1070,772,151,8,4890,16,16,10,6,5,0,0,48
21004,4,0,0,0,0,0,0,4,15,8,3,0,0,0,0,28,21,15,9,0,7,0,0,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,3,0,0,10,6,5,3,0,3,0,0,14,25,143,158,174,150,62,20,733,198,82,53,69,52,15,4,476,3,4,4,8,3,0,0,20,958,1047,807,777,639,216,40,4479,5,13,6,3,3,0,0,32,18,0,0,3,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,442,654,576,599,447,96,0,2821,204,18,17,24,36,3,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,0,0,0,14,23,13,12,19,18,8,0,95,704,710,617,657,507,114,0,3304,0,6,3,0,0,0,0,18
21005,33,27,10,14,13,0,0,102,80,95,62,61,41,10,0,351,166,214,130,111,88,14,0,720,20,27,17,12,5,4,0,79,6,3,0,4,0,0,0,11,48,62,65,34,27,3,0,242,77,93,81,41,26,11,0,332,176,1055,1635,1316,858,215,26,5270,787,788,839,824,652,194,13,4094,51,81,78,38,28,7,4,281,6529,13639,13567,11749,8799,1929,167,56383,37,78,31,8,13,0,0,173,91,92,37,37,20,6,0,285,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,8,21,32,21,18,12,0,0,107,2313,4562,4582,4498,2803,390,21,19175,910,384,255,225,203,32,3,2015,0,0,4,0,0,0,0,7,3,7,0,0,0,0,0,15,0,10,9,3,3,0,0,28,10,36,38,25,15,5,3,129,59,58,52,48,30,17,0,268,3452,5264,5029,4872,3104,457,28,22203,44,50,13,10,4,3,0,134
21101,26,21,3,0,11,0,0,59,59,54,42,31,28,0,0,217,124,120,73,59,48,8,4,438,17,14,6,3,0,0,0,39,0,4,0,0,0,0,0,5,21,21,21,3,4,0,0,71,39,35,30,7,3,0,0,125,250,1137,1799,1690,1188,373,69,6504,1025,453,351,368,403,184,31,2823,14,26,22,30,21,8,7,129,5423,8229,8325,8192,6639,1874,252,38941,28,37,7,11,4,0,0,95,130,56,38,23,24,3,0,272,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,17,21,3,4,3,0,0,51,2182,3585,3597,4245,3335,663,34,17642,812,217,138,171,178,51,0,1568,3,0,4,0,0,0,0,10,0,0,0,4,3,0,0,8,0,13,9,7,5,4,0,31,10,23,21,21,16,10,0,100,81,50,41,66,61,19,0,316,3272,4007,3862,4547,3634,754,36,20102,30,38,9,15,7,0,0,99
