POW_SA3_CODE_2021,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_or_LR_Mng,M1_Tram_or_LR_Pro,M1_Tram_or_LR_TecTW,M1_Tram_or_LR_CoPSW,M1_Tram_or_LR_ClAW,M1_Tram_or_LR_SWks,M1_Tram_or_LR_MaOpDv,M1_Tram_or_LR_Lab,M1_Tram_or_LR_IDNS,M1_Tram_or_LR_Tot,M1_Taxi_or_RSS_Mng,M1_Taxi_or_RSS_Pro,M1_Taxi_or_RSS_TecTW,M1_Taxi_or_RSS_CoPSW,M1_Taxi_or_RSS_ClAW,M1_Taxi_or_RSS_SWks,M1_Taxi_or_RSS_MaOpDv,M1_Taxi_or_RSS_Lab,M1_Taxi_or_RSS_IDNS,M1_Taxi_or_RSS_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_or_LR_Mng,M2_TrnTrm_or_LR_Pro,M2_TrnTrm_or_LR_TecTW,M2_TrnTrm_or_LR_CoPSW,M2_TrnTrm_or_LR_ClAW,M2_TrnTrm_or_LR_SWks,M2_TrnTrm_or_LR_MaOpDv,M2_TrnTrm_or_LR_Lab,M2_TrnTrm_or_LR_IDNS,M2_TrnTrm_or_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
20101,8,16,9,8,5,5,0,7,0,57,11,22,21,50,22,66,9,68,3,276,0,0,10,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,9,14,15,35,12,21,10,55,0,161,3711,7047,5615,4995,4061,3094,2363,3368,387,34641,121,219,342,367,187,661,77,590,30,2588,18,0,40,0,3,9,107,38,0,219,3,9,22,10,5,0,8,13,3,89,22,78,49,34,25,16,21,43,10,295,14,21,23,6,8,9,9,14,7,123,120,388,119,178,105,128,39,128,10,1216,4031,7819,6266,5686,4434,4004,2643,4327,467,39682,0,5,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,5,4,0,0,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,5,12,0,11,5,4,0,9,0,41
20102,0,0,0,0,0,0,0,3,0,9,0,0,0,5,0,3,0,6,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,769,617,845,623,388,359,313,717,42,4672,30,15,69,50,14,63,9,111,4,366,13,0,21,0,0,0,49,15,0,95,3,0,0,0,3,0,0,0,0,9,0,6,0,3,0,0,0,3,0,26,20,3,7,0,3,0,0,7,0,43,175,51,50,28,22,24,14,54,5,422,1017,698,992,713,438,461,381,911,55,5665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8
20103,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,14,691,668,704,729,388,349,348,680,61,4614,21,26,56,45,23,65,16,107,5,364,17,0,10,0,0,4,34,6,0,63,4,0,3,4,0,0,0,6,0,13,6,6,9,4,3,0,3,8,0,31,17,0,0,0,0,0,0,3,0,29,94,45,47,35,22,59,17,41,10,374,852,747,828,813,438,479,420,864,80,5514,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20201,3,16,4,9,0,0,0,10,0,44,13,25,39,54,16,99,12,75,4,328,0,0,0,3,0,6,0,0,4,13,0,0,0,0,0,0,0,0,0,3,3,6,13,12,7,6,6,18,3,63,3052,6531,4656,4494,3467,2609,1968,2888,365,30030,95,222,255,282,151,586,90,552,29,2265,18,4,57,0,4,3,71,36,0,195,5,20,27,13,3,19,14,24,0,138,36,112,37,27,22,24,7,44,5,314,20,17,10,18,12,7,9,12,10,109,111,318,111,146,111,129,38,116,9,1095,3356,7269,5210,5057,3797,3477,2229,3768,427,34594,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,5,0,0,10,3,14,0,7,0,0,4,3,0,33
20202,0,14,9,9,5,13,3,18,0,72,0,3,7,0,0,4,4,5,0,27,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,13,1273,1608,1713,1587,812,719,773,2101,145,10727,39,39,100,89,26,152,31,320,18,815,8,0,31,0,0,0,65,14,0,123,5,0,3,4,0,0,0,6,0,16,13,36,14,21,7,0,7,30,6,134,11,9,6,10,4,0,9,7,4,57,161,114,79,73,48,80,27,81,7,667,1514,1819,1960,1805,907,975,911,2584,175,12650,0,0,0,5,0,4,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,13,0,0,0,0,0,0,0,7,0,10,0,7,0,0,0,0,0,0,0,11,4,12,3,13,0,3,0,12,0,46
20203,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,533,289,356,137,164,96,430,417,28,2449,30,12,13,7,0,20,20,48,6,150,12,0,6,0,5,6,34,3,0,62,6,0,0,0,0,0,0,0,0,9,0,5,0,3,0,0,0,5,0,14,33,0,4,0,0,0,0,0,0,40,145,25,25,27,16,26,15,36,0,298,757,331,406,172,184,139,504,516,31,3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,425,474,406,193,146,191,451,36,2791,21,4,31,26,0,32,3,60,0,188,9,0,17,0,0,0,28,17,0,74,3,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,8,0,13,10,0,0,0,0,4,0,0,0,17,88,9,27,19,15,23,7,32,6,233,600,447,547,454,205,211,236,574,42,3328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,12,62,38,51,29,25,8,30,3,269,34,97,94,178,81,194,39,213,22,943,0,3,3,3,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,4,10,27,22,43,11,26,43,86,8,274,6816,13035,10791,9251,6502,5330,5299,6271,944,64243,205,356,604,621,254,1080,240,1005,55,4422,35,4,122,0,18,4,132,57,8,377,25,40,66,32,12,9,20,36,5,240,52,235,90,71,38,34,51,94,13,685,48,56,43,22,39,13,26,27,18,303,207,585,165,293,173,264,60,233,26,2014,7453,14501,12039,10554,7155,6990,5926,8066,1101,73781,3,19,9,15,7,7,5,9,0,75,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,7,21,8,6,4,6,0,0,0,53,0,3,0,6,3,3,0,6,0,16,8,13,3,0,0,0,0,0,0,32,13,50,22,30,15,20,5,26,9,189
20303,0,0,0,0,0,0,0,5,0,10,0,8,10,21,4,19,0,26,3,91,0,3,3,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,3,7,0,22,1684,2207,2704,2451,1008,1466,425,1412,150,13509,47,41,127,195,22,287,16,276,11,1034,11,0,43,0,0,0,17,25,4,100,3,7,11,7,3,4,5,3,0,36,21,48,25,23,7,29,0,30,0,191,19,15,14,12,5,8,3,16,0,91,150,108,84,111,52,110,8,89,8,722,1942,2433,3020,2819,1118,1922,494,1884,187,15816,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,3,0,0,0,16
20401,0,4,5,0,0,6,0,3,0,20,5,3,3,18,3,3,9,8,0,48,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,1940,2045,2114,1912,1233,1071,923,1834,216,13289,65,68,147,105,40,181,30,280,14,932,21,0,35,0,0,4,70,26,4,163,22,4,9,8,3,3,3,9,0,51,15,21,9,20,11,13,4,17,0,107,59,10,14,34,13,0,26,22,6,186,306,183,140,413,92,158,121,222,37,1673,2437,2340,2485,2519,1401,1434,1183,2421,281,16503,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,12
