POW_SA3_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
20402,3,0,4,8,16,17,16,6,71,9,0,0,3,0,13,7,3,32,3,0,8,8,11,21,29,18,91,0,0,9,8,11,36,34,15,114,0,7,12,26,19,19,46,22,143,0,3,12,15,29,49,60,19,184,8,11,24,24,37,41,32,31,211,5,17,48,56,60,74,51,21,329,6,23,77,98,85,97,64,14,450,0,3,46,65,66,78,28,19,303,0,0,37,70,83,86,42,10,328,0,0,27,55,80,55,20,8,247,0,5,36,112,146,96,38,7,445,0,0,3,20,31,32,8,7,97,0,0,10,34,58,36,16,5,152,0,0,0,3,9,14,13,8,45,26,73,361,594,735,752,507,203,3245,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,15,0,0,4,5,8,11,6,0,34,0,0,7,21,6,3,10,4,46,0,0,9,20,9,11,5,3,54,4,9
20403,3,0,7,7,19,18,17,3,71,3,0,0,4,6,3,5,0,33,0,6,5,6,13,25,21,5,83,4,3,6,21,15,44,33,12,135,0,3,3,15,25,43,55,24,154,11,8,22,25,47,61,73,28,279,5,24,56,50,75,73,74,30,386,5,32,84,51,83,93,52,13,420,0,26,120,118,137,132,70,17,615,0,15,82,126,146,128,44,13,558,0,9,85,145,146,118,53,9,562,0,3,67,100,123,96,27,13,434,0,4,76,268,278,175,58,17,870,0,0,9,47,67,37,17,6,183,0,0,8,74,99,80,14,6,286,0,0,4,4,8,17,8,8,51,31,128,627,1064,1300,1130,625,206,5115,0,0,0,4,4,3,4,0,10,9,0,0,3,3,9,3,0,33,0,0,6,14,9,10,7,0,51,3,8,16,15,15,9,10,0,82,0,7,16,25,17,28,18,4,117,0,17
20501,5,0,11,7,12,23,15,0,74,0,0,0,6,3,3,10,5,33,3,0,10,7,17,14,3,14,59,0,0,3,14,16,21,27,6,87,3,0,13,18,21,21,23,5,109,3,5,21,21,34,35,39,21,170,7,22,25,46,43,46,42,11,231,0,29,81,47,54,64,48,15,337,0,22,83,68,97,71,41,20,396,0,16,69,61,73,50,27,7,305,0,3,48,70,66,62,23,5,277,0,0,22,48,49,47,16,5,190,0,6,37,76,118,81,23,8,342,0,0,6,21,28,29,0,5,93,0,0,4,37,48,51,26,14,189,0,0,3,8,12,19,14,0,62,19,115,430,547,696,634,371,155,2957,0,0,3,3,0,4,0,0,18,8,8,9,7,3,5,0,0,32,0,10,7,22,3,10,6,0,59,5,3,7,15,4,20,3,0,57,7,0,13,22,11,10,12,0,81,0,6
20502,0,0,10,3,5,18,19,6,63,0,5,3,3,12,9,9,4,46,0,0,7,3,14,18,14,6,61,0,0,3,12,14,32,33,7,101,5,5,5,15,25,27,33,15,132,0,6,9,20,24,59,37,21,178,3,20,27,28,35,47,47,22,224,5,14,49,47,45,62,49,21,284,0,12,60,77,66,74,48,10,351,0,5,36,45,64,41,42,20,250,0,0,20,52,86,75,21,12,273,0,0,29,31,52,38,21,8,171,0,0,26,85,98,89,24,5,326,0,0,3,14,27,33,14,0,94,0,0,0,14,37,42,20,3,114,0,0,0,4,12,12,10,7,48,18,71,284,457,610,672,440,166,2714,0,0,3,0,0,6,0,0,8,3,0,9,3,0,0,4,0,22,0,0,7,13,9,3,3,0,38,0,0,12,6,4,4,4,0,39,3,5,0,9,6,11,4,3,43,0,8
20503,3,0,12,19,31,49,22,0,126,10,4,11,5,15,10,24,4,69,10,5,5,11,22,31,24,5,112,0,3,10,14,22,36,44,19,151,6,5,7,22,39,46,53,23,197,3,17,31,30,47,78,72,23,305,5,13,35,49,82,77,70,23,349,3,15,63,94,94,85,67,24,450,0,21,84,105,119,126,60,15,548,0,8,74,103,94,81,59,14,435,0,6,59,75,109,91,35,11,391,0,4,21,72,87,65,21,0,280,0,0,42,110,153,101,55,8,468,0,0,9,36,48,42,19,0,149,0,0,10,48,73,57,21,13,228,0,0,11,6,17,22,18,7,84,46,111,478,798,1048,1007,655,191,4335,0,0,3,0,0,0,0,0,8,7,0,6,4,0,9,3,3,33,0,4,17,17,9,9,8,0,67,0,4,7,17,10,17,15,0,77,0,0,12,17,13,24,18,0,81,9,7
20504,0,0,0,3,9,9,3,4,28,0,0,3,0,3,5,8,3,27,0,0,5,6,4,13,6,8,38,0,4,10,10,6,6,17,9,63,0,0,8,6,10,14,13,8,63,9,14,22,15,16,26,12,7,126,5,20,37,38,17,48,16,8,188,3,40,62,47,49,51,21,4,277,3,16,82,82,85,55,20,10,367,0,10,70,80,79,57,11,0,306,0,4,65,95,81,64,17,0,331,0,3,42,82,91,57,9,0,286,0,0,81,181,221,158,24,0,667,0,0,20,47,65,51,8,0,193,0,0,12,64,103,100,23,0,299,0,0,4,7,8,8,8,0,31,29,117,521,761,860,715,225,66,3289,0,4,3,0,3,3,0,0,18,3,0,7,6,6,7,4,0,32,4,4,14,11,6,7,3,0,48,3,9,12,16,8,14,11,0,77,0,4,21,14,6,12,14,0,83,0,18
20505,0,0,3,11,13,23,21,0,71,4,0,6,11,0,11,6,5,45,0,4,3,12,18,20,23,3,82,6,4,11,16,10,34,31,13,115,5,6,9,18,19,19,35,16,116,3,4,20,18,31,44,38,15,181,0,14,26,37,48,40,29,16,209,4,26,41,45,64,63,31,9,287,0,32,86,68,76,76,34,5,383,0,25,55,64,66,46,34,12,301,0,26,64,61,62,47,10,4,281,0,3,38,72,48,39,16,5,214,0,0,53,97,125,103,23,5,405,0,0,6,19,25,31,9,3,89,0,5,6,34,64,52,15,5,179,0,0,3,6,9,13,13,8,47,34,147,421,582,685,646,363,119,3002,0,0,0,4,0,5,0,0,6,3,0,5,5,0,7,0,0,21,3,5,3,4,0,5,0,0,26,0,0,6,8,0,9,9,0,26,0,0,8,12,13,11,12,0,67,0,4
20601,0,0,6,8,7,0,3,0,30,0,0,4,3,6,0,0,0,16,4,8,10,6,4,5,3,0,35,0,3,3,16,14,8,9,0,53,0,0,16,22,11,14,5,0,65,0,17,40,37,20,13,10,0,143,0,18,46,40,43,32,10,0,198,0,27,112,62,61,34,6,7,307,0,18,146,113,94,42,15,4,426,0,11,127,131,79,45,16,0,412,0,11,93,115,88,70,16,0,392,0,0,67,96,65,38,15,4,285,0,3,93,167,188,115,20,3,592,0,0,13,57,77,44,8,0,195,0,0,19,95,105,65,10,3,303,0,0,4,8,3,7,0,0,21,13,118,789,979,863,523,157,25,3461,0,4,10,8,0,0,4,0,29,10,17,14,21,12,4,0,0,79,13,21,30,31,20,7,3,0,123,4,26,63,48,23,17,6,0,194,0,39,65,34,25,21,23,4,211,0,28
20602,0,0,0,3,6,0,0,3,18,0,0,0,0,5,0,0,0,6,4,3,0,7,4,0,4,0,21,4,0,8,8,10,7,0,0,36,0,5,9,13,6,11,7,0,50,0,6,21,21,18,14,3,0,89,0,10,25,36,29,23,0,0,122,0,19,47,43,33,16,6,0,165,0,18,104,62,47,30,11,0,277,0,11,78,73,52,35,7,0,257,0,0,55,64,66,38,12,0,232,0,0,33,64,70,40,10,0,216,0,3,66,137,142,70,28,0,435,0,0,10,52,46,34,4,0,155,0,0,13,96,104,48,14,3,274,0,0,3,6,5,8,0,0,17,12,78,473,677,634,382,120,11,2381,0,0,7,9,0,6,0,0,24,18,11,10,11,8,7,0,4,74,5,12,14,24,15,8,10,0,89,0,15,24,23,22,11,9,0,101,4,10,30,20,17,18,12,0,111,0,13
20603,0,0,3,3,8,4,0,0,27,0,3,0,5,6,0,0,0,17,4,3,3,3,3,4,0,0,28,0,7,0,8,9,6,6,0,35,4,3,9,7,9,10,8,0,56,3,16,25,13,30,28,4,0,116,0,16,33,25,25,18,4,0,119,0,25,62,31,41,42,7,0,218,0,25,68,71,61,44,8,4,280,0,8,91,59,50,29,16,0,244,0,0,58,60,64,41,14,0,238,0,0,38,73,59,31,10,0,213,0,0,76,165,147,109,18,5,521,0,0,22,30,64,38,7,0,151,0,0,11,89,115,54,10,0,279,0,3,5,10,3,0,3,0,19,14,112,500,649,683,469,126,13,2563,0,0,5,7,4,5,0,0,24,23,13,5,8,3,0,0,3,57,18,24,18,20,16,15,6,0,117,8,19,27,20,15,8,10,0,96,0,18,16,21,17,9,9,0,96,0,25
