POW_SA3_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
20101,0,0,3,9,17,12,3,0,48,8,0,4,4,3,6,4,0,31,6,4,10,10,7,10,3,0,55,0,6,6,13,7,13,11,0,69,9,10,15,18,14,28,8,6,109,12,20,38,43,38,32,13,3,192,11,42,61,61,50,45,21,6,297,7,64,144,86,85,67,22,4,468,9,53,177,179,146,123,31,4,720,0,20,143,156,158,92,31,0,608,0,9,108,167,186,106,27,0,611,0,5,92,136,156,96,10,5,495,0,3,120,301,377,259,39,3,1101,0,0,17,80,128,72,9,4,309,0,0,13,95,203,110,25,3,449,0,4,7,3,9,11,3,0,39,70,239,949,1370,1583,1083,266,46,5598,0,0,4,3,5,4,0,0,18,21,4,9,15,10,8,5,0,73,14,7,27,19,20,13,9,8,114,0,16,26,37,24,21,11,0,146,7,15,41,45,32,35,20,3,199,0,38
20102,0,0,8,0,18,10,4,0,49,3,0,0,8,4,0,4,4,22,4,0,5,13,9,18,13,5,67,0,0,5,6,9,21,20,11,79,3,0,0,9,22,24,19,5,75,0,4,7,20,30,41,25,19,156,3,13,26,20,31,38,24,13,167,3,12,30,25,46,47,28,9,196,0,11,47,53,44,52,26,15,231,0,0,30,40,40,45,25,8,193,0,4,15,35,41,37,14,9,154,0,0,3,18,22,29,8,10,102,0,0,14,54,52,39,20,5,184,0,0,5,8,11,9,7,3,38,0,0,3,14,31,30,17,5,115,0,0,0,3,6,9,3,4,28,10,52,195,329,415,457,257,140,1851,0,0,0,0,0,3,0,0,7,3,0,0,4,0,0,0,0,15,3,3,9,6,4,10,3,0,38,0,0,4,3,3,9,4,4,34,0,0,4,13,14,16,7,0,60,0,0
20103,5,0,5,3,17,19,4,0,52,0,0,0,4,8,10,3,7,29,6,0,0,0,0,4,13,7,37,0,0,7,7,13,13,21,4,64,3,0,0,8,18,19,19,4,77,5,4,10,21,9,24,14,12,105,0,5,10,24,33,23,17,11,124,0,18,13,23,28,30,18,10,136,0,11,37,34,35,27,25,9,177,0,10,15,19,30,31,23,3,128,0,0,20,18,39,40,20,3,133,0,0,8,9,20,19,10,0,66,0,0,7,41,44,31,18,4,147,0,0,0,11,14,4,6,0,34,0,0,6,11,14,18,10,6,55,0,3,0,0,10,5,11,0,26,21,42,134,228,327,320,228,79,1391,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,8,0,0,0,0,4,0,0,0,8,0,0,0,7,5,3,7,0,22,0,0,4,0,7,0,4,0,13,0,0
20201,0,0,6,7,4,8,0,0,27,11,0,4,0,0,4,0,0,21,5,0,3,12,8,5,9,7,42,5,8,5,4,13,4,3,0,39,3,7,9,11,11,18,11,3,74,6,16,31,33,24,33,15,0,168,8,25,44,42,38,45,25,6,235,3,46,106,102,105,72,18,3,455,0,45,144,177,133,90,24,0,624,0,16,91,135,111,97,21,0,475,0,11,97,171,152,94,27,0,552,0,0,55,147,157,104,19,3,482,0,5,107,294,359,220,38,0,1019,0,0,17,65,106,80,6,4,276,0,0,19,83,145,82,26,8,361,0,4,3,6,5,7,3,0,28,41,185,753,1290,1367,961,245,35,4884,0,0,6,5,7,0,0,0,22,12,3,7,9,3,5,3,0,42,8,10,18,23,10,14,4,4,95,0,19,28,34,15,13,14,0,111,0,14,28,35,26,13,12,0,135,4,12
20202,0,0,4,12,13,8,9,8,54,7,0,3,11,5,5,0,5,35,3,0,3,3,4,8,12,0,49,0,5,0,14,16,27,16,13,89,0,4,5,16,24,18,22,15,111,0,7,10,17,21,34,23,14,129,4,10,19,34,46,42,29,16,188,0,13,50,37,63,63,39,5,265,0,15,47,68,85,82,35,8,336,0,3,40,56,69,41,23,7,243,0,3,30,50,71,50,18,10,238,0,0,28,40,54,41,19,0,188,0,0,30,93,105,97,27,11,359,0,0,0,19,39,19,6,0,88,0,0,5,35,59,42,15,4,162,0,0,3,3,12,8,6,5,39,14,57,280,511,681,602,303,129,2580,0,0,0,7,0,0,0,0,4,0,0,6,10,5,4,3,0,24,0,6,7,15,15,8,10,0,54,0,0,9,14,22,32,12,3,95,0,0,7,14,19,23,19,3,88,0,7
20203,5,0,6,13,6,24,10,3,57,5,0,0,0,4,4,7,0,21,0,0,0,10,3,10,8,7,34,0,3,3,3,13,11,11,11,63,4,0,5,8,16,10,16,8,54,0,0,11,8,17,27,27,7,94,3,4,9,16,18,35,21,3,113,6,5,17,20,27,37,34,18,161,0,9,17,19,33,37,35,4,156,0,3,23,19,29,25,19,9,116,0,0,14,26,29,32,14,10,129,0,0,12,20,22,20,21,8,89,0,0,7,21,32,36,21,9,122,0,0,0,10,9,0,3,0,21,0,0,0,9,19,6,6,0,37,0,0,0,4,3,11,9,6,30,16,24,121,201,272,322,249,94,1298,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,11,0,0,0,0,0,4,4,0,6,0,0
20301,0,0,3,4,11,11,9,5,40,3,0,6,0,0,4,8,0,19,0,0,3,6,0,8,6,0,23,0,3,8,0,11,14,14,4,45,0,0,0,5,8,13,10,5,48,0,8,9,3,10,20,13,5,76,0,9,10,11,16,27,11,12,94,5,7,21,7,25,14,19,8,112,3,5,29,26,26,25,21,10,152,0,8,21,11,29,14,9,9,104,0,0,17,29,21,19,3,0,95,0,0,9,13,16,9,3,3,56,0,0,14,34,44,25,10,9,131,0,0,6,11,9,18,0,0,44,0,0,0,7,14,12,12,4,54,0,0,0,0,3,5,3,3,19,11,45,150,173,241,233,166,77,1104,0,0,0,0,0,0,0,0,7,4,0,0,3,0,0,0,0,10,0,0,0,12,0,3,0,0,18,0,0,0,6,0,9,6,0,15,0,0,4,4,4,5,0,0,17,0,0
20302,0,0,11,15,20,18,3,0,64,10,0,6,8,10,9,4,0,47,8,10,18,9,27,12,8,0,98,4,8,22,21,31,25,23,0,132,9,25,23,29,30,47,19,8,190,17,33,54,64,50,64,41,6,327,13,61,110,106,109,68,42,8,517,16,101,229,164,145,108,55,8,823,8,103,360,298,266,201,49,6,1293,0,43,320,336,265,176,43,10,1194,0,16,257,347,321,190,47,8,1183,0,0,195,304,300,170,30,0,1003,0,6,325,935,871,458,61,12,2671,0,0,48,230,257,156,18,6,712,0,0,57,288,479,241,73,22,1155,0,0,6,26,22,16,4,7,82,84,423,2044,3191,3188,1955,507,106,11492,0,4,21,18,14,9,6,3,73,17,15,35,31,19,18,4,0,134,13,34,46,43,33,32,21,3,233,9,36,64,64,34,33,23,0,264,10,49,96,83,51,44,41,11,380,8,73
20303,0,0,3,4,9,11,3,0,38,8,0,6,7,7,3,5,0,32,0,3,0,7,7,14,11,5,55,0,3,8,7,15,24,13,4,68,0,9,3,21,16,27,15,7,95,0,6,17,24,39,30,20,11,146,3,15,24,44,33,40,31,0,195,3,28,56,60,56,42,28,6,284,0,28,106,93,101,88,18,8,443,0,8,101,94,79,63,29,0,387,0,6,60,111,101,56,30,9,372,0,0,37,83,70,39,14,3,251,0,0,45,170,161,109,28,5,518,0,0,9,51,46,33,13,0,155,0,0,11,70,90,65,18,11,263,0,0,5,0,11,13,4,0,28,15,118,490,838,846,655,281,73,3322,0,0,6,10,3,8,0,0,27,4,0,9,10,0,6,6,0,41,4,4,5,18,9,18,10,3,67,0,11,20,26,21,16,12,0,111,0,3,17,29,22,23,15,5,117,0,8
20401,0,0,0,7,24,22,19,9,87,7,0,0,7,11,10,10,8,52,9,5,5,8,9,23,28,14,98,0,0,7,13,17,30,41,24,135,5,0,5,11,18,32,35,16,119,5,15,22,22,32,59,56,36,226,0,13,31,46,37,56,50,19,260,0,28,58,69,80,78,65,25,400,4,24,92,92,124,117,77,25,544,0,15,57,85,96,80,47,15,394,0,10,53,86,91,86,41,20,382,0,4,46,83,68,67,32,10,313,0,9,80,124,160,143,48,7,570,0,0,3,20,45,37,12,5,128,0,0,4,34,69,55,45,16,215,0,0,8,8,7,14,16,15,60,29,120,469,701,891,901,622,255,3988,0,0,3,0,6,0,3,0,10,7,0,0,9,0,4,0,0,19,3,4,10,7,8,7,5,4,39,3,5,9,13,16,9,15,0,66,0,10,8,17,12,12,18,7,78,0,8
