POW_SA3_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
20402,227,0,0,0,3,234,497,4,4,0,3,509,585,30,43,0,4,664,574,64,61,5,4,712,597,67,65,8,7,748,580,75,67,10,3,734,635,90,74,13,6,822,637,121,93,14,15,879,606,119,92,27,5,850,449,95,88,27,17,671,164,49,68,28,6,318,32,17,46,24,0,126,9,16,44,30,9,101,5598,745,741,187,88,7359,386,0,0,7,0,401,159,0,6,3,0,170,136,0,6,0,0,150,113,7,12,0,0,130,102,7,15,0,5,131,91,15,12,0,0,125,96,6,19,6,0,125,86,17,21,8,5,136,133,22,36,12,4,205,146,26,56,12,4,251,120,27,44,19,7,219,59,16,44,23,3,147,22,8,23,28,8,90,1663,157,304,116,40,2276,353,26,45,19,10,458,162,10,21,16,29,239,7777,942,1110,334,163,10324,91,0,0,0,0,93,325,0,4,0,3,334,442,0
20403,459,0,0,0,5,465,1016,0,19,0,5,1046,1184,45,64,7,6,1307,1205,95,81,3,10,1396,1123,117,96,5,0,1349,1107,130,88,10,3,1342,1093,169,99,19,15,1392,1109,173,125,16,8,1432,957,158,128,34,12,1296,694,133,128,34,12,998,225,77,96,26,13,436,46,33,61,28,4,167,11,23,50,19,9,110,10237,1147,1028,202,106,12724,622,0,4,9,0,630,502,0,7,0,0,510,364,4,15,0,0,382,242,3,26,5,3,275,178,10,34,8,0,220,171,18,31,3,0,221,171,21,32,0,5,225,153,32,46,10,0,245,206,34,60,8,3,310,230,33,78,15,3,367,174,32,63,24,6,307,71,14,48,32,5,173,32,15,36,44,4,134,3104,229,463,157,36,3994,650,34,59,20,15,777,271,15,26,18,27,365,14261,1422,1583,404,190,17860,194,0,0,0,0,196,596,0,7,0,0,604,691,6
20501,191,0,0,0,0,198,532,13,14,6,0,568,632,45,53,0,6,736,538,88,68,5,6,700,498,108,67,10,4,694,407,106,61,4,7,581,437,119,86,15,9,661,451,126,79,16,10,680,382,107,101,14,5,610,271,63,85,23,18,453,87,52,56,20,10,226,17,19,30,13,5,89,3,9,30,26,4,80,4464,861,725,146,75,6274,385,0,5,5,4,395,234,0,11,3,0,250,172,0,13,0,0,190,102,10,18,4,0,134,104,14,16,0,0,141,92,14,21,6,0,134,81,25,16,9,0,136,100,11,31,3,0,148,105,20,30,3,5,157,145,18,58,11,5,233,87,38,59,17,9,199,51,20,30,21,0,123,38,10,37,28,5,119,1700,179,343,112,26,2358,268,25,41,16,4,350,147,19,18,9,22,219,6574,1077,1129,285,130,9201,76,0,0,0,0,76,359,0,5,0,3,368,497,7
20502,173,0,0,0,3,176,388,3,0,3,3,397,484,10,35,0,4,540,457,57,54,6,5,581,433,58,58,4,12,568,395,55,51,12,8,522,428,77,59,14,10,583,456,101,76,8,6,656,451,67,88,22,4,643,309,97,88,26,10,529,109,47,72,38,17,283,18,34,38,23,8,116,9,19,33,27,3,87,4120,632,647,186,94,5672,310,0,0,5,0,316,145,0,9,5,0,161,113,0,9,3,0,123,102,5,12,0,0,123,106,0,15,5,6,136,93,10,19,4,0,123,112,10,24,9,4,145,103,17,36,7,4,158,139,19,39,5,3,207,211,28,52,12,10,318,134,23,37,17,0,217,63,19,29,13,7,130,30,14,34,30,3,104,1662,143,308,106,39,2253,348,15,47,11,8,430,130,16,26,18,34,224,6258,803,1032,317,180,8590,75,0,0,0,0,75,264,0,5,0,0,269,330,0
20503,191,0,0,0,0,193,483,0,20,3,4,512,558,17,62,4,0,639,581,85,78,9,9,758,553,112,134,7,13,823,533,139,129,10,17,817,560,154,144,19,15,888,609,127,167,30,20,956,514,104,168,25,18,830,384,106,146,28,9,666,133,61,99,31,8,335,29,25,57,28,9,149,3,16,34,14,8,86,5128,952,1241,201,133,7648,447,0,8,12,4,475,263,0,10,3,0,284,177,4,15,0,0,199,151,7,27,0,0,188,131,12,36,6,3,191,120,14,28,3,6,165,130,22,56,11,6,230,140,31,72,9,5,250,162,38,71,19,5,293,213,55,101,25,11,408,141,43,83,29,15,313,71,39,52,28,6,195,29,19,51,30,6,131,2168,290,624,163,69,3319,433,53,74,34,23,622,169,38,40,19,46,311,7905,1331,1981,422,265,11906,78,0,0,0,0,79,277,4,9,0,0,284,376,8
20504,277,0,0,0,3,281,872,9,21,0,0,903,1250,32,57,4,10,1339,1331,55,44,0,3,1436,1303,86,58,0,5,1458,1112,94,58,10,9,1277,1094,128,69,7,13,1310,1177,131,66,10,6,1391,1176,107,70,7,6,1365,777,89,51,8,11,933,205,40,47,9,5,307,46,24,14,8,0,95,11,6,18,3,0,36,10615,801,575,74,77,12140,595,0,0,0,4,606,384,0,4,0,4,399,236,8,13,3,0,261,209,5,16,3,0,235,203,9,22,5,3,243,161,9,27,0,0,205,151,15,24,0,7,197,166,19,30,6,4,227,204,8,28,4,3,246,188,22,41,11,8,262,139,19,33,12,4,204,71,6,15,10,0,112,27,3,16,14,0,59,2736,133,278,73,35,3260,610,27,27,11,7,687,298,12,30,14,43,398,14270,974,906,168,164,16483,128,0,0,0,0,132,606,5,6,0,0,618,927,6
20505,212,0,5,3,4,220,486,3,14,0,5,510,659,21,46,6,0,734,641,42,37,4,6,731,596,57,69,7,5,735,538,77,83,12,8,714,511,76,83,6,11,687,510,84,67,7,11,679,512,70,75,15,20,688,362,53,117,20,12,570,114,36,59,21,6,237,15,17,45,18,8,104,11,13,31,16,7,70,5175,545,734,139,86,6672,268,0,4,10,0,276,185,0,4,0,0,197,113,0,12,0,0,126,77,3,8,0,3,93,90,8,23,6,0,121,76,13,14,4,0,103,60,8,25,0,0,94,74,13,26,3,0,124,96,3,26,7,0,134,121,6,35,14,4,179,75,17,40,13,3,148,36,4,25,13,4,88,12,4,26,12,0,57,1288,82,265,85,26,1746,356,11,31,9,14,416,142,13,16,9,26,208,6958,651,1046,240,147,9042,88,0,0,0,0,84,312,0,6,0,0,316,353,7
20601,51,0,0,0,0,49,422,7,18,0,0,452,851,56,69,3,0,987,863,128,162,3,3,1152,766,188,111,9,0,1082,629,172,102,14,9,926,527,182,97,12,4,820,523,181,91,16,8,819,473,158,73,11,7,710,276,100,53,3,3,438,92,53,33,0,4,182,29,38,14,3,0,85,12,15,6,3,0,35,5515,1278,818,75,42,7738,398,0,4,0,0,409,729,13,45,8,7,797,601,17,104,0,4,730,383,38,112,7,4,542,266,45,98,7,6,425,188,39,75,6,0,308,163,47,78,12,3,293,156,42,59,7,0,267,130,41,65,10,3,252,134,25,45,13,0,219,81,30,32,7,3,165,49,13,35,6,0,101,18,15,17,3,0,52,3307,371,768,89,25,4564,410,32,87,18,11,555,170,20,26,9,21,248,9406,1705,1703,192,102,13102,30,0,0,0,0,30,353,0,9,3,0,367,860,20
20602,47,0,0,0,0,49,303,9,13,0,0,324,563,29,37,0,0,631,651,82,82,4,4,825,505,100,72,4,0,683,442,128,65,6,0,644,405,129,66,7,0,605,412,142,62,6,3,625,320,122,41,6,0,489,226,77,38,0,4,358,82,31,27,5,0,137,16,14,11,3,0,47,11,7,11,0,0,24,3985,880,516,38,19,5444,214,0,4,9,0,221,400,0,21,0,0,429,277,12,38,0,0,322,200,13,51,3,6,268,145,28,52,3,0,230,85,21,38,0,0,148,73,35,57,7,0,175,71,31,60,0,5,166,78,20,33,10,0,145,75,23,48,9,0,153,60,25,39,6,3,132,32,18,21,6,0,74,11,8,7,5,0,34,1724,239,461,58,15,2494,242,26,49,4,4,325,105,15,5,5,11,148,6052,1156,1033,114,54,8408,23,0,0,0,0,23,210,0,5,0,0,209,517,7
20603,41,0,0,0,0,47,327,4,12,0,0,340,577,31,34,3,3,646,648,110,57,6,0,813,543,148,60,9,12,769,458,149,67,4,4,684,427,188,65,4,6,689,448,171,52,6,0,684,337,158,59,12,4,569,185,94,47,7,0,341,91,48,30,8,0,178,20,20,19,3,0,61,6,15,0,4,0,26,4110,1129,510,69,28,5840,472,0,0,7,3,483,587,6,19,6,0,615,297,13,30,0,3,343,197,15,46,7,0,264,120,34,33,0,0,188,101,22,38,4,0,170,109,34,46,4,3,188,65,44,31,4,0,148,65,28,42,8,0,141,79,58,43,8,0,181,70,32,38,11,0,151,34,21,19,3,0,81,18,5,8,3,0,42,2215,302,398,68,24,3005,306,36,41,9,6,396,139,20,17,4,16,192,6770,1488,965,144,71,9437,36,0,0,0,0,34,347,0,7,0,0,361,679,19
20604,371,0,5,0,3,382,8344,42,43,5,11,8444,23803,167,205,14,18,24203,30924,617,379,26,41,31980,34627,1148,494,57,51,36376,29182,1248,501,38,39,31004,22489,1140,555,24,39,24257,18028,1079,464,36,31,19635,13045,896,434,15,32,14421,7624,584,297,20,33,8558,2543,339,205,18,14,3114,641,173,101,11,9,934,121,73,47,8,0,248,191726,7502,3738,279,309,203554,1499,9,25,4,7,1543,6463,49,141,26,14,6693,5283,94,203,19,20,5625,3898,162,232,36,25,4348,3073,227,186,31,16,3539,2348,205,169,50,10,2780,1798,167,156,41,7,2163,1508,189,168,26,9,1898,1459,169,152,34,13,1826,1547,179,170,22,9,1930,1063,144,159,42,8,1416,550,129,106,34,8,822,216,79,99,32,9,428,30697,1791,1967,405,151,35014,8738,234,205,76,84,9336,2742,206,148,101,273,3468,233908,9733,6056,859,815,251374,235,0,5,0,0,243,8561,9,17,6,5,8608,25233,68
20605,168,0,0,0,0,170,1891,26,21,5,4,1950,4890,123,120,4,8,5150,5816,361,133,6,15,6332,5781,527,201,13,14,6534,4828,559,155,17,13,5581,4036,574,157,20,16,4814,3465,563,160,20,10,4214,2422,453,145,17,13,3052,1421,321,92,15,8,1859,493,178,68,10,0,758,126,100,31,6,0,267,34,43,21,5,0,102,35385,3833,1310,143,107,40783,545,0,14,0,0,561,1737,43,81,8,9,1870,1379,51,149,5,9,1585,901,76,152,12,4,1146,713,89,115,23,9,941,490,87,103,10,0,695,410,98,114,10,5,637,361,92,96,17,3,565,349,132,91,17,3,598,341,123,103,18,0,586,229,108,98,21,7,463,119,80,59,19,6,281,70,56,36,21,0,184,7637,1039,1202,177,57,10112,1366,88,111,25,21,1611,601,62,49,16,72,804,44988,5031,2673,363,257,53307,69,0,0,0,0,69,1618,6,6,4,0,1630,4114,28
20606,42,0,0,0,0,44,574,15,12,5,0,604,1416,56,60,0,3,1547,1555,184,94,10,4,1842,1318,251,91,9,3,1677,884,255,90,10,0,1236,725,241,79,7,7,1058,597,261,71,15,3,952,482,239,83,10,8,819,292,151,75,10,3,530,116,91,28,7,0,245,45,67,24,8,0,150,18,29,24,4,3,78,8057,1843,746,102,39,10786,375,0,0,4,0,380,969,6,31,3,0,1016,696,25,59,5,6,792,419,41,58,6,0,526,266,45,62,14,8,388,174,49,48,3,0,283,151,49,47,7,0,254,113,65,54,19,0,249,128,55,55,20,3,261,108,63,59,6,0,235,100,44,44,9,0,199,52,66,35,15,0,168,24,42,32,21,3,129,3578,556,584,136,23,4875,515,63,67,17,10,668,200,38,15,10,19,281,12349,2494,1406,274,92,16609,27,0,0,0,0,34,679,4,10,0,0,692,1775,37
20607,115,0,0,0,0,119,1640,29,28,0,0,1697,4399,116,106,3,6,4627,5384,394,223,17,13,6028,4863,541,195,9,16,5628,3830,508,188,21,11,4555,2903,500,166,15,17,3590,2293,470,145,20,7,2929,1597,355,139,15,8,2109,1061,204,92,17,0,1370,385,155,56,11,7,612,101,68,26,6,0,206,20,29,18,4,0,75,28594,3378,1386,129,76,33554,627,3,3,0,0,637,1926,11,46,7,3,1998,1568,29,118,0,0,1719,1096,83,132,11,10,1324,748,85,97,13,0,948,510,92,79,9,5,687,386,87,96,8,5,580,367,78,96,16,0,558,345,92,73,12,0,521,333,76,89,15,0,513,233,73,62,16,0,390,102,57,53,16,6,230,66,40,43,18,5,173,8312,806,988,143,36,10283,1427,85,102,23,24,1666,520,49,40,23,69,700,38855,4318,2515,315,199,46207,69,0,0,0,0,68,1870,3,15,4,6,1892,5341,43
20701,103,0,0,0,0,103,1084,16,26,0,5,1121,2534,81,102,3,0,2725,2991,247,115,14,0,3368,2919,342,124,28,5,3428,2579,437,153,19,6,3195,2178,560,155,28,7,2927,1924,618,163,29,7,2741,1481,530,160,22,10,2211,928,371,141,19,0,1470,363,186,101,8,5,660,102,107,44,7,0,258,32,51,17,9,0,114,19222,3540,1311,206,49,24319,1074,5,31,9,0,1123,1890,15,79,11,0,1997,924,18,99,8,0,1053,608,72,97,10,0,783,430,90,105,20,0,642,328,98,86,28,0,536,303,135,78,23,0,534,287,128,99,26,0,548,304,167,97,19,9,584,311,178,157,38,5,682,286,182,148,24,4,638,170,127,106,27,3,440,104,89,70,41,0,303,7025,1286,1255,284,36,9876,926,84,112,31,11,1160,363,62,42,21,55,540,27533,4969,2709,535,147,35899,63,0,0,0,0,60,1131,4,12,5,0,1152,2875,30
20702,63,0,0,0,0,63,340,7,11,4,0,364,618,40,25,0,0,683,761,103,61,9,0,938,639,145,65,14,0,860,578,180,52,15,0,829,541,176,80,8,7,817,528,153,72,16,5,768,477,153,73,11,3,724,321,107,57,5,0,491,122,65,31,3,5,221,24,21,13,0,0,60,12,23,5,0,0,40,5025,1178,555,81,17,6848,630,0,12,7,0,647,791,8,23,3,0,826,383,24,39,5,3,449,193,32,55,10,0,284,160,41,44,18,0,269,118,42,34,12,0,210,112,55,44,7,0,225,113,58,63,17,0,249,109,65,68,9,0,245,124,63,62,15,0,265,89,52,45,18,0,206,56,45,35,9,0,147,32,25,26,15,5,101,2909,509,552,146,14,4125,499,59,64,12,9,636,149,22,17,4,20,213,8582,1762,1187,239,63,11826,34,0,0,0,0,39,352,0,12,0,3,368,720,16
20703,101,0,0,0,0,100,757,12,24,3,4,798,1564,32,51,0,4,1657,1802,138,73,12,0,2031,1730,226,105,10,5,2082,1464,220,68,10,8,1770,1384,252,84,13,12,1742,1327,264,106,14,3,1712,1068,220,80,7,3,1375,754,153,76,6,0,988,243,80,41,3,0,373,70,35,11,0,0,116,18,12,7,3,0,38,12281,1660,724,86,40,14793,683,3,19,9,0,710,1036,13,50,5,4,1110,624,25,62,12,5,727,443,54,57,8,0,562,330,81,60,20,0,492,239,51,49,15,4,354,209,57,44,18,0,332,201,56,53,11,0,325,199,63,79,5,10,351,263,67,63,17,4,406,147,54,57,12,0,269,101,40,46,14,5,198,52,27,33,9,0,121,4526,578,671,148,32,5954,640,51,61,18,10,781,261,24,28,14,38,359,17712,2312,1483,265,114,21889,40,0,0,0,0,40,721,4,8,0,4,736,1803,13
20801,90,3,0,0,0,96,549,17,18,0,0,574,888,43,52,0,0,990,914,115,62,0,0,1091,861,184,69,11,4,1135,748,244,80,7,11,1088,684,339,115,18,3,1158,638,351,125,17,0,1132,558,340,107,10,3,1023,334,229,110,16,4,693,141,135,55,9,0,335,25,73,19,4,0,131,4,37,15,3,0,59,6432,2109,828,97,33,9505,608,0,17,6,4,633,828,5,36,0,0,876,361,8,46,4,0,418,221,24,45,8,0,291,180,30,42,4,0,253,143,56,43,9,3,246,118,60,47,17,0,239,116,76,84,10,0,290,121,101,71,12,4,310,146,119,89,19,6,377,117,113,71,25,0,325,68,96,58,16,3,241,29,80,39,32,4,183,3057,765,688,147,30,4688,439,53,72,11,9,583,163,25,23,7,24,241,10090,2950,1609,272,93,15013,36,0,0,0,0,36,450,10,7,0,0,467,831,8
20802,101,0,0,0,0,104,590,10,13,0,0,617,1147,57,71,6,8,1282,1207,163,113,11,3,1498,1137,286,110,12,4,1549,917,306,118,20,8,1359,896,323,158,23,7,1409,778,365,138,22,5,1302,623,264,140,15,0,1047,411,226,115,18,0,767,164,134,78,7,0,380,50,79,40,5,0,167,14,29,17,5,0,60,8038,2245,1105,140,40,11569,772,0,11,0,7,788,1043,14,55,12,0,1123,600,22,82,7,0,718,354,43,58,4,4,467,254,63,70,8,5,397,173,78,80,8,3,339,190,94,94,14,0,394,170,85,103,27,3,381,155,83,116,22,0,375,180,110,111,10,0,416,168,79,106,27,0,378,103,71,59,22,0,260,48,41,38,19,6,154,4198,781,991,178,24,6167,455,57,104,25,8,648,226,38,25,7,29,333,12906,3125,2232,353,104,18715,35,0,0,0,0,35,569,3,8,0,0,578,1303,9
20803,323,0,0,0,0,325,1626,13,15,0,5,1661,2773,98,94,3,5,2975,3055,263,119,17,11,3468,2928,420,142,15,14,3522,2651,467,136,23,11,3280,2784,483,158,27,11,3466,2629,576,181,15,11,3420,2245,514,159,20,12,2943,1479,349,125,18,21,1994,560,199,65,16,5,849,139,92,27,14,0,271,25,36,13,3,4,88,23217,3517,1241,178,103,28257,1341,0,9,8,0,1363,1650,5,40,3,8,1712,880,33,56,0,3,986,523,29,64,11,5,633,415,68,62,10,0,555,329,84,75,16,8,512,346,88,93,22,7,545,344,113,93,20,4,575,379,118,88,19,13,614,389,115,123,20,4,650,263,107,86,29,0,495,138,61,57,26,4,277,79,64,34,26,3,201,7083,888,872,210,59,9110,1064,75,107,35,23,1297,466,57,53,20,66,665,31837,4532,2279,437,251,39339,95,0,0,0,0,95,956,3,13,0,5,977,1779,26
20804,31,0,0,0,0,31,333,3,4,0,0,344,692,30,19,3,6,750,730,49,44,3,0,829,634,123,53,10,0,822,504,109,45,6,0,658,523,146,42,0,0,713,415,161,50,6,5,637,297,120,47,7,0,473,215,90,37,6,0,342,90,63,12,0,0,165,31,25,21,4,0,77,4,19,6,3,0,36,4488,936,385,49,13,5874,422,6,8,3,0,433,864,3,19,0,0,886,403,5,15,0,0,423,204,11,28,0,0,247,140,27,28,6,0,201,82,16,17,3,0,120,70,22,25,3,0,125,83,28,21,5,0,146,81,35,22,8,0,147,100,36,26,3,5,173,61,36,28,10,0,127,40,34,27,11,0,116,21,17,24,9,0,72,2579,270,295,60,5,3207,468,23,25,4,0,515,122,14,10,13,10,169,7654,1244,712,121,36,9771,15,0,0,0,0,15,456,0,5,0,0,464,1019,5
20901,192,0,0,0,0,193,805,18,21,4,0,846,1394,49,59,0,3,1502,1437,155,113,9,8,1717,1389,220,104,12,5,1731,1199,258,95,12,9,1563,1112,294,112,9,3,1529,1040,291,109,9,0,1454,856,248,109,10,8,1238,667,185,78,11,9,947,285,96,50,11,4,445,57,48,25,5,0,136,8,21,12,5,0,46,10446,1883,883,93,46,13351,722,5,10,8,0,739,919,12,40,6,0,979,491,18,71,6,6,590,343,40,54,3,0,439,299,39,64,12,0,413,216,50,72,10,0,352,190,58,80,19,0,348,200,64,88,10,0,363,192,74,81,13,3,357,218,78,94,13,9,408,170,74,71,11,0,334,91,55,54,6,6,204,43,29,28,9,0,107,4079,597,802,120,36,5635,606,63,78,16,6,765,227,39,30,10,33,343,15360,2582,1791,236,119,20089,58,0,0,0,0,58,705,3,9,0,0,712,1557,13
20902,101,0,0,0,0,105,560,11,20,3,0,593,1167,50,58,0,0,1282,1272,132,94,5,7,1513,1298,166,100,8,8,1584,1094,179,87,15,6,1382,1160,175,81,14,7,1433,1077,198,84,12,0,1372,926,147,64,6,8,1146,661,102,54,9,3,837,248,55,35,3,6,339,53,30,5,0,3,92,10,17,3,0,0,35,9641,1255,698,77,53,11718,495,0,7,4,4,514,809,14,39,3,5,858,519,28,87,6,5,641,408,33,81,3,3,532,264,42,71,9,3,393,242,37,61,15,4,352,199,35,59,0,3,300,212,34,73,18,4,342,189,45,41,5,4,284,196,35,53,4,0,296,137,21,33,7,0,198,74,14,19,0,0,109,27,11,7,0,0,51,3761,351,629,82,36,4866,585,40,66,14,9,718,269,25,28,9,49,376,14256,1669,1425,186,141,17674,35,0,0,0,0,40,501,5,3,0,0,509,1183,10
20903,105,0,0,0,0,108,338,7,10,0,0,354,346,30,33,0,0,410,373,64,57,0,0,497,302,126,50,8,4,486,306,142,58,0,6,515,277,174,59,11,0,525,288,179,61,7,0,537,263,158,76,12,6,520,186,111,52,10,4,362,53,45,27,11,0,137,18,32,15,3,0,72,7,10,7,0,0,25,2862,1080,514,59,27,4541,428,0,5,3,0,437,347,0,19,3,0,371,137,3,17,0,0,165,69,11,17,0,0,102,82,15,17,0,0,121,56,28,29,6,0,120,55,33,38,8,0,128,54,30,43,6,0,132,59,53,40,5,7,158,82,80,54,13,5,237,64,48,49,17,0,178,23,27,19,9,0,84,32,27,19,11,0,85,1484,347,374,84,22,2313,244,38,57,6,4,351,74,14,17,6,12,132,4660,1488,958,160,65,7341,16,0,0,0,0,16,229,0,10,0,0,238,293,6
20904,385,3,4,0,0,393,1750,35,49,0,9,1839,2859,152,153,7,15,3188,2989,392,215,12,17,3627,2820,501,229,31,11,3603,2397,514,212,31,11,3170,2242,466,193,19,8,2918,2049,477,159,27,12,2728,1774,391,147,27,21,2364,1148,278,110,19,9,1561,447,152,47,12,5,662,78,47,27,0,4,160,20,33,10,5,0,71,20960,3438,1564,179,128,26270,1431,3,11,14,6,1464,1612,24,57,7,8,1715,922,58,105,8,8,1100,595,80,160,15,8,849,559,122,179,11,9,889,381,105,142,21,13,655,360,96,119,21,9,609,312,86,114,18,12,546,348,84,97,23,0,553,303,85,101,14,12,522,219,58,66,17,0,363,105,27,31,10,0,184,43,23,21,15,0,107,7191,853,1222,192,95,9543,868,100,135,42,10,1154,619,88,65,30,82,891,29634,4483,2986,444,310,37859,113,0,0,0,0,113,1155,5,16,0,5,1175,2216,24
