POW_SA3_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
20606,0,194,186,8,12,0,3,201,63,8,3,0,0,73,166,13,4,0,0,184,596,38,62,7,0,703,158,18,12,0,0,193,273,20,16,9,3,312,1160,73,90,13,7,1339,33,7,0,3,7,50,16210,1259,1181,249,80,18978,16971,2404,1632,279,88,21375,64,21,8,0,0,96,52,5,4,0,0,60,95,12,16,4,0,122,924,216,91,86,7,1326,24,8,4,3,0,42,56,3,8,3,0,71,51,8,0,0,0,64,108,24,14,3,0,145,96,27,27,0,0,149,181,18,14,3,0,215,1506,96,52,11,3,1667,240,16,5,0,3,265,89,29,16,12,4,149,25,0,0,0,0,29,192,15,7,0,3,216,240,36,24,3,4,311,124,9,23,4,3,154,171,24,14,3,0,209,38,3,10,4,4,54,454,46,36,4,0,544,327,0,0,0,0,330,45,7,4,0,0,56,762,82,69,5,4,928
20607,0,355,456,6,11,5,6,479,149,3,10,0,0,166,277,19,21,3,0,317,1785,71,104,16,10,1982,448,13,31,0,0,505,837,56,61,17,8,972,2685,92,137,15,18,2948,96,9,7,3,8,120,44316,1763,2108,297,168,48658,51336,4199,3042,319,185,59078,138,9,15,0,0,155,168,5,3,3,0,180,335,18,16,0,0,372,2185,219,123,51,24,2597,92,6,10,3,0,120,131,11,13,3,0,154,148,9,7,0,0,161,348,33,30,0,0,414,270,52,24,15,0,367,491,27,25,0,4,543,4179,142,76,15,21,4435,593,24,14,4,3,633,351,31,17,17,7,420,112,3,11,0,0,129,554,27,20,0,0,608,447,53,31,22,10,558,286,16,32,0,4,333,383,17,17,4,0,423,103,13,13,0,0,132,1280,86,57,7,4,1436,762,9,0,4,5,774,141,8,13,0,0,160,2459,153,152,14,8,2778
20701,0,396,516,27,16,7,0,566,166,17,15,8,0,209,214,17,13,5,0,253,1253,85,91,16,0,1441,276,13,22,3,0,318,473,44,31,18,3,575,1818,106,113,28,9,2083,68,8,9,4,4,90,36640,2563,2350,635,133,42318,39802,4512,3174,484,142,48114,130,21,16,0,0,164,152,8,0,7,0,164,181,21,17,0,0,222,3023,907,338,307,32,4608,67,3,14,0,0,84,103,21,14,3,0,137,123,11,10,3,3,150,217,32,13,4,4,270,255,49,43,11,0,349,585,87,60,15,3,752,3596,173,126,34,16,3945,419,28,20,11,0,476,390,77,39,23,4,533,51,16,5,0,0,70,243,27,10,4,0,289,314,64,38,11,9,430,186,9,23,8,0,225,345,45,40,10,4,443,80,23,12,5,3,122,1193,179,116,32,0,1516,589,7,10,6,4,606,93,11,14,3,0,127,1260,141,88,9,0,1501
20702,0,141,146,8,9,0,0,161,80,9,11,0,0,103,69,8,9,0,0,88,266,10,19,0,0,301,25,0,0,0,0,37,144,13,16,6,0,176,489,35,54,8,4,595,48,5,3,0,6,56,12573,842,912,305,70,14704,13096,1122,984,166,57,15424,48,7,8,4,0,67,19,3,0,0,0,22,45,10,3,0,0,58,1373,505,280,188,15,2354,20,6,10,0,0,39,61,31,18,0,4,116,38,5,6,0,0,48,38,7,5,0,0,53,151,36,32,12,0,233,390,83,52,12,0,533,798,76,66,12,12,960,87,13,8,3,4,120,327,124,82,35,3,572,34,4,0,0,3,42,44,0,4,0,0,52,159,50,20,18,4,250,47,0,12,0,0,62,158,23,37,4,0,218,52,14,16,7,0,92,684,118,99,16,3,916,204,9,0,0,0,211,22,4,9,0,0,34,269,25,29,7,0,326
20703,0,230,504,10,9,3,5,533,150,12,15,0,0,183,110,9,7,0,0,129,758,32,26,11,0,818,128,0,3,0,0,128,363,24,30,3,0,417,1166,31,48,14,13,1272,54,8,0,0,0,67,24971,1084,1227,317,107,27714,24242,1446,1384,179,91,27343,94,21,19,0,4,140,94,6,9,0,0,109,114,5,5,0,0,121,4033,902,442,257,48,5688,30,8,6,0,0,37,65,6,3,0,0,79,80,3,0,5,0,93,107,13,10,4,0,132,142,12,21,3,0,180,667,82,61,3,6,823,2254,141,102,22,8,2535,262,19,11,3,0,294,260,33,22,9,0,324,36,5,0,0,0,46,123,9,0,0,0,133,147,23,8,3,0,184,100,6,11,0,0,122,330,39,43,4,8,422,41,12,12,4,0,66,1285,123,95,12,7,1521,236,0,5,0,0,242,69,4,3,0,0,78,660,44,38,0,5,749
20801,0,245,154,5,8,0,0,172,24,3,7,0,0,32,104,10,11,0,0,122,782,92,120,23,0,1022,103,14,8,9,0,135,128,17,17,0,0,161,951,112,116,21,8,1209,46,4,9,0,0,68,14231,1573,1627,368,73,17871,15549,3008,2121,385,90,21156,105,16,14,4,5,146,32,0,0,0,0,32,83,18,15,3,0,125,580,160,94,86,8,927,29,17,6,4,0,52,37,16,4,0,0,57,71,3,0,0,0,73,83,30,30,3,0,148,101,28,30,4,0,156,99,13,11,4,0,121,1136,75,35,4,6,1256,94,7,3,0,0,108,63,16,12,4,0,95,15,0,3,4,0,15,124,29,16,7,0,177,120,45,16,3,3,185,89,7,8,0,0,102,97,18,12,0,0,124,26,17,9,0,0,60,202,41,22,0,3,270,273,0,0,0,0,280,44,9,12,0,0,66,512,106,93,12,7,724
20802,0,657,307,14,15,4,0,341,49,3,3,4,0,59,147,9,15,0,0,169,640,47,80,16,4,777,166,7,31,0,0,201,266,35,36,10,8,346,1588,161,274,52,16,2084,52,0,5,5,0,59,19602,1466,2209,408,108,23791,18840,2482,2530,351,93,24300,107,15,20,0,8,149,70,3,4,0,0,75,109,18,15,3,0,140,1182,357,165,132,11,1848,41,5,12,0,0,51,44,11,8,8,0,71,86,10,0,0,0,99,121,28,37,5,0,188,176,26,42,3,3,250,178,17,25,0,0,227,2187,206,143,26,13,2577,177,20,19,0,0,220,100,24,17,0,5,138,22,3,0,0,0,28,190,20,22,0,0,235,130,16,31,0,0,187,138,8,25,0,0,184,201,28,40,6,0,278,47,16,10,0,0,76,416,49,47,13,4,524,394,10,5,0,0,400,58,7,6,0,0,66,611,71,75,3,4,763
20803,0,361,506,11,17,4,0,544,63,3,4,6,0,74,214,7,6,0,0,233,1224,53,97,9,12,1398,112,8,5,6,0,133,693,18,32,15,7,761,2053,120,163,39,12,2387,76,6,0,0,9,94,28330,1593,1693,411,150,32176,36687,3858,2438,446,196,43620,261,21,24,9,3,318,94,4,0,5,0,103,147,26,15,0,0,189,1757,416,160,107,12,2453,104,3,7,0,4,119,99,22,14,4,0,132,234,14,3,3,0,248,194,33,23,4,0,256,279,46,31,10,6,371,218,18,16,0,0,255,3565,216,91,27,22,3926,268,13,5,0,0,289,170,24,11,0,0,201,38,6,3,0,4,48,299,51,28,0,0,383,270,45,25,6,11,361,101,11,16,0,0,125,203,15,15,3,0,238,76,22,15,3,6,119,602,57,22,11,4,696,241,5,0,0,0,251,95,17,12,3,0,127,1387,117,86,12,0,1604
20804,0,166,260,6,3,0,0,276,61,3,0,0,0,62,88,3,0,0,0,97,387,24,28,5,0,445,67,4,6,0,0,78,230,13,9,0,0,256,802,43,60,9,6,919,29,3,0,0,4,36,13820,659,724,169,51,15432,12769,1251,954,167,43,15187,59,10,7,0,0,71,38,4,0,0,0,42,48,5,8,0,0,57,1107,146,52,35,9,1347,22,4,0,0,0,30,36,6,5,8,0,44,51,0,4,0,0,60,49,7,3,0,0,67,110,6,5,0,0,134,184,5,11,4,0,215,1220,46,31,17,4,1319,169,4,10,3,0,193,93,7,10,0,4,112,10,10,0,0,0,17,98,5,0,0,0,110,97,8,8,0,0,116,79,0,9,0,0,88,132,10,4,0,0,145,22,7,0,0,0,37,408,28,22,3,0,462,266,4,0,0,0,271,14,0,0,0,0,17,389,30,33,3,0,456
20901,0,159,276,13,3,6,0,293,66,0,3,3,0,75,129,7,5,0,5,135,713,33,47,3,0,797,101,7,12,0,0,126,260,17,27,3,0,302,1188,45,87,9,3,1343,63,3,3,0,3,76,24174,1058,1502,247,94,27085,27460,2490,2237,275,120,32587,36,15,6,0,0,52,41,7,0,0,0,49,102,17,0,4,0,119,949,215,121,74,10,1368,91,5,3,4,3,106,75,12,9,0,0,103,84,4,0,0,0,85,96,11,11,0,0,118,162,30,23,7,6,221,198,18,22,3,0,237,1761,110,85,20,13,1993,126,4,10,0,3,149,195,22,24,6,0,253,99,17,11,3,4,127,157,17,4,0,0,188,265,62,42,13,6,389,69,4,14,0,0,88,176,3,17,0,0,201,72,17,22,0,0,113,443,53,48,0,3,545,409,5,3,0,0,421,43,4,7,0,0,49,590,44,59,5,6,699
20902,0,78,231,10,7,0,0,244,32,0,0,0,0,37,72,6,5,0,0,89,394,14,24,9,0,442,81,3,8,0,0,90,441,32,41,8,0,517,1158,47,69,17,9,1293,66,0,3,0,0,78,17103,611,961,184,74,18942,19504,1286,1358,170,102,22422,44,7,3,0,0,63,102,9,4,0,0,111,68,11,10,0,0,91,1005,179,124,62,13,1384,55,5,3,0,0,69,89,7,5,4,4,107,97,5,4,0,0,104,102,11,12,0,0,128,210,29,44,4,0,290,103,9,14,0,0,119,1775,128,121,23,21,2068,128,8,8,0,0,145,167,21,18,5,0,209,156,24,28,0,0,205,106,8,4,5,0,118,349,75,49,10,10,491,58,5,0,0,0,66,85,10,12,0,0,102,160,51,38,4,4,259,289,14,23,3,0,327,407,8,11,0,0,424,37,0,4,0,0,45,565,33,53,5,0,661
20903,0,57,43,6,0,0,0,48,5,0,5,0,0,11,27,0,5,0,0,31,212,36,50,15,0,307,23,3,12,0,0,37,35,0,6,0,0,44,170,16,26,10,0,227,25,0,0,3,0,32,6571,713,1005,194,47,8535,8920,1720,1543,253,86,12526,8,0,0,0,0,9,13,0,0,0,0,12,22,3,5,0,0,30,134,53,21,17,0,223,12,8,6,0,0,28,17,6,4,0,0,17,15,0,0,0,0,21,27,16,13,0,0,57,25,6,4,0,0,36,32,9,4,0,0,41,316,36,15,4,0,376,26,0,0,0,0,25,42,18,8,0,0,78,13,0,0,0,0,17,20,7,0,0,0,35,45,21,17,11,0,94,13,0,3,0,0,16,17,4,0,0,0,20,13,8,13,0,0,33,47,16,15,0,0,82,105,0,0,0,0,103,20,4,5,5,0,42,153,26,39,5,3,219
20904,0,137,516,31,40,7,0,588,36,0,0,0,0,40,160,5,13,0,0,177,580,26,24,10,6,650,75,0,4,3,0,84,840,40,60,13,4,965,2022,121,121,32,17,2319,122,8,4,9,8,147,31952,1414,1719,426,182,35690,38486,3327,2534,391,236,44976,78,14,28,0,6,126,133,12,19,5,0,167,94,9,10,0,0,106,975,214,132,73,13,1403,88,15,15,9,0,122,158,36,21,5,5,229,252,11,9,0,0,285,113,14,12,6,0,139,340,72,52,12,8,491,171,8,14,0,0,193,5323,692,551,89,56,6717,183,11,12,3,0,215,353,61,62,14,5,495,516,84,93,12,11,721,167,24,7,0,0,204,629,130,78,33,8,878,59,0,6,0,0,69,91,12,11,4,0,116,276,71,80,24,10,455,511,39,32,3,0,584,687,28,11,0,5,738,38,4,0,0,0,44,1022,59,49,10,4,1145
21001,0,46,129,8,9,0,0,144,15,0,0,0,0,18,64,3,7,0,0,76,244,20,6,7,0,278,41,0,6,0,0,47,401,19,36,4,0,461,855,48,35,19,7,958,47,0,0,0,7,61,13403,713,632,192,78,15018,21769,2068,1094,226,106,25265,37,5,8,0,0,47,59,6,3,0,0,65,45,0,5,5,0,51,438,74,45,15,0,574,90,24,6,10,0,134,96,19,16,0,0,124,134,14,0,3,0,144,82,13,4,3,0,104,121,21,17,3,4,169,82,15,5,0,0,104,1813,157,65,15,19,2075,101,0,0,0,0,105,117,22,8,0,0,152,188,19,11,5,0,222,83,10,6,5,0,101,360,93,41,13,11,516,41,0,3,0,0,47,53,3,6,0,0,60,106,22,22,4,0,151,178,14,12,0,0,207,220,0,4,0,0,219,27,7,0,0,0,29,651,29,15,0,8,701
21002,0,24,14,3,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,11,135,19,29,12,0,189,8,3,0,0,0,15,17,0,3,4,0,21,66,8,10,3,0,96,21,0,4,3,7,37,3563,332,504,145,38,4585,5124,821,792,210,69,7009,0,0,0,0,0,0,3,0,0,0,0,8,17,4,9,0,0,26,26,8,3,0,0,42,6,3,0,0,0,13,6,3,0,0,0,5,6,0,0,0,0,8,14,7,5,4,0,31,5,6,0,0,0,13,4,0,0,0,0,12,138,17,11,0,0,168,3,0,0,0,0,0,5,0,0,0,0,5,3,5,0,0,0,6,23,4,4,0,0,35,18,11,10,5,0,33,0,0,0,0,0,3,3,0,0,0,0,3,3,0,7,0,0,10,18,9,7,0,0,27,5,0,0,0,0,5,14,4,0,0,0,21,84,17,15,0,0,123
21003,0,24,102,4,3,0,0,115,5,0,0,0,0,5,30,3,10,0,0,44,110,12,16,0,0,139,28,0,0,0,0,30,121,8,20,0,0,157,519,28,45,20,7,612,33,0,5,0,0,45,6821,367,600,129,42,7968,7816,875,852,129,58,9724,16,6,4,0,0,28,61,3,11,5,0,78,20,0,4,0,0,26,190,49,45,16,0,294,33,5,5,0,0,48,38,6,13,0,5,58,62,0,7,3,0,70,36,3,6,0,0,46,89,22,18,3,0,135,15,4,6,0,0,22,811,89,94,8,3,1014,41,3,4,0,0,50,57,6,12,0,0,82,121,37,31,8,5,200,50,10,0,0,0,58,197,45,34,13,3,295,19,0,4,0,0,21,22,0,3,0,0,34,132,53,75,9,3,282,46,4,9,0,0,66,364,22,16,4,5,406,11,0,0,0,0,17,220,24,31,0,0,277
21004,0,23,27,6,3,0,0,38,6,0,0,0,0,9,10,5,7,0,0,27,130,9,19,3,5,164,11,0,4,0,0,12,50,4,7,4,0,60,124,3,14,6,0,150,18,0,3,3,3,30,4856,279,435,93,29,5691,6475,639,698,113,34,7959,3,0,0,0,0,5,15,10,6,3,0,26,18,0,0,0,0,21,31,23,11,0,0,65,14,5,7,0,0,26,23,12,0,0,0,39,24,0,7,0,0,28,20,8,6,0,0,26,0,0,4,0,0,3,14,0,7,0,0,12,296,44,36,7,0,384,7,0,0,0,0,10,11,0,0,0,0,14,16,0,4,0,0,18,29,4,3,0,0,40,29,5,11,0,0,47,11,0,0,0,0,15,6,0,5,0,0,10,17,7,4,3,0,39,29,7,8,0,0,44,24,0,0,0,0,25,4,0,4,5,0,11,140,15,14,0,6,179
21005,0,89,547,34,34,8,0,630,50,3,3,4,0,56,181,9,4,0,6,198,550,17,15,8,0,592,71,0,0,0,0,75,882,21,26,12,0,948,2758,146,137,44,19,3106,118,3,5,0,13,134,31512,1210,1187,393,189,34496,45487,2834,1613,317,254,50510,125,24,11,6,0,162,158,25,18,0,5,202,99,13,0,0,0,116,1090,132,68,39,9,1341,202,25,9,3,3,238,246,47,22,5,4,329,454,29,16,0,3,502,197,10,6,8,0,219,358,44,21,14,3,447,195,3,10,0,0,212,6478,820,534,98,69,7994,182,10,7,0,4,206,363,44,32,5,5,448,1851,285,319,38,37,2536,229,18,9,0,0,258,765,116,55,15,4,961,80,0,3,0,0,92,121,7,3,0,0,128,598,174,183,26,19,1006,471,37,18,5,0,528,853,27,27,6,7,922,43,6,3,0,0,50,1803,52,35,7,12,1900
21101,0,281,687,33,41,13,4,768,64,8,6,0,0,83,184,3,16,3,0,206,1044,50,50,14,5,1169,102,3,12,0,0,114,411,14,34,13,0,478,1530,62,81,14,8,1697,72,3,3,3,5,88,29523,1430,1664,417,110,33149,39524,3286,2556,364,152,45889,227,26,22,0,6,284,76,3,3,0,0,92,109,9,12,0,0,129,2108,475,283,153,17,3032,73,15,11,6,0,103,105,24,12,4,0,151,157,14,7,4,0,179,223,29,17,6,4,282,161,19,18,6,4,197,362,56,49,5,3,474,3186,268,121,32,18,3621,310,28,17,6,0,366,283,35,39,11,4,377,38,3,0,0,0,47,185,16,8,0,4,214,208,42,25,5,0,284,71,6,15,0,0,91,209,18,35,12,0,279,64,16,13,0,0,97,1072,130,121,21,9,1350,185,0,0,0,0,191,96,21,15,4,0,132,1174,63,88,9,9,1343
21102,0,36,24,0,0,0,0,28,5,0,0,0,0,6,16,0,3,0,0,20,73,5,19,6,0,108,7,0,4,0,0,16,15,0,0,0,0,17,61,12,13,7,0,95,11,0,0,0,0,12,2265,263,322,114,9,2969,2484,594,457,126,16,3678,4,0,3,0,0,10,3,0,0,0,0,4,16,0,3,0,0,20,165,44,24,14,0,248,4,0,0,0,0,3,14,6,0,0,0,18,5,0,0,0,0,7,3,3,3,4,0,16,14,6,8,0,0,23,86,8,9,0,0,104,101,11,0,3,0,114,8,0,0,0,0,9,26,7,11,3,0,49,0,0,0,0,0,0,13,3,0,0,0,16,13,8,12,9,3,38,0,0,3,0,0,7,11,0,5,0,0,17,3,4,7,0,0,16,45,9,17,0,0,69,46,0,0,0,0,46,11,5,5,0,0,19,43,12,11,0,0,66
21103,0,189,232,10,3,0,0,248,39,0,4,0,0,47,119,11,13,3,0,140,758,53,48,15,0,878,84,4,10,0,0,102,192,11,23,0,4,227,888,32,44,15,4,991,67,0,4,0,6,75,20733,1066,1301,280,89,23473,27830,2665,2074,300,138,32998,99,6,10,0,4,123,38,9,0,0,0,46,73,7,13,0,0,95,1115,242,159,78,5,1601,42,8,0,0,0,56,66,8,6,3,0,87,82,9,9,0,0,98,115,21,15,0,0,150,47,8,12,3,0,68,218,33,24,7,3,281,1498,108,83,16,9,1722,118,11,10,0,0,137,192,35,22,8,3,250,30,0,3,0,0,37,87,8,12,0,0,103,111,25,10,3,0,150,37,0,4,0,0,46,106,10,21,6,0,142,39,8,9,0,0,52,450,48,47,5,0,554,147,5,0,0,0,151,67,15,7,4,0,101,627,45,40,5,0,718
21104,0,130,233,11,7,4,0,251,57,9,7,3,0,79,44,0,5,0,0,52,340,16,17,0,0,371,52,5,3,0,0,54,148,8,15,3,0,182,453,34,33,4,5,525,22,3,0,0,0,26,11128,627,673,174,31,12636,13325,1040,803,114,49,15331,41,9,8,0,0,55,37,0,0,0,0,37,31,3,6,0,0,45,1345,397,206,129,10,2079,35,8,0,0,0,46,27,5,3,0,0,38,42,3,0,0,0,53,72,4,0,0,0,82,60,11,9,4,0,86,236,34,32,9,0,313,925,82,59,5,0,1073,116,9,12,0,0,139,151,44,15,8,5,214,19,0,5,0,0,20,60,6,10,0,0,73,73,20,11,4,6,103,44,0,9,0,0,52,128,21,18,9,0,181,15,4,11,3,0,30,527,59,53,3,0,649,91,0,0,0,0,91,31,5,4,0,0,35,355,34,18,0,0,409
21105,0,155,108,6,3,4,0,122,22,0,4,0,0,27,120,10,7,3,0,141,871,77,125,32,0,1107,70,3,9,0,0,84,97,8,7,0,3,121,637,46,70,21,7,779,95,14,7,3,5,123,19263,1370,2126,542,130,23434,27587,3337,3638,685,211,35465,38,11,7,0,0,61,15,3,0,0,0,20,62,10,17,0,0,92,493,139,66,40,9,747,11,0,9,0,0,23,23,13,8,0,0,41,41,0,6,0,0,53,114,23,33,7,0,176,19,3,0,0,0,23,89,9,14,3,0,112,584,73,51,12,12,718,70,0,6,4,0,82,90,21,14,7,0,137,9,0,0,0,0,10,89,14,9,4,0,115,89,35,17,12,0,157,50,5,5,3,0,62,48,8,7,0,0,67,12,5,8,3,0,29,207,25,18,4,5,254,62,0,0,0,0,63,144,56,44,14,3,264,497,59,75,21,3,659
21201,0,106,285,30,18,5,0,343,42,0,3,0,5,48,47,12,15,0,0,70,501,40,70,17,10,636,35,0,7,0,0,39,74,7,13,0,0,93,518,36,64,10,6,628,75,5,0,3,4,84,13127,936,1237,351,111,15768,18093,2199,2010,468,184,22950,109,28,25,4,6,177,38,15,4,0,0,56,37,4,5,0,0,52,267,54,30,22,8,378,20,5,7,5,3,38,55,13,11,5,0,85,66,11,7,0,0,87,44,4,10,0,0,70,16,3,4,0,0,31,24,6,8,0,0,39,1254,185,161,27,7,1647,50,9,7,0,6,65,36,4,9,0,0,46,10,3,3,0,0,17,46,5,10,0,0,55,58,15,9,7,0,88,20,0,3,0,0,28,29,3,4,0,3,43,21,7,4,0,0,30,152,27,4,5,3,188,31,3,0,0,0,34,47,15,17,10,0,91,505,58,63,14,0,638
21202,0,225,820,51,85,24,6,987,25,0,0,3,0,29,82,3,10,0,0,97,772,44,46,10,0,873,54,3,0,0,0,57,199,7,19,3,5,224,1366,97,86,34,10,1593,55,7,7,0,8,75,21501,988,1221,313,88,24119,23875,1783,1519,238,100,27506,554,144,145,24,10,888,71,10,9,0,0,95,62,0,3,0,0,69,782,170,104,54,15,1128,79,28,16,6,0,135,118,21,19,12,0,170,231,21,8,9,0,274,85,15,14,4,0,111,60,15,12,0,0,79,115,17,14,3,0,145,2781,295,153,44,23,3293,115,13,7,0,0,133,132,18,23,4,3,183,45,14,11,0,3,74,106,18,13,3,0,141,105,36,15,7,0,159,25,0,0,0,0,29,110,13,22,5,0,151,61,15,15,9,0,98,325,26,46,7,4,412,61,0,3,0,0,63,55,12,10,8,0,87,809,60,50,6,4,923
21203,0,128,611,73,140,28,9,860,24,0,0,0,0,28,84,4,17,0,0,108,545,30,48,12,0,634,44,0,4,0,0,47,168,12,24,10,4,214,1035,77,114,31,11,1259,60,0,4,7,3,71,16600,906,1458,359,95,19419,16933,1530,1653,277,93,20488,563,171,196,30,23,980,51,22,12,0,0,90,25,0,6,0,0,35,392,109,62,30,4,600,34,5,15,0,0,62,111,9,13,4,0,141,160,29,15,6,4,207,53,3,8,0,0,61,36,12,14,0,0,58,37,12,5,0,0,58,2989,774,624,70,28,4483,79,10,8,3,0,96,83,9,21,4,0,113,37,11,4,0,0,51,47,8,14,0,5,69,53,27,16,3,0,92,19,0,4,0,0,26,51,9,13,5,0,73,36,12,14,6,0,70,279,28,37,4,0,356,79,4,5,3,0,88,36,5,3,3,3,58,680,53,67,9,3,813
21204,4,363,1551,69,82,28,9,1740,151,12,3,3,0,169,294,14,18,8,4,340,1236,39,27,4,3,1308,102,4,0,0,0,108,2000,154,209,41,27,2438,4399,169,186,72,33,4867,168,9,4,5,20,195,43932,1720,1446,505,236,47842,57492,3315,1720,347,278,63144,1592,299,230,45,41,2209,219,12,35,4,5,275,153,10,4,0,0,171,3891,696,253,159,40,5029,332,44,12,3,0,393,243,37,13,7,3,304,633,41,24,8,10,711,293,35,18,3,5,353,425,53,57,13,4,549,531,50,21,8,3,611,8943,737,481,71,61,10286,448,27,28,3,3,508,464,51,41,5,4,567,146,16,9,4,0,178,290,26,9,0,0,328,418,71,30,13,4,536,109,6,9,3,0,129,353,44,36,6,5,440,174,32,23,7,0,240,1745,90,91,12,9,1945,283,7,9,0,0,300,155,24,3,0,0,182,3116,112,54,4,16,3299
