POW_SA3_CODE_2021,TPW_Oth_tspt_P,TPW_PstCour_PU_D_Svc_M,TPW_PstCour_PU_D_Svc_F,TPW_PstCour_PU_D_Svc_P,TPW_Tspt_supt_Svs_M,TPW_Tspt_supt_Svs_F,TPW_Tspt_supt_Svs_P,TPW_Wh_storage_Svs_M,TPW_Wh_storage_Svs_F,TPW_Wh_storage_Svs_P,TPW_Tot_M,TPW_Tot_F,TPW_Tot_P,IMT_IMT_nfd_M,IMT_IMT_nfd_F,IMT_IMT_nfd_P,IMT_PubExc_InetMusP_M,IMT_PubExc_InetMusP_F,IMT_PubExc_InetMusP_P,IMT_MotionP_SR_Act_M,IMT_MotionP_SR_Act_F,IMT_MotionP_SR_Act_P,IMT_Brdcast_ex_Inet_M,IMT_Brdcast_ex_Inet_F,IMT_Brdcast_ex_Inet_P,IMT_InetPub_brdcast_M,IMT_InetPub_brdcast_F,IMT_InetPub_brdcast_P,IMT_Tel_Svs_M,IMT_Tel_Svs_F,IMT_Tel_Svs_P,IMT_ISP_WSP_DP_svce_M,IMT_ISP_WSP_DP_svce_F,IMT_ISP_WSP_DP_svce_P,IMT_Lib_and_oth_IS_M,IMT_Lib_and_oth_IS_F,IMT_Lib_and_oth_IS_P,IMT_Tot_M,IMT_Tot_F,IMT_Tot_P,FinIns_FinIns_nfd_M,FinIns_FinIns_nfd_F,FinIns_FinIns_nfd_P,FinIns_Finance_M,FinIns_Finance_F,FinIns_Finance_P,FinIns_Ins_and_super_funds_M,FinIns_Ins_and_super_funds_F,FinIns_Ins_and_super_funds_P,FinIns_Aux_FinIns_Svs_M,FinIns_Aux_FinIns_Svs_F,FinIns_Aux_FinIns_Svs_P,FinIns_Tot_M,FinIns_Tot_F,FinIns_Tot_P,RHRE_RHRE_nfd_M,RHRE_RHRE_nfd_F,RHRE_RHRE_nfd_P,RHRE_RHSvc_ex_RealE_M,RHRE_RHSvc_ex_RealE_F,RHRE_RHSvc_ex_RealE_P,RHRE_POps_and_RE_svs_M,RHRE_POps_and_RE_svs_F,RHRE_POps_and_RE_svs_P,RHRE_Tot_M,RHRE_Tot_F,RHRE_Tot_P,ProSTS_ProSTS_nfd_M,ProSTS_ProSTS_nfd_F,ProSTS_ProSTS_nfd_P,ProSTS_ProSTS_ex_CSD_RS_M,ProSTS_ProSTS_ex_CSD_RS_F,ProSTS_ProSTS_ex_CSD_RS_P,ProSTS_CSD_RS_M,ProSTS_CSD_RS_F,ProSTS_CSD_RS_P,ProSTS_Tot_M,ProSTS_Tot_F,ProSTS_Tot_P,AdSup_AdSup_nfd_M,AdSup_AdSup_nfd_F,AdSup_AdSup_nfd_P,AdSup_Admin_Svs_M,AdSup_Admin_Svs_F,AdSup_Admin_Svs_P,AdSup_BldCln_PC_oth_Svc_M,AdSup_BldCln_PC_oth_Svc_F,AdSup_BldCln_PC_oth_Svc_P,AdSup_Tot_M,AdSup_Tot_F,AdSup_Tot_P,PubAS_PubAS_nfd_M,PubAS_PubAS_nfd_F,PubAS_PubAS_nfd_P,PubAS_PubAdm_M,PubAS_PubAdm_F,PubAS_PubAdm_P,PubAS_Defen_M,PubAS_Defen_F,PubAS_Defen_P,PubAS_PO_S_and_R_Svs_M,PubAS_PO_S_and_R_Svs_F,PubAS_PO_S_and_R_Svs_P,PubAS_Tot_M,PubAS_Tot_F,PubAS_Tot_P,EdTrn_EdTrn_nfd_M,EdTrn_EdTrn_nfd_F,EdTrn_EdTrn_nfd_P,EdTrn_PreSch_and_Sch_ed_M,EdTrn_PreSch_and_Sch_ed_F,EdTrn_PreSch_and_Sch_ed_P,EdTrn_Tertiary_ed_M,EdTrn_Tertiary_ed_F,EdTrn_Tertiary_ed_P,EdTrn_AdultCom_andOthEd_M,EdTrn_AdultCom_andOthEd_F,EdTrn_AdultCom_andOthEd_P,EdTrn_Tot_M,EdTrn_Tot_F,EdTrn_Tot_P,HC_SA_HC_SA_nfd_M,HC_SA_HC_SA_nfd_F,HC_SA_HC_SA_nfd_P,HC_SA_Hospitals_M,HC_SA_Hospitals_F,HC_SA_Hospitals_P,HC_SA_Med_oth_HCS_M,HC_SA_Med_oth_HCS_F,HC_SA_Med_oth_HCS_P,HC_SA_Resident_CS_M,HC_SA_Resident_CS_F,HC_SA_Resident_CS_P,HC_SA_Soc_assis_Svs_M,HC_SA_Soc_assis_Svs_F,HC_SA_Soc_assis_Svs_P,HC_SA_Tot_M,HC_SA_Tot_F,HC_SA_Tot_P,ArtsR_ArtsR_nfd_M,ArtsR_ArtsR_nfd_F,ArtsR_ArtsR_nfd_P,ArtsR_Heritage_ac_M,ArtsR_Heritage_ac_F,ArtsR_Heritage_ac_P,ArtsR_Creative_PAA_M,ArtsR_Creative_PAA_F,ArtsR_Creative_PAA_P,ArtsR_Sports_rec_ac_M,ArtsR_Sports_rec_ac_F,ArtsR_Sports_rec_ac_P,ArtsR_Gambling_ac_M,ArtsR_Gambling_ac_F,ArtsR_Gambling_ac_P,ArtsR_Tot_M,ArtsR_Tot_F,ArtsR_Tot_P,OthSvs_OthSvs_nfd_M,OthSvs_OthSvs_nfd_F,OthSvs_OthSvs_nfd_P,OthSvs_Repair_maintenanc_M,OthSvs_Repair_maintenanc_F,OthSvs_Repair_maintenanc_P,OthSvs_Personal_OthSvs_M,OthSvs_Personal_OthSvs_F,OthSvs_Personal_OthSvs_P,OthSvs_PriHES_UG_SPA_HOU_M,OthSvs_PriHES_UG_SPA_HOU_F,OthSvs_PriHES_UG_SPA_HOU_P,OthSvs_Tot_M,OthSvs_Tot_F,OthSvs_Tot_P,Inad_des_M,Inad_des_F,Inad_des_P,Industry_of_em_NS_M,Industry_of_em_NS_F,Industry_of_em_NS_P,Tot_M,Tot_F,Tot_P
21205,35,1090,301,1390,187,85,274,429,147,582,3162,901,4067,15,3,16,85,55,142,186,130,313,13,4,18,6,6,12,588,152,734,155,48,204,12,25,41,1058,419,1478,46,35,82,646,657,1303,253,300,553,467,334,802,1404,1328,2737,3,0,5,171,67,234,676,724,1396,852,789,1644,44,14,57,3760,3166,6928,1763,629,2392,5571,3803,9377,0,5,5,1044,1016,2055,1053,736,1790,2094,1752,3850,0,3,5,468,678,1146,34,14,52,1647,639,2292,2154,1325,3482,71,130,199,1357,4191,5552,3757,4782,8541,357,689,1045,5549,9792,15336,79,181,252,2119,6989,9109,1435,3504,4941,478,2106,2585,505,2038,2544,4612,14813,19429,15,18,41,28,18,44,51,50,102,480,445,928,50,16,69,633,551,1183,0,0,4,1295,300,1600,633,1115,1742,0,13,15,1929,1429,3363,2752,1780,4529,878,651,1532,59380,55878,115259
21301,12,1593,502,2098,434,173,608,637,228,867,5385,1357,6739,8,0,8,11,13,29,43,46,92,10,0,12,0,0,0,85,31,124,44,6,51,14,16,31,221,122,338,16,6,20,167,265,425,34,54,89,73,68,141,285,389,674,0,0,0,238,75,310,256,258,507,496,332,826,4,3,9,683,673,1355,241,58,301,925,736,1666,0,0,0,371,392,757,451,341,794,821,733,1557,7,5,5,676,1052,1727,17,6,26,689,256,944,1380,1321,2700,31,68,105,928,3519,4449,194,270,471,154,256,408,1314,4122,5433,24,84,104,891,3588,4472,588,1606,2195,198,1136,1337,487,1792,2278,2190,8211,10392,8,0,7,7,4,14,28,34,63,159,190,351,24,27,50,230,256,483,0,0,0,1178,156,1340,316,616,931,0,0,0,1501,771,2274,1983,847,2838,735,500,1237,35614,28839,64456
21302,17,158,56,213,500,179,678,597,281,871,3133,878,4010,5,0,7,10,11,18,35,30,61,8,4,11,0,3,6,68,23,93,22,20,39,4,20,20,149,106,255,5,6,12,74,95,170,44,55,98,113,67,180,237,224,463,3,0,3,300,57,356,114,183,296,412,238,652,7,3,12,624,609,1233,194,88,285,823,699,1523,0,0,0,215,232,448,302,202,499,516,428,951,0,0,0,315,401,717,37,12,48,437,123,561,796,531,1332,21,34,52,381,1535,1917,27,46,71,115,213,331,540,1829,2368,11,38,49,99,348,449,253,899,1143,121,566,686,131,643,776,614,2494,3114,5,9,11,41,51,91,61,61,126,153,120,274,7,11,16,267,256,521,0,0,0,569,89,658,244,520,770,0,14,14,817,629,1445,1115,440,1560,319,205,521,21233,14195,35433
21303,10,182,51,229,130,57,184,420,197,621,2001,516,2516,3,7,13,22,18,35,126,92,221,10,7,11,0,3,3,105,39,144,31,14,47,12,19,29,304,199,503,7,3,16,118,134,257,28,44,72,194,214,408,348,400,754,4,4,4,84,43,127,152,221,374,234,276,508,4,4,8,808,836,1643,301,99,401,1118,936,2048,0,0,0,242,222,463,286,256,544,525,485,1008,0,4,8,429,671,1101,7,4,8,373,131,503,809,809,1616,28,59,86,482,1591,2076,623,938,1563,138,318,454,1273,2903,4179,12,73,90,690,1956,2643,464,1413,1877,189,811,1004,471,1642,2110,1828,5898,7731,26,9,30,30,29,58,108,99,211,262,234,498,16,10,27,441,386,823,0,0,0,496,101,599,395,832,1231,0,15,15,893,947,1843,936,538,1467,430,286,713,20783,21881,42663
21304,7,286,100,385,111,55,169,379,162,548,2021,570,2592,4,0,4,3,4,13,28,11,40,3,0,3,0,0,0,99,45,143,43,14,65,3,29,29,187,113,299,3,14,23,109,175,280,41,78,118,97,74,166,246,337,589,0,0,0,97,26,116,528,401,930,623,425,1049,7,4,12,455,572,1030,246,93,338,710,668,1378,0,0,0,164,244,406,353,313,668,513,557,1076,3,3,3,455,788,1247,8,3,12,1226,966,2188,1685,1765,3452,24,57,84,1035,4125,5165,40,76,115,179,341,525,1280,4608,5888,12,56,66,116,570,687,336,1091,1429,108,727,834,204,1286,1493,774,3727,4501,0,4,7,40,4,44,19,21,39,161,246,402,11,15,28,233,290,522,0,0,0,801,142,945,211,630,846,0,3,3,1018,776,1795,902,504,1409,411,290,699,22139,21764,43902
21305,4,775,208,981,636,233,864,2604,848,3454,9513,2123,11637,7,3,15,86,21,104,41,41,78,7,3,6,0,3,3,221,167,385,77,30,107,8,24,32,448,300,745,16,19,40,275,325,603,67,108,181,221,175,393,576,634,1210,0,0,3,214,102,313,522,584,1111,739,691,1426,13,8,21,1056,1159,2214,747,333,1080,1816,1509,3320,0,5,8,741,607,1348,697,608,1305,1442,1218,2660,3,0,3,635,1216,1847,411,223,633,1080,572,1647,2126,2010,4134,60,120,185,1686,6370,8055,191,347,533,298,651,947,2233,7484,9718,24,89,107,278,1115,1392,701,2200,2904,288,1434,1722,354,2838,3194,1645,7677,9324,0,0,5,99,117,223,39,52,89,275,411,687,21,19,34,437,608,1045,0,0,0,1270,225,1496,314,831,1147,0,3,3,1579,1068,2647,2199,1018,3215,1017,583,1596,48841,39976,88819
21401,4,269,194,461,50,26,75,106,38,148,1017,414,1429,3,0,6,17,16,29,61,60,122,7,0,11,3,0,3,117,55,168,21,11,34,0,24,30,229,169,398,13,10,18,83,144,228,63,76,142,156,124,273,310,349,660,0,0,0,76,39,115,195,338,527,270,375,644,12,3,13,736,1021,1759,297,113,405,1040,1140,2174,5,5,11,175,399,577,545,419,968,725,833,1560,0,5,5,422,832,1256,13,5,18,510,202,717,947,1050,1992,27,55,81,763,2953,3720,116,217,335,132,242,371,1047,3467,4513,23,112,136,1097,4375,5473,616,1851,2461,218,1163,1380,349,2073,2424,2299,9570,11875,10,14,25,19,23,45,34,64,97,296,256,550,8,13,23,368,376,744,0,0,0,779,164,945,253,803,1055,0,9,9,1036,974,2007,1233,667,1896,373,308,683,23800,28247,52045
21402,58,177,116,287,85,23,110,35,39,71,733,288,1017,3,3,5,31,33,66,48,33,79,8,3,11,0,3,3,68,34,103,18,4,24,0,13,13,178,134,311,19,17,30,142,219,354,46,48,93,183,163,339,383,439,820,0,0,0,69,32,98,390,581,967,459,612,1068,21,7,31,1319,1708,3032,344,127,475,1687,1847,3535,0,0,0,213,341,557,587,454,1042,803,790,1597,0,0,4,347,770,1116,1340,445,1782,392,174,563,2080,1385,3466,33,76,102,832,3264,4098,67,85,149,194,416,609,1122,3836,4960,22,110,132,234,1332,1561,627,2200,2829,371,2024,2389,305,1583,1890,1554,7248,8801,10,9,22,68,69,139,87,124,207,510,536,1049,13,11,21,683,749,1431,0,0,0,718,161,883,298,1188,1487,0,13,13,1019,1362,2382,863,628,1488,435,374,803,27516,30957,58473
21501,5,103,84,184,41,14,55,111,20,133,738,196,933,0,0,3,23,32,56,11,8,11,16,14,31,0,0,0,20,4,29,4,0,7,3,11,13,83,68,149,0,0,0,40,121,158,17,24,42,28,47,76,89,193,279,0,0,0,25,15,40,54,85,137,83,95,176,3,0,3,245,372,621,39,10,52,287,384,668,0,0,0,62,114,178,155,172,329,221,287,508,0,0,0,600,581,1178,0,5,7,534,275,806,1138,863,1999,5,35,41,365,1365,1728,27,65,88,45,86,135,445,1551,1995,11,39,53,372,1950,2323,196,621,813,116,491,609,225,795,1015,919,3895,4812,0,4,4,57,38,95,14,16,32,98,108,205,0,14,10,173,174,345,0,0,0,368,80,452,96,284,384,0,0,0,467,369,837,296,156,451,218,158,380,13782,12813,26594
21502,10,78,52,130,42,19,61,42,13,62,762,208,970,0,0,0,27,31,53,13,5,19,13,15,29,0,0,0,34,3,37,4,5,11,0,0,0,91,62,155,6,8,12,52,101,156,24,48,74,43,50,92,129,207,332,0,0,0,31,26,55,79,120,199,111,153,257,3,0,3,357,425,783,59,7,70,426,436,863,0,0,0,93,178,273,280,359,642,378,538,910,8,5,3,348,505,856,4,0,4,294,119,413,650,624,1269,14,21,34,347,1331,1677,84,152,234,35,99,137,478,1600,2079,9,40,46,221,810,1037,213,720,937,111,675,785,173,894,1065,738,3138,3873,3,0,3,48,14,59,8,11,17,58,61,125,0,6,3,116,93,211,0,0,0,432,79,507,98,319,414,0,0,0,530,397,929,408,213,619,306,230,538,11777,12125,23895
21503,0,61,53,108,14,8,16,49,11,58,445,144,588,0,0,0,7,7,19,5,0,8,3,8,13,0,0,0,7,3,14,0,0,4,0,7,4,29,29,61,4,0,4,24,87,114,9,15,27,19,30,50,64,133,195,0,0,0,11,12,21,23,33,60,34,48,82,0,0,0,166,239,405,12,12,22,175,246,425,0,0,0,38,62,101,122,125,250,160,190,346,0,0,0,271,392,667,0,0,0,122,51,181,397,451,846,9,17,25,255,907,1163,75,66,144,17,32,51,358,1024,1383,5,25,29,119,874,993,95,300,388,45,345,387,46,306,353,306,1851,2158,0,0,0,24,9,30,7,4,15,38,56,90,0,3,3,63,76,141,0,0,0,325,61,386,32,157,191,0,0,0,361,215,578,325,129,456,218,182,399,8818,7781,16600
21601,14,40,40,79,9,9,18,39,13,52,434,130,562,0,0,3,6,12,14,7,3,13,0,0,0,0,0,0,0,0,5,6,11,8,3,4,5,21,29,53,0,4,5,26,77,102,17,38,59,26,33,58,68,155,224,0,0,0,22,7,34,41,79,120,72,90,157,0,0,5,195,301,499,38,8,49,240,307,551,0,0,0,41,90,127,94,100,198,131,188,324,0,0,0,168,233,399,3,4,3,91,37,124,257,273,532,3,8,15,243,864,1107,10,17,27,16,53,61,271,941,1210,0,22,29,118,952,1066,126,421,544,55,451,514,117,544,659,424,2388,2813,0,0,3,9,10,23,5,5,9,48,52,99,0,5,9,67,78,143,0,0,0,304,61,363,75,299,367,0,0,0,378,354,731,249,132,378,176,116,291,8144,8297,16445
21602,3,28,43,71,6,9,12,52,24,77,395,123,519,0,0,0,6,11,16,3,0,8,0,0,0,0,0,4,10,0,13,0,0,0,0,13,13,21,30,48,0,0,4,17,64,77,7,9,11,17,29,47,35,104,135,0,0,0,12,3,10,33,55,87,39,58,99,6,0,0,107,188,291,8,3,12,121,194,313,0,0,0,19,50,75,62,85,152,83,136,222,0,0,0,100,123,221,4,0,5,46,26,77,148,151,295,0,13,14,201,661,866,10,8,16,13,29,49,228,714,947,7,29,34,48,438,484,79,300,383,26,261,287,30,316,344,191,1343,1530,0,0,0,13,4,17,3,5,8,25,14,34,4,0,4,39,25,69,0,0,0,210,49,253,55,131,184,0,0,0,255,179,437,158,81,237,113,73,192,5890,5522,11409
21603,5,124,71,199,27,14,45,65,25,93,988,262,1247,0,0,0,16,22,42,14,9,21,14,7,21,0,0,0,45,27,71,21,22,44,5,25,35,111,114,232,3,5,4,78,121,204,23,34,57,64,80,144,170,246,411,0,0,0,47,22,72,84,125,207,133,151,285,12,3,10,520,621,1140,68,20,87,599,639,1241,0,0,0,83,165,245,272,294,569,357,460,816,0,0,0,336,599,934,0,0,0,361,157,510,695,756,1453,17,42,64,498,1600,2099,137,237,375,39,84,119,696,1959,2653,11,76,83,455,1795,2249,265,851,1110,160,823,979,229,1087,1321,1122,4627,5748,6,5,10,26,28,52,10,12,23,97,94,187,6,4,8,140,136,281,0,5,5,588,107,692,214,495,718,0,9,9,802,618,1417,588,305,898,294,234,524,15604,15525,31126
21701,8,55,48,100,48,24,70,45,14,59,548,152,694,0,0,0,17,32,52,0,3,8,3,6,12,0,0,0,9,8,12,4,0,4,0,5,5,39,60,98,0,0,0,29,72,96,15,15,24,19,24,40,51,112,167,0,0,0,22,7,21,32,67,100,57,73,126,0,0,3,141,264,405,18,9,31,166,276,442,0,0,0,22,50,78,107,111,221,131,167,300,3,0,3,305,412,711,0,0,0,158,66,226,465,474,938,5,18,21,259,871,1136,19,31,49,11,43,57,300,964,1262,11,36,42,195,987,1181,129,446,572,52,319,365,84,343,426,461,2135,2598,0,0,0,32,10,41,0,17,19,46,56,100,0,3,5,76,88,173,0,0,0,237,40,279,69,187,250,0,0,0,308,223,528,244,113,363,148,107,260,8151,7758,15912
21703,6,48,47,92,15,13,27,14,3,11,497,140,636,0,0,0,12,18,36,9,0,8,12,3,11,0,0,0,18,14,30,0,0,0,3,20,25,58,56,115,0,8,9,32,59,91,3,5,9,31,19,52,71,86,155,0,0,0,5,6,7,40,66,101,46,68,112,0,0,0,156,265,426,23,0,23,186,271,450,0,0,0,58,87,149,152,127,283,212,215,426,3,0,5,273,338,612,3,0,3,104,46,150,377,389,766,4,11,19,257,922,1170,16,33,50,12,35,45,292,996,1291,0,27,33,79,705,786,107,380,487,52,342,397,113,462,576,367,1919,2279,4,0,0,27,18,48,10,15,27,46,45,90,0,5,4,87,89,172,0,0,0,256,44,305,51,150,202,0,0,0,307,198,504,250,132,380,196,141,331,9480,8354,17836
21704,4,64,37,95,22,8,27,34,14,47,597,152,747,0,0,3,11,16,28,21,9,27,15,9,30,0,0,0,32,9,39,8,0,7,0,8,8,89,58,141,0,4,4,82,102,185,19,17,41,46,66,112,150,185,340,0,0,0,25,12,33,77,103,186,104,117,220,9,4,12,378,449,827,61,16,70,440,467,906,0,0,0,86,146,229,139,157,289,224,301,520,0,6,4,367,548,914,15,8,27,243,82,321,627,640,1264,11,13,24,366,1059,1423,141,302,450,38,88,126,562,1461,2027,13,50,57,288,1201,1489,255,765,1015,114,777,896,205,758,963,870,3546,4417,5,3,10,12,10,23,21,23,47,96,106,207,3,0,11,138,149,285,0,0,0,329,74,399,99,381,483,0,8,8,428,455,886,314,159,468,180,159,342,11850,12260,24109
29797,0,0,0,0,3,0,5,0,0,0,70,10,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,8,0,9,0,0,4,181,16,194
29999,43,1870,396,2264,396,63,464,175,53,232,6871,1010,7884,35,15,50,110,121,232,321,128,450,101,33,132,24,22,57,666,99,766,200,46,245,3,23,29,1462,487,1949,38,21,59,497,460,954,235,239,473,324,217,535,1094,934,2027,8,0,8,112,41,152,471,390,860,593,432,1024,40,26,64,2899,2652,5549,1933,553,2483,4870,3231,8098,0,11,11,1131,1264,2397,6386,4812,11195,7518,6086,13600,10,11,22,604,1081,1689,138,45,186,1326,476,1806,2074,1619,3695,151,221,369,576,1389,1965,276,369,649,778,1077,1855,1784,3050,4840,107,365,466,236,533,772,876,2157,3036,315,1649,1964,1589,5590,7180,3123,10298,13424,35,37,70,69,38,104,396,397,793,532,247,775,75,43,117,1110,758,1863,0,0,0,1866,115,1977,824,1377,2203,4,141,143,2690,1628,4323,2859,1487,4342,1582,1026,2602,98277,39201,137478
