POW_SA3_CODE_2021,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Afghanistan_E,M_Afghanistan_OM_IE,M_Afghanistan_OM_UIE,M_Afghanistan_CFW,M_Afghanistan_ES_NS,M_Afghanistan_Tot,M_Bangladesh_E,M_Bangladesh_OM_IE,M_Bangladesh_OM_UIE,M_Bangladesh_CFW,M_Bangladesh_ES_NS,M_Bangladesh_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Nepal_E,M_Nepal_OM_IE,M_Nepal_OM_UIE,M_Nepal_CFW,M_Nepal_ES_NS,M_Nepal_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Taiwan_E,M_Taiwan_OM_IE,M_Taiwan_OM_UIE,M_Taiwan_CFW,M_Taiwan_ES_NS,M_Taiwan_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE
20402,6822,838,1026,293,132,9110,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,7,14,8,0,0,0,20,0,0,0,0,0,0,5,0,0,0,0,3,15,0,0,0,0,15,23,0,7,0,0,32,4,0,0,0,0,6,3,0,0,0,0,7,109,8,0,4,0,120,0,0,0,0,0,5,7,0,0,0,0,13,4,0,0,0,0,4,24,7,0,0,0,36,21,5,8,6,0,39,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,18,4,0,0,0,22,41,0,0,0,0,41,12,3,6,4,0,18,76,7,10,4,6,93,19,0,0,0,0,21,50,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,33,23,4,0,0,0,23,3,3,0,0,0,0,11,0,0,0,0,13,182,20,26,9,4,234,16,4
20403,12378,1243,1395,354,149,15521,3,0,0,0,0,3,14,4,0,0,0,11,19,4,9,0,0,29,26,9,4,9,0,47,9,0,0,0,0,12,4,0,0,0,0,4,17,0,0,0,0,19,41,6,13,0,0,56,6,3,0,0,0,7,11,0,0,0,0,16,257,16,7,0,3,287,6,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,25,0,3,0,0,28,20,4,4,5,0,33,0,0,0,0,0,3,7,0,0,0,0,8,4,5,0,0,0,12,14,0,7,0,0,22,68,6,4,0,0,68,23,6,4,0,0,34,184,17,23,0,0,227,12,0,0,0,0,12,116,0,3,0,3,124,0,3,0,0,0,3,3,0,0,0,0,7,48,0,3,0,0,56,23,4,0,0,0,26,13,0,0,0,0,13,7,0,0,0,0,10,409,46,56,9,0,524,31,10
20501,5482,914,958,229,110,7693,17,4,4,0,0,18,0,0,0,0,0,0,16,0,0,0,0,13,30,8,7,0,0,47,3,0,4,0,0,10,3,4,0,0,0,7,16,0,0,0,0,17,10,0,11,0,0,26,0,0,0,0,0,0,7,0,0,0,0,11,153,19,12,6,0,192,19,0,0,0,0,18,6,0,0,0,0,10,8,0,0,0,0,8,16,0,5,0,0,26,14,7,8,3,0,36,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,16,4,0,0,0,22,3,4,0,0,0,9,16,7,8,4,0,38,85,19,16,9,0,134,15,0,7,0,0,16,28,0,3,0,0,29,4,4,4,0,0,9,8,0,0,0,0,12,32,10,0,0,0,44,49,6,7,0,0,60,35,0,0,0,0,35,14,0,0,0,0,16,212,21,42,9,0,283,21,0
20502,5419,704,906,268,149,7449,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,14,16,9,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,11,16,4,0,0,0,18,0,0,0,0,0,6,6,0,0,0,0,8,63,12,4,0,3,83,6,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,13,4,3,0,0,3,13,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,4,3,0,0,36,8,0,0,0,0,8,15,6,5,4,0,29,79,3,15,3,3,104,8,0,0,0,0,10,50,0,0,0,0,52,0,0,0,0,0,4,5,0,0,0,0,3,29,0,0,0,0,32,19,0,0,0,0,23,5,0,0,0,0,5,13,0,0,0,0,18,193,24,42,9,5,268,12,0
20503,6669,1102,1710,343,222,10045,8,0,3,0,0,8,4,0,4,0,0,3,14,3,3,0,0,17,29,11,5,4,0,43,0,0,0,0,0,9,5,0,0,0,0,6,6,3,0,0,0,11,14,0,3,0,0,23,0,0,3,0,0,3,6,0,6,0,0,13,138,19,3,0,6,171,0,0,0,0,0,5,10,0,4,0,0,13,5,0,0,0,0,5,19,5,12,3,0,38,23,4,15,3,5,43,6,0,0,0,0,4,18,3,0,0,0,21,5,4,0,0,0,5,33,5,0,0,0,34,17,0,0,0,0,19,19,8,10,4,6,52,113,21,43,9,9,200,7,0,4,0,0,12,37,0,4,0,0,35,7,0,0,0,0,5,8,0,3,0,0,6,26,11,9,3,0,42,40,5,3,0,0,52,17,0,0,0,0,17,14,0,0,0,0,14,296,56,67,22,10,454,21,5
20504,12427,792,780,131,134,14262,0,4,0,0,0,9,15,0,0,0,0,17,22,0,0,0,0,24,34,11,8,3,0,60,6,3,0,0,0,9,14,0,0,0,0,12,13,4,0,0,0,12,21,9,0,0,4,31,4,3,0,4,0,9,3,3,0,0,0,14,217,29,8,0,0,255,6,0,0,0,0,6,6,0,0,0,0,8,8,0,0,0,0,9,29,0,0,0,0,28,35,8,3,9,0,54,8,0,0,0,0,15,3,0,0,0,0,5,0,0,0,0,0,3,38,3,0,0,0,44,15,0,0,0,0,15,43,0,6,0,0,53,181,9,11,3,3,207,25,0,7,0,0,31,101,3,4,0,0,109,9,3,0,0,0,14,8,0,0,0,0,10,50,6,5,0,0,61,78,11,0,0,0,93,4,0,0,0,0,4,18,0,0,5,0,21,340,30,29,9,8,413,27,3
20505,6050,548,937,217,115,7870,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,9,3,4,0,0,18,4,0,0,0,0,8,3,0,0,0,0,4,7,0,0,0,0,12,13,3,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,84,14,5,0,0,99,4,0,0,0,0,3,5,0,0,0,0,3,3,3,0,0,0,7,8,0,0,0,0,12,9,3,5,0,0,18,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,23,3,0,0,0,24,12,0,0,0,0,12,9,3,3,0,0,20,113,16,18,6,0,154,14,3,0,0,0,16,76,0,0,0,0,76,4,0,0,0,0,4,4,0,0,0,0,6,23,0,5,0,0,29,24,0,0,0,0,26,0,0,0,0,0,0,10,0,0,0,0,14,228,20,26,8,10,276,22,0
20601,5955,1078,1062,87,52,8236,29,3,9,0,0,45,38,0,8,3,0,55,31,0,4,0,0,35,159,59,39,17,3,273,16,4,3,0,0,23,31,14,8,0,8,61,11,0,0,0,0,13,30,6,7,0,0,47,63,16,29,3,0,120,26,9,5,0,0,45,440,43,34,5,0,528,36,3,8,0,0,50,33,7,7,0,0,50,58,15,15,0,0,86,34,7,6,0,0,49,164,43,46,11,6,268,12,3,6,0,0,27,23,5,0,0,0,28,66,39,32,3,3,137,89,19,21,0,0,132,242,11,8,3,0,273,15,7,0,0,0,22,227,32,39,0,0,297,87,17,17,10,0,127,131,7,10,0,0,151,17,4,0,0,0,21,28,3,3,0,0,33,33,10,11,0,0,49,98,6,8,4,0,116,22,5,0,0,0,24,35,6,7,0,0,44,277,63,73,6,4,419,61,16
20602,4035,826,691,70,29,5653,9,0,0,0,0,11,15,3,5,0,0,18,20,3,5,0,0,24,148,34,23,6,0,207,7,0,0,0,0,10,5,4,5,0,0,15,9,4,0,0,0,11,14,3,3,0,0,21,71,20,21,3,4,124,19,4,5,0,0,26,269,39,15,0,5,330,22,0,6,0,0,31,21,4,6,0,0,29,10,3,0,0,0,17,15,8,5,0,0,30,76,22,23,8,0,128,12,3,4,0,0,19,15,0,6,0,0,23,31,9,7,0,0,48,54,10,7,0,0,64,113,3,0,0,0,121,7,0,3,0,0,10,147,18,33,3,0,204,34,3,6,0,0,39,66,0,0,0,0,70,3,0,5,0,0,3,16,3,0,0,0,18,23,7,4,4,0,34,67,4,4,0,0,74,6,0,0,0,0,10,4,4,0,0,0,11,222,48,66,7,0,339,34,7
20603,4388,1026,639,81,32,6171,18,8,0,0,0,24,36,0,0,0,0,36,7,5,9,0,0,17,123,25,23,10,0,176,12,3,3,0,0,20,14,7,6,0,0,31,14,3,0,3,0,18,12,4,6,0,0,18,34,15,11,5,0,59,29,10,4,0,0,40,438,60,23,3,5,535,22,0,0,0,0,25,21,12,13,0,0,47,35,10,6,4,4,57,22,6,4,0,0,32,63,44,25,10,4,145,11,0,5,0,0,14,27,6,0,0,0,40,16,13,11,8,0,48,80,13,3,0,0,100,176,12,4,0,0,192,7,6,4,0,0,13,118,20,14,0,0,158,53,4,4,0,0,65,77,5,5,0,0,88,11,0,0,0,0,11,25,3,4,0,0,31,20,6,3,0,0,27,90,6,5,0,0,108,9,0,3,0,0,11,23,0,4,0,0,29,180,42,27,3,0,260,19,0
20604,128756,5687,3674,357,359,138835,393,23,25,8,13,457,1113,8,13,4,4,1143,790,29,18,0,4,835,7267,668,290,140,54,8414,288,17,6,0,0,316,453,40,12,4,4,508,615,12,12,3,3,640,923,44,30,3,3,1000,557,62,31,5,4,658,1846,74,44,12,4,1986,23989,611,246,61,84,24991,1803,63,26,3,0,1897,1183,51,32,11,5,1286,319,14,14,4,3,354,1348,30,23,5,0,1404,1234,112,55,12,5,1420,417,15,14,6,0,453,1030,94,26,18,6,1170,320,39,24,3,9,390,4712,206,110,17,19,5065,1631,41,4,6,11,1691,450,23,9,0,0,491,5745,177,149,4,16,6092,2277,50,30,7,12,2375,3660,36,34,4,6,3734,431,19,28,4,4,494,1322,46,24,6,0,1401,2464,97,51,4,6,2627,4385,108,38,10,11,4549,597,24,21,6,0,652,627,26,19,4,3,675,11425,445,290,17,19,12204,1703,57
20605,26046,3223,1459,195,129,31059,115,23,13,0,5,162,139,3,10,0,0,153,123,17,12,0,0,150,1027,151,72,34,7,1298,87,12,8,0,0,102,89,16,7,0,0,117,109,10,4,0,0,127,171,23,10,4,3,205,156,23,12,5,0,206,252,18,17,7,0,289,3554,304,200,16,19,4095,314,10,13,0,0,335,208,13,17,0,0,237,86,0,11,0,0,98,312,35,20,0,5,369,236,45,29,4,0,317,82,3,3,5,3,92,193,16,4,0,3,222,93,10,8,4,0,126,646,45,31,6,0,737,457,5,4,5,0,471,88,18,0,0,0,109,1179,97,66,3,0,1348,446,31,65,3,7,553,690,7,10,0,5,705,95,15,9,0,0,125,172,14,10,0,0,195,431,62,36,0,0,530,840,46,29,3,3,918,86,3,3,0,0,94,136,8,10,0,0,153,2135,271,146,18,11,2585,313,27
