POW_SA3_CODE_2021,OIDNS_400_499_H_0,OIDNS_400_499_H_1_19,OIDNS_400_499_H_20_29,OIDNS_400_499_H_30_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40_44,OIDNS_400_499_H_45_49,OIDNS_400_499_H_50ov,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_19,OIDNS_500_649_H_20_29,OIDNS_500_649_H_30_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40_44,OIDNS_500_649_H_45_49,OIDNS_500_649_H_50ov,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_19,OIDNS_650_799_H_20_29,OIDNS_650_799_H_30_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40_44,OIDNS_650_799_H_45_49,OIDNS_650_799_H_50ov,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_19,OIDNS_800_999_H_20_29,OIDNS_800_999_H_30_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40_44,OIDNS_800_999_H_45_49,OIDNS_800_999_H_50ov,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_19,OIDNS_1000_1249_H_20_29,OIDNS_1000_1249_H_30_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40_44,OIDNS_1000_1249_H_45_49,OIDNS_1000_1249_H_50ov,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_19,OIDNS_1250_1499_H_20_29,OIDNS_1250_1499_H_30_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40_44,OIDNS_1250_1499_H_45_49,OIDNS_1250_1499_H_50ov,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_19,OIDNS_1500_1749_H_20_29,OIDNS_1500_1749_H_30_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40_44,OIDNS_1500_1749_H_45_49,OIDNS_1500_1749_H_50ov,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_19,OIDNS_1750_1999_H_20_29,OIDNS_1750_1999_H_30_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40_44,OIDNS_1750_1999_H_45_49,OIDNS_1750_1999_H_50ov,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot,OIDNS_2000_2999_H_0,OIDNS_2000_2999_H_1_19,OIDNS_2000_2999_H_20_29,OIDNS_2000_2999_H_30_34,OIDNS_2000_2999_H_35_39,OIDNS_2000_2999_H_40_44,OIDNS_2000_2999_H_45_49,OIDNS_2000_2999_H_50ov,OIDNS_2000_2999_H_NS,OIDNS_2000_2999_H_Tot,OIDNS_3000_3499_H_0,OIDNS_3000_3499_H_1_19,OIDNS_3000_3499_H_20_29,OIDNS_3000_3499_H_30_34,OIDNS_3000_3499_H_35_39,OIDNS_3000_3499_H_40_44,OIDNS_3000_3499_H_45_49,OIDNS_3000_3499_H_50ov,OIDNS_3000_3499_H_NS,OIDNS_3000_3499_H_Tot,OIDNS_3500mo_H_0,OIDNS_3500mo_H_1_19,OIDNS_3500mo_H_20_29,OIDNS_3500mo_H_30_34,OIDNS_3500mo_H_35_39,OIDNS_3500mo_H_40_44,OIDNS_3500mo_H_45_49,OIDNS_3500mo_H_50ov,OIDNS_3500mo_H_NS,OIDNS_3500mo_H_Tot,OIDNS_PINS_H_0,OIDNS_PINS_H_1_19,OIDNS_PINS_H_20_29,OIDNS_PINS_H_30_34,OIDNS_PINS_H_35_39,OIDNS_PINS_H_40_44,OIDNS_PINS_H_45_49,OIDNS_PINS_H_50ov,OIDNS_PINS_H_NS,OIDNS_PINS_H_Tot,OIDNS_Tot_H_0,OIDNS_Tot_H_1_19,OIDNS_Tot_H_20_29,OIDNS_Tot_H_30_34,OIDNS_Tot_H_35_39,OIDNS_Tot_H_40_44,OIDNS_Tot_H_45_49,OIDNS_Tot_H_50ov,OIDNS_Tot_H_NS,OIDNS_Tot_H_Tot,Tot_NNI_H_0,Tot_NNI_H_1_19,Tot_NNI_H_20_29,Tot_NNI_H_30_34,Tot_NNI_H_35_39,Tot_NNI_H_40_44,Tot_NNI_H_45_49,Tot_NNI_H_50ov,Tot_NNI_H_NS,Tot_NNI_H_Tot,Tot_1_149_H_0,Tot_1_149_H_1_19,Tot_1_149_H_20_29,Tot_1_149_H_30_34,Tot_1_149_H_35_39,Tot_1_149_H_40_44,Tot_1_149_H_45_49,Tot_1_149_H_50ov,Tot_1_149_H_NS,Tot_1_149_H_Tot,Tot_150_299_H_0,Tot_150_299_H_1_19,Tot_150_299_H_20_29,Tot_150_299_H_30_34,Tot_150_299_H_35_39,Tot_150_299_H_40_44,Tot_150_299_H_45_49,Tot_150_299_H_50ov,Tot_150_299_H_NS,Tot_150_299_H_Tot,Tot_300_399_H_0,Tot_300_399_H_1_19,Tot_300_399_H_20_29,Tot_300_399_H_30_34,Tot_300_399_H_35_39,Tot_300_399_H_40_44,Tot_300_399_H_45_49,Tot_300_399_H_50ov,Tot_300_399_H_NS,Tot_300_399_H_Tot,Tot_400_499_H_0,Tot_400_499_H_1_19,Tot_400_499_H_20_29,Tot_400_499_H_30_34,Tot_400_499_H_35_39,Tot_400_499_H_40_44,Tot_400_499_H_45_49,Tot_400_499_H_50ov,Tot_400_499_H_NS,Tot_400_499_H_Tot,Tot_500_649_H_0,Tot_500_649_H_1_19,Tot_500_649_H_20_29,Tot_500_649_H_30_34,Tot_500_649_H_35_39,Tot_500_649_H_40_44,Tot_500_649_H_45_49,Tot_500_649_H_50ov,Tot_500_649_H_NS,Tot_500_649_H_Tot,Tot_650_799_H_0,Tot_650_799_H_1_19,Tot_650_799_H_20_29,Tot_650_799_H_30_34,Tot_650_799_H_35_39,Tot_650_799_H_40_44,Tot_650_799_H_45_49,Tot_650_799_H_50ov,Tot_650_799_H_NS,Tot_650_799_H_Tot
20402,5,4,3,0,5,0,0,0,7,28,0,4,6,0,0,5,0,0,12,28,3,0,3,7,5,6,0,0,14,26,3,0,0,0,7,6,0,3,14,38,4,4,0,4,15,11,0,5,6,54,0,0,0,0,10,6,0,8,6,34,0,0,0,0,4,9,0,0,4,22,0,0,0,0,5,10,0,0,0,19,0,0,0,0,0,8,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,8,5,0,0,0,3,0,0,3,30,43,25,28,25,18,60,63,7,33,118,376,25,35,12,11,3,33,7,43,9,175,130,528,26,3,10,8,0,18,29,746,75,399,59,19,17,30,5,40,18,657,59,333,103,32,38,40,3,52,22,680,66,310,223,62,66,77,16,67,27,919,108,434,528,154,152,122,29,110,40,1674,130,356,486,309,423,221,54,122,44,2135
20403,0,7,0,0,0,3,0,0,10,26,4,4,5,3,5,0,0,0,21,46,5,7,9,6,10,7,0,0,11,55,10,9,10,10,17,5,3,3,15,84,4,0,6,8,13,23,6,9,11,80,0,0,6,0,7,12,3,11,5,50,0,0,3,0,4,10,9,3,7,35,4,0,0,3,6,7,5,8,5,28,0,0,0,0,0,17,0,4,0,26,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,5,3,10,0,3,0,0,7,4,0,4,54,70,46,65,42,29,61,92,30,48,177,589,37,56,18,9,10,23,3,56,21,236,186,786,33,6,6,11,0,25,22,1080,101,600,108,21,18,15,12,37,26,937,102,536,161,44,43,40,6,56,32,1022,117,533,280,102,102,107,29,87,38,1398,186,653,754,246,218,208,50,143,61,2513,212,560,809,517,622,381,69,198,71,3427
20501,0,3,0,0,0,0,0,3,6,15,0,4,3,0,3,0,0,3,6,16,0,3,6,0,0,3,0,0,12,27,3,3,5,0,4,10,0,3,6,38,0,0,0,5,10,9,3,6,5,38,0,0,0,0,4,5,3,4,4,28,0,0,0,0,4,9,0,0,3,22,0,0,0,0,0,3,0,5,9,14,0,0,0,0,3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,6,3,12,0,5,0,0,5,7,5,0,23,48,19,36,21,10,40,44,11,35,92,317,17,55,7,9,12,17,0,40,10,177,91,587,26,11,7,3,0,16,15,752,76,576,91,16,14,9,0,32,12,830,76,404,124,35,23,37,3,33,19,757,73,415,228,64,61,52,16,55,28,976,123,469,513,154,166,135,29,98,38,1713,127,340,541,325,420,228,29,119,50,2186
20502,3,4,4,0,0,4,0,0,9,19,3,3,8,5,7,0,0,0,16,37,0,3,5,4,9,0,0,0,15,37,0,3,6,0,16,5,6,5,14,56,8,3,0,8,9,8,0,4,8,49,4,0,0,3,9,10,0,7,7,30,0,0,0,0,0,3,3,0,4,11,0,0,0,0,3,8,0,0,3,16,0,0,0,0,8,7,0,0,3,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,8,3,4,0,0,3,5,0,3,22,35,37,41,25,24,66,42,9,18,127,383,19,31,13,10,9,11,0,44,16,156,79,417,21,8,9,9,7,20,28,604,59,345,73,10,11,14,4,27,6,547,77,394,128,33,27,21,11,45,24,760,75,369,214,68,61,71,13,53,19,938,111,465,536,176,165,121,34,92,51,1746,133,368,504,342,380,218,43,122,48,2153
20503,6,5,0,0,0,0,0,0,8,27,3,7,7,0,0,0,0,0,8,23,6,6,6,8,3,3,0,0,15,44,0,8,4,5,13,9,3,8,13,69,14,0,5,6,12,6,0,4,9,64,3,0,0,0,5,7,0,0,7,19,5,0,0,4,4,9,3,5,3,30,0,0,0,0,0,4,0,5,0,17,0,0,7,0,5,4,3,4,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,6,4,5,0,0,0,4,7,43,63,56,62,35,27,55,53,21,35,146,494,33,60,30,22,8,35,6,61,17,266,201,666,33,13,6,8,3,17,40,978,130,581,91,28,27,18,4,34,34,946,96,568,159,40,34,38,8,46,30,1033,126,580,335,84,82,79,17,75,44,1418,177,673,698,196,171,163,34,109,50,2274,189,497,629,416,369,276,57,163,60,2645
20504,5,7,0,0,0,0,0,0,12,35,5,11,11,0,3,0,0,3,20,51,0,4,0,6,6,7,0,0,9,38,5,5,9,3,19,11,0,0,14,70,4,10,0,4,21,16,0,6,8,66,0,0,0,0,13,9,3,5,3,46,0,0,0,0,9,11,5,5,4,37,0,0,0,0,9,12,0,6,6,38,3,0,0,0,5,8,6,8,3,33,0,0,0,0,4,0,0,4,4,14,0,0,3,0,0,3,0,0,4,19,3,4,4,0,4,12,4,7,69,107,42,62,32,24,108,99,21,60,193,643,43,47,21,8,13,16,9,23,26,204,139,807,36,9,9,4,0,13,24,1049,96,686,114,20,15,19,5,12,26,987,107,616,180,40,41,34,0,23,29,1069,96,613,377,78,93,74,8,35,41,1415,178,628,809,247,212,186,31,56,62,2406,191,434,817,511,579,326,70,132,62,3115
20505,5,3,4,0,0,0,0,0,5,18,0,4,5,7,3,0,0,0,13,28,0,5,3,0,3,7,0,5,11,32,8,3,0,0,9,5,0,3,5,36,4,0,0,3,13,9,3,0,5,37,0,0,0,0,11,14,0,5,3,31,0,0,0,0,0,6,0,3,4,18,0,0,0,0,0,5,0,9,0,14,6,0,0,0,5,0,0,10,0,18,0,0,0,0,0,0,0,4,0,9,0,0,3,0,0,0,0,3,0,9,6,0,0,0,3,0,0,7,26,43,38,30,26,19,42,51,10,49,110,369,24,36,10,9,8,13,3,72,13,180,105,444,23,0,6,6,0,18,22,626,59,336,63,17,13,28,4,42,10,570,53,293,99,31,29,26,7,60,24,613,63,342,229,53,64,50,13,63,23,895,84,374,401,163,114,145,36,81,47,1441,96,240,429,284,291,222,41,123,29,1767
20601,0,3,8,0,0,0,0,0,7,27,3,3,7,0,0,0,0,0,9,34,0,7,0,5,0,6,0,0,16,43,0,0,6,4,9,3,0,6,11,43,0,0,0,12,12,13,0,4,7,53,0,0,4,0,6,7,0,0,3,27,0,4,3,3,10,9,5,4,6,42,3,0,0,0,10,5,0,5,4,26,0,3,0,0,9,18,0,0,6,40,0,0,0,0,0,5,0,3,3,12,0,0,0,0,6,6,0,3,0,15,0,4,4,0,8,3,0,0,43,63,27,53,43,34,70,76,7,39,133,478,33,46,19,15,14,22,3,20,9,177,87,625,29,10,5,8,0,7,7,784,103,711,105,17,9,16,6,18,23,1007,131,676,230,26,29,41,7,29,19,1188,120,701,429,57,49,54,3,23,31,1480,156,809,768,213,141,124,21,59,43,2339,146,589,795,410,447,261,33,82,52,2807
20602,0,0,4,0,0,0,0,0,3,17,3,7,0,3,0,0,0,0,8,22,0,5,4,5,3,4,0,0,5,28,0,5,7,0,10,6,0,0,9,38,0,4,7,0,10,6,4,0,3,33,0,0,0,0,6,9,0,6,4,31,0,0,0,0,3,4,0,0,0,11,0,0,0,0,4,0,0,0,3,6,0,0,0,7,3,10,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,12,0,0,4,0,4,0,0,4,30,41,20,35,28,16,50,40,3,26,78,294,16,29,5,11,9,12,0,14,8,98,76,361,16,6,4,3,0,11,0,482,70,416,39,14,8,6,3,14,13,569,73,426,121,21,11,28,5,16,8,711,63,387,218,41,25,38,7,19,14,810,107,449,430,124,88,84,14,48,24,1370,86,322,425,260,274,184,19,51,18,1640
20603,0,7,0,0,0,0,0,0,3,9,0,0,8,0,0,3,0,0,4,24,3,3,7,3,4,3,0,0,10,31,0,4,3,4,8,6,0,0,16,48,0,0,10,8,10,8,0,5,6,48,0,0,4,4,10,4,0,4,8,39,0,0,0,0,16,11,0,0,6,39,0,0,0,0,3,7,0,0,0,12,0,0,0,0,10,12,0,0,0,28,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,7,3,15,0,0,0,0,5,5,0,5,35,55,23,40,35,25,69,57,7,30,112,413,22,54,13,9,3,22,4,23,19,161,122,707,18,5,4,6,0,3,6,869,101,699,97,20,11,10,0,11,14,962,94,532,197,23,20,20,0,15,16,920,82,454,315,63,34,30,10,17,21,1020,123,477,582,122,119,75,9,37,22,1586,129,382,566,269,292,156,21,51,31,1891
20604,37,76,47,14,18,7,0,0,99,293,49,82,72,18,24,15,3,11,111,385,42,46,89,40,80,24,0,12,136,474,37,53,91,53,183,113,12,26,170,736,40,32,74,70,356,236,22,34,160,1018,37,32,39,40,351,237,33,42,103,927,52,28,19,49,319,228,47,54,95,890,23,22,14,21,234,232,30,75,64,721,58,20,18,42,299,445,97,156,86,1218,3,3,7,10,63,99,20,75,27,323,25,25,9,14,49,159,46,257,62,643,30,25,21,10,92,113,15,36,734,1082,597,650,571,399,2095,1921,335,807,2188,9561,406,346,149,67,145,180,33,140,236,1699,883,2078,150,42,42,56,12,55,120,3442,1145,3442,487,94,92,85,14,43,158,5566,1218,3721,1226,187,162,129,26,70,222,6957,1120,3870,2463,343,265,264,39,86,277,8729,1628,4895,5109,1005,758,590,100,184,349,14624,1819,4018,5583,2284,2841,1497,192,306,444,18976
20605,10,15,14,4,3,0,0,5,13,55,6,18,16,4,5,5,0,4,23,90,4,11,20,13,14,13,0,0,25,108,8,9,20,13,61,22,5,6,35,170,9,9,12,10,93,59,10,10,35,243,9,11,11,10,38,55,3,10,26,169,0,4,8,3,44,36,0,15,12,130,5,0,0,3,24,37,8,13,5,104,3,3,9,4,32,63,22,25,17,176,0,5,0,8,3,18,4,10,4,56,0,13,16,0,14,18,7,51,3,119,4,5,4,6,13,22,3,11,155,221,80,146,135,74,345,364,71,168,419,1802,69,100,41,13,35,49,9,60,54,432,183,718,52,15,10,17,9,11,30,1046,219,969,180,34,30,29,3,18,46,1526,229,1077,343,56,50,50,11,28,39,1890,214,1080,727,112,110,90,11,46,43,2426,267,1242,1480,358,231,196,34,109,81,4000,301,938,1494,701,814,500,78,143,92,5065
20606,0,0,4,0,0,0,0,0,0,11,5,3,9,3,3,3,0,0,13,34,5,3,9,5,8,0,0,0,6,34,0,12,10,8,12,18,0,3,12,63,0,6,0,4,20,12,4,4,13,68,0,4,4,4,9,15,4,10,6,51,3,0,0,0,13,19,3,0,0,40,4,0,0,3,10,11,3,9,3,39,4,4,4,0,10,12,0,10,5,55,0,0,0,0,0,5,0,0,4,21,3,9,9,5,5,15,0,27,16,88,0,0,0,0,9,7,0,6,54,82,36,67,56,43,88,122,16,76,156,671,41,54,36,11,15,29,7,25,14,231,117,551,21,15,3,7,0,10,9,731,121,700,105,19,6,8,0,7,11,976,130,787,224,36,24,24,3,17,24,1258,161,719,414,61,36,39,17,17,22,1486,212,786,863,171,107,99,19,54,41,2360,215,586,842,388,396,229,32,69,37,2790
20607,4,12,13,3,0,0,0,0,14,46,3,11,23,10,0,4,0,0,21,75,6,11,20,7,19,3,0,4,33,107,8,14,17,12,39,29,0,9,23,145,3,8,16,20,61,30,3,11,30,177,6,4,5,5,48,37,3,10,23,149,0,6,7,11,39,38,3,14,17,134,4,3,0,3,30,28,4,15,10,107,6,7,5,4,33,51,11,28,18,162,0,0,0,0,5,10,6,4,3,31,0,6,3,0,10,17,0,36,13,85,3,9,3,0,15,24,5,17,146,214,67,149,110,79,308,291,36,154,415,1616,81,91,30,14,39,36,16,52,38,396,219,998,32,11,16,14,8,14,26,1334,258,1213,158,33,25,32,0,16,31,1776,251,1248,337,62,45,43,11,42,62,2104,258,1281,735,111,76,87,14,58,57,2676,399,1624,1549,390,245,189,38,70,83,4592,433,1232,1776,851,908,497,71,169,90,6041
20701,5,14,16,4,3,5,0,0,12,58,3,20,13,4,6,4,0,3,20,78,3,17,17,10,13,4,0,3,27,91,8,16,16,4,24,13,3,3,29,124,3,8,12,10,36,34,6,7,20,135,8,9,13,4,25,28,3,11,9,115,8,11,6,8,27,20,7,6,12,108,0,7,4,5,18,25,3,10,17,91,3,10,3,8,23,25,7,14,10,107,0,9,4,4,4,6,4,11,3,42,3,18,7,3,4,25,4,14,8,86,4,7,4,4,22,17,3,5,122,183,72,177,137,76,199,223,43,100,348,1373,61,134,53,21,39,53,6,48,40,454,383,1821,85,17,11,26,5,18,21,2386,263,1994,240,55,25,42,7,23,33,2688,237,1696,489,73,33,79,10,37,51,2701,203,1523,828,131,79,75,8,39,44,2927,257,1589,1569,369,230,226,32,100,72,4441,276,1235,1665,736,678,412,65,143,85,5285
20702,6,10,4,0,0,0,0,0,8,29,4,9,9,3,0,0,0,0,14,32,0,8,6,3,3,0,0,0,8,32,0,6,7,8,14,8,0,0,12,52,0,4,3,8,8,6,0,4,12,48,0,0,0,4,4,6,4,3,9,34,0,3,3,0,10,12,0,7,0,37,0,0,0,0,3,4,0,0,5,9,0,0,4,0,0,11,0,0,8,28,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,8,0,4,0,0,5,6,0,0,36,52,19,75,52,35,58,54,12,32,120,446,35,77,27,11,17,32,0,17,14,220,229,1078,35,18,4,10,0,4,9,1382,192,1092,129,23,17,25,0,14,10,1499,157,897,275,48,24,34,7,16,20,1476,137,694,455,78,50,66,9,19,17,1534,164,700,840,205,127,106,12,40,33,2227,141,484,749,378,371,198,34,64,30,2449
20703,4,5,7,4,0,4,0,0,17,51,4,14,10,7,4,3,0,0,16,50,0,10,15,6,16,10,0,0,9,62,0,12,11,4,24,7,0,7,15,81,5,6,10,6,34,26,4,0,21,116,4,7,6,0,21,12,6,4,12,64,0,5,0,0,17,14,0,6,6,66,6,0,0,3,9,4,0,0,4,34,3,0,0,5,19,14,3,8,8,62,0,0,0,0,3,3,0,0,3,17,0,0,0,0,0,4,0,4,3,18,3,6,8,0,7,3,3,0,92,123,44,112,94,49,171,125,19,44,239,883,49,83,30,11,21,36,0,24,24,282,211,1175,41,8,12,11,0,5,21,1493,158,1225,161,19,16,32,5,6,20,1649,137,1047,334,79,47,46,7,14,29,1745,136,877,571,76,68,67,20,43,35,1905,159,965,1059,295,222,175,23,46,44,2991,205,702,1069,543,663,359,49,83,52,3730
20801,0,9,4,4,0,0,0,0,4,19,0,6,10,7,3,0,0,0,4,25,0,5,4,6,4,5,0,0,9,30,4,5,10,3,9,12,3,0,12,61,3,0,3,3,10,8,6,9,10,55,5,9,3,0,4,6,0,4,4,37,0,8,0,4,13,14,0,5,6,51,0,3,0,0,4,4,0,5,3,22,0,0,6,0,5,5,0,7,10,38,0,4,0,0,6,0,0,4,0,19,0,18,12,0,0,7,6,11,6,58,5,0,0,0,5,9,0,3,47,77,27,83,74,25,70,72,24,49,139,563,26,88,24,11,16,30,4,22,16,238,193,982,29,4,13,8,0,3,12,1243,161,931,120,25,13,17,3,17,10,1302,124,748,180,44,25,37,5,18,25,1198,113,745,398,53,43,54,4,29,20,1461,154,761,763,181,134,119,24,54,27,2210,154,593,764,406,361,234,37,76,34,2652
20802,6,10,0,0,0,0,0,0,8,27,3,10,9,7,0,0,0,0,8,45,4,3,9,3,13,6,0,0,7,51,3,9,8,13,16,13,0,0,7,71,5,16,5,8,23,10,3,0,15,88,0,0,0,8,9,19,0,9,14,53,3,3,0,3,14,17,0,3,13,57,0,0,3,3,10,14,0,7,3,39,0,7,0,7,11,16,4,13,12,56,0,0,0,0,0,4,3,3,0,17,0,9,0,5,0,10,4,6,0,32,0,3,3,3,8,14,0,5,71,109,42,112,58,56,105,131,20,54,199,776,46,101,43,21,21,38,12,49,19,346,201,1261,50,7,9,17,5,9,11,1578,129,1242,166,31,18,23,9,23,11,1658,137,977,287,63,38,43,16,32,29,1624,140,917,588,81,69,70,18,38,31,1949,181,1002,1018,274,186,135,29,69,38,2926,159,741,1000,528,529,302,59,120,47,3494
20803,6,16,12,0,0,0,0,0,16,48,0,12,12,10,9,3,0,0,14,66,3,13,23,10,20,13,0,3,30,115,6,10,13,6,48,33,0,9,35,158,3,5,19,4,73,57,12,13,27,209,0,5,5,6,36,39,14,11,11,124,6,5,4,3,26,20,5,13,11,109,5,3,4,0,15,25,0,11,11,69,0,0,3,0,13,20,5,7,10,63,0,6,0,0,0,9,0,4,5,21,0,9,0,0,0,10,0,13,8,39,3,9,4,0,19,19,5,0,118,180,59,149,102,59,264,252,51,94,359,1386,75,135,41,26,43,33,13,55,45,466,359,1827,79,23,6,15,3,11,27,2349,251,1725,222,40,38,30,10,15,23,2360,223,1377,455,77,64,59,13,43,38,2346,260,1168,869,134,123,112,20,56,42,2786,292,1339,1589,447,384,321,55,92,67,4582,299,973,1517,871,1422,689,106,199,107,6195
20804,0,4,3,0,0,0,0,0,10,17,3,3,5,0,0,0,0,0,3,17,0,7,0,0,5,4,0,0,5,33,5,4,4,9,11,5,0,3,10,44,0,4,8,6,19,3,0,4,6,46,0,0,0,0,7,6,0,0,0,22,7,0,0,0,3,8,0,0,4,22,0,0,0,0,0,4,0,3,5,12,0,3,0,0,5,5,0,3,0,21,0,0,0,0,0,0,0,3,0,14,0,0,3,7,0,6,0,10,5,35,0,4,3,0,0,5,3,6,40,68,29,53,32,22,56,49,12,35,117,396,39,52,19,12,3,8,7,16,14,167,239,731,20,4,3,6,0,3,8,1019,228,810,88,15,3,0,7,5,18,1169,185,714,182,14,21,14,4,7,13,1159,166,682,376,57,28,22,7,11,22,1373,209,702,693,126,107,50,13,16,24,1937,182,488,656,294,335,144,16,34,32,2183
20901,0,7,0,5,0,0,0,0,16,30,3,8,8,4,5,3,0,0,16,47,3,9,8,6,6,5,0,0,18,55,5,4,3,12,17,8,0,4,12,68,8,3,8,7,23,18,3,3,15,88,0,3,3,4,9,14,5,0,11,57,3,3,3,3,15,11,3,3,6,55,0,5,4,0,10,15,6,10,3,44,0,0,0,0,10,18,3,7,4,50,0,0,0,0,0,6,0,0,0,13,0,0,0,0,5,3,0,11,0,21,0,0,5,4,9,10,0,11,64,109,37,84,57,51,106,116,27,50,195,727,50,74,27,14,21,22,4,27,26,264,210,1239,50,6,9,10,0,8,13,1564,164,1200,149,29,17,24,5,6,22,1618,150,1010,305,50,40,38,8,33,26,1666,138,992,530,92,77,66,6,35,34,1973,223,967,1140,275,225,182,35,76,48,3167,233,763,1171,639,653,386,70,106,56,4063
20902,0,3,5,0,0,0,0,5,8,22,0,6,8,3,0,4,0,3,12,45,4,5,14,4,9,5,0,3,13,52,0,0,4,7,19,11,0,6,9,61,4,11,3,6,34,18,0,5,17,88,3,0,6,5,19,24,4,8,12,76,0,0,9,0,12,12,6,0,7,42,0,0,0,5,9,10,4,4,0,28,0,0,0,4,14,3,4,4,7,36,0,0,0,0,0,4,0,0,0,6,0,0,4,0,0,0,0,0,4,12,0,6,3,0,5,0,4,0,56,71,30,76,55,27,120,88,20,32,192,639,38,61,20,16,22,24,0,18,22,222,171,786,33,3,7,10,5,10,15,1041,135,875,128,21,20,32,5,8,20,1249,125,822,254,42,33,30,0,23,26,1366,127,732,503,68,51,55,17,37,33,1617,170,804,922,259,189,138,25,67,52,2620,203,594,908,491,590,327,54,84,63,3319
20903,0,3,3,0,0,0,0,0,0,12,0,5,5,0,0,4,0,0,5,17,0,4,3,4,0,0,0,4,4,21,0,6,5,0,3,0,0,6,7,24,0,0,0,0,11,3,0,4,0,21,0,3,3,0,3,0,0,0,6,15,0,0,0,0,4,3,0,0,0,8,0,3,0,0,6,0,3,0,0,13,0,4,0,0,3,6,0,3,0,24,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,4,0,3,0,10,3,0,0,0,6,10,0,0,21,44,15,49,27,12,37,35,3,15,56,254,17,45,15,9,7,16,0,25,8,134,143,693,24,7,3,0,4,10,6,893,82,603,62,15,10,12,0,11,12,811,58,419,106,13,21,22,7,11,15,684,77,393,203,55,34,49,5,16,9,842,100,391,419,121,80,118,12,40,19,1300,89,324,393,218,195,143,24,64,16,1458
20904,0,20,20,4,5,4,0,0,22,76,7,18,18,7,10,0,0,0,24,83,4,11,19,11,34,11,0,10,32,129,7,15,17,10,59,32,3,9,29,176,3,9,18,14,79,53,11,14,42,237,5,5,3,7,37,47,0,8,30,149,3,6,0,0,22,30,10,11,12,94,4,0,0,0,19,12,16,17,11,75,0,3,0,3,8,23,11,9,10,63,3,0,0,0,0,0,0,3,4,15,3,0,0,0,0,3,0,8,0,22,4,5,5,6,12,18,0,14,142,213,62,166,124,69,292,251,45,98,419,1531,95,155,62,20,40,58,3,36,54,522,305,1942,85,14,19,16,0,14,44,2436,276,1987,328,52,30,35,6,19,45,2794,235,1502,577,98,68,58,20,40,62,2662,199,1403,1124,169,161,135,25,58,58,3330,303,1493,1936,572,451,337,52,143,89,5378,324,1061,1738,1168,1604,731,107,180,148,7069
21001,0,6,8,0,0,0,0,0,12,25,0,4,15,3,4,8,0,0,15,52,7,8,12,10,23,12,0,3,12,80,5,3,8,11,32,24,0,0,24,107,0,4,6,0,40,29,6,10,18,117,0,0,0,0,24,22,6,8,18,81,0,0,0,0,16,19,9,10,6,59,0,0,0,0,9,8,0,8,8,37,0,0,0,0,3,10,0,9,12,43,0,0,0,4,3,0,0,0,0,13,5,0,0,3,6,4,0,9,7,24,6,5,5,4,11,5,0,6,66,105,35,61,65,37,174,139,29,69,226,827,50,58,24,8,20,26,4,18,34,237,151,722,32,12,3,5,0,13,13,948,127,778,107,13,15,19,0,13,22,1098,114,592,214,43,25,19,7,18,20,1060,111,570,396,69,82,59,10,14,44,1351,143,565,769,214,236,197,28,57,57,2262,182,458,719,460,738,384,64,106,53,3172
