POW_SA3_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
21103,255,886,184,3,1326,303,390,31,0,728,254,508,13,0,779,38,48,7,0,96,86,268,24,0,380,67,122,20,0,210,63,41,4,0,107,51,80,0,0,136,24,39,3,0,65,1138,2388,286,5,3826,169,111,5,0,289,735,108,7,0,851,601,170,4,0,777,324,26,0,0,349,136,34,3,0,174,94,11,0,0,104,121,4,0,0,132,193,34,0,0,228,45,7,5,0,52,2415,517,18,4,2952,421,998,186,3,1615,1039,500,37,0,1579,848,680,12,0,1548,361,78,7,0,446,226,301,26,3,555,157,136,20,0,307,184,47,4,0,235,244,118,0,0,361,71,46,9,0,118,3552,2906,309,8,6773
21104,167,518,102,0,785,226,287,19,0,530,109,172,5,0,281,18,31,3,0,54,50,94,10,0,154,42,56,12,0,115,30,20,0,0,44,31,30,0,0,59,27,18,0,0,46,696,1219,153,8,2072,101,51,0,0,149,455,70,3,0,537,232,52,0,5,288,160,14,0,0,177,84,5,0,0,90,51,3,0,0,61,79,3,0,0,80,92,20,0,0,109,32,3,0,0,34,1282,223,6,10,1520,260,562,102,0,936,680,362,28,0,1066,341,225,5,5,575,179,49,3,0,229,129,104,10,0,241,100,62,12,0,174,103,17,0,0,121,124,46,0,0,167,53,21,0,0,86,1976,1443,159,9,3591
21105,309,998,150,4,1461,354,312,22,0,691,334,595,20,4,949,53,46,5,0,107,176,332,17,0,524,58,103,6,0,176,108,80,0,0,194,87,129,8,0,220,25,37,0,0,63,1498,2643,226,8,4381,414,240,13,0,663,1016,142,9,0,1166,1071,244,0,7,1321,451,31,0,0,485,213,46,0,3,264,96,20,0,0,118,131,12,0,0,145,333,60,0,3,399,64,16,0,3,80,3795,811,21,15,4643,723,1238,157,4,2123,1369,456,30,0,1857,1408,839,18,7,2274,508,79,5,0,594,386,379,17,3,788,154,131,6,0,292,241,90,3,0,334,424,187,3,3,617,86,52,0,3,140,5294,3454,253,31,9024
21201,195,638,124,5,963,174,211,27,0,413,232,401,10,0,638,43,44,3,0,87,147,245,17,4,410,40,92,5,0,137,144,74,0,0,217,66,118,9,0,193,20,22,0,0,45,1046,1838,203,14,3111,314,138,5,3,460,411,54,10,0,479,619,164,0,6,783,310,27,0,0,337,133,40,3,0,172,71,14,0,0,91,188,16,0,0,198,233,34,0,0,270,37,10,0,0,50,2321,503,23,9,2853,512,773,131,8,1426,588,269,39,0,898,852,566,10,4,1426,350,76,3,0,425,274,281,21,7,584,116,107,11,0,228,326,89,0,0,415,299,156,9,0,465,50,36,0,0,96,3370,2344,226,23,5964
21202,223,769,171,0,1167,279,339,28,0,648,266,377,18,0,654,35,63,4,0,100,137,242,29,0,403,69,120,19,0,208,129,70,0,0,203,67,94,4,0,170,26,31,5,5,60,1235,2108,272,13,3620,160,84,16,0,255,593,101,11,3,712,607,146,0,3,762,368,20,0,0,396,147,30,0,0,177,101,18,0,0,118,219,3,0,0,225,252,37,0,0,295,51,3,0,0,57,2511,451,27,14,2999,386,853,188,0,1423,874,437,36,4,1355,869,522,18,3,1413,407,82,7,0,497,283,269,29,3,577,177,142,19,0,326,351,80,0,0,427,322,135,4,5,465,76,38,5,6,121,3745,2557,298,27,6625
21203,245,589,113,0,946,246,231,21,0,506,336,432,9,0,772,52,48,14,0,111,168,197,11,6,374,64,101,5,0,164,295,119,5,0,417,132,145,7,0,287,43,33,5,0,78,1566,1897,176,9,3647,209,96,7,0,317,562,67,6,0,634,731,179,0,7,917,486,30,0,0,517,180,24,0,0,204,86,23,0,0,111,510,17,0,0,530,322,53,0,3,371,40,10,0,0,48,3119,499,12,11,3645,453,686,114,0,1261,812,298,26,0,1140,1064,617,10,5,1687,538,74,14,0,625,347,225,11,6,580,146,124,4,0,275,808,136,5,0,946,451,198,7,3,655,80,39,5,0,125,4696,2395,191,19,7298
21204,470,2087,677,6,3232,319,507,67,0,894,464,798,42,3,1313,52,76,3,0,136,205,409,76,0,692,143,239,42,0,420,422,187,16,5,629,174,172,25,0,372,68,70,17,0,152,2324,4538,965,17,7843,347,224,25,0,591,618,158,18,0,799,985,262,0,9,1254,357,38,3,0,400,251,40,0,0,292,165,53,4,3,223,624,26,0,3,657,450,65,0,6,523,101,16,0,5,119,3903,882,52,20,4859,813,2309,696,8,3824,938,669,79,6,1695,1449,1058,44,12,2563,410,113,8,4,532,454,451,75,0,986,313,294,42,3,648,1051,213,15,12,1288,630,239,25,6,897,168,83,17,3,264,6224,5420,1013,42,12703
21205,599,1517,411,3,2527,716,836,97,0,1653,313,488,29,3,836,59,88,5,0,156,271,285,36,0,593,144,229,27,0,402,150,52,4,0,208,119,107,9,0,236,81,74,8,3,170,2446,3688,627,16,6771,316,135,18,0,465,1237,285,17,0,1546,710,171,0,3,888,351,33,0,0,382,247,25,5,0,278,166,16,0,0,186,425,11,0,0,441,333,36,0,4,375,81,19,0,0,100,3875,728,47,11,4658,911,1651,434,6,2996,1955,1129,111,0,3197,1022,657,32,5,1715,409,124,5,0,540,522,309,38,0,869,309,245,27,0,586,576,61,4,0,652,454,145,6,6,608,165,90,11,6,267,6318,4421,671,27,11434
21301,248,869,174,0,1296,185,280,21,0,485,291,413,15,0,729,59,42,7,0,105,141,229,12,0,377,81,130,13,0,227,303,125,9,3,445,102,100,11,0,214,38,43,9,0,88,1446,2240,276,8,3961,208,148,11,0,367,460,96,5,0,559,591,173,0,5,768,276,28,3,0,307,138,26,0,3,159,86,24,0,0,113,557,20,4,5,583,291,51,0,0,344,59,8,0,0,72,2673,577,23,15,3278,457,1018,187,3,1658,637,376,22,0,1043,880,590,17,6,1501,331,69,10,0,412,270,256,12,3,540,176,153,14,0,338,868,150,12,3,1027,390,155,10,0,564,101,52,7,3,158,4115,2813,292,22,7239
21302,194,562,125,0,881,262,278,22,0,567,169,238,8,0,410,31,40,6,0,76,79,119,24,0,219,42,76,10,0,125,126,57,4,0,186,57,44,6,0,108,35,24,5,0,61,997,1436,200,0,2640,135,82,7,0,227,613,82,11,3,699,391,88,0,0,479,198,17,0,0,215,94,22,0,0,115,50,15,0,0,66,116,8,0,0,122,144,26,0,0,175,49,0,0,0,50,1791,345,14,5,2157,336,640,132,0,1113,875,358,29,3,1268,557,328,8,4,889,230,62,6,0,297,167,135,24,0,330,92,91,10,0,192,245,57,4,0,313,202,71,6,0,288,83,24,5,4,116,2781,1784,210,11,4792
21303,207,657,123,0,982,264,351,17,0,633,141,231,8,0,379,24,49,4,0,79,44,125,13,0,184,48,77,6,0,135,103,37,4,0,142,37,42,0,0,79,22,18,4,4,41,892,1576,187,3,2657,187,120,13,0,319,754,132,3,0,887,369,76,0,6,453,232,28,0,0,261,72,9,0,0,82,65,28,0,0,90,212,15,6,3,231,134,19,0,0,144,55,6,0,0,58,2070,428,14,9,2520,389,773,131,0,1300,1019,478,23,0,1518,511,308,8,6,829,255,77,4,0,336,121,131,14,0,267,116,102,6,0,225,316,53,5,3,374,165,52,0,0,226,67,17,4,4,97,2955,2003,200,16,5170
21304,255,687,100,0,1040,247,224,20,0,484,312,495,13,0,824,49,43,10,0,98,153,242,12,0,404,59,107,6,0,176,313,150,0,0,467,119,133,3,0,257,43,27,3,0,79,1553,2108,169,7,3833,184,81,10,0,271,456,49,4,0,514,667,175,0,4,840,337,24,0,4,365,129,28,4,0,154,106,19,0,0,127,356,16,0,0,376,253,49,0,0,300,54,7,0,0,57,2528,454,19,11,3010,436,771,105,3,1315,700,274,21,3,999,976,674,13,4,1668,386,70,10,4,461,286,267,13,0,563,165,130,8,0,303,670,167,3,0,844,375,181,3,0,558,92,37,3,0,135,4079,2562,187,15,6843
21305,443,1180,257,0,1884,605,546,48,0,1197,375,530,10,0,919,95,90,11,0,192,260,294,43,0,594,132,193,26,0,350,500,216,14,0,735,150,164,12,0,324,70,68,8,4,143,2625,3278,422,11,6339,283,151,14,0,447,874,122,11,0,1007,837,191,0,0,1032,712,32,0,0,742,192,41,0,0,234,168,23,4,0,198,880,18,6,6,908,397,75,0,0,465,93,15,3,6,111,4424,675,34,12,5140,726,1336,267,0,2331,1480,668,54,0,2202,1213,721,16,4,1947,803,124,16,0,941,456,328,43,0,825,292,218,31,0,542,1379,234,15,8,1640,545,238,8,0,793,162,79,6,3,256,7047,3950,455,20,11475
21401,278,974,191,5,1438,274,363,40,0,678,294,522,24,0,846,43,38,3,0,88,136,262,30,5,427,95,118,20,0,227,85,60,0,0,155,75,107,3,0,186,28,31,0,0,66,1308,2474,312,16,4110,223,156,16,0,389,717,136,10,0,863,842,172,0,0,1019,406,31,0,0,439,193,37,0,0,228,68,20,0,0,86,139,11,0,0,147,305,40,0,0,346,42,7,0,3,58,2931,609,25,3,3571,491,1131,202,5,1827,992,495,48,0,1538,1137,698,24,3,1864,452,75,3,0,531,330,292,30,5,654,161,136,20,0,315,225,70,0,0,296,375,147,5,0,528,71,47,0,3,121,4233,3086,334,20,7676
21402,543,1341,182,12,2071,667,616,52,5,1341,429,702,12,6,1150,78,87,7,0,161,214,397,26,3,639,168,206,9,4,385,75,61,5,0,138,93,133,5,0,237,54,47,4,3,119,2312,3589,299,30,6236,478,254,8,7,744,1309,175,13,11,1502,1256,319,0,14,1590,549,47,0,3,601,248,56,0,0,304,133,38,3,4,179,124,15,0,0,135,383,62,0,8,453,91,13,0,0,107,4555,983,25,45,5607,1016,1591,193,21,2818,1977,789,62,10,2836,1678,1026,13,18,2734,620,136,4,0,761,455,456,31,3,942,299,242,11,6,569,192,74,5,0,275,471,195,7,9,686,153,62,7,3,223,6869,4572,327,78,11841
21501,307,731,63,5,1100,57,114,23,0,188,45,120,11,5,182,4,19,0,0,25,39,110,9,4,163,15,66,4,0,86,18,41,4,0,65,20,31,4,0,62,0,14,4,4,19,520,1242,112,15,1892,806,611,0,21,1441,150,45,9,0,201,316,124,5,7,444,105,14,0,0,124,50,37,0,0,83,41,21,0,0,61,55,12,0,0,67,131,45,0,0,175,30,10,0,0,36,1675,918,13,32,2638,1114,1344,61,29,2545,212,157,26,5,393,366,241,12,7,626,109,33,0,0,146,87,151,9,4,250,57,89,4,0,147,73,62,4,0,135,150,73,7,0,234,29,22,4,4,62,2199,2160,128,49,4529
21502,95,465,82,9,653,56,114,17,0,194,80,155,4,3,242,13,25,0,0,43,36,118,16,0,176,14,54,14,0,74,17,42,0,0,57,37,41,8,0,84,7,22,0,0,32,357,1028,148,17,1543,257,198,6,8,468,152,49,5,0,211,263,111,0,3,386,120,21,0,0,139,45,27,0,0,71,25,6,0,0,32,51,4,0,0,54,133,28,3,0,163,12,8,0,0,23,1059,452,20,17,1544,349,664,91,16,1117,211,163,22,0,399,342,265,9,6,626,129,44,5,0,182,87,143,18,0,248,36,58,14,0,112,65,44,0,0,112,168,67,11,0,245,20,32,0,0,55,1413,1484,171,28,3086
21503,208,511,96,7,824,29,74,21,0,133,51,105,4,0,163,11,6,0,0,19,29,87,12,0,126,19,44,3,0,64,21,21,4,0,54,18,36,3,0,69,5,9,3,0,14,393,896,157,14,1457,411,263,8,11,702,77,16,4,5,104,188,73,0,0,259,76,16,0,0,99,32,27,0,0,59,30,12,0,0,44,19,15,0,0,35,73,23,0,7,99,19,0,0,8,29,935,445,10,30,1425,627,772,107,21,1525,110,94,27,5,239,235,173,4,4,423,86,22,0,0,116,54,111,14,5,188,45,59,3,0,107,47,33,4,0,85,90,63,3,5,165,25,13,3,8,43,1324,1350,164,46,2880
21601,92,373,57,6,536,47,82,19,0,143,58,133,4,0,197,14,15,0,0,26,27,105,13,0,146,8,48,6,0,63,20,31,0,0,54,14,40,7,0,57,7,9,3,0,22,298,836,109,9,1245,393,226,6,11,637,109,30,3,0,145,226,96,0,0,330,98,17,0,0,125,36,15,3,0,48,24,16,0,0,38,42,17,0,0,55,78,26,0,0,108,11,6,0,0,17,1018,454,17,22,1506,490,600,63,23,1171,155,108,27,0,290,288,229,5,0,523,111,33,0,0,153,63,117,14,0,192,33,66,6,0,100,61,42,0,0,110,90,70,7,0,169,22,15,3,0,40,1312,1289,124,27,2749
21602,104,294,44,3,448,40,60,17,0,111,54,93,6,0,158,0,11,0,0,10,25,81,5,0,116,8,39,3,3,49,27,23,0,0,49,15,16,4,0,39,8,7,0,0,14,283,625,76,11,994,288,142,8,9,438,79,17,0,0,92,153,37,4,0,191,56,13,0,0,68,28,12,0,0,39,13,12,0,0,25,34,3,0,0,42,77,19,0,4,100,20,0,0,0,19,745,251,7,11,1022,393,438,49,11,890,115,74,15,0,205,212,131,7,0,347,59,17,0,0,78,53,94,8,0,155,19,51,3,3,77,63,29,0,0,93,97,34,4,4,136,21,10,0,4,36,1030,875,86,21,2015
21603,170,545,123,9,841,82,210,36,4,332,147,246,9,0,397,22,18,0,0,43,46,148,20,0,220,24,73,10,0,105,37,36,4,0,74,38,57,6,0,102,8,7,0,0,23,583,1337,197,17,2134,294,142,12,7,457,207,51,3,0,261,333,83,0,8,419,150,19,0,0,168,56,37,0,0,88,29,12,0,0,35,55,14,0,0,68,134,30,0,0,172,23,0,0,0,29,1279,392,17,20,1706,465,690,133,12,1299,288,264,37,3,599,473,332,9,8,818,172,38,6,0,211,103,180,23,0,308,54,80,10,0,145,93,51,4,0,145,178,89,6,0,271,39,9,0,0,49,1861,1732,217,33,3840
21701,102,317,42,0,461,27,79,8,0,123,22,84,6,0,115,3,8,0,0,10,17,63,3,0,82,10,28,0,0,42,14,18,3,0,28,20,24,0,0,44,6,4,5,0,11,224,630,73,8,925,523,390,3,23,933,115,33,8,0,150,217,80,0,3,298,87,21,0,3,108,38,22,0,0,60,26,21,0,0,48,47,10,0,0,65,93,35,0,0,127,11,8,0,3,18,1155,614,10,36,1810,628,705,42,27,1398,140,111,15,0,274,245,163,6,3,412,92,24,0,3,122,58,83,3,0,147,32,48,0,0,88,56,32,3,0,96,109,59,0,0,170,17,14,5,3,34,1374,1239,80,40,2735
21703,169,450,60,4,687,41,75,13,0,125,62,114,6,3,187,11,11,4,0,27,23,67,7,0,99,13,25,3,0,45,31,35,3,0,74,29,20,4,3,55,11,14,0,0,24,393,817,97,9,1312,682,421,0,25,1129,148,36,0,3,181,245,73,0,5,329,76,6,0,0,80,26,23,0,0,50,43,22,0,0,62,34,9,0,0,50,101,41,0,0,142,19,4,0,0,22,1372,634,10,35,2053,848,874,67,26,1818,186,107,15,3,316,314,193,3,4,510,82,18,4,0,105,52,88,8,4,152,57,42,3,0,106,67,50,3,0,118,130,60,4,3,201,30,21,0,0,46,1761,1451,108,49,3372
21704,117,434,69,8,621,56,145,24,0,228,81,173,4,0,256,5,17,0,0,21,27,100,10,0,135,22,51,6,0,82,28,34,0,0,61,19,40,0,0,62,12,21,4,0,34,359,1013,116,8,1493,504,404,10,22,942,272,72,27,0,376,319,96,5,0,417,144,28,0,5,171,58,28,0,0,83,38,21,0,0,59,41,12,0,0,59,117,30,0,5,148,19,4,3,0,27,1510,694,46,33,2286,622,838,79,27,1559,337,217,50,0,605,396,265,5,3,670,145,45,0,5,194,83,122,10,0,221,55,75,6,0,142,68,49,0,0,118,130,72,0,4,207,28,26,3,0,56,1875,1709,164,38,3779
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
29999,1154,1509,183,15,2866,968,427,31,0,1432,3650,3160,18,35,6858,253,77,6,3,340,304,225,12,5,546,189,81,0,3,275,1259,378,27,12,1677,1276,823,24,19,2139,209,122,7,10,346,9253,6798,314,98,16470,1633,340,12,30,2018,4193,199,7,17,4412,12911,1932,8,79,14924,2863,60,5,8,2939,799,44,0,0,846,462,21,4,0,488,3162,98,19,20,3301,7144,638,3,49,7837,511,44,0,7,567,33670,3375,56,218,37324,2786,1849,195,46,4880,5158,625,37,16,5839,16559,5087,21,117,21784,3112,140,9,8,3273,1103,270,15,5,1391,647,104,9,9,763,4416,481,47,34,4975,8415,1463,33,64,9975,720,169,12,12,912,42928,10181,377,318,53794
