POW_SA3_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
20101,25,68,143,78,191,202,33,51,17,804,35,61,81,119,397,375,68,91,11,1237,42,40,61,70,472,496,111,134,13,1437,25,9,37,32,237,376,104,131,5,960,17,10,17,12,114,249,63,123,8,607,5,6,4,5,55,118,52,99,0,349,13,14,3,8,71,141,63,164,0,493,3,0,0,3,10,25,12,34,0,81,3,3,5,4,9,12,5,26,0,67,0,0,0,0,18,27,0,7,15,70,253,500,524,429,1786,2206,548,915,101,7257,6,18,0,3,0,0,0,0,0,32,82,246,0,0,0,0,0,0,4,330,70,225,18,4,3,0,0,0,4,330,66,226,60,17,6,0,5,3,6,400,52,256,137,24,18,13,0,3,12,519,92,277,324,101,42,23,7,18,7,889,81,196,367,213,145,38,11,19,12,1077,65,149,275,303,306,90,19,35,11,1266,45,74,162,241,295,139,23,43,12,1043
20102,8,21,22,19,26,23,4,17,0,134,8,20,38,24,63,66,14,22,0,255,12,23,16,22,51,59,12,18,3,212,5,6,3,14,30,46,14,20,5,136,3,8,11,8,14,21,11,27,0,105,0,0,3,4,8,16,9,12,0,48,4,6,3,4,11,16,3,26,3,66,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,3,0,7,0,10,0,4,3,0,0,0,0,4,6,21,52,170,147,100,233,294,80,179,28,1281,3,0,0,0,0,0,0,0,0,5,23,44,0,0,0,0,0,0,0,59,14,48,8,0,0,0,0,0,0,72,16,38,4,0,0,0,0,0,7,65,19,40,22,3,10,0,0,0,3,97,20,53,40,11,4,5,0,0,0,136,16,40,48,31,11,13,5,5,0,160,8,22,46,45,26,19,5,6,0,176,11,9,28,27,27,18,7,5,0,138
20103,4,16,18,11,31,21,6,14,0,119,11,8,7,15,65,44,8,19,8,184,5,6,9,10,68,50,10,11,0,171,0,6,3,11,17,32,11,16,0,96,0,0,0,0,7,9,10,13,0,62,0,0,0,0,3,12,3,3,0,19,0,7,0,0,9,18,10,24,0,64,0,0,0,0,0,0,3,5,0,13,0,0,0,0,7,0,0,5,0,13,0,0,3,0,0,4,0,0,3,9,37,116,82,63,236,228,68,131,19,977,6,0,0,0,0,0,0,3,0,7,9,26,0,0,0,0,0,0,0,36,5,26,0,0,0,0,0,0,0,35,7,31,11,0,0,0,0,0,0,48,3,34,12,5,0,0,0,0,0,52,9,35,46,8,0,3,0,4,8,109,6,36,40,32,18,8,0,4,0,147,5,9,25,36,34,14,7,3,3,132,9,12,11,37,36,29,0,5,3,144
20201,23,51,97,72,182,187,19,35,6,681,32,54,80,97,343,307,61,75,11,1057,32,40,51,48,336,408,71,105,13,1101,22,19,32,39,187,275,63,98,3,740,16,8,9,29,95,203,57,107,4,531,10,7,8,9,63,101,35,81,4,317,10,0,0,10,55,96,58,116,3,362,5,0,0,4,3,21,14,29,0,74,5,3,0,0,5,6,0,19,0,43,0,10,0,7,11,3,0,6,5,52,229,447,456,364,1479,1788,414,722,79,5989,14,3,5,0,0,0,0,4,4,33,55,173,3,0,0,0,0,5,4,240,53,207,24,5,0,0,0,0,4,298,40,215,48,10,0,0,0,0,8,320,64,210,103,16,14,4,0,6,6,424,79,272,285,85,55,24,6,4,11,803,71,175,333,210,135,55,10,25,9,1020,69,137,274,226,306,94,16,30,23,1169,45,65,139,175,247,117,25,39,8,860
20202,15,38,35,25,43,72,7,14,9,256,14,26,26,40,91,112,18,28,5,362,22,11,23,32,104,165,29,46,5,435,9,10,19,20,70,82,22,33,3,259,6,3,8,13,29,87,25,36,0,207,5,5,3,7,8,45,16,32,0,124,11,0,7,6,20,56,21,63,0,182,0,0,0,0,3,3,4,11,0,24,0,0,0,0,0,0,0,7,0,17,0,5,5,4,8,15,0,0,7,39,114,272,210,179,438,710,159,300,29,2417,3,0,0,0,0,0,0,0,0,9,35,70,0,0,0,0,0,0,0,102,21,70,5,0,0,0,0,0,0,104,17,82,20,0,0,0,0,0,9,132,14,84,42,6,0,5,0,0,6,155,28,77,93,36,16,0,0,0,4,251,18,82,89,54,48,9,7,4,6,313,23,39,54,78,66,19,7,11,3,299,20,30,50,49,69,52,11,30,5,324
20203,0,0,3,0,0,11,0,3,0,26,0,0,8,0,10,19,4,8,0,53,0,6,5,0,13,14,4,9,0,61,0,5,0,8,4,26,10,16,0,66,6,3,0,5,3,14,7,17,0,46,0,0,0,0,0,6,5,12,0,24,9,0,0,0,6,35,14,41,0,98,0,0,0,0,0,9,4,16,0,26,0,0,0,0,0,0,0,9,0,11,0,0,0,0,4,0,0,0,0,9,22,44,33,15,56,133,50,142,12,512,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,15,3,4,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,15,0,8,5,0,0,0,0,0,0,20,4,21,9,0,5,0,0,3,0,38,6,4,7,4,4,0,0,0,0,27,0,3,12,7,8,0,0,6,3,35,0,0,3,6,6,6,4,0,0,24
20301,0,8,13,13,13,16,3,10,0,76,3,8,9,10,18,24,3,16,5,92,3,4,6,9,21,38,8,14,0,108,3,0,6,8,19,29,12,14,0,98,0,0,0,3,10,16,6,16,0,53,0,0,0,0,0,13,3,11,0,31,0,0,4,7,3,13,5,12,0,38,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,0,3,0,12,0,3,0,0,0,0,0,0,0,15,29,86,67,54,115,188,51,115,11,713,0,0,0,0,0,0,0,0,0,4,11,21,0,0,0,0,0,0,0,36,0,24,0,0,0,0,0,0,0,30,6,27,11,0,0,0,0,0,0,44,6,26,14,0,5,4,0,0,0,55,0,32,32,15,4,4,0,0,0,89,5,24,32,17,18,3,0,0,0,99,4,10,23,15,18,11,0,6,0,81,0,3,12,11,14,7,0,0,0,55
20302,52,147,195,132,328,305,65,62,21,1310,73,131,186,170,600,546,92,114,21,1926,51,86,148,128,744,838,183,166,21,2355,52,46,66,74,444,620,161,215,17,1709,36,27,36,55,361,546,171,235,14,1484,17,13,18,27,178,350,112,216,5,937,36,18,23,34,256,486,247,386,4,1487,9,5,5,5,42,61,43,94,0,257,7,4,4,3,45,34,41,125,3,261,7,9,6,0,19,38,7,12,37,138,524,1131,1060,752,3316,4166,1176,1716,172,14007,19,20,0,0,3,6,6,7,8,71,143,429,10,4,0,0,0,0,8,599,135,479,36,10,3,0,0,0,4,674,107,463,125,23,6,8,0,3,16,752,103,528,241,43,15,16,0,9,6,955,131,599,611,138,66,24,8,20,17,1615,129,400,702,336,229,96,14,21,20,1937,118,267,514,442,476,186,23,57,28,2115,97,111,312,371,517,290,42,80,18,1844
20303,20,56,74,49,94,110,15,22,4,450,32,36,53,56,141,139,27,21,5,520,25,53,68,56,175,221,35,49,10,699,18,38,26,34,109,186,32,51,9,494,18,17,13,29,64,138,36,40,8,357,4,4,12,11,43,91,11,41,4,228,7,13,9,6,27,64,20,47,0,185,0,0,0,0,0,19,5,14,0,40,0,0,0,0,11,11,3,18,0,40,3,4,7,0,12,7,0,3,7,42,164,460,397,283,752,1078,190,340,59,3728,9,6,0,0,0,0,0,0,0,15,109,192,4,0,3,0,0,0,0,306,61,156,21,0,4,6,0,0,4,242,44,183,52,4,4,4,0,0,0,295,57,171,79,11,0,7,0,4,3,337,75,208,174,55,17,17,0,0,12,556,53,141,207,106,73,28,0,9,9,622,32,94,123,120,127,60,11,18,6,592,21,46,76,86,103,49,9,9,0,393
20401,15,40,35,34,72,77,24,28,8,326,25,30,44,44,112,123,21,47,4,457,28,35,39,29,154,178,25,68,10,564,8,13,14,27,87,120,26,60,9,360,6,4,5,11,64,91,29,53,5,271,4,3,5,8,31,44,15,41,7,155,0,4,4,6,23,61,13,54,0,166,0,0,0,0,0,0,8,16,0,26,4,0,0,0,4,6,0,11,0,28,5,5,0,7,8,17,6,3,7,51,144,305,256,201,643,809,171,425,59,3013,9,3,0,0,0,4,0,0,0,20,45,91,7,0,0,0,0,0,3,146,39,77,11,5,3,5,0,0,9,148,49,82,21,9,0,4,0,3,6,173,32,97,43,7,3,4,0,5,3,198,32,110,133,40,33,12,4,10,8,386,55,88,135,107,68,28,14,23,3,522,37,61,93,81,110,72,23,29,5,502,19,34,50,57,117,83,11,45,3,420
