POW_SA3_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
20801,73,26,248,71,47,32,16,35,6,547,61,19,195,35,26,14,14,13,9,387,51,10,130,13,26,9,5,13,3,262,115,16,175,15,17,30,5,15,3,397,37,13,34,5,3,10,9,0,0,105,45,14,22,5,3,12,0,0,0,100,6,3,19,10,0,0,0,9,10,68,566,192,1620,809,389,247,114,262,65,4254,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,9,0,0,0,3,3,0,0,3,0,14,0,0,4,0,0,0,0,0,0,9,4,0,3,4,6,3,0,4,0,32,5,0,4,10,8,4,5,0,0,36,0,4,10,4,8,10,0,0,0,38,0,3,6,5,10,0,0,0,0,31,8,0,0,3,5,0,0,4,0,24,4,0,0,3,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,7
20802,71,31,290,93,73,32,19,27,5,645,68,19,230,60,43,29,14,27,9,512,50,18,191,13,23,21,3,15,7,354,90,24,188,19,19,15,8,25,14,402,15,8,37,4,0,5,0,5,0,73,23,3,18,3,0,7,0,4,0,69,9,5,36,6,4,0,0,0,7,67,516,243,1937,1052,540,315,108,337,72,5111,0,4,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,13,0,0,0,0,0,4,0,3,0,11,0,0,0,8,4,0,0,0,0,15,0,0,3,7,0,3,0,0,0,17,0,0,3,6,5,5,0,5,0,37,0,0,5,14,8,7,4,7,0,42,4,0,9,11,16,0,0,5,0,37,3,3,5,8,10,4,0,0,0,38,4,6,0,0,12,4,0,4,0,26,0,6,0,3,9,0,0,3,3,24,3,0,0,0,0,0,0,0,0,9
20803,206,63,817,87,194,82,160,103,25,1737,232,66,752,66,112,57,75,80,21,1468,172,46,512,24,56,44,49,62,16,985,363,92,633,36,75,70,39,77,16,1402,85,11,102,6,4,10,11,4,4,244,121,16,55,7,16,20,3,10,4,251,16,0,78,4,9,6,7,15,23,160,1638,515,5154,1290,1220,896,967,1032,216,12931,0,0,0,0,0,0,0,0,0,6,0,0,0,7,4,6,0,3,0,24,0,0,0,0,0,5,0,7,0,19,0,0,3,17,3,11,0,15,0,46,0,0,5,7,6,6,6,10,0,39,5,5,12,17,4,15,6,10,0,76,8,3,11,10,21,21,12,15,0,109,16,0,24,14,26,16,23,20,0,131,14,0,19,10,26,11,12,12,0,117,10,4,12,6,22,9,7,11,0,73,10,5,9,6,7,0,4,0,0,42,7,3,0,0,8,0,0,3,0,25
20804,34,26,117,35,37,11,12,9,0,283,39,11,88,18,26,8,0,11,5,198,24,17,59,10,15,4,6,4,0,138,40,23,67,12,18,11,3,5,0,178,12,6,10,0,5,6,0,0,3,32,23,0,7,0,3,4,0,0,0,44,4,5,10,0,4,0,0,0,9,26,275,124,743,467,259,285,63,155,33,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,3,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,6,0,0,0,5,0,4,0,4,0,19,0,0,5,4,0,7,0,4,0,31,0,0,0,4,5,7,0,0,0,15,0,0,8,0,6,6,3,3,0,26,3,0,0,6,8,3,0,0,0,22,8,0,3,6,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8
20901,90,41,376,141,114,28,35,50,10,873,88,46,340,75,68,32,17,45,11,721,93,30,215,28,32,9,6,8,3,442,124,41,329,27,26,20,14,32,13,618,27,6,52,0,0,7,0,0,0,95,47,13,31,9,8,9,5,0,0,112,5,3,50,5,6,6,4,5,6,96,715,342,2617,1391,736,360,286,476,113,7034,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,12,0,0,0,6,5,4,0,0,0,18,0,0,4,6,6,4,0,4,0,22,0,0,3,8,11,12,0,4,0,36,3,3,6,9,11,9,4,3,0,43,0,0,7,10,5,5,6,9,0,40,0,3,12,8,11,3,3,6,0,47,6,0,12,14,20,9,3,0,0,60,7,0,6,4,14,0,0,0,0,35,4,0,4,0,10,3,0,0,0,21,0,0,0,0,3,0,0,0,3,9
20902,74,39,247,85,84,36,59,42,9,672,81,46,202,52,63,21,43,30,7,555,59,18,151,33,24,13,22,13,7,336,99,27,209,30,27,12,31,15,6,468,21,6,30,7,4,6,7,0,0,73,27,5,16,0,0,5,0,5,0,61,7,4,25,11,0,0,0,6,11,59,539,254,1651,1053,529,418,390,400,82,5314,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,5,0,0,3,0,0,0,9,0,0,3,4,0,9,0,0,0,17,0,0,0,5,3,6,0,4,0,19,0,0,0,8,3,8,4,5,0,35,0,0,8,5,7,7,6,11,0,50,0,0,4,8,9,0,7,3,0,35,4,0,0,5,17,3,8,5,0,48,5,0,0,5,9,5,0,0,0,21,4,0,0,0,4,0,0,0,0,15,0,0,0,0,3,3,0,0,0,11
20903,46,11,192,18,33,18,23,23,6,371,51,22,176,27,27,10,14,16,0,338,22,10,98,10,12,6,3,4,0,170,62,12,122,6,10,9,9,6,5,246,9,0,20,0,3,5,8,3,0,46,27,5,21,0,4,0,0,0,0,54,7,0,19,3,5,0,3,0,7,50,386,129,1257,466,285,159,134,185,44,3053,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,6,5,0,0,0,0,10,0,0,0,7,0,0,0,0,0,8,0,0,0,6,4,0,0,0,0,10,0,0,9,0,0,3,0,3,0,19,0,0,3,3,0,0,0,0,0,16,0,0,0,6,11,0,0,0,0,14,0,0,3,0,0,0,0,0,0,15,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
20904,180,58,724,142,163,80,150,133,32,1655,156,37,608,66,104,51,142,79,21,1276,166,41,386,38,47,36,65,39,22,832,241,58,539,47,62,62,71,67,16,1163,67,10,60,7,13,13,23,22,0,210,80,10,71,3,10,19,10,21,0,222,15,8,84,20,7,0,9,16,34,184,1377,414,4722,1763,1304,972,1146,1230,244,13165,0,0,0,3,0,4,0,0,0,5,0,4,0,0,4,4,0,5,0,18,0,0,0,3,3,19,4,8,0,47,0,4,3,3,6,16,7,6,0,40,6,0,9,15,5,13,5,11,3,75,3,4,14,12,20,21,5,17,0,88,3,0,3,16,24,21,3,17,0,84,9,5,5,13,26,13,24,24,0,116,11,0,12,11,25,6,23,13,0,104,8,4,8,4,18,7,11,9,0,67,3,3,6,3,11,12,4,3,0,43,0,9,0,0,9,0,7,3,0,20
21001,93,50,513,83,123,41,93,79,13,1090,117,28,501,28,87,39,92,67,20,982,112,32,352,21,45,14,29,31,7,636,232,54,507,23,63,28,44,58,10,1021,61,9,84,3,10,7,8,3,4,186,79,14,68,0,0,3,9,4,4,186,4,0,47,6,8,0,3,9,20,86,960,289,3451,704,808,397,659,632,144,8041,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,5,0,4,0,13,0,0,0,0,3,0,0,0,0,3,0,0,3,8,0,10,0,0,0,19,0,0,0,3,9,4,5,0,0,22,3,0,9,10,14,4,5,5,0,43,0,0,6,12,16,3,15,13,0,64,0,0,11,13,17,6,7,10,0,70,7,7,11,11,11,0,4,9,0,56,4,0,0,0,5,6,4,0,0,23,0,3,3,0,3,4,0,0,0,17
21002,34,9,94,11,20,8,20,19,0,211,31,8,92,6,9,7,12,10,4,173,19,0,62,0,5,5,9,3,3,113,26,6,58,3,7,6,15,10,0,127,11,0,11,0,0,0,0,0,0,24,14,6,11,0,6,4,5,0,0,33,0,0,18,4,0,0,0,3,4,33,210,56,750,265,187,102,117,155,34,1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,5,0,9,0,0,4,0,4,3,0,0,0,6,0,0,5,7,3,7,0,4,0,22,0,0,3,0,10,3,0,0,0,17,4,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5
21003,35,12,173,41,27,17,15,22,4,343,32,5,145,26,16,10,7,21,4,270,24,7,79,11,11,8,8,23,4,167,49,7,118,10,3,9,12,17,0,229,13,0,12,0,0,5,0,5,0,43,9,4,17,0,0,0,0,4,0,37,3,0,24,0,3,0,3,3,11,45,254,109,1169,532,186,146,160,267,42,2865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,10,0,0,0,3,3,3,0,0,0,15,0,0,0,10,3,0,0,4,0,20,0,0,3,7,0,0,0,0,0,12,0,0,4,6,10,3,6,3,0,25,4,0,0,6,9,0,4,0,0,19,0,0,3,0,3,3,0,0,0,10,0,0,0,4,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,4
21004,26,12,123,21,28,13,11,20,0,258,29,9,99,9,28,14,17,9,0,216,19,8,65,8,9,5,6,9,0,136,31,5,48,10,7,5,16,8,5,133,8,0,17,0,0,0,0,0,0,26,4,3,13,3,5,4,5,7,0,33,3,0,15,6,0,0,0,0,0,32,213,81,798,389,228,186,137,175,26,2231,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,9,0,0,0,6,5,0,0,3,0,17,0,0,5,4,6,5,0,0,0,18,0,0,0,3,0,0,0,3,0,8,3,0,3,3,3,0,0,5,0,16,0,0,0,0,3,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21005,199,59,944,152,299,93,332,188,51,2318,219,88,862,120,208,79,232,141,41,1986,200,62,585,68,95,50,120,98,30,1313,369,102,835,111,110,36,163,109,23,1862,85,18,133,6,14,4,38,15,3,316,134,32,104,11,9,8,24,15,0,326,22,3,83,13,11,6,23,13,42,215,1660,578,5854,1808,1764,865,2233,1621,358,16746,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,21,0,0,0,4,4,6,3,6,0,28,0,0,3,6,9,9,8,4,0,37,0,0,3,7,7,8,0,10,0,42,8,8,8,19,17,15,0,14,0,91,4,0,17,27,26,17,19,27,0,143,8,0,19,22,47,10,28,35,0,177,15,10,15,28,47,9,35,20,0,176,12,7,7,7,32,9,17,9,5,111,6,0,13,15,15,9,11,10,0,80,4,0,5,10,9,4,0,0,0,36
21101,214,98,844,93,212,78,194,99,27,1864,264,88,743,56,142,77,122,72,28,1592,197,52,460,23,81,38,69,49,18,985,379,122,600,29,68,68,44,48,15,1380,108,20,79,0,13,15,7,6,7,261,133,13,53,5,11,9,3,5,0,244,15,6,67,13,10,8,13,7,29,172,1800,629,5374,1397,1452,871,1165,1070,255,14023,0,0,0,0,4,0,0,0,0,4,0,0,0,10,0,12,0,5,0,32,0,3,3,13,0,13,4,11,0,41,0,5,4,9,5,8,0,5,0,38,4,0,0,9,12,7,0,7,0,32,0,4,14,22,26,17,5,15,0,101,3,0,11,7,14,11,13,13,3,78,8,0,22,13,22,15,24,16,0,124,7,0,10,8,31,7,20,15,3,109,10,8,12,0,29,4,7,3,3,84,12,6,3,0,12,5,8,0,0,43,8,5,4,3,12,5,3,3,0,33
21102,15,4,49,7,10,0,4,8,0,96,17,0,46,0,5,0,4,8,0,85,11,0,17,4,0,0,0,0,0,39,22,0,38,5,8,0,0,6,0,79,5,5,6,4,4,0,0,0,0,19,7,0,7,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,9,111,44,346,165,71,26,22,59,10,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
21103,137,48,565,91,114,55,102,108,16,1245,138,54,488,51,88,36,54,71,11,984,102,31,267,27,44,21,30,30,0,552,209,38,318,36,45,25,36,28,13,743,42,8,36,0,4,7,17,4,0,128,62,6,48,0,0,13,0,7,0,144,13,3,50,13,7,5,3,11,19,130,1063,370,3517,1321,920,608,601,781,141,9322,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,9,0,4,0,18,0,0,0,12,0,8,0,0,0,28,3,0,4,5,4,11,0,3,0,31,4,0,0,4,9,4,3,8,0,32,6,0,8,5,10,9,0,11,0,46,4,4,12,15,6,8,4,6,0,63,4,5,10,13,15,11,4,8,3,76,0,6,11,8,24,3,6,11,0,77,12,7,10,6,15,3,3,9,0,55,5,0,3,0,0,0,7,0,0,28,0,3,3,0,0,0,0,0,0,10
21104,65,20,160,65,62,22,16,13,3,430,57,20,136,37,29,9,14,15,0,327,44,20,111,16,11,17,0,6,0,224,90,37,133,25,20,10,6,11,4,336,25,3,18,5,8,6,0,0,0,74,31,6,19,5,5,0,0,3,0,69,5,0,16,3,5,0,0,0,7,38,434,190,1141,734,405,285,222,198,41,3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,9,0,0,0,5,4,3,0,0,0,13,0,0,0,0,0,4,0,6,0,17,0,5,3,3,4,7,4,9,0,36,0,6,0,3,3,5,3,3,0,26,3,0,0,5,8,3,0,0,0,29,0,0,3,9,10,5,4,3,3,34,0,0,0,3,11,4,0,0,0,19,0,4,0,0,0,6,0,5,0,11,6,4,0,0,0,0,0,0,0,12
21105,148,38,625,98,113,46,112,88,20,1286,165,43,428,50,75,40,81,75,12,985,106,29,309,29,39,22,38,27,11,616,173,31,374,23,37,22,40,37,9,737,45,5,60,5,9,0,6,6,0,141,41,11,62,3,12,10,5,9,7,145,22,3,56,14,16,3,12,13,13,150,1235,358,4023,1468,946,559,635,1031,161,10416,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,9,0,7,0,31,0,5,8,8,10,15,0,12,0,52,0,0,3,7,12,9,0,13,0,46,0,0,12,11,11,5,0,9,0,49,3,3,11,16,13,13,4,13,0,78,8,0,8,8,12,13,3,18,0,76,9,4,12,5,15,13,8,13,0,73,12,5,8,5,12,5,3,8,0,67,5,0,8,0,11,8,0,4,0,31,8,8,9,0,15,0,4,6,0,38,4,0,0,0,3,0,0,0,0,10
21201,105,32,401,57,83,32,82,79,12,883,92,26,375,28,51,20,74,72,15,746,93,16,227,23,34,11,37,34,10,480,106,29,299,12,34,12,48,34,3,589,36,6,46,0,8,0,10,7,0,113,44,6,52,0,3,7,10,5,0,140,10,0,48,3,4,0,7,8,12,104,840,247,2885,941,722,448,561,788,131,7561,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,9,0,3,0,21,0,5,0,7,0,9,0,5,0,27,0,3,5,3,5,3,3,4,0,27,4,0,4,5,5,10,0,6,0,31,6,0,9,12,11,11,0,13,0,58,0,4,8,19,8,8,3,8,0,62,5,6,7,5,18,14,7,7,0,68,5,3,6,3,14,5,5,3,0,48,4,0,0,0,4,3,3,3,0,27,3,0,0,0,0,0,0,0,0,11,3,0,4,0,3,0,3,5,0,24
21202,123,54,443,80,155,60,80,77,22,1093,120,38,383,41,81,32,31,46,21,791,94,31,243,14,33,21,32,27,6,507,194,34,324,23,38,39,24,38,10,726,38,7,50,0,9,12,0,8,0,128,53,4,27,3,7,18,0,3,0,113,14,0,51,12,7,9,4,11,16,116,926,321,3020,1223,934,678,531,730,152,8517,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,9,0,3,0,15,0,4,0,3,0,13,0,11,0,32,0,3,0,0,0,9,3,3,0,30,0,3,4,10,4,13,3,6,0,48,0,0,6,15,14,13,3,14,0,70,0,5,12,15,13,17,7,7,0,71,3,0,4,12,24,13,14,8,0,79,11,4,9,4,24,8,4,5,0,68,12,4,3,7,10,0,8,0,0,47,7,0,3,0,4,9,0,0,0,28,0,0,4,0,0,0,0,0,0,10
21203,88,26,328,66,71,38,65,62,11,762,60,14,232,44,42,24,58,46,11,536,59,11,175,20,17,3,31,30,0,358,65,19,191,23,25,16,31,29,8,411,20,0,21,0,0,6,8,10,0,67,25,0,28,3,3,9,0,0,3,70,4,0,19,8,8,0,3,11,20,79,609,209,2170,1298,645,524,511,701,136,6801,0,0,0,3,0,3,0,0,0,6,0,0,0,6,4,5,0,3,0,21,0,0,0,0,0,11,0,7,0,20,0,0,0,3,0,4,0,7,0,19,5,0,0,10,0,6,3,3,0,36,0,0,10,10,3,11,5,6,0,45,5,0,6,16,16,16,9,13,0,69,11,10,13,9,14,10,6,8,0,72,6,0,10,0,20,4,9,6,0,56,4,0,5,0,8,5,4,5,0,28,0,0,0,3,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,3
21204,325,155,1433,179,453,172,530,246,64,3569,368,147,1209,112,286,143,332,174,51,2823,325,103,801,44,131,79,193,105,27,1813,622,147,1011,67,134,110,198,130,31,2453,150,20,147,10,12,24,31,20,3,412,191,21,128,3,9,21,20,14,9,425,31,10,87,25,21,10,36,21,43,284,2676,926,8348,1819,2557,1339,3544,2244,468,23910,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,8,0,22,0,3,7,0,4,4,0,8,0,26,0,0,6,9,8,8,4,8,0,37,3,5,7,9,6,7,4,12,0,56,3,0,16,15,19,11,13,11,0,96,13,3,20,16,37,17,22,37,7,171,12,5,25,25,57,11,67,47,5,253,27,9,21,17,85,12,57,50,4,278,16,7,12,8,39,3,40,13,0,145,15,3,13,8,30,6,12,7,0,94,16,4,3,3,9,3,7,5,0,55
21205,184,121,792,193,283,98,118,102,40,1929,242,136,771,101,201,85,81,95,30,1749,182,117,534,54,109,50,58,65,25,1201,474,190,782,62,102,92,36,64,31,1840,132,22,107,7,20,24,14,7,0,338,168,21,73,12,13,15,11,8,11,324,16,7,46,9,5,8,7,16,32,153,1794,918,5164,1918,1905,896,857,1056,287,14796,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,4,0,6,0,27,0,4,0,8,3,7,0,7,0,32,0,0,3,7,8,9,0,9,0,38,3,5,3,10,7,7,0,9,0,50,0,0,15,14,16,15,12,13,0,91,0,0,16,15,28,8,10,6,5,90,6,6,16,12,47,10,10,15,4,129,12,8,18,16,50,14,11,18,0,147,17,16,6,16,32,4,11,5,3,109,15,14,5,4,27,7,3,0,0,75,9,8,4,0,3,6,0,0,0,32
21301,134,48,572,121,194,44,195,134,26,1469,159,59,472,63,129,53,147,71,21,1174,140,30,328,40,79,38,96,59,18,832,206,62,400,55,65,42,89,83,12,1015,40,6,74,6,10,15,11,17,9,179,57,6,67,0,7,14,12,13,5,173,14,4,47,11,8,4,15,10,29,152,1078,399,3543,1364,1232,661,1448,1046,225,10991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,0,0,0,3,9,8,5,8,0,29,0,0,0,0,5,12,3,5,0,34,0,0,6,10,6,9,5,7,0,41,4,0,13,10,7,10,11,11,0,64,0,0,14,13,14,16,5,11,0,75,9,0,17,16,20,21,21,9,0,103,7,5,11,16,30,16,22,23,0,126,6,0,6,5,28,3,4,6,3,59,8,5,3,3,17,3,4,5,0,46,4,0,4,0,3,3,5,0,0,18
21302,83,30,385,52,97,29,131,67,17,897,97,39,412,17,63,21,87,57,19,806,82,31,275,21,40,16,81,57,15,616,182,63,534,31,46,23,130,86,20,1128,51,7,157,3,8,10,26,7,3,270,77,3,118,0,9,9,13,10,6,248,0,0,40,6,0,4,13,15,9,81,750,245,2867,617,583,309,921,640,145,7077,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,5,0,16,0,0,0,5,0,4,0,3,0,15,0,0,0,0,0,5,0,0,0,9,0,0,3,3,0,8,0,9,0,17,4,0,4,3,9,9,5,5,0,40,3,0,3,5,8,4,8,8,0,42,0,3,10,3,6,0,14,3,0,53,8,0,5,5,10,3,17,3,0,58,5,7,6,0,3,0,16,7,0,41,4,3,4,0,9,0,4,6,6,31,4,0,0,0,3,0,4,0,0,14
21303,82,25,228,66,92,29,80,40,15,660,70,18,201,41,64,18,58,29,7,506,71,15,161,7,18,11,24,22,3,337,112,35,251,22,26,24,33,43,8,546,25,8,47,3,5,9,8,7,0,113,43,7,52,13,4,6,14,6,0,145,7,3,24,3,4,0,7,5,15,62,606,219,1724,924,553,441,532,503,101,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,9,0,0,0,4,0,7,0,0,0,11,0,0,0,8,0,9,6,0,0,20,0,0,0,3,0,5,5,5,0,21,4,0,9,12,6,12,4,5,0,50,0,0,0,15,5,5,6,9,0,40,0,0,3,11,7,9,10,10,0,56,0,3,4,6,19,13,5,8,0,50,4,3,4,0,9,4,0,3,0,29,5,0,0,0,0,5,5,0,0,19,0,0,0,0,0,0,0,0,0,7
