node_id,node_raw_id,node_name,node_lat,node_lon,feed,departures,departures_rt_2,departures_rt_400,departures_rt_0,departures_rt_3,departures_rt_701,departures_rt_204,rail_pax_norm_weekday,rail_stop_name,rail_match_method
F02_vic:rail:BOX,vic:rail:BOX,Box Hill Railway Station,-37.81922165,145.12142893,02,280,,280.0,,,,,8650.0,Box Hill,nearest_200m
F02_vic:rail:BWD,vic:rail:BWD,Burwood Railway Station,-37.85156328,145.08051107,02,127,,127.0,,,,,800.0,Burwood,nearest_200m
F02_vic:rail:BWK,vic:rail:BWK,Brunswick Railway Station,-37.76772055,144.95958654,02,124,,124.0,,,,,1100.0,Brunswick,nearest_200m
F02_vic:rail:CAM,vic:rail:CAM,Camberwell Railway Station,-37.82656714,145.05869718,02,391,,391.0,,,,,4100.0,Camberwell,nearest_200m
F02_vic:rail:CBY,vic:rail:CBY,Canterbury Railway Station,-37.82448518,145.08122424,02,159,,159.0,,,,,900.0,Canterbury,nearest_200m
F02_vic:rail:CFD,vic:rail:CFD,Caulfield Railway Station,-37.87745946,145.04252478,02,566,,566.0,,,,,9950.0,Caulfield,nearest_200m
F02_vic:rail:CHL,vic:rail:CHL,Clifton Hill Railway Station,-37.78865745,144.9954167,02,336,,336.0,,,,,2150.0,Clifton Hill,nearest_200m
F02_vic:rail:CHM,vic:rail:CHM,Chatham Railway Station,-37.82429952,145.08864793,02,159,,159.0,,,,,600.0,Chatham,nearest_200m
F02_vic:rail:CLA,vic:rail:CLA,Clayton Railway Station,-37.92468255,145.12053436,02,320,,320.0,,,,,4950.0,Clayton,nearest_200m
F02_vic:rail:CNE,vic:rail:CNE,Carnegie Railway Station,-37.88624148,145.05857506,02,320,,320.0,,,,,3400.0,Carnegie,nearest_200m
F02_vic:rail:COB,vic:rail:COB,Coburg Railway Station,-37.74180457,144.96335115,02,124,,124.0,,,,,1600.0,Coburg,nearest_200m
F02_vic:rail:CTM,vic:rail:CTM,Cheltenham Railway Station,-37.96664989,145.05455793,02,246,,246.0,,,,,2300.0,Cheltenham,nearest_200m
F02_vic:rail:CWD,vic:rail:CWD,Collingwood Railway Station,-37.80452593,144.99374967,02,309,,309.0,,,,,1650.0,Collingwood,nearest_200m
F02_vic:rail:CXT,vic:rail:CXT,Croxton Railway Station,-37.764101,144.99705619,02,163,,163.0,,,,,800.0,Croxton,nearest_200m
F02_vic:rail:DBN,vic:rail:DBN,Darebin Railway Station,-37.77496341,145.03847598,02,147,,147.0,,,,,400.0,Darebin,nearest_200m
F02_vic:rail:DEN,vic:rail:DEN,Dennis Railway Station,-37.77918729,145.00824163,02,147,,147.0,,,,,900.0,Dennis,nearest_200m
F02_vic:rail:DLG,vic:rail:DLG,Darling Railway Station,-37.86895684,145.06295083,02,153,,153.0,,,,,850.0,Darling,nearest_200m
F02_vic:rail:EAG,vic:rail:EAG,Eaglemont Railway Station,-37.76358553,145.05394269,02,147,,147.0,,,,,450.0,Eaglemont,nearest_200m
F02_vic:rail:ECM,vic:rail:ECM,East Camberwell Railway Station,-37.82589419,145.06819025,02,159,,159.0,,,,,700.0,East Camberwell,nearest_200m
F02_vic:rail:ELS,vic:rail:ELS,Elsternwick Railway Station,-37.88475311,145.00089787,02,211,,211.0,,,,,2500.0,Elsternwick,nearest_200m
F02_vic:rail:ELT,vic:rail:ELT,Eltham Railway Station,-37.71354967,145.14782202,02,130,,130.0,,,,,1100.0,Eltham,nearest_200m
F02_vic:rail:EMV,vic:rail:EMV,East Malvern Railway Station,-37.87692101,145.06939324,02,153,,153.0,,,,,1050.0,East Malvern,nearest_200m
F02_vic:rail:ERM,vic:rail:ERM,East Richmond Railway Station,-37.82639995,144.99706569,02,225,,225.0,,,,,2200.0,East Richmond,nearest_200m
F02_vic:rail:ESD,vic:rail:ESD,Essendon Railway Station,-37.7560117,144.9161975,02,181,,181.0,,,,,4550.0,Essendon,nearest_200m
F02_vic:rail:FAK,vic:rail:FAK,Fawkner Railway Station,-37.71462129,144.96054503,02,124,,124.0,,,,,500.0,Fawkner,nearest_200m
F02_vic:rail:FBD,vic:rail:FBD,Flemington Bridge Railway Station,-37.78813995,144.93932328,02,124,,124.0,,,,,900.0,Flemington Bridge,nearest_200m
F02_vic:rail:FFD,vic:rail:FFD,Fairfield Railway Station,-37.77917126,145.0169053,02,147,,147.0,,,,,1400.0,Fairfield,nearest_200m
F02_vic:rail:FGS,vic:rail:FGS,Flagstaff Railway Station,-37.8119815,144.95566511,02,686,,686.0,,,,,13100.0,Flagstaff,nearest_200m
F02_vic:rail:FSS,vic:rail:FSS,Flinders Street Railway Station,-37.81830513,144.96696435,02,1963,,1963.0,,,,,61800.0,Flinders Street,nearest_200m
F02_vic:rail:FSY,vic:rail:FSY,Footscray Railway Station,-37.80141343,144.90202006,02,688,,688.0,,,,,14450.0,Footscray,nearest_200m
F02_vic:rail:GAR,vic:rail:GAR,Gardiner Railway Station,-37.85327908,145.05165466,02,150,,150.0,,,,,1250.0,Gardiner,nearest_200m
F02_vic:rail:GBV,vic:rail:GBV,Glenbervie Railway Station,-37.74720985,144.92093868,02,181,,181.0,,,,,900.0,Glenbervie,nearest_200m
F02_vic:rail:GFE,vic:rail:GFE,Glenferrie Railway Station,-37.82146682,145.03643883,02,293,,293.0,,,,,7300.0,Glenferrie,nearest_200m
F02_vic:rail:GHY,vic:rail:GHY,Glen Huntly Railway Station,-37.88971946,145.04222285,02,219,,219.0,,,,,2000.0,Glenhuntly,nearest_200m
F02_vic:rail:GIR,vic:rail:GIR,Glen Iris Railway Station,-37.85930842,145.0582249,02,150,,150.0,,,,,900.0,Glen Iris,nearest_200m
F02_vic:rail:GOW,vic:rail:GOW,Gowrie Railway Station,-37.700678,144.95887432,02,124,,124.0,,,,,750.0,Gowrie,nearest_200m
F02_vic:rail:GRN,vic:rail:GRN,Greensborough Railway Station,-37.70371477,145.10793589,02,152,,152.0,,,,,1150.0,Greensborough,nearest_200m
F02_vic:rail:GRY,vic:rail:GRY,Glenroy Railway Station,-37.70453633,144.9172204,02,181,,181.0,,,,,2400.0,Glenroy,nearest_200m
F02_vic:rail:GVE,vic:rail:GVE,Gardenvale Railway Station,-37.89669508,145.00416843,02,211,,211.0,,,,,1250.0,Gardenvale,nearest_200m
F02_vic:rail:GWY,vic:rail:GWY,Glen Waverley Railway Station,-37.87950407,145.16205755,02,153,,153.0,,,,,3850.0,Glen Waverley,nearest_200m
F02_vic:rail:HAM,vic:rail:HAM,Hampton Railway Station,-37.9379864,145.00150445,02,209,,209.0,,,,,1550.0,Hampton,nearest_200m
F02_vic:rail:HAW,vic:rail:HAW,Hawthorn Railway Station,-37.82182601,145.02289866,02,189,,189.0,,,,,1850.0,Hawthorn,nearest_200m
F02_vic:rail:HDB,vic:rail:HDB,Heidelberg Railway Station,-37.75707293,145.06068552,02,164,,164.0,,,,,3000.0,Heidelberg,nearest_200m
F02_vic:rail:HEY,vic:rail:HEY,Heyington Railway Station,-37.83465462,145.02264711,02,150,,150.0,,,,,800.0,Heyington,nearest_200m
F02_vic:rail:HIG,vic:rail:HIG,Highett Railway Station,-37.948425,145.0418718,02,219,,219.0,,,,,1300.0,Highett,nearest_200m
F02_vic:rail:HKN,vic:rail:HKN,Hawksburn Railway Station,-37.84458683,145.00190352,02,219,,219.0,,,,,1450.0,Hawksburn,nearest_200m
F02_vic:rail:HOL,vic:rail:HOL,Holmesglen Railway Station,-37.87440222,145.09066203,02,153,,153.0,,,,,1250.0,Holmesglen,nearest_200m
F02_vic:rail:HTD,vic:rail:HTD,Heatherdale Railway Station,-37.8188232,145.21397044,02,209,,209.0,,,,,1600.0,Heatherdale,nearest_200m
F02_vic:rail:HUG,vic:rail:HUG,Hughesdale Railway Station,-37.89419074,145.07618607,02,320,,320.0,,,,,1900.0,Hughesdale,nearest_200m
F02_vic:rail:HUN,vic:rail:HUN,Huntingdale Railway Station,-37.91101734,145.10236432,02,320,,320.0,,,,,6200.0,Huntingdale,nearest_200m
F02_vic:rail:HWL,vic:rail:HWL,Hartwell Railway Station,-37.84398457,145.07555959,02,127,,127.0,,,,,500.0,Hartwell,nearest_200m
F02_vic:rail:IVA,vic:rail:IVA,Ivanhoe Railway Station,-37.76889674,145.04542519,02,164,,164.0,,,,,2150.0,Ivanhoe,nearest_200m
F02_vic:rail:JAC,vic:rail:JAC,Jacana Railway Station,-37.69513079,144.91585052,02,181,,181.0,,,,,650.0,Jacana,nearest_200m
F02_vic:rail:JLI,vic:rail:JLI,Jolimont-MCG Railway Station,-37.81652702,144.98409834,02,336,,336.0,,,,,2350.0,Jolimont,nearest_200m
F02_vic:rail:JOR,vic:rail:JOR,Jordanville Railway Station,-37.87360339,145.11209016,02,153,,153.0,,,,,1300.0,Jordanville,nearest_200m
F02_vic:rail:JWL,vic:rail:JWL,Jewell Railway Station,-37.77498702,144.95871691,02,124,,124.0,,,,,1250.0,Jewell,nearest_200m
F02_vic:rail:KEN,vic:rail:KEN,Kensington Railway Station,-37.79378022,144.93052444,02,180,,180.0,,,,,1400.0,Kensington,nearest_200m
F02_vic:rail:KPK,vic:rail:KPK,Keon Park Railway Station,-37.69575022,145.01170153,02,164,,164.0,,,,,1000.0,Keon Park,nearest_200m
F02_vic:rail:KYG,vic:rail:KYG,Kooyong Railway Station,-37.83992894,145.03355161,02,150,,150.0,,,,,800.0,Kooyong,nearest_200m
F02_vic:rail:LAB,vic:rail:LAB,Laburnum Railway Station,-37.82078023,145.14070271,02,234,,234.0,,,,,1100.0,Laburnum,nearest_200m
F02_vic:rail:MAC,vic:rail:MAC,Macaulay Railway Station,-37.79478777,144.93607233,02,124,,124.0,,,,,1000.0,Macaulay,nearest_200m
F02_vic:rail:MAL,vic:rail:MAL,Malvern Railway Station,-37.8662533,145.02929394,02,551,,551.0,,,,,2300.0,Malvern,nearest_200m
F02_vic:rail:MBN,vic:rail:MBN,Middle Brighton Railway Station,-37.91513441,144.99629909,02,211,,211.0,,,,,1550.0,Middle Brighton,nearest_200m
F02_vic:rail:MCD,vic:rail:MCD,Macleod Railway Station,-37.7260123,145.06914332,02,165,,165.0,,,,,1000.0,Macleod,nearest_200m
F02_vic:rail:MCE,vic:rail:MCE,Melbourne Central Railway Station,-37.80993896,144.96260489,02,686,,686.0,,,,,39700.0,Melbourne Central,nearest_200m
F02_vic:rail:MCH,vic:rail:MCH,Mitcham Railway Station,-37.81816668,145.19220824,02,212,,212.0,,,,,3200.0,Mitcham,nearest_200m
F02_vic:rail:MCK,vic:rail:MCK,McKinnon Railway Station,-37.91030903,145.03829897,02,219,,219.0,,,,,1200.0,McKinnon,nearest_200m
F02_vic:rail:MEN,vic:rail:MEN,Mentone Railway Station,-37.98277704,145.06580232,02,237,,237.0,,,,,2050.0,Mentone,nearest_200m
F02_vic:rail:MER,vic:rail:MER,Merri Railway Station,-37.77784668,144.99297248,02,163,,163.0,,,,,500.0,Merri,nearest_200m
F02_vic:rail:MFY,vic:rail:MFY,Middle Footscray Railway Station,-37.8025047,144.89147208,02,305,,305.0,,,,,700.0,Middle Footscray,nearest_200m
F02_vic:rail:MLD,vic:rail:MLD,Moreland Railway Station,-37.75410653,144.96183341,02,124,,124.0,,,,,900.0,Moreland,nearest_200m
F02_vic:rail:MMY,vic:rail:MMY,Montmorency Railway Station,-37.71529624,145.12151574,02,130,,130.0,,,,,550.0,Montmorency,nearest_200m
F02_vic:rail:MPD,vic:rail:MPD,Moonee Ponds Railway Station,-37.76570666,144.9191607,02,180,,180.0,,,,,2500.0,Moonee Ponds,nearest_200m
F02_vic:rail:MRB,vic:rail:MRB,Murrumbeena Railway Station,-37.89019832,145.06737487,02,320,,320.0,,,,,2500.0,Murrumbeena,nearest_200m
F02_vic:rail:MRN,vic:rail:MRN,Moorabbin Railway Station,-37.93447096,145.03676929,02,219,,219.0,,,,,1700.0,Moorabbin,nearest_200m
F02_vic:rail:MWY,vic:rail:MWY,Mount Waverley Railway Station,-37.87526408,145.1280441,02,153,,153.0,,,,,2250.0,Mount Waverley,nearest_200m
F02_vic:rail:MYN,vic:rail:MYN,Merlynston Railway Station,-37.72093389,144.96131355,02,124,,124.0,,,,,950.0,Merlynston,nearest_200m
F02_vic:rail:NBN,vic:rail:NBN,North Brighton Railway Station,-37.90478832,145.00261908,02,211,,211.0,,,,,1650.0,North Brighton,nearest_200m
F02_vic:rail:NCE,vic:rail:NCE,Northcote Railway Station,-37.76986537,144.99527721,02,163,,163.0,,,,,1000.0,Northcote,nearest_200m
F02_vic:rail:NKT,vic:rail:NKT,Newmarket Railway Station,-37.78732767,144.92897847,02,180,,180.0,,,,,2000.0,Newmarket,nearest_200m
F02_vic:rail:NME,vic:rail:NME,North Melbourne Railway Station,-37.80755071,144.94238439,02,685,,685.0,,,,,3900.0,North Melbourne,nearest_200m
F02_vic:rail:NRM,vic:rail:NRM,North Richmond Railway Station,-37.81039836,144.99250026,02,309,,309.0,,,,,2000.0,North Richmond,nearest_200m
F02_vic:rail:NWG,vic:rail:NWG,Nunawading Railway Station,-37.82061218,145.1748915,02,209,,209.0,,,,,2600.0,Nunawading,nearest_200m
F02_vic:rail:OAK,vic:rail:OAK,Oakleigh Railway Station,-37.90037214,145.08830787,02,320,,320.0,,,,,5400.0,Oakleigh,nearest_200m
F02_vic:rail:OKP,vic:rail:OKP,Oak Park Railway Station,-37.71794973,144.92151877,02,181,,181.0,,,,,1400.0,Oak Park,nearest_200m
F02_vic:rail:OMD,vic:rail:OMD,Ormond Railway Station,-37.90321167,145.03961342,02,219,,219.0,,,,,1700.0,Ormond,nearest_200m
F02_vic:rail:PAR,vic:rail:PAR,Parliament Railway Station,-37.811337,144.973119,02,686,,686.0,,,,,23550.0,Parliament,nearest_200m
F02_vic:rail:PAT,vic:rail:PAT,Patterson Railway Station,-37.92514919,145.03547003,02,219,,219.0,,,,,1000.0,Patterson,nearest_200m
F02_vic:rail:PKV,vic:rail:PKV,Parkville Railway Station,-37.79987386,144.95954246,02,324,,324.0,,,,,0.0,,
F02_vic:rail:PRA,vic:rail:PRA,Prahran Railway Station,-37.84951848,144.98985992,02,211,,211.0,,,,,2900.0,Prahran,nearest_200m
F02_vic:rail:PRE,vic:rail:PRE,Preston Railway Station,-37.73867424,145.00052198,02,172,,172.0,,,,,1900.0,Preston,nearest_200m
F02_vic:rail:PVL,vic:rail:PVL,Pascoe Vale Railway Station,-37.73075596,144.92819562,02,181,,181.0,,,,,1800.0,Pascoe Vale,nearest_200m
F02_vic:rail:REG,vic:rail:REG,Regent Railway Station,-37.72840277,145.00277256,02,163,,163.0,,,,,1300.0,Regent,nearest_200m
F02_vic:rail:RES,vic:rail:RES,Reservoir Railway Station,-37.7166877,145.00705783,02,172,,172.0,,,,,2450.0,Reservoir,nearest_200m
F02_vic:rail:RIP,vic:rail:RIP,Ripponlea Railway Station,-37.87596086,144.99525782,02,211,,211.0,,,,,1550.0,Ripponlea,nearest_200m
F02_vic:rail:RIV,vic:rail:RIV,Riversdale Railway Station,-37.83150543,145.06964598,02,129,,129.0,,,,,600.0,Riversdale,nearest_200m
F02_vic:rail:RMD,vic:rail:RMD,Richmond Railway Station,-37.82407446,144.99016426,02,969,,969.0,,,,,9600.0,Richmond,nearest_200m
F02_vic:rail:ROS,vic:rail:ROS,Rosanna Railway Station,-37.7428786,145.06614029,02,164,,164.0,,,,,1350.0,Rosanna,nearest_200m
F02_vic:rail:RPK,vic:rail:RPK,Royal Park Railway Station,-37.78119293,144.95230127,02,124,,124.0,,,,,850.0,Royal Park,nearest_200m
F02_vic:rail:RUS,vic:rail:RUS,Rushall Railway Station,-37.78321711,144.99240708,02,163,,163.0,,,,,400.0,Rushall,nearest_200m
F02_vic:rail:RUT,vic:rail:RUT,Ruthven Railway Station,-37.70786055,145.00946089,02,164,,164.0,,,,,950.0,Ruthven,nearest_200m
F02_vic:rail:RWD,vic:rail:RWD,Ringwood Railway Station,-37.81588648,145.22896846,02,241,,241.0,,,,,4700.0,Ringwood,nearest_200m
F02_vic:rail:SEN,vic:rail:SEN,Seddon Railway Station,-37.80900514,144.89567157,02,218,,218.0,,,,,1350.0,Seddon,nearest_200m
F02_vic:rail:SHM,vic:rail:SHM,Sandringham Railway Station,-37.95033018,145.00456136,02,209,,209.0,,,,,2150.0,Sandringham,nearest_200m
F02_vic:rail:SKN,vic:rail:SKN,South Kensington Railway Station,-37.79953087,144.92546901,02,215,,215.0,,,,,1050.0,South Kensington,nearest_200m
F02_vic:rail:SME,vic:rail:SME,Strathmore Railway Station,-37.74359132,144.92731571,02,181,,181.0,,,,,1050.0,Strathmore,nearest_200m
F02_vic:rail:SOU,vic:rail:SOU,Southland Railway Station,-37.95813507,145.04864786,02,219,,219.0,,,,,1300.0,Southland,nearest_200m
F02_vic:rail:SPT,vic:rail:SPT,Spotswood Railway Station,-37.83063888,144.88593345,02,218,,218.0,,,,,1100.0,Spotswood,nearest_200m
F02_vic:rail:SSS,vic:rail:SSS,Southern Cross Railway Station,-37.8186631,144.95277706,02,986,,986.0,,,,,49250.0,Southern Cross,nearest_200m
F02_vic:rail:STL,vic:rail:STL,State Library Railway Station,-37.80943693,144.9632775,02,324,,324.0,,,,,0.0,,
F02_vic:rail:SUN,vic:rail:SUN,Sunshine Railway Station,-37.78853633,144.8328782,02,250,,250.0,,,,,5300.0,Sunshine,nearest_200m
F02_vic:rail:SYN,vic:rail:SYN,Syndal Railway Station,-37.87622062,145.14978071,02,153,,153.0,,,,,2350.0,Syndal,nearest_200m
F02_vic:rail:SYR,vic:rail:SYR,South Yarra Railway Station,-37.83844935,144.99234221,02,457,,457.0,,,,,10950.0,South Yarra,nearest_200m
F02_vic:rail:TBY,vic:rail:TBY,Thornbury Railway Station,-37.75505179,144.99857152,02,163,,163.0,,,,,1250.0,Thornbury,nearest_200m
F02_vic:rail:TGA,vic:rail:TGA,Tooronga Railway Station,-37.84936553,145.04173374,02,150,,150.0,,,,,1550.0,Tooronga,nearest_200m
F02_vic:rail:THL,vic:rail:THL,Town Hall Railway Station,-37.81699161,144.96709126,02,648,,648.0,,,,,0.0,,
F02_vic:rail:TOR,vic:rail:TOR,Toorak Railway Station,-37.85077381,145.01390858,02,219,,219.0,,,,,1450.0,Toorak,nearest_200m
F02_vic:rail:TOT,vic:rail:TOT,Tottenham Railway Station,-37.7992509,144.86294494,02,231,,231.0,,,,,1450.0,Tottenham,nearest_200m
F02_vic:rail:UNN,vic:rail:UNN,Union Railway Station,-37.82315506,145.10034527,02,184,,184.0,,,,,2000.0,Union,nearest_200m
F02_vic:rail:VPK,vic:rail:VPK,Victoria Park Railway Station,-37.79915782,144.99445143,02,336,,336.0,,,,,2200.0,Victoria Park,nearest_200m
F02_vic:rail:WAT,vic:rail:WAT,Watsonia Railway Station,-37.71095798,145.08379338,02,152,,152.0,,,,,1000.0,Watsonia,nearest_200m
F02_vic:rail:WFY,vic:rail:WFY,West Footscray Railway Station,-37.80180266,144.88398479,02,324,,324.0,,,,,1950.0,West Footscray,nearest_200m
F02_vic:rail:WIN,vic:rail:WIN,Windsor Railway Station,-37.85605308,144.99203517,02,211,,211.0,,,,,1950.0,Windsor,nearest_200m
F02_vic:rail:WRM,vic:rail:WRM,West Richmond Railway Station,-37.81494896,144.99142278,02,309,,309.0,,,,,1400.0,West Richmond,nearest_200m
F02_vic:rail:WSN,vic:rail:WSN,Willison Railway Station,-37.83571565,145.07029756,02,127,,127.0,,,,,250.0,Willison,nearest_200m
F02_vic:rail:WTG,vic:rail:WTG,Westgarth Railway Station,-37.7806207,144.99923319,02,147,,147.0,,,,,650.0,Westgarth,nearest_200m
F02_vic:rail:WTL,vic:rail:WTL,Westall Railway Station,-37.93847284,145.13881033,02,320,,320.0,,,,,1950.0,Westall,nearest_200m
F02_vic:rail:YVE,vic:rail:YVE,Yarraville Railway Station,-37.81585044,144.88993371,02,218,,218.0,,,,,2650.0,Yarraville,nearest_200m
F03_10311,10311,Glenferrie Rd/Wattletree Rd #45,-37.8624552,145.02850849,03,86,,,86.0,,,,0.0,,
F03_10371,10371,Duncraig Ave/Wattletree Rd #44,-37.86206934,145.0253815,03,86,,,86.0,,,,0.0,,
F03_1083,1083,Clyde St/Raleigh Rd #42,-37.76969864,144.89884126,03,196,,,196.0,,,,0.0,,
F03_11285,11285,Egerton Rd/Wattletree Rd #43,-37.86170982,145.02275399,03,86,,,86.0,,,,0.0,,
F03_1185,1185,Vincent St/Wattletree Rd #50,-37.86422627,145.04337516,03,86,,,86.0,,,,0.0,,
F03_12599,12599,Kooyong Rd/Wattletree Rd #42,-37.86134642,145.01989926,03,86,,,86.0,,,,0.0,,
F03_1291,1291,Erica Ave/Wattletree Rd #51,-37.86461278,145.04657053,03,86,,,86.0,,,,0.0,,
F03_1292,1292,Renown St/Sydney Rd #38,-37.73161894,144.9642657,03,161,,,161.0,,,,0.0,,
F03_13401,13401,Punt Rd/High St #28,-37.85056356,144.98404671,03,102,,,102.0,,,,0.0,,
F03_13995,13995,Barb St/Raleigh Rd #44,-37.76890235,144.89159826,03,196,,,196.0,,,,0.0,,
F03_14033,14033,Perth St/High St #29,-37.85105009,144.98772713,03,102,,,102.0,,,,0.0,,
F03_14614,14614,Prahran Station/High St #30,-37.85131864,144.98973147,03,102,,,102.0,,,,0.0,,
F03_14728,14728,Chapel St/High St #31,-37.85175647,144.99320872,03,102,,,102.0,,,,0.0,,
F03_15559,15559,Randall St/Raleigh Rd #45,-37.76862941,144.88893821,03,196,,,196.0,,,,0.0,,
F03_15699,15699,Hornby St/High St #32,-37.85219895,144.99643585,03,102,,,102.0,,,,0.0,,
F03_1575,1575,Burke Rd/Wattletree Rd #52,-37.86507635,145.05007082,03,172,,,172.0,,,,0.0,,
F03_16610,16610,Prahran RSL/High St  #33,-37.85243434,144.99808883,03,102,,,102.0,,,,0.0,,
F03_16713,16713,Bell St/Sydney Rd #34,-37.74147092,144.96646974,03,161,,,161.0,,,,0.0,,
F03_16714,16714,Coburg Market/Sydney Rd #33,-37.74325874,144.96614844,03,161,,,161.0,,,,0.0,,
F03_16715,16715,Munro St/Sydney Rd #32,-37.74506476,144.96583797,03,161,,,161.0,,,,0.0,,
F03_16716,16716,Reynard St/Sydney Rd #31,-37.74873966,144.96520392,03,161,,,161.0,,,,0.0,,
F03_16717,16717,The Avenue/Sydney Rd #30,-37.75207324,144.9646359,03,161,,,161.0,,,,0.0,,
F03_16718,16718,Lewisham Rd/High St #34,-37.85265073,144.9996855,03,102,,,102.0,,,,0.0,,
F03_16719,16719,Moreland Rd/Sydney Rd #28,-37.75564023,144.96401602,03,161,,,161.0,,,,0.0,,
F03_16720,16720,Brunswick Tram Depot/Sydney Rd #27,-37.75781457,144.96363858,03,152,,,152.0,,,,0.0,,
F03_16721,16721,Albion St/Sydney Rd #26,-37.76095918,144.96308694,03,152,,,152.0,,,,0.0,,
F03_16722,16722,Stewart St/Sydney Rd #25,-37.7632324,144.96269537,03,152,,,152.0,,,,0.0,,
F03_16723,16723,Brunswick Baptist Church/Sydney Rd #24,-37.76557768,144.9623018,03,152,,,152.0,,,,0.0,,
F03_16724,16724,Victoria St/Sydney Rd #23,-37.76714106,144.96203185,03,152,,,152.0,,,,0.0,,
F03_16725,16725,Albert St/Sydney Rd #22,-37.76894706,144.96172115,03,152,,,152.0,,,,0.0,,
F03_16726,16726,Brunswick Town Hall/Sydney Rd #21,-37.77164265,144.96126113,03,152,,,152.0,,,,0.0,,
F03_16727,16727,Barkly Square/Sydney Rd #20,-37.77484186,144.96074181,03,152,,,152.0,,,,0.0,,
F03_16728,16728,Brunswick Rd/Sydney Rd #19,-37.77759148,144.96028022,03,152,,,152.0,,,,0.0,,
F03_16730,16730,Ievers St/Royal Pde #17,-37.78188803,144.9596398,03,152,,,152.0,,,,0.0,,
F03_16731,16731,Walker St/Royal Pde #16,-37.78485559,144.95927431,03,152,,,152.0,,,,0.0,,
F03_16732,16732,Leonard St/Royal Pde #15,-37.78793104,144.95889446,03,152,,,152.0,,,,0.0,,
