SAL_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SAL20742,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,50,15,..,35,50
SAL20743,2244,8215,18,34,50,100,67,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2317,8353,65,..,2378,8353
SAL20744,39,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,5,0,0,50,96,38,..,80,96
SAL20745,169,337,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,347,52,..,223,347
SAL20746,79,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,185,15,..,102,185
SAL20747,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,13,..,12,15
SAL20748,489,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,492,1429,25,..,517,1429
SAL20749,134,331,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,330,16,..,154,330
SAL20750,45,129,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,134,5,..,55,134
SAL20751,70,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,184,10,..,82,184
SAL20752,3921,11619,109,195,120,271,227,466,4,4,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,5,4158,12099,131,..,4288,12099
SAL20753,48,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,116,10,..,58,116
SAL20754,1903,5066,143,306,10,12,151,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,2056,5394,135,..,2188,5394
SAL20755,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,65,5,..,27,65
SAL20756,690,1456,0,0,0,6,0,6,22,26,0,0,0,0,0,0,0,0,22,26,0,4,5,5,0,0,3,7,5,11,4,9,727,1505,169,..,899,1505
SAL20757,68,161,7,11,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,6,0,0,76,184,7,..,83,184
SAL20758,3038,8786,566,960,132,339,702,1296,0,0,0,0,0,0,0,0,0,4,0,4,21,18,15,12,0,0,0,0,32,34,0,6,3777,10126,149,..,3916,10126
SAL20759,33,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,93,4,..,38,93
SAL20760,29,89,0,0,3,11,3,11,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,40,114,58,..,95,114
SAL20761,48,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,138,3,..,52,138
SAL20762,121,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,118,308,16,..,135,308
SAL20763,12,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,0,..,12,35
SAL20764,44,95,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,102,0,..,45,102
SAL20765,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,60,4,..,25,60
SAL20766,41,90,0,0,108,293,108,293,0,0,3,11,1015,1837,6353,11674,0,0,7376,13518,0,0,5,0,0,0,0,0,5,0,20,23,7540,13927,2425,..,9965,13927
SAL20767,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,..,9,13
SAL20768,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,16,..,42,45
SAL20769,193,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,553,26,..,223,553
SAL20770,566,1236,8,14,0,0,8,14,24,29,0,0,0,0,0,0,0,0,24,29,4,10,0,0,0,0,4,3,7,18,0,0,604,1298,94,..,699,1298
SAL20771,5272,14540,768,1513,1180,3154,1946,4669,382,616,283,496,793,1441,1248,2333,0,4,2712,4888,0,0,0,0,0,0,0,0,0,0,14,23,9937,24120,1475,..,11415,24120
SAL20772,6904,20267,1047,2307,1477,4223,2522,6529,654,1418,231,467,545,1033,70,107,3,16,1507,3036,0,0,0,0,0,0,0,0,0,0,12,29,10939,29871,1037,..,11976,29871
SAL20773,611,1852,0,0,10,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,1862,58,..,677,1862
SAL20774,3749,10697,325,514,121,348,444,862,83,169,42,70,0,0,0,0,7,9,128,242,0,0,0,0,0,0,0,0,0,0,0,9,4321,11814,304,..,4621,11814
SAL20775,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,..,8,15
SAL20776,89,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,231,10,..,100,231
SAL20777,133,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,306,9,..,146,306
SAL20778,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,..,5,8
SAL20779,8285,25107,288,852,165,382,450,1230,10,22,10,13,0,0,0,0,3,6,23,39,0,0,0,0,0,0,0,0,0,0,0,4,8756,26377,340,..,9100,26377
SAL20780,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,3,..,14,22
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,3,0
SAL20782,26,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,67,9,..,33,67
SAL20783,2650,7540,410,902,119,336,524,1235,10,15,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,0,0,14,26,3197,8813,272,..,3463,8813
SAL20784,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,66,7,..,36,66
SAL20785,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,3,..,15,27
SAL20786,34,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,89,0,..,36,89
SAL20787,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,46,4,..,24,46
SAL20788,2231,5135,152,277,133,292,288,565,47,96,5,5,0,0,0,0,0,0,49,101,0,4,121,153,0,0,19,28,141,186,0,3,2711,5989,1773,..,4481,5989
SAL20789,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3,..,9,16
SAL20790,5146,13432,286,436,5,8,291,444,219,320,0,0,0,0,0,0,0,5,220,323,0,0,73,91,0,0,0,0,70,90,5,6,5730,14296,374,..,6108,14296
SAL20791,60,156,0,5,0,0,0,5,5,11,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,66,168,7,..,77,168
SAL20792,129,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,326,27,..,162,326
SAL20793,133,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,334,13,..,146,334
SAL20794,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,0,..,12,33
SAL20795,56,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,130,7,..,60,130
SAL20796,198,491,9,19,3,13,15,35,7,15,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,223,539,19,..,242,539
SAL20797,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38,0,..,15,38
SAL20798,102,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,274,25,..,131,274
SAL20799,78,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,183,22,..,94,183
SAL20800,52,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,112,10,..,61,112
SAL20801,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,40,4,..,21,40
SAL20802,1775,4344,179,246,18,34,194,273,32,45,0,0,0,0,0,0,0,0,32,45,0,0,0,0,0,0,0,0,0,0,0,0,2002,4666,151,..,2153,4666
SAL20803,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45,8,..,23,45
SAL20804,181,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,401,14,..,197,401
SAL20805,37,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,82,8,..,39,82
SAL20806,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,3,..,12,18
SAL20807,29,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,72,0,..,34,72
SAL20808,23,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,46,0,..,26,46
SAL20809,280,628,8,10,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,11,0,0,294,653,58,..,350,653
SAL20810,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,15,..,32,34
SAL20811,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,..,7,14
SAL20812,92,239,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,94,244,8,..,103,244
SAL20813,380,745,23,29,0,0,23,29,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,15,19,20,37,0,0,426,805,94,..,515,805
SAL20814,31,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,70,5,..,35,70
SAL20815,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,..,6,13
SAL20816,141,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,379,18,..,158,379
SAL20817,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,61,4,..,33,61
SAL20818,14,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31,0,..,14,31
SAL20819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,4,0
SAL20820,30,74,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,33,84,27,..,61,84
SAL20821,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,6,..,13,23
SAL20822,523,1150,12,14,4,15,14,31,3,0,0,0,0,0,0,0,0,0,3,0,9,14,0,5,0,0,0,7,9,16,0,0,549,1197,143,..,688,1197
SAL20823,2182,4996,170,226,0,0,170,226,3,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,6,3,4,4,5,5,2361,5245,173,..,2535,5245
SAL20824,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,..,5,9
SAL20825,1113,3224,27,47,58,126,81,174,200,350,25,46,0,0,0,0,0,0,223,399,0,0,0,0,0,0,0,0,0,0,0,0,1420,3797,149,..,1572,3797
SAL20826,36,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,76,9,..,42,76
SAL20827,481,1088,22,30,3,17,24,46,10,20,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,7,517,1162,56,..,575,1162
SAL20828,792,1701,128,190,22,58,152,249,35,51,0,0,0,0,0,0,0,0,35,51,0,0,0,0,0,0,0,0,0,0,3,9,978,2004,71,..,1047,2004
SAL20829,1438,3405,215,335,29,60,244,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,6,0,0,1688,3802,93,..,1776,3802
SAL20830,77,177,134,295,407,957,538,1250,227,357,623,950,308,549,599,999,0,0,1762,2857,0,0,0,0,0,0,3,15,3,15,9,10,2396,4305,857,..,3255,4305
SAL20831,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,..,9,17
SAL20832,24,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,58,0,..,25,58
SAL20833,366,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,363,810,68,..,435,810
SAL20834,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,39,33,..,53,39
SAL20835,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,..,4,13
SAL20836,965,2419,146,218,0,0,146,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1108,2644,73,..,1185,2644
SAL20837,40,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,108,4,..,43,108
SAL20838,5112,12549,727,1102,15,28,741,1128,15,25,0,0,0,0,0,0,0,5,15,26,8,5,38,60,0,0,4,15,52,83,13,28,5934,13813,605,..,6546,13813
SAL20839,190,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22,39,0,0,0,0,26,46,0,0,214,556,12,..,225,556
SAL20840,141,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,403,4,..,152,403
SAL20841,78,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,207,10,..,85,207
SAL20842,42,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,104,3,..,40,104
SAL20843,366,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,1121,26,..,388,1121
SAL20844,376,784,11,16,0,0,11,16,20,24,0,0,0,0,0,0,0,0,20,24,0,0,0,3,0,0,0,0,0,3,0,0,413,828,93,..,509,828
SAL20845,40,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,108,6,..,46,108
SAL20846,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,53,16,..,41,53
SAL20847,41,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,91,3,..,44,91
SAL20848,1254,3426,133,281,303,742,438,1028,669,1383,84,130,39,60,0,0,0,0,785,1568,0,0,0,0,0,0,0,0,0,0,0,16,2483,6042,204,..,2685,6042
SAL20849,78,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,83,182,29,..,115,182
SAL20850,393,758,8,12,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,15,20,12,18,0,6,0,0,27,45,4,4,435,818,228,..,666,818
SAL20851,82,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,199,16,..,97,199
SAL20852,149,360,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,155,363,19,..,173,363
SAL20853,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,5,..,27,41
SAL20854,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,49,4,..,19,49
SAL20855,31,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,105,0,..,34,105
SAL20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,5,0
SAL20857,70,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,200,0,..,65,200
SAL20858,62,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,154,6,..,63,154
SAL20859,1116,3053,38,56,3,9,44,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,3,6,15,0,0,1163,3129,63,..,1231,3129
SAL20860,80,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,212,8,..,86,212
SAL20861,76,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,81,142,26,..,107,142
SAL20862,346,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,11,11,0,0,349,734,49,..,396,734
SAL20863,253,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,254,598,38,..,295,598
SAL20864,1733,5129,531,1100,345,808,873,1908,1036,1804,351,590,373,626,113,165,11,15,1875,3206,0,0,0,0,0,0,45,78,45,78,7,16,4534,10331,581,..,5116,10331
SAL20865,5646,16313,135,217,244,543,375,757,472,873,37,50,32,44,0,0,8,3,544,976,0,0,0,0,0,0,4,10,4,10,3,11,6574,18069,319,..,6893,18069
SAL20866,2151,6504,18,43,23,70,38,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2190,6620,69,..,2255,6620
SAL20867,1035,3058,587,1448,402,927,987,2370,1979,3357,2914,4533,340,549,0,0,0,6,5239,8446,0,0,0,0,0,0,0,0,0,0,7,7,7264,13885,1368,..,8628,13885
SAL20868,1975,5509,21,22,0,0,22,26,10,16,0,0,0,0,0,0,0,3,13,20,0,0,0,0,0,0,0,0,0,0,0,0,2012,5561,100,..,2108,5561
SAL20869,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,26,6,..,24,26
SAL20870,126,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,371,6,..,130,371
SAL20871,7017,20476,531,1459,458,1381,990,2838,0,0,0,0,0,0,0,0,5,11,5,11,0,0,0,0,0,0,0,4,0,4,3,10,8016,23343,322,..,8334,23343
SAL20872,196,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,194,530,16,..,213,530
SAL20873,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,0,..,10,22
SAL20874,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,..,11,3
SAL20875,74,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,141,29,..,105,141
SAL20876,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,12,..,19,27
SAL20877,236,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,659,20,..,255,659
SAL20878,8687,26423,1041,2466,780,2149,1816,4617,0,3,189,294,0,0,0,0,0,4,188,297,0,0,0,0,0,0,0,0,5,4,6,12,10704,31361,572,..,11275,31361
SAL20879,1687,4635,55,120,0,0,54,120,0,0,0,0,0,0,0,0,0,0,4,3,0,0,25,38,0,0,0,0,22,41,8,17,1774,4812,85,..,1856,4812
SAL20880,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,65,6,..,37,65
SAL20881,83,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,166,32,..,119,166
SAL20882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL20883,92,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,215,35,..,135,215
SAL20884,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,..,10,9
SAL20885,4019,11819,373,761,1296,2828,1671,3591,1458,2632,279,425,1035,1569,41,57,0,0,2810,4681,0,0,0,0,0,0,18,34,18,34,12,23,8522,20149,1172,..,9699,20149
SAL20886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SAL20887,418,1146,88,200,120,282,210,488,337,583,144,222,251,406,0,0,0,0,730,1217,0,0,0,0,0,0,0,3,0,3,0,5,1363,2853,195,..,1553,2853
SAL20888,387,1092,89,156,98,271,187,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,0,571,1524,51,..,624,1524
SAL20889,518,1500,269,492,51,148,318,639,0,0,5,8,0,0,0,0,0,0,5,8,0,0,0,0,0,0,4,3,4,3,0,5,850,2162,51,..,898,2162
SAL20890,19,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,42,3,..,24,42
SAL20891,238,540,20,28,7,7,20,39,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,261,588,32,..,300,588
SAL20892,1403,3001,84,113,0,0,84,113,12,16,0,0,0,0,0,0,0,0,12,16,0,3,0,0,0,0,0,0,0,3,0,0,1498,3127,185,..,1684,3127
SAL20893,88,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,195,10,..,93,195
SAL20894,64,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,134,29,..,95,134
SAL20895,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,..,5,14
SAL20896,77,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,174,11,..,87,174
SAL20897,50,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,144,8,..,61,144
