SAL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,244,257,505,33,40,68,3,6,10,123,134,259,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,133,147,281,9,7,15,0,0,4,177,188,364,45,46,87,464,490,950
SAL20014,53,48,96,9,5,11,0,0,0,8,14,23,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,23,0,0,0,0,0,0,19,23,44,9,8,12,73,76,149
SAL20015,2109,2308,4417,195,185,382,24,33,59,1058,1092,2150,18,15,35,14,16,32,8,9,16,5,11,14,0,0,0,0,6,3,0,0,0,1135,1182,2316,126,134,260,22,8,32,1486,1510,2991,127,107,228,3720,3920,7638
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,1732,1740,3476,80,78,156,14,19,28,499,497,999,9,0,13,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,523,527,1049,162,131,293,21,14,37,790,743,1533,151,139,289,2675,2626,5302
SAL20018,1474,1643,3121,213,211,422,46,51,96,621,706,1326,26,31,59,3,11,17,15,19,38,7,9,19,0,0,3,0,6,7,0,0,0,722,836,1557,164,194,354,14,13,32,1112,1248,2365,119,119,238,2708,3011,5717
SAL20019,83,77,163,15,16,30,0,5,5,33,33,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,68,0,0,0,0,0,0,49,50,103,9,7,15,139,142,277
SAL20020,24,29,43,4,3,8,0,0,3,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,9,11,16,0,6,3,30,40,72
SAL20021,1034,972,2011,106,89,192,20,19,40,522,426,949,15,18,25,9,3,11,6,11,17,5,0,5,4,0,7,0,0,5,0,0,0,578,477,1055,276,208,484,24,7,29,979,775,1756,187,137,327,2204,1884,4091
SAL20022,766,831,1598,176,213,388,13,15,25,199,196,391,9,9,18,4,4,10,4,4,9,3,3,7,0,3,6,0,0,0,0,0,4,228,238,465,18,26,41,10,3,14,433,480,914,84,83,171,1289,1385,2678
SAL20023,2386,2542,4934,503,508,1008,55,77,136,1832,2004,3837,49,46,100,29,38,68,9,11,25,16,14,27,19,14,32,9,3,16,0,0,0,2023,2206,4231,197,208,406,47,42,92,2762,2971,5735,199,197,400,5348,5714,11066
SAL20024,9,3,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,13,7,16
SAL20025,23,18,44,0,0,0,3,4,6,10,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,27,0,0,0,0,0,0,18,13,30,9,9,18,44,41,89
SAL20026,18,18,44,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,11,0,0,0,0,0,0,9,8,11,0,4,5,33,25,61
SAL20027,99,96,193,3,11,15,4,4,14,10,10,22,0,0,0,0,0,3,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,22,23,45,0,0,5,0,0,0,26,32,64,20,17,31,148,138,287
SAL20028,456,464,920,41,32,73,3,0,10,93,107,203,0,8,8,0,0,6,3,0,9,4,0,4,3,0,8,0,0,0,0,0,0,105,120,224,5,12,16,3,3,6,158,163,322,45,44,91,659,673,1332
SAL20029,57,59,116,4,4,10,0,0,0,19,14,36,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,46,0,0,4,0,0,0,31,22,53,4,4,11,90,88,179
SAL20030,45,40,90,0,0,9,0,0,0,19,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,45,4,0,3,0,0,0,27,32,58,13,8,22,90,81,167
SAL20031,60,65,129,0,5,9,0,0,5,12,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,25,0,0,0,0,4,4,18,19,40,21,12,29,99,92,190
SAL20032,12,12,19,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,11,12,25
SAL20033,18,18,36,4,4,9,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,7,6,19,3,4,11,32,31,64
SAL20034,1418,1530,2947,109,109,222,22,25,51,776,853,1630,19,20,43,3,11,15,6,8,14,0,3,4,0,3,3,5,11,15,0,0,0,840,943,1779,116,138,249,15,17,36,1081,1204,2278,103,103,209,2602,2829,5433
SAL20035,2848,3142,5988,403,464,862,51,45,97,1202,1314,2510,52,69,117,12,13,25,24,30,47,3,12,14,5,8,7,11,14,22,0,0,0,1346,1498,2845,227,283,515,34,35,69,2011,2281,4291,255,278,532,5112,5700,10813
SAL20036,5667,6016,11678,445,471,918,36,45,81,1350,1545,2895,32,52,83,15,17,28,19,13,36,10,15,22,11,14,27,10,6,19,0,0,0,1482,1709,3184,275,309,583,59,64,126,2256,2550,4805,448,444,889,8365,9011,17376
SAL20037,3201,3589,6785,437,413,842,56,41,104,1263,1382,2640,37,39,76,16,14,35,33,28,59,8,11,17,15,8,27,3,5,11,0,0,0,1426,1535,2962,242,233,479,35,33,72,2139,2212,4352,390,412,803,5728,6214,11939
SAL20038,42,42,83,0,3,3,0,0,0,12,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,22,0,0,0,0,0,0,19,18,29,4,5,12,63,64,126
SAL20039,20,23,42,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,3,0,0,0,4,3,12,8,3,14,31,35,62
SAL20040,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,4,5,4
SAL20041,85,78,165,4,0,3,0,0,0,14,18,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,27,0,0,0,0,0,0,13,22,34,11,7,20,107,105,212
SAL20042,219,218,440,17,18,40,0,0,0,72,63,136,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,69,142,4,0,3,0,0,0,101,89,186,37,34,69,357,341,699
SAL20043,28,25,45,6,3,8,0,0,0,13,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,30,0,0,0,0,0,0,21,18,41,5,0,9,47,45,95
SAL20044,8,10,13,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,5,0,6,0,0,0,15,9,24
SAL20045,10,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,15,21,13,31
SAL20046,744,776,1517,126,130,259,9,9,20,450,493,938,7,14,16,4,5,5,0,8,12,0,0,3,5,7,8,7,0,8,0,0,0,481,527,1008,26,23,49,3,0,9,636,689,1322,108,102,205,1483,1563,3049
SAL20047,16,13,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,21,16,38
SAL20048,17,15,28,5,3,7,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,9,7,20,5,0,9,26,24,48
SAL20049,426,438,862,117,129,242,11,11,24,158,138,290,5,8,16,0,0,3,3,0,9,0,0,0,0,0,3,4,0,5,0,0,0,185,163,346,27,28,55,0,5,4,325,321,645,105,99,206,856,861,1717
SAL20050,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12
SAL20051,15,4,18,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,14,0,0,0,0,0,0,7,6,14,0,0,4,20,13,36
SAL20052,99,81,182,12,5,24,0,0,0,18,13,29,0,4,6,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,52,0,3,3,0,0,0,44,35,82,27,30,53,164,148,314
SAL20053,2036,2066,4099,589,659,1251,19,32,55,475,543,1021,14,24,33,14,25,36,9,8,26,3,0,13,6,7,18,0,0,0,0,0,0,548,652,1197,125,118,246,22,23,46,1288,1454,2733,988,256,1244,4306,3771,8079
SAL20054,24,19,41,7,3,9,0,0,0,7,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,26,0,0,3,0,0,0,21,15,37,7,7,9,50,38,94
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,87,59,151,6,7,7,0,0,0,21,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,23,26,45,0,0,0,0,0,0,27,30,53,9,0,5,113,93,207
SAL20057,24,24,48,0,0,0,6,0,5,16,16,28,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,32,0,0,4,0,0,0,19,19,40,4,7,7,40,48,95
SAL20058,12,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,25
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,6,3,3,12
SAL20060,7,8,15,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,4,3,6,0,0,0,8,9,14
SAL20061,6,11,8,0,0,4,0,0,0,4,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,10,5,12,0,3,10,16,16,33
SAL20062,759,784,1540,57,48,108,10,11,21,388,342,731,0,0,5,3,9,13,4,0,9,4,4,9,0,0,0,0,0,5,0,0,0,415,360,772,103,102,203,8,14,22,576,528,1108,168,133,296,1505,1439,2943
SAL20063,163,123,287,13,11,18,0,0,0,49,38,90,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,96,6,8,15,0,0,0,66,59,130,38,21,54,271,199,472
SAL20064,0,5,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,7,4,18
SAL20065,79,74,153,5,9,13,0,0,0,17,17,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,22,43,0,0,0,0,0,0,26,32,55,26,20,51,131,121,253
SAL20066,1779,2167,3949,161,188,345,68,99,173,1377,1640,3012,52,52,105,24,30,54,38,41,85,11,8,20,0,0,4,7,13,16,0,0,0,1572,1893,3465,318,406,722,30,20,54,2084,2504,4589,186,215,399,4050,4883,8935
SAL20067,35,28,59,0,3,4,0,0,5,3,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19,0,0,0,0,0,0,11,12,23,4,0,7,48,41,95
SAL20068,1071,1095,2168,201,221,426,69,73,135,2840,3148,5985,53,67,130,21,22,42,25,27,53,8,12,17,21,21,45,3,10,13,0,0,0,3049,3375,6421,290,273,562,49,59,110,3589,3935,7527,161,157,316,4827,5188,10012
SAL20069,21,18,39,0,0,0,0,0,0,4,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,0,0,0,0,0,0,4,4,15,4,0,5,29,27,52
SAL20070,8,3,8,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,4,0,10,7,19
SAL20071,181,171,349,3,5,7,0,0,0,34,33,63,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,37,39,71,0,0,0,0,0,0,38,43,83,11,21,35,231,226,465
SAL20072,125,130,256,6,7,17,0,0,0,45,44,96,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,48,95,4,3,9,0,0,0,59,59,122,12,9,18,201,198,398
SAL20073,39,37,73,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,0,0,0,0,0,0,7,3,6,0,5,10,47,50,96
SAL20074,566,606,1183,111,137,247,13,13,21,322,347,673,8,12,22,0,6,6,6,7,15,0,0,0,6,0,7,0,4,4,0,0,0,355,393,749,15,17,33,10,18,27,489,570,1059,57,55,113,1122,1227,2352
SAL20075,3780,3951,7727,319,339,655,98,89,188,1706,1806,3508,56,58,114,37,40,76,44,50,92,3,10,16,12,10,30,20,15,35,0,0,0,1976,2087,4065,433,417,852,44,38,88,2770,2888,5658,417,425,840,6961,7263,14226
SAL20076,78,70,149,0,0,0,5,4,3,26,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,57,0,0,4,0,0,0,30,33,66,16,8,25,117,114,235
SAL20077,2360,2469,4828,153,144,300,20,20,41,828,802,1630,21,19,38,10,9,21,15,17,34,6,3,10,5,0,5,6,0,3,0,0,0,909,874,1780,168,192,358,9,5,17,1235,1216,2458,119,138,253,3710,3828,7537
SAL20078,1771,1953,3727,134,138,273,23,20,48,906,947,1857,26,22,50,10,6,19,0,4,3,10,3,16,5,0,5,4,0,4,0,0,0,979,1009,1989,243,209,448,27,22,48,1381,1373,2753,134,160,293,3292,3490,6779
SAL20079,2144,2240,4390,190,201,384,25,34,58,781,791,1576,12,9,22,4,8,8,8,9,17,4,0,5,0,0,3,0,4,3,0,0,0,835,851,1687,66,87,147,14,10,23,1097,1151,2252,105,117,218,3347,3510,6859
SAL20080,2343,2415,4758,60,78,143,7,13,21,446,419,864,8,9,16,3,11,17,0,3,12,5,0,6,0,0,0,7,3,6,0,0,0,476,455,933,69,77,145,3,9,12,614,620,1234,78,71,149,3037,3102,6140
SAL20081,27,35,65,0,0,6,0,0,0,28,24,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,49,0,0,0,0,0,0,28,26,52,7,9,17,65,68,135
SAL20082,1263,1273,2533,67,63,133,6,0,3,163,193,351,3,0,6,0,0,7,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,171,203,375,20,21,35,0,8,9,264,290,553,39,43,85,1563,1609,3174
SAL20083,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3
SAL20084,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,5
SAL20085,82,74,151,10,11,21,0,0,0,16,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,40,3,3,9,3,0,3,46,29,69,13,8,22,140,103,240
SAL20086,327,307,636,33,51,85,7,11,20,100,116,218,5,3,12,0,3,7,0,0,0,0,0,5,10,3,14,0,0,0,0,0,0,129,141,270,7,13,17,0,4,9,178,206,381,23,20,38,522,539,1056
SAL20087,407,362,770,71,60,130,8,4,10,111,113,220,3,3,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,120,245,3,4,7,5,0,0,198,188,385,68,69,142,675,625,1297
SAL20088,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20089,3693,3985,7679,264,259,528,25,33,66,1152,1219,2371,20,23,47,19,16,36,17,14,38,5,3,11,6,6,11,6,0,3,0,0,0,1244,1328,2573,181,148,326,53,99,151,1745,1837,3580,257,240,501,5695,6060,11756
SAL20090,13,21,38,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,8,0,0,0,23,26,43
SAL20091,294,262,563,25,21,46,0,0,0,82,62,142,0,0,0,0,0,5,0,4,7,0,0,3,0,0,0,0,0,0,0,0,0,83,72,156,0,0,4,3,5,6,111,101,207,17,21,42,425,383,808
SAL20092,136,129,269,0,4,4,4,10,10,60,54,113,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,64,62,129,3,5,4,0,0,0,70,74,139,19,8,30,230,210,435
SAL20093,273,251,516,20,13,34,0,0,3,127,121,251,0,6,3,0,0,0,4,5,3,0,0,0,0,0,5,0,0,0,0,0,0,133,129,262,0,3,5,5,0,9,162,152,309,38,37,80,469,440,908
SAL20094,13,11,22,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,6,4,8,3,0,3,16,18,36
SAL20095,1745,1874,3623,473,554,1032,24,28,53,901,954,1854,10,19,31,7,17,21,5,11,14,3,10,14,4,4,8,9,3,9,0,0,0,965,1043,2005,63,86,153,19,18,38,1524,1709,3227,216,243,457,3486,3826,7314
SAL20096,103,97,199,8,10,13,0,0,5,35,40,81,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,93,0,4,6,0,0,0,54,55,115,15,10,21,176,163,337
SAL20097,527,543,1074,54,57,113,7,3,10,113,119,227,8,5,9,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,119,130,254,3,7,5,0,0,0,178,191,374,36,33,72,748,774,1519
SAL20098,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10
SAL20099,101,104,207,5,8,13,0,0,0,40,46,90,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,47,47,99,0,0,0,0,0,0,53,52,106,13,12,30,168,169,342
SAL20100,14,7,24,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,0,0,0,0,0,8,4,10,3,0,3,26,17,39
SAL20101,19,15,34,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,7,8,14,0,7,7,30,27,50
SAL20102,44,31,74,3,3,6,0,0,0,15,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,26,0,0,0,0,0,0,20,12,34,4,3,9,63,52,116
