SAL_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
SAL21240,4,0,0,0,0,0,0,4
SAL21241,80,3,5,5,0,0,0,95
SAL21242,33,0,0,0,0,0,0,38
SAL21243,11,0,0,0,0,0,0,11
SAL21244,9,0,0,0,0,0,0,11
SAL21245,606,52,27,10,3,0,7,700
SAL21246,1572,63,16,7,0,0,0,1661
SAL21247,541,18,3,0,0,0,0,567
SAL21248,203,11,11,6,0,0,0,234
SAL21249,16,0,5,0,0,0,0,21
SAL21250,206,20,22,5,0,0,0,247
SAL21251,0,0,0,0,0,0,0,0
SAL21252,3,6,0,0,0,0,0,7
SAL21253,15,0,0,0,0,0,0,12
SAL21254,539,30,5,0,0,0,4,576
SAL21255,0,0,0,0,0,0,0,0
SAL21256,19,0,3,0,0,0,0,23
SAL21257,8,0,0,0,0,0,0,8
SAL21258,13,0,0,0,0,0,0,15
SAL21259,7,0,0,0,0,0,0,10
SAL21260,5,0,0,0,0,0,0,9
SAL21261,59,8,0,0,0,0,0,72
SAL21262,6,0,0,0,0,0,0,15
SAL21263,4,0,0,0,0,0,0,4
SAL21264,0,0,0,0,0,0,0,0
SAL21265,26,6,0,0,0,0,0,31
SAL21266,0,0,0,0,0,0,0,0
SAL21267,0,0,0,0,0,0,0,0
SAL21268,3,0,0,0,0,0,0,3
SAL21269,61,6,3,0,0,0,0,73
SAL21270,6,0,0,0,0,0,0,0
SAL21271,3,0,0,0,0,0,0,3
SAL21272,3,0,0,0,0,0,0,3
SAL21273,22,0,0,0,0,0,0,22
SAL21274,0,0,0,0,0,0,0,0
SAL21275,3,0,0,0,0,0,0,3
SAL21276,14,0,0,0,0,0,0,22
SAL21277,70,7,0,0,0,0,0,82
SAL21278,0,0,0,0,0,0,0,0
SAL21279,500,36,15,0,0,0,0,557
SAL21280,6,0,0,0,0,0,0,11
SAL21281,0,0,0,0,0,0,0,0
SAL21282,84,10,6,0,0,0,0,101
SAL21283,11,0,0,0,0,0,0,13
SAL21284,884,31,11,14,0,0,0,940
SAL21285,6,0,0,0,0,0,0,6
SAL21286,163,13,3,0,0,0,0,179
SAL21287,160,11,8,0,0,0,0,181
SAL21288,8,0,0,0,0,0,0,8
SAL21289,11,0,0,0,0,0,0,10
SAL21290,0,0,0,0,0,0,0,0
SAL21291,3,0,0,0,0,0,0,3
SAL21292,10,0,0,0,0,0,0,10
SAL21293,822,93,53,8,3,0,9,994
SAL21294,145,11,0,0,0,0,0,155
SAL21295,79,4,0,0,0,0,0,85
SAL21296,3,0,0,0,0,0,0,3
SAL21297,0,0,0,0,0,0,0,0
SAL21298,5,0,0,0,0,0,0,5
SAL21299,3,0,0,0,0,0,0,3
SAL21300,24,0,0,0,0,0,0,22
SAL21301,10,0,0,0,0,0,0,14
SAL21302,6,4,0,0,0,0,0,10
SAL21303,0,0,0,0,0,0,0,0
SAL21304,4,0,0,0,0,0,0,4
SAL21305,0,0,0,0,0,0,0,0
SAL21306,39,0,3,0,0,0,0,44
SAL21307,0,0,0,0,0,0,0,3
SAL21308,10,0,0,0,0,0,0,10
SAL21309,51,0,3,0,0,0,0,58
SAL21310,101,5,4,0,0,0,5,116
SAL21311,14,0,0,0,0,0,0,18
SAL21312,362,18,10,11,0,0,0,395
SAL21313,7,0,0,0,0,0,0,7
SAL21314,798,31,14,6,5,0,0,846
SAL21315,1139,51,34,15,4,0,0,1235
SAL21316,1931,104,30,8,0,0,4,2071
SAL21317,226,13,0,5,0,0,0,244
SAL21318,6,0,0,0,0,0,0,10
SAL21319,312,19,11,0,0,0,3,346
SAL21320,0,0,0,0,0,0,0,0
SAL21321,5,0,0,0,0,0,0,5
SAL21322,3,0,0,0,0,0,0,3
SAL21323,0,0,0,0,0,0,0,0
SAL21324,6,0,0,0,0,0,0,3
SAL21325,9,0,0,0,0,0,0,9
SAL21326,419,40,21,6,0,0,0,485
SAL21327,915,34,5,0,0,0,0,957
SAL21328,275,20,22,0,0,0,3,320
SAL21329,5,0,0,0,0,0,0,4
SAL21330,23,0,0,0,0,0,0,27
SAL21331,9,0,0,0,0,0,0,12
SAL21332,12,0,0,0,0,0,0,12
SAL21333,12,0,0,0,0,0,0,12
SAL21334,5,0,0,0,0,0,0,10
SAL21335,0,0,0,0,0,0,0,0
SAL21336,2779,123,41,12,0,0,3,2950
SAL21337,914,29,17,0,0,0,0,956
SAL21338,3,0,0,0,0,0,0,7
SAL21339,4138,194,110,83,3,12,16,4559
SAL21340,1076,63,49,13,0,4,6,1205
SAL21341,16,3,0,0,0,0,0,23
SAL21342,59,3,0,0,0,0,0,63
SAL21343,3,0,0,0,0,0,0,8
SAL21344,62,5,4,0,0,0,0,67
SAL21345,54,5,3,0,0,0,0,57
SAL21346,0,0,0,0,0,0,0,0
SAL21347,186,14,16,0,0,0,0,226
SAL21348,25,0,0,0,0,0,0,25
SAL21349,43,4,3,0,0,0,0,50
SAL21350,12,0,0,0,0,0,0,12
SAL21351,16,0,0,0,0,0,0,15
SAL21352,913,90,49,9,5,0,4,1062
SAL21353,47,5,4,0,0,0,0,56
SAL21354,1212,88,51,10,0,0,5,1374
SAL21355,419,30,16,5,0,0,4,473
SAL21356,6,0,0,0,0,0,0,12
SAL21357,9,0,0,0,0,0,0,9
SAL21358,159,20,16,3,0,0,4,199
SAL21359,38,7,4,0,0,0,0,47
SAL21360,153,18,3,0,0,0,0,177
SAL21361,3,0,0,0,0,0,0,5
SAL21362,862,52,35,29,9,0,6,996
SAL21363,301,14,13,5,0,0,0,325
SAL21364,18,0,0,0,0,0,0,22
SAL21365,497,15,5,0,0,0,0,520
SAL21366,0,0,0,0,0,0,0,0
SAL21367,0,0,0,0,0,0,0,0
SAL21368,41,7,0,0,0,0,0,50
SAL21369,9,0,0,0,0,0,0,6
SAL21370,7,0,0,0,0,0,0,7
SAL21371,0,0,0,0,0,0,0,0
SAL21372,0,0,0,0,0,0,0,0
SAL21373,15,0,0,0,0,0,0,19
SAL21374,957,59,22,0,0,0,0,1042
SAL21375,3,0,0,0,0,0,0,3
SAL21376,4,0,0,0,0,0,0,4
SAL21377,20,0,4,0,0,0,0,22
SAL21378,23,5,0,0,0,0,0,30
SAL21379,4,0,0,0,0,0,0,5
SAL21380,425,50,32,8,0,0,0,512
SAL21381,5,0,0,0,0,0,0,4
SAL21382,0,0,0,0,0,0,0,0
SAL21383,3,0,0,0,0,0,0,3
SAL21384,68,16,3,3,0,0,0,86
SAL21385,30,0,0,0,0,0,0,35
SAL21386,43,4,0,0,0,0,0,44
SAL21387,3,0,0,0,0,0,0,3
SAL21388,41,5,0,0,0,0,0,55
SAL21389,11,0,0,0,0,0,0,16
SAL21390,4,0,0,0,0,0,0,4
SAL21391,0,0,0,0,0,0,0,0
SAL21392,14,3,0,0,0,0,0,17
SAL21393,90,3,6,0,0,0,0,100
SAL21394,3,0,0,0,0,0,0,3
SAL21395,11,0,0,0,0,0,0,14
SAL21396,218,21,9,8,0,0,4,262
SAL21397,4,0,4,0,0,0,0,11
SAL21398,4,0,0,0,0,0,0,3
SAL21399,400,40,25,3,3,0,3,476
SAL21400,9,5,0,0,0,0,0,14
SAL21401,21,0,0,0,0,0,0,23
SAL21402,17,0,0,0,0,0,0,19
SAL21403,11,4,0,0,0,0,0,12
SAL21404,36,5,5,0,0,0,0,46
SAL21405,14,0,5,0,0,0,0,18
SAL21406,0,0,0,0,0,0,0,0
SAL21407,6,0,0,0,0,0,0,6
SAL21408,0,0,0,0,0,0,0,0
SAL21409,0,0,0,0,0,0,0,0
SAL21410,4,0,0,0,0,0,0,4
SAL21411,1101,108,61,19,3,0,9,1308
SAL21412,636,66,38,5,0,0,6,747
SAL21413,10,0,0,0,0,0,0,7
SAL21414,728,52,25,3,0,0,0,814
SAL21415,7,0,0,0,0,0,0,10
SAL21416,42,6,3,0,0,0,0,43
SAL21417,21,0,0,0,0,0,0,20
SAL21418,11,3,0,0,0,0,0,12
SAL21419,47,5,3,0,0,0,0,54
SAL21420,33,0,0,0,0,0,0,39
SAL21421,9,3,0,0,0,0,0,10
SAL21422,0,0,0,0,0,0,0,0
SAL21423,0,0,0,0,0,0,0,0
SAL21424,0,0,0,0,0,0,0,0
SAL21425,9,0,0,0,0,0,0,9
SAL21426,14,0,0,0,0,0,0,13
SAL21427,89,8,3,0,0,0,0,95
SAL21428,36,0,4,0,0,0,0,41
SAL21429,33,6,0,0,0,0,0,41
SAL21430,17,0,0,0,0,0,0,17
SAL21431,0,0,0,0,0,0,0,0
SAL21432,0,0,0,0,0,0,0,0
SAL21433,0,0,0,0,0,0,0,0
SAL21434,0,0,0,0,0,0,0,0
SAL21435,176,10,6,0,0,0,0,197
SAL21436,5,0,0,0,0,0,0,5
SAL21437,11,0,0,0,0,0,0,11
SAL21438,3,0,0,0,0,0,0,3
SAL21439,0,0,0,0,0,0,0,3
SAL21440,0,0,0,0,0,0,0,0
SAL21441,0,0,0,0,0,0,0,3
SAL21442,5,0,0,0,0,0,0,12
SAL21443,0,0,0,0,0,0,0,0
SAL21444,51,11,3,0,0,0,0,72
SAL21445,0,0,0,0,0,0,0,0
SAL21446,0,0,0,0,0,0,0,0
SAL21447,263,15,0,0,0,0,3,277
SAL21448,0,0,0,0,0,0,0,0
SAL21449,278,33,22,10,0,0,0,345
SAL21450,74,5,3,0,0,0,0,82
SAL21451,11,0,0,0,0,0,0,11
SAL21452,2675,110,63,32,0,0,8,2890
SAL21453,0,0,0,0,0,0,0,0
SAL21454,37,8,0,0,0,0,0,49
SAL21455,14,7,3,0,0,0,0,19
SAL21456,301,27,13,0,4,0,0,348
SAL21457,7,0,0,0,0,0,0,15
SAL21458,4,0,0,0,0,0,0,5
SAL21459,281,32,22,0,4,0,0,335
SAL21460,14,0,0,0,0,0,0,17
SAL21461,0,0,0,0,0,0,0,0
SAL21462,0,0,0,0,0,0,0,0
SAL21463,7,0,0,0,0,0,0,7
SAL21464,9,0,0,0,0,0,0,9
SAL21465,0,0,0,0,0,0,0,3
SAL21466,3,3,0,0,0,0,0,11
SAL21467,2752,259,152,28,3,4,12,3205
SAL21468,182,11,10,4,0,0,0,208
SAL21469,2068,165,115,16,5,3,13,2385
SAL21470,7,0,0,0,0,0,0,7
SAL21471,23,5,0,0,0,0,0,23
SAL21472,9,0,0,0,0,0,0,9
SAL21473,292,20,20,0,0,0,0,334
SAL21474,30,0,0,0,0,0,0,29
SAL21475,9,0,0,0,0,0,0,5
SAL21476,388,24,15,8,0,0,0,429
SAL21477,0,0,0,0,0,0,0,0
SAL21478,4,0,0,0,0,0,0,4
SAL21479,5,0,0,0,0,0,0,5
SAL21480,0,0,0,0,0,0,0,0
SAL21481,0,0,0,0,0,0,0,0
SAL21482,39,6,3,0,0,0,0,42
SAL21483,3,0,0,0,0,0,0,3
SAL21484,25,0,0,4,0,0,0,26
SAL21485,5,0,0,0,0,0,0,5
SAL21486,51,5,3,0,0,0,0,56
SAL21487,29,0,0,0,0,0,0,29
SAL21488,175,16,9,0,0,0,0,207
SAL21489,4,0,0,0,0,0,0,4
SAL21490,483,50,27,0,0,0,0,571
SAL21491,12,0,0,0,0,0,0,16
SAL21492,71,3,0,0,0,0,0,78
SAL21493,1343,156,72,15,0,0,7,1592
SAL21494,0,0,0,0,0,0,0,0
SAL21495,13,0,0,0,0,0,0,13
SAL21496,141,6,9,4,0,0,0,159
SAL21497,24,3,0,0,0,0,0,25
SAL21498,0,0,0,0,0,0,0,0
SAL21499,0,0,0,0,0,0,0,0
SAL21500,8,0,0,0,0,0,0,13
SAL21501,0,0,0,0,0,0,0,3
SAL21502,11,0,0,0,0,0,0,14
SAL21503,9,0,0,0,0,0,0,9
SAL21504,1934,177,71,15,0,0,0,2198
SAL21505,7,0,0,0,0,0,0,11
SAL21506,10,0,3,0,0,0,0,16
SAL21507,14,0,0,0,0,0,0,18
SAL21508,8,0,0,0,0,0,0,8
SAL21509,40,0,0,0,0,0,0,47
SAL21510,53,3,3,0,0,0,0,62
SAL21511,0,0,0,0,0,0,0,0
SAL21512,0,0,0,0,0,0,0,3
SAL21513,0,0,0,0,0,0,0,0
SAL21514,45,3,3,4,0,0,0,56
SAL21515,7,0,0,0,0,0,0,7
SAL21516,31,3,0,0,0,0,0,39
SAL21517,5,0,0,0,0,0,0,5
SAL21518,0,0,0,0,0,0,0,0
SAL21519,7,0,0,0,0,0,0,7
SAL21520,164,12,0,7,0,0,0,177
SAL21521,3,0,0,0,0,0,0,5
SAL21522,5,0,0,0,0,0,0,3
SAL21523,65,5,3,0,0,0,0,69
SAL21524,19,3,0,0,0,0,4,29
SAL21525,0,0,0,0,0,0,0,0
SAL21526,65,7,4,0,0,0,0,80
SAL21527,10,0,0,0,0,0,0,10
SAL21528,90,3,3,0,0,0,0,100
SAL21529,126,9,11,0,0,0,0,143
SAL21530,5,0,0,0,0,0,0,5
SAL21531,4,0,0,0,0,0,0,6
SAL21532,19,0,0,0,0,0,0,19
SAL21533,45,3,0,0,0,0,0,50
SAL21534,194,23,13,3,0,0,4,234
SAL21535,17,0,0,0,0,0,0,18
SAL21536,191,10,7,0,0,0,0,210
SAL21537,80,9,0,0,0,0,0,93
SAL21538,224,29,19,5,0,0,0,275
SAL21539,12,0,0,0,0,0,0,17
SAL21540,20,0,0,0,0,0,0,22
SAL21541,6,0,0,0,0,0,0,6
SAL21542,85,4,0,0,0,0,0,93
SAL21543,0,0,0,0,0,0,0,0
SAL21544,323,36,19,4,0,0,0,387
SAL21545,0,0,0,0,0,0,0,0
SAL21546,26,0,0,0,0,0,0,32
SAL21547,458,22,10,3,0,0,0,496
SAL21548,0,0,0,0,0,0,0,0
SAL21549,0,0,0,0,0,0,0,3
SAL21550,342,29,28,8,0,0,0,412
SAL21551,128,10,4,0,0,0,4,144
SAL21552,3,0,0,0,0,0,0,5
SAL21553,27,5,0,0,0,0,0,28
SAL21554,1380,65,28,27,0,0,0,1504
SAL21555,1517,78,31,14,0,0,0,1644
SAL21556,6,0,0,0,0,0,0,6
SAL21557,14,3,0,0,0,0,0,14
SAL21558,1069,52,24,9,0,0,0,1149
SAL21559,157,11,0,0,0,0,0,168
SAL21560,45,4,3,0,0,0,0,47
SAL21561,106,12,4,0,0,0,0,121
SAL21562,264,12,8,0,0,0,0,282
SAL21563,5,0,0,0,0,0,0,4
SAL21564,1245,63,16,3,0,0,4,1331
SAL21565,0,0,0,0,0,0,0,0
SAL21566,0,0,0,0,0,0,0,0
SAL21567,6,0,0,0,0,0,0,4
SAL21568,0,0,0,0,0,0,0,0
SAL21569,617,61,34,4,0,0,0,731
SAL21570,4,0,0,0,0,0,0,4
SAL21571,461,37,24,6,0,0,0,532
SAL21572,10,0,0,0,0,0,0,10
SAL21573,48,3,0,0,0,0,4,57
SAL21574,759,53,32,4,0,0,3,854
SAL21575,900,65,24,11,0,0,0,997
SAL21576,62,3,4,0,0,0,0,68
SAL21577,0,0,0,0,0,0,0,0
SAL21578,34,8,0,0,0,0,0,42
SAL21579,24,5,0,0,0,0,0,29
SAL21580,10,0,0,0,0,0,0,10
SAL21581,0,0,0,0,0,0,0,0
SAL21582,12,0,0,0,0,0,0,13
SAL21583,97,14,3,0,0,0,0,114
SAL21584,76,8,3,0,0,0,0,83
SAL21585,102,3,0,0,0,0,0,104
SAL21586,1080,64,20,0,0,0,0,1161
SAL21587,2710,99,20,5,0,0,4,2842
SAL21588,45,3,0,0,0,0,0,55
SAL21589,24,0,4,0,0,0,0,29
SAL21590,96,3,3,0,0,0,0,108
SAL21591,31,3,0,0,0,0,0,40
SAL21592,12,4,0,0,0,0,0,16
SAL21593,337,16,3,0,0,0,0,352
SAL21594,13,0,0,0,0,0,0,18
SAL21595,3,0,3,0,0,0,0,6
SAL21596,0,0,0,0,0,0,0,0
SAL21597,1982,109,66,27,0,0,0,2190
SAL21598,0,0,0,0,0,0,0,0
SAL21599,460,34,14,5,3,0,0,522
SAL21600,0,0,0,0,0,0,0,0
SAL21601,21,0,0,0,0,0,0,22
SAL21602,20,6,3,0,0,0,0,32
SAL21603,18,0,0,0,0,0,0,22
SAL21604,1337,64,25,9,0,4,7,1446
SAL21605,8,0,0,0,0,0,0,9
SAL21606,20,0,4,0,0,0,0,26
SAL21607,0,0,0,0,0,0,0,0
SAL21608,49,0,0,0,0,0,0,50
SAL21609,7,0,0,0,0,0,0,4
SAL21610,0,0,0,0,0,0,0,0
SAL21611,0,0,0,0,0,0,0,0
SAL21612,277,17,15,0,0,0,4,310
SAL21613,7,3,0,0,0,0,0,10
SAL21614,6,0,0,0,0,0,0,6
SAL21615,156,21,12,0,0,0,3,192
SAL21616,0,0,0,0,0,0,0,0
SAL21617,11,0,0,0,0,0,0,11
SAL21618,498,57,32,4,3,0,3,593
SAL21619,91,6,3,0,0,0,0,99
SAL21620,28,3,0,0,0,0,0,29
SAL21621,6,0,0,0,0,0,0,6
SAL21622,0,0,0,0,0,0,0,0
SAL21623,0,0,0,0,0,0,0,0
SAL21624,31,5,0,0,0,0,0,32
SAL21625,262,20,14,0,0,0,0,299
SAL21626,0,0,0,0,0,0,0,0
SAL21627,19,0,0,0,0,0,0,19
SAL21628,73,7,0,0,0,0,0,82
SAL21629,985,49,18,0,0,0,0,1054
SAL21630,3,0,0,0,0,0,0,9
SAL21631,7,0,0,0,0,0,0,7
SAL21632,9,0,0,0,0,0,0,11
SAL21633,11,0,0,0,0,0,0,11
SAL21634,14,0,0,0,0,0,0,10
SAL21635,1776,85,37,34,0,0,5,1932
SAL21636,5,0,0,0,0,0,0,5
SAL21637,82,6,0,0,0,0,0,88
SAL21638,0,0,0,0,0,0,0,0
SAL21639,11,0,0,0,0,0,0,11
SAL21640,1465,91,7,0,0,0,6,1572
SAL21641,0,0,0,0,0,0,0,0
SAL21642,587,79,48,7,0,0,8,726
SAL21643,989,78,58,21,0,0,11,1162
SAL21644,868,79,50,10,0,0,10,1021
SAL21645,7,0,0,0,0,0,0,8
SAL21646,0,0,0,0,0,0,0,0
SAL21647,3,0,0,0,0,0,0,3
SAL21648,1444,77,31,6,0,0,0,1555
SAL21649,130,5,5,0,0,0,0,139
SAL21650,3,0,0,0,0,0,0,3
SAL21651,10,0,0,0,0,0,0,13
SAL21652,4,0,6,0,0,0,0,5
SAL21653,223,29,11,0,0,0,0,264
SAL21654,45,3,0,0,0,0,0,52
SAL21655,23,0,0,0,0,0,0,20
SAL21656,78,7,8,0,3,0,0,101
SAL21657,3,0,0,0,0,0,0,9
SAL21658,11,0,3,0,0,0,0,19
SAL21659,3281,214,142,31,0,3,6,3680
SAL21660,18,0,0,0,0,0,0,17
SAL21661,3,0,0,0,0,0,0,3
SAL21662,16,0,0,0,0,0,0,17
SAL21663,10,0,0,0,0,0,0,10
SAL21664,42,0,0,0,0,0,0,45
SAL21665,50,4,4,0,0,0,0,65
SAL21666,0,0,0,0,0,0,0,0
SAL21667,39,3,0,5,0,0,0,40
SAL21668,58,0,0,0,0,0,0,58
SAL21669,4,0,0,0,0,0,0,5
SAL21670,22,0,0,0,0,0,0,21
SAL21671,14,0,0,0,0,0,0,21
SAL21672,0,0,0,0,0,0,0,0
SAL21673,120,10,3,0,0,0,0,135
SAL21674,11,4,0,0,0,0,0,16
SAL21675,2616,142,65,35,0,6,4,2867
SAL21676,3,0,0,0,0,0,0,3
SAL21677,469,29,5,0,0,0,0,508
SAL21678,13,0,0,0,0,0,0,13
SAL21679,15,5,3,0,0,0,0,19
SAL21680,5,0,0,0,0,0,0,5
SAL21681,69,5,4,0,0,0,0,80
SAL21682,2653,266,173,38,7,3,29,3173
SAL21683,3726,169,83,35,5,0,12,4028
SAL21684,20,4,0,0,0,0,0,25
SAL21685,133,12,6,0,0,0,0,156
SAL21686,4,0,0,0,0,0,0,4
SAL21687,0,0,5,0,0,0,0,3
SAL21688,0,0,0,0,0,0,0,5
SAL21689,4,0,0,0,0,0,0,8
SAL21690,0,0,0,0,0,0,0,0
SAL21691,454,42,27,4,3,0,5,522
SAL21692,9,0,0,0,0,0,0,9
SAL21693,14,0,0,0,0,0,0,19
SAL21694,7,0,0,0,0,0,0,10
SAL21695,6,0,0,0,0,0,0,6
SAL21696,4,0,0,0,0,0,0,4
SAL21697,0,0,0,0,0,0,0,0
SAL21698,34,7,0,0,0,0,0,43
SAL21699,0,0,0,0,0,0,0,0
SAL21700,0,0,0,0,0,0,0,0
SAL21701,6,0,0,0,0,0,0,9
SAL21702,27,0,0,0,0,0,0,27
SAL21703,188,26,13,6,0,0,0,228
SAL21704,0,0,0,0,0,0,0,0
SAL21705,0,0,0,0,0,0,0,0
SAL21706,2136,97,31,14,0,0,0,2290
SAL21707,83,4,5,0,0,0,0,97
SAL21708,5,0,0,0,0,0,0,5
SAL21709,3,0,0,0,0,0,0,7
SAL21710,10,0,0,0,0,0,0,12
SAL21711,16,0,0,0,0,0,0,17
SAL21712,0,0,0,0,0,0,0,0
SAL21713,3,0,0,0,0,0,0,6
SAL21714,18,3,0,0,0,0,0,20
SAL21715,28,4,0,0,0,0,0,32
SAL21716,531,85,52,10,0,0,5,690
SAL21717,59,6,4,0,0,0,3,63
SAL21718,13,0,0,0,0,0,0,15
SAL21719,0,0,0,0,0,0,0,0
SAL21720,0,0,0,0,0,0,0,0
SAL21721,6,0,0,0,0,0,0,3
SAL21722,6,0,0,0,0,0,0,5
SAL21723,0,0,0,0,0,0,0,0
SAL21724,9,0,5,0,0,0,0,14
SAL21725,6,0,0,0,0,0,0,6
SAL21726,9,0,0,0,0,0,0,9
SAL21727,418,41,21,0,0,0,5,481
SAL21728,30,0,0,0,0,0,0,28
SAL21729,3,0,0,0,0,0,0,3
SAL21730,0,0,0,0,0,0,0,0
SAL21731,13,0,0,0,0,0,0,10
SAL21732,600,32,7,0,0,0,0,643
SAL21733,756,24,15,4,0,0,3,806
SAL21734,7,0,0,0,0,0,0,11
SAL21735,1162,66,14,6,0,6,4,1255
SAL21736,884,83,26,3,0,0,9,1004
SAL21737,134,7,4,3,3,0,0,153
SAL21738,0,0,0,0,0,0,0,0
SAL21739,5,0,0,0,0,0,0,5
SAL21740,10,0,0,0,0,0,0,10
SAL21741,6,0,0,0,0,0,0,9
SAL21742,1655,84,20,5,0,0,0,1767
SAL21743,3,0,0,0,0,0,0,5
SAL21744,13,0,0,0,0,0,0,13
SAL21745,3,0,0,0,0,0,0,3
SAL21746,773,45,21,0,0,0,5,844
SAL21747,0,0,0,0,0,0,0,0
SAL21748,8,0,0,0,0,0,0,8
SAL21749,9,0,0,0,0,0,0,9
SAL21750,6,0,0,0,0,0,0,6
SAL21751,4,0,0,0,0,0,0,4
SAL21752,0,0,0,0,0,0,0,0
SAL21753,13,0,0,0,0,0,0,13
SAL21754,116,9,5,0,0,0,0,132
SAL21755,2745,246,109,34,5,0,11,3149
SAL21756,543,69,34,16,0,0,5,676
SAL21757,19,5,0,0,0,0,0,20
SAL21758,5,0,0,0,0,0,0,6
SAL21759,23,0,0,0,0,0,0,22
SAL21760,1055,83,30,3,0,0,0,1173
SAL21761,8,0,0,0,0,0,0,8
SAL21762,133,7,5,0,0,0,0,151
SAL21763,2270,240,88,15,0,0,14,2628
SAL21764,0,0,0,0,0,0,0,0
SAL21765,9,0,0,0,0,0,0,9
SAL21766,0,0,0,0,0,0,0,0
SAL21767,103,9,7,0,0,0,0,115
SAL21768,5,0,0,0,0,0,0,5
SAL21769,854,119,76,11,3,0,15,1081
SAL21770,12,0,0,0,0,0,0,14
SAL21771,9,0,0,0,0,0,0,7
SAL21772,54,3,0,0,0,0,0,65
SAL21773,0,0,0,0,0,0,0,0
SAL21774,0,0,0,0,0,0,0,0
SAL21775,0,0,0,0,0,0,0,0
SAL21776,7,0,0,0,0,0,0,7
SAL21777,0,0,0,0,0,0,0,0
SAL21778,4,0,0,0,0,0,0,4
SAL21779,24,0,0,0,0,0,0,25
SAL21780,6,0,0,0,0,0,0,6
SAL21781,3,0,0,0,0,0,0,3
SAL21782,5,0,0,0,0,0,0,5
SAL21783,338,33,17,0,0,0,0,390
SAL21784,0,0,0,0,0,0,0,0
SAL21785,0,0,0,0,0,0,0,0
SAL21786,53,0,0,0,0,0,0,54
SAL21787,142,7,4,0,0,0,0,153
SAL21788,10,0,0,0,0,0,0,9
SAL21789,0,0,0,0,0,0,0,0
SAL21790,783,56,27,6,0,0,0,877
SAL21791,10,0,0,0,0,0,0,10
SAL21792,81,4,4,0,0,0,0,85
SAL21793,2568,130,48,8,0,0,9,2765
SAL21794,3,0,0,0,0,0,0,3
SAL21795,1250,109,57,11,0,0,3,1439
SAL21796,12,0,0,0,0,0,0,13
SAL21797,6,0,0,0,0,0,0,8
SAL21798,320,36,17,0,0,0,3,376
SAL21799,0,0,0,0,0,0,0,0
SAL21800,3,0,0,0,0,0,0,6
SAL21801,177,11,5,5,0,0,0,188
SAL21802,0,0,0,0,0,0,0,0
SAL21803,2361,177,84,9,0,0,4,2638
SAL21804,11,0,0,0,0,0,0,15
SAL21805,38,0,3,0,0,0,0,37
SAL21806,0,0,0,0,0,0,0,0
SAL21807,144,15,10,0,0,0,4,177
SAL21808,5,0,0,0,0,0,0,9
SAL21809,0,6,0,0,0,0,0,5
SAL21810,34,0,0,0,0,0,0,34
SAL21811,0,0,0,0,0,0,0,0
SAL21812,0,0,0,0,0,0,0,0
SAL21813,40,5,0,0,0,0,0,47
SAL21814,14,3,0,0,0,0,0,14
SAL21815,14,0,0,0,0,0,0,11
SAL21816,4859,183,67,23,0,0,9,5139
SAL21817,3,0,0,0,0,0,0,3
SAL21818,11,0,0,0,0,0,0,16
SAL21819,15,0,0,0,0,0,0,15
SAL21820,31,7,0,0,0,0,0,41
SAL21821,3,0,0,0,0,0,0,3
SAL21822,33,3,0,0,0,0,0,40
SAL21823,19,3,0,0,0,0,0,24
SAL21824,52,8,0,0,0,0,0,52
SAL21825,5,0,0,0,0,0,0,5
SAL21826,15,0,0,0,0,0,0,20
SAL21827,2591,110,50,34,0,0,9,2796
SAL21828,12,0,0,0,0,0,0,11
SAL21829,13,0,0,0,0,0,0,15
SAL21830,9,3,0,0,0,0,0,11
SAL21831,0,0,0,0,0,0,0,0
SAL21832,75,6,3,0,0,0,0,78
SAL21833,8,0,0,0,0,0,0,8
SAL21834,24,0,3,0,0,0,0,24
SAL21835,19,4,0,0,0,0,0,19
SAL21836,9,0,0,0,0,0,0,9
SAL21837,5,0,0,0,0,0,0,5
SAL21838,9,0,0,0,0,0,0,9
SAL21839,11,0,0,0,0,0,0,11
SAL21840,14,0,5,0,0,0,0,24
SAL21841,3,0,0,0,0,0,0,6
SAL21842,14,0,0,0,0,0,0,15
SAL21843,0,0,0,0,0,0,0,0
SAL21844,10,0,0,0,0,0,0,11
SAL21845,22,0,4,0,0,0,0,21
SAL21846,0,0,0,0,0,0,0,0
SAL21847,4,0,0,0,0,0,0,8
SAL21848,7,0,0,0,0,0,0,7
SAL21849,1190,45,9,3,0,0,8,1255
SAL21850,82,4,5,0,0,0,0,89
SAL21851,16,0,0,0,0,0,0,16
SAL21852,16,0,0,0,0,0,0,20
SAL21853,6,0,0,0,0,0,0,6
SAL21854,0,0,0,0,0,0,0,3
SAL21855,18,0,0,0,0,0,0,18
SAL21856,4,0,0,0,0,0,0,8
SAL21857,49,7,0,0,0,0,0,60
SAL21858,0,0,0,0,0,0,0,0
SAL21859,43,10,4,0,0,0,0,55
SAL21860,17,0,0,0,0,0,0,21
SAL21861,5,5,0,0,0,0,0,13
SAL21862,12,0,0,0,0,0,0,16
SAL21863,257,29,13,0,0,0,3,299
