SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL20295,5,0,0,0,0,0,4,0,0,7,27,7,7,16,20,18,15,16,0,135
SAL20296,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,5,0,0,0,13
SAL20297,0,0,0,6,0,0,0,0,0,4,16,3,7,9,4,6,8,6,0,53
SAL20298,0,8,3,0,4,9,3,0,0,20,36,20,9,14,18,35,21,9,5,166
SAL20299,0,0,0,0,0,0,0,0,0,0,3,4,7,3,5,7,8,3,0,54
SAL20300,19,14,3,11,14,29,24,20,34,167,142,75,53,80,89,148,151,106,89,940
SAL20301,3,0,0,0,0,0,0,0,0,14,21,11,8,20,15,9,13,5,0,108
SAL20302,0,0,0,4,0,0,0,0,0,10,11,11,9,7,14,14,6,6,0,79
SAL20303,0,0,0,0,0,3,0,0,0,3,9,0,6,7,0,9,3,3,0,33
SAL20304,319,169,246,218,208,155,157,62,28,1572,4034,2387,3733,3602,2970,2644,2357,1370,518,23607
SAL20305,0,0,0,0,4,0,6,0,0,10,4,3,5,4,11,4,12,3,0,59
SAL20306,0,0,0,0,0,0,0,0,0,6,11,8,8,3,13,23,12,8,3,85
SAL20307,106,39,64,60,40,35,14,3,0,361,1901,688,1222,1157,779,587,319,83,11,6739
SAL20308,4,0,0,4,0,15,13,0,0,34,25,13,19,14,16,35,31,5,6,154
SAL20309,7,0,0,4,5,3,3,0,0,22,45,8,24,23,27,25,36,14,6,209
SAL20310,0,0,0,0,4,0,0,0,0,5,9,3,7,6,15,3,12,0,0,51
SAL20311,5,0,0,0,0,0,0,0,0,4,7,3,4,6,5,9,5,0,0,42
SAL20312,0,0,0,0,0,0,0,0,0,3,18,6,12,6,13,24,22,6,0,106
SAL20313,0,0,0,0,0,0,0,0,0,0,18,6,0,7,7,0,6,0,0,44
SAL20314,92,261,332,133,119,87,79,68,93,1266,1376,2546,3744,1896,1546,1177,938,648,475,14353
SAL20315,130,95,112,94,84,74,39,21,16,668,2048,1620,1991,1753,1687,1400,988,574,281,12337
SAL20316,66,55,67,69,54,49,41,20,15,436,1447,1206,1138,1168,1217,1015,727,371,198,8491
SAL20317,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,4,4,0,0,19
SAL20318,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,12
SAL20319,0,0,0,0,0,0,0,0,0,0,14,4,6,6,4,13,0,0,0,46
SAL20320,0,0,0,0,0,0,0,0,0,5,0,0,10,3,7,6,3,0,3,25
SAL20321,0,0,0,0,0,0,0,0,0,10,19,6,9,12,19,9,15,5,0,94
SAL20322,8,0,3,9,0,4,4,0,0,22,37,25,30,36,53,52,45,20,0,304
SAL20323,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,4,0,0,0,14
SAL20324,140,123,204,144,98,90,64,12,13,895,1508,1254,2222,1416,1098,985,789,287,116,9682
SAL20325,0,0,0,0,0,0,0,0,0,0,10,0,15,6,4,0,0,6,0,39
SAL20326,27,15,21,29,12,10,11,7,6,134,154,121,184,148,118,134,103,77,22,1060
SAL20327,0,0,0,0,0,0,0,0,0,6,23,9,13,21,12,17,33,18,7,151
SAL20328,4,0,0,0,0,0,0,0,0,6,6,0,0,0,6,6,3,4,0,29
SAL20329,0,0,0,0,0,0,0,0,0,0,10,11,0,4,3,8,8,4,0,47
SAL20330,25,16,15,13,9,16,6,3,0,103,203,128,122,125,141,186,175,44,8,1133
SAL20331,25,19,17,21,35,15,20,13,6,172,623,286,359,470,456,370,371,242,53,3220
SAL20332,0,0,0,0,4,0,0,0,0,12,26,14,3,18,20,19,13,4,4,117
SAL20333,0,4,0,0,0,3,3,0,0,11,21,14,8,16,25,15,24,9,5,133
SAL20334,0,0,0,0,0,0,0,6,0,5,6,10,8,9,0,15,0,5,0,54
SAL20335,7,9,3,4,3,4,6,3,0,35,49,29,46,32,32,56,57,34,7,341
SAL20336,28,39,32,19,30,35,33,34,28,284,383,237,231,315,348,378,389,252,84,2620
SAL20337,202,175,88,133,217,214,173,124,62,1391,3619,2719,1845,2442,3506,3338,2878,1957,958,23252
SAL20338,196,116,67,109,154,90,83,77,75,981,3167,2063,1139,1916,2653,2123,1617,1221,854,16757
SAL20339,5,4,0,6,8,3,0,0,0,28,26,21,14,22,18,30,22,13,5,181
SAL20340,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,11
SAL20341,0,3,0,0,0,3,0,0,0,4,3,6,3,6,9,17,3,6,0,56
SAL20342,0,4,0,0,0,4,0,0,0,8,8,18,4,5,18,17,7,0,0,80
SAL20343,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,6
SAL20344,0,0,0,0,6,0,0,0,0,3,13,4,9,0,12,3,0,0,0,42
SAL20345,78,44,57,49,53,42,24,15,14,368,880,493,643,568,610,617,474,234,80,4592
SAL20346,349,258,362,311,214,147,79,51,7,1784,2690,1774,2418,1805,1299,1208,718,445,170,12524
SAL20347,5,0,0,0,3,0,0,0,0,10,13,8,14,9,16,12,13,3,0,75
SAL20348,0,0,0,0,0,0,0,0,0,0,11,3,3,5,4,3,10,0,0,29
SAL20349,0,0,0,0,0,0,0,0,0,5,5,9,0,0,6,14,9,0,0,45
SAL20350,0,0,0,0,0,4,0,0,0,4,3,0,3,4,8,10,7,8,4,46
SAL20351,254,134,141,112,90,64,48,16,14,882,2885,1356,1641,1711,1123,879,734,334,107,10782
SAL20352,34,11,54,35,18,22,20,8,0,205,276,179,580,304,228,198,119,59,47,1979
SAL20353,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,16
SAL20354,6,0,5,0,6,3,0,0,0,20,32,19,23,18,32,38,37,10,0,213
SAL20355,4,0,0,0,4,0,0,0,0,4,14,7,7,3,9,9,5,4,3,65
SAL20356,56,31,39,34,44,36,25,11,8,270,962,425,709,672,507,540,434,190,59,4489
SAL20357,0,0,0,0,0,0,4,0,0,4,18,11,3,4,16,25,21,3,0,99
SAL20358,8,0,0,3,0,0,0,0,0,7,26,11,6,13,18,14,16,5,6,114
SAL20359,0,4,0,0,0,0,0,0,0,6,28,10,12,19,16,23,8,12,5,127
SAL20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20361,124,164,406,221,164,121,89,57,27,1367,2551,2995,7276,4424,2777,2083,1426,922,440,24896
SAL20362,75,75,270,151,108,68,35,24,11,821,1253,1434,4450,2659,1405,933,597,372,173,13279
SAL20363,102,94,209,171,93,67,50,43,12,847,1882,1761,3734,2507,1748,1332,927,580,289,14746
SAL20364,17,3,15,5,12,8,9,3,5,80,151,69,106,94,98,144,88,45,15,820
SAL20365,0,0,0,0,3,3,0,0,0,8,25,8,7,10,14,27,10,9,4,112
SAL20366,6,5,4,4,3,0,4,5,0,36,25,18,16,16,29,40,29,23,8,201
SAL20367,0,0,0,0,0,0,0,0,0,4,20,5,18,9,11,18,16,12,4,102
SAL20368,4,0,0,0,0,3,0,0,0,9,30,10,16,16,18,32,16,14,0,156
SAL20369,6,0,4,3,0,3,0,5,0,21,43,28,29,29,39,37,13,13,5,228
SAL20370,0,0,0,0,0,0,0,0,0,5,3,4,6,0,0,6,0,4,0,21
SAL20371,0,4,0,0,3,0,4,0,3,7,10,6,3,0,10,5,11,0,0,52
SAL20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20373,4,5,0,3,0,8,3,0,0,26,24,16,12,17,18,27,23,11,4,146
SAL20374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20375,7,7,7,4,8,5,0,3,0,41,51,34,16,30,42,43,39,19,4,284
SAL20376,5,0,0,0,4,5,9,0,0,26,31,32,17,24,39,65,55,17,6,285
SAL20377,0,0,0,0,0,0,4,0,0,6,30,12,6,17,15,7,6,4,0,104
SAL20378,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,0,5
SAL20379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20380,0,0,0,0,0,0,0,0,0,5,0,0,4,0,7,0,6,3,0,19
SAL20381,12,5,13,6,9,8,4,0,0,66,95,82,74,77,111,82,97,48,10,668
SAL20382,4,4,0,0,0,0,0,0,0,3,9,5,4,4,7,0,0,0,0,19
SAL20383,0,4,0,0,3,0,0,0,0,4,9,9,3,6,10,9,14,14,5,77
SAL20384,0,0,0,0,5,5,0,0,0,4,12,5,3,13,15,21,18,8,0,89
SAL20385,0,0,0,0,0,3,0,0,0,3,0,0,4,0,8,15,11,8,0,48
SAL20386,71,59,68,61,70,85,58,49,30,548,1618,1287,1247,1351,1546,1462,1116,1080,515,11219
SAL20387,20,12,5,10,10,14,10,0,5,81,150,78,41,93,108,120,85,28,15,714
SAL20388,0,0,0,0,0,0,0,0,0,4,5,4,6,0,9,15,14,8,9,63
SAL20389,0,0,0,0,0,0,0,0,0,9,13,5,4,3,3,5,9,0,0,45
SAL20390,8,8,4,0,8,8,4,0,0,47,117,76,39,69,90,81,56,17,0,551
SAL20391,3,0,0,3,5,3,0,0,0,20,29,21,19,16,26,36,17,15,0,182
SAL20392,3,0,4,0,0,0,6,3,0,22,17,10,11,5,12,18,12,9,0,101
SAL20393,8,0,4,0,0,3,3,0,0,23,76,25,29,42,42,54,30,11,0,313
SAL20394,8,6,10,3,3,8,5,0,0,39,57,29,33,27,23,37,22,7,0,229
SAL20395,3,4,0,10,5,11,8,4,0,42,76,46,38,51,82,111,84,30,0,512
SAL20396,0,0,0,0,0,0,0,0,0,5,8,0,3,9,10,11,7,5,0,42
SAL20397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20398,0,0,0,0,0,0,0,0,0,0,9,0,9,10,4,11,11,9,4,61
SAL20399,260,400,319,218,245,183,153,82,54,1913,4033,4443,4420,3403,3632,3174,2538,1709,719,28068
SAL20400,3,0,0,0,0,0,0,3,0,6,5,0,3,0,3,13,15,9,0,63
SAL20401,0,4,0,0,0,3,0,0,0,5,11,10,4,6,9,8,7,0,3,65
SAL20402,0,0,0,0,0,0,0,0,0,3,4,0,3,4,9,6,7,0,0,32
SAL20403,3,3,0,0,3,3,0,0,0,14,15,10,4,12,10,20,14,0,0,93
SAL20404,0,5,4,4,6,10,4,5,0,35,53,36,19,33,60,38,34,22,0,302
SAL20405,0,0,0,0,0,0,0,0,0,3,6,5,0,7,5,4,3,0,0,29
SAL20406,0,0,0,0,0,0,0,0,0,3,6,7,0,0,9,6,12,4,0,44
SAL20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20408,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,3,3,0,0,18
SAL20409,58,33,17,31,39,38,27,13,0,250,822,365,228,461,581,532,536,209,58,3797
SAL20410,5,0,0,4,5,3,3,0,0,23,48,30,27,28,33,55,40,10,0,270
SAL20411,70,27,34,22,41,29,13,18,10,263,709,379,340,396,376,389,265,196,72,3131
SAL20412,3,3,0,0,0,0,0,0,0,8,15,5,13,9,12,15,14,5,0,95
SAL20413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20414,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,6,0,0,14
SAL20415,0,0,0,0,0,0,0,0,0,3,6,0,3,3,0,5,7,0,0,20
SAL20416,0,0,0,0,0,0,0,0,0,10,10,4,5,0,9,6,13,0,0,47
SAL20417,0,0,0,0,0,0,0,0,0,6,4,4,4,0,8,10,4,3,0,37
SAL20418,6,11,28,15,9,8,3,5,0,75,101,97,248,142,80,62,45,18,12,794
SAL20419,90,45,44,48,34,41,42,42,59,443,1202,741,718,844,715,649,425,294,200,5800
SAL20420,88,45,35,72,45,26,9,4,3,317,1842,787,673,1441,818,455,267,78,11,6377
SAL20421,3,0,0,4,0,0,0,0,0,3,5,0,0,6,0,9,8,4,0,36
SAL20422,5,3,0,3,5,4,0,0,0,29,54,18,31,35,44,31,18,10,4,241
SAL20423,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,24
SAL20424,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,8,4,0,24
SAL20425,3,0,0,3,4,7,11,7,0,39,26,14,9,26,35,49,74,21,0,249
SAL20426,121,251,249,113,99,90,68,36,33,1058,2016,3012,2765,1802,1713,1398,1060,838,545,15147
SAL20427,47,65,70,52,67,44,49,45,12,450,1461,1341,1592,1360,1367,1183,1015,996,372,10675
SAL20428,9,9,0,3,8,7,10,0,0,40,116,82,45,67,111,81,66,18,3,596
SAL20429,0,0,0,0,0,0,0,0,0,3,8,4,7,4,5,9,10,3,0,49
SAL20430,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,7
SAL20431,8,3,0,6,10,11,13,0,3,61,77,40,51,58,80,115,114,43,14,591
SAL20432,3,0,6,0,0,0,0,0,0,9,14,9,19,6,19,27,24,13,0,129
SAL20433,3,0,0,0,4,4,0,0,0,11,39,9,11,22,13,22,15,9,0,134
SAL20434,5,0,0,3,0,0,0,0,0,11,18,17,12,10,26,37,24,12,0,160
SAL20435,12,0,0,4,0,0,0,0,0,21,22,5,15,7,18,25,16,3,6,117
SAL20436,0,0,4,4,3,0,6,0,0,12,28,20,10,17,31,30,25,7,0,161
SAL20437,6,7,0,3,10,11,9,3,0,49,96,62,41,56,86,85,45,15,3,482
SAL20438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,0,10
SAL20439,0,0,0,0,0,0,3,0,0,5,3,3,4,6,13,7,11,3,0,52
SAL20440,3,0,4,0,0,0,0,0,0,15,3,0,0,3,0,4,4,0,0,25
SAL20441,150,93,120,83,109,68,44,4,7,675,1931,1548,1319,1431,1558,1222,718,221,92,10038
SAL20442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20443,9,3,0,0,7,3,4,4,0,23,32,29,13,20,39,23,18,10,0,181
SAL20444,107,53,73,49,44,49,37,30,21,471,837,590,581,512,509,563,487,270,131,4476
SAL20445,0,0,0,5,4,0,3,0,0,12,43,21,20,24,23,17,32,0,0,178
SAL20446,0,0,0,0,0,3,0,0,0,5,3,9,3,11,6,10,4,0,0,45
SAL20447,14,6,0,10,0,3,8,0,0,42,89,40,37,55,48,61,40,15,5,391
SAL20448,3,0,0,0,0,0,0,0,0,8,9,3,8,8,3,4,0,0,0,42
SAL20449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10
SAL20450,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,10,0,0,0,30
SAL20451,8,0,0,4,0,0,3,0,0,23,46,18,3,22,22,31,24,10,0,186
SAL20452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20453,191,154,116,153,161,129,107,73,67,1155,3470,3096,2349,2488,3045,2757,2264,1492,1008,21965
SAL20454,8,0,5,0,4,0,3,0,0,26,73,31,28,33,58,26,24,15,0,292
SAL20455,131,68,74,74,53,52,45,30,5,547,996,590,693,626,594,520,479,365,113,4977
SAL20456,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,6,0,4,0,21
SAL20457,36,17,14,23,18,13,19,9,0,159,410,218,184,242,320,275,273,121,30,2071
SAL20458,0,0,0,0,0,0,0,0,0,3,6,5,3,0,6,10,12,3,0,50
SAL20459,7,0,0,3,0,0,0,0,0,8,15,5,6,9,10,3,3,5,6,51
SAL20460,54,38,28,29,35,42,40,25,10,297,513,311,323,329,377,463,526,386,130,3354
SAL20461,54,23,59,29,34,22,38,38,50,353,724,499,662,535,467,413,437,218,150,4098
SAL20462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4
SAL20463,3,3,4,3,5,0,4,0,0,24,10,14,8,10,15,17,10,0,0,82
SAL20464,0,7,0,4,8,9,0,0,0,24,24,21,4,24,35,55,27,13,4,197
SAL20465,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,5,0,16
SAL20466,13,3,0,21,11,18,7,3,0,76,122,59,71,96,100,114,49,25,7,650
SAL20467,0,0,0,0,0,0,0,0,0,0,15,5,5,4,11,5,7,3,0,45
SAL20468,61,57,46,31,48,41,50,26,23,382,1232,1158,600,795,1099,1083,927,574,323,7800
SAL20469,0,0,0,0,0,6,0,0,0,12,9,12,5,12,19,49,25,10,0,151
SAL20470,0,0,0,3,3,0,0,0,0,8,16,15,8,11,23,25,24,17,3,148
SAL20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20472,0,0,0,0,0,0,0,0,0,4,4,4,3,5,5,12,9,0,0,34
SAL20473,12,0,0,13,10,16,20,8,0,76,137,87,79,114,143,212,222,96,23,1111
SAL20474,16,5,3,9,14,7,6,3,0,56,74,43,41,43,72,113,125,45,7,569
SAL20475,50,33,43,45,44,43,36,15,4,307,430,229,238,311,344,349,274,99,18,2301
SAL20476,72,36,33,43,55,35,64,92,65,490,657,362,469,436,504,545,797,817,665,5246
SAL20477,8,4,3,5,0,3,0,0,0,25,11,9,7,6,6,9,3,5,0,54
SAL20478,0,0,0,0,0,0,7,3,0,8,3,9,0,7,11,6,17,10,0,61
SAL20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20480,7,3,5,3,0,0,4,6,0,25,49,31,18,28,25,35,42,15,3,256
SAL20481,0,0,0,0,0,0,0,0,0,9,12,0,4,0,9,17,12,8,0,60
SAL20482,0,0,0,0,0,0,0,0,0,0,10,0,5,5,8,0,9,4,0,40
SAL20483,0,0,0,0,0,0,0,0,0,0,15,6,3,6,14,9,11,0,0,67
SAL20484,0,0,0,0,0,0,0,0,0,0,15,3,13,10,4,20,19,3,0,97
SAL20485,13,17,10,6,15,3,0,0,0,62,246,181,87,152,190,129,64,22,3,1064
SAL20486,36,13,10,15,7,7,0,3,0,82,309,119,106,166,117,81,56,12,4,957
SAL20487,7,4,8,7,6,3,4,0,0,48,48,51,35,42,46,54,47,15,5,342
SAL20488,15,3,11,14,6,12,9,3,0,66,177,98,109,99,140,119,64,36,8,847
SAL20489,0,0,0,4,0,0,0,0,0,11,8,6,0,11,8,0,8,3,0,38
SAL20490,0,0,0,0,0,0,0,0,0,0,7,3,4,4,0,0,6,0,0,26
SAL20491,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,6,0,16
SAL20492,26,11,19,15,14,10,11,9,0,103,227,123,116,126,156,177,191,73,14,1192
SAL20493,4,3,3,4,4,4,0,0,0,19,31,21,18,21,23,33,23,6,0,168
SAL20494,6,5,0,4,9,8,16,0,0,41,72,31,23,53,68,65,51,21,0,382
SAL20495,79,306,392,145,91,57,45,39,24,1196,865,4910,5423,1736,966,809,680,447,217,16055
SAL20496,39,47,94,57,41,32,22,21,9,349,637,838,1758,856,640,591,508,263,96,6177
SAL20497,0,0,0,0,0,0,4,0,0,6,8,3,4,3,18,17,14,9,6,82
SAL20498,120,109,186,132,107,76,97,99,102,1023,2485,2075,3898,2853,2082,1777,1383,906,446,17909
SAL20499,0,0,0,0,0,0,0,0,0,8,31,19,24,23,13,22,26,11,0,171
SAL20500,342,209,213,232,266,150,87,31,10,1545,5610,3590,2896,4098,4096,2147,1402,546,102,24488
SAL20501,6,0,3,4,3,0,0,0,0,18,26,18,9,18,16,14,9,3,6,115
SAL20502,0,0,0,0,0,0,0,0,0,7,11,10,6,16,13,23,14,4,0,100
SAL20503,3,0,6,4,3,3,0,0,0,20,20,11,12,9,20,30,20,5,3,129
SAL20504,0,0,0,0,0,0,0,0,0,4,7,7,3,5,4,10,9,0,0,42
SAL20505,0,0,0,0,0,0,0,0,0,8,4,7,6,5,5,6,3,0,0,43
SAL20506,5,0,0,0,0,0,0,0,0,4,3,5,0,0,5,0,3,0,0,18
SAL20507,54,23,48,46,32,37,27,12,0,288,760,362,595,650,585,562,434,225,70,4239
SAL20508,374,189,247,211,213,162,114,69,66,1638,4218,2481,3684,3199,2883,2557,1703,835,423,21976
SAL20509,5,0,0,4,0,0,0,0,0,10,15,7,8,6,4,11,11,0,0,68
SAL20510,4,3,0,0,0,12,0,0,0,17,31,16,17,20,30,43,35,12,3,197
SAL20511,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,9,4,6,0,21
SAL20512,0,6,0,4,5,5,4,0,0,24,40,39,20,38,47,47,23,0,0,257
SAL20513,13,12,11,11,15,30,27,19,13,148,181,143,129,111,164,308,301,226,110,1673
SAL20514,7,0,0,3,3,0,0,3,0,20,20,17,5,7,13,13,3,10,0,85
SAL20515,4,0,0,3,0,6,4,0,0,20,32,14,19,12,16,24,19,14,0,139
SAL20516,65,89,237,197,163,108,97,105,114,1180,943,510,691,924,958,1060,1206,800,411,7506
SAL20517,12,0,5,9,3,3,0,4,0,28,56,27,42,33,40,46,25,15,5,297
SAL20518,3,3,3,3,4,6,3,0,0,26,16,9,6,9,20,22,25,8,3,110
SAL20519,0,0,0,0,0,4,0,0,0,4,0,0,0,0,10,5,7,4,0,27
SAL20520,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,0,0,0,0,14
SAL20521,39,35,51,38,49,28,47,34,8,330,887,671,795,706,720,578,717,401,287,5748
SAL20522,9,18,12,11,6,3,3,3,0,68,157,247,291,160,150,130,124,37,15,1293
SAL20523,138,126,200,146,100,80,132,69,85,1080,2660,2158,3062,2235,1882,1650,1799,878,580,16903
SAL20524,107,65,120,90,104,70,68,40,11,670,2243,1334,1446,1727,1724,1457,1365,677,357,12328
SAL20525,0,0,0,0,0,4,0,0,0,0,4,3,3,5,13,18,7,3,0,59
SAL20526,14,6,4,8,4,0,4,4,0,40,57,26,35,44,49,56,66,24,10,366
SAL20527,4,0,0,0,0,3,0,0,0,13,66,34,16,29,47,41,21,8,4,266
SAL20528,90,64,174,90,77,55,50,27,11,640,1505,1120,2094,1561,1106,880,660,439,181,9552
SAL20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,0,0,5,5,0,0,14,3,3,4,3,3,10,9,0,0,42
SAL20532,4,0,0,0,6,0,3,0,0,11,7,4,0,4,3,11,11,0,0,42
SAL20533,46,28,42,33,12,11,3,0,0,176,511,418,779,377,169,176,81,55,41,2612
SAL20534,0,0,0,0,0,0,0,0,0,5,12,6,6,9,15,8,13,5,0,82
SAL20535,15,12,13,11,16,25,13,24,15,142,138,89,86,69,141,184,209,114,62,1095
SAL20536,0,0,0,0,0,0,0,0,0,0,17,6,3,6,9,4,4,0,0,49
SAL20537,99,61,79,81,77,68,50,33,23,572,1427,621,1205,1311,1156,948,829,531,307,8347
SAL20538,53,39,32,41,52,53,40,25,13,341,1053,586,534,830,749,641,543,341,111,5393
SAL20539,271,152,201,188,202,136,123,110,49,1428,4311,2451,3017,3750,3376,2601,2056,1464,955,23992
SAL20540,4,0,0,0,0,0,0,0,0,7,7,6,5,7,8,13,6,4,3,60
SAL20541,0,0,3,0,4,3,4,0,0,14,7,8,3,12,10,12,12,4,0,68
SAL20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20543,3,0,3,7,0,3,4,0,0,23,35,14,19,27,26,33,39,12,0,213
SAL20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,3,0,8,0,0,0,5,0,0,16,35,17,24,26,33,26,35,6,0,204
SAL20546,8,0,0,8,4,0,4,0,0,14,24,3,8,10,10,10,13,3,0,85
SAL20547,15,12,8,10,17,13,14,6,6,89,115,39,64,81,123,141,133,54,15,763
SAL20548,0,0,0,0,0,0,0,0,0,3,4,0,4,10,12,10,17,0,0,50
SAL20549,0,0,0,0,0,0,0,0,0,5,9,10,4,8,10,20,24,4,3,91
SAL20550,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
SAL20551,20,12,10,12,25,23,7,16,3,133,239,165,129,143,237,277,235,144,23,1580
SAL20552,0,0,0,0,0,0,0,0,0,4,8,4,9,5,21,13,11,5,3,77
SAL20553,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3
SAL20554,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,8,3,0,0,17
SAL20555,3,4,0,0,3,9,3,0,0,13,24,13,4,16,21,21,8,7,0,111
SAL20556,182,99,83,89,107,78,58,52,6,743,2301,1421,1536,1629,1502,1362,1174,691,165,11779
SAL20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL20558,0,0,0,0,0,0,0,0,0,4,10,8,7,4,7,8,15,3,0,61
SAL20559,8,6,4,9,6,3,4,4,0,35,54,48,30,49,58,84,36,17,4,365
SAL20560,13,9,8,7,13,11,5,9,0,65,169,98,110,104,129,158,142,55,16,981
SAL20561,127,116,65,73,47,49,38,23,4,546,938,646,637,561,547,650,610,303,47,4924
SAL20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,13
SAL20564,6,0,5,6,0,0,5,0,0,18,35,11,26,18,9,25,21,9,4,163
SAL20565,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,7,5,6,0,35
SAL20566,58,47,75,55,57,57,56,44,17,465,1099,756,891,975,905,958,968,596,298,7441
SAL20567,9,8,5,0,10,7,3,0,0,44,51,35,38,28,43,50,29,24,0,303
SAL20568,0,0,0,0,0,0,0,0,0,3,17,12,6,11,7,10,11,6,0,75
SAL20569,133,441,589,191,110,84,75,96,128,1851,1570,5373,5811,2088,1201,1025,784,656,484,18988
SAL20570,98,147,171,112,106,77,65,54,22,843,1892,1762,3092,1918,1440,1209,1048,746,283,13381
SAL20571,0,0,0,0,0,0,0,0,0,0,7,9,10,7,8,10,9,6,0,57
SAL20572,5,3,4,0,6,0,4,0,0,20,69,40,52,42,47,46,29,21,7,352
SAL20573,10,3,6,3,3,5,0,0,3,42,53,20,39,26,23,54,27,6,5,252
SAL20574,46,30,71,44,49,36,38,19,4,340,1053,507,1421,1137,825,698,617,258,88,6606
SAL20575,80,59,35,50,52,63,64,51,16,470,1186,721,737,856,948,1162,1242,645,156,7646
SAL20576,9,5,0,7,7,9,8,6,0,50,59,38,36,43,43,49,46,25,0,347
SAL20577,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,4,0,0,0,15
SAL20578,0,0,5,0,3,3,4,0,0,15,25,20,28,19,20,40,20,12,0,178
SAL20579,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,9,0,0,25
SAL20580,27,16,12,13,32,26,24,12,8,170,261,151,147,197,260,328,302,149,50,1844
SAL20581,188,73,176,106,64,24,23,6,3,655,3026,1144,3057,2094,868,590,291,97,20,11177
SAL20582,561,230,339,331,156,98,51,17,8,1787,9204,3367,6305,6591,2977,1576,1093,496,77,31681
SAL20583,3,0,0,0,0,5,0,0,0,12,34,17,8,18,21,21,9,4,0,133
SAL20584,0,0,0,0,0,0,4,0,0,3,5,5,8,4,11,13,21,3,0,62
SAL20585,4,0,0,0,6,0,0,0,0,8,10,3,6,8,6,14,5,0,0,55
SAL20586,0,0,0,4,0,7,4,0,0,17,46,25,26,27,30,40,28,17,0,245
SAL20587,0,0,0,0,4,0,0,0,0,9,21,15,10,8,17,19,9,4,0,104
