SAL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
SAL20011,266,117,68,361,9,820,5,3,0,11,0,23,148,5,7,7,0,165,45,10,0,11,0,68,8,4,4,18,0,31,230,73,46,303,8,656,548,7,16,4,0,577,5,0,0,5,0,13,30,12,10,43,4,96,42,16,11,51,0,118,5,0,0,0,0,4,1723,6,3,3,0,1735,21,12,13,62,0,107,83,47,27,149,0,299,10,0,0,0,0,10,15,11,7,3,0,35,67,17,5,34,0,123,133,42,29,144,0,340,34,0,0,0,0,37,21,5,0,0,0,27,30,6,10,9,0,55,12,0,4,0,0,13,73,0,0,0,0,79,24,4,12,41,0,80,54,6,4,8,0,71,16,7,0,0,0,19,55,0,0,8,0,59,67,7,7,0,0,74,201,7,6,6,0,217,0,0,0,0,0,6,2979,71,62,82,10,3201,138,0,7,9,282,431,6241,307,218,911,299,7982
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,6,26,30,260,0,324,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,10,0,0,4,0,15,54,34,18,293,4,402,0,0,0,0,0,0,3,5,0,8,0,7,14,5,4,28,0,49,5,0,0,3,0,3,6,0,0,0,0,6,0,0,0,0,0,0,22,12,7,159,0,199,13,0,0,13,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,9,10,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,26,7,15,126,0,167,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,11,28,5,4,19,0,52,0,0,0,0,78,84,157,56,46,637,85,979
SAL20014,0,0,0,65,0,64,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,63,0,73,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,5,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,25,0,4,114,9,160
SAL20015,125,237,148,1512,20,2036,5,6,3,37,0,49,225,0,26,20,4,275,89,18,11,42,0,158,30,15,12,22,0,74,299,185,121,1316,19,1946,67,10,16,7,0,90,19,8,7,8,0,41,56,28,11,109,0,210,261,39,19,149,0,467,9,0,0,8,0,15,193,7,5,6,0,217,113,50,42,651,0,852,1008,222,96,602,16,1940,17,0,0,0,0,17,56,20,13,24,0,105,28,12,0,31,0,74,166,39,15,104,0,330,8,8,3,3,0,14,30,14,6,8,0,54,54,7,0,19,0,86,16,0,4,7,0,29,11,6,0,0,0,21,85,51,46,408,6,589,16,8,0,12,0,41,8,0,0,0,0,9,40,9,0,9,0,62,43,5,3,4,0,56,43,3,12,3,6,64,7,3,4,21,0,30,665,111,68,132,13,978,35,0,12,24,207,274,3316,671,414,3496,272,8173
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,215,82,38,282,20,634,5,5,0,20,0,27,309,0,5,0,0,316,83,6,6,11,0,108,19,0,4,0,0,23,248,51,33,250,11,597,286,3,6,0,0,301,9,0,0,0,0,9,46,4,0,13,0,65,74,7,4,12,0,98,8,0,0,7,0,12,160,4,0,0,0,166,15,13,3,56,0,84,88,16,3,43,0,147,3,0,0,0,0,5,22,0,0,0,0,34,105,10,3,6,3,134,200,12,6,37,3,256,30,4,0,0,0,32,6,0,5,0,0,14,44,3,0,10,0,61,8,0,0,0,0,8,45,8,0,6,0,54,31,8,7,78,3,127,91,0,0,0,0,92,0,0,0,0,0,0,40,0,0,0,0,42,25,0,0,0,0,30,1189,11,18,11,3,1232,0,0,0,0,0,5,1292,48,21,32,10,1405,181,0,6,5,303,487,4342,203,112,631,352,5641
SAL20018,65,248,196,1079,12,1592,0,0,0,14,0,17,75,9,11,10,0,109,24,3,0,22,0,51,63,12,12,36,0,123,521,244,148,1286,12,2213,7,0,0,0,0,9,44,17,9,24,0,95,82,29,19,105,3,242,411,37,21,122,0,589,10,5,0,3,0,13,124,0,0,4,0,136,206,74,42,652,3,984,178,48,32,140,0,395,10,0,0,0,0,12,14,0,0,9,0,22,14,0,0,9,0,24,16,5,3,9,0,32,7,0,0,0,0,7,37,10,4,3,0,53,49,9,5,13,0,85,13,3,3,6,0,29,10,0,0,0,0,5,126,81,40,465,5,722,12,0,0,8,0,16,13,0,4,0,0,23,25,11,0,5,0,38,7,0,3,4,0,16,30,0,4,0,0,35,20,8,4,19,0,55,374,71,72,99,6,617,25,0,6,9,197,234,2160,531,383,2751,226,6044
SAL20019,3,12,11,93,0,118,0,0,0,7,0,7,0,0,4,0,0,3,0,0,0,0,0,0,6,3,0,0,0,7,20,18,4,92,6,141,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,12,3,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,26,4,36,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,35,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,8,0,0,0,4,13,18,46,21,16,197,21,297
SAL20020,0,3,3,29,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,10,5,6,57,3,76
SAL20021,93,69,76,450,10,699,0,3,0,24,0,28,265,3,5,6,0,276,25,0,0,0,0,34,4,6,8,10,0,26,244,83,55,426,20,829,176,3,10,0,0,192,8,0,0,0,0,11,29,7,4,62,0,107,45,4,6,12,0,66,13,3,0,0,0,17,214,0,7,0,0,215,49,22,14,206,0,296,82,9,9,64,3,168,10,0,0,0,0,11,10,3,0,0,0,11,22,0,0,0,0,23,97,9,12,37,3,156,14,0,0,0,0,17,14,0,7,0,0,22,52,5,7,14,0,71,9,0,0,0,0,10,21,0,0,0,0,21,45,24,19,133,0,212,19,0,0,0,0,22,4,0,5,0,0,3,18,0,0,0,0,21,21,0,0,0,0,23,310,4,0,5,0,314,3,0,0,8,0,15,1071,42,33,36,14,1193,76,0,3,5,281,370,2674,176,167,996,327,4334
SAL20022,16,89,51,949,21,1123,0,0,0,49,0,52,12,0,0,0,0,17,0,0,0,3,0,3,33,14,11,12,0,74,160,90,70,982,10,1309,3,0,0,0,0,8,5,0,0,9,0,16,33,5,7,56,5,103,4,0,0,0,0,10,3,0,0,0,0,7,17,0,0,0,0,17,16,22,13,262,5,316,20,3,0,50,0,72,0,0,0,0,0,0,0,4,0,0,0,6,5,0,0,0,0,3,8,0,0,6,0,18,0,4,0,0,0,5,3,5,0,7,0,12,5,0,0,5,0,13,6,0,0,3,0,8,0,0,0,0,0,0,48,29,16,303,0,399,0,0,0,3,0,6,0,0,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,9,7,0,0,3,0,16,61,18,7,21,0,112,8,4,3,34,127,177,383,175,101,1974,163,2801
