SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL22734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
SAL22736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7
SAL22737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9
SAL22738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,5,0,6,0,21,0,0,0,0,0,0,0,0,4,4,8,5,4,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,5,4,3,0,23
SAL22739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SAL22740,295,287,126,62,62,29,14,873,32,21,5,10,4,0,0,62,23,16,3,0,5,0,0,41,111,54,23,18,10,0,0,224,3,3,0,0,4,0,0,13,461,376,157,92,82,29,20,1215,29,24,12,10,17,0,3,96,17,7,3,4,0,0,0,36,0,0,0,4,4,0,0,9,72,59,29,16,7,0,4,185,3,0,0,0,0,0,0,3,121,88,47,32,27,3,8,333,579,470,205,126,113,34,28,1557
SAL22741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,21,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,22
SAL22742,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,7,0,5,0,0,19,0,0,0,0,0,0,0,0,3,9,7,6,7,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,11,6,6,7,0,0,33
SAL22743,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,11,7,8,0,0,0,0,31,7,0,0,0,0,0,0,6,15,14,6,0,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,19,14,8,8,12,0,0,54
SAL22744,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,3,0,4,0,0,22,0,0,0,0,0,0,0,0,7,9,10,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,0,4,0,0,30
SAL22745,34,25,16,10,12,4,5,113,10,8,6,5,8,0,0,32,12,13,3,3,6,0,0,39,253,214,119,70,91,29,13,789,4,3,0,0,0,0,0,8,311,265,154,85,116,30,17,977,3,6,4,0,6,0,0,18,4,12,0,4,3,3,0,29,0,5,0,0,0,0,0,11,167,199,134,73,85,16,8,680,8,13,3,10,0,0,0,24,177,226,145,87,89,28,11,765,492,488,300,177,204,59,31,1746
SAL22746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,3,7,0,0,20,0,0,0,0,0,0,0,0,3,6,4,0,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,5,0,0,20
SAL22747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,4,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,12,4,3,3,4,0,0,19
SAL22749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,4,0,10,0,0,0,0,0,0,0,0,0,5,3,0,5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,4,0,10
SAL22750,1535,1282,669,361,439,224,123,4632,192,188,100,53,81,37,20,674,191,167,86,55,64,28,20,616,1029,840,492,350,424,169,99,3410,18,12,10,6,0,0,0,47,2968,2494,1350,823,1016,466,259,9385,145,206,130,93,112,76,50,813,64,74,45,34,23,14,8,263,29,52,24,31,31,7,5,169,251,348,182,161,180,66,37,1226,26,26,12,9,3,0,0,73,517,705,392,315,346,166,102,2541,3484,3197,1746,1143,1365,636,362,11926
SAL22751,16,16,11,10,10,8,5,76,11,11,5,0,3,0,0,31,10,4,4,0,5,3,0,26,48,53,28,31,33,17,5,216,0,0,0,0,0,0,0,0,90,80,48,34,50,34,12,354,0,3,0,6,3,0,0,11,3,5,0,0,3,0,0,13,5,0,0,0,0,0,0,4,5,6,9,0,0,0,0,24,0,0,0,0,0,0,0,6,10,11,9,5,15,3,0,61,96,94,58,44,62,36,13,407
SAL22752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,9,5,3,4,6,6,0,0,23
SAL22753,0,0,3,0,4,0,0,9,0,9,0,4,0,0,0,24,5,0,0,0,0,0,0,5,26,23,23,13,23,4,3,124,0,0,0,0,0,0,0,0,31,35,33,18,33,9,3,166,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,9,7,5,4,9,7,0,40,0,0,0,0,4,0,0,5,9,9,7,6,15,7,0,49,37,45,42,28,44,15,3,210
SAL22754,3,0,0,0,0,0,0,8,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,4,12,0,7,0,0,33,0,0,0,0,0,0,0,0,13,4,7,7,7,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,18,18,11,12,5,9,3,0,59
SAL22755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,6,4,0,7,0,16,0,0,0,0,0,0,0,0,0,7,6,4,0,7,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,7,6,4,3,4,0,22
SAL22756,171,132,55,31,49,30,17,492,99,101,52,12,23,11,7,307,96,74,31,19,21,13,4,254,303,262,122,70,71,34,15,880,0,8,4,0,0,0,0,11,676,573,268,133,164,84,46,1944,11,31,13,10,22,21,10,120,4,23,6,12,13,0,3,61,8,17,8,3,4,4,0,38,22,37,33,19,30,16,5,163,5,0,0,0,0,0,0,10,55,103,60,43,67,41,21,384,732,670,327,174,233,120,67,2334
SAL22757,130,71,31,23,22,20,11,311,16,12,4,9,7,0,0,49,32,24,6,6,9,3,4,75,52,41,18,15,21,7,0,162,0,0,0,0,0,0,0,0,226,142,66,54,57,40,11,587,9,11,13,6,24,13,6,76,0,4,6,9,3,0,0,18,5,4,0,0,4,4,0,17,6,3,6,0,6,3,0,19,0,0,0,0,0,0,0,0,15,21,19,13,33,15,14,129,238,163,86,69,87,55,20,720
SAL22758,48,37,18,16,28,0,0,160,28,37,28,16,8,6,0,118,27,43,25,10,13,4,0,114,522,522,321,208,299,60,19,1954,4,5,0,0,0,0,0,13,622,638,397,248,357,69,24,2360,7,3,5,3,13,6,0,36,6,9,11,7,7,0,0,40,7,13,9,7,15,0,0,40,141,263,149,96,120,38,9,823,4,5,0,0,3,0,0,8,161,295,163,121,158,48,10,950,788,926,563,370,510,111,36,3316
SAL22759,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,4,5,12,4,0,0,0,0,18,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,11,6,3,0,0,0,33
SAL22760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,11
SAL22761,78,78,40,28,42,24,12,312,32,21,10,0,14,6,4,88,24,19,10,8,12,4,0,83,187,150,61,43,50,26,14,537,0,0,0,0,0,0,0,5,330,276,130,79,111,64,37,1026,4,12,9,14,15,11,3,68,12,12,7,7,5,5,0,45,6,5,3,0,3,3,0,27,31,38,34,17,32,15,4,167,0,3,0,0,0,0,0,3,55,67,53,36,60,29,10,311,382,344,181,123,175,94,47,1337
SAL22762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11
SAL22763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,5,0,3,0,0,22,0,0,0,0,0,0,0,0,14,5,5,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,0,0,0,0,20
SAL22764,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,25,27,9,13,4,0,82,0,0,0,0,0,0,0,0,8,28,25,9,12,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,20,12,39,26,16,15,4,0,109
SAL22765,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,5,6,6,0,0,27,0,0,0,0,0,0,0,0,6,7,4,6,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,6,13,4,9,10,0,0,44
SAL22766,375,601,362,217,263,213,147,2174,38,78,41,28,38,19,12,256,48,77,51,31,47,23,10,284,144,225,179,122,234,121,72,1093,3,4,0,0,6,0,4,15,606,983,632,399,584,380,243,3822,15,53,49,30,61,54,32,294,6,8,13,13,11,6,4,61,5,4,3,4,5,9,3,29,18,26,32,27,44,23,14,183,0,0,0,0,0,0,0,5,42,92,98,74,119,88,48,568,653,1076,732,471,706,472,288,4394
SAL22767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,5
SAL22768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,7
SAL22769,26,38,12,9,13,3,0,108,9,4,0,0,0,0,0,18,6,6,6,0,0,4,0,28,127,103,56,39,47,10,7,389,0,0,0,0,0,0,0,4,163,160,75,57,65,19,12,541,0,0,0,0,0,0,0,8,0,5,4,3,5,0,0,17,0,0,0,0,0,0,0,7,35,62,46,28,26,9,4,198,0,0,0,0,0,0,0,4,36,68,52,32,32,14,0,229,195,225,128,86,94,29,17,770
SAL22770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,6,9,13,4,10,3,0,53,0,0,0,0,0,0,0,0,6,7,13,4,10,5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,13,4,15,5,0,54
SAL22771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,8
SAL22772,3,0,0,0,0,0,0,3,0,0,4,3,0,3,0,11,0,4,0,0,0,0,0,4,8,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,8,5,8,0,7,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8,11,10,7,8,4,7,0,41
SAL22773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22774,25,20,4,3,7,0,0,67,5,6,0,7,4,0,0,21,6,0,3,0,0,0,0,14,63,60,50,30,29,14,0,253,0,0,0,0,0,0,0,4,97,89,61,40,46,18,0,351,3,8,4,5,0,0,0,19,5,10,8,0,0,0,0,32,0,5,5,3,0,0,0,12,46,75,48,28,36,13,4,252,3,4,0,0,4,3,0,12,60,99,62,41,47,19,5,331,153,185,123,80,87,36,6,684
SAL22775,3,12,9,8,13,5,3,52,16,14,13,7,5,3,0,58,14,13,15,6,10,3,0,55,265,262,162,99,127,50,20,991,4,5,0,0,0,0,0,7,301,302,197,112,155,70,26,1165,0,0,3,0,3,0,3,13,0,5,3,0,3,0,0,16,0,4,4,3,10,3,0,22,21,62,47,28,50,11,9,227,0,0,0,3,4,0,0,4,26,65,55,35,68,17,12,285,327,373,250,150,227,81,41,1448
SAL22776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22777,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,19,4,0,8,0,0,47,0,0,0,0,0,0,0,0,13,22,4,0,8,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,4,0,0,15,0,0,0,0,0,0,0,0,5,3,3,0,4,0,0,15,15,22,12,6,8,0,0,70
SAL22778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,13
SAL22779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,10,0,0,0,0,0,0,0,0,5,5,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,3,0,0,17
SAL22780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL22781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,0,5,0,0,21
SAL22782,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,0,5,0,0,26,0,0,0,0,0,0,0,0,6,14,9,8,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,14,8,10,4,0,0,41
SAL22783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,5,6,4,0,0,21
SAL22784,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,4,11,10,0,0,3,0,0,32,0,0,0,0,0,0,0,0,7,9,0,3,9,7,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,5,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,14,16,0,3,9,7,0,43
SAL22785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8
SAL22786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8
SAL22787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,5,5,5,0,0,15
SAL22788,0,0,0,0,0,0,0,4,7,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,10,8,3,3,0,0,43,0,0,0,0,0,0,0,0,20,10,8,3,6,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,20,17,8,3,11,0,0,58
SAL22789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9
SAL22790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
