SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL22079,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,11,..,0,0,3,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,4,0,0,0,0,16
SAL22080,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,4,4,8,0,0,28,..,0,0,4,3,8,12,6,0,33,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,3,3,11,13,6,0,63
SAL22081,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,7,4,3,10,10,12,3,0,54,..,0,3,7,14,12,15,7,3,58,..,0,6,3,0,5,0,0,0,12,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,8,11,13,16,18,18,24,12,3,115
SAL22082,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,11
SAL22083,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,..,0,0,0,0,0,6,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12
SAL22084,..,0,0,0,0,0,0,0,0,7,..,0,0,0,3,8,15,10,4,40,0,7,0,0,0,0,0,0,0,4,185,209,81,133,230,178,94,46,10,1157,..,0,40,209,377,297,138,66,11,1135,..,0,21,22,33,28,6,4,0,118,..,0,0,3,19,10,3,0,0,37,422,..,..,..,..,..,..,..,..,422,..,251,..,..,..,..,..,..,..,251,..,132,90,10,9,5,0,0,0,248,..,12,6,0,0,0,7,4,6,44,..,3,3,0,0,0,0,0,0,16,..,0,0,0,7,3,4,3,0,11,..,0,0,10,13,18,16,11,4,69,0,12,3,0,0,3,0,0,0,20,422,423,166,258,456,361,177,89,22,2366
SAL22085,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,4,4,3,4,0,0,35,..,0,3,3,9,3,9,4,0,29,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,8,..,..,..,..,..,..,..,8,..,3,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,16,9,7,10,5,9,8,0,72
SAL22086,..,120,185,54,38,26,25,3,0,462,..,53,212,161,182,160,192,150,23,1121,37,44,46,21,27,18,18,4,0,210,8497,3346,4823,7227,4025,2082,1391,499,83,31974,..,97,4236,11473,5922,2849,1808,527,69,26984,..,318,1489,1040,709,254,60,13,0,3877,..,23,280,640,761,319,118,48,10,2203,17566,..,..,..,..,..,..,..,..,17566,..,3899,..,..,..,..,..,..,..,3899,..,1629,1076,239,90,22,0,0,0,3053,..,349,371,164,116,240,288,125,38,1690,..,161,321,110,59,39,20,0,0,718,..,349,617,184,98,80,50,9,0,1386,..,101,467,451,421,310,267,183,24,2238,70,85,113,54,54,47,25,12,0,456,17636,7012,8964,14353,8237,4156,2644,916,145,64066
SAL22087,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,7,8,6,14,12,18,3,0,79,..,0,0,3,18,24,27,4,0,78,..,0,6,0,0,3,0,0,0,15,..,0,0,0,3,0,0,0,0,3,16,..,..,..,..,..,..,..,..,16,..,16,..,..,..,..,..,..,..,16,..,0,4,4,0,0,0,0,0,13,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,7,0,6,0,0,0,0,0,0,0,0,0,0,16,20,18,7,24,27,31,10,0,154
SAL22088,..,0,3,0,0,5,9,0,0,9,..,0,4,3,18,70,85,94,39,322,0,6,6,0,4,4,3,5,5,31,214,116,95,150,193,290,385,264,74,1786,..,0,55,174,231,317,532,325,73,1701,..,8,64,53,43,34,40,16,0,260,..,0,7,13,24,18,3,6,11,88,424,..,..,..,..,..,..,..,..,424,..,118,..,..,..,..,..,..,..,118,..,76,37,6,13,10,4,0,0,142,..,4,6,0,0,0,4,0,3,21,..,6,7,0,0,0,0,0,0,13,..,7,6,0,0,3,7,0,0,25,..,8,7,12,38,105,126,128,61,481,0,7,9,10,8,3,8,7,5,52,434,225,192,278,356,493,724,488,145,3328
SAL22089,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22090,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL22091,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,11,8,3,3,0,0,28,..,0,0,6,4,0,5,0,0,22,..,0,0,0,5,3,0,0,0,7,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,6,..,0,0,3,5,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,13,9,3,13,14,6,13,6,0,66
SAL22092,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,3,4,0,0,0,19,..,0,0,0,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,4,3,8,3,3,0,0,40
SAL22093,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,15,..,0,0,0,7,4,6,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,3,0,10,6,8,0,0,35
SAL22094,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,3,3,5,0,14,0,0,0,0,0,0,0,0,0,3,22,11,17,16,29,26,29,6,3,155,..,0,14,18,39,26,41,9,6,150,..,0,5,9,10,7,4,0,0,38,..,0,0,8,3,0,0,0,0,11,44,..,..,..,..,..,..,..,..,44,..,11,..,..,..,..,..,..,..,11,..,9,3,0,0,0,0,0,0,17,..,6,0,0,0,0,0,4,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,9,9,3,3,31,0,0,4,0,3,0,0,0,0,7,44,26,31,36,51,48,54,19,3,322
SAL22095,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,6,0,0,0,0,0,21,..,0,5,0,3,0,3,0,0,14,..,0,0,4,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,7,5,4,3,0,0,36
SAL22096,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7,3,0,0,13,..,0,0,3,0,5,3,4,0,9,..,0,0,5,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,7,4,6,3,3,0,26
SAL22097,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,4,4,4,0,29,..,0,6,13,6,4,6,0,0,39,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,6,6,13,11,7,11,5,4,73
SAL22098,..,0,0,0,0,0,4,0,0,10,..,0,0,0,4,11,8,3,0,28,0,0,0,0,0,0,0,0,0,0,56,34,41,30,42,60,48,24,0,332,..,0,28,49,40,70,61,26,6,280,..,8,31,10,21,11,6,0,0,90,..,0,0,6,6,4,0,3,0,19,114,..,..,..,..,..,..,..,..,114,..,27,..,..,..,..,..,..,..,27,..,20,11,5,0,3,0,0,0,39,..,5,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,8,3,0,6,8,0,0,17,..,0,3,5,4,19,14,12,0,61,0,0,0,0,0,0,0,0,0,0,114,64,90,76,71,109,95,37,6,666
SAL22099,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,3,3,5,3,10,4,4,4,45,..,0,0,6,3,12,4,6,0,27,..,3,3,7,0,11,0,0,0,22,..,0,0,0,0,0,0,0,0,4,13,..,..,..,..,..,..,..,..,13,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,0,13,7,8,14,5,25,11,10,4,86
SAL22100,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,13,15,8,16,11,7,6,0,88,..,0,13,12,24,15,17,6,0,83,..,0,7,3,0,5,0,0,0,17,..,0,0,0,0,0,0,0,0,0,36,..,..,..,..,..,..,..,..,36,..,11,..,..,..,..,..,..,..,11,..,11,4,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,36,26,18,23,28,24,15,10,0,183
SAL22101,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,10,4,7,4,11,11,12,0,3,64,..,0,0,10,4,10,16,6,0,43,..,0,4,3,12,14,3,0,0,29,..,0,0,0,0,0,0,0,0,5,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,0,0,7,..,0,0,0,4,6,6,5,0,18,0,0,0,0,0,0,0,0,0,0,19,4,11,20,20,25,27,14,3,131
SAL22102,..,0,4,0,3,0,3,0,0,8,..,0,3,10,0,12,10,14,4,61,0,0,3,0,0,0,0,0,0,12,75,45,50,65,79,69,67,39,8,499,..,0,37,61,93,84,91,37,7,408,..,3,27,23,26,15,3,5,0,105,..,0,0,3,7,7,0,6,3,27,156,..,..,..,..,..,..,..,..,156,..,41,..,..,..,..,..,..,..,41,..,21,14,4,3,0,0,0,0,48,..,3,4,0,0,0,3,0,0,9,..,0,5,0,0,0,0,0,0,7,..,6,4,0,3,3,8,0,0,18,..,3,5,15,0,13,17,20,3,79,3,0,7,0,0,5,4,0,0,28,162,89,91,118,144,130,122,70,18,936
SAL22103,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,8,0,0,14,0,0,0,0,0,0,0,0,0,10,20,16,19,14,22,24,35,15,0,160,..,0,7,12,26,18,45,18,0,123,..,7,14,0,6,16,9,9,0,62,..,0,0,0,0,0,4,0,0,12,35,..,..,..,..,..,..,..,..,35,..,6,..,..,..,..,..,..,..,6,..,4,0,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,5,0,0,6,..,0,4,0,3,18,16,5,0,52,0,0,0,0,0,4,0,0,0,12,35,20,28,23,40,65,81,36,5,333
SAL22104,..,0,3,0,0,0,0,0,0,4,..,0,3,0,0,6,7,5,4,26,0,0,0,0,0,0,0,0,0,0,50,11,26,24,24,28,24,9,8,198,..,0,11,26,29,28,27,3,0,123,..,4,17,9,15,5,4,0,0,51,..,0,0,5,4,3,3,0,0,21,82,..,..,..,..,..,..,..,..,82,..,20,..,..,..,..,..,..,..,20,..,10,8,0,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,3,..,5,3,3,0,0,0,0,0,6,..,0,8,4,0,0,0,0,0,8,..,4,6,8,5,13,8,5,8,53,0,0,0,3,0,4,0,0,0,8,82,38,50,54,49,57,48,11,10,398
SAL22105,..,6,12,0,3,3,4,0,0,27,..,0,7,12,22,53,79,72,35,279,3,8,7,9,0,0,4,4,0,32,306,122,138,203,203,260,314,160,56,1761,..,0,76,240,219,279,402,173,28,1417,..,14,78,65,49,36,27,5,0,287,..,0,12,33,36,28,4,6,6,122,608,..,..,..,..,..,..,..,..,608,..,136,..,..,..,..,..,..,..,136,..,63,34,15,15,4,0,0,0,130,..,7,9,0,0,11,10,6,5,53,..,3,4,3,0,0,3,0,0,14,..,6,20,0,8,10,8,0,0,56,..,3,15,20,45,88,117,101,47,437,8,5,11,11,11,9,14,10,6,69,620,244,252,395,380,457,582,306,100,3325
SAL22106,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,14,3,9,9,8,19,10,8,0,76,..,0,14,8,7,18,14,9,0,63,..,6,5,7,4,6,0,0,0,22,..,0,0,0,0,0,0,0,0,3,29,..,..,..,..,..,..,..,..,29,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,7,..,0,0,6,5,9,3,3,0,26,0,0,0,0,0,4,0,0,0,6,29,10,15,17,15,38,22,10,3,160
SAL22107,..,66,164,35,16,17,19,4,4,325,..,25,201,356,318,312,287,185,65,1738,14,21,31,27,18,24,9,8,0,154,1146,631,1307,1532,1404,1059,817,449,120,8471,..,9,464,1320,1266,992,784,425,74,5322,..,77,891,588,416,246,100,41,8,2357,..,4,26,133,246,128,59,50,22,662,2280,..,..,..,..,..,..,..,..,2280,..,661,..,..,..,..,..,..,..,661,..,242,199,71,78,42,0,0,0,623,..,64,49,12,27,17,27,22,9,232,..,17,49,19,4,0,5,0,0,95,..,128,375,91,47,36,43,9,5,729,..,44,385,601,577,527,437,262,93,2928,21,37,57,56,33,37,29,12,7,288,2296,1274,2490,2880,2695,2025,1475,828,216,16179
SAL22108,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,8,0,16,0,0,0,0,0,0,0,0,0,5,4,8,7,4,8,19,28,12,0,88,..,0,0,8,8,16,33,12,0,81,..,4,0,0,5,7,3,5,0,24,..,0,0,0,0,4,0,0,0,10,12,..,..,..,..,..,..,..,..,12,..,5,..,..,..,..,..,..,..,5,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,3,0,8,14,9,8,44,0,0,3,0,0,0,3,0,0,5,14,7,9,10,20,36,55,24,5,180
SAL22109,..,7,3,6,4,8,10,6,0,41,..,0,8,16,23,64,120,108,35,372,0,3,5,3,0,16,14,10,0,53,176,124,97,160,221,386,504,295,65,2031,..,0,49,153,227,422,663,310,47,1872,..,14,59,60,53,59,47,21,0,314,..,0,11,24,37,26,18,15,12,144,389,..,..,..,..,..,..,..,..,389,..,104,..,..,..,..,..,..,..,104,..,89,56,17,34,16,8,0,0,219,..,14,7,8,3,10,11,16,8,75,..,10,4,0,0,3,6,0,0,22,..,14,12,10,9,23,18,13,0,89,..,4,13,23,59,116,196,167,49,625,3,9,9,6,6,30,15,11,8,98,396,259,216,290,437,704,975,549,129,3947
SAL22110,..,15,25,5,17,20,15,3,0,102,..,25,43,51,70,169,186,133,72,746,10,16,15,12,12,8,11,12,5,105,722,459,468,520,618,724,638,345,116,4613,..,17,239,426,556,738,726,363,70,3133,..,132,263,186,181,145,84,18,8,1016,..,18,77,126,151,78,29,24,13,514,1441,..,..,..,..,..,..,..,..,1441,..,302,..,..,..,..,..,..,..,302,..,307,108,65,34,27,3,0,0,536,..,41,16,7,19,16,37,17,6,171,..,29,11,10,10,11,3,0,0,73,..,49,55,19,37,42,35,10,0,247,..,44,97,104,206,338,325,204,103,1411,33,36,18,25,24,19,24,24,5,206,1469,977,889,962,1213,1412,1267,658,205,9055
SAL22111,..,0,0,0,0,0,4,0,0,8,..,0,0,0,4,0,6,0,0,7,0,0,0,0,0,0,0,0,0,4,53,37,39,32,47,48,51,15,5,324,..,0,20,49,59,68,86,20,9,307,..,3,24,18,11,14,3,0,0,75,..,0,3,4,8,6,0,3,0,26,109,..,..,..,..,..,..,..,..,109,..,30,..,..,..,..,..,..,..,30,..,17,8,8,3,0,0,0,0,34,..,4,7,0,0,0,0,0,0,16,..,4,5,0,0,0,3,0,0,10,..,3,7,0,0,0,4,0,0,10,..,0,0,0,9,12,7,6,7,37,0,0,0,0,0,0,0,0,0,8,107,61,73,76,83,101,106,34,18,661
SAL22112,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,9,0,3,18,0,4,0,0,0,0,0,0,0,8,49,22,24,34,53,51,44,7,5,287,..,0,17,38,69,88,66,20,0,294,..,0,13,14,16,7,6,0,0,60,..,0,0,4,6,0,5,0,0,11,81,..,..,..,..,..,..,..,..,81,..,34,..,..,..,..,..,..,..,34,..,18,9,4,7,0,0,0,0,42,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,0,0,0,6,..,0,4,3,3,6,13,0,3,39,3,7,0,0,0,0,0,0,0,16,83,63,41,62,107,105,89,19,9,584
SAL22113,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,20,22,6,56,0,0,0,0,0,7,4,4,0,18,17,8,9,12,27,68,104,67,12,313,..,0,5,15,25,89,118,105,19,371,..,0,0,7,7,5,6,4,6,35,..,0,0,0,6,0,0,0,3,7,26,..,..,..,..,..,..,..,..,26,..,6,..,..,..,..,..,..,..,6,..,9,5,0,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,8,..,0,8,0,11,15,32,32,11,113,0,0,4,6,3,11,15,4,0,42,30,18,19,23,53,133,176,157,34,629
SAL22114,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,5,8,5,9,12,8,0,0,59,..,0,0,5,9,17,22,3,0,63,..,0,0,0,5,9,0,0,0,11,..,0,0,0,0,3,0,0,0,3,14,..,..,..,..,..,..,..,..,14,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,4,14,10,4,10,17,30,24,3,3,119
