SAL_CODE_2021,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SAL21957,43,760,675,158,1625,0.8,1187,2.2
SAL21958,60,600,425,0,1374,0.8,949,2
SAL21959,38,634,900,148,1674,0.8,1520,2.2
SAL21960,37,1200,494,250,1211,0.8,909,2.2
SAL21961,24,797,924,145,2124,0.9,2083,3.5
SAL21962,45,1517,911,210,2299,0.8,1875,2.7
SAL21963,37,1290,707,285,1643,0.7,1281,2.2
SAL21964,59,2800,725,0,2083,0.7,1375,1.9
SAL21965,40,1625,730,315,2040,0.8,1490,2.3
SAL21966,31,2035,943,381,2478,1,1717,2
SAL21967,45,1567,810,310,2019,0.7,1327,1.9
SAL21968,48,1663,789,175,1812,0.7,1531,2.3
SAL21969,42,2400,1028,526,2986,0.8,2766,3
SAL21970,42,1300,584,300,1395,0.7,1162,2.4
SAL21971,37,2400,1166,475,3181,0.9,2287,2.3
SAL21972,43,2113,830,280,1946,0.7,1895,2.7
SAL21973,55,1656,833,220,1624,0.8,1374,2.5
SAL21974,30,1876,711,371,1908,0.9,1574,2.3
SAL21975,55,850,558,210,1145,0.8,1012,2.1
SAL21976,61,1500,575,0,1374,0.6,725,2.3
SAL21977,53,0,1145,175,2749,0.8,2374,2.4
SAL21978,48,1517,762,220,1812,0.9,1187,2.6
SAL21979,38,1842,900,180,2166,0.7,2083,2.7
SAL21980,49,2000,1020,150,2666,0.8,1937,2.3
SAL21981,37,1083,805,241,1812,0.8,1687,2.7
SAL21982,34,1814,866,150,2916,0.8,2583,2.7
SAL21983,36,500,624,110,1875,0.8,849,2.5
SAL21984,49,1083,613,210,1467,0.7,1117,2.2
SAL21985,39,2167,839,391,2393,0.9,1938,2.6
SAL21986,50,1517,802,231,1837,0.8,1515,2.4
SAL21987,0,0,0,0,0,0,0,0
SAL21988,39,851,1042,0,2250,0.7,1458,2.3
SAL21989,43,2167,669,200,1375,0.8,1375,2.8
SAL21990,61,0,349,0,900,0.7,749,2
SAL21991,50,3033,756,212,1974,0.9,1916,2.9
SAL21992,46,867,674,210,1474,0.8,1130,2.1
SAL21993,45,650,485,188,1286,0.8,979,2.3
SAL21994,44,0,1062,0,2749,0.8,2250,3
SAL21995,76,0,449,0,900,0.6,900,2
SAL21996,41,1733,771,315,2011,0.8,1828,2.9
SAL21997,33,0,849,110,1437,1.3,1437,2.7
SAL21998,36,2167,995,401,2638,0.9,2201,2.5
SAL21999,42,2167,910,462,2594,0.8,2550,3.3
SAL22000,38,2100,865,410,2455,0.9,1926,2.5
SAL22001,35,2300,822,425,2200,0.8,1951,2.6
SAL22002,40,2200,770,418,2200,0.8,1915,2.7
SAL22003,44,0,575,0,1874,0.7,1875,3.2
SAL22004,30,0,1899,0,0,0.3,1649,1
SAL22005,43,2000,856,420,2299,0.7,1837,2.5
SAL22006,31,2000,970,396,2256,0.8,2125,2.9
SAL22007,31,2200,1017,393,2403,0.7,2085,2.5
SAL22008,57,1395,599,270,1499,0.8,1187,2.6
SAL22009,45,2000,859,398,2429,0.8,1995,2.5
SAL22010,35,1704,756,425,2249,0.8,1792,2.9
SAL22011,54,1117,674,225,1562,0.7,1131,2
SAL22012,55,0,900,0,1375,0.5,900,1.3
SAL22013,46,1408,669,240,1708,0.7,1291,2.4
SAL22014,53,867,489,190,1129,0.7,785,2.1
SAL22015,42,1450,911,150,1946,0.8,1875,2.7
SAL22016,37,2252,986,395,2808,0.9,2062,2.5
SAL22017,50,1389,786,220,1864,0.8,1542,2.5
SAL22018,45,2039,988,220,2321,0.8,2266,2.9
SAL22019,49,1500,697,250,1640,0.8,1550,2.8
SAL22020,52,734,614,165,1494,0.7,1092,2.1
SAL22021,49,1454,734,183,1839,0.7,1406,2.2
SAL22022,44,1603,909,300,2192,0.8,1978,2.6
SAL22023,61,600,825,0,2083,0.7,1812,2.3
SAL22024,55,830,1031,140,2250,0.7,1874,2.2
SAL22025,39,2399,825,300,2374,0.7,1875,2.4
SAL22026,64,1192,387,0,1274,1.6,725,1.8
SAL22027,33,1733,783,351,1879,0.8,1664,2.8
SAL22028,46,2250,687,231,1968,0.9,1728,3
SAL22029,44,2400,880,255,2704,0.8,2593,3
SAL22030,39,475,912,0,2062,1.1,2100,3.7
SAL22031,40,1517,806,250,1910,0.8,1708,2.7
SAL22032,48,2167,915,350,2692,0.8,2367,2.9
SAL22033,43,975,725,302,1625,0.9,1624,2.8
SAL22034,61,650,477,193,1024,0.7,718,1.6
SAL22035,44,2392,1149,300,2874,0.8,2312,2.7
SAL22036,45,3000,958,601,3464,0.8,3155,3.2
SAL22037,43,2366,974,410,2829,0.8,2130,2.5
SAL22038,26,2000,586,396,2567,1,1885,2.1
SAL22039,50,2167,547,238,1875,0.9,1541,2.6
SAL22040,52,0,599,150,3250,0.7,1999,2.6
SAL22041,36,2100,978,400,2472,0.9,2025,2.4
SAL22042,39,2167,953,425,2757,0.9,2246,2.7
SAL22043,50,4000,1292,346,3750,0.7,1875,2.1
SAL22044,53,2050,687,0,1437,0.8,1437,2.8
SAL22045,47,109,558,173,1312,0.8,1018,2.4
SAL22046,46,1300,772,250,1458,0.7,1437,2.3
SAL22047,46,2100,871,430,2389,0.7,1932,2.5
SAL22048,55,0,850,150,2562,0.7,1687,2.3
SAL22049,62,1225,561,310,1284,0.7,987,2
SAL22050,41,2020,785,400,2165,0.8,2009,2.9
SAL22051,42,2167,710,250,2333,0.7,1562,2.6
SAL22052,46,1300,820,250,1562,0.7,1343,2.3
SAL22053,48,1359,675,0,1875,0.7,1208,2.4
SAL22054,50,1880,762,210,1625,0.6,1624,2.7
SAL22055,47,2167,850,150,1968,0.8,1916,2.4
SAL22056,51,825,550,175,1375,0.7,1014,2.3
SAL22057,42,1279,884,340,2250,0.8,2055,2.8
SAL22058,49,2167,815,350,1812,0.8,1958,3
SAL22059,55,1442,449,346,1125,0.6,900,2.2
SAL22060,60,301,675,0,1624,0.7,1375,2.1
SAL22061,54,1322,702,215,1474,0.8,1354,2.2
SAL22062,54,1400,796,275,1792,0.6,1383,2.1
SAL22063,69,0,3500,0,4750,0.4,4750,1.5
SAL22064,40,1878,888,300,2395,0.8,2136,2.9
SAL22065,49,625,776,138,1583,0.8,1222,2.3
SAL22066,57,910,515,150,1375,0.7,1104,2.2
SAL22067,61,2167,840,100,1875,0.6,383,1.8
SAL22068,60,2297,458,0,725,0.7,850,2.2
SAL22069,25,0,900,140,2499,0.6,1875,2
SAL22070,45,0,1312,0,2750,0.8,2374,2.4
SAL22071,65,921,399,0,1874,0.6,949,2.3
SAL22072,43,867,784,175,1946,0.8,1803,2.8
SAL22073,50,1200,850,900,1375,0.6,1125,1.9
SAL22074,38,1343,956,250,2166,0.8,1812,2.8
SAL22075,60,1300,735,0,1375,0.8,1375,2.2
SAL22076,45,0,1374,50,3750,1,3750,3
SAL22077,41,1170,604,280,1218,0.7,961,2
SAL22078,40,2047,1006,300,2821,0.8,2571,2.8
SAL22079,20,2254,649,0,2499,0.9,1875,3.8
SAL22080,56,1667,743,396,1874,0.7,1812,2.6
SAL22081,53,1365,575,200,1562,0.8,1428,2.4
SAL22082,52,502,900,0,2249,0.5,1875,1.6
SAL22083,58,0,900,100,1875,0.5,1187,1.5
SAL22084,44,2600,1028,392,3344,0.8,3190,3.2
SAL22085,38,2484,687,450,1874,0.9,1812,3.5
SAL22086,33,2115,969,400,2468,0.8,2392,3.2
SAL22087,54,2600,853,611,2218,0.7,2094,2.6
SAL22088,61,2000,833,420,1994,0.6,1554,2.1
SAL22089,0,0,0,0,0,0,0,0
SAL22090,62,0,325,0,900,0.7,900,3
SAL22091,47,1029,537,305,2125,0.8,1281,2.2
SAL22092,31,1750,537,215,1312,0.8,1166,3
SAL22093,53,867,849,180,1874,0.6,1125,2.2
SAL22094,51,1192,783,250,1928,0.7,1625,2.4
SAL22095,39,0,843,125,1924,0.8,1924,3
SAL22096,52,867,849,0,2124,0.6,1624,2.2
SAL22097,45,2167,737,300,2250,0.8,1624,2.6
SAL22098,42,1700,759,250,1963,0.8,1625,2.5
SAL22099,49,1914,575,484,1812,0.8,1374,2.4
SAL22100,37,1700,682,250,1937,0.9,1800,3
SAL22101,54,1820,634,300,1458,0.9,1390,2.2
SAL22102,46,1633,787,383,1860,0.8,1576,2.5
SAL22103,59,1127,491,260,1170,0.7,981,1.9
SAL22104,40,1712,923,240,2446,0.7,1852,2.5
SAL22105,51,1733,745,300,1942,0.7,1450,2.3
SAL22106,52,1083,697,200,1775,0.7,1178,2.1
SAL22107,42,2500,1366,540,3264,0.9,2372,2.1
SAL22108,62,888,489,220,1187,0.6,909,1.8
SAL22109,62,1657,575,331,1390,0.6,1064,2
SAL22110,47,1083,617,250,1486,0.7,1146,2.2
SAL22111,46,1517,774,300,2042,0.7,1886,2.6
SAL22112,49,1363,784,300,2264,0.7,1931,2.6
SAL22113,68,2806,1541,577,3250,0.5,2470,1.8
SAL22114,53,1783,959,230,1812,0.7,1625,2.5
SAL22115,47,1235,580,300,1775,0.9,1125,2.5
SAL22116,50,0,1875,0,3250,0.5,2999,2
SAL22117,60,0,389,160,1375,0.7,900,2.2
SAL22118,34,2274,1378,421,3186,0.9,2121,1.8
SAL22119,48,1117,703,0,2250,0.9,2125,2.7
SAL22120,55,1450,724,280,2249,0.7,1625,2.3
SAL22121,37,2000,872,392,2345,0.9,1844,2.4
SAL22122,39,3000,1156,462,2924,0.9,2218,2.2
SAL22123,45,1261,697,216,1485,0.8,1387,2.6
SAL22124,24,1714,1300,265,2602,0.9,2510,3.2
SAL22125,40,7500,1062,120,2250,0.6,1406,2.4
SAL22126,26,200,899,0,3250,0.9,3250,3.8
SAL22127,43,1322,746,235,1807,0.8,1699,2.6
SAL22128,42,3500,1042,346,2624,0.8,2624,2.8
SAL22129,42,1482,728,290,2013,0.8,1661,2.8
SAL22130,46,707,584,170,1292,0.8,964,2.3
SAL22131,59,700,494,80,1187,0.6,857,1.8
SAL22132,37,0,2150,310,0,0.9,4750,2.5
SAL22133,42,1454,905,215,2274,0.8,2062,2.8
SAL22134,40,1417,863,298,2146,0.8,1648,2.3
SAL22135,62,2232,793,369,1882,0.6,1473,2.1
SAL22136,53,1450,489,200,1235,0.7,1068,2.2
SAL22137,56,500,625,100,1433,0.7,1048,2.1
SAL22138,51,2000,606,100,1562,0.8,1375,2.7
SAL22139,46,1617,374,0,1062,0.7,762,2.6
SAL22140,45,2000,575,210,1249,0.8,1375,2.8
SAL22141,33,2492,849,1500,1249,0.8,966,1.2
SAL22142,50,1950,766,265,2014,0.7,1837,2.7
SAL22143,45,1850,762,265,1875,0.7,1583,2.4
SAL22144,46,867,522,210,1270,0.7,840,2.1
SAL22145,68,969,544,280,1170,0.7,921,1.8
SAL22146,47,1083,562,220,1452,0.8,1205,2.6
SAL22147,41,1083,674,240,1626,0.8,1290,2.5
SAL22148,50,2167,962,461,2607,0.8,2344,2.7
SAL22149,56,2300,1059,500,2916,0.7,2261,2.4
SAL22150,52,1083,624,0,1843,0.6,1312,2.1
SAL22151,39,1300,654,255,1413,0.7,1061,1.9
SAL22152,59,964,467,195,966,0.7,787,1.9
SAL22153,54,1000,486,0,1541,0.7,1125,2.2
SAL22154,57,1509,678,320,1875,0.7,1180,2.1
SAL22155,48,1950,737,450,2050,0.7,1339,2.1
SAL22156,29,1083,1031,100,2249,0.7,1375,2.4
SAL22157,34,2058,575,0,725,1.5,725,3
SAL22158,49,1508,706,200,2249,0.7,1625,2.4
SAL22159,40,1100,537,0,1416,0.9,850,2.2
SAL22160,44,2300,1053,431,3127,0.8,2876,3
SAL22161,38,1986,741,360,1983,0.9,1541,2.4
SAL22162,0,0,0,0,0,0,0,0
SAL22163,53,975,481,449,1375,0.9,1124,2.2
SAL22164,60,1606,714,320,1577,0.6,1254,2.1
SAL22165,39,1800,737,70,2250,0.8,1624,2.4
SAL22166,26,0,575,0,2250,0.9,2250,3.7
SAL22167,58,0,575,0,949,0.6,949,2
SAL22168,32,0,1125,0,2874,0.6,2874,2.5
SAL22169,49,0,1291,0,2583,0.7,2666,2.5
SAL22170,34,2292,1356,441,3096,1,2245,2
SAL22171,64,0,900,0,2250,0.5,2249,1.8
SAL22172,42,2000,881,400,2386,0.8,2150,2.8
SAL22173,52,1300,1042,0,2124,0.8,2124,2.6
SAL22174,38,2000,820,381,2146,0.9,1654,2.4
SAL22175,38,2051,865,380,2321,0.8,1817,2.5
SAL22176,43,2200,882,436,2640,0.8,2335,2.8
SAL22177,43,2029,711,300,1797,0.9,1604,2.9
SAL22178,47,1872,1032,400,2650,0.7,2103,2.4
SAL22179,34,2085,1190,391,2868,1,2023,2.2
SAL22180,41,1430,924,280,1875,0.8,1666,2.8
SAL22181,39,1733,1017,110,2178,0.7,1983,2.7
SAL22182,64,130,428,138,850,0.6,599,1.6
SAL22183,36,1012,615,220,1431,0.9,1317,2.9
SAL22184,53,1083,583,220,1439,0.7,1073,2.2
SAL22185,51,1907,1042,406,2083,0.8,1624,2.5
SAL22186,31,1800,896,360,2043,0.8,1781,2.6
SAL22187,48,0,1124,2,3750,0.7,900,2.2
SAL22188,57,1700,743,200,1625,0.6,1125,1.9
SAL22189,72,0,262,0,450,0.8,574,1.5
SAL22190,48,1647,762,261,2146,0.8,1812,2.6
SAL22191,41,867,716,215,1762,0.7,1286,2.4
SAL22192,43,1088,687,0,1624,0.7,1333,1.9
SAL22193,38,1928,856,380,2298,0.8,2068,2.7
SAL22194,41,2482,974,421,2880,0.8,2213,2.6
SAL22195,49,650,593,0,1124,0.9,900,2.5
SAL22196,69,0,0,0,0,1,250,1.3
SAL22197,37,1800,682,300,2562,0.8,1812,2.7
SAL22198,49,1755,624,350,1573,0.7,1183,2.2
SAL22199,45,1200,620,250,1552,0.7,1224,2.3
SAL22200,74,0,449,0,1124,1.2,1124,2
SAL22201,50,1350,782,250,2125,0.7,1312,2.4
SAL22202,42,1517,1109,280,2333,0.7,2083,2.6
SAL22203,40,1733,823,310,2250,0.8,2065,3
SAL22204,45,2834,749,80,2083,0.7,1374,2.2
SAL22205,59,878,924,0,2250,0.6,2250,2.4
SAL22206,41,2382,823,375,2107,0.7,1937,2.8
SAL22207,41,2055,839,441,2410,0.8,2205,2.9
SAL22208,31,1733,473,390,1632,1,1629,3.7
SAL22209,55,1867,669,218,1625,0.8,1312,2
SAL22210,48,1550,836,320,2277,0.8,2139,2.7
SAL22211,59,1023,866,150,1958,0.8,1426,2.1
SAL22212,37,1117,489,195,1125,0.7,866,2.4
SAL22213,46,2167,916,230,1916,0.8,1791,2.4
SAL22214,51,650,638,165,1451,0.7,1083,2.3
SAL22215,56,997,486,190,1177,0.7,850,2
SAL22216,52,1100,756,200,1416,0.7,1343,2.6
SAL22217,48,1300,722,250,1816,0.7,1306,2.3
SAL22218,0,0,0,0,0,0,0,0
SAL22219,50,2167,762,350,1699,0.7,1553,2.5
SAL22220,51,1800,702,372,1712,0.7,1334,2.2
SAL22221,44,3300,687,272,1562,0.7,1125,2.6
SAL22222,53,2000,731,460,1879,0.7,1468,2.3
SAL22223,44,1679,491,246,1625,0.9,1208,2.3
SAL22224,45,1192,663,290,1495,0.8,1319,2.4
SAL22225,54,984,593,370,1292,0.8,1187,2.2
SAL22226,42,1300,701,280,1778,0.7,1327,2.3
SAL22227,46,740,749,138,1458,0.8,1292,2.3
SAL22228,54,1083,857,163,1812,0.8,1125,2.1
SAL22229,52,1800,727,301,1729,0.7,1337,2.2
SAL22230,58,550,483,220,1187,0.6,875,2
SAL22231,28,590,866,0,3749,1.1,1249,2.8
SAL22232,41,2383,1093,530,2834,0.8,2714,3
SAL22233,53,1339,675,330,1474,0.7,1224,2.1
SAL22234,47,2708,1090,460,3376,0.8,2313,2.4
SAL22235,49,1517,842,220,2022,0.8,1489,2.6
SAL22236,58,1517,746,280,1518,0.7,1343,2.1
SAL22237,0,0,0,0,0,0,0,0
SAL22238,50,1500,673,200,1687,0.8,1423,2.5
SAL22239,47,2000,891,410,2374,0.8,2147,2.6
SAL22240,42,1129,850,289,1468,0.7,1424,2.2
SAL22241,39,1473,608,240,1699,0.8,1548,2.8
SAL22242,40,2023,765,406,2167,0.8,1965,2.8
SAL22243,50,1733,1036,0,2250,0.7,2050,2.6
SAL22244,47,2000,806,275,2187,0.9,1924,2.9
SAL22245,51,800,794,260,1770,0.8,1600,2.5
SAL22246,51,650,524,140,1318,0.7,883,2.1
SAL22247,37,1803,823,361,2201,0.9,2042,2.9
SAL22248,58,450,518,0,725,1,725,2
SAL22249,40,1850,809,351,2081,0.8,1500,2.3
SAL22250,43,2200,935,451,2735,0.8,2145,2.5
SAL22251,52,999,507,220,1403,0.7,1091,2.2
SAL22252,48,1513,655,375,2071,0.9,1833,2.6
SAL22253,43,1675,718,350,2250,0.9,1656,2.8
SAL22254,40,1300,671,250,1781,0.8,1452,2.6
SAL22255,39,1133,606,270,1349,0.7,1013,2.1
SAL22256,36,2551,1274,460,3199,0.9,2471,2.4
SAL22257,47,2167,969,335,2482,0.8,2391,2.8
SAL22258,40,1983,898,400,2524,0.8,2282,2.9
SAL22259,0,0,0,0,0,0,0,0
SAL22260,63,2600,2100,0,3750,0.5,2750,1.8
SAL22261,40,940,672,100,1416,0.8,1275,2.5
SAL22262,40,455,1042,150,2416,0.8,1958,2.6
SAL22263,37,1950,900,369,2265,0.8,2144,2.9
SAL22264,35,1820,838,363,2168,0.9,1968,2.9
SAL22265,45,1300,633,250,1483,0.7,1165,2.2
SAL22266,42,1733,815,200,2250,0.8,2100,2.6
SAL22267,68,0,537,0,824,0.5,575,1.7
SAL22268,42,1733,942,370,2449,0.9,2333,2.7
SAL22269,65,1629,675,315,1333,0.6,1292,2.2
SAL22270,56,433,1125,50,2250,0.6,1875,1.9
SAL22271,50,1467,793,200,2024,0.8,1765,2.7
SAL22272,39,1330,747,300,1875,0.8,1778,2.8
SAL22273,67,780,900,0,1625,0.5,1312,1.3
SAL22274,52,1300,575,145,2062,0.7,1218,2.2
SAL22275,38,1249,678,270,1580,0.8,1285,2.4
SAL22276,42,1668,780,231,1884,0.8,1789,3
SAL22277,31,1733,957,360,2386,0.9,2313,3.5
SAL22278,47,2500,949,355,2821,0.8,2408,2.7
SAL22279,61,2037,987,421,2592,0.6,2012,2.1
SAL22280,31,2172,979,150,2625,0.8,2625,2.5
SAL22281,41,2167,805,350,2329,0.9,2158,3
SAL22282,61,1875,733,335,1728,0.6,1298,1.9
SAL22283,39,1083,739,228,1820,0.8,1566,2.7
SAL22284,58,1583,900,0,2250,0.7,1812,2.1
SAL22285,57,867,469,214,1937,0.7,1542,2.3
SAL22286,55,1450,705,295,1485,0.7,1260,2
SAL22287,49,2500,762,0,1375,0.7,1375,2.4
SAL22288,48,1604,985,220,2250,0.7,1424,2.6
SAL22289,50,0,518,75,1749,0.8,1125,2.4
SAL22290,53,867,493,194,1302,0.7,894,2
SAL22291,36,1733,844,410,2167,0.8,2004,2.9
SAL22292,55,433,1017,0,2125,0.7,2062,2.5
SAL22293,51,1463,747,180,1656,0.6,1354,2.1
SAL22294,51,1600,635,330,1625,0.6,1181,2.1
SAL22295,49,2167,1012,278,2600,0.8,2468,2.9
SAL22296,60,1780,695,250,1562,0.8,1437,2.4
SAL22297,49,1046,687,260,2250,0.6,966,2
SAL22298,38,1647,817,395,2192,0.8,2132,3.1
SAL22299,39,1430,717,300,1879,0.8,1656,2.7
SAL22300,0,0,0,0,0,0,0,0
SAL22301,46,1275,638,250,1518,0.8,1226,2.4
SAL22302,40,1509,842,300,2094,0.7,1461,2.2
SAL22303,53,2167,874,391,2284,0.7,1906,2.4
SAL22304,52,800,1042,115,1375,1.1,1187,1.3
SAL22305,40,1800,809,380,2149,0.8,1781,2.6
SAL22306,64,2167,936,462,2215,0.6,1658,2
SAL22307,42,1300,553,290,1420,0.7,993,2.2
SAL22308,37,1700,937,350,2355,0.8,1642,2.2
SAL22309,37,2313,1259,381,3081,0.9,2261,2.3
SAL22310,39,2200,1307,421,3073,0.9,2101,1.9
SAL22311,36,1900,824,390,2249,0.8,2078,3
SAL22312,47,975,739,275,2178,0.8,1874,2.7
SAL22313,34,2167,1361,622,3374,1.2,2874,2.5
SAL22314,33,2100,1395,415,3106,0.9,2063,1.7
SAL22315,31,1900,1171,411,2448,1,1926,1.8
SAL22316,46,1300,621,300,1833,0.7,1562,2.7
SAL22317,45,1104,687,0,1874,1,1687,2.8
SAL22318,54,433,837,53,1875,0.6,1812,2.1
SAL22319,37,2300,1229,456,3057,0.9,2460,2.6
SAL22320,45,1454,794,290,2068,0.7,1543,2.3
SAL22321,53,2052,780,350,2218,0.7,2075,2.6
SAL22322,49,1326,814,200,2249,0.7,1437,2.7
SAL22323,44,1500,459,0,1375,0.9,1416,3
SAL22324,57,9999,1562,0,5500,0.7,5499,2.5
SAL22325,46,1950,854,391,2777,0.8,2527,2.8
SAL22326,47,1300,675,230,1600,0.8,1218,2.5
SAL22327,40,1600,818,200,2457,0.8,2187,2.9
SAL22328,36,1750,558,357,1470,1,1402,2.9
SAL22329,38,1600,559,351,1498,1,1498,3.2
SAL22330,36,1500,491,325,1317,0.9,1205,2.8
SAL22331,46,1400,651,330,1706,0.8,1317,2.3
SAL22332,46,2167,816,340,2406,0.8,2216,2.8
SAL22333,44,2000,871,360,2258,0.8,1931,2.6
SAL22334,52,867,560,188,1325,0.7,920,2
SAL22335,51,1138,658,0,1562,0.8,1375,2.5
SAL22336,57,1270,700,200,1624,0.5,1312,2.1
SAL22337,35,1571,833,150,2583,0.8,1625,3.1
SAL22338,44,1850,478,225,1416,0.8,1312,3
SAL22339,46,2167,925,163,2666,0.8,2256,2.7
SAL22340,51,0,877,100,2249,0.6,1792,2.3
SAL22341,53,813,1017,80,1875,0.8,1187,2.5
SAL22342,60,672,504,236,1208,0.7,966,2.2
SAL22343,36,2000,1214,381,2737,1,1779,1.7
SAL22344,34,2128,1183,396,2870,1,2020,2.1
SAL22345,40,2300,1314,385,3202,1,1983,1.9
SAL22346,56,1654,629,350,1426,0.6,1183,2.1
SAL22347,54,1517,575,160,1562,0.6,924,2
SAL22348,60,867,602,135,1083,0.7,739,1.7
SAL22349,45,2167,890,310,2347,0.8,2236,2.9
SAL22350,49,888,575,198,1412,0.7,1125,2.2
SAL22351,53,1300,727,288,1859,0.8,1465,2.3
SAL22352,50,1854,933,0,3124,0.8,2874,2.9
SAL22353,48,1082,1031,80,3083,0.6,1874,2.4
SAL22354,47,973,658,210,1504,0.7,1127,2.2
SAL22355,48,2233,741,509,2277,0.9,2083,2.8
SAL22356,52,1344,564,0,1375,0.8,1062,2.4
SAL22357,37,1690,1125,265,3107,0.7,1875,2.5
SAL22358,0,0,0,0,0,0,0,0
SAL22359,49,1250,612,200,1375,0.7,1208,2.1
SAL22360,41,0,1093,138,2374,0.7,2250,2.7
SAL22361,44,2300,1149,485,2666,0.8,2750,2.8
SAL22362,45,3773,900,200,2124,0.8,1687,2.6
SAL22363,54,0,225,0,900,0.7,900,3
SAL22364,41,1300,728,260,1894,0.8,1625,2.7
SAL22365,56,660,774,260,2083,0.7,2035,2.1
SAL22366,51,1517,614,320,1708,0.7,1416,2.3
SAL22367,55,880,582,225,1812,0.9,1406,2.2
SAL22368,8,0,1274,0,2374,1.3,2374,4.5
SAL22369,39,1308,719,290,1769,0.7,1419,2.5
SAL22370,49,1950,691,250,2045,0.8,1375,2.2
SAL22371,43,1354,749,178,2125,0.8,2083,3
SAL22372,57,1070,606,250,1361,0.7,1151,2.1
SAL22373,46,1517,791,300,2038,0.7,1527,2.3
SAL22374,43,424,884,50,2388,0.8,2166,2.7
SAL22375,41,1950,949,351,2405,0.9,2094,2.8
SAL22376,36,1733,924,400,2378,0.8,2237,3
SAL22377,51,1354,736,180,1625,0.7,1449,2.5
SAL22378,38,1550,489,135,1625,0.7,900,2
SAL22379,38,1127,662,210,1666,0.8,1404,2.7
SAL22380,41,2579,1020,450,3046,0.8,2506,2.8
SAL22381,42,2167,815,448,2291,0.8,1975,2.8
SAL22382,29,1950,1000,380,2191,0.8,2188,3.2
SAL22383,44,780,541,150,1292,0.7,1083,2.5
SAL22384,43,1930,844,388,2083,0.7,1583,2.5
SAL22385,57,705,543,205,1375,0.7,1042,2.1
SAL22386,48,0,450,0,725,0.9,725,2.4
SAL22387,49,1741,825,200,2125,0.9,2175,3
SAL22388,65,0,450,175,900,0.5,725,1.3
SAL22389,45,1647,959,203,2625,0.8,2250,2.8
SAL22390,0,0,0,0,0,0,0,0
SAL22391,38,1733,854,361,2239,0.8,1925,2.6
SAL22392,43,1733,812,270,2383,0.8,2183,2.8
SAL22393,41,1300,738,316,1803,0.7,1264,2.3
SAL22394,38,1448,636,350,1395,0.7,1009,2.4
SAL22395,35,1842,706,340,1806,0.9,1566,2.6
SAL22396,37,1733,546,341,1491,0.9,1399,2.9
SAL22397,38,1700,565,346,1533,0.9,1416,2.8
SAL22398,46,1433,759,316,1652,0.7,1414,2.3
SAL22399,42,3000,1081,462,3339,0.8,2503,2.6
SAL22400,66,0,1062,0,2749,0.5,2749,1.9
SAL22401,41,2500,1023,175,3125,0.8,3250,3.2
SAL22402,52,0,612,0,2374,0.6,2374,2
SAL22403,48,1925,716,275,1906,0.8,1437,2.5
SAL22404,61,2296,622,250,1375,0.7,784,2
SAL22405,38,1300,754,235,1802,0.8,1390,2.3
SAL22406,26,1733,2150,0,4750,1.3,4750,4
SAL22407,0,0,0,0,0,0,0,0
SAL22408,45,1040,742,200,1875,0.8,1458,2.6
SAL22409,51,1300,557,210,1258,0.8,1074,2.4
SAL22410,54,1192,539,220,1333,0.7,1104,2.2
SAL22411,67,0,1291,0,2250,0.4,1875,1.6
SAL22412,36,0,2099,100,3999,1,3999,3.8
SAL22413,50,975,739,120,1825,0.7,1412,2.2
SAL22414,37,1680,724,369,2010,0.8,1813,2.8
SAL22415,25,0,749,150,2124,0.8,1499,3.2
SAL22416,0,0,0,0,0,0,0,0
SAL22417,46,1300,825,207,1687,0.7,1416,2.4
SAL22418,37,1083,695,230,1625,0.7,1624,2.6
SAL22419,52,1126,579,250,1541,0.8,1220,2.4
SAL22420,53,1200,1125,200,2666,0.5,2333,1.9
SAL22421,53,0,1125,300,2749,0.8,2749,2.9
SAL22422,62,3166,949,0,2624,0.5,1666,1.8
SAL22423,59,867,471,160,1317,0.7,793,1.9
SAL22424,45,1733,861,208,2166,0.8,1895,2.6
SAL22425,52,1042,682,100,1291,0.9,1021,2.1
SAL22426,48,1128,637,240,1453,0.7,1149,2.2
SAL22427,42,1400,1031,0,1875,0.8,1874,2.9
SAL22428,45,1699,900,150,1781,0.7,1687,2.4
SAL22429,49,1614,762,241,1895,0.7,1642,2.4
SAL22430,50,1733,808,263,2008,0.8,1775,2.5
SAL22431,40,1300,823,285,2096,0.8,1769,2.8
SAL22432,61,1084,762,0,2083,0.8,1875,2.1
SAL22433,47,1770,711,268,1852,0.8,1625,2.6
SAL22434,73,303,725,0,2249,0.5,900,1.7
SAL22435,0,0,0,0,0,0,0,0
SAL22436,48,1458,915,300,2250,0.7,1463,2.4
SAL22437,52,856,612,0,1437,0.8,1312,2.1
SAL22438,64,1362,350,0,725,0.7,1125,2.5
SAL22439,37,1872,574,250,1375,0.8,1312,3.1
SAL22440,43,2000,700,0,2062,0.9,2125,3.2
SAL22441,33,1614,898,250,2144,0.8,1904,2.8
SAL22442,0,0,0,0,0,0,0,0
SAL22443,70,867,474,0,0,0.8,450,1
SAL22444,47,1712,730,235,2097,0.8,1819,2.6
SAL22445,60,1138,450,300,1812,0.6,1375,1.9
SAL22446,62,2884,1074,0,2250,0.6,2250,1.8
