SAL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SAL20800,0,10,19,10,14,52,0,52
SAL20801,0,0,9,3,3,16,0,16
SAL20802,84,732,718,246,184,1969,29,2002
SAL20803,0,0,7,0,6,22,0,22
SAL20804,0,48,81,25,21,177,9,182
SAL20805,0,3,15,5,7,37,0,37
SAL20806,0,0,5,0,5,10,0,10
SAL20807,0,9,14,9,3,34,0,34
SAL20808,0,4,7,3,6,21,0,21
SAL20809,9,85,107,55,36,291,0,294
SAL20810,0,3,0,3,4,14,0,15
SAL20811,0,0,3,0,0,7,0,7
SAL20812,0,27,29,18,19,91,3,94
SAL20813,18,169,144,49,34,415,13,426
SAL20814,0,6,7,3,8,31,0,31
SAL20815,0,0,4,0,0,0,0,0
SAL20816,0,19,62,28,26,132,5,141
SAL20817,0,4,10,8,3,28,0,30
SAL20818,0,0,3,3,6,13,0,14
SAL20819,0,0,0,0,0,0,0,0
SAL20820,0,10,10,6,7,33,0,33
SAL20821,0,0,0,0,0,11,0,11
SAL20822,0,165,250,71,52,540,13,549
SAL20823,181,911,778,302,147,2306,53,2361
SAL20824,0,0,5,0,0,5,0,5
SAL20825,53,426,605,231,98,1412,6,1420
SAL20826,0,0,14,11,8,36,0,36
SAL20827,46,209,162,46,39,502,17,517
SAL20828,82,406,323,90,61,967,7,978
SAL20829,96,689,645,151,82,1669,17,1688
SAL20830,452,1263,539,71,44,2373,24,2396
SAL20831,0,0,5,0,0,8,0,8
SAL20832,0,0,12,5,8,24,0,24
SAL20833,9,106,139,64,38,357,9,363
SAL20834,0,9,3,5,0,15,0,15
SAL20835,0,3,0,6,0,4,0,4
SAL20836,32,396,442,143,81,1095,17,1108
SAL20837,0,7,17,8,8,41,0,38
SAL20838,375,2077,2186,765,409,5817,120,5934
SAL20839,3,41,75,53,46,212,0,214
SAL20840,0,15,50,32,36,142,3,141
SAL20841,0,13,32,9,21,73,3,78
SAL20842,0,7,15,11,6,41,0,42
SAL20843,0,40,123,90,106,366,3,366
SAL20844,20,136,153,55,34,403,10,413
SAL20845,0,4,17,9,7,38,0,40
SAL20846,0,5,7,7,4,23,4,25
SAL20847,0,4,17,7,7,34,6,41
SAL20848,112,952,1035,243,115,2465,19,2483
SAL20849,4,17,32,21,7,83,0,83
SAL20850,21,184,157,40,22,423,11,435
SAL20851,0,15,30,19,12,82,0,82
SAL20852,3,30,63,20,33,151,0,155
SAL20853,0,3,5,10,0,19,0,19
SAL20854,0,3,8,5,4,14,0,18
SAL20855,0,3,11,6,13,31,0,31
SAL20856,0,0,0,0,0,0,0,0
SAL20857,0,10,30,15,14,66,0,70
SAL20858,0,11,15,9,20,62,0,62
SAL20859,15,275,517,202,143,1153,13,1163
SAL20860,0,16,21,19,24,75,4,80
SAL20861,0,33,27,7,7,75,0,81
SAL20862,8,130,123,51,27,343,6,349
SAL20863,0,68,100,50,40,255,3,254
SAL20864,448,2187,1446,287,118,4486,49,4534
SAL20865,149,1801,2991,970,623,6536,37,6574
SAL20866,14,363,1120,403,275,2176,11,2190
SAL20867,812,4009,1917,319,130,7186,74,7264
SAL20868,30,412,872,392,289,1999,9,2012
SAL20869,0,9,4,0,0,16,0,16
SAL20870,0,25,57,15,28,126,0,126
SAL20871,264,2102,3528,1311,717,7931,91,8016
SAL20872,3,40,81,41,27,190,5,194
SAL20873,0,0,3,7,0,9,0,9
SAL20874,0,0,0,0,0,0,0,0
SAL20875,0,22,28,13,7,74,0,74
SAL20876,0,4,4,0,4,10,0,10
SAL20877,0,35,97,54,49,234,0,236
SAL20878,459,3580,4354,1399,732,10526,170,10704
SAL20879,36,530,800,247,142,1758,14,1774
SAL20880,0,4,19,4,4,28,0,28
SAL20881,0,31,19,15,15,83,4,87
SAL20882,0,0,0,0,0,0,0,0
SAL20883,6,17,37,25,13,91,3,96
SAL20884,0,0,6,0,0,3,0,3
SAL20885,763,3760,2690,777,455,8449,74,8522
SAL20886,0,0,0,0,0,0,0,0
SAL20887,152,703,369,77,42,1346,13,1363
SAL20888,28,201,219,81,39,568,6,571
SAL20889,89,326,289,72,39,822,33,850
SAL20890,0,3,3,8,7,14,0,19
SAL20891,26,113,90,21,9,259,4,261
SAL20892,92,524,565,186,103,1474,27,1498
SAL20893,0,15,33,13,10,78,3,86
SAL20894,3,16,23,7,9,60,0,65
SAL20895,0,0,6,0,0,4,0,3
SAL20896,4,11,25,14,16,75,0,77
SAL20897,0,6,17,15,14,50,0,50
SAL20898,0,3,13,7,9,37,0,37
SAL20899,6,164,515,155,55,888,4,892
SAL20900,0,0,3,0,0,13,0,13
SAL20901,362,1386,744,140,87,2720,19,2738
SAL20902,0,51,76,20,7,160,0,160
SAL20903,0,4,0,0,6,9,0,9
SAL20904,0,3,10,8,3,35,0,35
SAL20905,0,0,0,0,0,0,0,0
SAL20906,7,10,4,5,0,25,4,31
SAL20907,0,12,29,23,16,82,0,82
SAL20908,0,5,17,0,8,33,0,33
SAL20909,478,1929,1485,470,257,4615,87,4704
SAL20910,0,0,4,6,3,9,0,9
SAL20911,0,0,0,0,0,0,0,8
SAL20912,0,4,18,12,7,39,0,39
SAL20913,0,8,28,18,18,67,0,70
SAL20914,0,4,9,4,0,17,0,20
SAL20915,0,0,0,3,0,9,0,9
SAL20916,0,0,0,0,0,0,0,0
SAL20917,442,3348,4234,1362,791,10179,105,10280
SAL20918,4,112,259,90,58,531,3,531
SAL20919,0,0,5,0,0,8,0,8
SAL20920,0,48,127,27,28,231,7,236
SAL20921,0,94,139,56,33,323,9,330
SAL20922,0,4,0,3,0,10,0,10
SAL20923,0,0,4,0,0,8,0,8
SAL20924,1233,2372,724,114,46,4486,79,4565
SAL20925,1046,2807,1230,255,84,5418,73,5489
SAL20926,0,0,15,10,6,37,0,37
SAL20927,3,8,18,5,8,37,0,36
SAL20928,0,0,0,0,0,0,0,0
SAL20929,707,1620,579,104,37,3045,70,3118
SAL20930,3,118,204,63,34,422,7,428
SAL20931,110,714,527,150,56,1564,16,1580
SAL20932,4,102,110,61,25,300,3,308
SAL20933,0,0,17,20,13,55,4,56
SAL20934,0,0,0,0,3,6,0,6
SAL20935,1545,3987,1362,252,98,7245,125,7370
SAL20936,0,8,21,18,13,53,0,57
SAL20937,300,1641,1532,399,170,4043,38,4083
SAL20938,0,12,45,29,18,103,4,100
SAL20939,3,27,43,8,4,90,0,96
SAL20940,47,373,284,101,69,871,17,889
SAL20941,0,23,21,16,10,67,0,67
SAL20942,0,3,11,8,0,25,0,25
SAL20943,0,4,7,6,3,16,0,16
SAL20944,0,7,13,16,9,48,0,48
SAL20945,0,4,4,0,0,9,0,9
SAL20946,0,7,5,3,8,28,0,28
SAL20947,1345,6384,5267,1358,595,14953,254,15207
SAL20948,239,926,678,185,81,2108,40,2148
SAL20949,270,2006,2969,989,512,6745,74,6820
SAL20950,26,675,1412,439,152,2708,25,2731
SAL20951,0,11,13,10,9,45,0,49
SAL20952,6,23,12,4,0,56,0,56
SAL20953,0,0,0,0,0,3,0,3
SAL20954,5,19,65,33,38,150,0,156
SAL20955,0,30,44,9,10,98,0,98
SAL20956,0,10,28,15,10,63,0,61
SAL20957,0,0,4,0,0,6,0,6
SAL20958,0,4,7,3,6,23,0,27
SAL20959,0,3,7,3,3,16,0,16
SAL20960,6,107,231,46,32,424,0,432
SAL20961,0,5,3,0,0,6,0,6
SAL20962,0,0,11,4,4,20,0,20
SAL20963,0,6,15,12,9,36,0,36
SAL20964,0,10,24,11,8,60,0,60
SAL20965,53,232,131,21,8,447,5,452
SAL20966,5,172,294,135,89,697,7,706
SAL20967,0,3,36,11,21,72,0,75
SAL20968,0,8,15,7,6,39,0,43
SAL20969,0,22,30,18,17,86,0,90
SAL20970,0,0,0,0,0,3,0,3
SAL20971,0,4,3,0,0,14,0,14
SAL20972,0,0,6,8,6,19,0,19
SAL20973,285,1174,724,201,87,2472,22,2497
SAL20974,310,1398,1100,249,89,3149,36,3188
SAL20975,4,3,0,3,0,10,0,10
SAL20976,0,24,36,17,8,88,0,89
SAL20977,0,3,0,3,0,15,0,15
SAL20978,0,5,8,3,3,17,0,17
SAL20979,13,140,332,160,143,790,20,812
SAL20980,0,7,6,13,4,28,0,26
SAL20981,0,0,0,0,0,0,0,0
SAL20982,0,5,9,11,5,29,0,29
SAL20983,0,0,0,0,7,8,0,8
SAL20984,0,8,10,7,6,28,0,28
SAL20985,0,3,13,8,10,34,0,34
SAL20986,0,0,4,0,3,5,0,5
SAL20987,0,0,0,0,0,0,0,0
SAL20988,0,0,0,4,7,8,0,10
SAL20989,0,17,57,34,16,130,0,130
SAL20990,0,3,14,14,13,45,0,45
SAL20991,0,5,8,5,3,23,0,23
SAL20992,0,10,10,4,5,24,0,27
SAL20993,0,0,9,9,5,21,0,24
SAL20994,0,0,0,6,4,10,0,10
SAL20995,0,9,9,9,0,20,0,26
SAL20996,0,0,8,5,3,20,0,20
SAL20997,0,0,0,0,0,0,0,0
SAL20998,0,3,0,3,0,11,0,11
SAL20999,9,61,84,40,23,211,0,217
SAL21000,0,8,22,5,12,44,6,47
SAL21001,63,803,1589,556,405,3421,26,3444
SAL21002,0,31,98,73,71,273,4,279
SAL21003,0,0,0,5,0,11,0,11
SAL21004,147,1012,1204,414,169,2947,36,2981
SAL21005,0,15,49,35,36,142,4,141
SAL21006,0,9,26,17,10,60,0,61
SAL21007,0,5,4,6,4,21,0,21
SAL21008,0,5,15,12,8,43,0,45
SAL21009,374,1205,501,86,36,2201,28,2231
SAL21010,547,3975,3803,992,469,9787,110,9894
SAL21011,0,3,19,13,7,32,0,32
SAL21012,0,0,4,0,0,7,0,7
SAL21013,802,5086,5871,1787,736,14281,162,14445
SAL21014,0,0,0,0,0,0,0,0
SAL21015,0,3,4,0,0,10,0,9
SAL21016,0,8,6,5,3,19,0,19
SAL21017,0,0,0,3,0,8,0,8
SAL21018,0,3,30,21,13,69,0,69
SAL21019,3,0,0,6,0,18,0,18
SAL21020,0,21,70,27,28,145,9,149
SAL21021,0,0,8,3,6,15,0,15
SAL21022,0,0,0,0,0,8,0,8
SAL21023,0,0,0,0,0,0,0,0
SAL21024,0,3,14,4,19,40,0,40
SAL21025,0,68,148,93,66,375,4,380
SAL21026,0,11,28,14,21,82,0,78
SAL21027,0,11,22,8,11,52,0,52
SAL21028,0,0,0,0,0,3,0,3
SAL21029,0,4,9,0,8,27,0,27
SAL21030,0,3,5,3,0,11,0,11
SAL21031,0,7,5,4,0,10,0,10
SAL21032,0,4,6,4,12,23,0,23
SAL21033,0,0,0,0,0,6,0,6
SAL21034,0,0,3,0,0,10,0,10
SAL21035,0,0,5,0,0,3,0,3
SAL21036,0,0,3,0,4,5,0,5
SAL21037,0,3,9,0,0,10,0,10
SAL21038,3,46,79,28,17,172,5,170
SAL21039,0,21,30,23,22,101,0,101
SAL21040,0,4,6,4,5,15,0,17
SAL21041,0,15,19,5,12,54,6,53
SAL21042,0,3,7,3,8,23,0,23
SAL21043,0,9,21,8,9,40,0,40
SAL21044,0,0,0,3,0,11,0,11
SAL21045,0,73,170,74,56,372,4,377
SAL21046,0,4,9,12,4,33,0,33
SAL21047,897,3846,2728,641,357,8467,143,8609
SAL21048,0,37,35,16,12,111,5,113
SAL21049,0,3,4,0,0,6,0,6
SAL21050,0,4,41,19,17,90,0,93
SAL21051,0,9,21,13,4,44,0,44
SAL21052,0,3,5,3,0,10,3,14
SAL21053,0,7,23,7,4,36,0,36
SAL21054,8,75,69,19,12,179,3,184
SAL21055,0,18,25,23,16,82,0,82
SAL21056,98,462,304,86,40,990,11,998
SAL21057,0,16,13,8,9,43,0,46
SAL21058,228,1452,1387,439,193,3695,53,3752
SAL21059,0,10,34,18,13,74,0,72
SAL21060,0,3,0,5,0,17,0,17
SAL21061,0,0,0,0,0,3,0,3
SAL21062,0,5,9,3,3,20,0,20
SAL21063,0,8,12,6,11,35,0,35
SAL21064,0,4,21,14,11,54,0,54
SAL21065,0,7,7,4,0,21,0,21
SAL21066,0,13,14,17,10,52,0,59
SAL21067,0,8,8,5,8,24,0,24
SAL21068,0,20,37,22,19,96,0,102
SAL21069,0,51,105,40,46,247,3,249
SAL21070,0,0,0,5,0,9,0,9
SAL21071,0,11,29,26,12,75,0,75
SAL21072,0,12,32,19,17,90,0,89
SAL21073,6,102,207,112,55,478,6,486
SAL21074,3,28,44,23,19,116,5,122
SAL21075,7,46,41,17,14,125,5,129
SAL21076,0,0,3,3,5,14,0,14
SAL21077,0,44,48,20,16,124,8,137
SAL21078,0,3,19,13,6,38,0,38
SAL21079,32,331,452,157,81,1048,7,1058
SAL21080,0,0,0,0,0,9,0,9
SAL21081,0,0,3,0,0,8,0,8
SAL21082,0,0,3,7,0,8,0,8
SAL21083,0,4,8,4,9,18,0,18
SAL21084,3,32,90,60,49,228,3,233
SAL21085,0,0,0,0,0,0,0,0
SAL21086,0,0,0,0,0,0,0,0
SAL21087,0,7,5,9,10,33,0,33
SAL21088,0,17,36,26,15,91,0,91
SAL21089,13,190,188,60,42,498,15,514
SAL21090,0,11,12,10,7,37,0,40
SAL21091,0,5,3,6,7,18,0,18
SAL21092,0,26,43,35,26,135,0,136
SAL21093,0,0,0,0,0,0,0,0
SAL21094,0,7,13,7,5,27,0,32
SAL21095,0,0,3,0,0,0,0,0
SAL21096,0,0,0,0,5,3,0,3
SAL21097,0,0,0,0,0,0,0,0
SAL21098,5,45,74,29,24,173,6,182
SAL21099,0,0,3,0,4,5,0,5
SAL21100,0,10,5,5,4,26,0,26
SAL21101,0,27,94,36,39,197,0,200
SAL21102,0,7,8,7,5,23,0,23
SAL21103,0,9,6,4,4,16,0,16
SAL21104,316,2513,3418,923,517,7685,75,7762
SAL21105,94,1188,2860,1225,889,6255,86,6346
SAL21106,0,7,8,6,7,21,0,21
SAL21107,0,4,14,11,7,38,0,38
SAL21108,0,8,8,7,6,36,0,36
SAL21109,0,14,16,12,15,45,0,45
SAL21110,0,11,27,14,10,66,0,66
SAL21111,0,0,0,0,0,3,0,3
SAL21112,0,0,3,4,4,17,0,17
SAL21113,0,0,4,5,8,23,0,23
SAL21114,307,2135,2230,706,376,5755,63,5818
SAL21115,0,32,102,76,92,307,0,308
SAL21116,0,47,62,17,9,138,4,141
SAL21117,6,60,83,40,33,222,7,227
SAL21118,0,9,32,13,15,72,0,71
SAL21119,0,0,0,0,0,0,0,0
SAL21120,0,0,0,0,0,3,0,7
SAL21121,0,10,41,31,33,119,0,119
SAL21122,0,4,5,4,10,19,0,22
SAL21123,0,72,160,93,102,434,7,441
SAL21124,196,954,822,210,138,2321,38,2356
SAL21125,154,1199,1328,508,290,3480,51,3530
SAL21126,0,10,19,3,9,48,0,41
SAL21127,9,75,68,17,14,176,4,184
SAL21128,6,12,23,13,14,65,0,65
SAL21129,278,1581,1532,556,324,4270,71,4338
SAL21130,131,1006,1071,266,153,2636,32,2668
SAL21131,276,1834,2012,559,243,4925,44,4965
SAL21132,198,853,723,175,74,2027,28,2051
SAL21133,342,2378,3169,1231,642,7760,158,7918
SAL21134,0,11,27,15,6,63,0,63
SAL21135,0,4,8,8,3,34,0,34
SAL21136,0,9,5,4,4,22,0,21
SAL21137,11,105,164,68,44,386,4,396
SAL21138,0,21,43,24,16,107,0,106
SAL21139,0,32,125,65,79,295,3,293
SAL21140,92,1143,1677,525,285,3716,51,3763
SAL21141,0,4,12,5,4,27,0,27
SAL21142,4,37,68,28,21,156,4,157
SAL21143,0,13,39,9,15,74,8,77
SAL21144,0,3,21,13,18,57,0,63
SAL21145,274,1742,1431,427,230,4103,86,4187
SAL21146,0,5,4,0,0,14,0,14
SAL21147,0,4,14,7,3,28,0,28
SAL21148,0,50,196,126,99,472,9,481
SAL21149,0,0,4,5,4,11,0,11
SAL21150,3,19,48,21,20,115,0,119
SAL21151,0,0,0,0,0,3,0,3
SAL21152,1368,4874,2541,570,247,9607,107,9706
SAL21153,674,3031,1879,404,206,6198,53,6251
SAL21154,0,0,10,7,4,21,0,21
SAL21155,0,11,27,21,13,72,0,72
SAL21156,4,59,205,109,141,523,5,522
SAL21157,0,12,42,17,21,97,0,99
SAL21158,100,948,1103,404,299,2855,32,2890
SAL21159,0,13,24,18,17,61,3,65
SAL21160,37,440,466,167,105,1213,38,1256
SAL21161,0,47,123,62,36,263,9,265
SAL21162,0,5,6,0,0,8,0,8
SAL21163,31,297,466,110,47,953,12,965
SAL21164,0,15,33,24,9,84,0,83
SAL21165,107,1159,1594,446,226,3533,25,3560
SAL21166,0,11,21,5,12,48,0,48
SAL21167,271,1456,977,184,86,2966,27,2997
SAL21168,235,1180,1012,206,86,2723,25,2750
SAL21169,316,892,634,134,58,2035,52,2088
SAL21170,0,5,10,6,5,29,0,29
SAL21171,0,6,9,4,6,29,0,28
SAL21172,7,106,117,30,18,273,0,273
SAL21173,0,92,52,10,11,166,3,174
SAL21174,138,689,554,147,56,1582,20,1601
SAL21175,5,13,33,45,25,115,3,111
SAL21176,0,9,25,21,8,60,0,62
SAL21177,0,6,0,0,0,3,0,7
SAL21178,0,11,11,13,14,45,0,45
SAL21179,35,264,270,112,83,772,21,786
SAL21180,0,3,0,4,0,13,0,13
SAL21181,34,229,257,112,76,710,21,734
SAL21182,0,0,12,3,5,10,0,10
SAL21183,0,0,9,0,0,12,0,11
SAL21184,0,3,11,14,6,37,0,37
SAL21185,305,2154,1840,329,144,4774,54,4830
SAL21186,0,17,29,8,8,60,0,60
SAL21187,252,2203,3462,943,525,7387,68,7458
SAL21188,0,0,0,0,3,3,0,3
SAL21189,0,10,22,19,15,66,0,64
SAL21190,0,3,16,4,13,31,0,34
SAL21191,0,16,52,29,22,111,0,111
SAL21192,0,19,45,22,24,104,0,104
SAL21193,97,1203,2131,1039,800,5270,74,5346
SAL21194,0,0,0,6,0,5,0,5
SAL21195,0,40,53,17,0,104,0,104
SAL21196,5,33,74,53,58,221,0,225
SAL21197,0,11,4,0,0,7,0,7
SAL21198,0,3,6,0,4,9,0,9
SAL21199,0,0,6,7,0,8,0,8
SAL21200,0,7,11,0,3,21,0,24
SAL21201,12,111,104,48,25,299,9,309
SAL21202,0,23,77,67,84,254,0,254
SAL21203,619,4294,4710,1727,1053,12397,186,12584
SAL21204,0,4,7,4,3,19,0,24
SAL21205,3,6,5,10,5,36,0,36
SAL21206,465,2419,2323,740,283,6229,105,6331
SAL21207,7,20,5,0,0,29,0,36
SAL21208,0,5,9,7,0,18,0,17
SAL21209,0,4,8,5,3,22,0,22
SAL21210,0,0,0,0,0,0,0,0
SAL21211,0,3,10,0,0,24,0,24
SAL21212,0,0,0,0,0,4,0,4
SAL21213,0,4,12,3,0,27,0,30
SAL21214,284,1270,1017,241,98,2909,29,2936
SAL21215,3,12,47,17,32,111,3,110
SAL21216,0,0,0,5,4,12,0,11
SAL21217,0,0,0,0,3,12,0,12
SAL21218,54,262,279,77,27,698,3,704
SAL21219,10,284,517,199,148,1159,17,1174
SAL21220,0,5,4,4,0,9,3,16
SAL21221,0,6,27,17,24,74,0,74
SAL21222,0,10,53,22,12,98,0,98
SAL21223,27,297,486,225,179,1214,9,1224
SAL21224,0,4,11,0,0,13,0,13
SAL21225,0,3,8,5,4,25,0,25
SAL21226,0,3,3,4,0,11,0,14
SAL21227,0,8,12,11,3,28,0,28
SAL21228,0,14,62,19,18,105,0,112
SAL21229,16,214,244,72,39,592,4,589
SAL21230,0,7,43,39,30,120,0,124
SAL21231,18,118,133,52,29,350,15,366
SAL21232,0,0,7,12,0,24,0,24
SAL21233,5,40,83,54,44,228,3,230
SAL21234,4,77,236,136,99,554,5,559
SAL21235,61,989,1195,269,109,2627,31,2661
SAL21236,0,32,124,53,73,285,0,285
SAL21237,17,182,286,104,60,645,4,653
SAL21238,0,9,31,15,22,80,0,79
SAL21239,0,12,16,12,8,41,0,41
SAL21240,0,0,0,0,0,5,0,5
SAL21241,36,226,152,37,27,483,8,493
SAL21242,0,21,53,31,20,127,6,131
SAL21243,0,5,20,7,8,43,0,43
SAL21244,0,6,6,12,3,32,0,32
SAL21245,37,477,825,384,274,2001,52,2058
SAL21246,403,2243,1908,469,237,5265,44,5310
SAL21247,44,417,573,202,114,1349,8,1355
SAL21248,79,305,246,72,45,745,19,763
SAL21249,0,11,23,12,8,61,0,56
SAL21250,7,171,314,98,44,631,4,635
SAL21251,0,3,6,3,0,8,0,8
SAL21252,0,6,11,8,8,42,3,42
SAL21253,0,55,67,13,12,145,4,144
SAL21254,8,358,704,228,107,1412,10,1422
SAL21255,0,0,0,0,0,11,0,11
SAL21256,0,15,27,11,14,66,0,66
SAL21257,0,0,3,4,6,12,0,11
SAL21258,0,7,12,9,14,48,0,43
SAL21259,0,5,3,0,8,16,0,16
SAL21260,0,0,16,11,6,30,0,30
SAL21261,3,35,89,54,36,213,0,213
SAL21262,0,4,20,13,6,43,0,45
SAL21263,0,0,4,3,8,13,0,13
SAL21264,0,0,0,0,0,7,0,7
SAL21265,11,74,62,31,26,204,3,209
SAL21266,0,0,0,0,0,0,0,0
SAL21267,0,0,0,0,0,0,0,0
SAL21268,0,4,0,0,0,4,0,4
SAL21269,5,36,66,60,38,206,0,206
SAL21270,0,0,3,0,0,3,0,3
SAL21271,0,0,9,0,0,9,0,9
SAL21272,3,15,13,3,0,42,0,43
SAL21273,4,51,53,15,15,141,0,138
SAL21274,0,0,0,4,0,9,0,9
SAL21275,0,0,7,6,0,11,0,11
SAL21276,0,10,27,10,12,56,0,59
SAL21277,36,163,138,37,29,404,11,414
SAL21278,0,0,0,0,0,0,0,0
SAL21279,28,273,585,243,155,1290,14,1301
SAL21280,0,6,16,6,4,36,0,36
SAL21281,0,4,3,0,5,14,0,14
SAL21282,14,185,191,82,36,512,14,526
SAL21283,0,8,25,16,16,57,4,62
SAL21284,13,440,873,205,66,1600,23,1626
SAL21285,0,4,7,0,0,15,0,15
SAL21286,3,146,244,83,63,548,4,554
SAL21287,7,121,218,77,31,462,4,468
SAL21288,0,0,0,5,5,7,0,7
SAL21289,0,0,9,8,7,29,0,29
SAL21290,0,0,0,0,5,3,0,4
SAL21291,0,0,4,4,0,6,0,6
SAL21292,0,4,11,7,4,28,0,28
SAL21293,299,1922,1588,527,238,4572,91,4660
SAL21294,0,43,123,73,91,334,8,341
SAL21295,20,125,137,65,38,388,3,395
SAL21296,0,5,8,7,8,26,0,26
SAL21297,0,0,3,0,0,3,0,3
SAL21298,0,5,6,0,8,18,0,18
SAL21299,0,0,0,0,6,9,0,9
SAL21300,0,9,21,9,16,54,0,54
SAL21301,0,9,15,5,17,45,0,42
SAL21302,0,4,13,7,10,36,0,36
SAL21303,0,0,3,0,0,4,0,4
SAL21304,0,5,0,6,8,12,0,12
SAL21305,0,0,4,0,4,7,0,7
SAL21306,0,40,56,28,26,153,8,155
SAL21307,0,4,3,3,0,12,0,12
SAL21308,0,3,20,10,8,41,0,41
SAL21309,0,29,71,50,23,176,4,181
SAL21310,3,64,117,70,68,320,5,322
SAL21311,0,23,24,13,12,79,0,84
SAL21312,38,369,456,166,88,1111,18,1133
SAL21313,0,4,8,0,7,22,0,22
SAL21314,97,517,927,306,249,2093,36,2133
SAL21315,168,1004,1309,538,323,3343,47,3386
SAL21316,260,1751,2369,672,337,5388,64,5447
SAL21317,14,123,245,92,85,555,9,556
SAL21318,0,0,12,8,8,21,0,21
SAL21319,41,341,424,129,76,1013,9,1019
SAL21320,0,0,0,5,3,9,0,9
SAL21321,0,6,13,11,4,27,0,27
SAL21322,0,0,5,0,4,9,0,9
SAL21323,0,0,0,0,0,0,0,0
SAL21324,0,6,3,5,0,15,0,15
SAL21325,0,10,9,9,0,24,0,28
SAL21326,184,997,831,241,109,2367,36,2402
SAL21327,791,2549,1111,176,46,4676,53,4727
SAL21328,117,628,543,205,115,1604,60,1663
SAL21329,0,9,8,0,0,12,0,12
SAL21330,0,7,45,21,12,86,3,90
SAL21331,0,0,11,7,3,23,0,23
SAL21332,0,4,18,11,9,37,0,37
SAL21333,0,5,12,15,4,36,0,36
SAL21334,0,9,13,5,6,32,0,32
SAL21335,0,12,4,3,0,19,0,19
SAL21336,553,3667,3398,905,444,8969,107,9069
SAL21337,100,825,1008,256,141,2337,24,2357
SAL21338,0,0,6,3,0,14,4,21
SAL21339,338,2235,4035,1538,860,9009,94,9102
SAL21340,43,633,1308,537,293,2810,45,2858
SAL21341,0,8,26,15,13,61,4,59
SAL21342,0,22,48,37,36,139,0,141
SAL21343,0,3,8,6,4,28,0,28
SAL21344,0,20,68,26,26,145,8,148
SAL21345,4,73,102,37,15,234,0,231
SAL21346,0,0,0,0,0,5,0,5
SAL21347,3,104,294,61,30,496,7,505
SAL21348,0,12,26,16,15,72,0,71
SAL21349,0,16,51,43,24,137,0,140
SAL21350,0,11,25,17,13,64,0,60
SAL21351,0,8,26,14,13,62,0,62
SAL21352,98,1144,1222,506,335,3305,47,3358
SAL21353,0,19,54,41,24,143,0,143
SAL21354,204,1620,1855,534,326,4544,47,4588
SAL21355,8,149,379,207,174,915,5,926
SAL21356,0,9,9,9,7,31,0,31
SAL21357,0,4,17,5,5,35,0,35
SAL21358,9,150,241,134,74,600,6,608
SAL21359,0,22,54,40,23,138,0,138
SAL21360,5,66,145,97,83,393,16,406
SAL21361,0,6,12,4,3,18,0,18
SAL21362,176,889,944,368,191,2572,44,2615
SAL21363,165,555,424,111,63,1317,18,1336
SAL21364,0,25,36,12,4,78,0,74
SAL21365,171,802,496,71,21,1562,22,1582
SAL21366,0,0,4,6,5,9,0,9
SAL21367,0,0,0,3,0,0,0,0
SAL21368,0,23,62,28,19,140,10,141
SAL21369,0,8,28,11,3,50,0,52
SAL21370,0,11,10,7,8,31,0,31
SAL21371,0,0,3,6,5,9,0,9
SAL21372,0,0,0,0,0,0,0,0
SAL21373,0,18,13,15,10,58,0,58
SAL21374,69,929,1259,372,189,2820,20,2838
SAL21375,0,10,4,3,6,11,0,11
SAL21376,0,0,7,3,0,6,0,6
SAL21377,0,9,25,20,10,60,0,64
SAL21378,0,12,33,23,10,72,0,72
SAL21379,0,0,7,4,8,27,0,27
SAL21380,50,356,575,231,162,1370,22,1389
SAL21381,0,0,0,9,4,11,0,11
SAL21382,0,0,4,0,0,5,0,5
SAL21383,0,4,4,0,0,14,0,14
SAL21384,13,132,176,76,40,444,10,449
SAL21385,3,21,47,30,21,118,0,118
SAL21386,0,28,66,28,23,143,0,144
SAL21387,0,0,12,0,0,8,0,8
SAL21388,0,19,54,27,25,120,4,123
SAL21389,0,8,11,10,5,31,0,31
SAL21390,0,0,3,3,3,11,0,11
SAL21391,0,0,0,0,0,0,0,0
SAL21392,0,4,21,10,6,42,0,42
SAL21393,11,124,123,33,24,311,5,311
SAL21394,0,0,8,4,8,25,0,25
SAL21395,0,3,7,6,4,27,0,27
SAL21396,21,232,357,144,64,820,17,830
SAL21397,0,32,15,10,8,68,5,70
SAL21398,0,6,5,10,0,17,0,17
SAL21399,98,660,710,252,153,1871,39,1909
SAL21400,0,8,16,12,7,39,0,40
SAL21401,0,19,28,17,6,80,0,83
SAL21402,0,11,19,13,8,44,0,43
SAL21403,0,10,11,11,11,46,5,46
SAL21404,4,15,53,29,27,125,0,125
SAL21405,0,6,24,11,13,44,0,44
SAL21406,0,0,0,0,7,5,0,5
SAL21407,0,0,3,4,3,13,0,13
SAL21408,0,5,0,0,0,0,0,0
SAL21409,0,0,0,0,0,0,0,0
SAL21410,0,5,7,6,11,23,0,23
SAL21411,89,1064,1427,550,382,3516,46,3563
SAL21412,176,1001,1063,411,272,2912,61,2979
SAL21413,0,4,5,9,7,22,0,22
