SAL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SAL22029,3,56,128,91,101,381,5,383
SAL22030,0,0,5,4,10,18,0,18
SAL22031,3,24,66,36,27,156,0,154
SAL22032,3,55,126,80,85,346,4,351
SAL22033,0,0,3,4,3,14,0,14
SAL22034,0,46,28,16,9,91,0,91
SAL22035,0,3,28,9,12,58,0,63
SAL22036,9,149,476,259,257,1154,6,1164
SAL22037,269,1760,1944,494,263,4723,31,4753
SAL22038,381,1203,431,80,32,2127,22,2148
SAL22039,0,6,20,8,14,54,0,55
SAL22040,0,0,3,6,3,10,0,14
SAL22041,545,3217,2443,574,274,7045,90,7137
SAL22042,264,1363,1511,399,216,3751,42,3790
SAL22043,0,3,9,10,11,28,0,28
SAL22044,0,6,7,0,12,16,0,16
SAL22045,0,18,18,11,8,53,0,52
SAL22046,0,9,18,15,6,54,0,54
SAL22047,139,932,1297,417,238,3018,55,3070
SAL22048,0,3,7,3,3,18,0,22
SAL22049,56,658,653,188,79,1630,37,1669
SAL22050,22,196,480,287,280,1267,9,1276
SAL22051,0,10,13,6,10,44,0,44
SAL22052,0,13,30,13,16,71,0,71
SAL22053,0,3,8,3,5,22,0,22
SAL22054,0,0,3,0,0,8,0,9
SAL22055,0,10,15,11,9,37,0,37
SAL22056,8,91,88,45,32,262,9,269
SAL22057,0,6,18,11,12,55,0,56
SAL22058,0,3,18,5,22,48,5,51
SAL22059,0,0,4,3,0,10,0,10
SAL22060,0,6,9,3,8,18,0,18
SAL22061,0,3,15,11,9,29,0,29
SAL22062,4,48,58,18,10,137,0,137
SAL22063,0,0,0,0,0,3,0,3
SAL22064,0,20,49,27,12,105,0,104
SAL22065,4,25,29,22,8,88,0,95
SAL22066,0,19,29,18,23,84,0,84
SAL22067,0,0,3,6,0,4,0,5
SAL22068,0,4,7,10,0,20,0,20
SAL22069,0,0,0,0,0,4,0,4
SAL22070,0,0,6,7,0,12,0,12
SAL22071,0,3,3,0,0,7,0,7
SAL22072,0,7,10,20,15,65,0,65
SAL22073,0,7,4,4,0,13,0,13
SAL22074,0,15,26,26,17,85,3,90
SAL22075,0,6,0,4,3,15,0,15
SAL22076,0,0,0,0,0,0,0,0
SAL22077,9,69,71,14,11,168,4,175
SAL22078,0,6,29,23,5,60,0,64
SAL22079,0,0,4,0,3,4,0,4
SAL22080,0,0,13,0,6,24,0,24
SAL22081,0,5,17,15,12,46,3,48
SAL22082,0,0,0,3,0,5,0,5
SAL22083,0,3,4,0,0,10,0,10
SAL22084,4,80,286,176,184,733,6,740
SAL22085,0,4,6,4,8,19,0,19
SAL22086,483,6691,9332,2389,993,19883,256,20137
SAL22087,3,7,28,8,12,59,0,59
SAL22088,45,608,683,144,69,1550,15,1569
SAL22089,0,0,0,0,0,0,0,0
SAL22090,0,0,0,0,0,0,0,0
SAL22091,0,13,4,3,5,26,0,26
SAL22092,0,4,3,4,0,14,0,14
SAL22093,0,9,5,3,6,18,0,18
SAL22094,0,30,62,29,14,139,0,138
SAL22095,0,0,7,3,6,12,0,12
SAL22096,0,0,9,8,5,10,0,10
SAL22097,0,4,8,8,3,23,0,23
SAL22098,0,70,83,65,43,261,9,275
SAL22099,0,7,16,10,6,35,0,35
SAL22100,0,9,28,12,13,64,0,60
SAL22101,0,17,30,12,6,61,0,66
SAL22102,3,88,163,67,47,368,3,373
SAL22103,5,65,69,19,7,168,6,171
SAL22104,5,49,60,34,19,162,3,164
SAL22105,69,496,636,162,76,1432,24,1455
SAL22106,0,19,36,16,4,71,9,77
SAL22107,930,4152,2177,353,111,7724,108,7830
SAL22108,0,40,47,8,5,99,0,106
SAL22109,65,781,737,203,95,1876,45,1912
SAL22110,255,1571,1520,506,222,4079,71,4154
SAL22111,5,43,128,47,35,256,3,259
SAL22112,0,29,78,61,51,222,4,225
SAL22113,3,110,151,41,24,327,5,328
SAL22114,0,5,19,17,7,48,0,48
SAL22115,0,15,23,11,12,67,7,72
SAL22116,0,0,0,0,0,0,0,0
SAL22117,0,4,0,6,3,16,0,19
SAL22118,1401,3299,1205,181,67,6159,66,6218
SAL22119,0,0,0,8,5,12,0,12
SAL22120,0,0,6,0,5,10,0,10
SAL22121,1744,6449,3887,951,435,13475,172,13645
SAL22122,142,396,251,36,25,848,6,849
SAL22123,5,10,30,20,19,77,4,76
SAL22124,5,60,143,24,3,228,0,233
SAL22125,0,9,0,7,0,15,0,15
SAL22126,0,0,0,0,0,5,0,5
SAL22127,0,22,45,18,14,98,5,107
SAL22128,0,0,4,5,3,13,0,13
SAL22129,3,38,102,62,53,251,7,258
SAL22130,17,82,66,40,18,227,13,238
SAL22131,4,46,30,14,12,105,0,110
SAL22132,0,0,0,0,0,0,0,0
SAL22133,0,11,42,40,32,123,0,127
SAL22134,66,423,339,109,58,993,4,991
SAL22135,21,256,281,59,37,657,5,662
SAL22136,0,15,46,23,11,86,3,94
SAL22137,13,82,98,56,48,292,4,295
SAL22138,0,3,8,8,9,29,0,29
SAL22139,0,0,0,0,3,10,0,10
SAL22140,0,0,5,0,3,9,0,9
SAL22141,4,6,3,0,0,6,0,6
SAL22142,0,21,62,35,42,155,0,157
SAL22143,0,6,13,7,6,29,0,29
SAL22144,6,61,34,16,15,132,7,140
SAL22145,5,113,123,34,13,291,0,291
SAL22146,0,16,42,32,25,111,0,113
SAL22147,107,575,697,312,191,1876,34,1917
SAL22148,0,73,132,74,48,326,4,329
SAL22149,4,55,124,43,30,255,0,254
SAL22150,0,11,14,13,4,35,0,38
SAL22151,155,646,426,121,46,1389,35,1419
SAL22152,0,12,28,3,0,47,0,47
SAL22153,0,7,18,7,4,30,0,30
SAL22154,4,27,48,26,19,125,0,125
SAL22155,0,20,26,14,3,66,0,71
SAL22156,0,0,7,0,3,11,0,11
SAL22157,0,0,0,0,0,0,0,0
SAL22158,0,4,3,3,4,10,0,10
SAL22159,0,8,15,0,3,33,0,33
SAL22160,15,142,392,167,143,863,4,871
SAL22161,2243,8984,6182,1621,852,19888,373,20261
SAL22162,0,0,0,0,0,0,0,0
SAL22163,0,5,3,9,5,22,0,22
SAL22164,9,102,143,47,24,322,8,329
SAL22165,0,4,3,7,5,19,0,19
SAL22166,0,0,0,5,0,3,0,3
SAL22167,0,0,0,0,0,6,0,6
SAL22168,0,0,0,0,0,4,0,4
SAL22169,0,0,3,4,0,12,0,12
SAL22170,2567,7139,2760,528,134,13132,166,13301
SAL22171,0,0,0,0,0,4,0,4
SAL22172,20,306,627,314,232,1498,13,1507
SAL22173,0,0,0,4,0,10,0,10
SAL22174,643,3373,2573,589,304,7476,133,7609
SAL22175,211,1677,1575,395,220,4075,29,4101
SAL22176,78,854,1624,539,295,3388,35,3423
SAL22177,0,10,30,19,21,87,0,92
SAL22178,15,153,181,35,18,406,0,406
SAL22179,115,350,174,25,10,668,8,676
SAL22180,0,9,40,23,17,93,0,93
SAL22181,0,10,16,17,10,50,0,50
SAL22182,0,10,12,4,0,23,3,30
SAL22183,86,280,331,155,106,954,35,995
SAL22184,67,467,449,188,114,1276,24,1303
SAL22185,0,5,13,6,5,24,0,27
SAL22186,43,333,366,110,46,889,23,912
SAL22187,0,0,3,0,0,3,0,3
SAL22188,0,6,12,3,0,19,0,19
SAL22189,0,0,0,0,0,3,0,3
SAL22190,0,13,28,22,17,79,0,79
SAL22191,0,18,31,12,13,74,4,79
SAL22192,0,3,3,3,0,16,0,16
SAL22193,23,407,839,429,286,1976,34,2011
SAL22194,187,1268,1283,324,117,3177,24,3204
SAL22195,0,0,4,4,0,10,0,10
SAL22196,0,0,0,0,0,0,0,0
SAL22197,4,7,15,8,0,42,0,42
SAL22198,323,2426,2143,644,314,5855,98,5953
SAL22199,21,196,245,108,82,653,24,675
SAL22200,0,0,0,0,0,0,0,0
SAL22201,0,15,19,13,16,54,0,54
SAL22202,0,0,7,0,4,17,0,17
SAL22203,6,50,159,91,95,396,4,402
SAL22204,0,0,0,4,3,8,0,10
SAL22205,0,0,3,0,0,3,0,3
SAL22206,0,5,27,18,18,66,0,64
SAL22207,247,2740,5101,1965,1259,11314,78,11398
SAL22208,214,1616,2527,1118,706,6183,123,6308
SAL22209,0,9,3,0,5,19,3,17
SAL22210,0,8,25,13,20,68,3,66
SAL22211,0,15,29,13,11,68,0,68
SAL22212,0,5,5,0,5,15,0,15
SAL22213,0,0,5,8,6,24,0,24
SAL22214,6,61,83,29,31,208,6,213
SAL22215,26,216,182,93,60,576,32,602
SAL22216,0,0,16,9,7,27,0,27
SAL22217,36,341,372,172,103,1019,23,1044
SAL22218,0,0,0,0,0,0,0,0
SAL22219,0,24,46,23,13,113,0,119
SAL22220,116,1306,1624,429,198,3669,56,3724
SAL22221,0,5,0,3,5,13,0,13
SAL22222,73,866,1090,307,163,2492,36,2529
SAL22223,0,8,14,0,7,30,0,30
SAL22224,7,75,120,55,38,285,8,295
SAL22225,0,12,9,8,3,35,0,35
SAL22226,416,2290,2124,579,282,5697,95,5786
SAL22227,0,0,5,3,0,15,0,15
SAL22228,0,8,8,9,5,29,0,29
SAL22229,23,253,294,74,33,673,9,681
SAL22230,4,25,21,12,8,61,0,58
SAL22231,0,0,0,3,0,5,0,5
SAL22232,8,330,972,268,124,1706,16,1723
SAL22233,0,12,10,5,3,38,0,42
SAL22234,282,1710,1643,392,185,4218,45,4266
SAL22235,0,8,24,14,21,71,4,72
SAL22236,0,45,56,21,10,134,0,134
SAL22237,0,0,0,0,0,0,0,0
SAL22238,0,42,82,43,31,206,5,209
SAL22239,3,102,147,62,38,356,6,359
SAL22240,0,9,11,6,4,28,0,34
SAL22241,5,53,110,63,41,273,0,274
SAL22242,52,570,943,318,168,2049,16,2074
SAL22243,0,10,5,9,9,39,0,39
SAL22244,0,8,32,25,20,83,0,83
SAL22245,5,11,24,13,22,72,7,73
SAL22246,16,101,74,46,16,257,9,268
SAL22247,45,580,667,235,125,1636,17,1657
SAL22248,0,0,8,0,0,6,0,6
SAL22249,518,2939,2662,662,284,7071,116,7191
SAL22250,33,284,335,77,46,781,5,785
SAL22251,6,54,57,27,18,160,6,159
SAL22252,0,6,23,14,16,54,0,54
SAL22253,0,7,15,12,7,47,0,47
SAL22254,5,10,30,18,20,88,0,88
SAL22255,391,1946,1370,442,185,4330,71,4402
SAL22256,240,1123,583,95,25,2063,17,2085
SAL22257,3,23,82,58,37,208,0,212
SAL22258,9,113,240,101,76,543,4,546
SAL22259,0,0,0,0,0,0,0,0
SAL22260,0,4,8,0,0,7,0,7
SAL22261,0,12,24,22,10,73,9,81
SAL22262,4,7,13,6,12,40,0,40
SAL22263,3,154,357,162,159,828,16,842
SAL22264,3,58,113,49,45,267,5,274
SAL22265,229,1013,884,315,171,2609,58,2668
SAL22266,0,7,27,15,19,65,0,69
SAL22267,0,0,0,5,0,3,0,3
SAL22268,0,3,19,7,18,49,0,49
SAL22269,0,0,4,3,0,16,0,16
SAL22270,0,0,3,4,4,10,0,10
SAL22271,0,18,64,35,36,149,0,148
SAL22272,3,15,38,19,16,91,0,93
SAL22273,0,4,0,0,0,0,0,0
SAL22274,0,17,5,3,5,30,0,30
SAL22275,800,4681,4190,1339,680,11694,259,11952
SAL22276,5,56,131,79,90,369,9,376
SAL22277,11,106,286,96,66,562,8,570
SAL22278,5,29,52,14,11,102,0,106
SAL22279,0,70,125,38,18,254,11,265
SAL22280,0,0,0,6,0,8,0,8
SAL22281,11,72,125,83,115,411,6,416
SAL22282,4,46,59,15,6,125,0,132
SAL22283,0,47,66,56,31,199,0,201
SAL22284,0,3,4,4,0,18,0,18
SAL22285,0,8,18,4,0,26,0,25
SAL22286,0,48,34,15,0,98,7,103
SAL22287,0,0,3,0,0,6,0,6
SAL22288,0,7,8,5,12,23,0,26
SAL22289,0,3,6,3,0,9,4,9
SAL22290,13,92,89,44,16,252,6,256
SAL22291,56,678,1176,485,282,2674,26,2704
SAL22292,0,0,3,4,3,13,0,13
SAL22293,4,27,41,21,12,105,7,107
SAL22294,4,56,47,15,6,130,0,132
SAL22295,0,15,34,38,23,112,0,116
SAL22296,0,0,10,0,5,12,0,12
SAL22297,0,3,10,5,5,23,0,23
SAL22298,6,64,225,139,121,557,4,559
SAL22299,7,65,167,84,77,402,7,409
SAL22300,0,0,0,0,0,0,0,0
SAL22301,6,68,117,57,46,306,15,315
SAL22302,104,574,425,88,34,1230,6,1244
SAL22303,5,199,311,108,48,675,10,686
SAL22304,0,0,0,0,0,0,0,0
SAL22305,130,1208,1773,652,504,4269,49,4322
SAL22306,21,302,356,109,34,833,11,839
SAL22307,11,81,70,10,8,177,4,181
SAL22308,26,184,156,38,20,420,7,427
SAL22309,42,389,348,65,22,866,8,879
SAL22310,1281,3051,973,120,49,5482,67,5547
SAL22311,200,2268,3453,1220,797,7938,93,8033
SAL22312,3,3,17,9,9,48,0,48
SAL22313,4,14,12,0,0,23,0,23
SAL22314,3614,6920,1945,326,132,12933,144,13082
SAL22315,4762,5930,933,79,32,11741,156,11894
SAL22316,0,10,19,7,7,44,0,42
SAL22317,0,0,0,7,3,15,0,15
SAL22318,5,3,6,4,5,21,0,21
SAL22319,58,427,431,94,36,1048,6,1058
SAL22320,81,478,489,148,72,1260,14,1275
SAL22321,0,18,33,15,10,74,0,73
SAL22322,4,7,12,9,6,39,0,39
SAL22323,0,0,5,0,6,14,0,14
SAL22324,0,0,0,0,0,0,0,0
SAL22325,0,5,17,16,23,60,0,62
SAL22326,4,29,51,31,23,129,0,134
SAL22327,0,11,20,11,8,55,0,55
SAL22328,719,2724,2257,829,467,7002,166,7165
SAL22329,220,1196,1407,639,325,3787,73,3858
SAL22330,1259,4820,3858,1466,653,12055,324,12379
SAL22331,125,719,711,244,171,1973,30,1997
SAL22332,5,69,137,92,94,391,5,398
SAL22333,0,75,177,61,24,334,4,343
SAL22334,92,376,341,116,85,1014,32,1042
SAL22335,0,4,16,8,5,33,0,33
SAL22336,0,4,4,0,6,14,0,14
SAL22337,0,4,5,7,3,16,0,16
SAL22338,0,5,8,6,5,21,0,21
SAL22339,40,250,432,171,101,996,6,1006
SAL22340,0,5,7,3,3,16,0,16
SAL22341,0,4,8,0,6,14,0,14
SAL22342,0,13,22,5,20,49,0,49
SAL22343,2592,5742,1560,228,98,10216,158,10372
SAL22344,852,2830,1415,210,102,5411,105,5508
SAL22345,248,765,313,50,24,1397,13,1410
SAL22346,44,569,671,172,80,1540,21,1562
SAL22347,0,7,10,4,0,22,0,22
SAL22348,3,12,15,4,0,29,0,29
SAL22349,0,14,33,37,37,110,0,110
SAL22350,6,115,118,52,42,338,9,353
SAL22351,0,35,57,43,16,150,0,154
SAL22352,0,3,11,11,9,37,0,37
SAL22353,0,4,6,0,3,16,0,16
SAL22354,160,981,885,314,193,2539,45,2584
SAL22355,0,13,28,25,22,86,0,86
SAL22356,0,4,11,6,4,25,0,25
SAL22357,0,6,15,9,8,33,0,38
SAL22358,0,0,0,0,0,0,0,0
SAL22359,0,5,6,3,5,18,0,18
SAL22360,0,4,0,6,7,13,0,13
SAL22361,0,0,11,4,5,23,0,23
SAL22362,0,0,8,0,0,13,0,13
SAL22363,0,0,0,0,0,0,0,0
SAL22364,0,23,56,13,14,108,0,109
SAL22365,0,0,11,6,3,28,0,23
SAL22366,4,11,23,20,14,74,3,77
SAL22367,0,7,17,5,4,39,0,37
SAL22368,0,0,0,0,0,0,0,0
SAL22369,21,291,487,206,129,1135,17,1151
SAL22370,0,9,31,14,6,64,4,65
SAL22371,0,3,20,18,10,46,0,49
SAL22372,0,42,55,21,15,140,3,141
SAL22373,101,863,952,263,144,2324,11,2337
SAL22374,3,6,15,18,14,61,0,59
SAL22375,0,11,28,15,12,57,0,58
SAL22376,15,476,1105,397,223,2219,9,2230
SAL22377,0,9,10,12,5,36,0,36
SAL22378,0,7,4,0,0,11,0,11
SAL22379,6,79,131,69,62,350,13,362
SAL22380,104,903,1370,417,257,3052,30,3086
SAL22381,13,103,170,56,21,363,3,370
SAL22382,25,363,582,148,63,1171,19,1190
SAL22383,0,13,23,15,4,56,0,55
SAL22384,0,4,12,10,4,36,0,36
SAL22385,0,7,12,11,9,38,0,38
SAL22386,0,0,4,0,0,7,0,7
SAL22387,0,7,13,26,16,74,0,72
SAL22388,0,0,0,0,0,0,0,0
SAL22389,0,11,27,19,20,80,3,84
SAL22390,0,0,0,0,0,0,0,0
SAL22391,537,4213,5806,2126,1294,13972,146,14118
SAL22392,0,8,46,30,32,118,0,120
SAL22393,3,55,51,14,6,123,0,123
SAL22394,8,82,65,27,9,193,4,203
SAL22395,403,1469,1011,279,119,3287,77,3365
SAL22396,334,1346,1310,516,256,3770,96,3862
SAL22397,479,2297,2159,784,384,6105,109,6214
SAL22398,3,95,122,37,3,261,3,261
SAL22399,233,1885,2092,526,248,4983,24,5003
SAL22400,0,0,0,0,9,9,0,9
SAL22401,0,3,13,6,21,37,0,37
SAL22402,0,0,0,0,0,0,0,0
SAL22403,0,7,29,10,12,56,0,56
SAL22404,0,23,9,10,3,46,0,49
SAL22405,319,1495,1667,528,253,4253,94,4348
SAL22406,0,0,0,0,0,0,0,0
SAL22407,0,0,0,0,0,0,0,0
SAL22408,0,12,20,11,7,42,0,46
SAL22409,10,101,140,50,27,324,10,337
SAL22410,0,17,41,23,13,95,0,91
SAL22411,0,0,0,0,0,8,0,3
SAL22412,0,0,0,0,0,6,0,6
SAL22413,3,33,27,15,13,94,0,96
SAL22414,162,1218,1266,490,287,3416,44,3462
SAL22415,0,0,0,0,0,3,0,3
SAL22416,0,0,0,0,0,0,0,0
SAL22417,0,7,21,14,12,55,0,55
SAL22418,0,0,5,5,4,18,0,18
SAL22419,4,36,65,20,27,152,0,154
SAL22420,0,0,7,3,6,12,0,12
SAL22421,0,0,0,4,0,8,0,8
SAL22422,0,6,3,0,3,10,0,10
SAL22423,14,65,75,37,22,211,6,216
SAL22424,3,13,33,26,20,92,3,92
SAL22425,0,8,11,0,9,31,0,34
SAL22426,17,157,165,73,36,451,10,455
SAL22427,0,0,9,0,3,11,0,11
SAL22428,0,6,17,14,10,49,0,49
SAL22429,0,12,31,19,13,73,0,71
SAL22430,9,57,97,65,61,282,3,289
SAL22431,3,33,67,44,39,185,9,188
SAL22432,0,0,5,4,3,12,0,12
SAL22433,0,19,51,29,21,116,6,121
SAL22434,0,0,0,0,0,3,0,3
SAL22435,0,0,0,0,0,0,0,0
SAL22436,0,10,16,14,8,50,0,51
SAL22437,0,4,5,6,0,18,0,18
SAL22438,0,0,5,0,5,10,0,10
SAL22439,0,4,4,4,4,12,0,12
SAL22440,0,0,0,0,13,18,0,18
SAL22441,0,71,141,59,37,304,0,307
SAL22442,0,0,0,0,0,0,0,0
SAL22443,0,0,0,0,0,0,0,0
SAL22444,0,29,54,60,43,185,11,195
SAL22445,0,0,6,0,6,8,0,8
SAL22446,0,0,0,0,0,0,0,4
SAL22447,3,42,96,43,25,203,6,208
SAL22448,0,5,4,0,0,12,0,14
SAL22449,0,0,4,3,7,7,0,7
SAL22450,0,28,27,13,8,69,0,69
SAL22451,373,5162,7004,1876,855,15267,277,15542
SAL22452,0,12,16,9,3,38,0,43
SAL22453,0,0,4,6,7,13,0,13
SAL22454,0,0,17,4,3,29,0,29
SAL22455,0,0,3,0,10,14,0,14
SAL22456,0,13,13,4,7,33,0,36
SAL22457,0,0,11,5,7,23,0,23
SAL22458,0,26,63,33,27,148,0,148
SAL22459,0,0,4,6,5,12,0,12
SAL22460,0,6,10,10,3,24,0,24
SAL22461,0,0,0,6,3,12,0,12
SAL22462,0,15,56,25,19,127,0,127
SAL22463,0,8,11,5,6,27,0,27
SAL22464,0,3,8,4,3,19,0,19
SAL22465,3,47,75,38,29,189,3,190
SAL22466,4,26,42,19,25,114,0,117
SAL22467,70,602,719,289,185,1865,37,1907
SAL22468,0,7,15,10,11,42,0,42
SAL22469,0,3,11,11,14,44,0,44
SAL22470,6,50,103,37,28,218,0,223
SAL22471,9,124,198,53,26,409,0,409
SAL22472,0,7,8,3,4,28,0,27
SAL22473,78,811,1993,804,549,4232,50,4281
SAL22474,147,1054,1942,1046,728,4918,71,4989
SAL22475,0,3,9,4,3,19,0,19
SAL22476,25,258,321,125,59,781,5,788
SAL22477,0,0,0,3,6,8,0,8
SAL22478,0,0,6,4,0,8,0,8
SAL22479,3,93,320,172,124,710,4,718
SAL22480,0,0,10,5,10,25,0,25
SAL22481,0,0,3,0,4,10,0,10
SAL22482,0,5,5,4,0,14,0,14
SAL22483,166,1488,2546,907,550,5662,53,5717
SAL22484,172,1659,2247,611,315,5005,37,5040
SAL22485,0,8,4,3,11,21,0,21
SAL22486,0,28,35,11,5,83,0,82
SAL22487,0,5,5,9,8,18,0,23
SAL22488,48,320,308,140,88,899,25,926
SAL22489,0,6,14,6,4,33,0,35
SAL22490,0,0,0,0,0,5,0,5
SAL22491,0,4,0,0,0,4,0,3
SAL22492,0,0,6,0,0,6,0,6
SAL22493,0,3,10,10,11,26,0,30
SAL22494,0,6,3,14,6,34,0,34
SAL22495,0,3,0,0,0,7,0,4
SAL22496,42,357,714,249,162,1523,18,1540
SAL22497,0,0,0,0,0,9,0,9
SAL22498,0,34,42,21,14,109,3,113
SAL22499,0,7,7,0,3,9,0,9
SAL22500,4,24,21,3,5,53,0,53
SAL22501,6,84,177,70,28,367,3,370
SAL22502,0,8,12,4,14,39,0,41
SAL22503,0,0,0,6,0,7,0,7
SAL22504,666,2903,2469,802,394,7237,108,7347
SAL22505,0,0,0,0,0,0,0,0
SAL22506,103,349,233,46,18,752,16,769
SAL22507,0,15,16,14,5,54,0,52
SAL22508,1148,3771,2283,506,207,7917,79,7996
SAL22509,10,300,491,122,40,964,18,987
SAL22510,4,47,55,23,17,141,6,146
SAL22511,6,37,69,43,27,177,0,185
SAL22512,0,0,3,5,0,7,0,7
SAL22513,0,3,16,8,3,27,0,27
SAL22514,0,14,25,15,11,62,0,64
SAL22515,0,0,0,0,0,0,0,0
SAL22516,16,139,188,72,53,472,14,488
SAL22517,0,0,3,3,10,20,0,20
SAL22518,6,0,11,11,4,30,0,30
SAL22519,0,3,12,6,0,18,0,26
SAL22520,0,0,4,0,4,9,0,9
SAL22521,0,29,44,24,28,126,6,134
SAL22522,0,4,10,3,3,21,0,21
SAL22523,0,3,13,4,10,25,0,25
SAL22524,0,0,0,0,0,0,0,0
SAL22525,0,4,24,12,10,48,0,51
SAL22526,0,51,91,41,29,209,4,214
SAL22527,0,0,0,0,0,0,0,0
SAL22528,29,229,286,123,61,729,17,744
SAL22529,0,0,0,0,0,3,0,3
SAL22530,0,5,9,5,3,23,0,23
SAL22531,0,8,25,14,31,79,0,82
SAL22532,0,0,0,7,4,12,0,12
SAL22533,5,22,44,24,25,114,0,120
SAL22534,3,42,116,68,43,262,3,275
SAL22535,0,8,10,16,5,39,0,39
SAL22536,0,19,61,20,24,126,0,123
SAL22537,0,31,87,50,92,267,0,265
SAL22538,0,16,35,15,16,79,8,78
SAL22539,0,0,0,0,0,0,0,0
SAL22540,0,14,9,9,0,32,0,32
SAL22541,0,5,23,4,0,32,3,35
SAL22542,0,0,0,0,0,0,0,0
SAL22543,9,67,135,99,68,367,0,371
SAL22544,10,122,96,38,18,290,7,301
SAL22545,0,11,22,0,7,47,0,47
SAL22546,9,92,209,124,102,532,6,537
SAL22547,479,2379,1760,503,298,5420,63,5481
SAL22548,11,33,60,25,26,147,8,153
SAL22549,0,0,0,0,0,0,0,0
SAL22550,46,461,516,128,75,1230,23,1259
SAL22551,108,1779,3165,835,441,6323,51,6374
SAL22552,0,0,6,9,0,15,0,15
SAL22553,4,10,38,23,11,90,0,90
SAL22554,0,0,5,10,3,14,0,14
SAL22555,0,0,3,0,0,9,0,9
SAL22556,0,0,0,0,0,0,0,0
SAL22557,0,0,0,0,0,4,0,4
SAL22558,0,0,0,3,4,10,0,10
SAL22559,0,0,0,3,0,7,0,7
SAL22560,0,0,0,0,0,3,0,3
SAL22561,0,0,0,0,0,0,0,0
SAL22562,0,6,13,4,6,32,0,32
SAL22563,0,11,25,15,7,60,0,60
SAL22564,0,3,3,4,0,12,0,12
SAL22565,51,553,685,218,124,1636,33,1663
SAL22566,0,21,53,37,33,140,4,143
SAL22567,0,25,43,26,24,110,4,116
SAL22568,0,3,10,3,9,30,0,28
SAL22569,631,3927,4056,1237,629,10480,151,10631
SAL22570,6,87,272,149,110,614,4,624
SAL22571,0,21,73,46,27,170,0,170
SAL22572,184,614,186,37,8,1028,25,1052
SAL22573,0,11,13,21,9,55,0,55
SAL22574,0,13,10,10,6,33,0,33
SAL22575,0,0,0,0,0,7,0,11
SAL22576,0,4,19,4,0,24,0,24
SAL22577,11,186,229,69,54,548,6,553
SAL22578,0,16,24,8,22,69,0,69
SAL22579,0,9,16,20,9,55,0,59
SAL22580,0,9,20,13,11,46,0,46
SAL22581,0,0,3,8,3,17,0,20
SAL22582,188,3298,4549,1134,470,9634,215,9845
SAL22583,0,4,0,4,0,3,0,10
SAL22584,3,11,51,26,23,114,0,113
SAL22585,0,0,0,0,0,7,0,7
SAL22586,181,1241,999,237,119,2776,42,2819
SAL22587,3,53,63,29,14,167,8,177
SAL22588,0,0,3,0,0,4,0,4
SAL22589,0,0,9,3,4,14,0,14
SAL22590,0,0,5,0,0,4,0,4
SAL22591,0,5,9,4,5,15,0,15
SAL22592,0,0,9,3,0,8,0,8
SAL22593,0,0,7,7,7,24,0,24
SAL22594,21,291,521,211,191,1229,3,1231
SAL22595,0,0,0,0,0,0,0,0
SAL22596,4,42,115,97,52,308,10,312
SAL22597,0,43,86,55,26,214,7,221
SAL22598,7,23,68,32,33,166,3,169
SAL22599,0,27,42,36,32,140,3,137
SAL22600,0,5,22,13,14,55,0,55
SAL22601,0,14,24,17,16,81,3,83
SAL22602,0,15,25,18,16,80,0,82
SAL22603,0,0,3,4,0,6,0,6
SAL22604,0,0,0,0,0,7,0,7
SAL22605,0,0,3,0,0,7,0,7
SAL22606,0,3,3,4,4,13,0,13
SAL22607,0,0,0,6,3,14,0,20
SAL22608,0,27,19,12,13,68,0,68
SAL22609,0,0,0,0,0,0,0,0
SAL22610,0,0,0,4,0,7,0,9
SAL22611,0,25,44,37,33,134,5,141
SAL22612,3,21,35,18,14,91,4,93
SAL22613,0,0,13,4,4,23,0,23
SAL22614,53,355,521,171,110,1222,11,1234
SAL22615,0,16,13,13,4,44,4,42
SAL22616,0,5,13,14,4,41,4,46
SAL22617,0,30,32,28,36,130,0,127
SAL22618,0,0,4,3,0,8,0,10
SAL22619,0,3,6,6,0,12,0,17
SAL22620,55,582,1117,397,237,2395,22,2413
SAL22621,3,6,19,13,17,59,0,59
SAL22622,0,3,4,3,6,17,0,17
SAL22623,0,11,9,4,0,24,0,24
SAL22624,4,5,20,19,12,61,0,61
SAL22625,9,120,168,67,42,397,5,401
SAL22626,11,204,163,31,9,412,11,423
SAL22627,119,1235,1793,429,198,3779,30,3800
SAL22628,131,1164,1869,595,294,4048,38,4085
SAL22629,0,0,7,6,0,18,0,18
SAL22630,0,8,5,8,0,23,0,26
SAL22631,0,0,3,0,0,5,0,5
SAL22632,0,9,5,9,0,22,0,23
SAL22633,90,749,1149,307,146,2442,22,2466
SAL22634,0,5,28,6,14,62,0,61
SAL22635,18,150,136,61,31,395,16,403
SAL22636,0,0,5,6,4,17,0,13
SAL22637,0,6,7,4,3,15,0,15
SAL22638,3,9,12,0,0,25,0,25
SAL22639,0,24,48,39,27,134,3,139
SAL22640,0,3,4,3,3,17,0,18
SAL22641,0,0,0,0,0,0,0,0
SAL22642,0,0,0,0,0,0,0,0
