SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL20147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,14,11,10,18,16,24,42,29,9,3,150
SAL20148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,3,12,29,21,24,8,4,0,97
SAL20149,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,12,29,39,54,68,81,53,17,4,359
SAL20150,0,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,4,18,7,10,22,32,28,52,26,28,4,217
SAL20151,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,6,0,0,23,3,7,22,32,30,42,31,9,3,189
SAL20152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,4,0,0,13
SAL20153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,11
SAL20154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,3,3,7,8,3,0,29
SAL20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL20156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,9,7,3,0,30
SAL20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,4,0,25
SAL20158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
SAL20159,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,5,0,4,4,23,10,20,9,0,79
SAL20160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,10,4,5,15,26,28,61,52,13,0,206
SAL20161,0,0,0,0,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,4,0,0,14,3,0,7,20,26,16,27,4,6,110
SAL20162,0,0,0,0,3,0,13,12,8,45,0,0,0,0,0,0,0,0,0,5,14,10,13,31,46,43,56,27,18,268,75,133,241,530,663,606,650,285,95,3278
SAL20163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,6,3,0,21
SAL20164,0,0,0,4,0,5,6,3,0,19,0,0,0,0,0,0,0,0,0,4,0,3,4,7,8,7,10,3,0,50,12,23,34,45,58,67,75,23,0,334
SAL20165,0,0,0,0,5,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,3,5,3,8,8,0,4,4,34,39,69,59,158,197,149,89,41,7,800
SAL20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,3,3,5,3,20,3,5,3,0,52
SAL20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,3,11,6,0,3,3,0,0,22
SAL20169,0,0,5,6,3,12,23,19,12,97,0,0,0,0,0,0,7,4,0,13,9,7,8,20,13,20,11,10,5,96,49,124,363,251,248,327,242,140,33,1783
SAL20170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,3,0,5,0,20
SAL20171,0,0,0,0,0,0,3,9,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,7,0,21,11,24,46,57,62,61,50,32,0,341
SAL20172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,13,0,4,9,10,11,25,17,3,4,81
SAL20173,7,8,20,20,29,53,82,118,68,392,0,0,15,18,18,24,21,8,9,109,18,33,85,92,72,58,65,80,107,610,208,714,2007,1947,1496,1323,1097,758,350,9905
SAL20174,3,3,10,20,21,34,51,59,27,224,0,3,11,11,11,8,10,5,0,63,12,20,53,62,52,49,40,64,131,482,161,463,1338,1467,1123,1049,804,383,252,7045
SAL20175,5,0,0,6,7,13,27,61,20,143,0,0,5,3,3,5,0,3,0,25,11,11,33,28,32,26,21,31,12,207,193,535,699,940,1226,919,545,308,82,5441
SAL20176,0,0,0,0,0,5,13,7,0,36,0,0,0,0,0,3,4,0,3,14,9,5,10,21,28,31,16,10,9,130,88,162,202,387,459,449,299,134,38,2224
SAL20177,0,0,0,0,0,4,4,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,14,0,4,10,17,28,44,53,17,8,192
SAL20178,0,0,0,0,0,3,11,8,0,22,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,3,10,3,21,0,0,8,9,26,31,44,27,3,148
SAL20179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,5,7,10,8,4,6,0,40
SAL20180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,5,5,0,0,0,27
SAL20181,0,0,0,4,4,9,28,24,11,89,0,0,0,0,0,0,0,0,0,0,8,3,6,11,17,23,17,24,22,134,46,68,137,160,230,243,308,157,62,1404
SAL20182,0,0,0,5,0,8,27,47,42,132,0,0,4,0,6,0,5,5,0,20,20,6,26,37,56,51,51,57,23,326,302,747,745,1320,2383,2071,1697,1018,419,10705
SAL20183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,16
SAL20184,0,0,0,4,0,3,11,6,3,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,8,0,0,19,12,6,36,51,44,68,72,17,16,327
SAL20185,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,26,5,3,9,18,22,33,15,3,0,106
SAL20186,0,0,5,12,4,11,27,43,25,129,4,0,0,0,0,5,3,3,0,15,19,12,21,35,38,37,39,33,18,250,78,116,319,520,624,639,681,341,116,3440
SAL20187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,6,0,3,0,0,16
SAL20188,0,0,0,3,3,6,12,13,3,42,0,0,0,0,3,0,0,0,0,11,3,5,28,16,17,12,16,6,3,112,88,190,490,646,593,471,353,123,31,2975
SAL20189,0,0,0,0,3,4,7,8,0,25,0,0,3,0,0,0,0,0,0,4,6,0,5,9,7,4,3,0,0,38,43,82,127,213,219,192,149,52,8,1075
SAL20190,0,0,4,0,0,3,9,12,6,29,0,0,0,0,0,0,0,0,0,3,0,3,0,9,3,7,12,7,0,45,37,106,120,222,238,259,213,89,15,1297
SAL20191,0,0,4,10,22,39,111,183,93,473,0,0,11,6,10,16,18,30,21,110,6,20,40,32,38,27,41,39,21,265,112,339,868,654,639,633,657,479,180,4567
SAL20192,0,0,10,16,15,32,108,131,54,380,0,0,3,0,7,8,10,20,3,48,19,24,40,40,38,24,38,45,17,286,107,312,735,577,617,583,634,437,135,4148
SAL20193,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,3,0,13,0,13,12,10,25,33,31,19,9,153
SAL20194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,6
SAL20195,3,0,0,0,0,0,4,16,11,32,0,0,0,0,0,0,0,0,0,0,7,0,3,17,11,7,21,33,39,137,18,27,67,163,142,168,182,204,91,1057
SAL20196,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,3,0,0,18,8,11,23,52,46,81,73,26,5,315
SAL20197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,12,4,0,5,0,7,13,10,4,0,50
SAL20198,0,3,0,6,7,16,21,15,16,86,0,0,3,4,4,11,8,6,5,49,0,11,17,14,12,12,10,9,3,90,35,122,386,331,229,222,168,69,36,1590
SAL20199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,9,8,3,8,16,25,21,29,11,0,119
SAL20201,3,6,10,19,31,33,87,140,117,457,0,0,5,12,14,8,8,7,7,63,35,51,107,82,78,80,73,106,96,704,268,1074,2621,1970,1692,1543,1412,894,528,12003
SAL20202,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,4,3,18,0,4,0,5,7,19,27,16,4,72
SAL20203,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,17,3,6,37,26,37,71,45,13,9,251
SAL20204,4,5,18,15,30,50,140,184,149,605,0,0,5,3,4,8,6,8,5,37,49,47,100,93,107,129,128,153,96,897,231,485,1114,986,1212,1602,1673,1148,519,8985
SAL20205,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,5,12,7,0,46,0,3,14,16,21,37,42,18,7,155
SAL20206,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,12,0,0,5,9,15,17,0,5,0,53
SAL20207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,19,28,37,41,50,8,0,213
SAL20208,7,4,16,14,11,16,42,34,31,177,0,5,6,4,7,10,6,0,0,40,9,24,41,35,38,52,41,48,52,342,120,433,868,601,761,785,702,326,135,4740
SAL20209,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,3,0,7,7,8,24,32,12,0,103
SAL20210,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,10,0,0,8,10,10,20,14,4,0,70
SAL20211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,10,3,6,0,0,35
SAL20212,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,0,16,3,7,24,17,12,22,12,11,0,107
SAL20213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,6,0,4,12,0,0,29
SAL20214,0,4,4,3,15,21,76,142,91,362,0,3,12,11,20,13,22,19,21,117,22,33,100,80,87,59,78,76,54,596,378,1083,2261,2640,2760,2144,1479,820,374,13924
SAL20215,4,0,4,9,23,48,170,341,250,854,0,5,13,10,8,15,31,55,28,164,50,49,102,140,116,109,112,100,86,866,611,1549,3085,4686,4717,3365,2381,1422,830,22659
SAL20216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,12
SAL20217,0,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,14,33,29,14,7,0,128
SAL20218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,5,9,3,9,15,8,0,0,42
SAL20219,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,13,0,0,0,0,23,4,11,23,23,29,34,28,15,5,162
SAL20220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,9,3,14,5,3,5,29
SAL20221,0,0,0,0,5,3,0,9,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,7,9,21,11,28,31,19,8,8,147
SAL20222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,9,4,0,0,28
SAL20223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,3,3,0,15,6,6,6,17,28,34,32,11,0,140
SAL20224,18,11,38,53,66,137,246,331,217,1111,5,8,43,28,33,40,31,35,19,239,95,126,229,259,249,175,198,224,126,1676,1285,3101,5437,7646,7442,5474,3735,2398,987,37504
SAL20225,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,5,12,12,11,15,25,3,0,83
SAL20226,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,20,7,5,15,16,12,27,21,10,0,106
SAL20227,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,13,0,4,5,6,11,13,18,7,3,71
SAL20228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7
SAL20229,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,4,0,14,10,8,38,60,80,108,61,20,9,387
SAL20230,0,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,4,10,19,15,18,11,0,85
SAL20231,0,0,0,0,0,3,5,5,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,16,3,12,32,22,29,73,46,30,15,263
SAL20232,0,0,0,0,0,0,3,5,0,11,0,0,0,0,0,0,0,3,0,3,4,0,9,0,8,9,4,0,0,33,8,10,38,42,36,67,35,12,0,253
SAL20233,0,3,0,6,11,15,31,20,0,86,4,0,0,0,4,4,4,0,0,25,16,9,29,32,33,22,15,9,0,164,107,234,899,807,537,355,224,65,10,3234
SAL20234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20235,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,3,4,6,0,0,0,14,3,11,31,45,39,40,17,14,7,197
SAL20236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5,4,3,6,5,11,0,37
SAL20237,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,8,4,3,18,7,4,4,55
SAL20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,4,8,5,3,13,10,8,0,44
SAL20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,8
SAL20241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,5,3,6,6,11,3,0,42
SAL20242,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,13,26,12,24,5,4,102
SAL20243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
SAL20244,0,0,3,0,0,6,13,18,6,44,0,0,0,0,0,0,0,0,0,3,7,0,9,0,10,13,10,16,8,63,8,23,77,66,96,87,110,64,29,553
SAL20245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL20246,4,0,0,4,0,4,7,5,3,29,0,0,0,0,0,0,0,0,0,0,12,0,12,14,10,16,5,9,3,81,28,23,83,94,109,102,60,38,11,548
SAL20247,0,0,0,0,4,5,3,7,0,17,0,0,0,0,0,0,0,0,0,0,5,4,7,5,4,11,16,3,0,52,10,33,104,125,110,140,147,52,5,725
SAL20248,0,0,5,12,9,11,39,39,5,115,0,0,0,0,0,5,0,0,0,9,4,6,15,18,23,22,25,13,9,137,85,199,425,456,596,632,604,334,59,3381
SAL20249,3,4,6,8,4,7,22,11,19,77,0,0,0,0,0,0,0,0,0,4,12,13,17,19,15,20,18,11,9,126,45,105,287,321,269,273,246,93,58,1691
SAL20250,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,4,8,19,14,5,0,73,10,14,44,18,31,60,44,17,0,227
SAL20251,0,0,3,0,3,0,16,29,18,82,0,0,0,0,0,0,8,6,0,9,11,0,8,29,36,20,34,27,22,195,146,292,397,642,989,989,888,507,216,5063
SAL20252,3,3,3,10,23,20,27,59,54,204,0,0,8,8,17,14,17,5,11,80,14,33,79,51,60,38,52,73,88,477,280,1009,1759,1961,2062,1792,1294,850,535,11540
SAL20253,0,0,0,11,8,20,36,82,56,220,0,0,4,7,11,11,13,10,12,76,12,9,21,13,25,20,12,30,11,153,154,449,835,1178,1110,859,528,443,224,5772
SAL20254,0,0,9,8,24,28,68,124,95,363,0,3,8,11,12,10,22,29,33,129,13,32,58,34,60,36,47,60,68,401,215,636,1138,1446,1579,1239,1043,788,485,8561
SAL20255,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,7,4,4,10,0,0,0,35
SAL20256,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,5,0,0,18,6,8,32,59,86,64,45,15,0,312
SAL20257,0,0,0,0,0,0,12,24,19,62,0,0,0,0,0,0,0,3,0,7,10,12,7,22,27,45,63,34,23,243,44,96,159,221,321,478,642,356,83,2402
SAL20258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,6,10,8,4,6,3,41
SAL20259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,6,4,0,0,26,0,9,25,27,42,38,52,3,3,199
SAL20260,0,0,4,0,0,4,16,4,8,32,0,0,0,0,0,0,0,0,0,0,3,7,3,8,8,6,13,5,0,62,29,75,185,143,179,168,132,58,13,990
SAL20261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,3,7,0,13,22,16,4,4,70
SAL20262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,3,5,0,0,24
SAL20263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,4,7,7,9,24,9,8,0,76
SAL20264,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,6,0,0,0,14,19,8,4,0,59
SAL20265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8
SAL20266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,8,5,13,16,13,0,69
SAL20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,15,0,3,8,4,11,15,13,12,3,75
SAL20268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,13
SAL20269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6
SAL20270,0,0,0,0,0,0,3,9,0,10,0,0,0,0,0,0,0,0,0,0,6,0,0,9,7,3,5,6,0,34,5,15,33,34,52,35,39,22,0,233
SAL20271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20272,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,12,9,4,5,19,42,37,33,8,0,148
SAL20273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10
SAL20274,3,0,0,0,0,6,0,4,5,23,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,7,10,7,0,39,19,14,55,72,86,120,90,51,10,521
SAL20275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,0,0,5,9,8,4,3,4,0,36
SAL20276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,12,4,5,15,9,17,19,10,12,0,91
SAL20277,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,13,3,0,5,9,3,26,5,0,0,43
SAL20278,0,0,7,6,5,13,28,59,58,174,0,3,0,3,0,5,0,4,0,18,14,17,46,55,50,48,54,57,31,376,112,268,951,1084,946,857,736,382,176,5513
SAL20279,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,3,15,7,0,0,0,0,0,0,34,89,140,82,56,41,68,67,6,4,546
SAL20280,0,0,0,0,6,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,0,0,0,15,3,17,33,26,47,62,49,23,13,267
SAL20281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,3,0,0,27
SAL20282,0,0,4,0,0,0,22,7,0,32,0,0,0,0,0,0,4,0,0,8,0,0,10,3,0,0,3,0,0,17,6,17,68,45,16,52,53,15,3,277
SAL20283,0,0,0,0,3,7,11,12,3,32,0,0,0,0,0,0,0,0,0,0,0,5,7,0,13,9,11,3,0,39,13,17,75,45,110,136,143,45,5,581
SAL20284,0,0,4,0,0,4,3,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,3,3,0,0,23,20,100,241,123,87,81,29,17,4,701
SAL20285,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,16,9,22,33,17,5,5,125
SAL20286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,5
SAL20288,0,0,0,0,4,10,9,8,4,34,0,0,3,0,0,0,0,0,0,4,4,3,9,11,11,21,12,9,8,85,26,34,111,96,126,222,148,59,13,835
SAL20289,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,9,0,7,8,12,15,31,27,10,5,120
SAL20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9
SAL20291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,9,4,0,0,30
SAL20292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,12
SAL20293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,15
SAL20294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,20,16,26,12,3,0,100
SAL20295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,16,20,18,15,16,0,96
SAL20296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,13
SAL20297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,4,6,8,6,0,42
SAL20298,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,16,0,12,9,14,18,35,21,9,5,123
SAL20299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,7,8,3,0,41
SAL20300,0,0,0,0,3,0,6,18,20,46,0,0,0,0,0,0,0,0,0,0,9,10,3,10,10,25,33,27,41,160,12,30,53,80,89,148,151,106,89,768
