SAL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
SAL22298,146,148,53,3,42,49,13,25,188,6,122,960,79,1577,0,3,0,0,3,0,0,0,0,0,3,7,0,13,7,5,9,3,3,8,0,3,13,4,6,19,6,53,3,0,4,0,3,0,0,0,0,0,0,15,4,20,5,0,0,0,0,0,0,0,3,0,4,10,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,5,0,0,6,0,7,18,9,9,3,14,7,0,4,21,4,16,75,7,147,6,0,0,0,0,0,0,0,0,0,0,4,25,35,166,161,56,5,61,61,17,29,209,13,140,1041,108,1762,66,82,18,0
SAL22299,121,138,19,5,40,40,9,20,144,13,113,582,32,1016,0,0,0,0,0,0,0,0,0,0,0,7,0,7,12,0,4,0,6,0,0,0,3,0,0,19,3,39,0,0,3,0,0,0,0,0,3,0,4,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,14,9,9,0,9,6,0,0,7,0,9,38,3,81,5,3,0,0,4,3,0,0,0,0,0,10,67,78,135,150,32,5,48,48,11,19,150,13,127,626,103,1189,54,66,14,0
SAL22300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22301,70,82,21,3,37,31,6,21,82,7,62,335,26,632,0,0,0,0,0,0,0,0,0,0,0,5,0,13,10,8,0,0,6,8,0,4,8,0,7,15,0,38,0,0,0,0,0,0,0,0,5,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,0,5,10,0,6,11,5,17,41,0,91,0,3,0,0,0,0,0,0,0,0,3,16,76,94,91,94,29,3,45,44,9,29,100,10,80,396,101,820,32,32,4,0
SAL22302,202,304,89,9,92,92,13,48,365,24,229,1307,82,2358,4,3,6,0,0,0,0,0,5,0,3,17,0,32,21,9,7,0,3,7,4,4,16,4,12,51,0,97,6,0,0,0,0,0,0,3,3,0,4,16,0,25,3,4,0,3,6,4,4,0,0,0,7,13,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,7,6,0,0,5,0,0,0,0,6,39,0,49,0,3,0,0,0,0,0,0,3,0,0,14,0,25,0,0,0,0,0,0,0,0,0,0,0,30,0,36,0,0,0,0,0,0,0,0,4,0,0,18,0,32,0,0,0,0,0,0,0,0,0,0,0,8,0,14,38,35,17,3,15,15,5,6,33,3,32,211,6,342,0,4,0,0,0,0,0,5,7,0,3,10,95,110,241,338,102,15,111,110,24,61,400,25,263,1527,183,2813,83,172,40,0
SAL22303,151,115,68,3,39,66,10,23,124,12,114,893,52,1429,8,3,3,0,0,0,0,0,5,0,6,20,0,35,24,5,11,0,9,15,3,5,13,4,12,56,5,130,6,0,3,0,0,4,0,0,0,0,5,21,3,38,3,0,6,0,0,0,0,0,0,0,0,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27,0,0,0,0,0,0,0,0,0,0,0,11,0,17,42,17,24,4,15,18,5,5,11,4,20,152,11,286,3,0,0,0,0,6,0,4,6,0,0,15,118,142,201,134,94,3,52,91,14,32,147,20,136,1058,178,1857,60,72,32,0
SAL22304,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0
SAL22305,894,1047,323,80,374,370,87,146,1188,78,823,5638,416,9576,22,17,7,4,13,18,0,3,14,3,19,76,0,161,209,76,73,17,75,92,16,48,126,27,116,417,43,965,36,20,18,8,21,26,4,10,19,5,18,88,5,189,17,0,3,9,15,16,3,0,13,6,8,60,0,115,5,9,0,4,10,5,0,0,7,0,5,8,0,27,9,3,5,0,3,0,0,4,0,0,3,76,3,98,0,3,0,0,4,0,0,0,0,0,3,21,0,33,8,4,0,0,7,3,0,0,0,0,6,27,0,45,3,4,0,0,3,5,0,0,6,0,4,46,0,67,3,7,9,0,5,8,0,0,10,0,9,52,4,82,319,142,121,37,155,166,27,67,194,46,193,870,53,1786,15,6,5,3,5,6,5,6,8,4,7,23,356,405,1225,1196,453,120,530,546,117,221,1394,124,1017,6532,820,11767,436,678,146,0
SAL22306,218,115,133,8,65,115,20,34,104,24,97,878,55,1542,0,0,0,0,4,0,0,0,0,0,0,17,0,24,20,0,3,6,7,13,0,4,4,5,9,47,0,99,8,0,0,4,5,0,0,0,4,0,0,18,0,41,15,3,4,0,4,4,4,0,0,0,4,26,0,59,4,0,3,0,4,3,0,0,0,0,0,6,0,11,3,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,4,0,0,0,0,6,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,12,12,3,23,23,4,10,14,7,22,147,3,267,5,0,5,0,0,0,0,0,0,0,5,20,178,203,270,126,150,18,90,136,22,37,119,28,125,1041,229,2013,68,51,48,0
SAL22307,40,46,14,0,23,9,3,11,67,5,38,180,12,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,3,0,4,3,0,3,8,0,16,5,0,0,0,5,6,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,14,10,3,0,4,6,0,4,6,0,8,24,0,50,0,4,0,0,0,0,0,0,0,0,0,4,18,20,58,49,17,0,27,13,3,14,77,7,44,210,30,421,8,20,4,0
SAL22308,58,72,15,0,25,17,3,8,99,3,67,508,34,807,0,4,0,0,0,0,0,0,0,0,0,9,0,10,6,5,0,0,0,0,0,3,0,0,8,11,0,33,3,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,5,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,15,3,15,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,32,0,31,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,16,10,6,0,9,5,7,3,9,0,13,106,3,156,0,0,0,0,0,0,0,0,0,0,0,3,53,53,70,87,14,0,27,19,8,13,109,4,78,610,85,1014,30,57,5,0
SAL22309,66,135,31,0,30,34,5,12,142,4,104,1019,39,1492,0,5,0,0,0,0,0,0,6,0,0,44,0,58,5,6,5,0,0,3,0,0,9,0,3,60,0,85,0,0,0,0,0,0,0,0,0,0,0,28,0,29,27,0,0,3,9,10,0,0,19,3,14,49,3,108,0,0,0,0,3,0,0,0,0,0,3,50,0,56,0,3,3,0,4,4,5,0,0,0,6,51,3,73,0,0,0,0,0,0,0,0,0,0,4,18,0,31,4,5,0,0,0,6,0,0,0,0,5,55,0,61,0,3,0,0,0,3,0,0,6,0,3,28,0,38,0,6,0,0,0,0,0,0,0,0,0,16,0,25,40,36,9,3,28,20,3,3,38,10,42,394,12,562,3,0,0,0,0,8,0,0,3,0,5,3,93,102,109,173,41,3,65,60,15,15,186,13,152,1418,141,2156,43,111,20,0
SAL22310,415,665,201,56,175,224,59,88,806,54,573,4369,225,6818,22,50,12,0,5,8,3,3,57,0,27,205,8,354,35,45,25,5,18,25,4,10,55,7,53,439,12,658,7,14,3,0,0,14,0,3,13,0,24,217,3,281,101,20,32,18,65,75,15,22,57,17,78,297,11,585,15,11,5,0,8,3,3,6,24,0,21,148,10,215,14,30,4,6,22,11,0,0,24,3,39,437,13,555,12,10,10,0,11,9,4,0,17,3,32,416,16,526,15,12,0,3,5,7,0,0,11,0,12,218,0,278,11,17,7,0,0,0,0,0,37,0,24,300,4,393,8,13,0,0,10,0,0,0,17,0,8,164,3,220,253,228,106,37,152,166,37,53,315,27,317,2841,83,4065,16,9,4,3,15,6,4,0,15,0,7,41,582,673,679,900,313,96,343,396,98,142,1137,90,893,7242,890,11548,199,565,124,0
SAL22311,987,1461,318,57,500,369,111,150,1429,88,1151,11267,655,16442,25,25,0,0,28,13,4,0,18,6,21,245,11,361,75,34,21,0,42,35,10,20,49,7,37,200,14,397,29,14,7,6,16,8,3,3,22,3,23,84,6,150,356,85,97,126,268,187,48,52,247,54,245,907,95,1855,73,58,22,8,91,57,15,12,68,6,91,713,28,1054,46,62,23,3,72,22,7,4,26,5,60,605,21,852,10,8,3,0,16,5,3,0,12,4,28,330,9,408,77,66,12,3,147,40,13,6,55,8,118,1818,48,2276,12,9,5,0,6,3,0,3,12,0,20,131,6,186,21,17,3,0,26,3,0,0,12,0,26,228,5,330,733,381,184,146,707,366,105,100,514,94,669,5249,249,7864,16,4,6,5,13,11,0,3,10,4,3,71,574,681,1729,1848,505,209,1220,746,217,249,1949,187,1831,16587,1487,24989,578,1012,187,4
SAL22312,10,14,4,0,8,5,0,0,6,0,3,67,9,104,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,5,5,15,10,14,4,0,8,5,0,0,6,3,8,79,10,124,5,5,4,0
SAL22313,0,3,3,0,3,0,0,0,3,0,0,20,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,8,0,4,47,3,71,0,7,3,0
SAL22314,669,1495,368,31,232,326,71,103,1829,64,1101,8918,413,13949,30,89,21,3,14,13,0,3,98,0,53,552,18,824,67,118,37,4,21,30,4,10,116,12,94,910,43,1342,28,43,15,0,8,18,0,3,41,0,35,592,18,768,155,33,34,13,82,89,26,14,82,21,133,590,31,993,20,30,6,0,17,16,3,5,21,3,25,282,7,391,41,81,19,0,36,16,4,3,71,9,85,994,19,1288,27,39,12,6,30,13,9,12,44,5,62,1408,21,1625,39,37,9,0,33,10,3,7,25,0,43,589,15,743,36,49,14,0,15,10,3,0,86,6,48,766,16,991,9,20,5,0,19,6,0,0,28,0,31,294,14,414,457,543,164,36,276,229,59,59,605,53,608,6984,201,9372,23,9,12,3,5,7,6,9,18,3,15,77,1569,1710,1150,2056,541,71,514,557,137,176,2451,123,1722,15976,2186,25028,423,1541,238,0
SAL22315,309,780,168,11,163,154,34,55,1022,23,646,4889,163,7540,28,77,16,0,9,10,8,4,61,4,48,449,12,664,63,63,26,0,26,20,0,10,64,0,60,531,18,794,16,29,7,0,11,7,3,0,29,0,21,358,8,465,32,23,15,0,16,20,11,6,30,4,36,580,20,735,15,27,5,0,10,11,3,0,28,0,32,563,13,686,26,143,16,5,31,31,5,5,92,4,120,2230,48,2679,18,54,25,8,43,20,3,7,69,4,106,2882,38,3217,18,64,6,0,57,19,3,4,61,6,82,2280,40,2583,14,46,8,0,11,3,5,0,70,3,67,1468,25,1686,11,27,0,4,0,3,0,0,12,0,13,254,5,320,226,545,123,17,221,139,33,36,522,30,580,11603,234,13823,4,4,0,0,4,5,0,0,0,0,4,49,1205,1259,538,1334,291,27,385,297,71,94,1547,54,1232,16543,1600,22631,280,1062,125,3
SAL22316,14,9,3,0,9,10,0,5,8,3,10,73,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,9,3,0,9,10,0,5,8,3,10,74,11,128,6,8,0,0
SAL22317,0,4,0,0,0,0,0,0,5,0,3,17,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,5,24,0,42,0,0,0,0
SAL22318,6,4,0,0,0,6,0,4,3,0,3,24,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,9,0,0,0,6,0,0,4,0,3,21,12,53,5,5,0,0
SAL22319,103,162,33,9,45,40,13,18,189,11,148,1426,48,2064,3,6,5,0,7,3,0,0,10,0,4,47,0,78,6,8,5,0,8,0,0,0,10,0,6,68,0,106,7,0,0,0,0,0,0,0,0,0,0,23,0,32,32,3,12,5,21,9,4,0,10,4,12,54,0,125,5,0,0,0,9,0,0,0,0,0,10,11,0,28,3,10,4,0,4,0,0,0,0,0,6,71,0,90,0,0,0,0,9,0,0,0,0,0,0,28,0,34,0,4,0,0,5,5,3,0,0,0,3,63,0,77,3,4,0,0,6,0,0,0,4,0,4,34,0,53,0,0,0,0,0,0,0,0,0,0,8,10,0,16,66,38,20,3,56,21,10,8,43,10,56,406,14,647,4,0,0,0,0,0,0,0,3,0,0,8,99,109,175,198,56,12,108,61,22,24,237,18,203,1836,162,2820,64,130,35,7
SAL22320,334,303,105,15,116,126,27,49,360,30,291,1491,113,2706,7,0,0,0,0,0,0,0,0,0,0,10,0,17,21,3,6,0,8,10,0,3,11,0,16,30,0,76,6,0,0,0,0,0,0,0,0,0,4,11,0,23,8,0,0,0,0,3,0,0,4,0,9,8,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,26,0,37,0,3,5,0,0,0,0,0,3,0,0,13,0,22,0,0,0,0,0,0,0,0,0,0,3,19,0,25,41,7,6,0,11,15,0,4,21,3,34,151,0,250,15,3,9,0,0,0,0,3,5,0,3,3,112,135,385,317,121,18,134,144,37,56,387,35,326,1650,229,3092,111,145,33,0
SAL22321,18,9,11,0,3,12,0,0,13,0,14,97,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,10,0,6,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,6,25,6,9,0,9,10,0,0,19,0,23,117,14,200,9,7,3,0
