SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20002,52,43,95,94,93,188,14,16,27,12,21,33,120,132,251,59,68,131,17,15,32,19,19,42,97,101,197,11,14,31,44,45,89,10,11,21,73,60,132,0,0,0,132,131,267,100,139,241,111,152,261,29,33,62,106,157,263,0,0,0,345,480,827,483,618,1096,14,18,37,36,45,79,0,0,0,53,67,114,272,233,506,1080,1188,2263
SAL20003,40,38,76,58,51,106,85,70,152,32,26,53,172,144,314,65,65,130,69,75,143,40,56,96,174,191,369,0,3,6,3,5,12,7,3,12,6,5,17,0,0,0,23,19,51,90,113,199,11,20,31,16,17,34,14,21,37,0,0,5,133,171,302,156,191,350,6,3,12,13,14,27,0,0,0,21,22,37,57,55,111,613,639,1258
SAL20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20005,0,0,0,5,5,8,0,0,0,0,0,0,5,5,8,0,6,6,0,0,0,3,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,15,10,24
SAL20006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20007,0,0,0,4,4,4,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,6,0,0,0,0,0,0,6,0,6,3,11,20,14,17,32
SAL20008,0,0,0,4,3,6,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,6,18
SAL20009,0,0,0,0,0,7,5,3,6,0,0,0,7,5,10,0,0,0,0,0,3,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,23
SAL20010,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,10,11
SAL20011,162,163,323,327,314,643,80,66,145,136,157,296,541,541,1080,134,134,266,34,48,83,49,43,96,217,222,446,32,16,49,21,30,48,8,8,19,31,65,98,0,0,0,100,120,215,72,72,140,22,54,79,12,13,29,21,47,70,0,0,0,126,189,316,221,314,537,38,42,83,34,48,85,0,0,0,75,95,168,167,164,334,1387,1501,2887
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,3,5,13,25,21,43,0,0,0,3,0,0,26,19,47,13,10,20,9,3,15,11,9,24,31,28,58,0,0,0,0,0,0,3,0,3,5,4,9,0,0,0,7,9,16,4,4,11,0,3,3,0,0,0,0,6,5,0,0,0,13,10,20,22,20,35,0,0,0,0,0,4,0,0,0,0,0,4,42,45,88,130,119,242
SAL20014,3,0,5,3,6,7,0,3,8,0,0,3,10,7,13,3,6,6,5,4,10,0,0,3,12,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,24,19,45
SAL20015,105,110,217,108,102,207,161,148,316,22,13,42,290,272,565,122,86,207,73,80,154,22,31,61,215,197,412,12,9,20,14,15,32,30,6,36,26,35,58,0,0,0,83,63,147,68,76,146,18,39,53,11,11,24,25,63,94,0,0,0,119,195,315,206,257,464,10,8,15,20,27,52,0,0,0,31,33,67,128,115,238,976,981,1956
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,49,43,86,171,149,321,58,40,90,5,5,14,227,200,426,123,131,252,36,37,72,19,16,40,182,185,369,21,14,33,25,20,43,11,6,12,20,31,48,0,0,0,68,72,142,60,89,144,12,14,28,4,4,8,14,11,24,0,0,0,90,121,211,157,189,347,28,15,36,28,25,53,0,0,0,55,41,90,194,189,382,863,838,1704
SAL20018,65,80,146,177,167,351,18,17,34,17,25,47,215,213,433,108,107,215,9,9,26,65,91,155,184,207,394,4,5,10,8,9,14,7,3,10,11,20,32,0,0,0,34,29,66,66,94,165,9,21,32,10,11,21,36,65,102,0,0,0,126,199,323,162,231,388,3,3,12,6,28,34,0,0,0,11,31,43,115,126,238,755,883,1639
SAL20019,3,0,9,9,8,23,0,0,4,0,0,0,10,14,22,5,9,13,0,0,0,0,0,0,5,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,9,7,20,37,34,72
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,15,18
SAL20021,40,33,78,79,66,147,59,38,99,0,0,3,136,110,251,55,33,90,28,32,54,0,7,11,78,77,158,20,17,37,29,28,58,13,4,20,17,24,40,5,0,5,79,81,162,40,57,96,50,30,81,7,4,15,16,17,41,0,0,0,121,117,231,205,197,404,35,19,54,20,13,30,0,0,0,56,35,86,191,131,320,714,577,1291
SAL20022,27,26,45,51,57,108,39,47,91,0,0,0,89,104,202,78,68,145,7,0,0,7,3,9,88,69,159,3,0,4,7,4,5,10,7,18,4,20,25,0,0,0,18,37,57,0,7,7,0,8,9,4,0,7,6,10,18,0,0,0,16,30,46,33,66,104,0,0,0,7,6,16,0,0,0,7,6,16,83,83,160,325,358,683
SAL20023,170,145,318,354,327,682,204,202,408,83,94,179,644,625,1267,282,298,578,170,133,310,92,95,190,549,522,1074,22,20,42,10,13,25,56,19,78,44,67,113,0,0,0,131,122,256,122,181,307,35,61,92,12,23,45,50,94,148,0,0,0,225,366,589,356,490,843,11,17,24,21,43,67,0,3,6,38,55,98,202,187,391,1957,2024,3986
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20025,4,0,4,4,4,10,0,0,0,0,0,0,4,10,16,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,16,23,18,37
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5
SAL20027,0,0,3,15,11,27,6,3,4,0,0,0,17,14,36,5,3,3,15,7,19,0,0,0,14,12,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,25,17,34,61,51,109
SAL20028,15,18,33,46,44,93,14,16,25,5,0,5,66,58,122,34,29,71,3,17,18,5,4,4,44,54,95,0,0,0,0,5,3,6,3,11,6,11,16,0,0,0,17,20,32,0,5,5,0,0,0,0,0,0,0,4,12,0,0,0,0,14,19,18,32,47,0,4,3,0,3,3,0,0,0,3,0,8,47,41,88,182,202,387
SAL20029,0,0,0,6,0,12,0,5,5,3,0,3,13,3,16,4,3,10,0,4,4,0,7,7,4,13,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,6,13,26,23,52
SAL20030,0,0,4,6,6,13,0,0,0,0,0,0,9,7,16,4,0,3,0,0,0,6,0,6,4,0,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,0,0,0,0,0,0,3,4,8,4,16,26,24,54
SAL20031,0,0,5,3,3,8,0,8,8,0,0,0,3,10,14,12,3,12,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,28,34,32,63
SAL20032,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,10
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,12,9,17
SAL20034,55,60,114,173,156,330,27,15,42,24,21,42,217,195,414,71,64,135,28,30,57,76,85,166,177,179,357,11,4,16,10,11,24,12,4,16,20,36,53,0,0,0,51,52,105,110,100,210,36,53,90,10,20,31,44,79,120,0,0,0,196,259,457,248,312,557,3,5,10,16,19,34,0,0,0,17,27,44,100,101,202,814,866,1687
SAL20035,143,127,268,309,359,663,98,110,213,12,12,30,423,487,908,136,124,259,116,154,265,32,31,65,287,305,593,13,19,31,10,26,41,29,11,39,43,61,107,0,0,0,95,119,220,85,115,202,23,53,71,16,12,28,46,102,149,0,0,0,178,281,459,274,401,672,10,13,27,30,33,64,0,0,0,43,47,90,266,263,529,1429,1632,3056
SAL20036,198,184,378,390,390,777,218,214,432,30,33,62,632,641,1277,286,212,495,163,228,398,34,33,66,485,473,962,39,41,83,26,44,71,60,24,91,61,108,170,0,0,0,194,221,412,150,187,343,58,81,137,22,37,59,51,124,183,0,3,3,277,430,716,474,654,1130,44,35,77,51,87,133,0,0,0,90,126,217,442,403,846,2332,2476,4807
SAL20037,167,149,317,315,292,609,144,164,309,65,84,148,527,548,1068,156,173,332,118,112,225,55,62,116,329,346,682,14,21,36,23,26,49,27,12,39,41,62,104,0,0,0,107,120,225,81,133,215,45,53,95,20,15,33,43,88,134,0,0,0,186,295,479,293,414,707,16,35,49,35,48,81,0,0,0,49,81,135,389,387,778,1755,1923,3682
SAL20038,0,0,3,0,3,4,4,3,7,0,0,0,4,3,12,0,4,4,0,4,5,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,15,26,43
SAL20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,9,10,21
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20041,0,0,3,5,3,11,0,0,0,0,0,0,5,9,10,5,5,6,0,0,0,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,18,20,35
SAL20042,3,9,13,17,10,34,4,4,7,16,9,25,36,29,69,8,13,24,8,3,6,8,13,19,21,34,51,0,0,3,0,0,0,0,0,5,0,4,5,0,0,0,3,4,5,4,4,4,0,0,0,0,0,0,0,6,6,0,0,0,4,11,15,4,14,20,0,0,8,0,0,0,0,0,0,0,5,4,32,25,60,106,118,218
SAL20043,0,0,0,0,5,7,0,0,0,0,0,0,0,5,7,6,0,5,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,14,9,24
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,9,3,14
SAL20046,42,17,56,94,78,172,0,3,5,3,4,8,99,89,183,39,26,73,16,18,31,24,28,48,84,68,152,0,0,0,0,9,8,12,3,17,11,15,25,0,0,0,29,20,49,15,33,48,11,12,22,4,5,10,8,32,39,0,0,0,40,84,123,73,103,171,0,0,0,0,13,12,0,0,0,3,13,14,103,95,196,396,386,775
SAL20047,0,0,3,7,0,8,0,0,0,0,0,0,7,0,8,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,20
SAL20048,3,0,3,0,0,0,0,0,0,0,0,0,3,5,7,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10
SAL20049,17,4,31,56,39,99,0,0,0,0,0,0,56,39,99,36,42,84,0,5,5,0,0,0,37,50,87,0,0,0,5,0,6,0,0,0,3,4,14,0,0,0,13,6,16,0,4,7,4,3,4,0,0,0,3,6,13,0,0,0,10,11,20,16,22,40,0,0,0,4,0,4,0,0,0,7,5,9,105,95,200,236,218,457
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20051,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,7
SAL20052,4,0,4,6,9,16,0,4,0,0,0,0,12,7,19,0,4,5,0,0,0,0,0,3,7,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,3,3,23,22,46,41,43,81
SAL20053,94,63,151,209,205,408,47,48,98,4,0,3,261,249,511,117,81,200,77,124,206,9,0,11,206,210,419,9,9,18,7,18,20,22,18,36,24,34,57,0,0,0,60,71,130,5,21,31,12,22,36,0,8,12,9,32,41,0,0,0,35,87,119,95,158,253,14,0,14,13,21,36,0,0,0,25,22,44,979,246,1220,1660,946,2604
SAL20054,0,0,0,0,6,6,0,0,0,0,0,0,0,6,6,7,0,9,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,19,11,27
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,0,0,3,7,10,0,0,0,0,0,0,3,5,11,7,3,10,3,3,8,4,0,4,16,8,27,0,0,0,0,0,0,0,5,5,0,4,3,0,0,0,0,3,7,0,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,9,10,5,14,18,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,31,32,63
SAL20057,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,5,4,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,9,18,27
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6
SAL20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,3,3,6
SAL20062,22,44,64,71,58,130,40,35,82,6,0,8,118,105,219,48,31,87,11,28,36,0,5,10,61,68,134,9,5,18,11,16,31,6,3,14,17,9,25,0,0,0,45,35,78,16,29,47,19,22,41,0,4,10,12,18,35,0,0,0,56,74,128,100,105,208,7,0,10,9,13,21,0,0,0,12,19,29,172,125,299,496,468,962
SAL20063,3,0,6,8,4,16,4,7,16,5,0,5,16,18,32,8,4,7,14,4,19,0,3,5,17,13,33,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,7,0,8,3,0,0,0,0,0,0,0,0,0,8,10,0,0,0,3,11,12,10,11,23,0,0,0,0,5,0,0,0,0,0,5,0,41,19,57,99,63,160
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,6,6
SAL20065,0,0,3,4,0,4,7,3,9,0,0,0,7,3,11,0,0,4,0,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,3,3,0,0,0,0,0,0,0,3,3,25,21,47,41,32,75
SAL20066,93,74,169,103,93,192,44,46,97,104,109,211,248,246,491,29,28,50,48,38,82,135,157,293,205,220,424,9,10,18,12,22,32,4,9,18,40,47,83,0,0,0,67,89,153,151,215,364,51,72,129,18,31,46,65,114,180,0,0,3,288,434,725,359,523,876,6,8,16,19,37,54,0,0,0,19,49,66,177,209,381,1103,1318,2419
SAL20067,0,0,0,5,5,6,0,0,0,0,0,0,5,5,6,0,3,3,0,5,5,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,8,11,22
SAL20068,253,222,470,419,378,795,138,150,287,48,61,104,601,583,1191,203,188,390,54,65,115,45,30,80,302,280,586,21,27,45,29,50,81,36,28,63,67,88,155,0,0,0,157,194,347,109,170,280,49,99,149,14,37,52,54,113,169,0,0,0,231,422,655,386,616,1003,21,18,42,34,54,88,3,0,3,64,74,135,174,157,334,1783,1936,3717
SAL20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,8,11
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20071,6,10,8,8,9,17,0,0,3,6,5,5,15,12,25,10,9,19,0,5,5,8,8,12,18,18,34,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,12,7,12,18,0,4,4,0,4,3,0,3,3,0,0,0,3,14,20,10,16,29,0,0,0,0,0,0,0,0,0,0,3,3,12,18,29,59,70,131
