SAL_CODE_2021,Preschool_M,Preschool_F,Preschool_P,Primary_Government_M,Primary_Government_F,Primary_Government_P,Primary_Catholic_M,Primary_Catholic_F,Primary_Catholic_P,Primry_Othr_non_Govt_M,Primry_Othr_non_Govt_F,Primry_Othr_non_Govt_P,Primary_Tot_Primary_M,Primary_Tot_Primary_F,Primary_Tot_Primary_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_non_Govt_M,Secondary_Other_non_Govt_F,Secondary_Other_non_Govt_P,Secondary_Tot_Secondary_M,Secondary_Tot_Secondary_F,Secondary_Tot_Secondary_P,Tert_Voc_edu_Ft_15_24_M,Tert_Voc_edu_Ft_15_24_F,Tert_Voc_edu_Ft_15_24_P,Tert_Voc_edu_Ft_25_ov_M,Tert_Voc_edu_Ft_25_ov_F,Tert_Voc_edu_Ft_25_ov_P,Tert_Voc_edu_Pt_15_24_M,Tert_Voc_edu_Pt_15_24_F,Tert_Voc_edu_Pt_15_24_P,Tert_Voc_edu_Pt_25_ov_M,Tert_Voc_edu_Pt_25_ov_F,Tert_Voc_edu_Pt_25_ov_P,Tert_Voc_edu_F_Pt_ns_M,Tert_Voc_edu_F_Pt_ns_F,Tert_Voc_edu_F_Pt_ns_P,Tert_Voc_edu_Tot_M,Tert_Voc_edu_Tot_F,Tert_Voc_edu_Tot_P,Tert_Uni_oth_h_edu_Ft_15_24_M,Tert_Uni_oth_h_edu_Ft_15_24_F,Tert_Uni_oth_h_edu_Ft_15_24_P,Tert_Uni_oth_h_edu_Ft_25_ov_M,Tert_Uni_oth_h_edu_Ft_25_ov_F,Tert_Uni_oth_h_edu_Ft_25_ov_P,Tert_Uni_oth_h_edu_Pt_15_24_M,Tert_Uni_oth_h_edu_Pt_15_24_F,Tert_Uni_oth_h_edu_Pt_15_24_P,Tert_Uni_oth_h_edu_Pt_25_ov_M,Tert_Uni_oth_h_edu_Pt_25_ov_F,Tert_Uni_oth_h_edu_Pt_25_ov_P,Tert_Uni_oth_h_edu_F_Pt_ns_M,Tert_Uni_oth_h_edu_F_Pt_ns_F,Tert_Uni_oth_h_edu_F_Pt_ns_P,Tert_Uni_other_high_edu_Tot_M,Tert_Uni_other_high_edu_Tot_F,Tert_Uni_other_high_edu_Tot_P,Tert_Tot_Tert_M,Tert_Tot_Tert_F,Tert_Tot_Tert_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SAL21465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9
SAL21466,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,12,14,12,24,35
SAL21467,325,307,637,894,884,1775,111,98,210,74,46,119,1082,1033,2107,623,615,1243,130,101,228,101,100,203,853,818,1675,32,53,85,20,41,60,138,61,198,90,138,227,0,0,0,276,287,566,123,207,329,25,66,91,19,40,54,59,161,214,0,0,0,220,467,691,503,756,1259,27,34,59,36,78,110,0,5,5,66,109,176,410,384,794,3230,3408,6641
SAL21468,14,13,26,46,45,83,18,10,24,17,9,20,75,60,136,35,28,64,11,15,27,18,22,38,59,61,128,3,5,8,0,3,3,17,4,21,6,4,6,0,0,0,24,21,38,5,22,35,0,0,0,0,0,0,0,3,6,0,0,0,14,31,43,35,48,83,0,3,3,0,10,10,0,0,0,0,9,10,13,14,29,202,205,406
SAL21469,254,216,465,534,557,1093,209,213,425,71,66,136,818,841,1655,356,310,665,155,176,328,116,93,213,630,576,1207,25,40,65,31,34,62,84,44,132,69,106,176,0,0,0,210,224,439,93,164,261,20,61,78,18,34,50,62,124,188,0,0,0,195,380,573,404,608,1009,33,23,61,31,57,87,0,0,6,69,83,150,1434,303,1732,3605,2619,6227
SAL21470,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,5,0,3,0,0,0,3,0,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,7,10,17,20,18,39
SAL21471,4,8,8,6,4,5,7,8,20,0,0,0,9,14,23,3,6,13,5,3,10,0,0,0,11,11,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,31,30,62
SAL21472,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,8,16,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,15,19,31
SAL21473,35,29,62,103,82,187,6,9,17,4,4,4,116,95,213,62,60,119,9,11,18,17,18,31,80,89,170,5,9,16,0,8,8,19,14,33,8,18,21,0,0,0,34,48,75,9,17,27,0,3,3,0,3,4,4,16,17,0,0,0,13,42,52,46,83,131,0,0,4,3,8,12,0,0,0,8,10,17,53,38,91,346,337,683
SAL21474,0,3,3,8,10,19,7,0,7,0,0,0,11,13,29,5,5,9,0,6,5,0,0,0,10,11,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,6,11,4,9,0,0,0,0,0,0,0,0,0,0,3,5,4,9,18,37,39,77
SAL21475,0,0,3,3,3,4,0,0,0,0,0,0,3,3,4,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,5,12,14,11,28
SAL21476,50,32,80,119,113,230,28,17,54,9,5,14,156,142,295,63,81,149,13,9,25,3,5,9,79,101,175,29,26,58,49,37,89,15,9,25,29,30,64,0,0,0,128,106,232,41,56,96,43,45,91,3,5,7,17,24,45,0,0,0,108,132,239,235,237,476,46,29,78,29,31,61,0,0,0,79,58,139,254,176,434,847,753,1597
SAL21477,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,16,53,40,20,59
SAL21478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0
SAL21479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,5,6
SAL21482,4,6,5,17,4,24,3,5,4,0,4,3,18,13,30,8,10,19,5,4,7,6,0,7,14,18,32,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,5,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,3,12,10,0,0,0,4,0,4,0,0,0,4,0,4,4,4,13,42,51,92
SAL21483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,7,3,6
SAL21484,0,0,0,9,3,14,0,0,5,0,0,0,9,5,14,3,5,12,0,5,5,0,0,0,3,15,16,0,0,0,0,0,3,0,0,4,0,3,3,0,0,0,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,24,33,55
SAL21485,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,8,20
SAL21486,6,5,13,13,19,29,11,5,22,0,0,0,30,23,53,11,11,25,3,3,6,0,0,0,18,17,32,0,0,0,0,0,0,5,0,0,0,6,6,0,0,0,5,9,10,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,9,11,14,0,0,0,0,0,0,0,0,0,0,0,0,26,20,45,85,73,157
SAL21487,4,0,4,8,5,12,0,0,0,0,3,3,8,5,16,3,3,9,5,0,9,0,0,9,12,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,12,13,30,43,27,75
SAL21488,22,27,50,36,38,73,32,30,61,10,18,29,78,81,163,20,12,33,19,24,45,15,13,25,62,47,107,7,3,7,0,4,3,7,3,11,6,10,13,0,0,0,20,18,40,0,11,10,0,0,0,0,3,3,10,20,24,0,0,0,15,31,44,28,53,85,0,0,0,0,3,3,0,0,0,0,3,3,25,21,43,215,235,452
SAL21489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,11,18
SAL21490,86,52,140,214,190,395,41,28,73,19,18,42,274,237,510,133,129,261,41,63,107,5,20,27,183,213,399,3,10,16,0,14,14,21,15,35,12,32,40,0,0,0,41,66,105,8,20,29,5,15,17,0,3,7,8,31,39,0,0,0,23,73,99,64,134,199,18,9,26,3,8,16,0,0,0,23,16,40,151,159,306,778,817,1593
SAL21491,0,4,0,10,4,14,5,0,5,0,0,0,9,4,16,4,0,7,3,4,7,0,0,0,10,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,17,43
SAL21492,0,5,5,19,16,37,4,3,13,8,4,8,33,25,55,11,14,22,8,17,30,6,5,9,22,33,58,3,0,3,0,0,0,3,0,10,3,9,12,0,0,0,11,10,21,3,4,4,0,0,0,0,0,0,0,3,3,0,0,0,0,5,11,15,20,32,0,0,0,0,0,0,0,0,0,0,0,0,26,19,40,91,105,194
SAL21493,178,141,318,411,372,785,109,120,223,30,30,60,548,521,1067,250,205,457,110,153,269,64,38,102,428,396,828,31,29,60,16,27,43,70,31,99,74,72,143,0,0,0,183,164,347,77,112,194,24,48,73,13,9,25,38,82,123,0,0,0,147,261,404,334,427,760,23,12,31,40,47,86,0,0,0,61,58,121,249,291,541,1800,1834,3637
SAL21494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21495,3,0,3,3,0,0,3,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17
SAL21496,15,12,25,48,50,99,16,15,30,0,0,0,64,68,133,27,39,64,3,16,15,0,4,5,35,53,89,0,3,4,0,0,0,7,3,13,10,10,18,0,0,0,14,14,30,5,5,14,0,4,9,0,4,4,0,7,8,0,0,0,6,20,25,23,32,60,0,0,0,0,6,4,0,0,0,7,6,7,42,43,84,184,205,393
SAL21497,3,5,7,4,6,8,0,0,0,0,0,5,3,6,9,7,7,16,3,0,3,0,5,5,12,10,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,5,5,0,0,0,0,3,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,19,18,33,38,44,85
SAL21498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0
SAL21499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5
SAL21500,0,0,0,3,0,3,0,0,0,0,3,4,5,6,8,0,3,5,0,0,0,0,4,4,0,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,19,28
SAL21501,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,15,14,28,16,25,38
SAL21502,0,0,7,3,4,7,4,0,4,0,0,0,6,4,9,5,0,6,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,7,4,8,19,20,36
SAL21503,0,3,0,6,6,5,0,0,0,0,0,0,6,6,5,0,0,4,0,0,3,3,0,8,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,14,11,29
SAL21504,197,186,388,456,467,928,132,127,262,71,70,140,664,665,1327,331,357,688,152,160,315,108,110,218,596,628,1218,30,42,78,18,29,44,120,50,170,72,106,179,0,0,0,234,230,467,113,159,266,23,68,88,16,37,58,58,119,177,0,0,0,211,374,584,450,600,1052,18,10,29,34,52,89,0,0,3,54,60,117,279,269,542,2237,2407,4644
SAL21505,0,0,3,0,0,0,3,3,10,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,12,10,25
SAL21506,0,0,0,3,0,5,3,3,6,0,4,4,9,5,20,5,7,7,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,19,39
SAL21507,3,5,3,10,0,11,0,0,0,0,0,5,11,0,8,3,3,5,0,0,0,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,9,33
SAL21508,0,0,0,3,6,6,0,0,0,0,0,0,4,6,12,0,5,4,0,3,3,0,0,0,0,3,8,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,13,5,19,22,20,41
SAL21509,7,0,12,16,18,33,4,0,7,0,0,5,20,19,38,10,6,12,3,4,8,0,0,0,14,7,24,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,9,3,11,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,9,5,10,9,16,0,0,0,4,0,4,0,0,0,4,0,4,17,18,39,73,60,126
SAL21510,5,7,9,19,12,30,3,3,8,0,0,5,25,12,40,15,12,26,3,6,9,0,0,0,18,15,32,0,0,0,3,0,3,0,0,5,0,6,5,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,3,7,11,14,0,3,5,0,0,0,0,0,0,0,4,8,23,20,47,73,69,145
SAL21511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,5
SAL21512,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,3,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
SAL21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,3
SAL21514,9,0,8,18,15,37,5,3,6,3,0,3,26,22,46,17,18,34,0,6,10,0,3,3,16,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,4,13,13,4,10,14,0,0,0,0,0,0,0,0,0,0,3,3,22,14,38,74,84,156
SAL21515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,8
SAL21516,8,0,8,6,15,21,4,6,11,0,0,0,14,22,34,3,9,8,3,10,10,0,0,0,14,15,17,0,0,0,0,5,5,0,0,0,0,4,6,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,28,17,44,56,61,120
SAL21517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6
SAL21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21519,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8
SAL21520,13,13,26,33,39,72,3,11,18,23,14,35,60,64,124,28,26,46,9,12,20,13,14,23,52,41,94,3,3,4,0,0,0,15,0,15,5,3,6,0,0,0,24,9,28,13,20,29,0,4,3,0,0,0,7,4,11,0,0,0,18,31,46,39,38,70,3,0,3,0,4,6,0,0,0,5,8,9,70,69,137,232,232,462
SAL21521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,17,11,6,14
SAL21522,3,0,3,0,0,0,0,0,0,3,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,4,12
SAL21523,4,4,9,30,25,56,0,0,7,0,0,4,35,26,59,11,18,28,3,0,3,0,0,0,16,19,34,0,3,3,0,0,3,3,0,3,0,4,8,0,0,0,7,5,12,0,0,0,0,4,4,3,0,3,0,3,3,0,0,0,4,12,12,8,18,27,0,0,0,0,0,0,0,0,0,0,0,0,11,17,33,81,87,167
SAL21524,0,0,0,4,11,14,4,0,4,0,0,0,13,11,19,5,10,14,8,0,5,0,0,0,11,8,23,0,0,0,0,0,0,0,0,5,3,3,6,0,0,0,7,8,13,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,5,6,6,6,9,17,4,0,4,0,5,5,0,0,0,0,5,5,56,35,95,92,75,161
SAL21525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21526,9,0,13,26,33,65,0,0,4,0,0,0,32,32,65,28,23,48,8,3,9,0,0,4,38,24,63,0,0,0,0,0,3,5,5,10,3,8,12,0,0,0,14,16,22,0,4,0,0,3,3,0,0,0,0,4,4,0,0,0,4,11,10,12,23,37,0,0,0,0,0,0,0,0,0,0,0,0,41,44,85,135,135,267
SAL21527,0,0,6,3,3,7,4,0,5,0,0,0,9,5,13,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,10,14,18,20,37
SAL21528,5,4,10,28,22,47,7,9,11,5,0,5,35,29,68,20,20,39,10,6,18,3,3,9,30,33,67,0,5,8,0,0,0,4,0,3,3,3,9,0,0,0,7,6,19,3,0,9,0,3,3,0,0,5,0,3,3,0,0,0,3,17,17,19,25,39,0,0,0,6,0,6,0,0,0,6,0,6,32,23,56,120,108,232
SAL21529,9,14,20,34,31,68,10,18,25,3,3,11,46,58,104,22,22,41,7,10,16,3,13,20,36,44,75,0,3,3,0,0,0,3,0,3,9,0,10,0,0,0,12,4,20,6,8,11,0,0,0,0,0,0,0,3,6,0,0,0,8,18,21,17,21,36,0,0,3,4,0,3,0,0,0,0,4,5,38,32,70,153,165,319
SAL21530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21531,0,0,0,0,0,5,0,4,3,0,0,0,5,5,11,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,24
SAL21532,0,0,0,0,0,8,5,5,5,0,3,4,9,8,10,0,0,0,4,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,20,31,46
SAL21533,0,0,0,6,12,20,3,0,3,0,5,5,7,12,24,12,9,22,0,5,6,4,5,7,18,19,34,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,3,6,3,7,10,0,0,0,0,0,0,0,0,4,0,0,0,3,7,11,6,16,21,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,45,52,93
SAL21534,29,30,57,113,81,198,18,22,44,8,5,11,138,114,251,81,75,156,12,17,29,5,4,12,100,92,187,8,10,17,12,15,26,9,11,19,15,16,35,0,0,0,44,54,94,8,21,29,4,11,21,0,5,5,10,25,31,0,0,0,21,58,83,62,111,173,5,12,17,11,20,29,0,0,0,20,25,44,168,180,347,513,554,1065
SAL21535,0,0,0,4,3,6,0,0,4,0,3,0,3,9,12,4,4,9,0,5,5,0,0,0,4,10,14,12,9,25,0,0,0,3,0,0,0,0,0,0,0,0,11,13,25,3,7,9,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,20,15,37,0,0,3,0,0,0,0,0,0,6,3,5,20,14,33,53,54,104
