SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL20512,0,0,0,7,6,15,0,0,0,0,0,0,0,0,0,22,18,34,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,5,4,3,0,0,0,40,32,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,83,160,0,5,5,0,0,0,86,80,165,13,9,17,139,124,257
SAL20513,0,11,6,113,135,248,0,0,0,4,0,8,0,0,0,156,166,323,5,0,0,0,0,4,0,3,0,4,3,6,6,8,13,0,7,3,0,0,6,0,0,0,25,31,49,0,4,4,0,0,0,57,94,159,8,13,15,0,0,0,378,464,838,12,10,18,0,0,0,0,0,0,0,0,0,7,5,7,0,0,3,4,6,13,343,325,670,0,0,0,0,3,4,342,328,670,50,75,121,789,884,1673
SAL20514,0,0,0,6,7,8,0,0,0,0,0,0,0,0,0,13,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,25,25,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,21,0,0,0,0,0,0,10,5,21,11,7,20,51,38,85
SAL20515,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,24,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,0,0,0,6,6,8,0,0,0,0,0,0,42,34,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,50,0,0,0,0,0,0,30,23,50,10,7,18,75,61,139
SAL20516,38,56,98,219,329,550,0,0,0,13,25,39,20,19,36,273,278,546,12,14,29,6,12,17,5,10,13,0,0,0,4,9,15,0,0,0,0,6,9,18,10,30,33,53,84,9,13,20,0,0,0,107,178,290,39,63,101,5,5,8,758,1030,1787,8,15,23,7,0,6,3,9,12,0,0,0,3,3,5,16,27,39,23,33,53,2042,2188,4231,24,18,42,11,27,32,2075,2233,4306,857,364,1218,3763,3742,7506
SAL20517,0,0,0,8,7,14,0,0,0,5,12,14,0,0,0,25,19,41,0,0,0,0,0,4,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,5,3,9,15,20,10,6,11,0,0,0,54,72,122,0,0,0,0,4,5,0,0,0,5,0,7,0,0,0,0,0,0,5,0,7,74,69,145,0,0,0,0,0,0,74,69,145,17,8,23,148,151,297
SAL20518,0,0,0,5,5,13,0,0,0,0,0,0,0,0,0,12,13,22,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,43,0,0,0,0,0,0,26,18,43,8,11,23,59,52,110
SAL20519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,14,0,0,0,0,0,0,8,6,14,4,0,3,14,17,27
SAL20520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,8,0,0,0,5,9,14
SAL20521,36,53,90,81,88,168,0,0,0,6,6,14,0,0,0,271,320,587,0,0,0,118,141,257,0,3,9,3,0,6,6,11,12,5,0,6,14,12,19,6,4,9,9,11,23,0,0,0,0,0,0,8,21,27,21,33,53,0,0,5,538,650,1194,78,50,130,26,26,53,1115,1263,2381,0,0,0,3,5,9,9,6,8,12,6,18,736,754,1488,16,5,16,3,3,5,747,765,1509,192,184,379,2749,2997,5748
SAL20522,19,27,49,40,36,71,0,0,0,0,0,0,0,0,0,115,144,259,0,0,0,33,25,60,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,5,4,4,6,14,0,0,0,0,0,0,6,10,14,9,20,29,4,0,4,215,238,452,33,16,50,13,16,29,28,24,53,0,0,0,0,0,0,0,3,10,3,3,9,283,292,578,3,0,3,4,5,6,286,295,582,28,42,65,634,662,1293
SAL20523,104,144,249,223,278,502,0,0,0,29,39,62,0,0,0,701,853,1550,0,0,6,188,237,427,10,10,23,5,3,5,7,11,21,7,5,14,6,14,19,5,17,29,38,29,63,0,0,0,3,3,7,43,56,101,55,101,156,0,0,0,1325,1659,2982,247,183,428,50,50,106,3279,3613,6891,0,0,0,16,12,24,15,24,36,30,33,65,2482,2452,4932,28,26,54,12,18,25,2527,2495,5017,550,614,1173,8112,8790,16903
SAL20524,70,98,159,199,255,451,0,0,0,20,34,54,0,0,0,627,722,1347,5,0,8,206,308,508,12,15,24,0,0,4,5,13,17,13,13,27,5,9,17,11,17,24,31,32,63,5,4,3,0,6,3,54,73,134,47,57,102,8,3,13,1250,1552,2798,81,85,165,10,21,30,2174,2319,4494,0,0,0,14,13,29,13,13,27,28,25,60,1960,1828,3790,18,13,29,14,13,27,1991,1855,3846,402,367,772,6003,6321,12328
SAL20525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,25,0,0,0,0,0,0,14,12,25,6,0,6,33,23,59
SAL20526,0,0,0,12,11,27,0,0,0,0,0,3,0,0,0,24,20,50,0,0,0,0,0,0,0,0,0,0,0,0,3,18,24,0,0,0,0,0,0,0,0,0,3,3,11,0,0,3,0,0,0,35,31,66,0,0,0,0,0,0,88,98,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,66,143,0,0,0,0,0,0,79,66,145,19,17,37,190,178,366
SAL20527,0,0,0,5,21,30,0,0,0,5,11,13,0,0,0,35,38,75,0,0,0,4,3,5,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,14,28,3,3,9,0,0,0,74,87,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,54,95,0,0,0,0,0,0,44,54,99,3,0,4,127,139,266
SAL20528,290,353,645,135,151,289,0,0,0,56,79,141,0,0,0,891,989,1880,0,8,8,408,423,835,12,12,25,0,5,4,3,12,14,19,30,50,24,26,45,23,32,47,39,54,91,0,0,0,4,8,11,54,93,150,120,152,270,0,0,0,1804,2070,3878,289,243,537,157,135,291,51,41,88,0,0,0,35,35,72,21,22,42,60,58,119,1779,1602,3382,12,14,22,5,8,19,1802,1628,3424,326,248,575,4783,4769,9552
SAL20529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20531,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,19,0,0,0,0,0,0,12,11,19,3,4,9,27,22,42
SAL20532,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,12,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,16,0,0,0,0,0,0,7,7,16,0,4,4,22,25,42
SAL20533,12,14,32,45,63,106,0,0,0,16,26,47,0,0,0,247,314,561,0,0,3,13,12,26,0,9,8,0,0,0,8,3,11,4,0,4,0,5,5,8,13,20,11,10,19,0,0,0,9,4,12,16,28,41,38,42,81,0,0,0,421,526,944,51,61,115,25,17,38,0,0,0,0,0,0,29,18,50,4,6,11,33,25,62,618,600,1217,0,3,3,0,4,10,623,605,1228,98,91,190,1267,1346,2612
SAL20534,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,9,11,0,0,0,15,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,52,0,0,0,0,0,0,25,25,52,0,0,5,38,42,82
SAL20535,0,6,10,53,71,126,0,0,0,5,0,3,0,0,0,146,137,280,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,26,0,0,0,0,0,4,50,62,113,7,3,8,3,5,11,278,297,576,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,186,177,358,0,0,4,0,5,6,183,174,362,80,59,136,546,545,1095
SAL20536,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,13,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,17,0,0,0,0,0,0,9,3,17,3,3,4,23,25,49
SAL20537,51,65,108,252,410,659,0,0,0,26,40,58,0,0,0,841,1083,1925,0,3,12,152,164,320,9,14,28,7,6,9,8,3,8,10,13,23,3,12,16,9,17,26,42,83,127,4,3,9,7,5,14,49,98,147,64,89,156,0,4,3,1492,2051,3541,37,37,77,23,24,48,18,31,45,0,0,0,0,0,5,13,18,27,9,26,35,1981,1935,3917,23,13,36,6,19,26,2003,1974,3981,254,256,506,3895,4451,8347
SAL20538,33,53,86,209,245,454,0,0,0,21,25,45,0,0,0,641,737,1384,0,5,3,110,101,208,3,11,9,3,11,15,3,9,8,0,4,5,5,9,14,9,15,23,37,38,73,6,10,15,0,3,5,46,71,120,40,55,91,0,0,0,1128,1345,2474,39,38,71,28,23,57,9,9,14,0,0,0,0,3,8,5,4,13,8,9,16,1199,1178,2378,7,0,6,3,9,6,1208,1186,2393,150,133,276,2596,2794,5393
SAL20539,161,242,397,768,1129,1894,0,0,0,84,97,185,0,0,4,2392,2691,5081,25,36,57,744,863,1610,29,40,68,10,8,21,19,53,71,8,9,15,37,47,82,60,64,128,135,202,331,3,8,15,8,7,15,177,296,471,173,219,390,8,5,11,4669,5773,10445,296,313,613,159,154,317,175,175,348,0,0,0,49,49,94,34,49,83,80,96,181,5242,5091,10333,38,31,77,20,29,47,5303,5153,10456,625,616,1236,11469,12522,23992
SAL20540,0,0,0,0,6,3,0,0,0,4,0,4,0,0,0,13,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,26,0,0,0,0,0,0,13,9,26,0,0,0,33,28,60
SAL20541,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,14,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,20,0,0,0,0,0,0,14,11,20,10,4,16,39,27,68
SAL20542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL20543,0,0,5,14,10,22,0,0,0,0,0,0,0,0,0,30,29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,9,15,0,0,3,0,0,0,47,56,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36,92,0,0,0,0,0,0,54,36,92,6,8,19,115,100,213
SAL20544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20545,0,0,0,9,10,16,0,0,0,0,0,0,0,0,0,11,28,42,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,8,0,0,0,0,0,0,0,3,4,3,0,8,0,0,0,39,50,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,38,95,0,0,0,0,0,0,60,38,95,11,7,18,107,96,204
SAL20546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,16,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,32,0,0,0,0,0,0,22,14,32,10,5,13,47,33,85
SAL20547,3,3,8,27,33,62,0,0,0,0,5,4,0,0,8,21,23,48,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,4,3,0,0,0,6,13,15,3,6,12,0,0,0,66,92,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,4,5,240,239,474,0,0,4,0,0,0,241,245,486,49,52,102,367,401,763
SAL20548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,13,34,0,0,0,0,0,0,22,13,34,0,0,6,35,17,50
SAL20549,0,0,0,8,3,12,0,0,0,0,0,3,0,0,0,4,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,13,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,26,19,49,0,0,0,0,0,0,26,19,49,0,4,4,45,41,91
SAL20550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
SAL20551,0,3,0,110,130,237,0,0,0,0,5,10,0,0,0,130,158,285,0,0,0,0,0,3,8,8,14,0,0,0,7,8,12,0,0,0,0,3,5,7,7,7,31,29,57,6,5,7,0,0,0,28,27,56,14,12,27,0,0,0,333,387,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,3,367,366,731,0,3,0,0,0,0,366,370,741,58,55,107,758,823,1580
SAL20552,0,0,0,10,10,22,0,0,0,0,0,0,0,0,0,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,18,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,31,0,0,0,0,0,0,17,15,31,9,0,6,39,34,77
SAL20553,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
SAL20554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,4,3,9,0,0,0,13,6,17
SAL20555,0,0,0,8,8,12,0,0,0,0,0,0,0,0,0,17,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,28,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,40,0,0,0,0,0,0,19,23,40,12,7,17,57,55,111
SAL20556,56,91,147,437,557,994,0,0,0,135,154,290,18,22,44,1114,1198,2314,33,45,76,62,58,119,4,3,5,8,16,22,29,43,72,4,10,17,24,32,55,71,94,165,93,97,185,19,12,28,25,29,58,120,179,294,226,265,495,19,26,39,2445,2840,5282,69,56,125,48,39,89,6,7,14,0,0,0,36,42,72,17,20,41,55,65,115,2786,2591,5372,24,28,44,0,8,7,2813,2621,5433,284,283,567,5780,5995,11779
SAL20557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8
SAL20558,0,0,0,0,5,5,0,0,0,0,3,0,0,0,0,14,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,14,21,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,22,0,0,0,0,0,0,7,11,22,0,0,4,29,35,61
SAL20559,0,4,4,9,16,32,0,0,0,0,0,0,0,0,0,22,18,48,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,9,5,14,4,5,10,0,0,0,52,55,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,96,225,0,4,4,0,3,5,133,99,234,11,11,23,187,178,365
SAL20560,0,3,3,40,40,77,0,0,0,3,5,10,0,0,0,68,70,134,0,0,0,4,7,12,0,4,6,0,0,0,0,0,4,0,0,0,0,4,8,7,6,13,9,5,13,0,0,0,0,4,3,5,11,12,21,24,45,0,0,0,157,178,336,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,8,4,12,8,4,12,283,249,534,5,0,4,0,0,4,293,257,548,41,33,72,500,480,981
SAL20561,15,14,26,186,243,429,0,0,0,14,27,41,0,0,0,378,422,799,0,0,0,6,10,17,14,18,32,9,6,14,5,3,10,0,0,0,9,6,12,23,20,46,43,46,93,0,11,12,3,5,10,47,58,108,53,66,116,0,0,4,794,947,1745,3,3,12,22,18,37,0,0,0,0,0,0,5,9,8,10,14,20,10,18,26,1309,1228,2539,7,3,14,7,5,11,1322,1242,2561,249,271,520,2419,2510,4924
SAL20562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20563,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,3,3,4,7,13
SAL20564,0,0,0,13,8,14,0,0,0,0,0,0,0,0,0,22,29,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,12,3,14,0,0,4,0,0,0,48,51,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,48,0,0,0,0,0,0,24,21,52,9,5,19,81,83,163
SAL20565,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,5,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,3,8,7,3,0,3,14,12,35
SAL20566,256,289,541,90,118,206,0,7,10,16,20,37,0,0,0,944,1044,1985,9,4,13,626,713,1332,14,17,29,5,0,5,8,4,7,27,27,54,16,19,40,34,46,78,39,56,96,0,0,0,3,5,11,41,35,78,78,86,166,0,0,0,1944,2202,4144,230,211,436,101,108,206,29,39,69,0,0,0,47,36,85,18,20,37,63,55,120,825,724,1555,8,4,10,3,0,4,839,730,1567,172,180,350,3631,3809,7441
SAL20567,0,0,0,14,12,27,0,0,0,0,0,0,0,0,0,43,41,85,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,11,4,0,4,0,0,0,0,4,3,3,6,9,0,0,0,78,72,151,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,47,116,0,0,0,0,0,0,66,47,116,16,16,37,164,143,303
SAL20568,0,0,0,9,3,7,0,0,0,0,0,0,0,0,0,16,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,4,6,0,0,0,23,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,17,4,3,4,0,0,0,13,12,25,0,0,0,31,41,75
SAL20569,629,640,1269,141,174,320,0,0,0,100,110,206,3,5,7,1173,1395,2568,9,0,12,495,558,1051,18,15,27,5,8,13,9,7,15,23,16,37,42,57,96,71,71,139,60,68,128,0,4,4,12,23,38,56,77,130,171,234,410,0,0,6,2396,2823,5221,1760,1017,2773,561,366,930,22,25,55,0,0,0,229,171,401,48,46,101,280,222,499,3470,2937,6414,30,28,62,15,8,24,3520,2980,6497,1034,712,1748,10197,8790,18988
