SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL20648,8,0,8,5,7,0,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,3,55,87,49,52,31,16,16,32,9,343
SAL20649,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,8,9,4,7,0,4,3,0,0,36
SAL20650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,4,0,0,0,0,16
SAL20651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,12
SAL20652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,10
SAL20653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
SAL20654,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,6,41,81,41,24,26,14,9,14,5,250
SAL20655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL20657,27,0,52,16,5,19,0,17,0,148,0,0,0,0,0,0,0,0,0,0,3,3,6,10,0,0,0,4,0,35,11,0,11,10,3,5,0,8,8,65,229,362,296,231,153,129,36,146,30,1625
SAL20658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,12
SAL20659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,22,11,11,0,6,3,3,102
SAL20660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,18
SAL20661,110,25,368,184,123,112,209,153,11,1298,0,0,4,4,9,0,3,4,0,23,49,45,57,62,43,17,79,59,7,419,44,44,89,78,43,42,89,51,123,601,1825,4325,2903,3001,2363,1069,1736,1412,382,19027
SAL20662,39,9,120,57,52,30,55,63,6,440,0,0,0,0,0,0,0,0,0,0,13,12,17,16,11,7,20,15,6,104,11,13,38,32,13,8,29,30,42,217,525,948,1113,955,768,330,542,580,135,5900
SAL20663,52,14,144,83,55,52,103,72,0,587,0,0,0,0,0,0,0,4,0,3,23,14,26,28,21,7,36,30,4,187,11,15,19,26,12,7,33,24,59,216,715,1541,1207,1364,895,441,802,589,171,7724
SAL20664,32,16,110,60,57,51,61,67,0,471,0,4,0,0,0,3,0,4,0,10,28,16,16,29,19,3,20,18,3,155,11,16,40,17,8,10,32,19,43,197,838,1811,1233,1176,946,450,620,570,138,7779
SAL20665,9,0,17,12,8,3,5,8,0,66,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,14,7,0,8,5,4,0,5,3,0,26,147,323,249,163,134,60,69,77,19,1244
SAL20666,37,17,141,87,58,40,73,63,8,523,0,0,0,0,0,0,6,0,0,9,10,14,15,32,15,8,33,15,8,148,12,11,43,19,15,11,33,24,41,207,599,1283,1128,1034,777,352,649,546,116,6487
SAL20667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,15
SAL20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,14
SAL20669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,22,9,13,8,11,0,0,6,0,76
SAL20670,5,0,9,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,13,3,3,7,3,0,0,0,28,0,0,0,0,4,0,0,0,0,10,311,676,79,63,142,57,12,24,14,1382
SAL20671,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,8,3,0,3,8,0,48
SAL20672,10,0,30,4,10,3,4,8,0,68,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,3,0,12,3,0,4,0,0,4,0,10,0,16,108,194,197,116,91,40,43,61,10,860
SAL20673,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,4,4,4,0,0,5,0,0,27
SAL20674,3,0,19,10,9,3,4,6,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,14,4,0,5,3,6,0,3,0,9,36,105,176,279,178,123,54,54,80,23,1068
SAL20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,9
SAL20678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,26,17,15,3,3,0,5,0,83
SAL20679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,27,10,8,3,0,0,3,0,60
SAL20680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,4,0,0,3,0,0,26
SAL20681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,0,6,0,0,0,30
SAL20682,84,17,148,70,65,57,28,48,7,531,0,0,0,0,0,0,0,0,3,6,18,44,21,20,29,7,11,7,8,166,18,13,26,22,20,12,8,25,32,173,1406,3287,1517,1247,1196,507,311,467,146,10087
SAL20683,9,0,14,11,9,10,3,8,0,68,0,0,0,0,0,0,0,5,0,3,6,7,3,5,6,0,0,0,0,25,3,8,8,4,4,0,5,0,8,38,291,646,273,202,253,100,40,72,33,1899
SAL20684,9,7,44,15,23,16,0,4,3,123,0,0,0,0,0,0,0,0,0,0,4,9,8,7,6,5,0,0,0,46,9,4,12,3,7,0,5,7,15,66,490,993,465,335,408,162,72,119,45,3085
SAL20685,14,0,22,17,12,17,0,5,3,92,0,0,0,0,0,0,0,0,0,0,3,3,6,3,3,0,3,0,0,26,3,3,15,3,6,0,0,4,0,44,217,578,306,180,238,93,43,81,32,1759
SAL20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20687,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,4,19,39,22,18,8,0,4,9,0,111
SAL20688,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,15,3,13,6,0,0,8,6,79
SAL20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,4,3,25
SAL20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,4,0,15
SAL20691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,21
SAL20692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,16
SAL20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,6
SAL20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6
SAL20695,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
SAL20696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,5,3,4,0,0,3,0,46
SAL20697,8,0,43,16,6,14,4,10,0,107,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,0,0,0,17,4,3,7,3,7,4,0,3,8,32,186,365,285,222,158,85,65,87,16,1471
SAL20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,10
SAL20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,0,0,0,0,0,4,20
SAL20700,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,19,16,17,15,9,3,3,10,0,96
SAL20701,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,13,29,36,14,14,15,6,4,6,138
SAL20702,10,0,21,6,5,5,5,9,0,61,0,0,0,0,0,0,0,0,0,0,3,4,9,5,0,3,0,3,3,24,0,4,4,5,6,4,10,5,12,50,84,211,184,173,95,58,118,93,31,1056
SAL20703,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,5,0,0,4,7,0,32
SAL20704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,16
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,3,0,5,5,0,4,0,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,12,23,64,49,51,13,21,11,35,5,269
SAL20707,21,9,154,58,29,33,52,89,5,453,0,0,3,0,0,5,6,9,0,22,3,10,19,15,13,5,28,24,9,123,15,12,47,25,16,8,35,57,63,278,465,1356,1204,1034,763,374,752,917,181,7055
SAL20708,28,10,115,48,26,28,22,56,3,335,0,0,0,0,0,0,0,7,0,12,10,12,9,14,17,10,15,19,5,111,10,17,32,27,21,13,25,39,40,217,576,1475,1060,789,768,348,478,548,126,6170
SAL20709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,8,5,0,0,6,7,3,28
SAL20710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,0,3,0,0,23
SAL20712,5,8,44,23,22,18,8,16,0,151,0,0,0,0,0,0,0,0,0,3,8,3,5,10,7,6,0,10,0,54,11,6,20,7,7,13,11,9,30,99,377,684,606,430,387,149,162,188,65,3065
SAL20713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,3,0,0,0,0,21
SAL20714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,5,0,15
SAL20715,0,0,3,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,5,0,5,14,35,55,51,31,28,6,18,18,4,241
SAL20716,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,22,29,31,10,13,10,0,8,3,133
SAL20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL20718,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,11,7,12,4,3,8,7,0,68
SAL20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,4,0,0,6,3,0,25
SAL20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,12
SAL20721,19,0,35,10,3,5,0,4,0,88,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,12,0,0,8,3,3,0,0,3,7,20,153,247,140,121,79,38,16,55,15,865
SAL20722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,3,7,4,0,0,0,0,34
SAL20723,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,8,30,41,20,11,10,0,6,10,0,136
SAL20724,4,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,30,75,27,23,46,12,19,9,7,244
SAL20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
SAL20726,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,7,13,7,7,0,0,7,0,75
SAL20727,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,10,15,4,5,9,7,3,63
SAL20728,3,0,8,0,5,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,174,345,37,39,90,48,9,17,11,762
SAL20729,17,5,95,44,39,30,42,38,3,309,0,0,0,0,0,0,0,4,0,3,5,7,5,7,12,4,14,17,0,76,8,8,21,25,17,11,15,27,41,169,353,1012,675,681,617,252,409,378,128,4509
SAL20730,10,0,41,14,7,9,6,24,0,124,0,0,0,0,3,0,0,0,0,3,0,4,0,7,0,0,6,4,3,24,5,0,10,3,4,6,0,12,5,35,134,323,276,250,183,95,58,134,24,1478
SAL20731,15,3,27,15,17,18,16,24,0,139,0,0,0,0,0,0,0,0,0,5,3,5,8,7,10,0,10,3,0,42,3,9,11,5,6,6,5,9,13,71,160,414,339,261,321,131,170,173,49,2025
SAL20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,14
SAL20734,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
SAL20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL20736,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,49,14,21,12,5,6,3,20,0,128
SAL20737,4,0,22,14,3,10,3,12,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,3,0,3,0,0,5,0,0,0,18,60,130,161,99,74,42,35,54,7,668
SAL20738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,6,7,3,5,0,4,0,47
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL20741,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,13,35,43,29,17,9,12,16,0,166
SAL20742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,3,0,0,20
SAL20743,16,4,33,23,21,13,27,16,5,147,0,0,0,0,0,0,0,0,0,3,4,4,4,3,11,0,10,5,4,42,5,11,8,5,13,8,3,11,23,82,288,732,322,301,431,122,234,167,65,2664
SAL20744,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,7,4,3,3,4,0,0,0,39
SAL20745,3,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,4,32,10,16,8,8,0,7,3,3,98
SAL20746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,5,6,5,9,0,3,7,0,47
SAL20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6
SAL20748,0,0,5,0,4,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,6,3,0,0,0,0,7,18,71,63,107,34,53,22,30,46,16,447
SAL20749,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,12,21,19,25,14,8,9,5,13,4,98
SAL20750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,13,7,5,0,0,4,0,56
SAL20751,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,12,3,0,0,3,7,0,51
SAL20752,26,9,61,49,42,28,9,16,0,236,0,0,0,0,0,0,0,0,0,0,11,19,9,8,10,3,3,3,4,67,17,11,18,9,10,7,4,16,16,103,861,1593,873,613,593,211,119,191,71,5113
SAL20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,3,0,0,5,0,31
SAL20754,13,7,31,18,26,7,10,11,0,128,0,0,0,0,3,0,0,0,0,3,6,3,7,6,3,3,7,8,0,35,4,0,7,4,10,4,6,10,7,51,220,533,371,267,310,118,140,144,45,2141
SAL20755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,12,7,4,3,0,0,4,4,0,30
SAL20756,4,0,9,0,4,0,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,0,4,0,13,52,89,48,56,33,15,42,30,4,378
SAL20757,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,20,14,4,6,0,3,7,3,5,54
SAL20758,25,6,59,26,32,14,5,17,0,186,0,0,0,0,0,0,0,0,0,5,13,11,0,11,10,10,3,0,3,57,5,3,13,6,13,7,5,3,12,73,594,1029,584,321,532,223,118,127,46,3573
SAL20759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,3,0,3,0,0,4,0,27
SAL20760,3,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,17,15,3,3,6,4,3,11,0,62
SAL20761,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,6,3,7,0,3,8,0,50
SAL20762,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,39,27,17,3,14,5,0,14,3,128
SAL20763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,7
SAL20764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,4,3,5,0,0,0,0,37
SAL20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,16
SAL20766,30,12,119,45,35,19,12,23,11,310,0,0,0,5,0,0,0,0,0,9,25,41,8,17,19,10,3,5,5,139,13,26,9,5,6,8,0,7,23,107,1302,3809,543,565,857,462,150,323,140,8151
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,6,3,0,0,0,0,0,21
SAL20769,0,0,5,0,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,8,25,31,49,32,22,5,16,14,7,195
SAL20770,0,0,4,0,0,7,4,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,3,8,0,26,61,77,46,40,28,16,30,45,8,351
