SAL_CODE_2021,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_or_lt_rail_M,One_met_Tram_or_lt_rail_F,One_met_Tram_or_lt_rail_P,One_met_Taxi_or_Rideshare_M,One_met_Taxi_or_Rideshare_F,One_met_Taxi_or_Rideshare_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_or_lt_rail_M,Two_mt_trn_Trm_or_lt_rail_F,Two_mt_trn_Trm_or_lt_rail_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_or_lt_rail_M,Two_mth_Bu_Trm_or_lt_rail_F,Two_mth_Bu_Trm_or_lt_rail_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Tr_2_oth_meth_M,Three_meth_Tr_2_oth_meth_F,Three_meth_Tr_2_oth_meth_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SAL20048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,0,0,0,0,0,0,15,8,19
SAL20049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,147,354,15,14,29,7,0,7,0,0,0,5,4,15,0,4,8,57,51,110,304,223,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,75,131,46,73,125,9,4,6,415,376,793
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6
SAL20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,18
SAL20052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,35,84,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,3,0,3,56,43,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,10,34,3,6,11,0,0,0,91,55,147
SAL20053,0,0,0,3,22,24,0,0,0,0,0,0,3,0,7,1172,1051,2223,121,128,243,16,0,16,8,0,5,19,4,18,0,0,0,109,85,193,1447,1284,2732,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,13,10,6,13,0,0,0,0,0,0,0,0,4,0,0,4,82,132,217,147,248,393,10,14,24,1697,1681,3383
SAL20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,19,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,17,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,3,0,4,0,0,0,26,14,43
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,35,70,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,43,37,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,23,11,6,18,0,0,0,63,49,118
SAL20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,23,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,20,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,3,4,0,0,0,22,26,44
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,7
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,10,9,14
SAL20062,15,19,34,5,4,11,0,0,0,0,0,0,8,5,10,469,270,738,16,25,46,11,0,6,0,0,0,5,0,9,7,0,7,6,6,16,544,333,876,5,8,12,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,10,13,22,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,5,3,5,16,21,39,6,3,11,0,0,0,0,0,0,6,7,8,133,169,297,49,78,126,7,0,7,755,599,1355
SAL20063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,65,158,3,7,14,0,0,0,0,0,0,0,0,0,3,0,5,11,10,23,118,85,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,36,0,11,13,0,0,0,140,106,245
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4
SAL20065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,22,50,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,38,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,10,8,0,0,0,44,37,82
SAL20066,122,113,231,3,4,5,0,0,0,44,69,112,0,6,10,891,735,1617,15,71,87,6,0,8,8,0,12,38,11,50,11,4,17,47,110,158,1186,1123,2315,4,5,10,0,0,0,15,19,43,3,0,10,0,0,0,3,5,5,36,40,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,6,14,21,45,57,97,8,5,11,0,0,0,0,0,0,8,11,10,1103,1318,2420,208,341,554,9,10,21,2566,2853,5419
SAL20067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,9,10,0,0,0,27,25,53
SAL20068,22,14,35,9,24,37,0,0,0,0,0,0,4,9,12,2143,1851,3991,99,126,225,19,0,19,10,0,9,3,0,8,11,4,16,17,14,31,2335,2047,4378,0,0,5,0,0,0,3,0,3,4,0,7,0,0,0,0,0,3,9,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,12,23,26,20,47,3,6,6,0,5,7,0,0,0,4,4,12,512,640,1150,270,493,763,7,11,16,3154,3213,6369
SAL20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16,8,31
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12
SAL20071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,56,136,3,0,5,10,0,10,0,0,0,0,0,0,0,0,0,5,0,10,94,58,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,44,64,19,13,34,0,4,4,136,120,258
SAL20072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,34,94,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,40,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32,67,19,24,43,0,0,3,116,99,218
SAL20073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,8,25,0,5,7,0,0,0,33,23,53
SAL20074,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,448,383,831,16,30,46,12,0,12,3,0,3,4,5,6,0,0,3,0,3,8,494,420,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,62,87,145,61,81,143,8,4,8,624,595,1220
SAL20075,117,97,217,11,11,21,0,0,0,71,96,162,20,8,27,1537,1173,2712,68,95,168,9,0,9,27,5,23,100,42,147,18,11,26,63,83,151,2035,1626,3666,14,16,38,0,0,0,34,31,65,6,5,15,5,8,9,10,5,10,69,66,136,0,0,0,4,3,3,0,0,0,6,0,4,0,0,0,6,4,13,31,26,55,103,87,197,20,18,40,0,0,0,0,0,3,24,23,48,1555,1715,3268,373,630,1004,19,11,29,4112,4097,8207
SAL20076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,48,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,34,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,40,0,9,10,0,0,0,59,55,114
SAL20077,68,37,104,7,8,17,0,0,0,0,3,4,0,3,7,710,595,1311,35,64,103,8,0,8,3,0,3,43,8,48,6,0,8,32,49,84,921,767,1694,0,5,9,0,0,0,0,6,13,8,3,10,3,3,5,4,0,0,17,19,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,25,28,53,4,4,9,0,0,0,0,0,0,3,4,4,928,857,1785,144,285,427,5,5,13,2032,1940,3980
SAL20078,45,30,78,12,17,33,0,0,0,0,4,4,3,3,6,783,599,1380,24,55,85,6,0,6,5,0,4,9,0,7,6,7,12,17,14,31,912,733,1641,9,7,18,0,0,0,3,6,8,5,3,10,0,3,3,0,0,0,27,14,41,0,0,0,5,0,4,0,6,6,0,0,0,0,0,0,5,12,11,6,6,17,34,32,62,0,6,7,0,0,0,3,0,3,5,8,10,683,660,1341,147,254,399,10,10,17,1789,1687,3475
SAL20079,62,29,88,8,5,12,0,0,6,0,0,0,0,3,8,945,737,1685,32,40,67,4,0,4,8,0,9,17,6,19,6,0,4,13,33,46,1105,854,1952,0,11,11,0,0,0,0,4,4,3,0,6,0,0,4,5,0,5,13,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,19,36,0,5,5,0,0,0,0,0,0,0,5,5,612,693,1305,168,298,464,11,4,15,1906,1871,3778
SAL20080,24,9,32,5,6,9,3,0,3,0,0,0,0,0,0,989,792,1782,48,52,105,16,0,16,4,0,9,13,3,18,5,5,16,11,27,36,1120,901,2025,4,3,8,0,0,0,0,0,0,9,3,12,0,3,8,0,0,0,14,13,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,6,3,11,23,17,45,3,3,7,0,0,0,0,0,0,3,3,7,424,465,892,142,283,422,5,0,4,1714,1674,3390
SAL20081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,42,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,4,4,23,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,5,9,10,0,0,0,36,35,67
SAL20082,9,12,14,0,0,0,0,0,0,0,0,0,0,0,0,610,460,1071,42,32,70,11,0,11,3,0,3,0,0,0,6,5,12,0,4,10,683,508,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,6,11,0,6,4,0,0,0,0,0,0,0,6,4,165,229,397,76,139,213,3,8,6,928,888,1818
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,20,66,0,4,4,6,0,6,0,0,0,0,0,0,0,0,0,7,5,9,54,29,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,3,4,10,0,0,0,67,45,114
SAL20086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,155,325,5,14,16,3,0,3,0,0,0,3,0,3,3,0,0,8,14,23,200,183,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,48,48,99,18,35,54,0,3,11,271,273,548
SAL20087,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,160,130,287,12,8,22,12,0,12,0,0,0,4,0,6,0,0,0,14,9,27,204,156,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,21,51,19,27,54,0,6,10,266,211,469
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20089,24,29,53,12,17,31,0,0,0,3,8,12,6,4,11,1631,1093,2726,70,134,203,29,0,29,12,0,13,13,0,18,19,12,29,24,28,51,1843,1330,3175,16,13,27,0,0,0,0,0,4,13,10,22,0,0,0,0,0,0,35,24,51,0,0,0,6,3,9,3,0,4,0,4,7,0,0,0,8,13,20,14,14,29,59,49,109,7,6,17,0,0,0,0,0,0,11,9,16,653,799,1456,227,354,576,18,11,35,2816,2554,5368
SAL20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,13,15,24
SAL20091,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,158,86,244,6,6,17,5,0,5,0,0,3,0,0,0,0,0,0,9,0,6,179,104,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,65,112,21,33,50,0,0,0,241,205,444
SAL20092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,72,154,6,7,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,95,71,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26,44,12,12,20,0,0,0,128,117,239
SAL20093,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,187,133,314,9,7,16,9,0,9,0,0,0,0,0,0,0,0,0,0,0,4,205,140,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,48,66,20,35,51,5,3,3,252,227,475
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,9,19
SAL20095,34,22,58,0,5,5,0,0,0,0,0,0,0,5,5,1178,838,2018,71,59,133,13,0,9,4,0,7,3,3,3,5,4,15,37,53,92,1347,993,2335,0,5,5,0,0,0,0,0,6,5,7,10,0,5,6,0,0,0,4,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,16,12,34,0,3,11,0,0,0,0,0,0,8,3,7,261,444,707,136,249,378,18,12,26,1779,1714,3490
SAL20096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,51,108,7,0,7,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,66,51,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,23,0,8,11,9,0,5,91,74,166
SAL20097,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,283,196,479,8,14,25,10,0,8,0,0,0,4,0,4,0,3,5,4,3,12,313,219,532,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,78,105,34,86,121,0,0,0,390,382,774
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6
SAL20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,55,118,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,70,57,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,31,8,12,14,0,0,0,90,87,180
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,8,20
SAL20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,14,13,26
SAL20102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,19,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,6,3,8,0,0,0,29,23,50
