SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL21512,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,16
SAL21513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL21514,0,8,0,0,0,16,0,4,9,5,11,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,11,3,8,29,31,78,9,155
SAL21515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SAL21516,0,3,0,0,0,10,0,0,6,0,0,4,9,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,29,13,43,15,111
SAL21517,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,17
SAL21518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21519,0,0,0,0,0,7,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,12,0,34
SAL21520,3,12,8,4,0,31,10,6,9,13,9,0,46,0,0,0,8,3,0,6,0,0,3,0,7,0,10,0,0,3,3,12,3,22,34,18,64,82,177,14,386
SAL21521,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12
SAL21522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,5,7,18
SAL21523,4,6,7,4,0,24,8,0,11,7,11,0,28,0,0,0,0,0,0,5,0,0,5,0,5,0,11,0,0,0,3,6,0,10,12,11,45,53,115,5,244
SAL21524,3,12,0,0,0,19,0,0,5,3,12,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,9,6,7,26,17,78,11,137
SAL21525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21526,0,8,0,3,0,20,0,0,6,6,16,3,32,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,0,5,5,5,35,32,119,13,199
SAL21527,0,0,0,0,0,4,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,17,4,49
SAL21528,7,8,0,4,0,23,3,5,18,15,13,4,52,0,0,0,0,0,0,6,0,0,0,3,14,0,10,0,0,5,0,4,3,14,11,16,43,56,124,14,263
SAL21529,10,17,11,3,0,38,5,6,20,14,27,5,81,0,0,0,5,0,0,3,0,0,0,0,23,0,27,0,0,0,0,7,0,14,20,20,73,58,182,10,368
SAL21530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
SAL21531,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,20
SAL21532,0,0,0,0,0,8,0,0,3,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,15,12,25,3,64
SAL21533,0,9,8,0,0,24,0,0,3,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,31,26,55,3,116
SAL21534,10,30,9,20,0,64,12,15,57,55,67,10,214,0,0,3,0,0,0,10,0,0,4,4,30,0,41,0,0,3,3,13,4,29,32,35,164,122,383,32,761
SAL21535,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,12,26,0,43
SAL21536,8,30,13,14,4,69,7,10,23,22,30,3,104,0,0,0,0,4,0,3,0,0,0,0,21,0,27,0,0,0,0,19,0,21,30,29,107,99,272,17,543
SAL21537,0,3,3,3,4,25,3,6,9,13,12,0,46,0,0,0,0,0,0,3,0,0,0,0,4,0,8,0,0,3,0,0,4,9,12,18,46,36,82,8,206
SAL21538,6,32,12,12,3,78,12,0,11,32,42,8,103,0,0,0,0,13,0,16,0,0,0,14,27,3,40,0,0,0,3,27,9,42,26,19,103,131,389,35,700
SAL21539,0,0,0,0,0,0,0,0,5,0,0,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,29,4,47
SAL21540,3,3,4,0,0,11,0,0,5,0,0,0,9,0,0,0,0,3,0,7,0,0,0,0,4,0,6,0,0,0,0,0,0,0,9,3,15,16,36,3,77
SAL21541,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,23,0,40
SAL21542,0,19,3,0,0,27,7,8,13,10,9,0,48,0,0,8,0,0,0,8,0,0,0,0,0,0,5,0,0,3,0,3,0,15,47,22,159,72,134,21,456
SAL21543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4
SAL21544,7,34,12,11,5,76,16,8,47,29,58,5,158,0,0,0,0,4,0,11,0,0,4,9,30,0,43,0,0,9,8,19,10,37,58,25,196,171,414,38,907
SAL21545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,7,0,10
SAL21546,0,3,3,0,0,8,0,5,7,5,7,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,5,10,18,44,4,80
SAL21547,32,82,23,18,3,201,47,25,108,38,32,5,242,3,5,14,3,4,0,36,9,0,8,12,24,0,54,7,0,18,4,17,3,52,195,104,572,227,344,32,1475
SAL21548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21549,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,14
SAL21550,15,61,12,13,0,132,53,23,137,45,48,8,315,0,0,0,3,9,0,16,0,0,5,6,19,0,31,5,0,0,0,10,6,24,148,60,370,177,364,23,1143
SAL21551,5,12,4,9,0,39,0,5,24,20,24,0,81,0,0,0,0,0,0,0,0,0,4,0,20,0,21,0,0,3,7,8,0,10,10,19,92,64,236,11,427
SAL21552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7
SAL21553,0,5,0,0,0,8,0,0,0,3,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,26,14,34,0,84
SAL21554,15,81,40,24,3,198,75,39,253,125,146,14,648,0,0,7,5,7,0,20,11,5,13,16,54,9,105,13,0,39,30,45,31,166,379,95,977,570,791,132,2939
SAL21555,31,86,34,23,0,244,87,29,259,128,105,14,622,0,0,12,0,6,0,21,12,0,28,31,41,6,116,31,0,52,30,55,21,204,592,116,1239,659,715,98,3420
SAL21556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11
SAL21557,0,3,0,0,0,8,4,0,3,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,21,16,18,4,65
SAL21558,30,123,36,29,6,266,42,23,147,56,72,11,351,0,0,13,7,6,0,28,7,0,22,23,86,0,137,3,6,30,17,29,6,84,220,107,882,461,821,57,2550
SAL21559,7,16,5,5,0,32,0,5,23,11,0,0,46,0,0,0,0,0,0,3,0,0,0,3,5,0,12,4,0,5,3,5,4,20,29,15,120,75,105,13,356
SAL21560,0,3,0,0,0,15,5,0,0,8,4,0,16,0,0,0,0,0,0,3,0,0,0,0,5,0,8,0,0,0,0,5,0,6,5,5,21,35,56,3,132
SAL21561,3,8,0,10,0,26,3,6,17,8,14,3,44,0,0,0,0,4,0,4,3,0,0,0,15,0,20,0,0,3,0,3,5,18,22,26,65,51,153,10,326
SAL21562,17,47,16,11,0,120,18,13,45,10,11,4,98,3,5,12,0,0,0,23,0,0,12,4,6,0,23,3,0,9,0,13,0,24,122,63,271,98,186,22,769
SAL21563,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,11
SAL21564,62,233,56,32,6,548,149,75,275,102,88,15,697,7,5,29,11,12,0,59,12,0,26,22,55,0,113,17,6,43,24,33,9,120,725,286,1593,575,698,76,3950
SAL21565,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,14
SAL21566,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL21567,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,20,0,28
SAL21568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SAL21569,35,108,24,31,0,245,40,17,95,71,72,3,306,6,0,6,3,11,0,30,5,0,8,17,59,0,92,5,0,7,10,36,6,62,183,79,459,374,769,56,1916
SAL21570,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,9
SAL21571,28,77,19,40,4,186,27,23,78,70,108,9,308,3,0,3,6,11,0,20,0,0,9,4,54,3,74,0,0,3,3,30,3,37,78,70,297,206,816,59,1531
SAL21572,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,20
SAL21573,4,8,4,3,0,19,3,3,0,6,6,0,20,0,0,0,0,0,0,4,0,0,5,0,3,0,5,0,0,0,0,0,0,3,13,10,20,19,55,3,122
SAL21574,37,106,27,37,0,240,46,32,146,79,88,8,408,0,3,3,3,10,0,25,3,0,4,13,71,0,93,0,0,4,3,28,10,46,108,119,495,307,878,45,1942
SAL21575,43,156,25,19,8,363,120,47,233,67,72,9,548,9,0,39,14,22,0,89,15,3,33,19,41,4,114,32,3,59,17,31,32,176,677,191,1597,518,642,117,3742
SAL21576,0,11,3,10,0,19,0,3,4,3,5,0,26,0,0,0,0,0,0,0,0,0,0,5,9,0,11,0,0,0,0,6,0,6,4,4,23,23,99,4,168
SAL21577,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,11
SAL21578,0,4,0,0,0,9,10,3,12,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,13,29,9,73,20,35,3,173
SAL21579,0,0,0,0,0,7,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,5,3,0,16,23,44,3,85
SAL21580,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,4,3,0,6,4,10,0,25
SAL21581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,9
SAL21582,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,15,0,40
SAL21583,13,12,6,3,0,53,15,3,27,17,16,3,87,0,0,7,0,3,0,11,0,0,5,3,10,0,16,3,0,8,0,13,4,24,64,28,127,70,172,19,483
SAL21584,12,23,7,10,0,52,6,3,12,8,8,0,41,0,0,7,0,0,0,12,0,0,0,5,4,0,5,0,0,4,0,7,0,8,21,29,78,48,136,17,326
SAL21585,10,21,0,8,3,64,11,6,15,5,11,0,50,3,0,4,0,0,0,18,0,0,5,0,8,0,11,0,0,0,0,6,0,3,54,28,94,37,112,13,331
SAL21586,46,158,22,12,7,376,209,58,371,66,36,22,761,9,3,35,5,5,0,67,12,3,29,18,19,5,92,35,7,70,17,10,20,159,917,271,2165,411,319,105,4193
SAL21587,136,420,67,48,14,1047,422,131,743,162,114,27,1600,22,10,72,36,28,6,169,31,0,57,37,65,4,200,74,19,202,36,38,36,405,2097,631,4500,1111,1002,206,9555
SAL21588,0,3,0,0,0,9,0,3,7,5,6,0,28,0,0,0,3,0,0,6,0,0,0,0,9,0,7,0,0,0,0,0,0,6,28,6,51,29,31,0,142
SAL21589,5,6,3,3,0,11,0,0,6,4,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,20,18,32,9,80
SAL21590,11,12,0,3,0,42,13,9,29,9,10,0,71,0,0,3,0,4,0,5,0,0,3,0,0,0,7,0,0,0,0,0,0,7,29,35,103,38,83,11,290
SAL21591,5,6,0,0,0,16,6,0,17,5,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,11,5,40,11,35,0,104
SAL21592,0,0,8,0,0,5,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,10,16,23,3,54
SAL21593,18,77,18,11,5,165,37,21,99,34,28,4,217,0,0,9,0,0,0,11,0,0,9,3,15,0,28,0,0,5,5,8,4,29,136,68,405,175,256,19,1062
SAL21594,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,11,10,4,38
SAL21595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,0,13
SAL21596,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SAL21597,32,124,49,47,5,360,88,40,210,141,145,23,646,8,0,22,9,15,4,57,9,0,19,23,56,0,108,47,0,64,25,54,33,234,1021,185,1740,674,992,141,4755
SAL21598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21599,37,91,33,34,9,220,21,17,74,59,54,14,247,5,3,6,14,9,0,24,0,5,14,12,54,0,83,3,3,7,4,16,13,41,87,93,420,332,798,69,1799
SAL21600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21601,0,0,0,0,0,6,4,0,12,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,13,33,0,72
SAL21602,0,0,0,4,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,12,3,29,3,57
SAL21603,3,3,0,0,0,6,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,28,22,33,4,95
SAL21604,70,233,50,29,5,569,178,70,379,103,102,23,851,16,5,47,17,21,0,109,12,3,50,38,63,0,166,31,5,82,24,33,25,202,1002,283,2406,817,914,143,5558
SAL21605,0,0,0,5,0,7,0,4,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,14,0,35
SAL21606,0,0,0,0,0,8,5,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,12,3,21,8,33,13,88
SAL21607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL21608,5,34,5,4,0,60,3,3,9,9,5,4,30,0,0,3,0,0,0,3,0,0,0,4,7,0,4,0,0,0,0,0,0,0,13,10,71,42,59,9,207
SAL21609,0,0,0,0,0,3,0,0,0,6,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,5,27
SAL21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL21611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21612,13,38,7,15,0,77,10,8,32,37,47,6,140,0,0,0,6,6,0,8,0,0,0,5,24,0,35,0,0,0,4,6,0,8,19,28,143,121,352,12,677
SAL21613,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,14,0,29
SAL21614,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,19
SAL21615,12,27,9,13,0,63,20,9,75,44,33,5,184,0,0,3,0,4,0,7,0,0,0,12,17,0,29,3,0,8,0,11,0,22,57,30,193,138,252,13,690
SAL21616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21617,0,0,0,0,0,3,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,16,0,27
SAL21618,25,83,23,37,0,179,21,21,108,79,160,10,404,0,0,7,0,4,0,14,0,0,0,10,56,4,72,0,0,5,6,37,19,61,53,64,319,239,917,77,1670
SAL21619,4,27,3,5,0,37,3,4,16,11,10,0,39,0,0,0,0,5,0,6,0,0,0,0,12,0,15,0,0,0,0,3,0,4,15,5,61,41,135,7,258
SAL21620,4,3,0,0,0,11,0,0,7,0,12,0,16,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,42,29,54,0,145
SAL21621,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,16
SAL21622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL21623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21624,0,3,0,0,0,5,0,0,3,5,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,6,15,24,35,0,81
SAL21625,12,70,12,10,3,136,21,6,56,28,30,7,148,0,0,5,0,10,0,22,0,0,9,11,18,0,40,6,0,6,12,20,7,51,72,33,276,187,415,36,1023
SAL21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL21627,0,3,0,0,0,0,0,0,3,6,0,0,5,0,0,0,0,3,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,6,4,4,12,8,24,4,61
SAL21628,4,21,0,0,0,30,12,10,18,7,14,0,59,0,0,5,0,0,0,3,0,0,3,7,5,0,14,0,0,0,0,0,3,6,25,17,73,42,109,7,274
SAL21629,54,130,34,20,0,355,75,43,174,62,48,8,409,5,4,22,7,6,0,44,9,0,13,11,22,3,63,22,0,49,11,3,7,97,594,190,1231,355,337,64,2770
SAL21630,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,12,0,21
SAL21631,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,20,4,34
SAL21632,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,0,25
SAL21633,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,8,0,28
SAL21634,0,3,0,0,0,10,0,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,9,13,6,39
SAL21635,44,117,41,45,8,312,58,30,146,94,102,11,445,0,0,9,0,5,0,18,3,4,15,21,63,0,111,5,5,36,29,54,30,171,264,108,760,469,817,124,2545
SAL21636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL21637,0,11,0,3,0,22,3,0,13,3,6,0,34,0,0,3,0,0,0,4,0,0,0,0,6,0,11,0,0,0,0,7,3,17,14,12,62,38,112,19,255
SAL21638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
SAL21639,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,4,25
SAL21640,159,722,110,72,26,2137,773,181,1315,268,191,54,2780,108,26,268,90,58,6,558,114,13,235,154,152,24,691,296,30,459,135,101,154,1166,7271,983,12514,3382,2332,736,27225
SAL21641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4
SAL21642,16,50,24,40,4,146,15,14,59,52,104,16,266,0,0,6,6,20,0,31,0,0,3,13,43,5,72,7,0,4,12,47,17,92,78,56,291,276,764,94,1560
SAL21643,27,60,45,45,7,230,37,27,104,98,115,13,391,0,0,7,9,15,0,39,5,0,20,10,53,4,96,5,3,14,19,49,26,113,254,75,509,439,947,113,2334
SAL21644,22,76,39,64,0,225,28,17,78,102,102,16,344,0,0,10,4,10,0,26,5,0,5,10,64,0,86,6,0,26,7,40,19,97,119,73,420,401,1056,93,2164
SAL21645,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,11,0,27
SAL21646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL21647,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11
SAL21648,103,269,85,46,4,671,135,65,366,127,122,15,827,14,6,31,21,11,3,89,17,3,53,36,81,4,192,11,8,63,28,43,19,178,749,338,2106,908,1166,139,5412
SAL21649,5,25,5,11,0,47,5,6,12,13,14,0,44,0,0,4,6,3,0,8,0,0,0,0,3,0,8,0,0,0,0,0,0,7,30,18,122,62,112,4,353
SAL21650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL21651,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,21
SAL21652,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,14,0,30
SAL21653,6,33,10,22,0,74,3,9,27,28,63,6,139,0,0,0,0,4,0,5,0,0,4,10,24,0,38,0,0,4,0,10,7,22,10,21,99,100,394,47,674
SAL21654,0,0,3,4,0,10,0,0,0,3,9,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,8,0,3,16,20,65,9,108
SAL21655,0,0,0,0,0,6,0,0,4,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,3,12,4,26,7,55
SAL21656,0,14,9,5,0,25,5,5,9,8,12,0,38,0,0,0,0,3,0,3,0,0,0,0,5,0,13,0,0,0,0,3,0,13,18,6,53,52,127,14,273
SAL21657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,21
SAL21658,0,0,0,0,0,4,0,0,4,7,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,29,5,54
SAL21659,92,322,127,102,11,839,235,123,669,351,371,36,1780,12,9,32,16,21,3,98,29,3,44,83,156,5,325,46,9,71,50,120,36,329,1167,338,2559,1649,2496,207,8414
SAL21660,0,0,0,3,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,6,27,0,53
SAL21661,0,0,0,0,0,6,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,14
SAL21662,4,3,0,0,0,9,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,19,0,22,10,11,0,67
SAL21663,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,20,7,5,4,48
