SAL_CODE_2021,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SAL20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20002,46,192,21,16,4,489,244,65,379,61,57,8,805,23,9,74,18,13,3,143,14,11,52,26,37,6,141,34,10,96,24,23,23,212,1213,317,2656,547,519,99,5358
SAL20003,26,91,10,12,4,200,48,13,105,25,31,5,218,5,3,7,10,7,0,31,0,3,12,3,21,0,39,7,0,24,6,12,10,62,254,92,655,204,334,40,1587
SAL20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20005,0,0,0,0,0,5,5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,6,4,23,3,53
SAL20006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20007,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,16
SAL20008,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,14
SAL20009,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,22
SAL20010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,14
SAL20011,27,81,18,28,3,214,94,39,262,120,76,12,610,4,0,9,7,11,5,27,7,0,15,8,35,7,71,20,3,44,23,23,16,127,517,131,1148,579,588,96,3060
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,8,12,4,5,0,38,11,8,22,4,0,0,49,0,0,4,0,0,0,11,4,3,0,0,0,0,8,3,0,0,0,0,0,5,54,35,158,49,73,4,364
SAL20014,0,7,3,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,15,12,26,3,61
SAL20015,53,170,32,36,0,368,68,46,139,83,44,11,389,6,0,25,14,10,0,52,7,0,16,30,77,4,128,5,4,37,14,44,15,122,305,166,1012,532,932,78,3027
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,11,33,15,23,0,86,13,9,58,36,69,5,189,0,0,7,5,3,0,13,0,0,8,10,31,4,54,8,0,14,10,24,18,68,79,27,329,218,438,67,1154
SAL20018,29,76,9,8,0,206,121,20,134,33,15,7,332,11,8,29,4,7,0,64,14,3,20,7,16,4,65,21,3,55,16,11,9,109,629,166,1145,262,285,54,2543
SAL20019,4,0,0,0,0,3,3,5,0,7,4,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,9,3,8,12,37,3,67
SAL20020,0,3,0,0,0,4,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,3,22
SAL20021,17,59,6,9,0,132,31,18,95,50,35,10,230,7,0,7,7,4,0,25,0,0,11,13,15,0,46,20,0,25,13,19,9,80,238,81,503,275,324,56,1481
SAL20022,17,48,18,23,0,102,6,6,36,36,49,4,143,0,0,3,7,0,0,15,3,0,3,6,16,0,28,0,0,0,5,17,3,26,37,51,158,132,358,35,760
SAL20023,71,257,39,70,7,547,168,105,428,163,186,20,1070,4,8,24,10,17,0,58,6,3,26,17,79,5,130,12,0,17,12,28,5,79,489,266,1299,623,1325,85,4087
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,8,0,24
SAL20026,0,4,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,17,0,24
SAL20027,0,0,0,3,0,14,0,4,3,9,5,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,3,8,4,24,20,47,6,111
SAL20028,0,21,6,7,0,49,7,3,32,18,28,4,90,0,0,0,0,3,0,7,0,0,0,3,18,0,22,0,0,0,0,13,3,16,21,10,98,82,244,25,474
SAL20029,0,0,4,0,0,11,0,0,0,0,5,0,7,0,0,0,0,3,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,5,3,5,12,15,31,3,66
SAL20030,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,22,0,43
SAL20031,0,0,0,3,0,4,0,0,5,0,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,3,27,3,35
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL20033,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,6,0,18
SAL20034,60,133,22,12,0,381,152,52,219,42,26,9,497,6,4,40,5,11,0,67,13,3,25,13,15,3,69,9,0,39,13,8,7,80,641,244,1251,268,283,49,2737
SAL20035,77,244,53,46,6,543,92,63,216,83,70,10,542,3,6,30,14,17,0,71,12,7,23,32,66,0,129,20,4,34,25,51,26,155,615,282,1618,681,1027,102,4328
SAL20036,94,267,94,82,14,659,95,73,255,176,178,31,813,0,5,26,26,35,4,89,14,14,38,50,135,9,253,27,3,47,30,75,43,220,575,306,1735,1070,1888,219,5787
SAL20037,59,180,41,37,3,414,81,58,203,75,64,20,498,3,0,38,6,15,3,62,7,4,32,27,78,4,148,27,3,48,38,55,21,194,447,235,1499,638,1005,110,3926
SAL20038,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,7,18,0,37
SAL20039,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20041,0,4,0,0,0,3,0,0,5,4,4,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,4,16,12,25,0,59
SAL20042,4,9,0,4,4,19,3,0,14,3,6,0,32,0,0,0,0,3,0,7,0,0,0,0,3,0,4,0,0,0,0,4,0,11,14,5,63,41,118,10,249
SAL20043,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,9,3,10,0,29
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SAL20046,23,54,10,7,0,166,44,14,79,27,22,0,190,3,0,8,3,6,0,28,4,0,12,0,15,0,35,0,7,19,10,6,0,42,184,90,442,159,253,23,1154
SAL20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4
SAL20048,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,16
SAL20049,11,17,5,0,0,49,8,9,23,9,13,0,70,0,0,8,0,10,0,13,6,0,0,7,7,0,11,0,0,4,0,9,0,16,67,30,123,92,197,18,530
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,15
SAL20052,0,0,0,0,0,5,0,0,6,3,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,35,9,78
SAL20053,23,90,22,25,0,182,29,37,111,134,169,15,503,0,3,7,3,10,0,25,0,0,9,8,66,0,82,0,3,0,6,34,16,60,116,88,400,363,981,102,2054
SAL20054,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,0,29
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,3,0,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,8,10,9,33,5,71
SAL20057,0,0,0,4,0,3,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,21,0,40
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20060,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,5
SAL20062,10,33,6,13,0,91,17,11,59,34,33,3,159,0,0,5,4,0,0,16,0,0,5,16,21,0,37,3,0,17,4,22,8,56,121,44,317,154,263,34,931
SAL20063,6,6,0,3,0,17,3,3,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,7,31,22,59,4,131
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4
SAL20065,0,0,0,0,0,3,0,0,0,0,6,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,12,27,3,51
SAL20066,59,145,27,17,8,388,207,56,337,53,30,18,699,13,3,67,26,13,0,116,13,3,36,20,31,0,97,28,4,89,14,9,12,164,1037,285,2301,458,360,95,4540
SAL20067,0,0,0,0,0,0,0,0,4,9,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,18,0,39
SAL20068,72,269,86,63,12,593,122,86,430,188,243,17,1081,5,3,17,18,24,0,73,15,0,24,39,101,6,188,6,0,30,17,47,16,117,440,229,1509,899,1633,103,4812
SAL20069,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,4,3,0,6,0,12
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SAL20071,0,5,5,0,0,10,6,0,9,6,0,0,21,0,0,0,0,0,0,3,0,0,0,5,8,0,10,0,0,6,0,4,0,7,11,4,47,46,59,4,172
SAL20072,3,9,0,0,0,22,0,3,0,7,3,0,19,0,0,3,0,0,0,8,0,0,0,0,3,0,5,0,0,0,0,0,0,0,17,17,58,22,55,3,172
SAL20073,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,20,0,33
SAL20074,20,53,13,15,0,109,16,25,62,31,56,9,196,0,0,6,3,3,0,7,0,4,6,6,19,0,37,0,0,0,0,8,3,19,45,56,217,127,364,20,830
SAL20075,98,314,57,44,11,747,265,122,447,89,100,24,1042,25,10,85,32,32,0,185,29,7,50,17,61,0,166,44,3,77,31,35,27,221,1298,476,2902,766,969,158,6574
SAL20076,3,0,0,3,0,9,0,0,11,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,15,8,31,15,22,0,91
SAL20077,60,183,25,9,4,384,113,52,240,52,29,9,508,8,6,28,5,6,0,55,11,0,39,14,17,0,85,12,15,51,21,21,4,132,680,270,1550,358,314,50,3220
SAL20078,34,128,30,15,3,330,89,29,192,53,59,9,435,7,3,22,10,9,0,54,6,0,25,16,24,0,77,18,0,54,10,16,15,113,588,177,1208,341,387,61,2768
SAL20079,62,188,36,31,8,408,59,43,164,58,71,8,403,8,6,26,5,18,0,54,5,3,21,20,39,0,95,4,4,37,23,33,15,110,346,178,1085,452,703,59,2822
SAL20080,26,130,31,43,0,277,47,28,140,69,69,5,363,0,0,8,11,14,0,35,3,0,5,12,44,3,81,6,0,27,12,27,6,81,248,93,826,423,692,69,2354
SAL20081,0,3,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,29,4,42
SAL20082,17,49,21,19,0,126,15,7,60,25,29,4,150,0,0,3,3,0,0,14,0,0,6,8,50,0,64,0,0,7,11,20,4,41,61,48,320,228,453,26,1142
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20085,0,0,0,0,0,3,0,0,0,4,5,0,7,0,0,0,0,0,0,5,0,0,0,0,5,0,9,0,0,0,0,0,0,4,4,0,12,12,37,0,69
SAL20086,0,16,7,7,0,35,5,0,13,19,9,0,50,0,0,3,4,4,0,11,0,0,3,0,6,0,9,0,4,5,0,3,0,10,25,21,78,80,165,7,375
SAL20087,4,12,0,4,0,20,0,5,12,18,21,0,63,0,0,4,0,0,0,7,0,0,0,0,8,0,15,0,0,0,4,3,5,12,14,13,56,47,151,13,294
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20089,57,187,43,39,6,415,86,35,247,88,90,20,559,13,0,18,9,15,0,55,6,4,33,23,78,11,148,16,3,71,21,42,20,171,442,172,1528,577,899,112,3731
SAL20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,16
SAL20091,4,19,12,9,0,53,4,0,12,11,14,0,41,0,0,4,0,0,0,6,0,0,5,0,5,0,4,0,0,3,0,7,0,13,21,12,77,45,156,5,320
SAL20092,3,15,0,0,0,21,3,0,14,9,3,0,31,0,0,0,0,0,0,3,0,0,4,0,3,0,4,0,0,0,0,7,0,9,13,8,48,32,72,6,172
SAL20093,7,14,11,8,0,41,5,3,18,13,15,0,55,0,0,3,0,0,0,4,0,0,4,0,11,0,11,0,0,0,0,4,0,13,14,17,86,49,162,6,341
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SAL20095,44,135,39,44,8,317,35,32,113,70,73,4,324,0,0,10,11,12,3,37,5,3,10,7,71,0,105,4,0,10,9,36,19,78,187,122,586,403,1041,66,2407
SAL20096,0,0,0,3,0,9,0,0,3,5,12,0,22,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,0,8,8,3,18,16,53,7,94
SAL20097,9,13,8,12,4,54,3,7,21,20,30,0,76,0,4,3,0,6,0,11,0,0,3,5,22,0,28,0,0,0,6,10,0,19,21,25,89,83,262,15,491
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL20099,0,0,0,0,0,5,3,0,8,0,11,0,28,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,10,0,24,18,65,0,118
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7
SAL20101,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,17
SAL20102,0,0,0,0,0,0,0,0,5,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,8,4,39
SAL20103,24,76,47,54,6,233,52,26,136,104,165,15,493,0,0,10,3,12,0,19,3,0,11,19,78,4,114,0,3,0,14,46,17,75,125,83,412,352,958,83,2004
SAL20104,5,0,0,0,0,12,0,0,10,3,5,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,24,8,22,0,67
SAL20105,29,123,29,26,0,319,88,40,164,41,30,10,376,11,10,31,13,10,0,71,8,4,36,22,22,0,94,14,3,51,13,13,7,96,534,181,1250,364,338,53,2719
SAL20106,0,0,0,0,0,3,0,0,6,0,5,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,3,19,3,34
SAL20107,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,10
SAL20108,31,42,15,22,0,128,16,10,48,32,46,10,159,0,0,6,0,12,0,14,0,0,5,7,25,0,35,4,0,8,4,14,6,35,64,72,233,168,487,45,1064
SAL20109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,15
SAL20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SAL20111,59,119,33,33,3,325,123,70,226,64,63,10,559,8,0,23,6,8,0,48,9,3,11,14,28,0,66,4,0,16,7,11,4,47,342,179,724,298,468,37,2051
SAL20112,42,105,21,33,9,244,59,35,134,64,86,14,387,8,6,21,3,6,0,42,7,0,7,13,33,0,58,0,0,10,7,22,8,39,195,120,543,265,596,49,1763
SAL20113,21,96,14,13,0,212,42,33,94,59,53,5,290,0,3,4,0,4,0,19,0,0,4,7,23,0,40,0,0,8,7,20,3,36,156,91,387,206,419,35,1286
SAL20114,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,3,6,0,22,6,30
SAL20115,0,0,0,0,0,3,0,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,3,5,0,10,4,4,15,14,40,4,77
SAL20116,0,3,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,15,4,13,0,46
SAL20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,11,0,26
SAL20118,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,20,7,54
SAL20119,3,3,0,0,0,10,0,0,6,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,11,48,3,83
SAL20120,23,64,8,12,4,133,16,14,46,32,13,6,126,6,0,9,3,6,0,24,0,0,6,0,11,0,16,0,0,4,4,6,0,27,80,50,303,149,260,30,867
SAL20121,5,13,0,0,0,25,0,0,10,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,6,16,7,54,11,35,6,126
SAL20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL20123,62,196,40,31,5,516,253,66,462,91,49,23,946,9,6,37,14,8,0,71,19,7,49,30,27,4,128,39,9,98,18,29,22,204,1185,295,2366,591,448,119,5000
SAL20124,120,337,45,38,6,819,367,115,713,144,86,32,1457,17,4,53,12,8,0,97,35,11,71,25,39,0,180,47,14,161,29,35,35,321,1713,512,3855,920,764,194,7957
SAL20125,0,9,0,0,0,13,0,0,10,4,8,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,4,0,0,3,5,0,37,25,74,3,146
SAL20126,0,0,0,0,0,3,0,6,3,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,11,11,53,0,83
SAL20127,0,3,0,0,0,5,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,8,13,0,44
SAL20128,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,0,22
SAL20129,6,4,0,9,0,24,0,0,15,8,6,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,4,9,0,4,13,11,50,53,169,7,299
SAL20130,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,0,20
SAL20131,0,5,5,0,0,5,0,0,7,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,4,0,3,3,0,22,25,46,9,100
SAL20132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,15,0,18
SAL20133,39,97,48,46,0,273,23,41,100,86,148,4,398,0,0,4,7,4,0,19,3,5,5,13,72,0,93,3,5,11,9,51,11,86,88,109,422,428,1120,64,2230
SAL20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9
SAL20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,10
SAL20136,26,50,14,9,5,133,23,25,80,49,57,6,230,0,0,5,0,0,0,4,0,0,8,9,23,0,42,0,0,3,4,16,0,27,60,76,235,202,494,23,1089
SAL20137,0,3,0,0,0,7,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,9,7,12,0,39
SAL20138,0,3,0,0,0,3,0,0,3,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,12,12,30,0,55
SAL20139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
SAL20140,0,0,5,0,0,5,5,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,11,3,17,8,19,4,56
SAL20141,10,13,4,0,0,30,11,0,11,10,6,0,42,3,0,3,0,0,0,9,0,0,0,0,5,0,0,0,0,5,4,0,5,12,29,14,51,26,51,3,182
SAL20142,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL20143,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,13
SAL20144,0,0,3,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,4,11,27,3,53
SAL20145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL20146,6,9,8,9,0,27,7,4,9,17,26,3,59,0,0,0,0,5,0,6,0,0,0,4,13,0,19,0,0,0,0,11,0,12,12,16,44,57,198,20,344
SAL20147,0,0,0,0,0,6,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,12,14,27,0,57
SAL20148,0,7,0,0,0,7,0,5,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,18,0,46
SAL20149,0,11,0,4,0,16,0,0,9,5,11,0,31,0,0,0,0,0,0,7,0,0,0,0,4,0,3,0,0,0,0,0,0,3,14,0,28,32,95,5,173
SAL20150,0,0,0,3,0,7,0,0,5,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,12,53,3,86
SAL20151,0,3,0,0,0,3,0,7,11,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,11,39,11,25,6,98
SAL20152,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5
