SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL20618,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,10,16,124,5,0,6,10,146
SAL20619,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,11,11,90,3,0,6,11,104
SAL20620,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,27,7,32,0,32,..,0,0,0,22,30,560,25,7,32,22,620
SAL20621,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,18,0,17,0,17,..,7,0,7,45,45,886,19,0,22,45,953
SAL20622,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,23
SAL20623,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,38,0,0,0,6,38
SAL20624,0,20,0,20,..,0,0,0,0,0,..,261,91,355,0,354,..,49,27,73,0,73,..,335,129,462,7,464,..,1422,421,1843,18,1860,..,33,16,48,215,262,1065,1457,435,1893,232,3193
SAL20625,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,9,86,0,0,0,5,94
SAL20626,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,8,6,11,0,11,..,0,0,0,18,18,102,8,6,11,18,134
SAL20627,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,22,0,24,..,0,0,0,20,20,268,23,0,22,21,308
SAL20628,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,13,13,199,11,0,11,13,229
SAL20629,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,25,0,0,0,11,30
SAL20630,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,13,0,0,0,5,18
SAL20631,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,8,0,8,..,28,3,32,0,32,..,0,0,0,22,20,260,30,3,29,22,311
SAL20632,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,29,0,0,0,6,42
SAL20633,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,16,0,16,..,0,0,0,11,13,186,16,0,20,11,220
SAL20634,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,33,0,0,0,0,33
SAL20635,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,10,0,0,0,0,10
SAL20636,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,165,0,0,0,6,171
SAL20637,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,83,3,0,3,0,88
SAL20638,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,3,3,124,3,0,3,3,131
SAL20639,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,5,14,0,14,..,44,5,53,0,50,..,9,0,9,74,78,1051,47,5,58,77,1181
SAL20640,11,86,0,86,..,22,6,32,3,32,..,48,19,69,0,69,..,87,52,138,0,138,..,1065,617,1686,15,1697,..,2449,898,3350,32,3380,..,87,28,113,1175,1282,10826,2536,928,3466,1207,15497
SAL20641,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,28,0,0,0,3,27
SAL20642,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,8,8,26,9,0,9,8,43
SAL20643,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,8,8,83,0,0,4,8,94
SAL20644,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,60,6,69,0,69,..,9,0,9,88,96,945,65,6,73,88,1108
SAL20645,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,21,21,131,10,0,10,21,161
SAL20646,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,3,0,3,..,0,0,0,0,0,..,3,4,9,0,9,..,0,0,0,41,41,310,3,4,9,41,358
SAL20647,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,18,0,0,0,0,17
SAL20648,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,52,3,53,0,55,..,6,0,6,143,144,1149,55,3,61,145,1352
SAL20649,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,115,0,0,0,3,119
SAL20650,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,47,0,0,0,6,50
SAL20651,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,54,0,0,0,3,53
SAL20652,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,3,3,66,0,0,4,3,70
SAL20653,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,17,0,0,0,5,20
SAL20654,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,16,0,16,0,16,..,0,0,0,14,16,574,14,0,18,14,609
SAL20655,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20656,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,32,0,0,0,3,33
SAL20657,0,4,0,4,..,12,0,12,0,12,..,4,0,4,0,4,..,17,0,24,0,24,..,64,9,68,0,68,..,470,58,524,4,527,..,26,0,24,401,425,5638,497,58,552,403,6593
SAL20658,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,31,0,0,0,3,34
SAL20659,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,43,43,347,3,0,3,43,389
SAL20660,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,5,55,0,0,0,3,62
SAL20661,29,455,12,473,..,95,36,132,0,131,..,2279,466,2743,17,2763,..,186,70,258,3,261,..,6159,2226,8387,96,8488,..,32238,5872,38115,432,38543,..,677,229,899,2852,3753,22878,32910,6095,39009,3293,65178
SAL20662,22,170,0,171,..,40,22,60,0,60,..,47,9,60,0,58,..,76,44,122,0,122,..,1351,367,1714,24,1739,..,5338,1046,6383,77,6458,..,130,36,169,1505,1675,13149,5472,1087,6552,1578,21281
SAL20663,44,447,3,449,..,31,12,45,0,45,..,41,10,53,0,53,..,60,15,71,0,73,..,2185,455,2640,40,2682,..,10389,1277,11664,139,11802,..,178,44,217,961,1181,11699,10561,1321,11884,1099,24679
SAL20664,30,647,7,657,..,50,12,65,0,68,..,97,18,115,0,119,..,118,33,153,0,153,..,2437,664,3103,53,3158,..,9676,1475,11156,136,11295,..,218,59,281,937,1219,12170,9897,1535,11435,1078,24683
SAL20665,0,21,0,21,..,0,0,5,0,5,..,5,0,5,0,5,..,4,0,7,0,7,..,104,12,119,0,119,..,552,74,629,9,636,..,9,0,13,118,131,2470,564,73,642,126,3241
SAL20666,27,306,3,310,..,47,11,63,0,63,..,63,16,76,0,78,..,85,40,125,0,125,..,1617,425,2049,31,2071,..,7433,1155,8590,90,8678,..,158,52,212,770,984,10308,7590,1203,8800,863,19969
SAL20667,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,35,0,0,0,0,34
SAL20668,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,39,3,0,3,0,39
SAL20669,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,153,3,0,3,0,162
SAL20670,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,14,0,14,..,35,3,37,0,37,..,212,24,240,0,236,..,4,0,4,73,87,1834,220,24,244,77,2158
SAL20671,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,6,0,6,..,0,0,0,9,9,162,9,0,6,9,176
SAL20672,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,97,13,105,0,105,..,7,0,9,303,309,2863,108,13,114,303,3279
SAL20673,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,57,0,0,0,0,55
SAL20674,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,29,4,31,0,31,..,74,9,84,0,84,..,9,0,9,169,178,3083,80,9,85,169,3343
SAL20675,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5
SAL20677,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,31,0,0,0,0,27
SAL20678,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,229,3,0,3,3,235
SAL20679,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,22,22,136,3,0,3,22,161
SAL20680,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,69,0,0,0,6,72
SAL20681,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,61,0,0,0,9,70
SAL20682,7,77,0,80,..,63,14,78,0,78,..,12,3,21,0,21,..,83,16,105,0,105,..,993,527,1522,26,1548,..,4239,1117,5354,55,5411,..,111,35,148,902,1054,22146,4349,1156,5502,955,28608
SAL20683,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,9,3,16,0,16,..,52,3,58,6,63,..,540,80,621,6,625,..,10,0,12,51,59,4161,548,78,629,54,4839
SAL20684,0,24,0,24,..,8,0,14,0,14,..,4,6,6,0,6,..,13,0,16,0,17,..,116,26,144,6,147,..,939,146,1077,20,1097,..,15,4,22,178,205,6789,953,147,1102,194,8092
SAL20685,0,15,0,15,..,11,0,11,0,11,..,0,0,0,0,0,..,24,3,21,0,21,..,81,32,108,3,117,..,594,113,706,9,716,..,15,5,19,120,142,3904,617,115,725,129,4759
SAL20686,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,15,0,0,0,0,15
SAL20687,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,9,..,17,0,20,0,20,..,5,0,5,10,14,276,20,0,20,10,311
SAL20688,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,58,58,198,3,0,3,58,254
SAL20689,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,80,0,0,0,9,86
SAL20690,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,29,0,0,0,0,31
SAL20691,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,36,0,0,0,0,36
SAL20692,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,8,8,71,4,0,4,8,81
SAL20693,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,15,0,0,0,0,15
SAL20694,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,10,0,0,0,0,10
SAL20695,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,20,0,0,0,4,25
SAL20696,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,111,0,0,0,12,125
SAL20697,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,3,0,3,0,3,..,65,4,72,5,74,..,253,25,274,4,280,..,14,0,14,119,129,3766,263,25,291,119,4175
SAL20698,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,20,0,0,0,0,20
SAL20699,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,7,58,3,0,3,5,69
SAL20700,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,23,5,21,0,21,..,3,0,3,23,26,348,24,5,24,23,398
SAL20701,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,10,..,0,0,0,17,17,374,7,0,7,18,403
SAL20702,3,19,0,19,..,15,5,17,0,17,..,1036,452,1489,7,1505,..,86,58,142,0,142,..,396,158,560,9,565,..,3427,1067,4495,46,4539,..,75,26,104,578,684,1544,3508,1099,4598,624,6762
SAL20703,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,13,0,11,..,0,0,0,29,29,105,11,0,13,30,142
SAL20704,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,45,0,0,0,11,57
SAL20705,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20706,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,0,29,0,29,..,0,0,0,54,57,760,31,0,31,54,843
SAL20707,182,1058,11,1069,..,38,19,57,0,57,..,249,55,306,0,306,..,416,239,650,7,656,..,6157,2143,8301,72,8373,..,15444,4367,19811,180,19991,..,408,206,615,2428,3046,7091,15853,4575,20430,2606,30127
SAL20708,105,700,13,714,..,23,10,33,0,32,..,106,34,149,4,148,..,621,264,881,11,885,..,1927,598,2526,16,2545,..,10120,2353,12475,106,12581,..,213,74,287,1216,1503,8465,10337,2426,12763,1319,22550
SAL20709,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,8,0,8,..,17,3,19,0,19,..,0,0,0,17,20,83,18,3,23,17,125
SAL20710,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,8,0,0,0,0,8
SAL20711,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,17,22,83,3,0,3,17,105
SAL20712,3,12,0,12,..,4,0,4,0,4,..,10,0,10,0,10,..,20,5,23,0,26,..,162,22,182,0,186,..,605,71,674,7,687,..,22,3,25,297,324,8172,625,76,703,306,9190
SAL20713,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,46,0,0,0,0,46
SAL20714,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,18,18,64,0,0,0,18,84
SAL20715,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,49,48,702,6,0,6,49,759
SAL20716,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,7,0,7,..,22,0,19,0,19,..,0,0,0,36,36,345,22,0,19,36,402
SAL20717,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,12,0,0,0,0,12
SAL20718,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,282,0,0,0,10,299
SAL20719,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,28,27,96,3,0,3,28,130
SAL20720,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,40,0,0,0,3,40
SAL20721,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,48,3,48,0,48,..,230,18,251,0,248,..,6,0,6,208,212,2316,238,18,260,204,2781
SAL20722,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,7,7,122,5,0,5,7,132
SAL20723,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,15,0,15,..,0,0,0,50,50,304,13,0,15,50,368
SAL20724,3,9,0,9,..,5,0,4,0,4,..,3,0,9,0,9,..,20,3,25,0,27,..,70,3,78,0,78,..,340,30,370,6,379,..,6,0,7,18,24,255,344,29,378,19,654
SAL20725,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,11,0,0,0,3,12
SAL20726,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,11,0,11,..,0,0,0,13,16,173,4,0,12,13,198
SAL20727,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,11,11,194,0,0,0,11,210
SAL20728,0,0,0,0,..,3,0,3,0,3,..,5,0,7,0,7,..,25,4,28,0,28,..,17,0,16,0,17,..,573,126,700,3,704,..,16,3,17,52,68,1327,589,129,718,54,2101
SAL20729,12,103,0,103,..,57,14,75,0,75,..,189,59,248,0,252,..,1717,920,2634,37,2674,..,1937,573,2517,33,2550,..,8130,2367,10499,109,10607,..,143,66,204,1221,1427,6112,8274,2433,10703,1327,18145
SAL20730,0,0,0,0,..,0,4,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,71,5,77,0,77,..,234,27,256,0,262,..,17,0,17,312,330,4820,249,28,276,309,5408
SAL20731,0,37,0,37,..,11,4,14,0,14,..,142,36,173,0,173,..,699,424,1121,6,1134,..,543,136,677,9,684,..,3659,1071,4727,32,4756,..,55,23,77,356,430,2891,3714,1094,4805,380,8077
SAL20732,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,13,0,0,0,0,13
SAL20733,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,31,3,0,3,0,37
SAL20734,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,4,5,29,5,0,5,4,41
SAL20735,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,19,0,0,0,0,19
SAL20736,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,0,23,..,0,0,0,57,60,374,30,0,30,57,453
SAL20737,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,13,4,14,0,16,..,48,23,65,0,67,..,8,0,5,97,100,1828,50,21,70,93,1994
SAL20738,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,12,12,131,4,0,4,12,148
SAL20739,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,19,0,0,0,0,18
SAL20741,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,3,..,7,0,7,6,8,..,0,0,0,89,86,570,8,0,8,90,664
SAL20742,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,51,0,0,0,6,57
SAL20743,3,30,0,30,..,13,5,19,0,19,..,43,3,46,0,46,..,969,393,1357,19,1376,..,847,150,995,9,1004,..,4203,840,5042,52,5086,..,79,18,100,349,444,3114,4278,855,5135,398,8651
SAL20744,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,4,..,0,0,0,10,10,91,10,0,10,6,99
SAL20745,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,16,0,16,0,16,..,0,0,0,30,31,338,15,0,15,30,386
SAL20746,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,31,31,164,8,0,8,31,208
SAL20747,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,18,0,0,0,0,14
SAL20748,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,50,12,57,0,57,..,148,38,187,0,189,..,5,0,5,121,130,1234,156,38,194,123,1551
SAL20749,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,7,0,7,..,0,0,0,25,25,321,9,0,7,25,352
SAL20750,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,14,14,127,10,0,10,14,151
