SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL20001,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,4
SAL20002,0,14,0,14,..,46,13,56,0,53,..,10,0,10,0,10,..,297,126,417,0,417,..,164,11,174,10,175,..,1804,305,2110,19,2130,..,26,5,32,483,516,6449,1830,310,2142,504,9088
SAL20003,0,0,0,0,..,3,0,3,0,3,..,32,7,33,0,33,..,59,8,79,0,78,..,81,3,86,4,89,..,743,64,806,7,813,..,15,0,12,100,114,3000,759,62,818,107,3925
SAL20004,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,7,0,0,0,0,7
SAL20005,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,9,9,137,3,0,4,9,146
SAL20006,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20007,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6,..,0,0,0,14,14,68,0,0,6,14,83
SAL20008,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,4,0,4,..,0,0,0,10,10,54,0,0,4,10,65
SAL20009,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,85,0,0,0,0,85
SAL20010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,55,0,0,0,6,61
SAL20011,19,137,4,136,..,10,0,10,0,15,..,45,9,49,0,49,..,133,56,191,0,195,..,694,84,783,14,793,..,4628,479,5113,65,5175,..,44,13,55,303,358,2449,4676,493,5171,363,7982
SAL20012,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20013,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,26,3,25,0,25,..,0,0,0,85,83,864,23,3,33,85,979
SAL20014,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,3,0,3,9,14,142,8,0,8,9,160
SAL20015,3,14,0,14,..,21,10,31,0,31,..,26,5,34,0,34,..,38,5,44,0,44,..,172,27,194,4,196,..,1817,299,2118,17,2133,..,27,4,26,207,240,5803,1845,300,2143,232,8173
SAL20016,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20017,4,36,0,39,..,22,0,20,0,20,..,68,18,90,0,90,..,814,578,1393,11,1409,..,548,206,755,7,757,..,2571,1069,3632,24,3662,..,41,24,59,317,372,1607,2605,1087,3695,341,5641
SAL20018,0,10,0,10,..,4,0,4,0,4,..,0,0,0,0,0,..,36,0,42,0,42,..,76,10,86,3,91,..,928,156,1087,9,1096,..,23,3,26,194,222,4725,948,161,1112,201,6044
SAL20019,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,4,8,0,8,..,0,0,0,16,16,271,3,4,6,16,297
SAL20020,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,7,69,0,0,0,3,76
SAL20021,18,55,0,55,..,14,4,12,0,12,..,8,6,15,0,15,..,209,113,326,4,328,..,403,68,470,4,474,..,1629,359,1988,17,2003,..,23,5,31,297,330,2003,1652,361,2016,315,4334
SAL20022,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,8,0,8,0,8,..,8,6,16,0,16,..,79,8,87,0,87,..,0,0,0,124,124,2586,79,11,91,124,2801
SAL20023,0,22,0,22,..,19,3,22,0,23,..,0,0,0,0,0,..,21,3,26,0,26,..,179,12,192,7,193,..,1336,139,1474,21,1495,..,36,0,37,360,396,9933,1368,141,1505,385,11822
SAL20024,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,24
SAL20025,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,7,0,7,..,12,0,8,0,8,..,0,0,0,11,11,70,12,0,8,11,96
SAL20026,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,57,0,0,0,3,61
SAL20027,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,4,..,0,0,0,36,36,254,8,0,8,34,297
SAL20028,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,8,0,8,..,22,0,27,0,27,..,0,0,4,74,74,1305,32,5,31,74,1410
SAL20029,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,13,13,170,8,0,8,13,185
SAL20030,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,18,18,154,0,0,0,14,168
SAL20031,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,8,0,8,0,8,..,0,0,0,24,24,161,8,0,8,24,195
SAL20032,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,31,0,0,0,0,31
SAL20033,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,56,0,0,0,4,66
SAL20034,0,3,0,4,..,3,0,3,0,3,..,4,0,4,0,4,..,37,9,47,0,47,..,64,4,70,8,75,..,887,116,1000,10,1009,..,16,0,19,183,202,4483,901,121,1018,195,5702
SAL20035,0,21,0,21,..,18,4,22,0,22,..,19,3,18,0,18,..,99,32,127,0,127,..,434,65,497,12,503,..,1992,245,2234,26,2254,..,36,3,38,477,517,8713,2025,251,2276,499,11490
SAL20036,0,27,0,27,..,43,12,52,0,52,..,32,10,35,0,35,..,379,174,554,6,564,..,889,114,1010,25,1027,..,4855,931,5785,70,5854,..,93,14,111,767,876,11752,4948,945,5896,834,18479
SAL20037,0,22,0,22,..,28,3,35,3,38,..,10,0,11,0,11,..,384,150,537,11,540,..,515,98,616,17,632,..,4396,1052,5443,53,5497,..,68,18,86,703,790,6679,4461,1068,5525,761,12962
SAL20038,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,17,17,123,3,0,3,17,141
SAL20039,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,50,0,0,0,14,63
SAL20040,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,4
SAL20041,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,4,9,..,0,0,0,7,7,207,4,0,4,14,223
SAL20042,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,8,0,8,..,11,0,11,0,13,..,29,5,36,3,35,..,0,0,0,56,56,646,29,5,36,61,734
SAL20043,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,83,0,0,0,6,99
SAL20044,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,26
SAL20045,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,16,0,0,0,10,31
SAL20046,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,4,29,0,29,..,97,8,105,5,109,..,0,0,0,186,186,2909,103,8,110,189,3208
SAL20047,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,39,0,0,0,0,40
SAL20048,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,48,0,0,0,3,53
SAL20049,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,24,0,29,0,29,..,147,18,164,0,165,..,8,0,8,188,188,1437,148,18,168,184,1790
SAL20050,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,12,0,0,0,0,12
SAL20051,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,34,0,0,0,0,38
SAL20052,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,45,45,286,0,0,0,45,329
SAL20053,0,3,0,3,..,5,0,5,0,5,..,6,0,5,0,5,..,11,4,15,0,15,..,84,10,91,5,95,..,448,77,526,8,530,..,24,0,20,1157,1177,6790,464,82,545,1160,8500
SAL20054,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,78,0,0,0,8,92
SAL20055,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,8,8,202,3,0,3,8,212
SAL20057,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,6,6,85,3,0,3,6,95
SAL20058,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,23
SAL20059,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,3,0,0,0,6,12
SAL20060,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,15,4,0,4,0,16
SAL20061,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,10,10,24,0,0,0,10,32
SAL20062,0,15,0,15,..,0,0,8,0,8,..,12,0,14,0,14,..,266,143,412,3,415,..,307,69,376,9,381,..,1155,339,1496,21,1515,..,10,4,20,285,306,1348,1171,347,1514,304,3170
SAL20063,0,0,0,0,..,0,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,54,19,70,0,70,..,5,0,5,60,62,361,58,19,72,60,497
SAL20064,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,11,0,0,0,3,18
SAL20065,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,9,0,9,..,0,0,0,48,48,215,8,0,9,48,272
SAL20066,0,14,0,18,..,37,4,42,0,40,..,16,0,12,0,12,..,47,3,51,0,51,..,180,11,191,8,203,..,1574,169,1743,24,1766,..,24,3,29,353,386,7214,1604,172,1773,375,9368
SAL20067,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,5,5,87,3,0,3,5,90
SAL20068,0,8,0,8,..,12,3,19,0,19,..,6,0,9,0,9,..,18,3,28,0,28,..,236,33,269,3,273,..,1386,122,1507,22,1531,..,39,0,39,304,341,9377,1422,122,1546,325,11247
SAL20069,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,53,0,0,0,0,56
SAL20070,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,19,0,0,0,0,19
SAL20071,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,14,0,14,0,14,..,0,0,0,26,26,436,14,0,14,26,478
SAL20072,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,17,0,16,0,16,..,0,0,0,14,14,382,17,0,16,14,414
SAL20073,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,88,0,0,0,8,93
SAL20074,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,46,27,78,0,75,..,146,37,184,0,182,..,4,0,8,107,116,2277,145,39,185,115,2571
SAL20075,0,23,0,23,..,30,8,39,0,39,..,56,9,63,0,66,..,342,119,459,8,465,..,580,122,708,17,724,..,3132,674,3812,45,3855,..,52,7,64,753,818,10523,3191,678,3871,798,15197
SAL20076,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,18,18,216,7,0,7,18,242
SAL20077,0,19,0,19,..,9,0,12,0,12,..,14,4,15,0,14,..,51,5,57,0,57,..,167,18,188,5,192,..,1526,262,1785,22,1806,..,67,0,69,184,253,5892,1594,263,1858,204,7952
SAL20078,0,28,0,30,..,16,0,16,0,16,..,4,3,10,0,10,..,55,14,68,0,68,..,158,27,181,7,186,..,2185,438,2619,20,2647,..,20,5,25,247,276,4233,2206,441,2650,271,7154
SAL20079,0,12,0,12,..,17,0,18,0,18,..,9,0,14,0,14,..,22,0,25,0,25,..,77,8,80,5,83,..,668,65,733,7,745,..,25,0,25,192,217,6323,696,65,762,201,7285
SAL20080,8,74,0,75,..,13,0,13,0,13,..,57,8,60,0,68,..,92,22,117,3,117,..,123,7,138,0,134,..,1497,213,1713,9,1723,..,23,0,27,119,142,4565,1523,220,1736,131,6427
SAL20081,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,19,19,133,0,0,0,19,147
SAL20082,0,0,0,0,..,5,0,10,0,10,..,107,6,116,0,119,..,13,8,19,0,19,..,121,17,134,0,134,..,840,83,919,0,922,..,17,0,16,68,90,2300,852,85,933,73,3309
SAL20083,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,3,0,0,0,3,3
SAL20084,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,5
SAL20085,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,7,11,0,11,..,3,0,3,0,3,..,41,9,47,0,47,..,4,0,4,15,23,185,44,9,53,15,255
SAL20086,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,6,4,0,4,..,8,0,8,0,8,..,32,6,36,0,36,..,9,0,9,29,36,1035,35,6,46,29,1112
SAL20087,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,17,0,17,0,17,..,0,3,9,104,105,1235,15,3,23,104,1356
SAL20088,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,8,0,0,0,0,8
SAL20089,0,36,0,36,..,24,3,31,0,31,..,47,7,55,0,55,..,640,193,839,5,839,..,400,39,442,0,446,..,4752,1034,5783,35,5822,..,76,13,93,377,470,6097,4825,1048,5877,416,12388
SAL20090,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,42,0,0,0,0,42
SAL20091,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,7,..,16,0,20,0,17,..,0,0,0,43,39,788,21,0,20,44,844
SAL20092,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,17,17,425,14,0,14,17,452
SAL20093,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,0,0,0,82,78,899,9,0,8,82,984
SAL20094,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,33,0,0,0,5,39
SAL20095,0,10,0,10,..,4,0,4,0,4,..,8,0,6,0,6,..,14,0,18,0,18,..,105,9,115,9,121,..,602,74,670,7,679,..,23,4,25,360,383,6750,618,77,692,366,7808
SAL20096,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,17,17,330,0,0,5,17,347
SAL20097,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,15,0,18,..,44,4,49,0,48,..,6,0,3,58,64,1490,49,10,51,63,1610
SAL20098,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,10,0,0,0,0,10
SAL20099,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,0,0,0,24,24,322,14,0,14,24,355
SAL20100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,28,0,0,0,7,39
SAL20101,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,51,0,0,0,0,56
SAL20102,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,8,9,106,12,0,12,8,120
SAL20103,3,21,0,24,..,9,22,29,0,29,..,0,0,0,0,0,..,26,23,48,0,48,..,30,10,36,4,41,..,403,94,503,8,505,..,29,12,38,586,619,6778,430,105,537,588,7905
SAL20104,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,25,0,25,0,25,..,4,0,4,14,13,135,28,0,28,14,180
SAL20105,0,6,0,6,..,11,0,9,0,9,..,7,0,9,0,9,..,17,5,21,0,21,..,225,15,242,5,252,..,1020,104,1125,15,1139,..,20,7,27,356,378,3873,1036,111,1151,362,5392
SAL20106,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,110,0,0,0,0,114
SAL20107,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,50,0,0,0,9,59
SAL20108,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,29,5,29,0,29,..,116,13,129,0,129,..,0,0,0,124,129,3129,117,13,132,124,3392
SAL20109,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,8,8,56,3,0,3,8,71
SAL20110,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,16,0,0,0,0,19
SAL20111,0,9,0,7,..,8,0,11,0,11,..,4,0,4,0,4,..,12,4,19,0,19,..,41,7,49,0,54,..,389,29,422,5,426,..,18,0,13,291,308,4646,405,34,440,293,5378
SAL20112,0,0,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,13,0,13,..,70,5,71,0,74,..,315,24,344,6,351,..,20,6,26,331,354,5228,340,34,366,338,5937
SAL20113,0,13,0,13,..,10,0,10,0,10,..,0,0,0,0,0,..,5,0,4,0,4,..,15,0,16,0,16,..,159,7,171,0,172,..,12,0,14,157,175,3695,169,14,187,158,4041
SAL20114,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,110,0,0,0,8,120
SAL20115,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,0,0,0,38,38,209,13,0,13,38,254
SAL20116,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,34,34,150,8,0,8,34,199
SAL20117,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,76,5,0,5,0,77
SAL20118,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,119,0,0,0,14,135
SAL20119,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,20,19,258,6,0,6,20,281
SAL20120,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,61,4,62,0,66,..,6,0,6,141,142,2164,64,4,67,141,2371
SAL20121,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,22,22,439,5,0,5,22,471
SAL20122,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,12,0,0,0,0,9
SAL20123,0,92,0,92,..,21,4,24,0,24,..,14,3,15,0,15,..,165,27,199,0,197,..,178,20,195,3,198,..,5007,1135,6143,43,6186,..,29,4,38,355,392,6912,5037,1146,6178,396,13495
SAL20124,3,148,0,148,..,29,3,37,0,37,..,47,0,51,0,48,..,350,52,401,0,401,..,243,25,272,8,280,..,8507,1579,10089,57,10143,..,69,11,83,448,532,10627,8579,1593,10166,508,21302
SAL20125,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,30,30,447,14,0,14,30,491
SAL20126,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,41,41,238,5,0,5,41,282
SAL20127,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,10,109,0,0,0,5,115
SAL20128,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,40,0,0,0,0,44
SAL20129,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,3,7,..,29,0,29,3,30,..,0,3,3,21,26,797,29,5,32,22,855
SAL20130,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,58,0,0,0,4,62
SAL20131,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,17,3,20,0,20,..,79,13,90,0,94,..,4,0,4,34,44,613,84,13,97,36,749
SAL20132,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,4,15,0,15,..,0,0,0,12,12,48,8,4,15,12,78
SAL20133,0,0,0,0,..,7,0,9,0,9,..,0,0,0,0,0,..,11,3,11,0,11,..,51,12,59,0,62,..,198,26,217,3,221,..,10,0,13,218,231,6015,205,24,231,223,6470
