SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL20019,..,0,0,4,6,10,20,8,0,55,..,0,4,3,7,4,3,0,0,20,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,6,4,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,9,3,4,21,0,0,0,0,0,0,0,0,0,0,26,8,13,7,19,17,30,12,4,138,..,0,4,4,12,15,17,4,0,54,..,0,3,7,0,8,0,0,0,21,..,0,0,5,4,0,0,0,0,8,25,..,..,..,..,..,..,..,..,25,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,6,0,6,..,0,0,0,0,0,0,0,0,0
SAL20020,..,0,0,0,0,4,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,3,5,3,3,4,0,0,33,..,0,0,0,3,0,5,0,0,8,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20021,..,3,121,172,82,78,84,43,10,592,..,4,92,46,19,10,9,3,0,181,..,0,7,5,10,5,6,10,0,44,317,..,..,..,..,..,..,..,..,317,..,53,..,..,..,..,..,..,..,53,..,53,45,18,9,4,3,0,0,129,..,37,41,9,8,11,7,0,0,122,..,24,49,8,7,3,3,0,0,93,..,53,113,39,19,18,3,4,0,265,..,10,51,60,58,48,69,36,12,338,6,3,7,5,8,0,6,0,0,27,319,243,520,368,222,190,187,94,25,2164,..,17,162,153,79,92,59,33,6,598,..,11,91,45,16,4,4,6,0,172,..,0,27,26,53,27,8,11,9,155,264,..,..,..,..,..,..,..,..,264,..,71,..,..,..,..,..,..,..,71,..,29,27,15,3,5,0,0,0,77,..,16,12,8,0,8,9,9,8,76,..,20,24,0,0,3,4,0,0,52
SAL20022,..,0,30,66,74,103,125,83,13,499,..,6,35,28,25,16,18,4,0,126,..,0,0,4,6,4,3,0,0,20,200,..,..,..,..,..,..,..,..,200,..,48,..,..,..,..,..,..,..,48,..,35,16,13,13,10,0,0,0,85,..,6,4,0,0,3,0,0,0,21,..,8,5,0,0,0,0,0,0,5,..,4,4,6,7,4,5,0,0,33,..,8,4,6,26,54,52,34,11,193,4,11,5,4,3,3,4,4,0,28,207,125,105,124,156,195,205,123,27,1264,..,3,31,75,82,110,135,54,4,497,..,18,31,32,26,17,10,0,0,128,..,3,10,15,22,19,7,13,3,90,191,..,..,..,..,..,..,..,..,191,..,48,..,..,..,..,..,..,..,48,..,23,10,10,6,0,3,0,0,45,..,0,0,0,0,0,7,3,0,14,..,0,0,0,4,0,0,0,0,5
SAL20023,..,10,201,509,480,361,327,183,28,2102,..,38,168,74,78,42,21,8,0,438,..,0,15,23,41,13,7,3,0,103,1358,..,..,..,..,..,..,..,..,1358,..,352,..,..,..,..,..,..,..,352,..,255,76,32,15,3,0,0,0,382,..,23,30,6,4,5,3,0,0,78,..,16,28,8,4,5,0,0,0,60,..,73,54,9,16,7,10,4,4,174,..,16,74,43,50,40,48,29,26,321,5,17,17,0,6,5,9,0,0,59,1366,796,658,706,683,495,433,236,56,5429,..,11,278,574,448,381,288,139,13,2130,..,57,157,86,66,41,22,5,0,434,..,19,73,152,172,46,18,9,8,496,1239,..,..,..,..,..,..,..,..,1239,..,345,..,..,..,..,..,..,..,345,..,172,45,18,7,3,0,0,0,250,..,22,9,7,0,21,22,8,7,102,..,23,15,0,0,0,0,0,0,44
SAL20024,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20025,..,0,0,6,0,7,3,3,0,16,..,0,0,4,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,3,0,5,10,7,3,7,0,40,..,0,0,4,7,0,0,0,0,14,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20026,..,0,0,0,6,5,5,0,0,10,..,0,0,0,0,6,0,0,0,5,..,0,0,0,0,0,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,9,6,0,0,32,..,0,0,0,5,7,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20027,..,0,0,8,22,17,14,9,0,68,..,0,0,0,0,0,0,0,0,7,..,0,0,5,0,0,0,0,0,6,30,..,..,..,..,..,..,..,..,30,..,5,..,..,..,..,..,..,..,5,..,0,4,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,30,9,3,20,30,17,16,12,0,134,..,0,3,18,17,17,10,8,0,71,..,0,0,3,0,0,0,0,0,4,..,0,0,0,4,0,0,0,0,3,25,..,..,..,..,..,..,..,..,25,..,8,..,..,..,..,..,..,..,8,..,5,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20028,..,0,20,44,49,77,59,22,4,277,..,10,19,16,10,8,4,0,0,61,..,0,7,0,0,3,0,4,0,13,122,..,..,..,..,..,..,..,..,122,..,19,..,..,..,..,..,..,..,19,..,31,11,8,4,4,0,0,0,56,..,3,0,4,3,4,0,0,0,15,..,0,5,0,5,0,0,0,0,11,..,0,5,0,8,0,0,0,0,6,..,0,7,8,11,10,17,8,0,52,0,0,0,0,0,0,0,0,0,6,127,62,67,73,90,96,87,29,6,642,..,0,23,54,71,55,55,14,0,283,..,6,26,13,9,3,3,0,0,62,..,0,0,16,16,6,3,5,0,40,134,..,..,..,..,..,..,..,..,134,..,26,..,..,..,..,..,..,..,26,..,30,8,5,3,0,0,0,0,41,..,0,0,0,0,5,5,0,5,13,..,3,4,0,0,0,0,0,0,3
SAL20029,..,0,0,0,11,10,4,0,0,35,..,0,5,5,0,0,3,0,0,10,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,3,0,0,0,7,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,18,4,5,12,16,21,10,0,0,87,..,0,3,5,11,10,0,0,0,34,..,0,0,4,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,5,12,..,..,..,..,..,..,..,..,12,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20030,..,0,0,4,10,4,10,0,0,31,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,4,..,..,..,..,..,..,..,4,..,5,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,4,3,0,12,0,0,0,0,0,0,0,0,0,4,12,14,0,6,16,13,16,9,0,82,..,0,8,3,8,6,8,0,0,31,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
SAL20031,..,0,0,8,10,7,10,0,0,37,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,8,..,..,..,..,..,..,..,8,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,16,8,3,4,18,13,16,4,0,80,..,0,0,3,12,7,4,4,0,36,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,5,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0
SAL20032,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,6,..,..,..,..,..,..,..,..,6,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20033,..,0,3,3,0,0,8,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,0,0,5,3,0,26,..,0,3,0,0,0,4,0,0,17,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20034,..,0,56,196,233,204,148,52,10,903,..,15,102,83,59,42,28,5,0,332,..,0,0,11,15,13,0,4,3,50,431,..,..,..,..,..,..,..,..,431,..,170,..,..,..,..,..,..,..,170,..,60,58,6,20,8,0,0,0,157,..,8,4,0,3,12,4,3,5,31,..,3,19,4,0,0,0,0,0,24,..,32,86,29,10,5,5,3,0,171,..,0,49,52,42,39,37,19,7,241,0,3,14,0,4,3,0,5,0,35,434,303,395,373,375,326,226,87,28,2554,..,0,94,203,229,229,130,33,6,923,..,22,122,68,51,45,19,4,0,331,..,0,5,20,49,25,10,11,8,127,396,..,..,..,..,..,..,..,..,396,..,185,..,..,..,..,..,..,..,185,..,46,40,4,4,6,0,0,0,97,..,9,15,3,4,5,0,4,9,45,..,9,12,6,0,4,3,0,0,34
SAL20035,..,5,149,502,446,361,286,216,63,2017,..,14,205,170,106,74,30,9,0,615,..,0,3,17,30,17,11,8,5,102,944,..,..,..,..,..,..,..,..,944,..,218,..,..,..,..,..,..,..,218,..,130,102,50,29,24,0,0,0,335,..,12,8,11,8,6,14,15,7,80,..,12,7,11,0,9,5,0,0,39,..,8,38,27,29,22,16,7,0,142,..,10,52,84,116,121,116,71,41,615,11,10,9,14,11,4,5,0,0,67,953,420,578,880,775,634,494,326,119,5173,..,0,239,544,422,340,297,160,37,2034,..,19,230,172,102,58,22,5,0,606,..,0,32,80,111,68,33,25,22,380,944,..,..,..,..,..,..,..,..,944,..,276,..,..,..,..,..,..,..,276,..,99,78,25,23,17,5,0,0,249,..,14,16,11,9,15,28,9,10,114,..,4,11,0,0,3,0,0,0,24
SAL20036,..,6,294,669,617,711,607,266,56,3231,..,24,274,185,117,96,34,15,0,740,..,0,4,37,44,46,31,13,6,176,1444,..,..,..,..,..,..,..,..,1444,..,422,..,..,..,..,..,..,..,422,..,342,353,128,87,34,5,0,0,949,..,51,62,22,24,26,23,7,3,217,..,10,27,10,16,7,8,6,0,79,..,22,90,37,23,31,25,7,0,248,..,11,102,119,165,208,146,59,29,829,20,21,14,7,14,5,10,0,3,100,1465,912,1227,1211,1109,1161,886,372,98,8443,..,16,388,726,652,737,544,168,27,3267,..,61,296,183,112,81,28,0,0,771,..,14,79,167,218,153,92,54,33,815,1405,..,..,..,..,..,..,..,..,1405,..,432,..,..,..,..,..,..,..,432,..,241,246,64,34,14,8,0,0,607,..,42,29,17,32,51,56,33,16,270,..,22,16,3,4,5,5,0,0,59
SAL20037,..,6,254,592,370,245,244,270,101,2078,..,24,258,165,77,41,13,0,0,584,..,0,3,13,41,24,11,4,14,115,1221,..,..,..,..,..,..,..,..,1221,..,237,..,..,..,..,..,..,..,237,..,186,164,61,83,33,8,0,0,533,..,31,44,21,18,14,18,11,9,174,..,11,49,10,10,7,5,5,0,91,..,19,89,27,22,15,8,9,0,187,..,11,62,75,87,99,80,51,47,517,11,9,18,3,4,10,9,8,3,72,1234,529,937,980,708,489,401,356,174,5808,..,22,364,582,358,211,271,229,42,2084,..,44,254,162,80,29,10,0,0,581,..,3,40,110,121,90,44,42,38,503,1219,..,..,..,..,..,..,..,..,1219,..,295,..,..,..,..,..,..,..,295,..,134,127,32,39,23,11,0,0,367,..,16,21,8,22,21,30,37,14,166,..,14,22,3,3,0,0,0,0,47
SAL20038,..,0,3,6,0,8,0,4,0,19,..,0,3,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,..,0,0,0,0,7,5,0,4,14,0,0,0,0,0,0,0,0,0,5,11,4,3,3,4,17,8,4,4,62,..,0,0,4,0,10,0,5,0,17,..,0,3,0,0,0,0,0,0,7,..,0,0,6,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20039,..,0,0,0,0,6,6,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,9,4,0,0,24,..,0,0,0,0,8,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20040,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20041,..,0,0,6,0,10,11,5,0,47,..,0,0,0,4,6,0,0,0,12,..,0,0,0,0,0,0,0,0,4,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,7,3,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,9,9,3,9,12,19,23,9,5,104,..,0,3,5,8,8,13,3,0,48,..,0,0,0,0,4,0,0,0,14,..,0,0,0,0,3,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20042,..,0,13,24,34,40,37,3,7,156,..,0,7,9,7,10,0,0,0,34,..,0,0,0,0,0,0,0,0,0,75,..,..,..,..,..,..,..,..,75,..,11,..,..,..,..,..,..,..,11,..,7,12,3,0,0,0,0,0,22,..,0,0,0,0,0,4,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,0,0,0,4,..,0,0,0,5,9,5,0,4,28,0,0,5,0,4,0,0,0,0,11,75,29,30,34,49,60,49,11,8,341,..,0,14,38,37,40,31,9,0,157,..,3,9,6,13,6,0,0,0,36,..,0,5,7,3,0,0,0,0,10,66,..,..,..,..,..,..,..,..,66,..,21,..,..,..,..,..,..,..,21,..,8,12,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL20043,..,0,0,0,0,8,10,4,0,24,..,0,6,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,11,8,3,0,46,..,0,0,0,7,5,13,0,0,26,..,0,4,0,4,0,0,0,0,6,..,0,0,4,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20044,..,0,0,3,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,0,0,3,0,0,13,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL20045,..,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
