SAL_CODE_2021,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SAL22208,..,685,685,1094,73,1159,1112,20,1133,1389,10,1400,1018,0,1023,907,0,913,5526,783,6308
SAL22209,..,9,9,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,12,17
SAL22210,..,4,4,37,0,37,11,0,11,13,0,13,5,0,5,0,0,0,62,4,66
SAL22211,..,19,19,37,0,38,3,0,3,4,0,4,0,0,0,3,0,3,45,23,68
SAL22212,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,3,0,3,8,3,15
SAL22213,..,4,4,9,0,9,5,0,5,0,0,0,0,0,0,3,0,3,19,4,24
SAL22214,..,62,62,84,0,85,31,0,31,19,0,19,13,0,13,3,0,3,145,65,213
SAL22215,..,249,249,203,17,217,59,0,61,47,0,47,22,0,22,8,0,8,341,265,602
SAL22216,..,6,6,11,0,11,7,0,7,4,0,4,0,0,0,0,0,0,22,6,27
SAL22217,..,320,320,383,14,398,128,4,126,118,0,118,61,0,61,12,0,12,704,339,1044
SAL22218,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22219,..,23,23,53,0,53,17,0,17,13,0,13,8,0,8,5,0,5,90,27,119
SAL22220,..,1127,1127,1400,94,1494,463,9,475,411,0,416,154,0,162,53,0,53,2491,1234,3724
SAL22221,..,5,5,6,0,8,0,0,0,0,0,0,3,0,3,0,0,0,8,0,13
SAL22222,..,675,675,1099,39,1141,283,4,285,293,0,293,105,0,105,29,0,29,1813,717,2529
SAL22223,..,8,8,8,0,9,3,0,3,3,0,3,0,0,0,0,0,0,19,14,30
SAL22224,..,80,80,109,7,116,34,0,33,41,0,41,13,0,13,10,0,10,210,87,295
SAL22225,..,8,8,13,0,13,4,0,4,7,0,7,0,0,0,0,0,0,27,8,35
SAL22226,..,1932,1932,1875,134,2007,763,19,788,651,3,654,286,0,291,116,0,117,3694,2094,5786
SAL22227,..,3,3,6,0,6,0,0,0,4,0,4,0,0,0,0,0,0,13,8,15
SAL22228,..,6,6,9,0,9,3,0,3,4,0,4,0,0,0,0,0,0,18,6,29
SAL22229,..,208,208,270,14,287,81,0,81,75,0,75,20,0,20,12,0,12,458,218,681
SAL22230,..,21,21,21,5,27,0,0,0,0,0,0,0,0,0,0,0,0,32,31,58
SAL22231,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SAL22232,..,165,165,575,14,586,331,4,334,439,0,439,153,0,153,41,0,41,1536,185,1723
SAL22233,..,11,11,15,0,15,5,0,5,0,0,4,0,0,0,0,0,0,23,16,42
SAL22234,..,1276,1276,1374,61,1442,549,11,560,678,0,681,259,0,259,45,0,45,2906,1353,4266
SAL22235,..,15,15,31,0,28,5,0,5,8,0,8,3,0,3,6,0,6,56,15,72
SAL22236,..,45,45,55,6,54,15,0,15,10,0,10,4,0,4,0,0,0,83,48,134
SAL22237,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22238,..,51,51,83,0,83,25,0,25,24,0,26,8,0,8,12,0,12,159,48,209
SAL22239,..,58,58,141,6,147,69,0,69,66,0,69,14,0,14,3,0,3,297,61,359
SAL22240,..,8,8,11,0,8,5,0,4,0,4,4,0,0,0,0,0,0,13,17,34
SAL22241,..,49,49,96,10,100,36,0,36,40,0,41,24,0,24,18,0,18,209,59,274
SAL22242,..,360,360,552,36,587,440,10,450,436,9,444,161,0,161,68,0,66,1654,414,2074
SAL22243,..,7,7,16,0,16,0,0,0,10,0,10,0,0,0,0,0,0,29,7,39
SAL22244,..,13,13,34,3,33,12,0,7,14,0,14,8,0,8,3,0,3,70,14,83
SAL22245,..,12,12,38,0,39,12,0,12,6,0,6,7,0,7,3,0,3,61,18,73
SAL22246,..,98,98,97,4,101,26,3,26,21,0,19,11,0,11,5,0,5,161,104,268
SAL22247,..,258,258,451,30,484,359,4,362,381,0,381,134,0,132,47,0,47,1362,295,1657
SAL22248,..,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6
SAL22249,..,2420,2420,2097,207,2306,1110,32,1139,936,5,942,286,3,287,92,0,92,4521,2668,7191
SAL22250,..,165,165,275,11,292,136,0,141,140,0,137,39,0,38,13,0,13,604,185,785
SAL22251,..,58,58,60,3,66,26,0,26,13,0,13,11,0,11,0,0,0,104,60,159
SAL22252,..,6,6,29,0,29,4,0,4,13,0,13,3,0,3,0,0,0,52,6,54
SAL22253,..,10,10,15,0,15,4,0,4,9,0,9,9,0,9,0,0,0,37,10,47
SAL22254,..,21,21,25,0,29,11,0,16,14,0,14,3,0,3,4,0,4,59,25,88
SAL22255,..,1680,1680,1348,145,1492,568,25,591,387,4,388,167,6,171,86,3,82,2553,1849,4402
SAL22256,..,530,530,668,82,744,350,58,403,304,12,314,76,0,75,14,0,12,1401,677,2085
SAL22257,..,33,33,86,0,90,20,0,20,44,0,44,18,0,18,11,0,11,181,35,212
SAL22258,..,76,76,164,15,178,105,0,104,131,0,131,41,0,41,18,0,18,452,95,546
SAL22259,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22260,..,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7
SAL22261,..,18,18,32,0,38,6,0,6,7,0,7,10,0,10,3,0,3,62,19,81
SAL22262,..,10,10,18,0,18,4,0,4,3,0,3,4,0,4,4,0,4,30,9,40
SAL22263,..,129,129,262,8,272,139,0,140,175,0,175,92,0,92,35,0,35,700,145,842
SAL22264,..,37,37,89,3,91,50,0,52,58,0,58,18,0,18,17,0,17,224,45,274
SAL22265,..,910,910,874,66,938,353,18,377,264,9,270,118,0,118,48,7,57,1659,1011,2668
SAL22266,..,8,8,31,0,31,12,0,12,11,0,11,9,0,9,4,0,4,56,11,69
SAL22267,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SAL22268,..,4,4,24,4,23,0,0,0,12,0,12,3,0,3,0,0,0,40,8,49
SAL22269,..,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16
SAL22270,..,4,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10
SAL22271,..,19,19,69,4,75,11,0,11,27,0,27,13,0,13,10,0,10,122,25,148
SAL22272,..,15,15,35,0,33,17,0,17,21,0,21,6,0,6,4,0,4,78,15,93
SAL22273,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
SAL22274,..,17,17,9,0,9,0,0,0,4,0,4,9,0,9,0,0,0,20,17,30
SAL22275,..,3774,3774,3546,314,3862,1646,109,1751,1411,33,1440,642,12,658,461,8,471,7704,4250,11952
SAL22276,..,53,53,120,6,125,50,5,56,77,0,77,32,0,35,16,0,16,306,65,376
SAL22277,..,59,59,98,14,111,91,5,94,162,3,165,96,0,96,45,0,45,487,78,570
SAL22278,..,19,19,37,6,41,21,0,21,14,0,14,5,0,5,6,0,6,81,22,106
SAL22279,..,76,76,125,0,128,24,0,24,27,0,27,3,0,3,3,0,3,186,78,265
SAL22280,..,3,3,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,6,3,8
SAL22281,..,67,67,124,10,135,58,0,58,77,0,77,53,0,53,26,0,26,340,74,416
SAL22282,..,47,47,58,0,58,7,0,8,12,0,12,0,0,0,0,0,0,81,52,132
SAL22283,..,38,38,72,7,79,27,0,26,34,0,34,22,0,22,7,0,7,158,45,201
SAL22284,..,6,6,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,6,18
SAL22285,..,9,9,9,4,10,5,0,5,0,0,0,3,0,3,0,0,0,23,8,25
SAL22286,..,33,33,45,3,51,13,0,13,6,0,6,0,0,0,0,0,0,69,33,103
SAL22287,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SAL22288,..,5,5,11,0,11,3,0,3,6,0,6,0,0,0,0,0,0,20,5,26
SAL22289,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9
SAL22290,..,114,114,81,6,89,20,0,20,18,0,18,13,0,13,5,0,5,137,117,256
SAL22291,..,455,455,707,52,759,546,11,553,591,0,593,242,0,242,99,0,99,2188,518,2704
SAL22292,..,0,0,6,0,6,0,0,0,6,0,6,0,0,0,0,0,0,12,0,13
SAL22293,..,37,37,45,0,53,6,0,6,7,0,7,7,0,7,5,0,5,69,42,107
SAL22294,..,47,47,44,6,51,11,0,11,15,0,15,7,0,7,0,0,0,78,52,132
SAL22295,..,16,16,40,0,40,23,0,23,22,0,22,8,0,8,7,0,7,100,16,116
SAL22296,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12
SAL22297,..,14,14,11,0,11,0,0,0,6,0,6,0,0,0,0,0,0,16,14,23
SAL22298,..,64,64,176,8,182,102,0,104,121,6,121,53,0,53,39,0,39,481,76,559
SAL22299,..,79,79,139,6,147,61,0,61,74,0,74,29,0,29,19,0,19,327,85,409
SAL22300,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22301,..,78,78,121,0,125,49,0,49,42,0,42,14,0,14,4,0,4,227,86,315
SAL22302,..,474,474,346,53,395,156,9,164,133,3,140,52,0,52,16,0,16,704,536,1244
SAL22303,..,173,173,278,3,280,78,0,79,101,0,101,39,0,39,9,0,9,512,177,686
SAL22304,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22305,..,1015,1015,1378,57,1434,710,7,715,746,0,750,286,0,286,114,0,116,3231,1084,4322
SAL22306,..,268,268,409,5,418,73,0,74,53,0,53,18,0,18,10,0,10,558,282,839
SAL22307,..,65,65,56,8,63,24,0,27,13,0,13,10,0,10,0,0,0,106,74,181
SAL22308,..,140,140,121,25,146,55,3,59,53,4,59,16,0,20,4,0,4,249,172,427
SAL22309,..,275,275,258,22,279,123,3,131,152,3,157,39,0,39,3,0,3,578,302,879
SAL22310,..,2391,2391,1774,236,2013,540,63,607,394,15,415,100,3,104,22,0,22,2832,2712,5547
SAL22311,..,1264,1264,1945,122,2058,1558,19,1575,2036,12,2050,772,0,779,304,5,307,6616,1416,8033
SAL22312,..,9,9,16,0,16,7,0,7,3,0,3,7,0,7,3,0,3,36,9,48
SAL22313,..,6,6,8,0,8,4,0,4,4,0,4,0,0,0,0,0,0,20,6,23
SAL22314,..,6452,6452,3972,866,4843,893,185,1078,501,41,538,124,4,127,46,0,45,5532,7554,13082
SAL22315,..,5107,5107,3880,1145,5027,967,312,1274,353,55,412,51,3,57,11,3,17,5261,6630,11894
SAL22316,..,9,9,19,0,19,9,0,9,0,0,0,0,0,0,3,0,3,37,9,42
SAL22317,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,4,15
SAL22318,..,6,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,6,21
SAL22319,..,257,257,307,28,331,184,9,195,197,3,196,51,3,51,24,0,27,761,296,1058
SAL22320,..,427,427,399,27,422,161,5,167,151,0,152,78,0,79,27,0,27,813,462,1275
SAL22321,..,20,20,31,0,31,6,0,6,12,0,12,4,0,4,3,0,3,55,20,73
SAL22322,..,10,10,11,0,11,3,0,3,4,0,4,0,0,0,4,0,4,30,10,39
SAL22323,..,3,3,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,10,3,14
SAL22324,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22325,..,10,10,19,3,27,8,0,7,16,0,16,3,0,3,0,0,0,52,12,62
SAL22326,..,33,33,56,4,59,12,0,12,21,0,21,7,0,7,6,0,6,99,34,134
SAL22327,..,10,10,18,0,18,5,0,5,12,0,12,8,0,8,3,0,3,48,10,55
SAL22328,..,1577,1577,1659,233,1888,1255,114,1366,1102,68,1166,558,45,598,538,32,566,5112,2055,7165
SAL22329,..,675,675,837,85,924,747,22,769,685,23,704,417,4,421,349,13,361,3041,819,3858
SAL22330,..,2892,2892,3185,316,3504,2127,174,2300,1802,101,1901,926,34,967,807,10,820,8846,3531,12379
SAL22331,..,611,611,639,51,693,279,3,283,260,0,267,105,0,105,36,0,36,1323,672,1997
SAL22332,..,57,57,141,5,146,74,0,74,70,0,70,35,0,39,19,0,19,327,66,398
SAL22333,..,84,84,107,5,109,50,0,50,62,0,62,27,0,27,3,0,3,252,87,343
SAL22334,..,445,445,338,22,360,96,4,100,94,0,94,40,0,40,14,0,14,576,466,1042
SAL22335,..,5,5,13,0,14,0,0,0,7,0,7,3,0,3,0,0,0,26,14,33
SAL22336,..,6,6,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,5,14
SAL22337,..,4,4,6,0,6,0,0,0,5,0,5,9,0,9,0,0,0,13,4,16
SAL22338,..,0,0,8,0,11,9,0,9,3,0,3,3,0,3,0,0,0,18,6,21
SAL22339,..,195,195,309,7,316,173,0,176,220,0,220,76,0,76,17,0,17,794,205,1006
SAL22340,..,3,3,8,0,8,0,0,0,0,0,0,5,0,5,0,0,0,11,3,16
SAL22341,..,3,3,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,11,3,14
SAL22342,..,16,16,21,5,27,7,0,7,8,0,8,0,0,0,0,0,0,34,16,49
SAL22343,..,5469,5469,2884,680,3565,707,130,834,363,35,397,88,5,91,14,6,15,4052,6316,10372
SAL22344,..,2233,2233,1498,341,1837,529,100,632,401,32,432,152,10,165,199,5,203,2782,2726,5508
SAL22345,..,677,677,366,62,422,129,8,141,122,4,122,38,0,39,5,0,5,658,755,1410
SAL22346,..,466,466,717,36,749,168,0,169,114,0,113,40,0,40,22,0,22,1055,506,1562
SAL22347,..,8,8,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,11,8,22
SAL22348,..,22,22,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,22,29
SAL22349,..,18,18,43,0,43,10,0,10,21,0,21,12,0,12,3,0,3,96,18,110
SAL22350,..,115,115,137,8,139,34,0,34,29,0,29,21,0,21,12,0,12,232,124,353
SAL22351,..,35,35,67,0,69,20,0,20,15,0,15,8,0,8,0,0,0,117,41,154
SAL22352,..,5,5,14,0,17,7,0,7,3,0,3,4,0,4,3,0,3,33,4,37
SAL22353,..,6,6,5,0,5,4,0,4,3,0,3,0,0,0,0,0,0,13,6,16
SAL22354,..,915,915,892,62,951,300,11,313,230,9,236,110,0,115,56,0,53,1579,1008,2584
SAL22355,..,10,10,27,0,27,20,0,20,16,0,16,11,0,11,0,0,0,76,10,86
SAL22356,..,6,6,8,0,8,4,0,4,0,0,0,0,0,0,0,0,0,19,6,25
SAL22357,..,15,15,12,0,12,0,0,0,6,0,6,0,0,0,3,0,3,22,15,38
SAL22358,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22359,..,3,3,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,13,3,18
SAL22360,..,4,4,6,0,7,0,0,0,4,0,4,4,0,4,0,0,0,9,3,13
SAL22361,..,3,3,10,0,10,3,0,3,6,0,6,0,0,0,0,0,0,18,3,23
SAL22362,..,0,0,3,0,6,0,0,0,3,0,3,4,0,4,0,0,0,11,3,13
SAL22363,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22364,..,22,22,33,0,37,12,0,12,16,0,16,10,0,10,6,0,6,81,23,109
SAL22365,..,4,4,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,9,23
SAL22366,..,23,23,34,0,34,11,0,8,7,0,7,3,0,3,3,0,3,52,22,77
SAL22367,..,6,6,17,0,17,8,0,8,5,0,5,0,0,0,0,0,0,29,11,37
SAL22368,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22369,..,290,290,419,17,438,148,0,146,181,0,181,67,0,67,34,0,34,842,304,1151
SAL22370,..,26,26,23,5,24,4,0,4,10,0,10,0,0,0,5,0,5,38,28,65
SAL22371,..,10,10,22,0,22,8,0,8,7,0,7,0,0,0,4,0,4,43,9,49
SAL22372,..,46,46,62,3,64,12,0,12,13,0,13,5,0,5,3,0,3,94,51,141
SAL22373,..,709,709,825,29,858,306,12,313,270,8,278,123,3,125,50,0,50,1575,765,2337
SAL22374,..,10,10,25,0,23,4,0,4,3,0,3,12,0,12,3,0,3,45,11,59
SAL22375,..,11,11,16,5,16,9,0,9,16,0,16,7,0,7,4,0,4,43,19,58
SAL22376,..,266,266,721,21,750,385,5,393,502,5,505,233,0,233,85,0,85,1931,302,2230
SAL22377,..,4,4,12,0,12,9,0,9,8,0,8,0,0,0,0,0,0,24,4,36
SAL22378,..,9,9,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,9,11
SAL22379,..,94,94,108,7,117,45,0,47,58,0,58,37,0,37,19,0,19,260,99,362
SAL22380,..,599,599,852,35,894,482,11,492,732,0,735,284,4,287,74,0,74,2431,652,3086
SAL22381,..,61,61,116,7,122,61,0,66,74,0,78,32,0,35,7,0,7,297,75,370
SAL22382,..,114,114,291,25,319,275,0,279,270,0,276,128,0,125,77,0,77,1045,147,1190
SAL22383,..,17,17,23,0,25,4,0,4,0,0,0,8,0,8,5,0,5,41,16,55
SAL22384,..,7,7,14,0,14,0,0,0,8,0,8,0,0,0,0,0,0,24,7,36
SAL22385,..,18,18,10,5,14,10,0,10,0,0,0,0,0,0,0,0,0,20,15,38
SAL22386,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL22387,..,4,4,27,0,27,16,0,17,8,0,8,6,0,6,7,0,7,62,6,72
SAL22388,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SAL22389,..,14,14,32,0,36,11,0,11,13,0,13,6,0,6,3,0,3,69,11,84
SAL22390,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22391,..,3092,3092,4327,269,4595,2485,37,2523,2541,8,2552,983,0,991,362,0,365,10703,3413,14118
SAL22392,..,19,19,44,0,40,19,0,19,27,0,27,7,0,7,7,0,7,100,18,120
SAL22393,..,41,41,37,4,42,11,0,11,17,0,17,6,0,6,3,0,3,79,46,123
SAL22394,..,70,70,58,9,65,24,0,24,22,0,22,17,0,17,8,0,8,122,78,203
SAL22395,..,857,857,863,143,1004,564,49,612,472,39,507,221,13,232,130,10,136,2249,1116,3365
SAL22396,..,856,856,900,108,1011,649,47,693,679,29,702,308,19,325,259,3,263,2797,1067,3862
SAL22397,..,1337,1337,1729,153,1877,1061,66,1127,1019,25,1049,433,21,447,362,22,384,4602,1618,6214
SAL22398,..,79,79,96,4,102,34,0,36,35,3,35,17,0,17,0,0,0,175,89,261
SAL22399,..,1161,1161,1517,78,1593,765,31,796,960,20,982,378,7,386,91,0,92,3703,1300,5003
SAL22400,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9
SAL22401,..,0,0,13,0,13,8,0,9,4,0,4,5,0,5,0,0,0,32,4,37
SAL22402,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22403,..,10,10,31,0,31,3,0,3,12,0,12,0,0,0,0,0,0,50,10,56
SAL22404,..,24,24,11,0,11,0,0,0,9,0,9,3,0,3,0,0,0,24,24,49
SAL22405,..,1332,1332,1434,108,1540,582,26,606,500,7,511,255,0,256,100,0,100,2869,1479,4348
SAL22406,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22407,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22408,..,6,6,18,4,17,10,0,10,4,0,4,6,0,6,0,0,0,35,12,46
SAL22409,..,79,79,146,0,149,43,0,44,40,0,40,16,0,16,11,0,11,253,80,337
SAL22410,..,27,27,34,0,41,17,0,17,3,0,3,8,0,8,0,0,0,66,29,91
SAL22411,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SAL22412,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,6
SAL22413,..,38,38,34,0,32,11,0,11,10,0,10,5,0,5,4,0,4,59,36,96
SAL22414,..,689,689,920,61,983,660,14,674,676,13,682,288,4,291,139,0,136,2678,784,3462
SAL22415,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3
SAL22416,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22417,..,16,16,18,0,19,8,0,8,3,0,3,3,0,3,0,0,0,42,16,55
SAL22418,..,0,0,7,0,7,0,0,0,4,0,4,0,0,0,0,0,0,15,0,18
SAL22419,..,38,38,63,0,68,20,0,20,24,0,22,5,0,5,3,0,3,110,36,154
SAL22420,..,5,5,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,15,5,12
SAL22421,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL22422,..,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10
SAL22423,..,93,93,81,5,84,16,0,16,16,0,16,4,0,4,5,0,5,118,96,216
SAL22424,..,16,16,43,0,39,8,0,8,14,0,14,7,0,7,0,0,0,76,14,92
SAL22425,..,10,10,9,0,11,3,0,3,4,0,4,0,0,0,0,0,0,21,11,34
SAL22426,..,156,156,172,6,175,49,0,56,40,0,40,18,0,18,17,0,17,300,160,455
SAL22427,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,16,0,11
SAL22428,..,7,7,27,0,27,0,0,0,7,0,7,0,0,0,0,0,0,40,7,49
SAL22429,..,22,22,28,0,27,10,0,10,9,0,9,6,0,6,0,0,0,54,21,71
SAL22430,..,61,61,118,0,121,44,4,50,34,0,34,14,0,14,4,0,4,224,64,289
SAL22431,..,39,39,62,0,59,32,0,32,31,0,31,20,0,20,8,0,8,147,41,188
SAL22432,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12
SAL22433,..,23,23,53,0,61,16,0,16,12,0,12,13,0,13,7,0,7,97,26,121
SAL22434,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL22435,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22436,..,14,14,15,0,16,4,0,4,6,0,6,4,0,4,0,0,0,33,12,51
SAL22437,..,7,7,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,7,18
SAL22438,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SAL22439,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,9,0,12
SAL22440,..,0,0,5,0,5,3,0,3,0,0,0,0,0,0,3,0,3,18,0,18
SAL22441,..,53,53,96,5,100,55,0,55,64,0,64,33,0,33,6,0,6,254,56,307
SAL22442,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22443,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL22444,..,44,44,70,4,71,38,0,38,28,0,28,19,0,19,0,0,0,150,46,195
SAL22445,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8
SAL22446,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL22447,..,55,55,79,4,86,25,0,29,24,0,24,3,0,3,5,0,5,144,69,208
SAL22448,..,7,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
SAL22449,..,3,3,0,0,0,4,0,4,4,0,4,0,0,0,0,0,0,7,3,7
SAL22450,..,35,35,23,0,27,6,0,6,4,0,4,0,0,0,0,0,0,39,31,69
SAL22451,..,1586,1586,2665,234,2898,3428,123,3549,4173,108,4285,1775,43,1815,1385,13,1402,13431,2111,15542
SAL22452,..,9,9,13,0,14,6,0,6,8,0,8,0,0,0,0,0,0,24,10,43
SAL22453,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13
SAL22454,..,0,0,12,0,19,3,0,3,4,0,4,0,0,0,0,0,0,26,3,29
SAL22455,..,0,0,3,0,3,0,0,0,5,0,5,0,0,0,0,0,0,13,0,14
SAL22456,..,12,12,20,0,20,0,0,0,5,0,5,0,0,0,0,0,0,21,12,36
SAL22457,..,4,4,12,0,13,0,0,0,5,0,5,0,0,0,0,0,0,17,4,23
SAL22458,..,31,31,57,0,61,18,0,18,24,0,24,9,0,9,6,0,6,116,37,148
SAL22459,..,3,3,9,0,9,4,0,4,0,0,0,0,0,0,0,0,0,13,3,12
SAL22460,..,9,9,9,0,9,0,0,0,5,0,5,0,0,0,0,0,0,14,9,24
SAL22461,..,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SAL22462,..,28,28,50,0,54,14,0,19,13,0,13,8,0,8,0,0,0,98,24,127
SAL22463,..,8,8,9,0,9,3,0,3,0,0,0,0,0,0,4,0,4,17,8,27
SAL22464,..,3,3,6,0,6,5,0,5,5,0,5,0,0,0,0,0,0,18,3,19
SAL22465,..,50,50,94,3,96,16,0,16,10,0,10,16,0,16,7,0,7,140,52,190
SAL22466,..,28,28,54,0,54,9,0,9,19,0,19,8,0,8,0,0,0,89,28,117
SAL22467,..,558,558,652,35,688,249,3,257,248,0,248,109,0,109,34,0,35,1295,610,1907
SAL22468,..,0,0,16,0,16,4,0,4,11,0,11,3,0,3,0,0,0,36,0,42
SAL22469,..,14,14,10,0,8,4,0,4,7,0,7,9,0,9,0,0,0,28,14,44
SAL22470,..,65,65,95,4,97,20,0,20,28,0,28,14,0,14,5,0,5,159,68,223
SAL22471,..,128,128,174,10,177,36,0,39,45,0,45,17,0,17,4,0,4,276,132,409
SAL22472,..,16,16,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,10,16,27
SAL22473,..,378,378,774,31,805,765,3,770,1420,0,1420,605,0,606,309,0,309,3872,415,4281
SAL22474,..,678,678,1465,43,1507,1013,4,1011,1159,0,1159,455,0,451,171,0,175,4250,739,4989
SAL22475,..,3,3,9,0,11,0,0,0,8,0,8,4,0,4,0,0,0,16,3,19
SAL22476,..,194,194,246,9,254,128,3,134,131,0,138,58,0,58,12,0,12,576,210,788
SAL22477,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL22478,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SAL22479,..,83,83,211,6,221,134,0,138,171,0,171,77,0,77,35,0,35,626,91,718
SAL22480,..,6,6,10,0,10,4,0,4,5,0,5,3,0,3,0,0,0,24,6,25
SAL22481,..,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,7,0,10
SAL22482,..,3,3,3,3,5,0,0,0,4,0,4,0,0,0,0,0,0,8,4,14
SAL22483,..,966,966,1835,59,1892,1065,12,1071,1127,3,1125,462,0,465,199,0,199,4682,1033,5717
SAL22484,..,976,976,1590,56,1648,964,17,977,979,10,994,336,4,335,109,4,110,3974,1066,5040
SAL22485,..,5,5,5,0,8,5,0,5,0,0,0,4,0,4,0,0,0,14,5,21
