SAL_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
SAL20014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,7,0,4,0,0,0,3,0,21
SAL20015,0,0,0,107,3,0,0,0,0,3,0,0,0,0,14,22,0,0,0,3,0,0,0,0,0,4,9,17,253,17,5,80,19,56,3,53,12,308,25,840
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,4,11,15,41,18,0,27,3,47,0,44,5,207,25,414
SAL20018,0,20,0,238,0,0,0,0,0,0,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,12,172,32,3,78,17,69,0,59,7,203,27,671
SAL20019,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,8,0,3,0,4,0,29,0,49
SAL20020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7
SAL20021,0,0,0,40,0,0,0,0,0,6,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,5,3,9,116,22,3,58,8,55,5,23,6,118,20,423
SAL20022,0,0,0,6,0,0,0,0,0,0,0,0,0,3,13,21,0,0,0,0,0,0,0,0,0,7,0,8,42,15,3,43,6,21,0,29,11,179,15,378
SAL20023,0,3,0,77,0,0,0,0,0,0,0,0,0,0,30,36,0,0,0,0,0,0,0,0,0,8,0,9,220,38,4,162,20,81,8,62,7,436,38,1082
SAL20024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,16
SAL20026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,12
SAL20027,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,5,0,11,0,8,0,40
SAL20028,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,11,0,0,3,0,0,0,0,0,0,0,0,3,33,15,3,29,5,23,5,10,0,54,12,186
SAL20029,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,0,0,0,0,0,3,0,23
SAL20030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,12,0,15
SAL20031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,0,0,10,3,25
SAL20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,8
SAL20034,0,8,0,142,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,0,0,0,0,0,0,184,35,4,85,12,45,6,51,9,128,27,576
SAL20035,0,3,0,197,0,0,0,0,0,3,0,0,0,4,36,44,5,0,0,4,0,0,0,5,0,12,0,15,340,50,11,186,31,123,13,70,8,441,42,1328
SAL20036,0,3,5,110,0,0,0,0,0,0,0,0,0,4,39,49,5,0,0,0,0,0,0,0,0,17,26,47,377,56,8,220,36,196,9,116,33,671,73,1791
SAL20037,0,6,0,145,0,0,0,3,0,0,0,0,0,8,28,39,6,0,0,0,0,0,0,0,0,13,8,28,348,40,4,140,25,88,3,39,14,425,51,1170
SAL20038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,10
SAL20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,9,0,3,0,3,5,13,3,39
SAL20042,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,3,4,9,0,13,0,11,5,26,0,83
SAL20043,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,0,8,0,24
SAL20044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
SAL20045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20046,0,8,0,70,0,0,0,0,0,0,0,0,0,0,13,16,0,0,0,0,0,0,0,0,0,7,0,9,61,40,0,58,8,30,4,54,10,208,19,494
SAL20047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,9
SAL20049,0,4,0,17,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,3,4,24,29,4,27,4,19,8,13,8,83,8,231
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7
SAL20052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,13,0,3,0,3,0,7,0,48
SAL20053,0,0,0,38,0,0,0,0,0,3,0,0,0,6,44,56,0,0,0,0,0,0,0,0,0,8,11,20,157,48,10,112,16,67,15,71,14,384,57,952
SAL20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,0,16
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,8,0,10,4,29
SAL20057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14
SAL20058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20062,0,0,0,13,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,3,4,66,14,4,34,4,29,6,20,0,67,11,248
SAL20063,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,11,0,5,0,6,4,15,0,47
SAL20064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5
SAL20065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,15,0,31
SAL20066,0,47,0,380,3,0,0,0,4,0,0,0,0,0,31,36,0,0,0,4,0,0,0,0,0,4,3,12,432,71,8,165,23,94,12,94,12,250,32,1192
SAL20067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,14
SAL20068,0,0,0,72,0,0,0,0,0,0,0,0,0,0,24,26,0,0,0,0,0,0,0,0,0,0,5,5,345,71,5,219,20,74,14,47,9,160,30,987
SAL20069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,10
SAL20070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20071,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,10,0,10,0,6,0,21,0,67
SAL20072,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,8,0,4,0,6,0,23,0,60
SAL20073,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,9
SAL20074,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,6,0,7,47,10,8,48,9,17,3,24,3,115,8,287
SAL20075,0,8,0,350,0,0,0,0,0,0,0,0,0,0,31,35,0,0,0,0,0,0,0,0,0,11,4,17,483,70,10,252,28,121,13,95,17,324,47,1464
SAL20076,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,3,0,6,0,26
SAL20077,0,7,0,146,0,0,0,0,0,0,0,0,0,4,13,18,0,0,0,0,0,0,0,0,0,4,3,3,133,29,0,76,10,68,0,56,10,214,18,619
SAL20078,0,6,0,94,0,0,0,0,0,0,0,0,0,4,14,17,0,0,0,0,0,0,0,0,0,0,0,4,181,31,6,74,21,62,3,59,7,191,17,635
SAL20079,4,3,0,105,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0,0,0,0,4,0,8,149,23,6,72,17,57,10,45,11,232,20,634
SAL20080,0,0,0,41,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,4,0,10,101,29,3,59,9,61,5,42,9,232,14,557
SAL20081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,0,6,0,16
SAL20082,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,48,15,5,30,5,38,0,15,3,88,6,247
SAL20083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,19
SAL20086,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,0,25,5,14,7,20,9,55,8,154
SAL20087,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,5,25,9,3,14,0,11,0,9,6,84,3,177
SAL20088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20089,0,8,0,92,0,0,0,0,0,0,0,0,0,4,24,29,0,0,0,4,0,0,0,0,0,8,10,31,197,45,10,108,18,87,4,72,18,647,46,1260
SAL20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,7
SAL20091,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,18,0,10,0,3,0,34,3,101
SAL20092,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,8,3,0,0,5,0,23,0,46
SAL20093,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,19,0,5,0,6,0,31,5,96
SAL20094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SAL20095,0,3,0,61,0,0,0,0,0,0,0,0,0,4,27,36,3,0,0,0,0,0,0,0,0,3,5,12,189,26,8,102,21,77,6,62,3,367,43,900
SAL20096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,12,0,5,0,3,0,16,0,49
SAL20097,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,5,21,16,3,37,3,17,3,16,0,69,4,196
SAL20098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,6,0,0,7,3,23,6,57
SAL20100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,6
SAL20101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,10
SAL20102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,0,7,0,19
SAL20103,0,8,0,27,0,0,0,0,0,0,0,0,0,9,34,44,0,0,0,0,0,0,0,0,0,10,5,26,107,46,6,105,13,56,16,70,18,366,50,845
SAL20104,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,4,0,0,0,0,0,4,0,12
SAL20105,0,4,0,153,0,0,0,0,0,0,0,0,0,0,11,18,0,0,0,0,0,0,0,0,0,0,4,6,244,38,4,125,18,40,11,28,4,71,18,600
SAL20106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9
SAL20107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL20108,0,0,0,33,0,0,0,0,0,0,0,0,0,3,17,23,0,0,0,0,0,0,0,0,0,0,3,14,88,20,3,51,6,47,0,27,5,143,26,411
SAL20109,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20111,0,0,0,71,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,3,4,8,124,42,3,86,17,58,7,46,7,150,13,551
SAL20112,0,0,0,26,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,7,0,11,111,39,4,101,7,51,12,66,15,224,29,652
SAL20113,0,6,0,35,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,0,0,0,0,0,0,0,0,86,26,8,66,3,39,3,30,6,177,17,446
SAL20114,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,15
SAL20115,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,9,0,3,0,3,0,12,0,38
SAL20116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,6,0,3,0,3,0,20
SAL20117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,13
SAL20118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,21
SAL20119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,7,0,0,0,3,0,12,0,38
SAL20120,0,6,0,30,0,0,0,0,0,3,0,3,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0,3,38,21,0,33,5,25,4,21,10,133,12,305
SAL20121,0,3,0,6,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,0,6,0,12,0,42,8,91
SAL20122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20123,0,41,0,197,0,0,0,0,0,0,0,0,0,3,28,36,0,0,0,0,0,0,0,0,0,4,5,6,181,76,6,142,16,105,5,113,14,545,37,1239
SAL20124,0,42,0,275,0,0,0,0,0,0,0,0,0,7,49,55,0,0,0,0,0,0,0,0,0,5,5,21,210,79,3,176,17,150,16,156,20,739,61,1638
SAL20125,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,23,3,4,12,0,9,0,0,0,17,0,65
SAL20126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,4,5,0,0,0,11,0,34
SAL20127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,3,0,7,0,16
SAL20128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,3,5,5,0,0,0,10,5,47
SAL20130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL20131,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,3,0,6,0,3,0,87,9,116
SAL20132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6
SAL20133,0,0,0,35,0,0,0,0,0,0,0,0,0,0,21,25,0,0,0,0,0,0,0,6,0,4,3,15,132,27,8,85,17,42,3,39,7,215,27,598
SAL20134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
SAL20135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
SAL20136,0,4,0,19,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,0,0,0,0,4,68,10,0,54,9,36,7,24,3,122,12,341
SAL20137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,5,0,17
SAL20138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,9,3,34
SAL20139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL20140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,10,3,26
SAL20141,0,0,0,13,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,3,3,11,4,0,4,0,3,0,16,0,21,4,71
SAL20142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SAL20143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,9
SAL20144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,14,0,28
SAL20145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,5,31,3,10,0,7,0,29,3,118
SAL20147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,3,5,26
SAL20148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8
