SAL_CODE_2021,P_Oth_scs_15_19,P_Oth_scs_20_24,P_Oth_scs_25_34,P_Oth_scs_35_44,P_Oth_scs_45_54,P_Oth_scs_55_64,P_Oth_scs_65_74,P_Oth_scs_75_84,P_Oth_scs_85ov,P_Oth_scs_Tot,P_ID_NS_15_19,P_ID_NS_20_24,P_ID_NS_25_34,P_ID_NS_35_44,P_ID_NS_45_54,P_ID_NS_55_64,P_ID_NS_65_74,P_ID_NS_75_84,P_ID_NS_85ov,P_ID_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL20736,4,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,25,21,39,49,42,31,14,6,0,227
SAL20737,4,7,21,14,10,3,0,0,0,51,3,5,4,0,0,0,0,0,0,18,99,98,245,227,225,123,37,0,0,1052
SAL20738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,3,14,17,11,9,4,0,65
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11
SAL20741,0,0,3,0,3,4,0,0,0,12,0,0,0,0,0,4,0,0,0,6,14,8,33,45,59,69,16,0,0,249
SAL20742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,9,5,0,33
SAL20743,0,7,44,43,27,12,4,0,0,133,3,17,69,73,46,23,0,0,0,232,174,286,874,1415,840,358,57,4,0,4011
SAL20744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,10,9,8,4,0,42
SAL20745,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,11,15,26,25,50,14,7,0,149
SAL20746,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,5,0,12,9,17,22,15,7,0,78
SAL20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,12
SAL20748,0,4,11,7,8,6,4,0,0,48,0,0,12,4,5,18,3,0,0,45,40,66,125,125,183,153,41,3,0,736
SAL20749,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,9,8,22,28,37,35,9,0,0,152
SAL20750,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,6,17,18,8,15,3,0,78
SAL20751,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,12,9,11,18,28,25,11,0,0,112
SAL20752,15,22,47,50,61,56,3,0,0,261,11,33,53,52,68,57,18,3,0,288,476,696,1208,1407,1675,1303,264,29,0,7063
SAL20753,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,9,4,8,15,5,0,4,0,43
SAL20754,3,13,53,26,22,15,5,0,0,130,7,16,30,29,21,19,0,0,0,127,90,252,1108,733,442,355,84,8,0,3062
SAL20755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,9,5,0,0,42
SAL20756,0,5,5,0,0,4,0,0,0,10,0,0,4,0,0,6,5,3,0,23,31,34,111,104,127,164,34,9,0,618
SAL20757,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,4,25,7,19,19,9,4,5,93
SAL20758,9,9,25,44,66,50,14,5,0,230,4,12,38,37,53,56,13,5,0,209,321,424,705,1121,1327,999,310,45,6,5263
SAL20759,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,3,10,8,5,8,4,0,49
SAL20760,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,9,8,18,15,24,9,0,0,0,92
SAL20761,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,11,8,3,12,22,21,3,3,0,85
SAL20762,0,0,0,0,5,6,3,0,0,14,0,0,0,0,0,0,0,0,0,9,8,11,28,26,26,47,23,8,0,176
SAL20763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,12
SAL20764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,22,21,0,3,0,65
SAL20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,13,9,3,0,0,33
SAL20766,0,14,105,43,24,27,10,0,0,226,4,34,191,75,42,16,5,3,0,372,71,822,4400,2192,1018,706,210,24,0,9443
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,10
SAL20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,9,4,0,0,29
SAL20769,0,4,5,0,3,4,0,0,0,17,0,0,0,0,8,7,0,0,0,12,14,23,39,55,68,69,23,0,0,287
SAL20770,0,0,4,3,0,7,6,0,0,21,0,0,4,0,8,7,0,3,0,25,32,38,85,95,119,135,56,12,0,566
SAL20771,9,41,100,83,75,61,20,3,0,396,4,40,159,150,106,70,21,6,0,558,365,1114,2991,2617,2163,1672,508,99,6,11549
SAL20772,12,27,83,116,127,102,28,9,0,505,13,51,153,186,142,103,27,7,5,685,545,1212,2646,3587,2952,2358,679,102,15,14104
SAL20773,0,0,21,9,0,3,0,0,0,37,0,8,31,15,0,0,0,0,0,58,20,104,485,324,87,48,11,0,0,1077
SAL20774,9,8,30,54,54,51,17,6,0,229,10,29,44,60,64,43,20,3,0,285,336,562,851,1235,1462,1081,358,64,0,5957
SAL20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10
SAL20776,4,0,4,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,9,9,19,18,35,46,5,3,0,139
SAL20777,0,5,3,0,3,0,0,0,0,9,0,0,0,0,3,3,0,0,0,8,5,11,15,30,41,45,10,5,0,161
SAL20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,7,0,0,0,0,24
SAL20779,21,34,148,174,122,54,12,0,0,561,18,30,110,168,100,42,3,4,0,475,762,1047,3063,4235,2949,1386,314,31,0,13782
SAL20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,12
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,8,12,14,0,0,44
SAL20783,0,16,39,44,16,16,3,0,0,133,12,39,97,79,58,45,5,0,0,336,103,364,1122,880,580,378,86,5,0,3515
SAL20784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,6,3,0,0,0,34
SAL20785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,14
SAL20786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,7,6,0,0,0,48
SAL20787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,3,7,11,0,0,23
SAL20788,9,5,23,18,30,27,10,0,0,132,0,4,22,21,31,29,18,7,0,127,138,210,486,514,665,531,215,32,4,2787
SAL20789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,7
SAL20790,9,35,84,52,54,54,15,7,0,313,11,23,57,56,62,53,6,3,0,277,391,585,1668,1343,1309,1088,303,42,7,6732
SAL20791,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,3,10,18,11,31,20,8,0,0,99
SAL20792,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,12,10,15,23,51,51,14,0,0,189
SAL20793,0,0,0,4,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,7,9,14,19,20,47,59,27,7,0,196
SAL20794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,8,0,7,0,17
SAL20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,5,3,18,17,17,16,4,0,82
SAL20796,0,0,0,4,0,0,0,0,0,11,0,0,0,4,3,4,0,0,0,16,13,23,37,45,74,64,38,7,0,297
SAL20797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,8,4,5,0,0,21
SAL20798,0,0,0,3,6,0,0,0,0,7,0,0,7,0,7,0,0,0,0,13,6,8,17,22,51,28,6,0,0,135
SAL20799,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,11,3,4,7,17,25,21,11,3,0,101
SAL20800,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,3,3,7,14,13,24,9,4,0,85
SAL20801,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,4,0,0,17
SAL20802,5,12,15,16,12,17,4,0,0,83,0,7,9,21,12,17,0,0,0,77,149,165,278,386,467,450,133,15,0,2054
SAL20803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,9,6,0,0,0,30
SAL20804,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,6,13,33,34,39,45,27,0,0,199
SAL20805,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,4,10,4,14,12,5,0,0,50
SAL20806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,3,0,0,17
SAL20807,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,8,3,5,14,0,0,0,35
SAL20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,13,4,0,0,30
SAL20809,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,5,10,14,66,66,82,54,55,9,0,358
SAL20810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,0,0,0,20
SAL20811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
SAL20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,11,14,13,34,29,8,3,0,135
SAL20813,0,0,4,0,0,3,0,0,0,8,4,0,0,0,4,4,0,0,0,12,11,17,29,30,65,70,23,0,0,241
SAL20814,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,10,12,5,4,9,0,39
SAL20815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
SAL20816,0,0,0,6,0,0,3,0,0,6,0,0,0,0,5,0,0,0,0,3,15,12,15,57,67,34,12,0,0,210
SAL20817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5,5,6,12,0,0,34
SAL20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,13
SAL20819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20820,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,9,5,7,7,10,7,0,0,44
SAL20821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,5,0,0,7
SAL20822,0,0,3,4,3,8,4,0,0,27,0,0,3,0,0,4,0,0,0,13,27,38,78,71,105,150,41,7,0,508
SAL20823,9,22,32,17,15,9,6,0,0,101,8,6,27,20,17,22,9,0,0,103,153,241,523,413,493,435,128,9,0,2386
SAL20824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SAL20825,4,5,10,12,13,9,5,0,0,59,0,11,17,21,15,9,6,0,0,73,106,202,331,343,458,445,167,30,0,2092
SAL20826,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,13,8,5,0,39
SAL20827,0,4,3,0,6,0,6,0,0,15,0,4,3,6,11,8,3,0,0,33,26,52,80,58,110,98,30,9,0,469
SAL20828,0,0,9,5,6,9,3,0,0,35,0,6,4,0,5,13,0,0,0,26,52,92,267,171,185,178,61,12,0,1015
SAL20829,4,7,12,9,3,17,10,0,0,62,0,8,13,14,19,7,0,0,0,57,123,215,511,426,463,385,88,4,0,2202
SAL20830,0,4,17,24,16,22,9,0,0,91,0,3,19,24,14,16,6,9,0,85,35,208,1002,649,431,451,233,58,5,3078
SAL20831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,99,63,13,0,0,0,0,0,192
SAL20832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,12,15,0,0,0,35
SAL20833,0,0,3,0,10,4,0,0,0,21,0,4,6,5,7,6,3,0,0,34,18,19,68,68,100,88,36,3,0,397
SAL20834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,8,0,0,19
SAL20835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9
SAL20836,0,3,9,4,8,10,0,0,0,30,0,0,0,7,9,3,8,3,0,37,100,83,203,229,263,205,53,9,0,1146
SAL20837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,10,15,15,8,0,0,61
SAL20838,16,26,67,48,58,73,20,0,0,304,13,19,41,35,61,54,13,5,0,237,488,599,1293,1242,1450,1351,386,42,6,6861
SAL20839,0,0,8,3,6,3,0,0,0,13,0,0,6,0,7,0,0,0,0,9,33,15,34,43,86,64,26,0,0,302
SAL20840,0,0,5,0,3,0,0,0,0,12,0,0,0,0,4,0,0,0,0,14,22,17,36,32,74,57,17,3,0,248
SAL20841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,13,31,21,18,27,13,5,0,127
SAL20842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,4,4,3,11,13,12,3,0,0,54
SAL20843,0,0,6,4,7,0,0,0,0,24,0,0,8,7,8,7,0,0,0,33,42,51,67,112,175,125,23,8,0,605
SAL20844,0,0,4,5,4,3,0,0,0,11,0,0,4,0,3,4,0,0,0,12,20,13,70,68,76,91,35,4,4,385
SAL20845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,13,13,10,10,0,0,51
SAL20846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,11,4,0,0,34
SAL20847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,15,14,11,5,0,59
SAL20848,4,15,27,27,25,15,4,0,0,122,0,7,36,33,37,17,4,0,0,141,137,241,714,860,803,535,115,12,0,3412
SAL20849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,13,26,17,11,0,0,87
SAL20850,0,4,5,0,3,0,0,0,0,12,0,0,0,0,6,4,4,0,0,13,10,22,59,57,81,100,23,0,0,353
SAL20851,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,9,3,19,25,26,22,0,0,0,108
SAL20852,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,12,5,18,27,47,35,8,0,0,157
SAL20853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,4,0,0,0,26
SAL20854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,6,0,0,0,28
SAL20855,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,5,12,5,11,17,9,5,0,0,57
SAL20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20857,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,20,34,28,14,7,0,0,110
SAL20858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,17,16,11,18,3,3,0,94
SAL20859,0,8,10,18,11,16,3,0,0,71,10,7,7,7,18,7,3,0,0,59,170,134,270,363,396,326,83,8,0,1751
SAL20860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,7,15,11,29,31,7,5,0,121
SAL20861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,6,6,14,16,13,0,0,62
SAL20862,3,0,6,0,0,7,5,0,0,18,0,0,3,0,0,11,0,0,0,13,14,21,55,36,62,72,23,7,0,292
SAL20863,0,5,0,0,4,3,0,0,0,10,0,0,4,3,0,0,3,0,0,11,11,16,46,57,67,74,32,0,0,306
SAL20864,3,14,49,30,40,24,14,0,0,167,3,17,76,57,49,26,16,3,4,248,217,460,1627,1313,1225,834,333,48,6,6051
SAL20865,18,35,42,67,77,78,15,0,0,335,12,21,45,69,93,64,17,7,0,325,580,817,1239,1988,2571,1915,610,85,0,9808
SAL20866,5,14,22,22,32,26,3,0,0,121,7,5,10,23,36,24,11,0,0,122,202,314,499,731,927,776,233,14,0,3692
SAL20867,8,21,78,72,61,41,11,0,0,292,4,22,112,115,70,40,17,0,0,380,199,545,2809,2336,1935,1218,343,40,3,9438
SAL20868,7,15,25,32,30,25,10,0,0,138,0,10,14,39,31,32,8,0,0,144,181,264,432,635,768,599,156,16,0,3053
SAL20869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,14
SAL20870,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,12,13,20,15,42,51,49,12,0,0,205
SAL20871,11,34,90,91,95,77,26,0,0,421,19,74,149,158,98,118,32,3,0,654,439,999,2442,2518,2094,2042,564,36,0,11135
SAL20872,0,0,7,0,5,0,0,0,0,10,0,0,5,0,4,0,0,0,0,12,11,8,57,61,79,44,10,0,0,274
SAL20873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,9
SAL20874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20875,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,12,4,3,10,4,13,21,9,8,0,71
SAL20876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,6,4,0,0,18
SAL20877,0,0,0,3,3,3,0,0,0,12,0,3,7,0,0,8,0,0,0,12,20,30,59,70,93,78,10,0,0,369
SAL20878,11,39,154,147,133,84,26,3,0,588,23,87,240,228,174,121,22,3,0,892,587,1447,3737,3965,2849,1990,433,23,0,15040
SAL20879,0,12,25,24,23,12,9,0,0,104,5,13,19,26,15,4,0,0,0,80,145,222,700,605,434,291,64,3,0,2473
SAL20880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,8,3,5,0,0,37
SAL20881,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,6,10,8,27,24,3,6,0,95
SAL20882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,15,18,22,34,11,0,0,111
SAL20884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,9
SAL20885,8,26,94,66,70,43,20,8,0,333,19,38,101,110,112,55,22,3,3,454,526,1264,2756,2498,2516,1809,516,56,3,11941
SAL20886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,8
SAL20887,0,6,15,12,11,4,5,0,0,50,0,3,21,19,17,4,0,0,0,61,68,166,461,405,339,208,55,3,0,1709
SAL20888,0,0,4,0,6,5,0,0,0,22,0,0,4,10,5,9,0,0,0,26,52,90,145,176,233,120,24,0,0,847
SAL20889,0,5,13,6,9,5,0,0,0,30,0,8,10,15,15,13,0,0,0,72,28,74,283,201,149,106,16,9,0,862
SAL20890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,10,6,0,3,0,33
SAL20891,0,0,3,4,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,6,18,39,68,57,54,42,16,0,0,287
SAL20892,0,3,9,12,4,10,3,0,0,54,0,3,7,7,8,8,10,7,0,54,89,88,238,259,252,279,138,25,7,1376
SAL20893,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,3,3,9,22,22,28,19,4,0,122
SAL20894,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,8,14,19,5,0,0,57
SAL20895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4
SAL20896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,11,12,21,28,13,0,0,97
SAL20897,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,15,10,19,25,5,0,0,78
SAL20898,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,12,15,9,15,11,0,0,60
SAL20899,0,0,16,20,8,3,6,0,0,54,3,0,12,14,14,11,5,0,0,53,101,63,260,494,376,168,36,5,0,1496
SAL20900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,6,0,0,19
SAL20901,3,5,25,30,19,20,0,0,0,115,0,5,34,30,20,18,10,0,0,120,111,285,1039,917,720,483,139,15,0,3707
SAL20902,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,8,0,0,0,15,10,16,22,27,48,66,23,7,0,200
SAL20903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,10
SAL20904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,10,8,14,5,0,0,56
SAL20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20906,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,11,42,64,33,26,19,5,0,0,202
SAL20907,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,4,8,7,9,28,19,10,4,0,95
SAL20908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,4,9,17,9,3,4,0,48
SAL20909,0,17,55,52,43,37,12,0,0,213,12,39,103,92,55,32,12,0,0,348,190,632,1622,1408,972,670,135,10,0,5645
SAL20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,15
SAL20911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,6,0,4
SAL20912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,14,16,3,6,0,54
SAL20913,0,0,0,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,4,8,14,20,21,10,0,0,87
SAL20914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,7,0,0,0,34
SAL20915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,4,0,0,0,18
SAL20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20917,20,51,118,118,119,98,22,3,0,555,18,43,141,174,155,119,22,12,0,686,734,1123,2957,3277,3028,2213,581,64,0,13971
SAL20918,0,0,0,0,6,12,5,0,0,21,0,0,4,13,10,14,8,0,0,40,50,66,96,154,215,178,57,0,0,808
SAL20919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,8
SAL20920,0,0,0,5,0,12,0,0,0,13,0,0,0,0,5,3,0,0,0,13,10,17,19,38,79,98,27,14,0,295
SAL20921,0,0,0,0,0,4,0,0,0,8,0,4,5,0,0,8,4,0,0,21,22,29,41,73,89,92,43,8,0,397
SAL20922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL20923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,12
SAL20924,4,20,49,52,33,11,5,0,0,174,7,16,116,73,35,23,8,3,0,273,95,497,2536,1435,844,602,156,27,0,6186
SAL20925,0,16,73,41,29,37,6,0,0,204,11,15,109,60,39,19,6,0,0,250,184,626,2767,1701,1263,829,259,38,0,7669
SAL20926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,11,12,18,5,0,0,59
SAL20927,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,4,10,4,12,4,0,0,0,29
SAL20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20929,0,10,42,16,22,9,6,0,0,105,4,17,56,29,26,19,0,0,0,144,85,328,1347,859,589,326,81,5,0,3617
SAL20930,0,0,0,5,0,4,0,0,0,12,0,4,0,0,5,3,0,4,0,22,17,29,23,53,77,135,96,12,0,446
SAL20931,5,9,21,13,12,14,0,0,0,65,0,3,16,11,5,5,0,3,0,49,166,353,521,364,310,226,48,8,0,1990
SAL20932,0,0,5,3,4,3,0,0,0,22,0,0,5,7,3,4,0,0,0,22,15,21,42,75,67,68,25,10,0,328
SAL20933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,0,17,20,22,17,0,3,0,92
SAL20934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12
SAL20935,0,21,108,86,41,25,11,0,0,293,9,47,185,103,52,39,12,0,0,443,183,980,4057,2481,1230,737,156,10,0,9841
SAL20936,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,11,7,7,4,24,15,0,8,0,76
SAL20937,9,13,33,33,48,31,0,0,0,164,6,17,55,54,46,40,9,6,5,226,223,410,948,1206,1140,771,187,33,3,4928
SAL20938,0,0,0,5,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,4,29,9,22,23,45,27,17,3,0,178
SAL20939,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,3,20,18,19,31,14,6,0,118
