SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL21042,14,3,0,8,3,3,0,0,0,35
SAL21043,18,8,3,6,3,6,6,10,0,53
SAL21044,5,3,0,3,0,0,0,0,0,14
SAL21045,73,100,85,74,61,49,30,54,10,524
SAL21046,15,7,10,3,6,3,0,4,0,44
SAL21047,1097,2607,1577,1377,1374,784,745,1306,229,11096
SAL21048,47,10,7,10,15,3,4,19,4,116
SAL21049,0,0,0,0,0,0,0,0,3,7
SAL21050,41,26,15,12,10,5,9,26,3,147
SAL21051,16,7,9,3,7,7,6,10,0,74
SAL21052,9,4,0,0,0,0,0,3,0,17
SAL21053,16,9,4,6,3,3,4,6,0,45
SAL21054,17,17,9,13,14,15,8,11,10,104
SAL21055,16,5,12,10,10,13,12,12,0,96
SAL21056,117,307,149,181,123,90,45,84,14,1098
SAL21057,5,15,7,5,0,0,0,6,0,49
SAL21058,419,916,591,591,526,390,263,530,69,4295
SAL21059,15,30,21,5,11,3,3,18,0,110
SAL21060,0,0,4,0,0,0,0,0,0,7
SAL21061,0,0,0,0,0,0,0,0,0,6
SAL21062,5,0,4,3,0,0,5,10,0,20
SAL21063,13,8,10,3,0,7,5,11,0,57
SAL21064,25,6,0,6,6,8,0,7,0,65
SAL21065,0,4,0,0,5,0,0,3,0,12
SAL21066,25,17,4,5,12,10,3,6,0,75
SAL21067,12,9,9,0,0,4,0,5,0,37
SAL21068,30,13,19,9,10,6,9,19,0,124
SAL21069,67,35,84,43,40,23,24,40,6,357
SAL21070,3,0,0,0,0,0,0,0,0,7
SAL21071,11,19,33,10,17,12,14,14,6,127
SAL21072,29,7,16,19,13,17,15,14,0,131
SAL21073,109,137,125,70,91,44,54,55,10,695
SAL21074,26,16,21,17,12,7,19,21,0,144
SAL21075,39,25,6,19,4,0,9,20,0,118
SAL21076,6,6,0,0,4,0,0,3,0,21
SAL21077,24,14,13,14,16,12,3,24,7,126
SAL21078,16,3,10,0,9,5,5,0,3,46
SAL21079,253,376,181,141,253,126,71,82,39,1534
SAL21080,6,0,0,0,0,0,0,0,0,12
SAL21081,9,0,0,0,0,0,0,0,0,9
SAL21082,9,4,0,0,0,0,0,0,0,13
SAL21083,0,6,9,0,3,0,0,4,0,32
SAL21084,72,58,62,20,63,34,24,40,3,376
SAL21085,0,0,0,0,0,0,0,0,0,0
SAL21086,0,0,0,0,0,0,0,0,0,3
SAL21087,9,0,13,4,4,7,9,5,3,45
SAL21088,13,17,20,22,15,12,5,17,4,135
SAL21089,59,68,77,57,57,47,55,54,8,487
SAL21090,11,11,4,0,5,0,3,3,0,41
SAL21091,12,0,0,5,6,0,0,4,0,30
SAL21092,65,34,26,19,18,19,7,17,5,213
SAL21093,0,0,0,0,0,0,0,0,0,0
SAL21094,7,5,6,0,3,0,4,6,0,24
SAL21095,0,3,0,0,0,0,0,0,0,3
SAL21096,11,0,0,0,0,0,0,0,0,13
SAL21097,3,0,0,0,3,0,0,0,0,3
SAL21098,51,28,27,38,21,7,20,13,8,209
SAL21099,6,0,0,0,0,0,0,0,0,7
SAL21100,5,9,3,3,6,0,0,0,0,29
SAL21101,35,47,55,38,40,24,21,46,7,317
SAL21102,3,4,6,3,0,0,0,0,7,25
SAL21103,11,0,0,3,0,3,6,3,0,27
SAL21104,1611,3073,1446,1109,1550,842,327,578,164,10692
SAL21105,1474,2168,1442,960,1595,1025,719,778,254,10419
SAL21106,11,0,4,6,8,3,0,0,0,28
SAL21107,8,15,10,0,6,0,7,8,3,59
SAL21108,16,12,11,3,4,8,4,4,0,56
SAL21109,24,11,13,3,6,4,7,6,0,70
SAL21110,19,13,8,7,13,3,4,4,0,76
SAL21111,0,0,0,0,0,0,0,0,0,0
SAL21112,9,0,0,0,5,0,0,3,0,19
SAL21113,18,4,0,0,3,0,0,0,0,25
SAL21114,676,1414,1146,1057,845,721,422,736,100,7113
SAL21115,124,102,108,42,59,36,23,52,10,554
SAL21116,20,43,16,6,10,9,5,7,3,129
SAL21117,69,29,34,27,25,13,19,49,6,270
SAL21118,50,20,5,9,8,9,5,10,4,121
SAL21119,0,0,0,0,0,0,0,0,0,0
SAL21120,3,0,0,0,0,0,0,0,0,7
SAL21121,30,55,33,12,26,27,7,12,3,210
SAL21122,18,0,5,4,0,0,0,4,0,34
SAL21123,70,118,111,81,79,56,64,74,14,661
SAL21124,308,643,419,282,391,213,187,211,57,2712
SAL21125,423,636,767,510,589,375,539,627,100,4572
SAL21126,20,12,3,3,5,6,8,4,3,64
SAL21127,70,40,29,35,13,14,11,36,5,240
SAL21128,32,13,6,3,8,5,7,8,0,88
SAL21129,579,842,712,628,520,494,261,567,76,4671
SAL21130,359,824,498,441,417,320,188,316,69,3425
SAL21131,1728,2411,394,590,803,583,96,218,107,6934
SAL21132,511,770,245,214,335,245,49,127,41,2542
SAL21133,717,1236,1897,1334,1304,853,1631,1816,316,11108
SAL21134,31,18,11,3,9,0,6,6,6,90
SAL21135,3,10,5,0,6,0,6,0,0,24
SAL21136,10,3,3,0,3,0,0,4,0,31
SAL21137,65,109,71,57,46,27,37,59,0,479
SAL21138,37,51,15,3,11,10,8,10,0,147
SAL21139,113,127,71,40,73,41,19,32,11,528
SAL21140,458,688,795,763,697,518,734,596,114,5364
SAL21141,4,6,5,5,3,0,0,0,0,26
SAL21142,48,45,47,29,19,12,8,31,8,238
SAL21143,41,17,9,9,6,4,0,12,0,97
SAL21144,33,9,11,6,12,7,6,8,0,95
SAL21145,449,451,874,593,425,402,293,581,91,4143
SAL21146,5,5,0,0,0,0,0,5,0,11
SAL21147,6,0,3,0,8,9,3,0,0,35
SAL21148,121,136,137,88,108,76,58,66,12,802
SAL21149,3,0,0,0,4,0,0,0,0,10
SAL21150,54,21,21,11,10,11,18,34,0,186
SAL21151,0,0,0,0,0,0,0,0,0,0
SAL21152,2257,5627,786,1125,1509,961,194,514,202,13181
SAL21153,1569,3644,508,637,986,620,142,246,114,8462
SAL21154,16,0,0,0,0,0,0,0,0,23
SAL21155,23,10,16,4,14,3,9,7,5,94
SAL21156,103,112,170,80,106,63,57,81,11,777
SAL21157,11,15,30,17,19,11,8,12,8,130
SAL21158,490,637,622,453,405,239,203,379,54,3486
SAL21159,21,9,22,0,13,10,12,12,0,91
SAL21160,138,155,171,98,99,85,85,142,31,1002
SAL21161,50,58,91,41,60,18,33,38,5,395
SAL21162,0,3,5,0,0,0,0,0,0,15
SAL21163,270,377,158,145,183,144,63,92,32,1462
SAL21164,17,5,23,17,11,7,10,14,8,114
SAL21165,753,1634,602,529,648,442,138,315,61,5115
SAL21166,23,3,3,3,0,0,0,11,0,51
SAL21167,566,1631,338,339,474,240,88,180,43,3898
SAL21168,478,1214,416,358,432,244,150,224,55,3581
SAL21169,201,620,267,313,212,143,167,220,56,2196
SAL21170,19,7,0,0,9,0,0,4,4,47
SAL21171,18,4,0,3,0,0,0,4,3,42
SAL21172,49,56,41,47,26,17,7,43,3,290
SAL21173,55,47,22,22,3,10,8,9,4,184
SAL21174,196,449,280,294,242,148,124,160,38,1917
SAL21175,20,26,38,17,19,15,15,12,6,174
SAL21176,20,25,3,6,8,6,0,0,3,79
SAL21177,0,0,0,0,0,0,0,3,0,9
SAL21178,41,9,0,6,0,0,0,10,6,70
SAL21179,96,75,110,92,89,70,93,126,22,768
SAL21180,10,0,0,0,0,0,7,5,0,22
SAL21181,118,66,86,79,66,59,97,103,24,701
SAL21182,10,0,4,0,0,0,0,4,0,22
SAL21183,5,0,0,3,0,0,0,0,0,11
SAL21184,18,6,7,0,15,3,9,11,0,59
SAL21185,1241,1967,677,601,876,516,147,287,99,6415
SAL21186,15,17,0,7,7,4,5,7,8,64
SAL21187,1482,3209,1148,1302,1257,973,394,694,148,10616
SAL21188,8,0,0,0,0,0,0,0,0,13
SAL21189,22,11,15,7,7,4,3,12,0,94
SAL21190,3,7,7,6,4,4,3,4,0,45
SAL21191,29,25,17,20,17,10,9,20,5,151
SAL21192,51,28,18,17,19,9,12,16,0,166
SAL21193,1011,1615,1398,871,1458,1043,729,834,205,9171
SAL21194,3,4,0,0,0,0,0,0,0,10
SAL21195,58,65,444,334,12,8,0,6,11,939
SAL21196,52,46,68,39,50,18,25,34,6,335
SAL21197,0,0,0,0,0,0,0,0,0,3
SAL21198,8,0,0,0,0,4,0,0,0,11
SAL21199,10,4,0,3,0,0,0,0,0,20
SAL21200,11,3,4,0,5,0,0,0,0,34
SAL21201,69,42,26,34,24,12,34,45,7,293
SAL21202,43,55,76,55,82,47,56,32,12,465
SAL21203,1447,2761,2397,1898,2316,1529,2056,1905,377,16677
SAL21204,5,7,0,0,0,0,0,6,0,20
SAL21205,20,4,5,4,0,0,0,12,0,48
SAL21206,905,1332,988,949,763,702,441,779,121,6972
SAL21207,12,10,16,24,0,7,11,9,5,90
SAL21208,11,0,3,0,3,4,0,5,0,22
SAL21209,10,9,3,4,4,6,0,3,0,38
SAL21210,0,0,0,0,0,0,0,0,0,0
SAL21211,4,18,3,0,0,0,0,8,0,39
SAL21212,5,0,0,0,0,0,0,0,0,5
SAL21213,3,0,0,0,0,6,0,0,0,22
SAL21214,638,1428,416,406,576,343,123,211,65,4189
SAL21215,35,38,38,23,27,4,11,11,3,189
SAL21216,5,0,5,0,0,0,3,0,0,13
SAL21217,4,0,0,0,0,6,0,4,0,14
SAL21218,135,327,112,96,144,101,54,84,22,1073
SAL21219,180,290,309,210,235,150,151,180,33,1736
SAL21220,3,0,8,0,0,3,0,0,0,25
SAL21221,29,24,15,9,10,10,4,13,4,122
SAL21222,40,39,16,13,21,12,4,3,0,154
SAL21223,261,486,377,217,232,123,67,119,22,1912
SAL21224,3,0,0,0,0,0,0,0,0,6
SAL21225,6,0,9,0,3,3,3,0,0,23
SAL21226,9,0,0,0,0,0,0,3,0,16
SAL21227,4,9,3,14,5,0,5,3,0,45
SAL21228,25,33,23,20,20,13,5,18,3,152
SAL21229,67,112,70,68,73,55,28,33,15,510
SAL21230,55,32,22,26,10,17,8,14,5,194
SAL21231,28,25,36,36,27,27,31,57,9,274
SAL21232,5,9,3,5,0,3,3,0,0,35
SAL21233,84,49,50,27,36,17,25,35,14,335
SAL21234,158,196,161,68,100,63,53,100,12,908
SAL21235,432,686,361,297,286,217,72,198,43,2585
SAL21236,76,141,60,40,53,37,20,34,6,469
SAL21237,115,154,122,114,135,89,50,81,12,869
SAL21238,23,4,22,13,17,9,13,14,4,126
SAL21239,20,9,9,0,7,0,3,7,0,54
SAL21240,0,0,0,0,3,0,0,0,0,5
SAL21241,52,144,87,74,53,40,21,60,6,547
SAL21242,44,24,22,15,26,5,19,18,0,182
SAL21243,27,9,5,4,3,0,6,5,0,65
SAL21244,16,3,8,8,3,0,4,8,0,53
SAL21245,482,431,460,328,351,315,188,313,69,2928
SAL21246,1274,2972,523,572,914,533,149,272,102,7304
SAL21247,455,769,137,116,254,178,32,70,29,2031
SAL21248,48,126,164,130,96,65,124,123,28,907
SAL21249,32,8,12,7,13,5,3,12,0,85
SAL21250,72,180,145,164,93,88,69,130,17,953
SAL21251,0,0,0,0,0,0,0,0,0,9
SAL21252,14,13,6,4,6,0,9,3,0,52
SAL21253,26,19,17,11,9,10,8,16,0,111
SAL21254,354,748,266,246,205,171,34,115,42,2186
SAL21255,4,3,0,0,0,0,0,0,0,9
SAL21256,55,3,3,5,8,7,3,11,0,95
SAL21257,10,4,3,0,0,0,0,3,0,23
SAL21258,23,8,5,13,4,3,0,8,0,54
SAL21259,10,0,3,0,4,0,0,7,0,24
SAL21260,4,13,5,3,3,4,5,3,0,45
SAL21261,28,45,48,31,45,20,20,21,4,261
SAL21262,21,8,8,0,6,3,6,7,4,64
SAL21263,14,3,6,0,0,0,0,8,0,31
SAL21264,5,0,0,0,0,0,0,5,0,10
SAL21265,41,22,19,20,12,7,9,18,0,154
SAL21266,0,0,0,0,0,0,0,0,0,0
SAL21267,3,0,0,0,0,0,0,0,0,5
SAL21268,9,0,0,0,0,0,0,6,0,10
SAL21269,75,54,62,25,22,19,12,30,7,305
SAL21270,0,0,0,0,0,0,3,0,0,11
SAL21271,9,5,0,3,0,0,0,5,0,19
SAL21272,14,10,0,0,0,3,0,6,0,41
SAL21273,23,13,22,13,10,13,7,14,3,116
SAL21274,3,5,4,0,0,0,0,4,0,15
SAL21275,4,0,0,0,5,0,0,0,0,15
SAL21276,13,13,8,7,7,6,6,9,3,77
SAL21277,23,37,74,43,45,34,41,59,11,372
SAL21278,0,0,0,0,0,0,0,0,0,0
SAL21279,264,534,219,226,242,143,78,142,25,1861
SAL21280,19,4,10,5,5,4,5,9,0,56
SAL21281,6,0,0,0,0,0,0,4,0,17
SAL21282,60,49,79,81,48,59,18,86,9,486
SAL21283,14,3,18,8,12,0,6,12,3,68
SAL21284,211,505,328,398,344,202,378,270,57,2692
SAL21285,13,0,0,3,6,0,0,0,0,25
SAL21286,125,237,101,77,76,57,17,41,15,744
SAL21287,101,198,99,65,83,49,25,41,12,664
SAL21288,4,0,5,0,5,0,0,0,0,15
SAL21289,9,8,10,4,3,4,3,4,0,45
SAL21290,5,0,0,0,0,0,0,0,0,6
SAL21291,12,0,0,0,4,0,0,0,0,12
SAL21292,16,3,5,3,0,3,0,6,0,34
SAL21293,367,672,656,688,538,485,313,794,72,4595
SAL21294,152,156,80,64,78,44,25,33,15,635
SAL21295,118,64,38,41,37,31,26,50,9,413
SAL21296,6,4,3,0,0,0,3,3,0,19
SAL21297,3,0,0,0,0,0,0,0,0,5
SAL21298,12,3,4,0,3,0,3,6,3,28
SAL21299,11,0,0,0,0,0,0,6,4,25
SAL21300,16,17,12,10,12,3,6,9,0,88
SAL21301,13,9,4,13,5,10,17,10,0,76
SAL21302,34,3,0,3,5,0,0,10,0,58
SAL21303,4,0,0,0,0,0,0,0,0,8
SAL21304,15,0,0,3,0,0,0,0,0,26
SAL21305,4,0,0,0,0,0,0,0,0,10
SAL21306,50,21,15,26,16,23,14,42,7,209
SAL21307,11,0,0,0,6,0,0,0,0,15
SAL21308,14,14,11,5,10,9,4,7,0,60
SAL21309,38,34,35,17,29,24,31,25,5,245
SAL21310,138,44,62,50,29,31,48,103,14,515
SAL21311,21,20,10,12,6,0,6,11,3,85
SAL21312,137,263,224,148,209,145,116,158,28,1430
SAL21313,9,4,7,3,6,6,0,3,0,35
SAL21314,516,701,374,215,506,277,111,157,62,2921
SAL21315,436,777,604,439,702,408,375,406,82,4240
SAL21316,998,1757,845,683,1116,645,362,432,150,6984
SAL21317,118,194,118,106,141,94,53,62,21,908
SAL21318,0,7,5,3,3,0,0,0,0,28
SAL21319,141,219,182,107,190,113,82,103,30,1157
SAL21320,10,0,0,0,0,0,0,0,0,12
SAL21321,16,4,8,8,0,0,0,4,0,40
SAL21322,9,0,0,0,0,0,5,33,0,51
SAL21323,0,0,0,0,0,0,0,0,0,3
SAL21324,11,0,0,0,4,0,0,4,0,28
SAL21325,9,7,6,0,7,4,0,0,0,32
SAL21326,314,747,305,383,303,236,115,290,36,2728
SAL21327,1119,2852,436,501,789,365,153,264,83,6567
SAL21328,197,238,232,178,143,138,112,197,36,1475
SAL21329,3,3,0,7,0,0,0,3,0,14
SAL21330,42,16,27,3,20,10,10,0,6,131
SAL21331,10,6,8,0,4,6,0,4,0,41
SAL21332,22,10,14,5,8,0,6,5,0,63
SAL21333,16,8,4,0,8,3,0,5,0,50
SAL21334,4,8,12,9,0,0,0,8,0,44
SAL21335,4,5,0,0,3,0,0,0,0,12
SAL21336,2465,5281,693,975,1455,984,166,415,256,12700
SAL21337,653,1325,223,270,442,291,53,135,57,3449
SAL21338,8,0,5,4,4,0,0,5,0,23
SAL21339,1655,2893,1780,1235,1837,1252,1431,1975,344,14400
SAL21340,633,847,604,511,580,393,209,419,70,4265
SAL21341,19,20,19,5,11,11,4,11,0,97
SAL21342,36,44,39,26,32,12,6,18,0,219
SAL21343,13,3,6,0,0,0,0,5,0,27
SAL21344,42,50,39,30,27,20,20,22,3,246
SAL21345,52,51,32,27,32,24,8,21,4,260
SAL21346,0,0,0,0,0,0,0,0,0,4
SAL21347,80,166,118,115,92,62,56,65,22,786
SAL21348,20,28,10,8,8,8,4,18,3,109
SAL21349,43,47,29,19,28,12,9,22,3,212
SAL21350,24,15,6,6,5,5,7,10,0,80
SAL21351,23,9,18,7,12,11,0,10,5,85
SAL21352,413,632,775,530,552,334,373,477,100,4186
SAL21353,38,44,28,24,27,10,14,21,3,215
SAL21354,678,1122,1066,706,805,474,332,548,121,5857
SAL21355,183,312,342,182,237,173,89,163,27,1698
SAL21356,5,6,9,6,6,3,7,4,0,44
SAL21357,15,10,7,4,3,0,0,11,0,51
SAL21358,107,127,212,129,81,43,63,71,21,848
SAL21359,35,32,42,21,25,9,17,22,3,201
SAL21360,70,81,141,61,79,33,32,66,14,581
SAL21361,9,6,0,0,0,0,3,3,0,16
SAL21362,153,280,441,348,327,247,472,550,84,2902
SAL21363,133,362,223,223,194,122,138,214,30,1645
SAL21364,21,25,12,7,12,6,3,3,0,86
SAL21365,412,822,186,175,231,142,83,104,40,2192
SAL21366,10,0,3,4,0,0,0,0,0,18
SAL21367,0,0,0,0,0,0,0,0,0,5
SAL21368,39,32,26,15,20,20,12,24,9,201
SAL21369,7,3,9,0,3,4,3,8,3,46
SAL21370,5,4,5,3,0,7,0,3,0,32
SAL21371,6,0,0,0,0,0,0,0,0,15
SAL21372,0,0,0,0,0,0,0,0,0,0
SAL21373,20,8,14,7,14,7,4,6,3,86
SAL21374,469,933,521,413,561,334,224,290,51,3794
SAL21375,7,3,0,6,5,0,0,3,0,25
SAL21376,7,5,0,0,0,0,0,4,0,16
SAL21377,41,10,4,15,9,3,4,18,0,98
SAL21378,35,10,21,14,13,7,5,8,5,121
SAL21379,19,5,5,0,0,5,0,6,0,41
SAL21380,217,185,399,240,251,175,236,268,37,2013
SAL21381,12,0,0,6,0,4,0,0,0,18
SAL21382,3,0,0,0,0,0,0,0,0,8
SAL21383,0,0,0,0,0,0,0,0,0,9
SAL21384,53,49,59,57,41,38,49,63,9,419
SAL21385,38,20,12,15,13,6,14,18,0,138
SAL21386,47,40,39,13,20,21,11,13,0,207
SAL21387,11,0,0,3,4,0,0,0,0,15
SAL21388,34,24,22,21,27,26,11,25,0,198
SAL21389,15,9,3,3,5,0,5,0,0,38
SAL21390,12,3,0,0,0,0,0,0,0,19
SAL21391,0,0,0,0,0,0,0,0,0,0
SAL21392,26,6,10,7,3,0,3,9,0,66
SAL21393,91,179,15,39,41,36,3,15,5,435
SAL21394,13,3,3,0,6,3,0,3,0,30
SAL21395,13,10,3,7,3,4,3,0,0,40
SAL21396,123,175,163,162,110,105,75,131,20,1065
SAL21397,5,0,4,4,0,0,0,9,0,27
SAL21398,11,0,0,0,4,0,5,3,4,33
SAL21399,259,267,341,273,207,199,156,279,40,2026
SAL21400,17,10,6,7,4,7,3,4,0,61
SAL21401,17,15,10,9,9,3,4,16,4,92
SAL21402,21,13,6,3,4,6,5,8,0,63
SAL21403,22,8,10,13,3,7,5,10,0,80
SAL21404,64,28,23,11,14,9,9,20,3,181
SAL21405,16,14,9,10,13,4,4,0,0,63
SAL21406,7,0,0,0,0,0,0,0,0,10
SAL21407,8,3,0,0,0,0,0,0,0,20
SAL21408,0,0,0,0,0,0,0,0,0,0
SAL21409,0,0,0,0,0,0,0,0,0,0
SAL21410,7,5,0,0,0,0,0,0,0,23
SAL21411,388,513,767,626,692,449,660,551,109,4757
SAL21412,370,480,510,396,323,279,236,533,77,3202
SAL21413,8,4,6,3,0,0,0,5,0,29
SAL21414,583,788,453,388,370,285,130,403,56,3453
SAL21415,7,16,6,6,11,3,3,3,0,62
SAL21416,35,28,27,16,16,11,16,30,4,187
SAL21417,22,3,6,6,7,0,12,4,0,65
SAL21418,20,7,9,8,0,6,5,14,0,67
SAL21419,46,30,21,17,21,11,8,27,0,180
SAL21420,31,25,15,13,13,3,6,16,3,134
SAL21421,12,13,12,5,5,0,9,7,0,62
SAL21422,0,0,0,0,0,0,0,0,0,4
SAL21423,3,0,0,0,0,0,0,0,0,8
SAL21424,4,0,0,0,0,0,0,0,0,9
SAL21425,16,0,0,3,0,0,0,3,0,26
SAL21426,32,13,15,12,9,0,0,10,0,94
SAL21427,86,64,75,66,43,40,32,54,8,462
SAL21428,64,17,20,9,17,8,14,22,4,167
SAL21429,23,33,20,31,13,10,14,10,3,154
SAL21430,17,4,12,6,4,9,10,11,0,66
SAL21431,0,0,0,0,0,0,0,0,0,4
SAL21432,0,0,0,0,0,0,0,0,0,4
SAL21433,0,0,0,0,0,0,0,0,0,0
SAL21434,4,0,4,0,0,0,0,0,0,8
SAL21435,120,246,79,86,104,71,21,63,13,803
SAL21436,7,0,0,0,0,0,0,0,0,15
SAL21437,6,0,4,3,7,0,3,0,0,25
SAL21438,8,0,0,0,0,0,0,0,0,13
SAL21439,8,4,0,0,0,0,0,0,0,15
SAL21440,9,0,0,0,0,0,0,0,0,13
SAL21441,13,0,0,0,0,0,0,27,6,49
SAL21442,9,3,6,4,0,0,3,3,0,29
SAL21443,0,0,0,0,0,0,0,0,0,5
SAL21444,43,60,67,53,37,30,14,50,5,357
SAL21445,0,0,0,0,0,0,0,0,0,0
SAL21446,0,0,0,0,0,0,0,0,0,0
SAL21447,255,460,100,117,163,103,21,57,21,1291
SAL21448,6,0,0,0,0,0,0,0,0,3
SAL21449,210,226,196,253,155,159,82,247,43,1573
SAL21450,30,61,49,34,29,15,19,38,10,287
SAL21451,26,0,4,3,5,7,4,6,0,60
SAL21452,758,1466,1332,1053,1177,772,969,1299,223,9046
SAL21453,3,4,3,0,7,0,0,0,0,19
SAL21454,41,24,27,21,28,14,17,19,0,188
SAL21455,19,15,15,3,7,3,0,14,0,78
SAL21456,182,256,234,167,163,94,91,123,37,1347
SAL21457,11,12,3,20,8,4,3,5,0,68
SAL21458,6,0,3,3,0,0,0,4,0,18
SAL21459,142,122,268,144,148,94,161,150,31,1259
SAL21460,21,12,7,0,4,0,4,3,0,57
SAL21461,0,0,0,0,0,4,0,0,0,10
SAL21462,6,0,0,0,0,0,0,0,0,15
SAL21463,10,4,0,0,0,0,0,0,0,9
SAL21464,17,3,4,3,5,0,0,13,0,50
SAL21465,9,8,6,4,0,0,0,3,0,29
SAL21466,7,0,9,9,8,0,0,5,0,30
SAL21467,1410,2141,2351,1480,1812,1248,692,1163,207,12506
SAL21468,105,123,163,70,121,57,29,64,10,750
SAL21469,924,1633,1490,1236,1139,771,845,904,154,9097
SAL21470,17,14,8,4,4,6,3,3,0,57
SAL21471,40,12,12,7,8,5,11,14,0,106
SAL21472,20,3,8,6,0,0,0,7,0,41
SAL21473,150,170,314,175,125,79,85,145,26,1267
SAL21474,33,36,24,12,10,3,4,11,0,138
SAL21475,16,12,5,4,0,3,3,4,0,52
SAL21476,174,334,341,277,245,139,298,384,54,2248
SAL21477,5,0,8,0,4,0,12,11,0,37
SAL21478,4,0,0,0,0,0,0,0,0,12
SAL21479,6,4,0,0,0,0,0,0,0,13
SAL21480,0,0,0,0,0,0,0,0,0,3
SAL21481,3,3,0,0,0,0,0,5,0,12
SAL21482,43,47,40,17,14,10,16,22,3,215
SAL21483,12,0,5,0,3,0,4,0,0,18
SAL21484,17,11,14,11,11,10,9,11,3,99
SAL21485,13,0,3,0,3,0,3,0,0,34
SAL21486,87,21,26,20,26,18,22,55,7,281
SAL21487,34,12,16,6,10,14,9,15,3,127
SAL21488,105,183,108,91,74,68,51,49,4,728
SAL21489,4,0,3,0,3,0,0,0,0,17
SAL21490,268,427,404,317,272,250,174,317,47,2480
SAL21491,22,11,13,0,11,7,0,4,0,71
SAL21492,98,44,42,30,32,23,22,36,7,342
SAL21493,667,1180,1090,919,804,643,417,635,113,6464
SAL21494,0,0,0,0,0,0,0,0,0,0
SAL21495,13,10,0,5,0,4,0,10,0,39
SAL21496,76,67,131,77,66,40,60,65,12,600
SAL21497,34,10,27,9,9,5,9,13,0,111
SAL21498,3,0,0,0,0,0,0,0,0,0
SAL21499,0,0,0,0,0,0,0,0,0,3
SAL21500,3,3,13,7,4,0,7,10,4,54
SAL21501,6,0,0,0,3,3,0,7,0,24
SAL21502,31,3,4,5,0,3,5,7,0,59
SAL21503,16,3,3,3,6,0,4,4,0,47
SAL21504,1136,1619,1567,1140,1298,773,459,824,148,8968
SAL21505,16,7,8,0,0,0,4,7,0,44
SAL21506,5,10,14,10,8,5,7,7,0,66
SAL21507,17,14,15,5,3,0,10,5,6,81
SAL21508,16,15,0,5,3,0,4,4,0,52
SAL21509,33,28,44,22,18,18,25,66,7,252
SAL21510,30,30,31,29,16,15,17,45,3,223
SAL21511,0,0,0,0,0,0,0,0,0,0
SAL21512,8,0,0,5,3,0,5,8,0,30
SAL21513,9,0,0,0,0,0,0,0,0,4
SAL21514,26,39,34,24,37,24,26,30,0,245
SAL21515,6,0,5,0,0,0,0,5,0,18
SAL21516,46,21,19,18,17,18,21,33,3,200
SAL21517,12,0,0,0,5,0,4,3,0,27
SAL21518,0,0,0,0,0,0,0,0,0,0
SAL21519,7,12,8,5,3,0,0,3,0,45
SAL21520,93,88,101,60,86,41,64,65,22,609
SAL21521,5,10,0,3,0,0,4,5,0,27
SAL21522,8,5,0,0,4,5,0,3,0,23
SAL21523,85,53,62,39,36,20,18,29,13,351
SAL21524,35,25,42,43,23,22,15,23,0,231
SAL21525,0,0,0,0,0,0,0,0,0,0
SAL21526,100,27,48,47,28,37,31,57,9,369
SAL21527,23,15,8,9,7,0,0,9,0,65
SAL21528,63,55,64,43,60,49,37,45,16,429
SAL21529,76,95,100,64,62,38,29,69,6,542
SAL21530,12,0,0,0,0,0,0,4,0,17
SAL21531,24,4,0,3,0,0,0,0,0,26
SAL21532,19,19,15,7,10,5,0,13,0,87
SAL21533,24,24,28,21,20,18,13,24,6,185
SAL21534,84,178,185,209,98,115,94,205,28,1201
SAL21535,23,3,18,7,5,6,13,16,4,93
SAL21536,110,160,155,84,73,61,40,60,15,760
SAL21537,37,68,55,42,41,18,14,12,9,287
SAL21538,124,125,227,134,127,82,102,157,30,1101
SAL21539,15,9,12,7,4,11,9,14,3,89
SAL21540,23,21,17,17,17,7,7,19,4,125
SAL21541,21,10,10,0,3,0,8,13,0,66
SAL21542,144,103,94,66,61,56,7,57,11,602
SAL21543,4,0,0,0,0,0,0,0,0,4
SAL21544,168,198,248,191,167,147,147,199,28,1496
SAL21545,4,3,3,4,3,0,0,3,0,16
SAL21546,24,15,26,5,21,11,9,16,0,131
SAL21547,381,559,242,183,260,158,45,90,37,1952
SAL21548,0,0,0,0,0,0,0,0,0,0
SAL21549,12,0,0,0,0,0,0,0,0,17
SAL21550,173,405,170,223,186,139,72,127,25,1525
SAL21551,63,90,108,80,73,72,50,93,14,640
SAL21552,6,4,0,0,0,0,0,0,0,10
SAL21553,31,22,15,10,14,7,10,16,0,121
SAL21554,383,779,574,510,593,339,473,557,128,4339
SAL21555,520,1082,563,495,610,334,400,391,118,4515
SAL21556,4,3,5,3,0,0,0,3,0,19
SAL21557,18,23,20,7,5,6,0,6,5,83
SAL21558,666,801,564,329,656,436,152,219,58,3882
SAL21559,119,98,91,38,97,46,19,30,9,550
SAL21560,67,34,26,10,24,18,11,27,3,219
SAL21561,94,76,93,47,54,38,21,44,13,473
SAL21562,186,330,131,91,115,74,24,57,6,1014
SAL21563,6,0,0,3,5,0,0,0,0,17
SAL21564,796,1712,493,475,713,361,130,238,67,4995
SAL21565,17,3,3,0,0,0,0,7,6,31
SAL21566,3,0,0,0,0,0,0,5,0,12
SAL21567,3,5,10,6,0,7,7,8,0,45
