SAL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL20348,16,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,32
SAL20349,15,19,30,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,9,6,9,0,5,3,23,19,45
SAL20350,26,13,40,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,3,28,19,46
SAL20351,4391,4466,8857,55,61,114,11,10,11,459,505,963,0,3,6,0,0,0,0,0,4,4,3,8,0,0,0,0,0,0,0,0,0,478,526,1001,42,33,75,7,4,14,577,627,1203,282,293,577,5247,5390,10640
SAL20352,753,715,1462,43,28,71,4,0,4,131,120,246,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,122,257,10,0,11,0,0,6,190,156,345,82,47,133,1023,916,1935
SAL20353,9,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,16
SAL20354,90,91,183,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,4,3,9,6,13,23,101,107,208
SAL20355,25,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,30,30,65
SAL20356,1735,1825,3558,62,62,123,0,3,9,270,269,538,0,8,9,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,281,280,562,5,9,13,3,0,3,352,355,705,74,68,145,2163,2246,4411
SAL20357,46,47,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,52,99
SAL20358,45,40,84,6,6,8,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,10,9,18,7,9,13,59,54,114
SAL20359,60,50,107,0,0,3,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,3,9,0,3,10,62,63,123
SAL20360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20361,8628,8967,17595,360,373,737,111,115,231,2104,2462,4562,46,76,127,19,31,52,26,35,63,24,11,38,8,9,22,23,27,52,0,0,0,2362,2775,5136,130,179,314,45,33,76,2904,3365,6262,415,382,794,11941,12718,24661
SAL20362,4228,4761,8981,214,259,470,57,70,124,1235,1429,2659,32,39,67,5,12,15,11,21,27,0,11,13,7,13,22,21,24,44,0,0,0,1367,1605,2976,84,114,195,19,18,38,1682,1997,3677,249,246,498,6154,7007,13157
SAL20363,5229,5699,10923,168,213,379,38,52,92,1087,1258,2342,34,37,72,13,15,27,14,7,23,7,13,21,3,6,16,5,8,12,0,0,0,1205,1389,2597,61,69,129,13,16,32,1446,1687,3132,239,279,516,6912,7667,14581
SAL20364,348,341,687,7,7,11,0,0,4,13,14,29,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,35,0,0,0,4,0,4,26,25,46,29,34,63,399,405,811
SAL20365,45,50,94,0,0,0,0,0,0,10,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,15,0,0,0,0,0,0,10,6,15,0,0,0,48,60,112
SAL20366,79,74,156,5,0,4,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,9,8,19,13,22,30,110,93,204
SAL20367,52,40,84,0,4,4,0,0,0,7,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,0,0,0,0,0,0,8,9,11,0,0,4,56,47,107
SAL20368,66,76,140,4,5,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,11,9,15,0,0,4,80,75,156
SAL20369,111,88,199,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,4,11,12,20,121,100,224
SAL20370,10,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,10,18
SAL20371,25,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,6,5,25,24,53
SAL20372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20373,70,62,129,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,4,4,7,0,9,7,80,73,145
SAL20374,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SAL20375,118,108,225,4,3,14,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,3,5,14,15,25,19,13,32,144,141,285
SAL20376,116,104,219,4,4,4,0,0,0,14,14,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,27,0,0,0,0,0,0,15,18,34,18,9,22,145,137,283
SAL20377,42,47,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,12,53,51,104
SAL20378,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SAL20379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20380,9,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19
SAL20381,285,290,580,0,0,0,5,3,3,11,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,36,3,0,3,3,0,3,22,15,42,26,16,45,342,323,666
SAL20382,9,6,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,7,13,9,19
SAL20383,40,30,70,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,4,4,8,0,5,3,43,34,77
SAL20384,42,33,68,3,4,8,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,4,4,10,3,4,5,51,34,88
SAL20385,26,18,42,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,4,31,18,48
SAL20386,4728,4997,9722,68,67,138,5,6,12,445,418,870,6,4,6,6,10,16,0,0,3,4,0,4,0,0,0,0,0,4,0,0,0,467,440,905,28,30,59,5,0,8,568,536,1108,134,170,305,5430,5709,11137
SAL20387,314,266,576,8,9,16,0,0,0,27,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,42,6,0,5,0,0,0,42,28,74,36,26,68,390,319,716
SAL20388,28,26,51,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,6,10,32,37,63
SAL20389,17,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,23,14,42
SAL20390,229,237,471,5,3,6,0,0,0,15,12,31,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,15,39,0,0,0,0,0,0,26,25,49,16,18,28,266,274,546
SAL20391,73,70,146,8,5,12,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,10,12,18,10,7,16,87,92,180
SAL20392,36,40,74,0,0,0,0,0,0,3,6,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,6,4,10,7,6,17,52,51,102
SAL20393,136,128,264,0,0,5,0,0,0,12,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,26,0,0,0,0,0,0,15,17,22,9,9,21,161,152,313
SAL20394,85,91,182,0,0,0,0,0,0,5,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,0,0,0,0,0,0,10,7,17,12,21,32,110,119,224
SAL20395,211,195,406,13,7,20,0,0,0,22,27,49,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,46,0,0,0,0,0,0,31,35,68,16,12,31,257,249,512
SAL20396,22,21,42,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,24,21,42
SAL20397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20398,28,28,56,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,33,30,61
SAL20399,11468,11205,22669,200,225,424,61,76,139,1542,1446,2981,18,21,36,7,25,34,10,6,22,12,12,19,7,7,12,8,3,6,0,0,0,1664,1584,3254,95,95,184,32,27,52,1984,1935,3918,657,570,1227,14113,13705,27816
SAL20400,24,23,51,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,4,4,29,31,63
SAL20401,26,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,31,34,59
SAL20402,15,17,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,22,32
SAL20403,42,35,84,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,5,10,45,48,93
SAL20404,122,142,262,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,3,18,21,37,144,158,302
SAL20405,14,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,17,16,29
SAL20406,16,24,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,28,44
SAL20407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20408,11,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,13,13,18
SAL20409,1555,1669,3224,37,48,87,3,4,7,124,138,263,3,4,11,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,134,147,287,7,10,18,0,0,0,182,203,387,78,69,145,1815,1941,3756
SAL20410,117,121,239,3,0,3,0,0,0,8,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,15,0,0,0,0,0,0,13,8,17,3,5,10,128,135,267
SAL20411,1225,1250,2479,52,50,98,0,0,0,143,157,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,156,296,8,0,4,3,4,4,204,209,412,96,112,207,1522,1575,3100
SAL20412,29,28,59,0,0,5,0,8,3,6,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,17,0,0,0,0,0,0,8,11,22,11,4,17,46,44,95
SAL20413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20414,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14
SAL20415,13,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,16,7,20
SAL20416,23,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,31,20,47
SAL20417,16,13,27,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,5,3,22,17,37
SAL20418,267,281,556,12,12,28,0,0,7,67,74,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,82,154,0,0,3,0,0,0,88,101,183,22,22,45,382,408,789
SAL20419,2391,2498,4887,27,25,46,3,4,3,223,241,461,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,225,244,471,6,7,19,3,4,3,265,283,547,148,145,293,2799,2927,5729
SAL20420,2778,2832,5610,30,32,60,5,3,10,190,225,413,0,0,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,236,437,35,24,60,11,4,10,269,301,570,72,55,131,3119,3192,6313
SAL20421,17,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,15,21,36
SAL20422,107,96,201,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,3,3,12,16,7,24,131,109,239
SAL20423,8,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,24
SAL20424,12,8,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,24
SAL20425,107,90,198,4,4,7,0,0,0,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,7,9,13,22,16,34,135,113,252
SAL20426,5091,5769,10860,232,211,441,45,41,85,1265,1270,2536,22,18,39,8,8,16,10,13,21,19,18,38,10,3,12,13,6,19,0,0,0,1380,1382,2762,99,96,190,20,14,37,1734,1700,3428,382,356,737,7205,7817,15026
SAL20427,4184,4436,8620,61,63,125,18,14,30,720,704,1419,3,4,9,0,0,3,0,0,6,4,6,6,0,0,0,0,0,0,0,0,0,756,729,1477,53,48,102,12,10,26,881,847,1727,133,125,254,5199,5405,10602
SAL20428,272,256,533,4,11,7,0,0,0,14,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,27,0,0,0,0,0,0,22,21,40,11,13,23,307,290,594
SAL20429,22,22,38,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,5,3,24,29,49
SAL20430,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7
SAL20431,233,231,461,11,9,20,0,3,3,24,18,38,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,20,45,0,0,0,0,0,0,35,29,65,32,22,57,297,283,579
SAL20432,52,58,110,0,0,0,0,0,0,9,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,0,0,0,0,0,0,9,6,8,4,6,13,59,62,127
SAL20433,55,55,111,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,7,3,15,4,3,7,67,68,134
SAL20434,67,67,133,0,0,5,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,9,3,15,4,3,7,77,79,157
SAL20435,50,47,91,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,5,3,9,15,60,57,114
SAL20436,62,66,134,0,0,3,0,0,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,5,6,12,7,6,15,79,79,158
SAL20437,203,202,410,0,0,0,0,0,0,6,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,18,0,0,0,0,0,0,16,6,22,23,27,53,243,238,480
SAL20438,9,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,10
SAL20439,22,19,42,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,11,0,0,3,31,25,52
SAL20440,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,15,5,25
SAL20441,4412,4583,8996,63,58,118,6,8,9,211,221,433,7,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,224,233,455,19,32,58,6,5,15,317,332,645,157,140,297,4883,5050,9940
SAL20442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20443,83,58,143,8,8,13,0,0,0,4,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,0,0,0,0,7,12,16,11,12,22,105,80,186
SAL20444,1687,1879,3566,50,47,89,0,3,4,162,191,359,0,0,0,0,0,4,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,169,202,376,8,4,14,6,11,16,231,265,496,147,219,367,2061,2364,4427
SAL20445,76,71,146,0,3,0,0,0,0,3,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,11,0,5,8,0,0,0,6,12,19,4,8,13,88,92,178
SAL20446,17,18,32,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,6,6,0,7,24,18,45
SAL20447,162,175,333,9,9,13,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,14,9,20,17,11,31,193,194,383
SAL20448,16,16,36,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,3,0,20,20,42
SAL20449,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10
SAL20450,16,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,28
SAL20451,71,74,142,0,0,0,0,0,0,5,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,17,0,0,0,0,0,0,6,11,17,8,8,17,90,94,184
SAL20452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20453,8492,9588,18086,227,271,505,37,37,72,1022,1124,2149,14,11,28,5,8,15,9,10,14,5,0,7,0,0,3,3,0,5,0,0,0,1102,1194,2290,120,116,237,18,15,35,1467,1598,3061,300,366,666,10259,11552,21811
SAL20454,138,139,274,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,0,0,0,0,0,0,8,5,6,4,0,4,143,141,287
SAL20455,2171,2089,4265,45,38,81,4,0,4,124,85,214,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,134,93,228,14,16,30,7,0,8,199,146,341,185,131,314,2558,2367,4919
SAL20456,9,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,21
SAL20457,807,915,1721,54,59,114,3,5,10,54,56,109,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,62,65,124,4,3,5,0,0,4,119,126,242,31,56,90,959,1094,2051
SAL20458,23,17,41,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,4,5,0,0,0,21,25,49
SAL20459,28,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,30,24,51
SAL20460,1302,1424,2733,64,65,127,0,0,4,97,92,194,11,5,17,4,0,7,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,118,105,218,0,0,3,0,0,0,179,175,355,129,119,247,1618,1715,3331
SAL20461,1500,1635,3134,56,68,122,4,17,13,259,258,519,0,0,3,0,3,6,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,270,284,549,5,13,23,3,0,6,338,362,701,116,111,220,1953,2101,4054
SAL20462,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
