SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL20590,0,0,0,0,0,0,0,0,0,34,28,6,70,0,4,6,76,50,0,128
SAL20591,0,0,0,0,0,0,0,0,0,14,28,4,46,0,6,6,45,37,0,81
SAL20592,0,0,0,0,0,0,0,4,4,67,65,9,142,10,9,13,157,107,4,271
SAL20593,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,6
SAL20594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20596,0,0,0,0,0,0,6,7,16,292,168,31,494,19,15,29,524,429,11,967
SAL20597,0,0,0,0,0,0,0,0,7,99,74,12,191,5,4,7,198,159,8,359
SAL20598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20600,0,0,0,0,0,0,4,0,6,63,52,5,122,3,0,3,120,48,4,176
SAL20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20603,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
SAL20604,0,0,0,0,0,0,0,0,0,11,18,0,29,0,0,0,30,33,0,69
SAL20605,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,5,5,0,13
SAL20606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20607,0,0,0,0,0,0,3,4,11,110,140,24,274,4,5,5,279,165,9,453
SAL20608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20611,0,0,0,0,0,0,0,0,0,5,9,0,12,0,0,0,12,0,0,14
SAL20612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20613,0,0,0,0,0,0,0,0,0,30,20,0,50,0,0,4,56,37,0,90
SAL20614,0,0,0,0,0,0,0,0,0,13,17,4,33,0,0,0,32,22,0,53
SAL20615,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,3,0,6
SAL20616,0,0,0,0,0,0,0,9,5,48,56,10,116,13,16,24,138,166,11,315
SAL20617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20620,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,6,0,14
SAL20621,0,0,0,0,0,0,0,0,0,9,3,0,18,0,0,0,18,6,0,22
SAL20622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20624,0,0,0,0,0,0,3,3,5,24,35,7,68,5,0,4,70,144,7,221
SAL20625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20627,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,6,8,0,13
SAL20628,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,9,0,9
SAL20629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20631,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,7
SAL20632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20633,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,3
SAL20634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5
SAL20637,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
SAL20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20639,0,0,0,0,0,0,0,0,0,14,12,5,35,0,0,0,35,28,0,61
SAL20640,0,3,0,0,0,3,13,9,31,202,239,33,475,31,38,70,546,594,21,1163
SAL20641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL20643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20644,0,0,0,0,0,0,0,0,3,11,13,3,29,0,0,0,29,21,0,51
SAL20645,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
SAL20646,0,0,0,0,0,0,0,0,0,11,6,0,12,0,0,0,12,0,0,14
SAL20647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20648,0,0,0,0,0,0,0,0,0,11,14,4,26,0,0,0,34,11,0,41
SAL20649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20654,0,0,0,0,0,0,0,0,0,10,4,0,11,0,0,0,11,3,0,17
SAL20655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20657,0,0,0,0,0,0,0,0,5,59,81,12,155,5,0,3,156,119,4,279
SAL20658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,9
SAL20660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20661,5,3,0,0,0,3,10,17,31,700,475,91,1267,55,54,110,1381,1119,32,2531
SAL20662,7,7,0,0,0,7,6,8,24,322,240,48,608,18,31,54,660,519,20,1196
SAL20663,0,0,0,0,0,0,6,12,12,299,189,39,532,16,13,35,565,303,12,878
SAL20664,0,0,0,0,0,0,13,7,15,348,226,43,613,25,27,48,659,382,12,1052
SAL20665,0,0,0,0,0,0,0,0,0,40,14,3,65,0,0,0,65,29,0,92
SAL20666,0,0,0,0,0,0,5,8,14,304,195,36,535,19,21,35,568,270,11,856
SAL20667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20670,0,0,0,0,0,0,0,0,0,18,4,0,20,0,0,0,20,9,0,29
SAL20671,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,9
SAL20672,0,0,0,0,0,0,0,0,0,30,34,10,74,4,0,3,84,55,0,138
SAL20673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20674,0,0,0,0,0,0,0,0,5,47,67,11,130,0,5,5,128,53,7,188
SAL20675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20678,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,3,0,3
SAL20679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6
SAL20680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20682,0,4,0,0,0,4,0,10,15,491,336,57,880,11,18,28,908,449,16,1375
SAL20683,0,0,0,0,0,0,0,0,3,79,47,9,127,5,3,8,135,57,0,193
SAL20684,6,6,0,0,0,6,0,0,6,123,92,10,229,0,3,6,230,92,3,332
SAL20685,0,0,0,0,0,0,0,0,0,77,59,11,137,0,6,7,147,85,0,234
SAL20686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20687,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,6
SAL20688,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,7
SAL20689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20691,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL20692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL20693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20697,0,0,0,0,0,0,0,3,3,65,72,13,150,4,0,0,153,63,3,214
SAL20698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20700,0,0,0,0,0,0,0,0,0,4,6,0,12,0,0,0,12,5,0,16
SAL20701,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,11,3,0,14
SAL20702,0,3,0,0,0,3,5,5,17,51,61,17,125,3,9,12,137,237,12,384
SAL20703,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,3
SAL20704,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL20705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20706,0,0,0,0,0,0,0,0,0,7,14,0,27,4,0,4,28,11,0,37
SAL20707,3,4,0,0,0,4,13,19,29,252,199,37,496,44,36,83,570,752,33,1357
SAL20708,3,4,0,0,0,4,3,15,21,277,198,39,513,25,43,64,576,521,20,1122
SAL20709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20712,0,0,0,0,0,4,5,0,7,137,92,14,235,12,6,19,256,159,3,418
SAL20713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20715,0,0,0,0,0,0,0,0,0,8,9,3,16,0,0,0,19,6,0,28
SAL20716,0,0,0,0,0,0,0,0,0,4,3,0,12,0,0,0,12,7,0,13
SAL20717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20718,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,4
SAL20719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20721,0,0,0,0,0,0,0,4,0,28,42,0,67,0,3,3,69,52,3,129
SAL20722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20723,0,0,0,0,0,0,0,0,0,3,4,3,12,0,0,0,14,4,0,12
SAL20724,0,0,0,0,0,0,0,0,0,15,7,0,19,0,0,0,22,11,0,32
SAL20725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20726,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,9
SAL20727,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,8,0,8
SAL20728,0,0,0,0,0,0,0,0,0,20,16,6,36,0,0,0,39,31,0,67
SAL20729,5,5,0,0,0,6,7,12,29,229,174,40,446,34,29,63,509,444,23,977
SAL20730,0,0,0,0,0,0,0,8,9,94,91,12,194,7,11,23,215,125,8,345
SAL20731,0,0,0,0,0,0,5,5,8,125,84,20,233,14,21,33,267,185,12,466
SAL20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20736,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,5,0,7
SAL20737,0,0,0,0,0,0,0,0,3,38,29,6,75,0,6,3,82,24,5,105
SAL20738,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,3,0,6
SAL20739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20741,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,9,10,0,25
SAL20742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20743,0,0,0,0,0,0,0,4,3,108,73,15,190,12,11,19,209,115,7,327
SAL20744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SAL20745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
SAL20746,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,3
SAL20747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20748,0,0,0,0,0,0,0,0,0,13,8,0,27,0,0,0,27,27,0,48
SAL20749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20750,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,5
SAL20751,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,5,0,7
SAL20752,0,0,0,0,0,5,4,0,8,196,118,16,332,3,11,12,348,112,0,457
SAL20753,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,8
SAL20754,0,0,0,0,0,0,0,0,0,90,55,11,151,5,3,8,159,72,4,231
SAL20755,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,6
SAL20756,0,0,0,0,0,0,0,0,0,16,16,3,28,0,6,3,34,30,0,66
SAL20757,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,5,0,6
SAL20758,0,5,0,0,0,5,0,0,0,131,103,16,254,0,6,9,264,133,0,390
SAL20759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20762,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,6
SAL20763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20764,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL20765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20766,0,0,0,0,0,3,0,0,0,95,42,13,148,11,4,13,160,121,0,286
SAL20767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20769,0,0,0,0,0,0,0,0,0,5,3,3,15,0,0,0,14,10,0,22
SAL20770,0,0,0,0,0,0,0,0,0,17,7,0,24,0,0,0,25,20,0,55
SAL20771,0,0,0,0,0,0,0,6,12,309,240,36,585,19,23,40,621,485,14,1116
SAL20772,0,0,0,0,0,0,4,5,9,344,291,34,673,20,28,45,721,495,5,1223
SAL20773,0,0,0,0,0,0,0,0,0,17,16,4,32,0,0,0,34,14,0,47
SAL20774,0,0,0,0,0,0,0,0,3,130,95,18,243,9,12,22,264,140,5,413
SAL20775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20776,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,7,0,0,8
SAL20777,0,0,0,0,0,0,0,0,0,8,3,0,15,0,0,0,13,6,0,20
SAL20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20779,0,4,0,0,0,4,3,9,15,461,339,50,841,20,22,37,880,342,13,1228
SAL20780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20783,0,0,0,0,0,0,4,10,14,98,75,17,188,9,17,27,211,302,13,522
SAL20784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL20786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4
SAL20787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20788,0,3,0,0,0,3,0,8,8,90,82,22,187,3,9,10,192,118,4,321
SAL20789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20790,0,4,0,0,0,4,0,3,15,167,199,34,403,11,19,38,437,248,9,693
SAL20791,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,3
SAL20792,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,8,4,0,11
SAL20793,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,6,3,0,6
SAL20794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20796,0,0,0,0,0,0,0,0,0,4,0,3,8,0,0,0,8,3,0,11
SAL20797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20798,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,9
SAL20799,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3
SAL20800,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,4
SAL20801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20802,0,0,0,0,0,0,0,0,0,48,47,11,104,3,3,8,112,66,0,181
SAL20803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20804,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,5,5,0,12
SAL20805,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,5,0,0,5
SAL20806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL20809,0,0,0,0,0,0,0,0,0,9,7,0,14,0,0,0,14,6,0,19
SAL20810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20812,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,4
SAL20813,0,0,0,0,0,0,0,0,3,3,9,0,19,3,0,5,25,38,0,55
SAL20814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8
SAL20817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20822,0,0,0,0,0,0,0,0,0,4,10,3,20,0,0,0,22,28,0,49
SAL20823,0,0,0,0,0,0,4,4,4,92,87,10,189,0,0,7,192,143,3,340
SAL20824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20825,0,0,0,0,0,0,0,0,0,34,20,0,56,3,0,3,62,43,0,100
SAL20826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20827,0,0,0,0,0,0,0,0,4,12,24,9,38,3,3,4,50,51,0,102
SAL20828,0,0,0,0,0,0,5,0,5,30,23,4,54,0,8,3,62,36,0,101
SAL20829,0,0,0,0,0,0,3,0,4,53,40,0,100,3,0,0,99,54,0,153
SAL20830,0,0,0,0,0,0,5,5,5,33,13,0,46,0,0,5,48,26,5,84
SAL20831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20833,0,0,0,0,0,0,0,0,0,6,6,0,18,0,0,5,16,16,0,36
SAL20834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20836,0,0,0,0,0,0,0,0,0,33,34,6,66,0,0,0,64,33,0,100
SAL20837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20838,3,4,0,0,0,6,6,7,15,185,189,40,413,10,14,19,432,281,4,727
SAL20839,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,6,0,17
SAL20840,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,3
SAL20841,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,8,3,0,9
SAL20842,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
SAL20843,0,0,0,0,0,0,4,0,4,11,4,5,20,0,0,0,20,13,0,35
SAL20844,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,11,13,0,27
SAL20845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20847,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL20848,0,4,0,0,0,4,0,0,0,113,88,11,218,3,10,13,230,89,0,314
SAL20849,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL20850,0,0,0,0,0,0,0,4,4,3,12,0,16,0,3,3,17,13,4,40
SAL20851,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,7,4,0,11
SAL20852,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,3,0,7
SAL20853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL20856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20857,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,4
SAL20858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20859,0,0,0,0,0,0,0,0,0,24,32,10,60,0,0,0,60,25,0,84
SAL20860,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,0,8
SAL20861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SAL20862,0,0,0,0,0,0,0,0,0,7,14,3,22,0,0,0,24,17,0,44
SAL20863,0,0,0,0,0,0,0,0,0,3,11,0,15,0,0,0,16,7,0,26
SAL20864,0,4,0,0,0,4,0,0,4,135,81,5,220,0,0,7,221,117,0,340
SAL20865,4,0,0,0,0,0,0,0,8,288,164,14,477,6,9,22,494,187,5,686
SAL20866,0,0,0,0,0,0,0,0,0,81,48,4,134,7,5,6,140,45,0,185
SAL20867,0,0,0,0,0,0,0,0,3,192,125,26,339,11,8,19,362,122,4,483
SAL20868,0,0,0,0,0,0,0,0,0,72,47,10,127,5,0,5,131,49,0,178
SAL20869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20870,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,5,0,5
SAL20871,0,0,0,0,0,0,0,8,13,282,195,39,517,25,18,42,560,469,12,1040
SAL20872,0,0,0,0,0,0,0,4,5,4,3,4,7,0,0,0,9,6,4,18
SAL20873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20875,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,11
SAL20876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL20877,0,0,0,0,0,0,0,0,0,11,12,0,23,0,0,0,23,4,0,25
SAL20878,6,11,0,0,4,8,8,7,24,437,340,42,823,31,28,63,880,709,31,1621
SAL20879,0,0,0,0,0,0,0,0,4,78,71,13,162,5,4,12,172,69,0,245
SAL20880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20881,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,0,10,0,0,10
SAL20882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20883,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,5
SAL20884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20885,0,3,0,0,0,3,0,0,0,277,124,23,423,12,6,21,440,220,0,655
SAL20886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
