SAL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SAL20926,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL20927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAL20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20929,16,192,6,26,15,3,0,4,5,266,8,96,0,27,10,0,0,0,0,152,81,61,7,26,62,18,0,13,5,274,49,176,4,43,47,15,0,13,5,359,28,80,11,11,28,18,0,4,3,189,6,4,13,10,7,3,0,3,0,57,0,0,0,0,0,0,0,0,0,0,5,22,0,0,15,6,0,0,0,42,0,10,0,10,0,0,0,8,5,34,232,753,49,171,205,79,5,53,29,1569,23,90,9,3,14,3,0,0,6,155,19,72,11,5,8,9,0,8,5,134,35,92,31,5,8,4,13,9,4,206,19,67,30,4,5,5,0,4,0,142,7,21,7,5,8,0,0,4,0,43,27,254,3,39,15,3,3,8,3,362,20,151,0,29,10,3,5,3,0,221,163,153,6,41,96,32,9,31,9,541,83,275,15,76,63,22,6,22,7,567,45,137,30,23,41,29,4,9,6,330
SAL20930,0,18,0,3,10,0,0,0,0,34,0,10,0,0,6,0,0,0,0,23,7,9,0,3,15,0,0,0,0,32,0,12,0,3,4,4,0,0,0,21,4,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,30,66,9,13,29,13,0,0,0,159,4,0,0,0,0,4,0,0,0,9,5,0,0,0,0,0,0,0,0,11,9,4,5,0,0,0,0,0,0,26,16,7,5,0,3,5,6,0,0,39,5,3,7,0,0,0,0,0,0,21,3,23,0,3,10,0,0,0,0,46,3,14,0,0,6,0,0,0,0,23,31,26,0,4,11,8,0,0,0,91,12,25,0,7,0,4,0,0,0,41,4,4,0,0,0,0,0,0,0,19
SAL20931,9,131,8,31,14,11,0,0,0,205,4,51,0,29,4,3,0,0,0,93,25,26,0,10,34,14,3,5,0,117,16,48,0,64,22,9,0,14,0,173,0,13,5,3,5,4,0,8,5,38,5,0,10,16,12,7,3,5,5,54,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,3,12,67,287,26,168,99,63,10,34,8,766,3,21,3,3,4,3,0,0,0,36,0,20,8,0,4,4,0,3,0,36,22,19,64,8,4,8,8,16,0,145,9,8,44,3,0,0,3,0,0,82,10,3,0,4,5,3,5,5,0,39,7,174,8,50,13,12,6,0,0,271,6,89,3,33,4,5,0,4,0,154,37,52,11,19,45,25,11,15,3,217,20,66,4,86,24,19,3,18,0,237,3,20,9,8,4,7,3,4,5,68
SAL20932,5,0,5,3,0,0,0,0,0,21,0,7,0,8,0,0,0,0,0,19,4,0,0,0,6,0,0,0,0,12,6,4,0,7,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,21,8,28,10,5,5,7,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,30,0,0,0,7,8,0,49,0,0,15,0,0,0,0,5,0,21,5,0,4,0,0,0,3,4,0,17,5,0,6,3,0,0,0,0,0,22,0,12,0,8,0,0,0,0,0,22,7,0,3,0,9,0,0,0,0,20,6,7,0,7,0,0,0,0,0,30,4,0,0,6,0,0,0,0,0,8
SAL20933,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,6,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,4,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,15,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SAL20934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20935,27,331,8,83,35,12,4,6,3,508,17,223,6,65,24,3,0,6,7,349,177,236,18,80,231,61,13,67,10,894,102,388,22,135,111,40,3,21,9,826,60,175,28,36,71,39,8,5,0,420,21,8,42,25,22,22,0,13,0,155,0,0,0,0,0,0,0,0,0,0,22,29,5,9,21,5,3,5,3,108,3,16,0,9,8,3,0,6,21,62,476,1639,178,480,603,206,52,167,60,3857,51,150,24,23,50,19,3,24,9,356,52,241,60,27,44,26,43,43,9,553,70,240,169,28,38,30,49,68,10,699,43,127,87,11,30,7,8,18,5,339,19,31,15,0,11,0,0,8,0,93,40,477,12,121,45,19,6,8,0,728,38,338,8,79,44,10,6,9,3,529,364,470,79,120,351,116,70,127,26,1720,164,610,37,208,178,52,24,36,15,1321,105,351,71,73,105,80,24,24,9,843
SAL20936,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,6,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4
SAL20937,17,206,3,50,22,5,0,0,0,306,10,131,0,38,18,5,0,0,0,209,91,164,9,47,177,47,3,21,5,562,29,78,3,86,37,17,5,9,6,268,11,32,7,11,7,19,0,7,0,95,4,0,15,13,11,13,0,8,0,69,0,0,0,0,0,0,0,0,0,0,8,6,3,0,12,6,0,0,0,35,0,5,0,8,3,0,0,3,4,23,202,743,78,280,339,138,10,56,24,1875,26,82,21,15,23,11,6,3,5,188,48,184,28,12,33,21,12,13,9,352,80,168,124,13,36,21,21,21,13,488,22,31,86,3,14,10,3,6,4,178,8,5,17,0,8,3,0,4,0,38,16,257,7,62,25,5,3,0,6,397,11,174,0,45,26,9,0,3,4,271,228,315,24,62,257,102,19,42,7,1065,53,138,14,113,50,24,8,19,4,418,20,62,16,17,9,21,3,12,4,163
SAL20938,0,11,0,0,0,0,0,0,0,17,3,3,0,4,3,0,0,0,0,13,0,0,0,0,7,0,0,0,0,4,3,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,3,13,5,0,0,0,0,62,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,10,0,0,5,0,0,0,0,0,0,9,6,0,4,3,0,0,5,0,0,14,0,12,0,0,0,0,0,0,0,14,0,11,0,7,3,0,0,0,0,16,5,0,0,0,7,0,0,0,0,11,3,0,0,4,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0
SAL20939,0,8,0,0,0,0,0,0,0,10,4,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,4,6,0,0,0,6,0,52,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,5,9,0,0,0,0,0,0,0,16,4,0,0,5,0,0,0,0,0,10,5,0,0,0,4,0,0,0,0,10,0,10,0,6,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,8
SAL20940,7,28,0,4,6,0,0,0,0,51,7,20,3,13,3,0,0,0,0,51,3,5,0,4,15,3,0,0,3,34,0,19,4,17,3,5,0,5,0,44,0,5,0,0,3,0,0,0,0,15,4,0,7,4,3,4,0,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,31,80,18,45,40,18,6,20,3,256,6,4,0,0,0,0,0,0,0,13,3,0,0,0,3,0,0,0,0,8,18,9,24,6,4,3,8,12,0,79,5,0,17,0,0,0,4,0,0,25,18,3,0,0,0,0,0,10,0,31,15,42,0,11,6,0,0,0,0,75,7,30,3,13,7,0,0,0,6,70,11,7,0,0,20,11,0,6,3,57,0,22,4,17,6,5,0,4,0,62,5,3,3,0,7,4,0,5,0,20
SAL20941,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,7,6,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,10,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
SAL20942,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL20943,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20944,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SAL20945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20946,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SAL20947,47,702,56,281,86,53,3,28,14,1267,62,511,7,187,50,27,3,12,5,872,211,196,34,120,447,140,22,53,10,1230,107,305,34,588,194,61,10,58,16,1384,37,109,25,32,45,26,9,12,4,296,37,17,93,100,67,61,4,53,5,447,0,3,0,0,0,3,0,0,0,13,17,28,4,17,24,8,0,3,0,98,7,21,4,10,22,18,0,10,20,122,582,2007,327,1397,1016,428,76,294,80,6213,44,103,39,33,33,20,7,17,7,304,47,119,55,18,30,22,28,29,4,351,158,213,702,43,57,58,137,138,20,1518,133,43,653,18,34,29,44,92,16,1062,39,23,120,15,20,10,21,42,4,287,69,876,76,365,97,57,14,45,14,1612,90,698,17,212,65,28,7,22,9,1150,428,395,76,159,547,232,98,119,15,2071,156,416,76,740,238,88,46,101,21,1878,76,224,70,58,63,39,23,39,10,607
SAL20948,7,28,0,38,0,3,0,0,0,79,4,17,0,23,0,4,0,0,0,48,11,10,9,17,34,14,3,15,0,105,10,17,6,79,18,9,6,11,3,168,3,10,0,4,3,0,0,0,0,23,9,4,15,16,4,4,6,9,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,5,3,0,0,5,0,24,46,92,50,193,88,44,12,60,8,598,9,7,5,4,4,5,0,4,0,31,9,9,7,3,0,0,5,5,0,44,20,16,96,0,8,7,29,29,3,215,5,0,63,4,4,0,8,16,0,100,0,5,21,3,8,0,4,12,0,46,7,38,7,41,3,3,0,3,0,106,4,28,3,34,0,4,0,3,0,66,21,18,19,14,37,24,19,24,0,183,11,27,8,100,24,15,6,23,7,220,8,8,5,4,7,0,3,0,0,42
SAL20949,52,478,16,124,49,22,0,7,4,749,52,373,0,69,43,14,5,4,5,566,165,178,14,41,245,69,3,17,8,754,65,179,7,164,94,30,0,21,6,567,24,74,7,18,25,18,4,9,0,186,21,6,48,33,43,26,0,10,0,184,0,0,0,0,0,0,0,0,0,0,8,11,0,5,20,0,0,0,0,51,4,8,0,9,9,9,0,6,9,52,442,1391,124,480,570,214,29,75,39,3358,49,84,13,12,13,10,0,0,3,201,55,95,17,7,18,10,4,4,0,207,177,171,346,30,41,35,36,41,11,877,98,35,308,7,20,14,25,50,5,564,21,9,34,4,7,9,7,13,0,111,79,599,24,152,61,26,3,8,8,955,83,494,17,81,48,10,7,4,5,747,399,334,41,66,320,138,22,41,11,1370,105,252,15,227,108,42,8,24,13,804,45,115,23,26,33,21,20,17,6,300
SAL20950,5,155,4,62,20,9,0,6,0,270,11,140,3,61,6,6,0,3,3,235,62,92,15,39,178,37,11,13,0,448,20,66,7,83,58,11,0,14,0,265,4,23,6,3,15,10,0,0,0,54,5,4,21,18,23,15,0,10,0,103,0,0,0,0,0,0,0,0,0,0,3,10,0,11,5,0,0,0,0,31,4,5,0,9,6,0,0,3,6,31,132,568,76,303,361,106,29,59,18,1661,6,24,10,11,15,5,6,4,0,97,36,115,15,14,28,5,18,8,7,241,49,90,184,19,42,12,81,32,7,526,25,10,119,0,5,9,20,25,0,214,0,0,6,0,0,0,5,3,0,22,8,210,11,77,31,12,6,9,0,367,13,174,3,65,13,6,7,11,6,295,145,179,28,55,242,69,48,34,10,818,32,80,12,114,75,15,18,19,0,376,5,33,7,6,27,16,3,0,0,100
SAL20951,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5
