SAL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
SAL20074,931,1015,1947,484,228,712,111,309,416,39,60,96,20,21,43,647,618,1260,242,358,600,3.1,3.2,3.2,69.6,60.5,64.9,67.5,58.5,62.8,25,28,51,22,50,69,85,181,262,68,118,192,280,162,442,4,13,20,11,17,27,292,185,485,1003,1105,2106,148,148,293,566,606,1183,489,570,1059
SAL20075,6063,6451,12511,2941,2203,5141,950,1599,2545,219,301,519,210,191,400,4314,4285,8601,1414,1820,3233,4.8,4.4,4.6,71.2,66.5,68.8,67.8,63.5,65.6,720,787,1512,206,385,588,1618,1823,3436,499,574,1075,728,411,1133,38,50,90,74,128,203,839,587,1424,5822,6031,11851,1118,1175,2289,3780,3951,7727,2770,2888,5658
SAL20076,94,96,193,43,26,66,11,29,43,4,3,5,4,4,6,63,57,123,21,33,50,6.3,6.7,6.5,66.3,61.2,63.7,62.1,57.1,59.6,9,13,23,4,8,12,17,25,44,14,15,22,20,4,23,0,0,0,0,0,3,20,7,27,103,96,199,5,11,20,78,70,149,30,33,66
SAL20077,3098,3267,6370,1447,891,2339,497,931,1426,91,117,209,121,88,203,2155,2023,4180,844,1131,1976,5.4,4.2,4.8,69.5,62,65.6,65.7,59.4,62.4,428,404,835,134,224,355,935,1034,1968,238,321,562,271,119,390,13,26,37,39,50,81,318,186,507,3347,3448,6797,442,427,869,2360,2469,4828,1235,1216,2458
SAL20078,2855,3100,5952,1284,861,2146,424,700,1126,81,125,205,137,93,224,1924,1781,3702,831,1188,2019,6.9,5.2,6.1,67.4,57.5,62.2,62.7,54.5,58.4,351,360,713,79,146,218,753,805,1562,238,304,540,333,165,502,21,24,47,31,71,101,382,264,645,2808,2981,5788,528,488,1017,1771,1953,3727,1381,1373,2753
SAL20079,2767,2996,5765,1447,793,2242,368,935,1306,91,142,236,89,65,150,1997,1931,3931,696,959,1654,4.4,3.3,3.9,72.1,64.6,68.2,69,62.4,65.6,188,244,426,82,139,218,606,708,1315,269,355,623,575,247,825,12,30,46,42,73,117,632,350,987,3024,3134,6159,396,430,826,2144,2240,4390,1097,1151,2252
SAL20080,2565,2730,5290,1289,713,2000,337,855,1197,84,108,194,83,57,138,1801,1732,3529,706,941,1646,4.6,3.3,4,70.1,63.6,66.7,66.8,61.5,64.1,153,148,294,35,81,119,423,559,983,270,318,585,518,273,792,16,40,56,45,72,115,575,392,965,2912,2953,5865,189,185,373,2343,2415,4758,614,620,1234
SAL20081,51,58,112,27,12,38,7,13,20,3,3,6,0,3,3,36,35,70,14,14,26,0,5.9,2.9,65.4,60.7,63,65.4,57.1,61.1,0,0,0,0,0,0,3,7,10,3,5,6,21,12,28,0,0,0,0,6,6,18,18,37,45,53,107,9,9,25,27,35,65,28,26,52
SAL20082,1345,1421,2765,693,371,1063,177,443,625,61,71,133,48,53,102,976,942,1923,324,437,758,4.9,5.8,5.4,72.9,66.5,69.6,69.4,62.6,65.9,28,39,66,20,37,54,141,240,382,138,165,299,354,148,507,5,18,26,23,34,57,386,199,588,1505,1515,3029,83,107,188,1263,1273,2533,264,290,553
SAL20083,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3,0,20,33.3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,3,0,0,0
SAL20084,5,3,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,50,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0
SAL20085,112,92,205,48,20,68,18,27,48,0,4,3,0,3,3,72,49,117,35,40,72,1.4,4.1,2.5,59.5,53.3,56.7,58.6,51.1,55.3,4,0,5,5,0,3,12,12,20,5,6,17,34,11,51,0,0,0,0,0,0,41,9,54,123,99,223,12,4,24,82,74,151,46,29,69
SAL20086,455,481,934,203,121,322,55,123,180,13,28,42,6,3,12,282,279,556,155,188,344,2.8,1.8,2.3,62.3,58,60.1,60.5,57,58.7,16,19,33,8,12,23,38,74,113,47,72,113,147,63,204,4,13,13,9,11,19,154,81,241,467,462,927,55,76,128,327,307,636,178,206,381
SAL20087,592,558,1143,180,74,251,60,119,176,21,19,45,8,9,19,275,222,494,265,293,556,3.3,5.8,4.5,46.1,40.1,43.2,44.6,37.8,41.3,11,14,26,12,11,17,30,57,86,29,55,81,150,71,217,5,5,16,6,12,20,162,94,254,570,537,1111,51,58,105,407,362,770,198,188,385
SAL20088,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,100,50,80,100,50,80,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,6,0,5,0,0,0,3,0,0,0,0,0
SAL20089,4994,5418,10411,2038,1220,3255,601,1103,1700,176,235,410,182,129,303,2992,2682,5671,1799,2542,4340,5.9,4.7,5.4,59.9,49.5,54.5,56.4,47.2,51.6,275,246,525,75,146,219,885,1043,1933,381,464,841,852,393,1243,24,50,75,78,111,188,946,558,1505,5156,5533,10684,575,572,1146,3693,3985,7679,1745,1837,3580
SAL20090,21,17,39,10,4,17,5,3,5,4,6,10,0,0,0,13,15,24,4,5,12,0,0,0,65,65,65,65,65,65,0,0,0,0,0,0,0,0,4,0,0,0,8,4,11,0,0,0,0,0,0,8,4,11,19,19,36,3,0,6,13,21,38,3,3,8
SAL20091,352,334,688,186,83,273,47,96,145,8,21,29,6,7,14,250,214,455,94,109,199,2.8,3.8,3.3,69.5,63.4,66.5,67.5,61,64.3,8,15,21,8,9,19,32,63,98,25,43,73,127,40,173,0,7,7,10,3,11,134,56,190,376,343,724,43,26,73,294,262,563,111,101,207
SAL20092,191,174,364,86,35,123,28,72,96,9,10,22,4,4,8,129,119,247,48,49,102,3.8,2.5,3.2,68.8,66.3,67.6,66.1,64.6,65.4,9,9,13,3,11,13,23,37,55,21,22,39,51,25,71,0,8,6,0,0,3,55,27,80,203,184,386,20,25,40,136,129,269,70,74,139
SAL20093,385,361,749,177,78,259,49,118,164,22,30,46,10,8,15,257,231,490,99,97,194,3.9,3,3.5,67.1,64.4,65.8,64.5,62.5,63.5,0,12,11,6,16,26,38,65,107,26,39,65,129,52,183,0,8,10,11,3,11,135,64,199,411,385,790,55,47,101,273,251,516,162,152,309
SAL20094,11,18,29,8,9,18,0,0,0,0,0,0,0,0,0,14,9,19,3,8,13,0,0,0,78.6,50,63.3,78.6,50,63.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,15,18,37,0,0,0,13,11,22,6,4,8
SAL20095,2983,3365,6348,1342,799,2144,327,751,1081,108,161,263,84,76,161,1867,1785,3657,960,1386,2355,4.6,4.3,4.4,62.5,53.2,57.6,59.7,50.9,55,98,141,235,43,132,176,299,481,779,254,381,639,845,415,1264,30,57,82,43,62,102,915,532,1447,2885,3178,6063,609,599,1206,1745,1874,3623,1524,1709,3227
SAL20096,164,139,301,64,28,92,24,37,58,8,7,16,3,0,7,96,70,168,55,56,114,5.2,1.4,3.5,59.5,52.9,56.5,56.4,52.2,54.5,0,6,8,0,4,0,4,13,20,4,9,16,51,21,71,0,6,7,3,5,3,54,27,80,149,136,283,23,19,41,103,97,199,54,55,115
SAL20097,648,684,1322,269,118,386,101,227,325,17,37,64,16,4,23,406,388,798,211,260,464,4,1.8,2.9,62.7,57.5,60,60.2,56.5,58.3,4,21,30,6,23,35,43,76,118,39,79,113,212,121,330,0,8,8,13,17,23,221,150,367,689,723,1412,54,48,102,527,543,1074,178,191,374
SAL20098,9,3,10,4,0,5,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,80,100,87.5,80,100,87.5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,3,9,3,10,0,0,0,9,3,10,0,0,0
SAL20099,140,139,283,78,39,114,6,44,51,3,6,15,0,0,4,96,92,183,37,42,81,3.1,2.3,2.7,67.6,62,64.8,65.5,60.6,63,4,8,7,6,0,9,11,17,29,11,14,27,47,23,72,0,0,3,5,4,8,54,34,81,134,132,257,28,29,59,101,104,207,53,52,106
SAL20100,23,17,42,13,4,16,4,0,3,0,0,0,0,0,0,15,8,22,3,7,14,7.7,0,5,54.2,46.7,51.3,50,46.7,48.7,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,21,17,38,0,0,0,14,7,24,8,4,10
SAL20101,21,20,45,15,5,13,3,7,8,0,0,4,0,0,0,14,14,28,6,7,16,0,7.1,3.4,65.2,63.6,64.4,65.2,59.1,62.2,3,0,3,0,0,0,3,5,3,4,7,7,3,3,6,0,0,0,0,0,0,3,3,6,26,20,46,0,0,0,19,15,34,7,8,14
SAL20102,58,45,99,27,10,28,3,12,17,6,0,5,0,0,0,29,22,54,22,19,36,0,4.3,1.9,53.6,52.3,53,53.6,50,52,4,0,4,0,3,3,10,9,16,11,6,16,8,6,16,0,0,0,0,0,0,8,6,16,51,42,95,8,9,17,44,31,74,20,12,34
SAL20103,3021,3545,6563,1037,631,1660,425,866,1285,117,138,249,89,77,166,1665,1700,3366,1120,1546,2657,5.5,4.4,4.9,55.1,48,51.2,52,45.9,48.7,52,97,155,26,97,122,202,375,577,208,355,564,757,519,1278,36,68,98,45,51,97,836,644,1479,2894,3250,6142,503,566,1068,1795,2041,3832,1392,1579,2973
SAL20104,77,84,154,29,21,47,15,23,40,7,0,5,3,3,9,48,55,105,18,19,35,7.8,10.9,9.4,68.9,68.8,68.8,63.5,61.3,62.3,3,0,3,3,3,9,14,20,30,8,9,19,10,10,21,0,0,0,3,0,6,15,15,26,55,63,116,21,27,50,23,37,62,50,49,95
SAL20105,2323,2375,4699,1103,989,2091,436,573,1008,80,118,200,89,51,138,1700,1739,3440,420,489,910,5,3,4,73.3,73.1,73.2,69.6,70.9,70.3,288,333,621,74,142,216,669,789,1464,226,247,476,241,145,385,18,8,21,26,29,56,286,178,461,1873,1923,3794,582,615,1200,1039,1083,2119,1311,1349,2659
SAL20106,49,39,91,19,8,27,9,18,22,3,0,9,4,0,4,35,28,60,12,10,29,5.9,0,3.2,66.7,70.7,68.5,62.7,70.7,66.3,0,0,3,0,5,5,4,10,11,0,5,4,15,3,13,0,0,0,0,0,0,13,6,19,56,46,95,9,4,10,48,33,77,14,17,30
SAL20107,18,21,39,5,5,9,0,3,10,4,0,5,0,0,0,14,14,26,4,4,10,0,7.7,4,57.1,65,61,57.1,60,58.5,0,0,0,0,0,0,0,0,0,0,4,3,9,4,7,0,0,0,0,0,0,9,6,12,25,20,41,3,3,9,14,10,24,6,13,24
SAL20108,1337,1429,2763,621,355,970,159,342,498,56,74,135,37,30,67,870,795,1668,409,561,970,4,3.6,3.8,65.4,55.7,60.4,62.7,53.7,58.1,30,47,78,22,73,89,118,193,308,102,162,265,406,209,617,12,18,30,18,22,45,441,250,693,1363,1422,2785,195,222,412,881,896,1776,607,674,1279
SAL20109,30,27,55,15,3,21,0,6,5,0,0,0,0,0,0,16,18,34,6,3,12,0,0,0,58.6,55.6,57.1,58.6,55.6,57.1,0,0,0,0,0,0,6,5,3,0,5,0,8,4,13,0,0,0,0,0,0,8,4,13,32,32,64,0,0,0,23,25,46,4,8,12
SAL20110,9,9,15,3,0,3,0,4,4,0,0,0,0,0,0,3,4,7,0,0,4,0,0,0,62.5,60,61.5,62.5,60,61.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,6,7,8,10,0,7,5,6,3,12,0,3,5
SAL20111,2154,2453,4607,909,628,1529,353,675,1025,57,102,159,74,63,137,1393,1466,2850,606,849,1459,5.5,4.3,4.9,64.5,59.7,61.9,60.9,57.1,58.9,187,253,444,89,145,238,424,563,981,188,260,455,368,216,585,27,32,58,32,28,58,422,279,705,1855,2113,3972,502,549,1046,1140,1313,2459,1100,1234,2334
SAL20112,2288,2762,5051,788,507,1303,339,657,994,78,107,186,91,87,176,1303,1359,2659,850,1232,2086,7,6.3,6.7,56.8,49.1,52.6,52.8,46,49.1,105,160,261,67,121,182,317,445,761,171,274,443,516,361,878,25,37,63,23,28,49,564,424,987,2123,2463,4585,421,510,930,1341,1541,2884,1078,1275,2349
SAL20113,1512,1809,3324,633,394,1029,201,453,655,52,83,131,43,29,74,929,956,1888,521,767,1286,5,3,4,61.3,52.9,56.8,58.3,51.3,54.5,80,106,187,47,77,123,211,307,516,139,178,313,343,207,550,17,22,39,19,18,38,376,252,626,1528,1747,3277,271,279,544,976,1125,2100,723,803,1530
SAL20114,46,54,106,15,16,33,10,9,18,3,3,6,0,0,0,27,33,57,15,19,38,0,3.4,1.7,58,52.7,55.2,58,50.9,54.3,5,0,3,0,3,3,3,6,6,0,0,3,11,6,23,0,0,0,0,0,0,17,13,23,56,56,107,0,0,3,42,38,80,9,10,23
SAL20115,108,98,207,44,16,61,18,31,48,4,0,4,0,0,5,66,52,121,27,34,55,2.9,5.7,4.1,63.6,53,58.5,61.7,50,56,3,0,3,0,7,7,9,10,21,4,10,19,33,17,50,0,0,0,6,7,3,37,14,58,107,101,204,4,9,14,81,72,160,22,26,49
SAL20116,85,76,158,29,15,50,7,12,23,5,0,9,3,0,6,45,34,76,26,27,47,4.4,3,3.8,52.3,44.6,48.8,50,43.2,46.9,0,0,0,0,0,0,4,10,18,4,3,14,15,8,19,0,0,0,0,3,7,22,10,25,83,74,155,0,3,5,56,48,107,22,25,50
SAL20117,30,26,58,22,5,32,0,13,17,0,0,3,0,0,0,27,23,46,0,8,13,0,0,0,86.7,77.8,82.5,86.7,77.8,82.5,0,0,0,0,0,0,6,10,13,3,3,9,5,0,6,0,0,0,4,0,3,7,0,13,36,36,68,3,3,5,33,31,57,6,3,14
SAL20118,55,51,109,25,16,38,16,18,28,9,9,11,0,0,0,48,32,80,4,11,12,2.1,0,1.2,81,68.6,75.2,79.3,68.6,74.3,0,0,0,0,0,0,4,9,17,4,9,10,16,7,19,0,0,0,0,0,0,16,11,25,52,48,96,10,8,12,27,27,56,28,20,50
SAL20119,118,123,241,49,27,80,16,20,41,3,0,8,3,3,5,69,59,131,39,50,95,4.2,6.7,5.3,61,48.4,54.5,58.5,45.2,51.7,0,0,0,6,4,5,0,16,19,4,10,19,37,15,55,5,7,10,0,0,6,38,29,60,120,110,237,12,13,28,103,91,197,27,30,60
SAL20120,901,1000,1901,372,208,585,151,292,442,44,57,103,10,6,19,576,569,1147,271,383,649,1.6,1.4,1.5,63.8,57,60.2,62.8,56.2,59.3,52,56,101,24,51,74,174,260,438,94,141,237,245,94,337,4,8,17,16,12,27,264,120,380,951,1048,1997,103,99,207,645,720,1359,347,382,734
SAL20121,203,205,406,60,28,89,29,41,75,6,13,19,3,10,11,101,92,197,88,101,183,4,8.4,6.2,49.8,46.1,47.9,47.8,42.2,45,11,9,22,10,15,25,45,56,100,14,28,41,37,13,54,0,5,0,7,6,7,46,20,64,189,187,370,38,31,63,130,142,273,88,68,152
SAL20122,4,3,11,0,0,3,0,0,0,3,0,5,0,0,0,3,5,7,0,0,0,0,0,0,60,80,70,60,80,70,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,6,3,13,0,0,0,3,0,6,3,3,4
SAL20123,5212,6097,11312,2161,1418,3574,864,1437,2300,152,176,326,174,150,325,3348,3180,6527,1713,2714,4430,5.2,4.7,5,64.2,52.2,57.7,60.9,49.7,54.8,810,756,1563,163,295,455,1620,1844,3471,456,637,1097,339,229,569,20,35,52,50,98,147,417,358,771,5196,5990,11184,880,970,1855,3396,3965,7357,2502,2801,5303
SAL20124,8448,9062,17505,3577,2225,5804,1397,2363,3768,259,300,559,300,244,540,5535,5138,10671,2682,3689,6372,5.4,4.8,5.1,65.6,56.7,61,62,54,57.9,1211,1019,2229,253,443,696,2558,2778,5331,693,893,1588,596,323,925,26,53,77,103,156,253,722,529,1253,8880,9241,18119,1297,1303,2600,6215,6529,12741,3618,3722,7341
SAL20125,201,194,394,104,52,160,26,41,73,7,16,26,3,0,10,143,115,261,42,70,109,3.5,0.8,2.3,73.1,60.2,66.7,70.6,59.7,65.1,0,0,5,4,3,7,11,36,43,12,19,26,60,25,81,0,0,6,0,0,7,68,34,99,213,202,416,22,20,38,155,147,305,67,67,128
SAL20126,112,114,227,56,23,75,11,32,53,7,4,12,3,0,0,76,68,143,24,26,46,2.7,1.5,2.1,65.8,59.3,62.6,64,58.4,61.2,0,0,0,0,0,6,5,8,14,0,14,11,38,26,66,0,0,0,0,4,0,38,27,66,107,106,214,10,11,17,80,82,165,25,31,59
SAL20127,51,47,99,19,5,28,10,19,27,4,4,9,0,0,0,33,32,61,15,12,28,0,0,0,69.2,64.4,67,69.2,64.4,67,0,3,3,0,0,0,3,13,13,4,4,12,11,5,14,0,4,4,3,0,3,18,11,22,55,42,100,4,4,9,44,38,82,19,7,21
SAL20128,16,16,31,10,7,18,0,10,10,5,0,4,0,0,0,13,12,27,3,0,3,0,0,0,87.5,75,81.3,87.5,75,81.3,0,0,0,0,0,0,3,5,11,0,9,6,0,0,3,0,0,0,0,0,0,5,0,10,18,17,36,0,0,0,10,13,24,11,3,9
SAL20129,425,237,660,339,83,424,21,65,83,11,12,23,4,8,9,369,167,534,42,61,100,0.8,4.2,1.9,87.3,71.1,81.5,86.6,68.1,80,0,7,15,6,10,14,22,37,56,26,31,64,119,43,169,12,4,16,8,4,10,136,57,190,301,228,525,209,86,299,98,92,185,380,192,572
SAL20130,22,22,46,15,0,12,5,11,13,0,0,0,0,0,0,19,13,30,9,6,13,5.9,0,3.2,73.9,66.7,70.5,69.6,66.7,68.2,0,0,0,0,0,0,0,0,4,0,3,3,3,3,9,0,0,0,0,0,0,3,8,9,28,30,55,0,0,0,26,23,47,6,5,13
SAL20131,334,387,716,60,30,89,27,30,56,4,10,12,3,5,7,92,69,166,212,280,494,3.2,5.7,4.3,28.2,18.1,22.7,27.3,17.1,21.8,6,5,10,0,0,0,16,20,33,20,30,53,81,27,111,0,7,7,4,7,8,91,45,134,299,343,643,13,22,34,230,281,509,79,82,160
SAL20132,34,23,56,19,4,21,0,6,3,0,0,0,0,0,0,18,11,35,7,10,17,0,0,0,57.1,47.8,53.4,57.1,47.8,53.4,0,0,0,0,0,0,0,0,0,4,0,6,7,3,15,0,0,0,0,0,0,12,3,14,29,22,51,4,3,12,17,14,30,9,11,19
SAL20133,2390,2460,4849,1261,582,1841,290,826,1124,89,154,238,47,49,97,1696,1609,3303,587,769,1354,2.8,3,2.9,70.9,65.4,68.1,68.9,63.4,66.1,43,62,106,29,98,123,155,353,505,234,296,534,829,461,1298,16,37,60,20,41,65,874,545,1416,2704,2702,5410,356,362,719,1726,1656,3378,1126,1209,2335
SAL20134,13,9,18,6,4,10,3,4,3,0,0,0,0,0,0,10,4,15,0,0,4,0,0,0,76.9,85.7,80,76.9,85.7,80,0,0,0,0,0,0,0,0,0,0,3,3,5,0,4,0,0,0,0,0,0,5,0,4,9,3,17,6,5,6,9,3,17,3,5,7
SAL20135,11,8,20,5,3,15,0,0,0,0,0,0,0,0,0,10,7,18,0,0,0,0,0,0,81.8,88.9,85,81.8,88.9,85,0,0,0,0,0,0,0,3,3,0,5,5,0,0,3,0,0,0,0,0,0,0,3,5,16,10,24,0,0,0,8,8,20,0,0,0
SAL20136,1094,1231,2328,579,341,919,117,334,451,38,53,97,18,26,45,750,751,1503,314,448,759,2.4,3.3,2.9,68.6,61.1,64.6,67,59,62.8,32,47,74,37,64,97,103,194,301,108,169,278,372,174,549,10,16,33,5,38,43,390,233,622,1138,1263,2399,236,247,481,672,709,1379,603,679,1285
SAL20137,37,42,73,19,10,29,3,17,17,0,3,0,0,0,0,29,29,56,10,12,20,4,0,1.9,71.4,70.7,71.1,68.6,70.7,69.7,0,4,6,0,0,0,6,13,21,0,8,6,12,4,15,0,3,3,0,0,0,14,8,18,42,42,81,0,0,0,32,34,64,8,7,13
SAL20138,82,75,156,34,10,43,4,28,33,3,3,6,0,0,0,39,41,81,41,28,70,2.4,2.4,2.4,51.2,54.7,52.9,50,53.3,51.6,0,0,0,0,0,0,4,8,16,3,16,20,35,11,41,0,0,0,0,0,0,28,16,45,81,83,164,9,4,10,51,46,99,31,35,72
SAL20139,4,4,9,0,0,3,3,3,7,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,66.7,66.7,66.7,66.7,66.7,66.7,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,17,0,0,0,8,3,8,4,5,6
SAL20140,56,57,117,26,13,37,5,23,28,0,4,5,0,0,0,34,39,72,22,18,38,2.9,0,1.4,59.3,65.5,62.4,57.6,65.5,61.5,3,9,11,0,4,4,8,11,21,8,7,14,23,8,27,0,0,0,0,0,0,20,8,28,58,59,118,10,9,17,39,42,78,21,24,50
SAL20141,206,192,400,64,32,97,45,68,111,7,7,17,4,0,9,124,114,233,77,67,144,5,2.7,3.9,58.3,58.9,58.6,55.3,57.4,56.3,13,23,33,4,10,21,41,36,81,19,31,51,46,14,57,0,4,3,0,3,3,48,20,69,221,182,405,27,23,48,150,137,283,80,63,143
SAL20142,18,24,44,9,0,8,0,6,6,0,0,0,0,0,0,12,0,12,10,15,26,0,0,0,42.1,17.4,28.6,42.1,17.4,28.6,3,0,3,0,0,4,3,3,3,0,4,4,3,0,3,0,0,0,0,0,0,3,0,3,24,21,43,0,0,0,16,13,28,4,9,10
SAL20143,17,20,35,6,8,12,5,3,8,0,5,5,0,0,0,9,10,24,4,3,7,0,7.7,4.2,64.7,65,64.9,64.7,60,62.2,0,0,0,0,0,0,0,4,3,0,0,0,10,6,13,0,0,0,0,3,3,8,7,10,18,19,35,0,4,3,16,11,29,5,4,7
SAL20144,107,103,206,33,9,46,9,24,26,7,3,10,3,0,5,54,35,94,40,56,104,9.3,2.6,6.5,52.4,38.2,45.4,47.6,37.3,42.4,0,0,0,0,0,0,0,8,11,8,9,19,30,15,44,0,0,0,5,0,5,41,15,56,103,87,194,8,19,30,88,72,160,29,27,59
SAL20145,6,10,15,4,4,3,0,5,7,0,0,0,0,0,0,5,4,10,0,0,4,0,0,0,80,75,76.9,80,75,76.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,0,0,0,3,6,17,0,0,0
SAL20146,395,395,789,204,96,301,40,134,176,13,26,49,8,4,14,267,270,537,86,97,187,3.7,1.8,2.8,68.8,68.1,68.4,66.2,66.8,66.5,5,10,15,7,17,22,15,42,61,28,46,74,151,71,227,0,9,7,0,10,6,155,84,245,399,381,783,55,56,112,281,279,562,137,138,278
SAL20147,78,80,156,39,16,55,11,25,41,3,5,14,0,0,0,55,46,105,16,21,40,0,2.2,1,72.5,58.4,65.6,72.5,57.1,65,3,4,10,0,0,3,7,10,18,8,6,16,27,13,39,0,0,0,0,0,0,27,9,33,88,75,156,7,8,18,62,51,115,30,28,53
SAL20148,52,56,104,23,14,35,3,16,19,0,3,4,0,3,3,31,35,66,10,16,25,3,8.6,5.9,64.7,64.8,64.8,62.7,59.3,61,0,4,4,0,4,6,5,15,17,4,12,14,13,11,23,0,0,0,0,0,0,13,11,23,55,49,103,8,12,17,25,29,56,36,24,61
SAL20149,192,177,377,93,46,138,24,60,79,12,10,21,3,0,0,129,118,248,59,60,122,1.6,0.9,1.2,66.5,64.1,65.3,65.5,63.5,64.5,7,8,14,0,3,8,15,31,47,19,15,40,77,44,116,0,7,7,4,0,3,76,48,120,218,206,422,11,7,15,165,156,322,50,55,107
SAL20150,121,107,230,43,21,70,22,33,52,3,9,14,3,4,5,76,64,139,37,33,76,4,4.8,4.3,61.5,58.9,60.3,59,56.1,57.6,0,4,4,0,6,3,3,15,16,8,13,17,39,21,67,4,0,8,0,3,4,46,26,71,130,109,240,11,20,27,92,78,168,43,43,91
SAL20151,99,108,204,49,29,76,14,26,41,4,3,8,0,0,0,68,60,128,24,40,62,0,1.6,0.8,69.4,57,62.9,69.4,56.1,62.4,5,0,8,8,6,11,22,28,44,5,12,17,26,10,32,0,0,3,0,0,0,24,8,35,100,110,202,8,9,20,77,86,158,31,31,54
SAL20152,6,12,13,3,4,10,0,0,0,0,0,0,0,0,0,3,5,11,0,0,3,0,0,0,62.5,62.5,62.5,62.5,62.5,62.5,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,0,0,0,7,7,19,0,0,0
SAL20153,6,4,11,4,3,5,0,6,5,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,75,100,90,75,100,90,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,6,4,11,0,0,0,0,4,3,3,0,3
SAL20154,18,14,37,9,4,16,0,4,7,0,0,0,0,0,0,10,8,18,5,4,5,0,0,0,58.8,58.8,58.8,58.8,58.8,58.8,0,0,0,0,0,0,0,0,9,0,0,0,4,0,5,0,0,0,0,0,0,0,0,8,16,18,31,0,6,5,10,16,31,8,6,6
