SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL21231,183,0,0,12,0,189,101,0,0,3,0,103,9,0,0,0,0,9,0,3,0,0,0,3,0,0,0,0,0,0,20,3,0,0,0,27,0,0,0,8,0,8,0,0,0,0,0,0,34,5,0,8,0,49,0,0,0,0,0,4,12,0,0,0,0,9,336,9,0,18,0,366
SAL21232,8,0,0,0,0,8,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SAL21233,97,0,0,0,0,101,90,0,0,0,0,90,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,8,0,0,0,0,3,3,0,0,0,0,3,230,0,0,0,0,230
SAL21234,193,0,0,0,0,193,322,0,0,0,0,322,11,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,0,34,6,0,0,0,0,6,6,0,0,0,0,6,555,0,3,0,0,559
SAL21235,1362,95,4,0,0,1463,621,28,0,0,0,653,257,43,0,0,0,304,5,32,0,0,0,37,0,8,0,0,0,16,100,8,0,0,0,109,7,0,0,0,0,8,0,0,0,0,0,0,378,96,3,0,0,474,30,4,0,0,0,37,30,12,0,0,0,36,2423,227,9,0,0,2661
SAL21236,154,0,0,0,0,152,108,0,0,0,0,108,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,285
SAL21237,333,14,0,0,0,340,226,7,0,0,0,234,38,5,0,0,0,43,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,61,5,0,0,0,63,0,0,0,0,0,5,3,0,0,0,0,5,625,26,0,0,0,653
SAL21238,27,0,0,0,0,27,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,79,0,0,0,0,79
SAL21239,13,0,0,0,0,13,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,41,0,0,0,0,41
SAL21240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL21241,121,6,0,0,0,129,128,10,0,0,0,141,121,31,3,0,0,151,6,9,0,0,0,12,0,7,0,0,0,9,35,4,0,0,0,40,0,0,0,0,0,0,3,0,0,0,0,3,167,46,3,0,0,216,4,0,0,0,0,4,7,0,0,0,0,5,425,65,3,0,0,493
SAL21242,61,0,0,0,0,61,52,0,0,0,0,52,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,4,0,0,0,0,4,131,0,0,0,0,131
SAL21243,16,0,0,0,0,16,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,43
SAL21244,13,0,0,0,0,13,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
SAL21245,743,0,16,4,0,762,839,4,8,0,0,855,122,5,52,0,4,178,8,0,5,0,0,8,0,0,8,0,0,9,104,0,11,0,0,123,17,0,0,3,0,29,8,0,4,0,0,11,260,5,83,9,6,351,26,0,12,5,0,39,44,0,3,0,0,51,1921,10,115,12,6,2058
SAL21246,1303,315,235,0,3,1862,979,322,287,0,0,1594,309,414,616,4,7,1353,43,14,15,0,0,71,3,20,20,0,0,39,89,72,91,6,0,246,10,5,6,0,0,14,4,0,0,0,0,3,458,521,742,10,7,1729,51,16,25,0,0,89,16,9,8,0,0,39,2805,1177,1305,12,15,5310
SAL21247,535,6,57,0,0,602,394,10,59,0,0,462,67,0,130,0,0,195,0,0,0,0,0,0,0,0,10,0,0,10,27,0,21,0,0,52,0,0,5,0,0,4,0,0,4,0,0,8,98,5,166,0,0,263,15,0,9,0,0,15,10,0,0,0,0,11,1041,26,290,0,0,1355
SAL21248,197,13,12,0,0,222,190,22,16,0,0,228,136,25,16,0,0,174,25,0,6,0,0,34,0,0,0,0,0,4,38,9,3,0,0,43,15,0,3,0,0,17,0,4,0,0,0,4,209,38,34,0,0,281,13,0,0,0,0,12,15,0,0,0,0,17,628,76,63,0,0,763
SAL21249,26,0,0,0,0,26,19,0,0,0,0,19,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,56,0,0,0,0,56
SAL21250,102,0,0,0,0,108,304,0,0,0,0,306,182,3,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,210,5,0,0,0,214,0,0,0,0,0,0,5,0,0,0,0,5,629,4,0,0,0,635
SAL21251,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SAL21252,15,0,0,0,0,15,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,6,41,0,0,6,0,42
SAL21253,91,0,0,0,0,95,30,0,0,0,0,30,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,13,8,0,0,0,0,8,4,0,0,0,0,4,145,0,0,0,0,144
SAL21254,530,11,0,0,0,546,559,12,5,0,0,570,176,25,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,76,3,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,249,24,0,0,0,274,13,0,0,0,0,16,9,0,0,0,0,9,1365,50,3,0,5,1422
SAL21255,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL21256,26,0,0,0,0,26,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,10,0,0,0,0,10,0,0,0,0,0,0,66,0,0,0,0,66
SAL21257,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL21258,27,0,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,43,0,0,0,0,43
SAL21259,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SAL21260,14,0,0,0,0,14,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SAL21261,117,0,0,0,0,117,87,0,0,0,0,87,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,213,0,0,0,0,213
SAL21262,16,0,0,0,0,16,28,0,0,0,0,28,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45
SAL21263,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL21264,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL21265,122,0,0,0,0,124,43,0,0,0,0,47,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,11,0,0,0,0,11,3,0,0,0,0,3,204,0,0,0,0,209
SAL21266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21268,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4
SAL21269,101,0,0,0,0,101,75,0,0,0,0,73,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,11,0,0,0,0,11,0,0,0,0,0,0,205,0,0,0,0,206
SAL21270,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL21271,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL21272,20,0,0,0,0,20,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,40,0,0,0,0,43
SAL21273,58,0,0,36,0,92,41,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,35,0,138
SAL21274,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL21275,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL21276,27,0,0,0,0,27,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,59,0,0,0,0,59
SAL21277,85,78,0,0,0,161,131,10,0,0,0,142,23,5,0,0,0,21,0,0,0,0,0,0,0,4,0,0,0,4,23,3,0,0,0,26,0,0,0,0,0,3,0,0,0,0,0,0,46,7,0,0,0,58,4,27,0,0,0,37,7,9,0,0,0,15,267,138,0,0,0,414
SAL21278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21279,492,5,0,0,6,503,625,0,0,0,0,624,33,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,6,0,0,0,0,5,0,0,0,0,0,0,55,5,0,0,0,57,98,0,0,0,0,98,15,0,0,0,0,15,1283,3,0,6,6,1301
SAL21280,13,0,0,0,0,15,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,36
SAL21281,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SAL21282,243,6,0,11,0,265,149,4,0,0,5,153,43,13,0,0,0,55,3,0,0,0,0,6,0,0,0,0,0,0,21,3,0,0,0,22,0,0,0,5,0,5,0,0,0,0,0,0,68,14,0,6,0,87,5,0,0,0,0,9,8,0,0,0,0,15,474,25,0,20,5,526
SAL21283,34,0,0,0,0,34,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,62,0,0,0,0,62
SAL21284,81,0,0,0,0,81,1142,24,0,0,0,1166,291,10,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,0,30,5,0,0,0,0,11,0,0,0,0,0,0,331,14,0,0,0,345,8,0,0,0,0,8,27,0,0,0,0,24,1587,37,0,0,0,1626
SAL21285,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL21286,226,0,0,0,0,226,270,0,0,0,0,270,16,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,37,9,0,0,0,49,4,0,0,0,0,4,9,0,0,0,0,9,544,9,0,0,0,554
SAL21287,169,0,0,0,0,169,261,0,0,0,0,261,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,27,0,0,0,0,0,0,5,0,0,0,0,5,464,0,0,0,0,468
SAL21288,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL21289,11,0,0,4,0,9,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,5,0,29
SAL21290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL21291,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6
SAL21292,23,0,0,0,0,23,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL21293,1694,106,0,0,0,1800,1362,48,3,0,0,1416,570,142,19,0,0,722,141,87,5,0,0,240,36,13,3,0,0,52,215,26,4,0,0,245,25,0,0,0,0,28,5,0,0,0,0,9,991,271,38,0,0,1302,48,6,0,0,0,49,80,14,0,0,0,96,4176,436,42,0,3,4660
SAL21294,152,0,0,0,0,152,153,0,0,0,0,153,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,23,3,0,0,0,0,3,8,0,0,0,0,8,341,0,0,0,0,341
SAL21295,234,0,0,0,0,238,74,0,0,0,0,71,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,36,9,0,0,0,0,9,0,0,0,0,0,0,54,4,0,0,0,57,12,0,0,0,0,17,4,0,0,0,0,4,373,9,3,0,0,395
SAL21296,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SAL21297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL21298,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL21299,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL21300,30,0,0,0,0,30,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,54
SAL21301,16,0,0,0,0,16,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,45,0,0,0,0,42
SAL21302,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,36,0,0,0,0,36
SAL21303,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL21304,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL21305,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SAL21306,65,0,0,0,0,67,52,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,7,0,0,0,0,9,0,0,0,0,0,0,21,0,0,0,0,23,3,0,0,0,0,3,0,0,0,5,0,3,151,0,0,7,0,155
SAL21307,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SAL21308,17,0,0,0,0,17,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
SAL21309,56,0,0,0,0,56,99,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,181,0,0,0,0,181
SAL21310,120,0,0,0,0,126,123,5,0,0,0,124,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,13,0,0,0,0,13,0,0,0,0,0,0,56,0,0,0,0,56,8,0,0,0,0,8,13,0,0,0,0,13,325,3,0,0,0,322
SAL21311,51,0,0,0,0,51,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,84
SAL21312,439,12,4,0,0,449,412,9,12,0,0,438,105,27,8,0,0,142,6,0,0,0,0,7,0,0,0,0,0,0,44,4,0,0,0,50,6,3,0,0,0,7,0,0,0,0,0,0,158,31,8,0,0,206,12,0,0,0,0,12,29,3,0,0,0,28,1053,58,23,0,0,1133
SAL21313,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SAL21314,930,101,0,0,0,1028,734,30,0,0,0,768,108,37,0,0,0,145,0,0,0,0,0,0,0,3,0,0,0,3,35,8,0,0,0,43,6,0,0,0,0,6,0,0,0,0,0,0,149,49,0,0,0,194,15,83,0,0,0,99,27,15,0,0,0,44,1852,274,0,0,5,2133
