SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20002,153,260,250,17,0,684,146,333,650,52,0,1183,81,325,1558,50,0,2014,0,22,41,0,0,69,3,0,50,0,0,60,42,85,142,15,4,283,0,10,3,0,0,13,0,0,4,0,0,4,131,432,1798,66,5,2436,13,9,38,0,0,60,4,6,19,0,0,33,449,1050,2760,133,7,4398
SAL20003,433,60,44,5,0,539,380,87,50,0,0,519,49,76,69,0,0,206,9,16,0,0,0,25,0,0,0,0,0,3,15,5,17,4,0,45,4,0,0,0,0,10,0,0,0,0,0,0,79,104,89,4,0,279,15,6,5,0,0,20,6,0,0,0,0,9,914,252,191,9,0,1371
SAL20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SAL20005,40,0,0,0,0,40,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62
SAL20006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20007,11,0,0,0,0,11,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SAL20008,18,0,0,0,0,18,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SAL20009,15,0,0,0,0,15,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
SAL20010,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SAL20011,113,0,0,0,0,114,1560,8,0,0,3,1574,371,3,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,48,11,0,0,0,0,10,4,0,0,0,0,4,437,7,0,0,0,446,5,0,0,0,0,10,24,0,0,0,0,24,2142,20,0,0,5,2164
SAL20012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20013,225,0,0,0,0,225,100,5,0,0,0,106,20,0,0,4,0,19,4,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,47,0,3,4,0,51,10,0,0,0,0,10,3,0,0,0,0,3,382,5,8,4,0,400
SAL20014,23,0,0,0,0,23,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,46,0,0,0,0,46
SAL20015,1016,272,19,5,0,1306,677,406,8,0,0,1093,322,459,24,5,0,805,6,0,0,0,0,11,0,0,0,0,0,0,71,52,4,0,0,130,8,6,0,0,0,8,0,8,0,0,0,6,409,514,35,3,6,962,26,12,3,0,0,39,25,11,0,0,0,38,2150,1218,57,11,5,3438
SAL20016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20017,655,7,4,0,0,669,638,5,11,0,0,651,197,16,9,0,0,229,48,3,0,0,0,54,9,0,0,0,0,9,105,3,0,0,0,110,23,0,0,0,0,22,0,0,0,0,0,0,382,23,13,0,0,421,22,0,0,0,0,24,43,0,0,0,0,47,1736,40,32,0,0,1807
SAL20018,225,638,63,0,0,928,136,413,47,0,0,601,82,384,137,4,0,609,0,0,152,0,0,151,0,0,9,0,0,5,22,91,34,0,0,149,0,3,0,0,0,4,0,0,4,0,0,5,105,483,335,0,0,927,7,19,14,0,4,36,7,8,10,0,0,23,473,1558,468,5,3,2514
SAL20019,62,0,0,0,0,65,36,0,0,0,0,39,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,3,118,0,0,0,0,123
SAL20020,16,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,30
SAL20021,339,32,67,0,0,441,298,97,59,0,0,459,192,136,243,0,0,563,6,15,25,0,0,48,0,0,5,0,0,8,55,33,28,0,0,117,23,9,11,0,0,38,0,0,5,0,0,7,281,194,310,0,0,782,38,7,0,0,0,39,26,9,14,0,0,47,973,335,459,0,3,1774
SAL20022,543,14,0,41,0,608,332,0,0,3,0,338,112,37,0,3,0,148,8,16,0,0,0,25,5,3,0,0,0,10,58,8,0,3,0,66,3,0,0,4,0,8,0,0,0,0,0,0,182,64,0,9,0,259,13,0,0,0,0,13,12,0,0,0,3,18,1092,81,0,58,4,1226
SAL20023,1218,21,44,0,0,1286,1504,27,22,0,0,1550,824,93,142,0,0,1060,15,3,3,0,0,20,3,0,4,0,0,7,109,9,7,0,0,130,3,3,0,0,0,12,0,0,0,0,0,0,961,107,161,0,0,1235,23,0,0,0,0,19,27,0,0,0,0,31,3728,162,228,0,3,4122
SAL20024,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL20025,18,0,0,0,0,16,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL20026,20,0,0,0,0,20,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL20027,44,0,0,0,0,47,43,0,0,0,0,43,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,94,0,0,0,0,96
SAL20028,174,0,0,41,0,210,194,0,0,19,0,210,32,0,0,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27,5,0,0,0,0,4,0,0,0,0,0,0,59,0,0,9,0,68,11,0,0,5,0,18,8,0,0,0,0,6,442,0,0,69,0,519
SAL20029,34,0,0,0,0,34,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,76
SAL20030,22,0,0,4,0,27,18,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,5,0,62
SAL20031,39,0,0,0,0,42,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,68
SAL20032,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SAL20033,14,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SAL20034,558,104,65,0,0,725,429,185,106,0,0,723,117,215,270,0,0,606,3,15,24,0,0,42,0,3,12,0,0,9,40,25,27,0,0,90,0,0,3,0,0,3,0,3,0,0,0,3,164,267,325,0,0,758,14,9,4,0,0,30,12,8,5,0,0,16,1169,564,507,3,0,2252
SAL20035,1284,414,46,0,0,1740,957,434,57,0,0,1447,500,474,214,10,0,1193,18,8,37,0,0,60,3,9,34,0,0,45,95,51,17,0,0,163,5,11,0,0,0,20,0,3,3,0,0,11,622,552,302,9,3,1489,31,28,9,0,0,74,38,12,5,0,0,57,2933,1444,415,8,3,4803
SAL20036,2417,185,70,0,3,2671,2081,197,103,0,0,2384,1040,217,147,0,0,1405,118,25,14,0,0,155,12,6,0,0,0,16,207,33,22,0,0,264,23,8,5,0,0,34,12,0,0,0,0,20,1405,290,187,0,0,1895,69,7,6,0,0,78,74,9,6,0,0,88,6050,690,366,0,8,7120
SAL20037,1440,215,10,0,0,1674,919,484,19,4,3,1429,567,392,47,6,0,1010,29,92,43,0,0,160,5,4,22,0,0,32,142,43,11,0,0,190,24,11,0,0,0,37,4,4,0,0,0,10,767,546,123,6,0,1443,49,13,0,0,0,66,60,25,5,0,0,94,3233,1280,159,9,4,4697
SAL20038,28,0,0,0,0,27,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,48,0,0,0,0,47
SAL20039,13,0,0,0,0,13,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SAL20040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20041,61,0,0,0,0,61,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,103,0,0,0,0,103
SAL20042,102,0,0,0,0,106,119,6,0,0,0,120,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,8,0,0,0,0,8,0,0,0,0,0,0,247,0,0,0,0,246
SAL20043,16,0,0,0,0,16,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,41,0,0,0,0,41
SAL20044,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL20045,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL20046,611,22,0,0,0,637,310,10,0,0,0,323,103,17,3,0,0,126,10,5,0,0,0,12,0,8,0,0,0,9,56,7,0,0,0,63,7,0,0,0,0,12,6,0,0,0,0,6,174,40,3,0,0,219,34,3,0,3,0,40,25,0,0,0,0,27,1156,81,6,8,6,1245
SAL20047,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SAL20048,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL20049,305,12,4,5,0,326,148,8,3,5,3,162,67,29,9,0,0,108,3,0,0,0,0,0,0,4,5,0,0,10,38,10,5,0,3,50,9,5,4,3,4,20,0,0,0,0,0,0,122,51,24,3,3,200,15,0,0,0,0,13,10,0,0,0,0,15,596,72,31,11,8,720
SAL20050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL20051,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL20052,75,0,0,0,0,75,36,0,0,0,0,34,3,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,13,3,0,0,0,19,9,0,0,0,0,9,0,0,0,0,0,0,128,3,0,0,0,136
SAL20053,1218,64,3,9,0,1304,921,15,0,3,0,944,396,107,3,6,4,514,65,36,0,0,0,104,3,6,0,0,0,8,151,18,0,4,0,173,32,5,0,7,0,44,3,3,0,0,0,5,648,172,3,8,9,847,43,20,0,0,0,62,55,14,0,0,0,73,2885,293,13,23,7,3225
SAL20054,18,0,0,0,0,18,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
SAL20055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20056,41,0,0,0,0,41,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,8,0,0,0,0,0,0,79,0,0,0,0,82
SAL20057,10,0,0,0,0,10,21,0,0,0,0,21,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SAL20058,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL20059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL20060,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL20061,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL20062,318,28,0,0,0,342,294,82,0,0,0,372,154,94,4,0,0,255,7,8,0,0,0,14,0,0,0,0,0,0,65,9,0,6,0,78,16,0,0,26,0,45,4,0,0,0,0,3,240,121,4,30,0,393,8,0,0,0,0,8,22,0,0,0,0,23,876,229,7,29,0,1143
SAL20063,60,0,0,0,0,62,46,0,0,0,0,46,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,29,13,0,0,0,0,14,0,0,0,0,0,0,46,0,0,0,0,46,4,0,0,0,0,4,0,0,0,0,0,0,151,0,0,4,0,156
SAL20064,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL20065,63,0,0,0,0,63,34,0,0,0,0,34,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,112,0,0,0,0,112
SAL20066,608,275,397,5,0,1283,318,188,496,0,3,1005,120,173,1289,10,0,1590,0,37,19,0,0,50,0,4,85,0,0,89,29,34,135,0,0,197,3,0,8,0,0,10,0,0,8,0,0,8,158,247,1543,10,0,1948,16,18,40,0,0,75,11,5,20,0,0,43,1108,732,2505,8,3,4354
SAL20067,11,0,0,0,0,11,18,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,35
SAL20068,389,13,0,0,0,406,1887,94,0,0,0,1981,1087,61,0,0,0,1149,0,0,0,0,0,4,0,0,0,0,0,0,100,12,0,0,0,113,12,0,0,0,0,18,3,0,0,0,0,3,1203,77,0,0,0,1279,29,4,0,0,0,34,31,0,0,0,0,31,3537,187,0,0,0,3721
SAL20069,16,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,24
SAL20070,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SAL20071,77,0,0,0,0,80,54,0,0,0,0,54,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,7,0,0,0,0,7,156,0,0,0,0,157
SAL20072,75,0,0,0,0,75,60,0,0,0,0,60,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,148,0,0,0,0,148
SAL20073,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,30
SAL20074,302,4,0,0,0,305,412,4,0,0,0,416,104,3,0,0,0,106,4,0,0,0,0,4,3,0,0,0,0,3,26,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,138,4,0,0,0,144,5,0,0,0,0,5,9,0,0,0,0,9,868,10,0,0,0,880
SAL20075,1109,354,147,0,0,1613,1081,490,381,0,0,1951,366,385,636,3,0,1386,19,45,486,0,0,556,14,0,16,0,0,36,88,61,82,7,4,243,18,0,12,0,0,30,3,6,4,0,0,7,510,502,1234,13,5,2262,33,13,10,0,0,58,15,12,51,0,0,77,2743,1369,1829,22,7,5959
SAL20076,38,0,0,0,0,38,33,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,77
SAL20077,866,151,7,3,0,1033,774,152,11,0,0,944,230,135,5,20,0,395,75,75,32,0,0,180,5,0,0,0,0,3,66,23,0,3,0,91,5,3,0,0,0,4,0,4,0,0,0,4,378,232,40,28,3,678,23,10,0,0,0,28,18,5,0,0,0,25,2065,549,60,31,4,2714
SAL20078,615,53,117,0,0,786,553,102,183,0,0,839,251,109,167,4,0,529,65,20,121,0,0,205,0,3,133,0,0,145,46,24,33,0,0,99,0,0,4,0,0,3,0,3,0,0,0,4,360,161,462,4,0,986,26,6,13,0,0,39,15,4,15,0,0,33,1563,326,789,3,3,2689
SAL20079,753,93,144,0,0,988,790,110,197,3,0,1096,171,49,134,0,0,353,8,3,4,0,0,10,0,0,0,0,0,0,39,13,31,0,0,82,4,0,0,0,0,4,0,0,0,0,0,0,217,61,163,3,0,456,20,7,3,0,0,31,15,3,5,0,0,22,1794,273,520,6,3,2597
SAL20080,724,13,110,0,0,848,889,28,43,0,0,962,130,4,22,0,0,162,16,0,0,0,0,16,3,0,0,0,0,3,29,0,4,0,0,35,3,0,0,0,0,0,3,0,0,0,0,3,182,10,36,0,0,224,12,0,93,0,0,98,12,0,5,0,0,18,1812,54,287,0,0,2150
SAL20081,14,0,0,0,0,14,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,47,0,0,0,0,47
SAL20082,441,12,0,0,0,452,540,14,0,0,0,552,35,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,24,0,0,5,0,30,5,0,0,0,0,5,78,3,0,5,0,88,0,0,0,0,0,4,17,0,0,0,0,17,1080,28,0,5,0,1108
SAL20083,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
