SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL22067,0,0,0,0,0,0,0,9,0,14
SAL22068,0,0,0,7,3,0,7,27,9,48
SAL22069,0,0,0,0,0,0,0,4,3,7
SAL22070,0,0,0,5,10,0,11,9,0,27
SAL22071,0,0,0,0,0,0,0,12,9,14
SAL22072,7,0,7,30,14,0,41,100,13,149
SAL22073,0,0,0,5,3,0,10,18,10,36
SAL22074,0,0,0,55,9,0,63,126,15,201
SAL22075,0,0,0,0,0,0,9,20,0,25
SAL22076,0,0,0,0,0,0,0,4,0,4
SAL22077,8,0,9,60,15,4,85,196,21,300
SAL22078,0,0,0,40,11,0,46,88,10,147
SAL22079,0,0,0,5,0,0,5,10,0,14
SAL22080,0,0,0,9,4,0,11,39,0,56
SAL22081,3,0,3,19,9,0,23,76,15,118
SAL22082,0,0,0,0,0,0,0,11,5,14
SAL22083,0,0,0,0,0,0,0,11,3,12
SAL22084,101,0,107,437,151,8,590,1485,72,2147
SAL22085,0,0,0,12,3,0,13,49,5,66
SAL22086,204,10,211,17114,1963,279,19354,26643,2480,48481
SAL22087,0,0,0,21,7,0,30,119,9,158
SAL22088,219,13,231,461,325,13,796,2292,236,3323
SAL22089,0,0,0,0,0,0,0,0,0,0
SAL22090,0,0,0,0,0,0,0,0,0,5
SAL22091,0,0,0,7,3,0,17,45,9,69
SAL22092,0,0,0,15,0,0,14,11,0,25
SAL22093,0,0,0,5,3,0,8,27,6,41
SAL22094,3,0,3,42,13,0,56,237,17,304
SAL22095,0,0,0,5,5,0,9,18,5,30
SAL22096,0,0,0,0,0,0,0,19,0,27
SAL22097,4,0,4,12,0,0,15,38,9,66
SAL22098,6,0,6,107,39,3,157,396,35,593
SAL22099,4,0,4,16,7,0,29,39,0,77
SAL22100,0,0,0,38,9,3,48,103,12,163
SAL22101,3,0,3,23,6,0,27,96,5,129
SAL22102,14,0,18,188,44,7,239,564,44,846
SAL22103,6,0,5,42,13,0,59,251,49,362
SAL22104,8,0,10,73,30,3,106,235,15,358
SAL22105,141,26,163,564,263,17,846,2003,241,3095
SAL22106,3,0,3,23,19,0,41,99,3,146
SAL22107,219,22,240,2629,724,70,3418,10711,1077,15199
SAL22108,5,0,8,16,13,0,26,153,27,204
SAL22109,124,79,202,356,307,26,688,2930,392,4014
SAL22110,297,26,329,1271,516,34,1826,6054,557,8446
SAL22111,18,0,18,115,56,4,178,386,31,594
SAL22112,8,0,6,90,38,6,128,383,24,537
SAL22113,33,6,38,42,103,0,149,545,64,759
SAL22114,3,0,3,20,5,0,28,78,4,106
SAL22115,4,0,4,26,16,3,42,121,23,182
SAL22116,0,0,0,4,0,0,4,0,0,4
SAL22117,0,0,0,0,6,0,9,26,4,34
SAL22118,193,53,252,1304,379,26,1711,8792,637,11139
SAL22119,0,0,0,11,8,0,16,18,5,30
SAL22120,0,0,0,6,0,0,6,13,3,21
SAL22121,652,88,740,5420,1100,102,6620,20785,1318,28727
SAL22122,41,6,48,258,100,7,365,1294,87,1745
SAL22123,0,4,4,34,17,0,54,113,25,192
SAL22124,0,0,0,243,13,5,262,516,60,838
SAL22125,0,0,0,3,3,0,7,21,6,42
SAL22126,0,0,0,9,4,0,8,0,0,13
SAL22127,6,0,4,61,23,0,82,144,12,241
SAL22128,0,0,0,13,4,0,15,10,4,37
SAL22129,13,5,15,120,35,3,168,395,59,618
SAL22130,21,3,22,51,18,4,77,358,56,487
SAL22131,6,0,9,12,17,0,24,155,37,216
SAL22132,0,0,0,0,0,0,0,0,0,0
SAL22133,0,0,0,57,22,0,72,206,13,293
SAL22134,31,4,35,441,145,14,595,1282,63,1935
SAL22135,60,0,64,160,133,0,294,1000,80,1376
SAL22136,4,0,10,26,17,3,55,124,17,195
SAL22137,19,18,37,79,17,0,98,424,49,571
SAL22138,0,0,0,16,3,0,21,38,3,61
SAL22139,0,0,0,6,5,0,3,15,0,17
SAL22140,0,0,0,4,12,0,11,14,0,25
SAL22141,0,0,0,3,0,0,0,9,2282,2295
SAL22142,3,0,3,61,36,0,96,272,10,379
SAL22143,0,0,0,8,0,4,10,47,5,66
SAL22144,7,0,7,37,17,5,61,170,21,249
SAL22145,22,0,27,27,22,0,51,486,27,567
SAL22146,5,0,5,41,14,3,65,193,23,274
SAL22147,129,15,142,783,276,33,1091,2810,430,4331
SAL22148,10,0,14,159,66,5,230,569,41,837
SAL22149,19,9,24,96,53,4,157,388,69,610
SAL22150,0,0,0,5,12,0,12,57,27,99
SAL22151,58,10,72,385,129,18,532,1818,198,2547
SAL22152,0,0,0,12,3,0,12,68,12,91
SAL22153,0,0,0,13,0,0,13,42,7,57
SAL22154,4,0,4,18,8,0,30,219,21,273
SAL22155,0,0,0,23,4,6,24,95,9,129
SAL22156,0,0,0,9,4,0,5,10,7,24
SAL22157,0,0,0,0,0,0,0,0,0,5
SAL22158,0,0,0,5,0,0,5,20,0,20
SAL22159,0,0,0,14,0,0,17,36,23,78
SAL22160,37,0,40,469,203,15,693,1467,51,2205
SAL22161,1440,303,1753,7860,1651,132,9646,30609,2891,43146
SAL22162,0,0,0,0,0,0,0,0,0,0
SAL22163,0,0,0,5,4,0,11,30,5,45
SAL22164,8,3,16,85,55,5,142,539,75,756
SAL22165,0,0,0,6,0,0,6,40,0,47
SAL22166,0,0,0,3,0,0,3,5,0,12
SAL22167,0,0,0,0,0,0,0,3,0,3
SAL22168,0,0,0,0,4,0,3,0,0,3
SAL22169,0,0,0,4,3,0,6,14,0,25
SAL22170,361,35,397,3007,813,67,3892,20555,1384,25833
SAL22171,0,0,0,0,3,0,3,3,3,9
SAL22172,29,0,33,813,267,20,1098,2292,154,3540
SAL22173,0,0,0,5,0,0,4,21,5,31
SAL22174,490,113,612,3400,836,83,4323,10781,791,15895
SAL22175,223,22,250,2059,494,43,2601,5797,305,8699
SAL22176,200,14,216,1880,653,53,2585,5362,192,8144
SAL22177,3,0,4,46,17,0,65,133,17,218
SAL22178,26,0,26,164,76,7,246,572,25,843
SAL22179,9,0,15,246,43,12,299,901,65,1266
SAL22180,3,0,4,45,15,0,65,141,17,224
SAL22181,0,0,0,24,12,0,37,70,17,117
SAL22182,0,0,0,0,4,0,4,34,8,48
SAL22183,49,23,74,396,132,3,542,1862,464,2861
SAL22184,141,26,167,338,148,15,502,1990,215,2702
SAL22185,0,0,0,8,0,0,10,46,3,57
SAL22186,0,0,0,516,80,3,602,1219,184,2005
SAL22187,0,0,0,0,0,0,0,8,9,17
SAL22188,0,0,0,9,0,0,9,25,0,44
SAL22189,0,0,0,0,0,0,0,4,0,4
SAL22190,5,0,5,34,8,0,47,121,7,177
SAL22191,3,0,3,34,8,0,40,118,18,171
SAL22192,0,0,0,0,0,0,0,25,0,32
SAL22193,50,6,57,1102,315,32,1450,2912,236,4604
SAL22194,404,26,435,1689,399,30,2109,4692,166,6966
SAL22195,0,0,0,0,7,0,6,22,0,24
SAL22196,0,0,0,0,0,0,0,0,0,0
SAL22197,0,0,0,21,4,0,27,67,4,97
SAL22198,516,96,610,1921,811,59,2790,8398,1031,12221
SAL22199,17,3,21,231,91,21,341,954,154,1448
SAL22200,0,0,0,0,5,0,5,0,0,7
SAL22201,3,0,3,24,13,0,41,73,3,117
SAL22202,0,0,0,12,9,0,17,13,0,40
SAL22203,5,0,5,233,78,10,316,600,26,944
SAL22204,0,0,0,9,6,0,6,12,4,19
SAL22205,0,0,0,0,3,0,3,5,0,9
SAL22206,4,0,4,31,8,0,37,110,29,178
SAL22207,514,43,554,5850,1638,116,7606,19585,755,27949
SAL22208,154,15,165,3555,702,72,4337,13193,1066,18601
SAL22209,0,0,0,0,0,0,10,35,4,39
SAL22210,0,0,6,24,14,3,41,106,11,153
SAL22211,0,0,0,16,8,0,25,102,15,144
SAL22212,0,0,0,6,4,0,8,22,0,33
SAL22213,0,0,0,12,3,0,16,27,8,47
SAL22214,18,0,20,75,35,0,111,317,34,459
SAL22215,43,7,53,123,69,5,198,883,149,1228
SAL22216,0,0,0,12,10,0,17,31,11,61
SAL22217,73,6,81,382,145,12,536,1487,121,2139
SAL22218,0,0,0,0,0,0,0,0,0,0
SAL22219,9,0,6,46,24,5,72,171,26,269
SAL22220,270,42,314,1262,557,54,1870,5457,747,8071
SAL22221,0,0,0,8,4,0,13,20,0,33
SAL22222,187,50,236,783,471,35,1285,3912,369,5561
SAL22223,0,0,0,11,0,0,11,45,12,69
SAL22224,10,0,15,101,64,4,164,423,32,619
SAL22225,3,0,3,14,5,0,15,47,0,67
SAL22226,394,72,462,2174,766,87,3031,7891,789,11716
SAL22227,0,0,0,5,4,0,10,20,0,33
SAL22228,0,0,0,3,0,0,7,41,6,51
SAL22229,42,14,57,242,95,7,346,949,145,1442
SAL22230,3,3,0,12,7,0,16,78,11,109
SAL22231,0,0,0,4,0,0,5,3,0,8
SAL22232,19,0,26,1064,330,30,1421,2558,123,4101
SAL22233,0,0,0,5,8,0,12,50,12,79
SAL22234,420,57,488,1859,606,39,2504,6268,420,9192
SAL22235,0,0,0,23,11,0,39,109,18,159
SAL22236,6,0,6,32,19,0,53,199,24,282
SAL22237,0,0,0,0,0,0,0,0,0,0
SAL22238,7,0,7,69,22,4,95,336,24,457
SAL22239,9,0,9,161,70,8,241,557,29,825
SAL22240,0,0,0,10,0,0,9,47,10,74
SAL22241,3,0,5,133,41,3,177,429,66,678
SAL22242,58,3,64,1055,319,31,1402,3418,189,5006
SAL22243,0,0,0,16,6,0,22,58,10,91
SAL22244,0,0,3,40,10,0,49,140,11,194
SAL22245,4,0,4,32,9,0,35,130,15,181
SAL22246,27,3,31,91,25,0,119,358,46,528
SAL22247,38,6,44,990,184,20,1187,2534,191,3907
SAL22248,0,0,0,0,0,0,0,15,0,15
SAL22249,325,61,385,2997,821,120,3939,9312,936,14187
SAL22250,47,4,54,388,81,11,479,1149,65,1689
SAL22251,0,0,0,50,35,0,82,227,16,328
SAL22252,0,0,6,15,8,0,32,94,14,133
SAL22253,0,0,0,34,14,0,44,65,7,106
SAL22254,0,0,0,49,11,3,66,119,23,206
SAL22255,247,61,303,1383,546,80,2004,5775,683,8463
SAL22256,57,0,58,1027,148,18,1194,2885,151,4227
SAL22257,8,3,7,117,37,5,155,327,20,500
SAL22258,12,0,12,335,108,15,458,796,59,1309
SAL22259,0,0,0,0,0,0,0,0,0,0
SAL22260,0,0,0,4,4,0,11,15,0,29
SAL22261,5,0,3,47,13,0,62,88,21,174
SAL22262,0,0,0,23,7,0,31,49,17,95
SAL22263,22,0,24,484,115,23,629,1289,96,2023
SAL22264,0,0,0,178,54,4,232,384,38,653
SAL22265,193,24,217,815,320,26,1159,3922,495,5577
SAL22266,0,0,0,32,11,0,48,94,8,146
SAL22267,0,0,0,0,0,0,0,3,0,3
SAL22268,0,0,0,18,17,0,35,63,0,100
SAL22269,0,0,0,0,4,0,4,26,4,36
SAL22270,0,0,0,0,3,0,8,12,3,23
SAL22271,4,0,4,69,29,0,96,247,13,354
SAL22272,0,0,0,65,19,4,88,111,6,204
SAL22273,0,0,0,0,0,0,0,5,0,5
SAL22274,0,0,0,7,4,0,10,44,5,59
SAL22275,812,108,928,4483,1410,150,6040,17642,2227,25906
SAL22276,20,0,18,163,57,8,226,692,62,977
SAL22277,7,12,17,515,68,15,601,729,90,1414
SAL22278,3,0,3,48,26,4,84,152,7,239
SAL22279,44,0,45,92,58,0,151,402,35,590
SAL22280,0,0,0,4,0,0,3,14,0,16
SAL22281,23,0,21,212,77,16,303,721,47,1068
SAL22282,15,0,15,30,22,0,51,213,28,285
SAL22283,8,0,8,91,28,3,116,312,40,466
SAL22284,0,0,0,3,0,0,4,33,0,39
SAL22285,0,0,0,10,3,0,17,42,9,66
SAL22286,9,3,8,30,12,0,44,158,21,223
SAL22287,0,0,0,0,0,0,0,10,0,16
SAL22288,0,0,0,16,3,0,17,29,3,58
SAL22289,0,0,0,4,0,0,4,9,12,22
SAL22290,26,6,26,84,27,0,105,352,56,523
SAL22291,48,9,65,1642,382,61,2086,4011,247,6347
SAL22292,0,0,0,4,0,0,4,19,0,29
SAL22293,0,4,6,34,10,0,42,140,19,203
SAL22294,5,0,7,41,35,0,70,183,9,266
SAL22295,0,0,0,65,20,6,85,200,13,299
SAL22296,0,0,0,6,7,3,15,18,0,30
SAL22297,0,0,0,7,0,0,10,32,8,49
SAL22298,11,0,11,336,102,15,450,924,33,1409
SAL22299,6,0,6,194,68,14,276,596,65,944
SAL22300,0,0,0,0,0,0,0,0,0,0
SAL22301,4,0,5,114,43,9,169,448,64,681
SAL22302,41,0,40,487,125,18,634,1603,104,2338
SAL22303,37,0,36,273,142,6,416,1027,122,1571
SAL22304,0,0,0,0,0,0,0,4,0,6
SAL22305,241,71,316,2080,783,68,2940,6174,474,9584
SAL22306,57,13,68,162,190,7,361,1299,180,1844
SAL22307,10,0,8,64,25,3,86,243,27,353
SAL22308,8,0,8,178,49,3,229,566,47,843
SAL22309,13,0,14,462,87,7,554,1073,77,1710
SAL22310,210,68,278,1429,371,29,1827,7716,668,10211
SAL22311,326,49,380,4896,903,86,5881,13133,760,19773
SAL22312,0,0,0,25,4,0,29,63,8,93
SAL22313,0,0,0,13,3,0,10,42,0,54
SAL22314,330,24,360,1962,758,37,2751,18892,1625,23266
SAL22315,62,4,65,1712,497,18,2224,17753,1312,21289
SAL22316,0,0,0,18,18,3,33,62,4,108
SAL22317,0,0,0,10,5,0,15,17,0,35
SAL22318,0,0,0,3,4,0,6,37,3,53
SAL22319,26,0,27,612,104,8,732,1397,102,2229
SAL22320,91,15,108,496,206,19,722,1687,134,2543
SAL22321,6,0,6,17,16,0,33,128,10,171
SAL22322,7,0,8,18,10,0,24,74,4,100
SAL22323,0,0,0,4,0,0,4,25,3,26
SAL22324,0,0,0,0,0,0,0,5,0,9
SAL22325,0,0,0,26,14,0,37,115,13,163
SAL22326,6,0,3,56,21,0,71,190,8,275
SAL22327,0,0,0,33,3,0,34,95,13,140
SAL22328,533,78,614,2778,653,46,3479,14166,1307,18954
SAL22329,210,17,236,1733,494,32,2254,7875,532,10673
SAL22330,656,254,926,4701,1231,69,5995,22410,3410,31822
SAL22331,153,13,175,671,310,28,1004,3061,177,4247
SAL22332,10,0,8,185,72,6,266,658,71,993
SAL22333,7,0,7,185,50,15,246,478,37,764
SAL22334,89,29,118,244,89,14,345,1482,175,1999
SAL22335,0,0,0,14,4,0,23,45,15,82
SAL22336,0,0,0,4,3,0,5,23,4,33
SAL22337,0,0,0,6,0,0,10,27,0,32
SAL22338,0,0,0,17,6,0,17,34,8,64
SAL22339,68,41,111,488,205,14,703,1577,103,2383
SAL22340,0,0,0,0,3,0,8,22,0,29
SAL22341,0,0,0,3,4,0,7,22,7,38
SAL22342,3,0,0,13,6,0,17,84,12,113
SAL22343,134,23,159,1608,566,41,2213,14379,1602,18192
SAL22344,156,12,168,1772,524,79,2371,7526,607,10511
SAL22345,22,6,28,413,101,9,524,1894,161,2577
SAL22346,71,10,81,377,234,14,623,2325,198,3144
SAL22347,5,0,5,6,3,0,4,28,3,41
SAL22348,0,0,0,0,4,0,11,34,7,51
SAL22349,0,0,0,68,28,0,91,184,22,300
SAL22350,18,4,25,102,46,4,153,496,37,690
SAL22351,5,0,5,59,25,4,88,210,19,308
SAL22352,0,0,0,15,10,0,17,74,0,91
SAL22353,0,0,0,7,3,0,12,17,4,32
SAL22354,146,72,221,769,301,34,1102,3635,526,5264
SAL22355,8,0,4,56,13,0,61,140,24,226
SAL22356,5,0,5,4,4,0,8,45,6,57
SAL22357,0,0,0,21,12,0,30,41,15,89
SAL22358,0,0,0,0,0,0,0,0,0,0
SAL22359,0,0,0,9,3,0,11,24,3,35
SAL22360,0,0,0,9,0,0,9,17,9,37
SAL22361,0,0,0,7,3,0,14,40,9,59
SAL22362,0,0,0,11,0,0,11,17,0,31
SAL22363,0,0,0,0,0,0,0,5,0,0
SAL22364,5,0,4,56,30,0,83,139,16,242
SAL22365,6,0,6,0,4,0,0,49,3,58
SAL22366,0,0,0,23,8,3,33,104,18,153
SAL22367,0,0,0,14,5,0,14,67,14,90
SAL22368,0,0,0,0,0,0,4,0,0,4
SAL22369,38,3,48,476,172,27,676,1600,108,2385
SAL22370,0,0,0,19,4,0,20,120,58,196
SAL22371,0,0,0,34,7,0,45,76,22,145
SAL22372,5,0,3,37,17,0,50,203,59,306
SAL22373,166,20,185,850,374,23,1245,3313,229,4788
SAL22374,0,0,0,28,15,0,48,76,12,139
SAL22375,5,0,0,41,10,0,52,82,12,146
SAL22376,52,6,56,1497,407,62,1968,2999,179,5143
SAL22377,0,0,0,12,3,0,15,46,6,72
SAL22378,0,0,0,3,0,0,3,12,4,22
SAL22379,8,4,13,180,54,4,240,513,72,827
SAL22380,178,10,188,1723,475,25,2221,4844,220,7288
SAL22381,18,4,21,219,55,0,273,546,36,852
SAL22382,7,0,7,1022,111,25,1159,1468,192,2817
SAL22383,0,0,0,22,8,0,32,73,17,122
SAL22384,0,0,0,10,4,0,15,58,15,90
SAL22385,0,0,0,7,4,0,7,60,0,66
SAL22386,0,0,0,3,0,0,3,7,0,13
SAL22387,0,0,0,35,8,0,49,139,37,218
SAL22388,0,0,0,0,0,0,0,5,0,5
SAL22389,0,0,0,47,14,5,59,129,0,183
SAL22390,0,0,0,0,0,0,0,0,0,0
SAL22391,605,50,659,7131,2218,212,9559,20552,1370,31477
SAL22392,7,0,7,53,18,0,74,211,28,313
SAL22393,0,0,0,51,13,0,66,155,21,245
SAL22394,0,0,4,99,22,0,113,251,25,392
SAL22395,219,12,229,1420,290,29,1733,5578,597,7909
SAL22396,316,20,338,1557,409,39,2009,7250,782,10039
SAL22397,364,43,412,2552,689,50,3289,11027,1143,15456
SAL22398,4,0,4,110,29,0,144,374,38,554
SAL22399,318,44,368,2476,681,45,3205,7852,343,11398
SAL22400,0,0,0,0,5,0,5,8,0,16
SAL22401,0,0,0,27,5,0,34,76,4,110
SAL22402,0,0,0,0,0,0,0,4,0,3
SAL22403,8,6,5,29,12,3,40,74,5,123
SAL22404,0,0,0,12,7,0,15,69,0,89
SAL22405,368,50,417,1659,621,66,2342,6036,661,9037
SAL22406,0,0,0,4,0,0,4,0,0,6
SAL22407,0,0,0,0,0,0,0,0,0,0
SAL22408,0,0,0,12,9,0,23,69,9,109
SAL22409,11,5,19,111,49,11,173,472,68,708
SAL22410,4,0,7,22,14,0,34,154,19,204
SAL22411,0,0,0,0,0,0,0,10,0,10
SAL22412,0,0,0,3,0,0,5,6,4,17
SAL22413,0,0,0,42,15,0,59,119,14,191
SAL22414,267,15,284,1659,385,31,2071,6299,451,8823
SAL22415,0,0,0,4,0,0,3,3,0,12
SAL22416,0,0,0,0,0,0,0,0,0,0
SAL22417,3,0,3,24,3,0,30,88,16,138
SAL22418,0,0,0,13,0,0,13,23,0,31
SAL22419,7,0,9,49,28,0,78,254,25,355
SAL22420,0,0,0,9,0,0,5,23,0,28
SAL22421,0,0,0,8,0,0,5,12,0,18
SAL22422,0,0,0,4,0,0,4,11,6,15
SAL22423,12,0,19,30,37,0,62,311,44,414
SAL22424,0,0,0,43,15,0,61,123,5,192
SAL22425,0,0,0,15,6,0,19,44,12,80
SAL22426,56,25,83,160,59,4,226,673,96,984
SAL22427,0,0,0,11,3,0,16,17,0,34
SAL22428,0,0,0,15,17,0,32,71,10,113
SAL22429,7,0,7,27,5,0,34,111,17,165
SAL22430,12,0,17,94,46,0,143,467,31,641
SAL22431,9,0,9,105,34,0,141,259,67,471
SAL22432,0,0,0,0,3,0,3,19,0,21
SAL22433,3,0,4,55,22,0,74,174,14,266
SAL22434,0,0,0,0,0,0,0,3,0,3
SAL22435,0,0,0,0,0,0,0,0,0,0
SAL22436,0,3,0,18,4,0,20,75,15,113
SAL22437,0,0,0,8,3,0,8,25,9,42
SAL22438,4,0,4,0,5,0,3,10,4,18
SAL22439,0,0,0,6,0,0,11,12,3,28
SAL22440,0,0,0,9,10,0,21,19,3,41
SAL22441,7,0,8,227,42,8,279,354,30,656
SAL22442,0,0,0,0,0,0,0,0,0,0
SAL22443,0,0,0,0,0,0,0,7,0,7
SAL22444,8,0,8,69,48,3,125,298,39,462
SAL22445,0,0,0,0,0,0,0,13,0,15
SAL22446,0,0,0,0,0,0,0,7,4,15
SAL22447,3,4,3,57,25,0,84,335,51,469
SAL22448,0,0,0,3,0,0,0,21,7,31
SAL22449,0,0,0,0,0,0,0,15,3,27
SAL22450,6,0,6,16,10,0,23,101,12,139
SAL22451,111,15,133,13466,1466,185,15116,22008,2903,40024
SAL22452,0,0,0,14,5,0,16,56,6,83
SAL22453,0,0,0,3,3,0,9,15,0,23
SAL22454,0,0,0,18,4,0,22,39,9,69
SAL22455,0,0,0,7,0,0,7,19,0,23
SAL22456,0,0,0,3,0,0,11,47,10,62
SAL22457,0,0,0,10,5,0,25,44,9,69
SAL22458,4,0,4,79,26,0,109,211,19,341
SAL22459,0,0,0,0,6,0,6,20,0,25
SAL22460,0,0,0,8,0,0,9,37,0,53
SAL22461,0,0,0,3,0,0,0,15,3,22
SAL22462,0,0,0,54,16,0,63,188,3,262
SAL22463,0,0,0,14,5,0,25,26,8,54
SAL22464,0,0,0,17,0,0,22,23,0,44
SAL22465,3,0,9,52,46,0,102,269,18,393
SAL22466,0,0,0,38,28,0,70,150,14,234
SAL22467,114,15,137,737,251,22,1012,2743,326,4082
SAL22468,3,0,3,29,5,4,37,60,14,104
SAL22469,0,0,0,21,6,0,31,56,9,92
SAL22470,12,0,13,77,35,6,115,336,31,485
SAL22471,22,5,29,158,34,6,197,603,57,866
SAL22472,0,0,0,8,5,0,9,52,11,69
SAL22473,96,3,96,3464,512,51,4027,7080,442,11554
SAL22474,203,14,222,2097,945,47,3093,9527,432,13049
SAL22475,0,0,0,11,4,0,10,32,0,44
SAL22476,21,3,23,387,121,12,519,1141,60,1716
SAL22477,0,0,0,4,0,0,10,13,0,19
SAL22478,0,0,0,0,6,0,6,11,3,12
SAL22479,11,6,19,472,112,13,604,1055,107,1755
SAL22480,0,0,0,18,3,0,26,23,3,50
SAL22481,0,0,0,0,0,0,0,16,0,25
SAL22482,0,0,0,11,0,0,12,18,0,27
SAL22483,598,90,696,2733,1036,46,3818,9955,569,14347
SAL22484,559,46,614,2499,664,49,3209,8129,401,11737
SAL22485,0,0,0,9,8,0,14,24,0,42
SAL22486,4,0,3,24,9,0,37,123,20,177
SAL22487,0,0,0,8,0,0,8,36,3,51
SAL22488,83,17,105,282,154,19,456,1330,120,1905
SAL22489,4,0,4,3,3,0,10,56,8,72
SAL22490,0,0,0,6,4,0,6,10,0,22
SAL22491,0,0,0,0,0,0,0,8,0,8
SAL22492,0,0,0,0,0,0,0,6,3,8
SAL22493,0,0,0,15,3,0,16,44,15,82
SAL22494,0,0,4,13,10,0,23,46,4,79
SAL22495,0,0,0,0,0,0,0,3,0,3
SAL22496,106,9,115,879,250,19,1152,2327,145,3627
SAL22497,7,0,7,0,4,0,4,15,0,18
SAL22498,5,0,5,15,14,0,26,182,9,221
SAL22499,0,0,0,7,0,0,7,10,5,24
SAL22500,3,0,3,8,6,0,11,89,24,122
SAL22501,17,0,17,208,66,7,285,541,16,844
SAL22502,0,0,0,23,5,0,27,49,16,85
SAL22503,0,0,0,4,0,0,0,12,0,15
SAL22504,508,31,543,2647,905,56,3595,12550,937,17085
SAL22505,0,0,0,0,0,0,0,0,0,0
SAL22506,22,10,30,187,75,12,263,1020,106,1403
SAL22507,0,0,0,18,8,0,21,78,13,117
SAL22508,358,132,495,3154,638,67,3860,11602,735,16200
SAL22509,0,0,0,749,101,14,863,1245,134,2244
SAL22510,9,0,9,36,9,0,43,202,24,272
SAL22511,3,0,10,61,30,0,92,269,31,392
SAL22512,0,0,0,0,4,0,9,12,3,24
SAL22513,0,0,0,10,0,0,11,48,0,62
SAL22514,0,0,0,31,7,4,41,104,10,158
SAL22515,0,0,0,0,0,0,0,0,0,0
SAL22516,37,13,50,180,70,4,253,690,96,1041
SAL22517,0,0,0,10,0,0,15,26,0,37
SAL22518,0,0,0,14,7,0,23,39,0,67
SAL22519,0,0,0,4,6,0,13,38,10,64
SAL22520,0,0,0,3,5,0,4,7,0,17
SAL22521,3,0,3,55,28,0,78,186,29,293
SAL22522,0,0,0,10,0,3,13,33,4,53
SAL22523,0,0,0,6,0,0,9,43,0,55
SAL22524,0,0,0,0,0,0,0,0,0,3
SAL22525,0,0,0,30,8,0,38,97,0,132
SAL22526,3,0,0,66,10,0,79,333,52,462
SAL22527,0,0,0,0,0,0,0,0,0,0
SAL22528,60,5,69,308,122,13,449,1021,106,1566
SAL22529,0,0,0,0,0,0,0,5,0,5
SAL22530,0,0,0,3,4,0,10,36,5,47
SAL22531,0,0,0,34,15,0,55,125,17,200
SAL22532,0,0,0,3,0,0,4,16,0,20
SAL22533,4,0,5,46,11,0,53,189,30,279
SAL22534,0,0,0,170,37,5,221,359,54,629
SAL22535,0,0,0,20,12,0,32,48,8,84
SAL22536,0,0,0,55,28,0,86,210,24,317
SAL22537,7,0,10,129,59,3,193,443,47,682
SAL22538,3,0,3,24,8,0,36,115,28,174
SAL22539,0,0,0,0,0,0,0,0,0,0
SAL22540,0,0,0,13,0,0,11,35,5,54
SAL22541,0,0,0,20,8,0,26,45,6,74
SAL22542,0,0,0,0,0,0,0,0,0,0
SAL22543,3,0,3,165,85,9,256,523,75,857
SAL22544,14,3,19,74,40,14,123,413,60,601
SAL22545,5,0,5,7,4,0,15,74,8,93
SAL22546,17,3,22,295,94,22,410,815,127,1353
SAL22547,433,69,514,1496,770,29,2294,8405,728,11428
SAL22548,0,3,5,67,14,0,79,226,96,404
SAL22549,0,0,0,0,0,0,0,0,0,0
SAL22550,68,10,79,503,203,23,731,1690,191,2609
SAL22551,279,29,310,3969,999,107,5078,8648,655,14378
SAL22552,0,0,0,3,6,0,7,22,8,37
SAL22553,0,0,0,40,7,0,46,127,31,207
SAL22554,0,0,0,9,0,0,7,26,0,37
SAL22555,0,0,0,3,3,0,8,4,0,23
SAL22556,0,0,0,0,0,0,0,3,4,3
SAL22557,0,0,0,0,0,0,3,0,0,3
SAL22558,0,0,0,13,7,0,18,6,4,31
SAL22559,0,0,0,0,0,0,4,8,0,8
SAL22560,0,0,0,0,0,0,0,4,0,4
SAL22561,0,0,0,0,0,0,0,0,0,0
SAL22562,0,0,0,20,0,0,19,49,10,66
SAL22563,4,0,4,12,9,0,22,97,4,126
SAL22564,0,0,0,15,7,0,15,11,0,29
SAL22565,87,39,129,713,267,31,1017,2235,230,3474
SAL22566,0,0,10,72,31,0,101,210,25,335
SAL22567,7,0,9,48,21,0,71,177,15,260
SAL22568,0,0,0,14,3,0,17,43,13,74
SAL22569,572,152,726,4295,1557,182,6032,14358,1528,21915
SAL22570,22,0,24,289,106,12,412,1016,65,1494
SAL22571,0,0,0,108,29,0,141,286,13,440
SAL22572,9,0,15,221,59,4,282,1542,111,1936
SAL22573,0,0,0,16,8,0,20,94,9,124
SAL22574,0,0,0,15,0,0,15,57,7,75
SAL22575,0,0,0,4,5,0,8,10,0,21
SAL22576,0,0,0,12,0,0,11,38,0,54
SAL22577,23,25,48,153,92,11,256,833,110,1204
SAL22578,3,0,3,28,4,0,38,101,10,150
SAL22579,3,0,3,16,11,0,29,97,12,138
SAL22580,3,0,3,32,0,3,34,68,7,110
SAL22581,0,0,0,11,8,0,18,34,12,64
SAL22582,45,8,52,8765,785,120,9676,13114,2940,25727
SAL22583,0,0,0,0,0,0,0,12,0,13
SAL22584,7,0,11,46,32,0,83,199,22,300
