Fin_year,Stop_ID,Stop_name,Stop_lat,Stop_long,Pax_annual,Pax_weekday,Pax_norm_weekday,Pax_sch_hol_weekday,Pax_Saturday,Pax_Sunday,Pax_pre_AM_peak,Pax_AM_peak,Pax_interpeak,Pax_PM_peak,Pax_PM_late
FY22-23,19887,Merinda Park,-38.07900048,145.2635114,397700,1350,1450,1000,550,400,300,750,250,100,50
FY22-23,19888,Dandenong,-37.98996792,145.2097254,1738900,5700,5800,5250,3350,2450,400,1300,1400,2200,450
FY22-23,19889,Yarraman,-37.97825454,145.1916003,210350,700,750,500,400,300,100,300,200,150,50
FY22-23,19890,Noble Park,-37.96723193,145.1769357,816200,2650,2850,1850,1550,1150,300,1000,700,700,150
FY22-23,19891,Sandown Park,-37.95650457,145.1628259,315850,1050,1150,700,550,400,100,650,250,100,50
FY22-23,19892,East Camberwell,-37.82589419,145.0681902,108800,350,400,250,150,150,50,150,100,150,50
FY22-23,19893,Canterbury,-37.82448518,145.0812242,160850,500,500,500,300,250,50,250,100,150,50
FY22-23,19894,Chatham,-37.82429952,145.0886479,104900,350,350,350,200,150,50,150,50,100,50
FY22-23,19895,Surrey Hills,-37.82414805,145.0987747,175650,600,550,600,350,250,50,300,100,100,50
FY22-23,19896,Mont Albert,-37.81942655,145.1055304,92300,300,300,300,200,150,50,150,50,50,50
FY22-23,19897,Laburnum,-37.82078023,145.1407027,208400,700,700,550,400,300,50,300,150,200,50
FY22-23,19898,Blackburn,-37.82007075,145.1500135,777500,2500,2550,2300,1600,1300,150,1050,550,700,100
FY22-23,19899,Nunawading,-37.82060317,145.1748917,526300,1750,1750,1600,950,800,100,750,400,450,50
FY22-23,19900,Mitcham,-37.81800987,145.1919735,647850,2200,2200,2050,1050,800,200,1050,450,500,50
FY22-23,19901,Heatherdale,-37.81889537,145.2127872,289950,1000,1000,950,400,300,100,550,150,150,50
FY22-23,19902,Ringwood,-37.81588648,145.2289685,1334550,4150,4150,4150,3100,2300,250,950,1050,1650,300
FY22-23,19903,Auburn,-37.82239831,145.0458437,555400,1750,1800,1500,1250,950,100,750,400,500,100
FY22-23,19904,Glenferrie,-37.82146682,145.0364388,1747000,6050,6500,4350,2400,1850,100,950,1800,3050,600
FY22-23,19905,Hawthorn,-37.82182601,145.0228987,469400,1550,1650,1250,800,650,50,550,350,650,50
FY22-23,19906,Burnley,-37.82756022,145.0075551,709000,2050,1900,2700,2000,1700,50,600,350,750,150
FY22-23,19907,East Richmond,-37.82639995,144.9970657,457450,1600,1700,1350,600,400,50,250,250,1050,150
FY22-23,19909,Heyington,-37.83467244,145.0226353,182150,650,750,250,200,150,50,150,100,450,50
FY22-23,19910,Kooyong,-37.83992894,145.0335516,238100,750,800,650,450,350,50,250,200,300,50
FY22-23,19911,Tooronga,-37.84936553,145.0417337,415900,1350,1400,1150,750,650,50,550,250,500,50
FY22-23,19912,Gardiner,-37.85327908,145.0516547,352450,1050,1050,950,900,750,50,500,200,250,50
FY22-23,19913,Springvale,-37.94950878,145.1534518,1162600,3600,3850,2700,2650,2000,250,1050,1100,1150,250
FY22-23,19914,Westall,-37.93849121,145.1388326,668350,1950,1850,2300,1700,1650,150,650,400,550,150
FY22-23,19915,Clayton,-37.92468255,145.1205344,1209900,3900,4200,2650,2550,1700,300,1200,1100,1300,350
FY22-23,19916,Huntingdale,-37.91101734,145.1023643,1118800,4050,4500,2100,1150,750,150,1050,1050,1900,350
FY22-23,19917,Oakleigh,-37.90037214,145.0883079,1253850,4000,4300,2650,2750,1800,200,1200,1000,1600,300
FY22-23,19918,Hughesdale,-37.89488129,145.0776351,444600,1450,1550,950,900,600,100,700,350,400,50
FY22-23,19919,Murrumbeena,-37.89019832,145.0673749,567900,1900,2050,1250,1000,700,150,1050,400,400,50
FY22-23,19920,Carnegie,-37.88624148,145.0585751,806150,2600,2800,1750,1700,1100,150,1250,650,600,200
FY22-23,19921,Werribee,-37.89937805,144.661118,941250,3000,3000,3150,1850,1450,500,1250,700,450,100
FY22-23,19922,Hoppers Crossing,-37.88327618,144.7009549,738900,2450,2550,2100,1250,950,400,1050,550,500,50
FY22-23,19923,Laverton,-37.86369404,144.7726167,817350,2750,2800,2500,1350,1050,350,1350,600,450,50
FY22-23,19924,Aircraft,-37.86660595,144.7608094,194950,600,650,550,400,300,100,250,100,150,50
FY22-23,19925,Westona,-37.86516348,144.8134936,206550,700,750,450,350,250,50,250,150,300,50
FY22-23,19926,Altona,-37.8671476,144.8296447,226200,650,650,600,600,500,50,250,200,150,50
FY22-23,19927,Seaholme,-37.86784231,144.8409577,79350,250,250,200,200,150,50,100,50,50,50
FY22-23,19928,Westgarth,-37.7806207,144.9992332,182000,550,600,400,400,300,50,300,100,100,50
FY22-23,19929,Dennis,-37.77918729,145.0082416,223750,750,800,550,450,300,50,450,150,150,50
FY22-23,19930,Fairfield,-37.77917126,145.0169053,406550,1250,1350,950,900,750,50,650,250,300,50
FY22-23,19931,Alphington,-37.77839363,145.0312549,216150,700,750,500,450,350,50,350,150,150,50
FY22-23,19932,Darebin,-37.77496341,145.038476,95550,300,350,200,200,150,50,150,50,100,50
FY22-23,19933,Ivanhoe,-37.76889674,145.0454252,537800,1750,1900,1250,1000,800,100,900,300,500,50
FY22-23,19934,Eaglemont,-37.76358553,145.0539427,99350,300,350,250,200,200,50,200,50,50,50
FY22-23,19935,Heidelberg,-37.75707293,145.0606855,605950,1950,2050,1550,1200,950,100,550,400,950,100
FY22-23,19936,Rosanna,-37.7428786,145.0661403,492000,1650,1700,1250,850,650,200,950,300,250,50
FY22-23,19938,Patterson,-37.92514919,145.03547,201850,650,750,300,400,300,50,350,150,200,50
FY22-23,19939,Bentleigh,-37.91742457,145.0369951,415200,1300,1450,700,1000,750,100,550,400,350,100
FY22-23,19940,Mckinnon,-37.91030903,145.038299,251050,800,900,400,550,450,50,450,200,200,50
FY22-23,19941,Ormond,-37.90321167,145.0396134,379600,1200,1350,650,850,650,50,600,300,300,50
FY22-23,19942,Glenhuntly,-37.88971946,145.0422229,319350,950,1100,400,800,600,50,450,250,250,50
FY22-23,19943,Caulfield,-37.87745946,145.0425248,2668350,8150,8900,5200,6000,5650,250,2250,2150,3050,1150
FY22-23,19944,Malvern,-37.8662533,145.0292939,531650,1700,1850,1000,1100,850,50,550,450,700,150
FY22-23,19945,Armadale,-37.85645238,145.0193255,370550,1200,1350,650,700,500,50,550,300,450,50
FY22-23,19946,Toorak,-37.85077381,145.0139086,329150,1100,1250,550,600,400,50,450,250,450,50
FY22-23,19947,Hawksburn,-37.84459087,145.0021421,340500,1100,1200,650,700,500,50,500,250,300,50
FY22-23,19948,Sandringham,-37.95033018,145.0045614,731450,2150,2050,2600,2000,1400,150,950,400,450,100
FY22-23,19949,Hampton,-37.93797681,145.0014706,436550,1350,1350,1400,1000,700,50,650,300,300,100
FY22-23,19950,Brighton Beach,-37.92648432,144.9891536,386650,1100,950,1600,1100,850,50,400,200,250,50
FY22-23,19951,Middle Brighton,-37.91513441,144.9962991,473800,1450,1400,1450,1150,900,50,500,350,450,100
FY22-23,19952,North Brighton,-37.90488721,145.002605,480700,1500,1500,1500,1050,750,50,650,300,400,100
FY22-23,19953,Gardenvale,-37.89669508,145.0041684,356400,1100,1150,1100,800,550,50,500,250,300,50
FY22-23,19954,Elsternwick,-37.88475311,145.0008979,710350,2200,2200,2200,1600,1200,100,1000,450,550,150
FY22-23,19955,Ripponlea,-37.87590643,144.9952366,440500,1400,1450,1250,900,700,50,700,300,300,50
FY22-23,19956,Balaclava,-37.86948773,144.9935121,726350,2250,2250,2250,1600,1250,100,950,450,550,150
FY22-23,19957,Windsor,-37.85605308,144.9920352,555550,1750,1850,1500,1250,800,50,650,300,600,150
FY22-23,19958,Prahran,-37.84951848,144.9898599,838550,2700,2750,2400,1800,1200,100,700,550,1200,200
FY22-23,19959,South Yarra,-37.83844935,144.9923422,2769550,9000,9550,6850,5600,3900,250,2250,2250,3950,850
FY22-23,19960,Upfield,-37.66607779,144.9467399,225650,700,750,650,450,350,50,200,200,250,50
FY22-23,19961,Gowrie,-37.700678,144.9588743,201250,650,650,550,450,350,50,300,150,100,50
FY22-23,19962,Fawkner,-37.71462129,144.960545,124050,400,400,350,250,200,50,200,100,50,50
FY22-23,19963,Merlynston,-37.72093389,144.9613135,194300,600,650,550,400,300,50,300,150,100,50
FY22-23,19964,Batman,-37.73352285,144.9628406,185900,600,600,550,400,300,50,250,150,150,50
FY22-23,19965,Coburg,-37.74234502,144.9633363,399550,1250,1250,1150,900,650,100,500,300,300,50
FY22-23,19966,Moreland,-37.75448484,144.961823,278950,900,900,800,600,450,50,300,200,300,50
FY22-23,19967,Anstey,-37.76124203,144.960684,263200,800,850,750,600,450,50,400,150,150,50
FY22-23,19968,Brunswick,-37.76772055,144.9595865,234900,700,750,650,550,400,50,200,150,300,50
FY22-23,19969,Jewell,-37.77498702,144.9587169,253550,800,800,700,550,400,50,250,200,300,50
FY22-23,19970,Royal Park,-37.78119293,144.9523013,241700,750,700,900,500,500,50,100,200,300,50
FY22-23,19971,Flemington Bridge,-37.78813995,144.9393233,184050,600,600,500,400,300,50,150,200,200,50
FY22-23,19972,Macaulay,-37.79426673,144.9361663,191800,600,650,550,400,300,50,100,200,300,50
FY22-23,19974,Clifton Hill,-37.78865745,144.9954167,716900,2000,2050,1900,2050,1850,100,750,450,600,150
FY22-23,19975,Victoria Park,-37.79915782,144.9944514,529400,1650,1700,1400,1250,950,50,450,300,750,150
FY22-23,19976,Collingwood,-37.80452593,144.9937497,413050,1350,1400,1100,800,550,50,250,250,750,100
FY22-23,19977,North Richmond,-37.81039836,144.9925003,540950,1700,1750,1450,1200,950,50,300,400,850,150
FY22-23,19978,West Richmond,-37.81494896,144.9914228,372950,1200,1250,1050,700,550,50,250,250,600,150
FY22-23,19983,Macleod,-37.7260123,145.0691433,441450,1450,1550,1150,700,550,150,800,300,300,50
FY22-23,19984,Watsonia,-37.71095798,145.0837934,388050,1250,1350,900,750,600,200,750,200,200,50
FY22-23,19985,Greensborough,-37.70395408,145.1082474,319400,1000,1100,750,650,500,150,500,200,200,50
FY22-23,19986,Montmorency,-37.71529624,145.1215157,147500,500,500,350,300,200,50,300,100,50,50
FY22-23,19987,Eltham,-37.71354967,145.147822,316700,1050,1100,700,600,500,150,550,200,200,50
FY22-23,19988,Diamond Creek,-37.67329744,145.1585062,99200,300,350,250,200,150,50,200,50,50,50
FY22-23,19989,Wattle Glen,-37.66396792,145.1816145,20800,50,50,50,50,50,50,50,50,50,50
FY22-23,19990,Hurstbridge,-37.63939817,145.1920169,67900,200,200,150,150,150,50,100,50,50,50
FY22-23,19991,Williamstown,-37.86775292,144.9053233,120250,350,350,350,350,250,50,150,100,100,50
FY22-23,19992,Williamstown Beach,-37.86398189,144.8944837,141650,450,450,400,300,300,50,150,100,100,50
FY22-23,19993,North Williamstown,-37.85733348,144.8890695,238350,750,800,650,450,350,50,350,200,150,50
FY22-23,19994,Newport,-37.84271757,144.8835999,1068800,3450,3550,3000,2100,1700,250,1800,650,650,150
FY22-23,19995,Spotswood,-37.83063888,144.8859335,258700,750,800,700,700,550,50,300,150,200,50
FY22-23,19996,Yarraville,-37.81585044,144.8899337,700050,2200,2300,1850,1550,1150,150,1100,450,450,150
FY22-23,19997,Seddon,-37.80900514,144.8956716,335100,1050,1150,850,700,500,50,600,250,200,50
FY22-23,15351,Sunbury,-37.57909097,144.7273188,581150,1800,1800,1850,1300,900,350,650,350,350,50
FY22-23,15353,Diggers Rest,-37.62701651,144.7199224,129750,450,450,400,200,150,100,250,50,50,50
FY22-23,20000,Watergardens,-37.70112872,144.7741805,1029750,3350,3450,3050,1850,1450,450,1700,750,450,100
FY22-23,20001,Keilor Plains,-37.72927934,144.7937381,483400,1600,1650,1400,850,650,250,850,300,150,50
FY22-23,20002,St Albans,-37.74486131,144.8000505,891100,2850,2950,2550,1800,1400,300,1050,900,550,100
FY22-23,20003,Ginifer,-37.75751083,144.8095734,519400,1700,1750,1500,900,700,150,750,450,400,50
FY22-23,20004,Albion,-37.77765281,144.8247036,336250,1100,1150,1000,600,450,150,600,250,150,50
FY22-23,20005,Epping,-37.65238715,145.0301217,672900,2200,2300,1700,1250,1000,300,800,550,650,100
FY22-23,20006,Lalor,-37.66585075,145.0171932,388600,1250,1300,1100,700,600,200,600,250,150,50
FY22-23,20007,Thomastown,-37.68033809,145.0142789,571800,1800,1850,1650,1200,950,250,750,450,350,50
FY22-23,20008,Keon Park,-37.69487012,145.0118838,271900,900,900,800,500,400,50,300,200,300,50
FY22-23,20009,Ruthven,-37.70789754,145.0095166,237150,750,750,700,500,400,100,400,150,100,50
FY22-23,20010,Reservoir,-37.71688492,145.0069958,691000,2200,2300,1900,1400,1050,250,850,550,600,150
FY22-23,20011,Regent,-37.72840277,145.0027726,323850,1050,1050,950,600,500,100,550,200,150,50
FY22-23,20014,Thornbury,-37.75505179,144.9985715,340700,1100,1100,950,700,550,50,550,200,250,50
FY22-23,20015,Croxton,-37.764101,144.9970562,202800,650,650,600,450,350,50,350,100,100,50
FY22-23,20016,Northcote,-37.76986537,144.9952772,239250,750,800,650,500,350,50,300,150,250,50
FY22-23,20017,Merri,-37.77784668,144.9929725,121150,400,400,350,250,200,50,150,100,100,50
FY22-23,20019,Rushall,-37.78321711,144.9924071,101600,300,300,300,250,200,50,100,50,100,50
FY22-23,20021,Sunshine,-37.78853633,144.8328782,1635650,5300,5500,4550,3150,2450,400,1650,1400,1700,300
FY22-23,20022,Tottenham,-37.7992509,144.8629449,365900,1250,1300,1050,600,450,100,600,300,300,50
FY22-23,20023,West Footscray,-37.8018087,144.8853248,466850,1600,1650,1300,750,500,150,950,300,300,50
FY22-23,20024,Middle Footscray,-37.8025047,144.8914721,173550,550,600,500,350,250,50,300,100,100,50
FY22-23,20025,Footscray,-37.80108298,144.9031992,3957000,12900,13600,10400,7750,5350,650,3800,3650,4600,850
FY22-23,20026,South Kensington,-37.79953087,144.925469,283350,900,950,750,550,450,50,400,200,250,50
FY22-23,20027,Flemington Racecourse,-37.78720192,144.9075887,129200,150,150,50,1400,100,50,50,50,50,100
FY22-23,20030,Broadmeadows,-37.68304926,144.9196132,725000,2300,2350,2050,1450,1200,150,550,700,800,150
FY22-23,20031,Jacana,-37.69513079,144.9158505,176700,550,550,500,400,350,50,250,150,100,50
FY22-23,20032,Glenroy,-37.70453633,144.9172204,626050,2000,2050,1900,1250,950,250,750,500,400,100
FY22-23,20033,Oak Park,-37.71794973,144.9215188,368050,1150,1200,1100,750,600,100,650,250,150,50
FY22-23,20034,Pascoe Vale,-37.73075596,144.9281956,422850,1350,1350,1250,900,650,100,700,250,200,50
FY22-23,20035,Strathmore,-37.74359132,144.9273157,242550,800,850,650,450,350,50,450,150,150,50
FY22-23,20036,Glenbervie,-37.74720985,144.9209387,216300,700,700,650,450,350,50,400,150,100,50
FY22-23,20037,Essendon,-37.7560117,144.9161975,1160200,3750,3900,3100,2250,1850,300,1700,750,1000,200
FY22-23,20038,Moonee Ponds,-37.76570666,144.9191607,648000,2000,2050,1900,1550,1100,100,850,450,500,100
FY22-23,20039,Ascot Vale,-37.77530609,144.9218207,383400,1250,1250,1100,750,600,100,700,250,200,50
FY22-23,20040,Newmarket,-37.78732767,144.9289785,496250,1550,1600,1400,1100,800,100,700,350,350,100
FY22-23,20041,Kensington,-37.79378022,144.9305244,368400,1150,1150,1100,850,600,50,550,250,300,50
FY22-23,20042,Box Hill,-37.81922165,145.1214289,1924250,6250,6350,5800,3750,2950,250,1550,1650,2300,500
FY22-23,40220,Roxburgh Park,-37.63823121,144.9354037,433550,1400,1450,1300,800,600,150,700,300,250,50
FY22-23,40221,Craigieburn,-37.6018169,144.9433203,1110800,3500,3600,3150,2300,1800,650,1700,750,400,100
FY22-23,44817,Coolaroo,-37.66100253,144.9260556,189850,650,650,550,350,250,50,300,150,100,50
FY22-23,45793,Lynbrook,-38.05734118,145.2492751,331200,1150,1250,800,450,350,200,650,250,100,50
FY22-23,45794,Cardinia Road,-38.07129047,145.437791,309800,1050,1100,900,500,350,250,500,200,100,50
FY22-23,45795,South Morang,-37.6491588,145.0670324,510050,1650,1650,1500,1050,800,200,650,350,350,100
FY22-23,46468,Williams Landing,-37.86986533,144.7474447,1166300,4000,4150,3350,1800,1300,500,2300,800,450,100
FY22-23,52095,Southland,-37.958758,145.049124,413400,1200,1200,1100,1100,900,50,200,400,500,100
FY22-23,52159,Middle Gorge,-37.644062,145.09214,188600,650,750,400,250,200,100,250,100,300,50
FY22-23,52160,Hawkstowe,-37.622992,145.097396,159150,550,550,450,300,200,100,300,100,50,50
FY22-23,52161,Mernda,-37.602549,145.100883,672750,2200,2250,1850,1350,950,450,1100,400,250,50
FY22-23,19841,Flagstaff,-37.81198131,144.9556538,2758300,10250,11000,7550,2150,1550,100,700,2100,7150,950
FY22-23,19842,Melbourne Central,-37.80993877,144.9625935,8626300,29000,30600,22700,13700,10550,250,1300,7100,17050,4950
FY22-23,19843,Parliament,-37.81105406,144.9729109,4723950,17500,18700,12750,4000,2750,100,850,3100,12650,2050
FY22-23,19854,Flinders Street,-37.81830513,144.9669643,18793400,56800,56700,57200,47800,35350,1350,3300,11200,29950,10900
FY22-23,19908,Richmond,-37.82407446,144.9901643,3105850,7850,8000,7300,11050,8750,150,850,1050,3400,2550
FY22-23,19973,North Melbourne,-37.80630984,144.9415102,1144850,3400,3500,3100,3200,2350,150,550,750,1700,350
FY22-23,19979,Jolimont,-37.81652702,144.9840983,921700,1950,2000,1750,3500,3750,50,150,300,800,700
FY22-23,22180,Southern Cross,-37.81793643,144.9514112,10942400,35900,37050,31400,19550,16250,450,2400,6750,23000,4400
FY22-23,19937,Moorabbin,-37.93435329,145.0367383,505450,1500,1550,1300,1400,1050,50,450,400,550,100
FY22-23,20028,Showgrounds,-37.7835,144.915,168400,200,50,1050,850,800,50,50,50,50,50
FY22-23,20013,Bell,-37.74556212,145.000155,262500,850,850,800,550,450,50,300,200,250,50
FY22-23,20012,Preston,-37.73867424,145.000522,398450,1250,1250,1150,950,650,50,400,350,350,50
FY22-23,49343,Union,-37.823477,145.1000368,50850,150,200,100,100,100,50,100,50,50,50
