demand_definition,radius_m,facilities_p,status,solve_seconds,objective_covered_weight,total_demand_weight,demand_coverage_pct,population_covered,population_coverage_pct,sa1_covered,sa1_coverage_pct,reachable_demand_weight_pct,baseline_covered_weight,baseline_coverage_pct,improvement_over_baseline_pp
population,800,1,Optimal,0.10105514526367188,37160.0,1877413.0,1.979319414534788,37160.0,1.979319414534788,78,1.7943409247757072,66.75073625249213,37160.0,1.979319414534788,0.0
population,800,2,Optimal,0.09134173393249512,60377.0,1877413.0,3.2159679303381834,60377.0,3.2159679303381834,127,2.921555095468139,66.75073625249213,37483.0,1.9965239401239898,1.2194439902141936
population,800,3,Optimal,0.0915842056274414,80758.0,1877413.0,4.3015575155812815,80758.0,4.3015575155812815,173,3.979756153669197,66.75073625249213,49283.0,2.625048404373465,1.6765091112078163
population,800,4,Optimal,0.09256410598754883,99875.0,1877413.0,5.319820412450537,99875.0,5.319820412450537,213,4.899930986887509,66.75073625249213,49505.0,2.636873186666972,2.682947225783565
population,800,5,Optimal,0.09238386154174805,115971.0,1877413.0,6.177170393514906,115971.0,6.177170393514906,249,5.728088336783989,66.75073625249213,56927.0,3.032204421722871,3.1449659717920353
population,800,6,Optimal,0.09434700012207031,131312.0,1877413.0,6.99430546182433,131312.0,6.99430546182433,285,6.556245686680469,66.75073625249213,76111.0,4.054036059194221,2.9402694026301086
population,800,7,Optimal,0.09208011627197266,146646.0,1877413.0,7.811067676638012,146646.0,7.811067676638012,323,7.430411778237865,66.75073625249213,78400.0,4.175959152301598,3.635108524336414
population,800,8,Optimal,0.09259700775146484,161881.0,1877413.0,8.622556677726212,161881.0,8.622556677726212,356,8.189556015642973,66.75073625249213,81393.0,4.33538065412352,4.287176023602692
population,800,9,Optimal,0.09429097175598145,176255.0,1877413.0,9.388184698838241,176255.0,9.388184698838241,387,8.902691511387163,66.75073625249213,88522.0,4.715105307143394,4.6730793916948485
population,800,10,Optimal,0.09389495849609375,190248.0,1877413.0,10.133518836824928,190248.0,10.133518836824928,418,9.615827007131356,66.75073625249213,94086.0,5.011470571472553,5.122048265352376
population,800,11,Optimal,0.09522724151611328,203469.0,1877413.0,10.83773256070987,203469.0,10.83773256070987,452,10.397975615366919,66.75073625249213,94086.0,5.011470571472553,5.8262619892373175
