scenario,grid_m,candidate_count,population_coverage_pct,selected_candidate_ids,exact_jaccard_vs_base,base_sites_with_alt_within_500m_pct
base,500,531,29.985357510574392,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834,1.0,100.0
equal,500,531,29.985357510574392,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834,1.0,100.0
activity_attraction_plus20,500,531,29.985357510574392,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834,1.0,100.0
public_transport_accessibility_plus20,500,531,29.985357510574392,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834,1.0,100.0
land_compatibility_plus20,500,531,29.985357510574392,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834,1.0,100.0
grid_1000m,1000,303,29.611278924775743,CAND_3036869;CAND_263271;CAND_1120537;CAND_537764;CAND_2439064;CAND_3655291;CAND_2219048;CAND_1449144;CAND_2228747;CAND_2988437;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_1217023,0.42857142857142855,73.33333333333333
