demand_definition,radius_m,facilities_p,candidate_id
population,800,1,CAND_2321576
population,800,2,CAND_2321576
population,800,2,CAND_2915782
population,800,3,CAND_2321576
population,800,3,CAND_2915782
population,800,3,CAND_531015
population,800,4,CAND_2321576
population,800,4,CAND_3344162
population,800,4,CAND_2915782
population,800,4,CAND_531015
population,800,5,CAND_2321576
population,800,5,CAND_3344162
population,800,5,CAND_2915782
population,800,5,CAND_531015
population,800,5,CAND_2988437
population,800,6,CAND_2321576
population,800,6,CAND_3344162
population,800,6,CAND_2915782
population,800,6,CAND_2207421
population,800,6,CAND_531015
population,800,6,CAND_2988437
population,800,7,CAND_2321576
population,800,7,CAND_3344162
population,800,7,CAND_2915782
population,800,7,CAND_3925052
population,800,7,CAND_2207421
population,800,7,CAND_531015
population,800,7,CAND_2988437
population,800,8,CAND_2321576
population,800,8,CAND_3344162
population,800,8,CAND_2915782
population,800,8,CAND_3925052
population,800,8,CAND_2942504
population,800,8,CAND_2207421
population,800,8,CAND_531015
population,800,8,CAND_2988437
population,800,9,CAND_2321576
population,800,9,CAND_3344162
population,800,9,CAND_2915782
population,800,9,CAND_3925052
population,800,9,CAND_2942504
population,800,9,CAND_2207421
population,800,9,CAND_2219048
population,800,9,CAND_531015
population,800,9,CAND_2988437
population,800,10,CAND_2321576
population,800,10,CAND_3344162
population,800,10,CAND_2915782
population,800,10,CAND_971065
population,800,10,CAND_3925052
population,800,10,CAND_2942504
population,800,10,CAND_2207421
population,800,10,CAND_2219048
population,800,10,CAND_531015
population,800,10,CAND_2988437
population,800,11,CAND_1518983
population,800,11,CAND_2321576
population,800,11,CAND_3344162
population,800,11,CAND_2915782
population,800,11,CAND_971065
population,800,11,CAND_3925052
population,800,11,CAND_2942504
population,800,11,CAND_2207421
population,800,11,CAND_2219048
population,800,11,CAND_531015
population,800,11,CAND_2988437
population,800,12,CAND_1518983
population,800,12,CAND_2321576
population,800,12,CAND_3344162
population,800,12,CAND_2915782
population,800,12,CAND_971065
population,800,12,CAND_3925052
population,800,12,CAND_2942504
population,800,12,CAND_2207421
population,800,12,CAND_2219048
population,800,12,CAND_531015
population,800,12,CAND_2988437
population,800,12,CAND_1844962
population,800,13,CAND_1518983
population,800,13,CAND_3283308
population,800,13,CAND_2321576
population,800,13,CAND_3344162
population,800,13,CAND_2915782
population,800,13,CAND_971065
population,800,13,CAND_3925052
population,800,13,CAND_2942504
population,800,13,CAND_2207421
population,800,13,CAND_2219048
population,800,13,CAND_531015
population,800,13,CAND_2988437
population,800,13,CAND_1844962
population,800,14,CAND_263271
population,800,14,CAND_1518983
population,800,14,CAND_3283308
population,800,14,CAND_2321576
population,800,14,CAND_3344162
population,800,14,CAND_2915782
population,800,14,CAND_971065
population,800,14,CAND_3925052
population,800,14,CAND_2942504
population,800,14,CAND_2207421
population,800,14,CAND_2219048
population,800,14,CAND_531015
population,800,14,CAND_2988437
population,800,14,CAND_1844962
population,800,15,CAND_263271
population,800,15,CAND_1518983
population,800,15,CAND_3283308
population,800,15,CAND_2321576
population,800,15,CAND_3344162
population,800,15,CAND_2915782
population,800,15,CAND_440027
population,800,15,CAND_971065
population,800,15,CAND_3925052
population,800,15,CAND_2942504
population,800,15,CAND_2207421
population,800,15,CAND_2219048
population,800,15,CAND_531015
population,800,15,CAND_2988437
population,800,15,CAND_1844962
population,800,16,CAND_263271
population,800,16,CAND_1518983
population,800,16,CAND_3283308
population,800,16,CAND_2321576
population,800,16,CAND_3344162
population,800,16,CAND_2915782
population,800,16,CAND_440027
population,800,16,CAND_971065
population,800,16,CAND_3925052
population,800,16,CAND_2942504
population,800,16,CAND_2207421
population,800,16,CAND_2219048
population,800,16,CAND_531015
population,800,16,CAND_2988437
population,800,16,CAND_1844962
population,800,16,CAND_194285
population,800,17,CAND_263271
population,800,17,CAND_1518983
population,800,17,CAND_3283308
population,800,17,CAND_2321576
population,800,17,CAND_3344162
population,800,17,CAND_2439064
population,800,17,CAND_2915782
population,800,17,CAND_440027
population,800,17,CAND_971065
population,800,17,CAND_3925052
population,800,17,CAND_2942504
population,800,17,CAND_2207421
population,800,17,CAND_2219048
population,800,17,CAND_531015
population,800,17,CAND_2988437
population,800,17,CAND_1844962
population,800,17,CAND_194285
population,800,18,CAND_263271
population,800,18,CAND_1518983
population,800,18,CAND_3283308
population,800,18,CAND_2321576
population,800,18,CAND_3344162
population,800,18,CAND_2439064
population,800,18,CAND_2915782
population,800,18,CAND_440027
population,800,18,CAND_971065
population,800,18,CAND_3925052
population,800,18,CAND_2942504
population,800,18,CAND_2207421
population,800,18,CAND_2219048
population,800,18,CAND_531015
population,800,18,CAND_2988437
population,800,18,CAND_1973359
population,800,18,CAND_1844962
population,800,18,CAND_194285
population,800,19,CAND_437392
population,800,19,CAND_263271
population,800,19,CAND_1518983
population,800,19,CAND_3283308
population,800,19,CAND_2321576
population,800,19,CAND_3344162
population,800,19,CAND_2439064
population,800,19,CAND_2915782
population,800,19,CAND_440027
population,800,19,CAND_971065
population,800,19,CAND_3925052
population,800,19,CAND_2942504
population,800,19,CAND_2207421
population,800,19,CAND_2219048
population,800,19,CAND_531015
population,800,19,CAND_2988437
population,800,19,CAND_1973359
population,800,19,CAND_1844962
population,800,19,CAND_194285
population,800,20,CAND_1349303
population,800,20,CAND_437392
population,800,20,CAND_263271
population,800,20,CAND_1518983
population,800,20,CAND_3283308
population,800,20,CAND_2321576
population,800,20,CAND_3344162
population,800,20,CAND_2439064
population,800,20,CAND_2915782
population,800,20,CAND_440027
population,800,20,CAND_971065
population,800,20,CAND_3925052
population,800,20,CAND_2942504
population,800,20,CAND_2207421
population,800,20,CAND_2219048
population,800,20,CAND_531015
population,800,20,CAND_2988437
population,800,20,CAND_1973359
population,800,20,CAND_1844962
population,800,20,CAND_194285
population,800,21,CAND_1349303
population,800,21,CAND_437392
population,800,21,CAND_263271
population,800,21,CAND_1518983
population,800,21,CAND_3283308
population,800,21,CAND_2321576
population,800,21,CAND_3344162
population,800,21,CAND_2439064
population,800,21,CAND_2915782
population,800,21,CAND_440027
population,800,21,CAND_971065
population,800,21,CAND_3925052
population,800,21,CAND_2942504
population,800,21,CAND_2207421
population,800,21,CAND_2219048
population,800,21,CAND_531015
population,800,21,CAND_3046688
population,800,21,CAND_2988437
population,800,21,CAND_1973359
population,800,21,CAND_1844962
population,800,21,CAND_194285
population,800,22,CAND_1349303
population,800,22,CAND_437392
population,800,22,CAND_263271
population,800,22,CAND_1518983
population,800,22,CAND_3283308
population,800,22,CAND_2321576
population,800,22,CAND_3344162
population,800,22,CAND_2439064
population,800,22,CAND_2915782
population,800,22,CAND_440027
population,800,22,CAND_971065
population,800,22,CAND_3925052
population,800,22,CAND_2942504
population,800,22,CAND_2207421
population,800,22,CAND_2219048
population,800,22,CAND_531015
population,800,22,CAND_3046688
population,800,22,CAND_2988437
population,800,22,CAND_1973359
population,800,22,CAND_4015201
population,800,22,CAND_1844962
population,800,22,CAND_194285
population,800,23,CAND_1349303
population,800,23,CAND_437392
population,800,23,CAND_263271
population,800,23,CAND_1518983
population,800,23,CAND_3283308
population,800,23,CAND_2321576
population,800,23,CAND_3344162
population,800,23,CAND_2439064
population,800,23,CAND_2915782
population,800,23,CAND_440027
population,800,23,CAND_971065
population,800,23,CAND_81208
population,800,23,CAND_3925052
population,800,23,CAND_2942504
population,800,23,CAND_2207421
population,800,23,CAND_2219048
population,800,23,CAND_531015
population,800,23,CAND_3046688
population,800,23,CAND_2988437
population,800,23,CAND_1973359
population,800,23,CAND_4015201
population,800,23,CAND_1844962
population,800,23,CAND_194285
population,800,24,CAND_1349303
population,800,24,CAND_437392
population,800,24,CAND_263271
population,800,24,CAND_2008317
population,800,24,CAND_1518983
population,800,24,CAND_3283308
population,800,24,CAND_2321576
population,800,24,CAND_3344162
population,800,24,CAND_2439064
population,800,24,CAND_2915782
population,800,24,CAND_440027
population,800,24,CAND_971065
population,800,24,CAND_81208
population,800,24,CAND_3925052
population,800,24,CAND_2942504
population,800,24,CAND_2207421
population,800,24,CAND_2219048
population,800,24,CAND_531015
population,800,24,CAND_3046688
population,800,24,CAND_2988437
population,800,24,CAND_1973359
population,800,24,CAND_4015201
population,800,24,CAND_1844962
population,800,24,CAND_194285
population,800,25,CAND_1349303
population,800,25,CAND_2517042
population,800,25,CAND_437392
population,800,25,CAND_263271
population,800,25,CAND_2008317
population,800,25,CAND_1518983
population,800,25,CAND_3283308
population,800,25,CAND_2321576
population,800,25,CAND_3344162
population,800,25,CAND_2439064
population,800,25,CAND_2915782
population,800,25,CAND_440027
population,800,25,CAND_971065
population,800,25,CAND_81208
population,800,25,CAND_3925052
population,800,25,CAND_2942504
population,800,25,CAND_2207421
population,800,25,CAND_2219048
population,800,25,CAND_531015
population,800,25,CAND_3046688
population,800,25,CAND_2988437
population,800,25,CAND_1973359
population,800,25,CAND_4015201
population,800,25,CAND_1844962
population,800,25,CAND_194285
population,800,26,CAND_1349303
population,800,26,CAND_2517042
population,800,26,CAND_437392
population,800,26,CAND_263271
population,800,26,CAND_2008317
population,800,26,CAND_1518983
population,800,26,CAND_3283308
population,800,26,CAND_537764
population,800,26,CAND_2321576
population,800,26,CAND_3344162
population,800,26,CAND_2439064
population,800,26,CAND_2915782
population,800,26,CAND_440027
population,800,26,CAND_971065
population,800,26,CAND_81208
population,800,26,CAND_3925052
population,800,26,CAND_2942504
population,800,26,CAND_2207421
population,800,26,CAND_2219048
population,800,26,CAND_531015
population,800,26,CAND_3046688
population,800,26,CAND_2988437
population,800,26,CAND_1973359
population,800,26,CAND_4015201
population,800,26,CAND_1844962
population,800,26,CAND_194285
population,800,27,CAND_1349303
population,800,27,CAND_2517042
population,800,27,CAND_437392
population,800,27,CAND_263271
population,800,27,CAND_2008317
population,800,27,CAND_1518983
population,800,27,CAND_3283308
population,800,27,CAND_537764
population,800,27,CAND_2321576
population,800,27,CAND_3344162
population,800,27,CAND_2439064
population,800,27,CAND_2915782
population,800,27,CAND_440027
population,800,27,CAND_971065
population,800,27,CAND_81208
population,800,27,CAND_3925052
population,800,27,CAND_2942504
population,800,27,CAND_2207421
population,800,27,CAND_2219048
population,800,27,CAND_531015
population,800,27,CAND_3046688
population,800,27,CAND_2988437
population,800,27,CAND_1973359
population,800,27,CAND_4015201
population,800,27,CAND_1844962
population,800,27,CAND_1786534
population,800,27,CAND_194285
population,800,28,CAND_1349303
population,800,28,CAND_2517042
population,800,28,CAND_437392
population,800,28,CAND_263271
population,800,28,CAND_2008317
population,800,28,CAND_1518983
population,800,28,CAND_3283308
population,800,28,CAND_537764
population,800,28,CAND_2321576
population,800,28,CAND_3344162
population,800,28,CAND_2439064
population,800,28,CAND_2915782
population,800,28,CAND_440027
population,800,28,CAND_971065
population,800,28,CAND_81208
population,800,28,CAND_3925052
population,800,28,CAND_2942504
population,800,28,CAND_2207421
population,800,28,CAND_2219048
population,800,28,CAND_531015
population,800,28,CAND_3046688
population,800,28,CAND_2988437
population,800,28,CAND_1691697
population,800,28,CAND_1973359
population,800,28,CAND_4015201
population,800,28,CAND_1844962
population,800,28,CAND_1786534
population,800,28,CAND_194285
population,800,29,CAND_1349303
population,800,29,CAND_2517042
population,800,29,CAND_437392
population,800,29,CAND_263271
population,800,29,CAND_2008317
population,800,29,CAND_1518983
population,800,29,CAND_3283308
population,800,29,CAND_537764
population,800,29,CAND_2321576
population,800,29,CAND_3344162
population,800,29,CAND_2439064
population,800,29,CAND_2915782
population,800,29,CAND_440027
population,800,29,CAND_971065
population,800,29,CAND_81208
population,800,29,CAND_3925052
population,800,29,CAND_2942504
population,800,29,CAND_2207421
population,800,29,CAND_2219048
population,800,29,CAND_531015
population,800,29,CAND_3046688
population,800,29,CAND_2988437
population,800,29,CAND_2819486
population,800,29,CAND_1691697
population,800,29,CAND_1973359
population,800,29,CAND_4015201
population,800,29,CAND_1844962
population,800,29,CAND_1786534
population,800,29,CAND_194285
population,800,30,CAND_1349303
population,800,30,CAND_2517042
population,800,30,CAND_437392
population,800,30,CAND_263271
population,800,30,CAND_2008317
population,800,30,CAND_1518983
population,800,30,CAND_3283308
population,800,30,CAND_537764
population,800,30,CAND_2321576
population,800,30,CAND_3344162
population,800,30,CAND_2439064
population,800,30,CAND_2915782
population,800,30,CAND_440027
population,800,30,CAND_971065
population,800,30,CAND_81208
population,800,30,CAND_3925052
population,800,30,CAND_2942504
population,800,30,CAND_2207421
population,800,30,CAND_2219048
population,800,30,CAND_531015
population,800,30,CAND_3046688
population,800,30,CAND_2988437
population,800,30,CAND_2819486
population,800,30,CAND_1691697
population,800,30,CAND_3143669
population,800,30,CAND_1973359
population,800,30,CAND_4015201
population,800,30,CAND_1844962
population,800,30,CAND_1786534
population,800,30,CAND_194285
population,800,31,CAND_1349303
population,800,31,CAND_2517042
population,800,31,CAND_437392
population,800,31,CAND_263271
population,800,31,CAND_2008317
population,800,31,CAND_1518983
population,800,31,CAND_3283308
population,800,31,CAND_537764
population,800,31,CAND_2321576
population,800,31,CAND_3344162
population,800,31,CAND_2439064
population,800,31,CAND_2915782
population,800,31,CAND_440027
population,800,31,CAND_971065
population,800,31,CAND_81208
population,800,31,CAND_3925052
population,800,31,CAND_2942504
population,800,31,CAND_2207421
population,800,31,CAND_2219048
population,800,31,CAND_531015
population,800,31,CAND_3046688
population,800,31,CAND_3741284
population,800,31,CAND_2988437
population,800,31,CAND_2819486
population,800,31,CAND_1691697
population,800,31,CAND_3143669
population,800,31,CAND_1973359
population,800,31,CAND_4015201
population,800,31,CAND_1844962
population,800,31,CAND_1786534
population,800,31,CAND_194285
population,800,32,CAND_638773
population,800,32,CAND_1349303
population,800,32,CAND_2517042
population,800,32,CAND_437392
population,800,32,CAND_263271
population,800,32,CAND_2008317
population,800,32,CAND_1518983
population,800,32,CAND_3283308
population,800,32,CAND_537764
population,800,32,CAND_2321576
population,800,32,CAND_3344162
population,800,32,CAND_2439064
population,800,32,CAND_2915782
population,800,32,CAND_440027
population,800,32,CAND_971065
population,800,32,CAND_81208
population,800,32,CAND_3925052
population,800,32,CAND_2942504
population,800,32,CAND_2207421
population,800,32,CAND_2219048
population,800,32,CAND_531015
population,800,32,CAND_3046688
population,800,32,CAND_3741284
population,800,32,CAND_2988437
population,800,32,CAND_2819486
population,800,32,CAND_1691697
population,800,32,CAND_3143669
population,800,32,CAND_1973359
population,800,32,CAND_4015201
population,800,32,CAND_1844962
population,800,32,CAND_1786534
population,800,32,CAND_194285
population,800,33,CAND_638773
population,800,33,CAND_1349303
population,800,33,CAND_2517042
population,800,33,CAND_437392
population,800,33,CAND_263271
population,800,33,CAND_2008317
population,800,33,CAND_1518983
population,800,33,CAND_3283308
population,800,33,CAND_537764
population,800,33,CAND_2321576
population,800,33,CAND_3344162
population,800,33,CAND_2439064
population,800,33,CAND_341929
population,800,33,CAND_2915782
population,800,33,CAND_440027
population,800,33,CAND_971065
population,800,33,CAND_81208
population,800,33,CAND_3925052
population,800,33,CAND_2942504
population,800,33,CAND_2207421
population,800,33,CAND_2219048
population,800,33,CAND_531015
population,800,33,CAND_3046688
population,800,33,CAND_3741284
population,800,33,CAND_2988437
population,800,33,CAND_2819486
population,800,33,CAND_1691697
population,800,33,CAND_3143669
population,800,33,CAND_1973359
population,800,33,CAND_4015201
population,800,33,CAND_1844962
population,800,33,CAND_1786534
population,800,33,CAND_194285
population,800,34,CAND_638773
population,800,34,CAND_1349303
population,800,34,CAND_2517042
population,800,34,CAND_437392
population,800,34,CAND_263271
population,800,34,CAND_2008317
population,800,34,CAND_1518983
population,800,34,CAND_3283308
population,800,34,CAND_537764
population,800,34,CAND_2321576
population,800,34,CAND_3344162
population,800,34,CAND_2439064
population,800,34,CAND_341929
population,800,34,CAND_2915782
population,800,34,CAND_440027
population,800,34,CAND_971065
population,800,34,CAND_81208
population,800,34,CAND_3925052
population,800,34,CAND_2942504
population,800,34,CAND_2207421
population,800,34,CAND_2219048
population,800,34,CAND_531015
population,800,34,CAND_106420
population,800,34,CAND_3046688
