demand_definition,radius_m,facilities_p,candidate_id
enhanced,800,18,CAND_2713483
enhanced,800,18,CAND_2623858
enhanced,800,18,CAND_1389076
enhanced,800,18,CAND_3925052
enhanced,800,18,CAND_2942504
enhanced,800,18,CAND_2207421
enhanced,800,18,CAND_2219048
enhanced,800,18,CAND_531015
enhanced,800,18,CAND_3845098
enhanced,800,18,CAND_1973359
enhanced,800,18,CAND_1844962
enhanced,800,19,CAND_1108525
enhanced,800,19,CAND_263271
enhanced,800,19,CAND_1518983
enhanced,800,19,CAND_3283308
enhanced,800,19,CAND_2300652
enhanced,800,19,CAND_2810033
enhanced,800,19,CAND_2439064
enhanced,800,19,CAND_2713483
enhanced,800,19,CAND_2623858
enhanced,800,19,CAND_1389076
enhanced,800,19,CAND_3925052
enhanced,800,19,CAND_2942504
enhanced,800,19,CAND_2207421
enhanced,800,19,CAND_2219048
enhanced,800,19,CAND_531015
enhanced,800,19,CAND_3845098
enhanced,800,19,CAND_1973359
enhanced,800,19,CAND_1030004
enhanced,800,19,CAND_1844962
enhanced,800,20,CAND_1108525
enhanced,800,20,CAND_263271
enhanced,800,20,CAND_1518983
enhanced,800,20,CAND_3283308
enhanced,800,20,CAND_2300652
enhanced,800,20,CAND_2810033
enhanced,800,20,CAND_2439064
enhanced,800,20,CAND_2713483
enhanced,800,20,CAND_2623858
enhanced,800,20,CAND_1389076
enhanced,800,20,CAND_3925052
enhanced,800,20,CAND_2942504
enhanced,800,20,CAND_2207421
enhanced,800,20,CAND_2219048
enhanced,800,20,CAND_531015
enhanced,800,20,CAND_3845098
enhanced,800,20,CAND_1973359
enhanced,800,20,CAND_1030004
enhanced,800,20,CAND_1844962
enhanced,800,20,CAND_194285
enhanced,800,21,CAND_1108525
enhanced,800,21,CAND_263271
enhanced,800,21,CAND_1518983
enhanced,800,21,CAND_3283308
enhanced,800,21,CAND_2300652
enhanced,800,21,CAND_2810033
enhanced,800,21,CAND_2439064
enhanced,800,21,CAND_2713483
enhanced,800,21,CAND_2623858
enhanced,800,21,CAND_1389076
enhanced,800,21,CAND_3925052
enhanced,800,21,CAND_2942504
enhanced,800,21,CAND_2207421
enhanced,800,21,CAND_2219048
enhanced,800,21,CAND_531015
enhanced,800,21,CAND_3845098
enhanced,800,21,CAND_1691697
enhanced,800,21,CAND_1973359
enhanced,800,21,CAND_1030004
enhanced,800,21,CAND_1844962
enhanced,800,21,CAND_194285
enhanced,800,22,CAND_1108525
enhanced,800,22,CAND_263271
enhanced,800,22,CAND_1518983
enhanced,800,22,CAND_3283308
enhanced,800,22,CAND_2300652
enhanced,800,22,CAND_2810033
enhanced,800,22,CAND_2439064
enhanced,800,22,CAND_2713483
enhanced,800,22,CAND_2623858
enhanced,800,22,CAND_1389076
enhanced,800,22,CAND_81208
enhanced,800,22,CAND_3925052
enhanced,800,22,CAND_2942504
enhanced,800,22,CAND_2207421
enhanced,800,22,CAND_2219048
enhanced,800,22,CAND_531015
enhanced,800,22,CAND_3845098
enhanced,800,22,CAND_1691697
enhanced,800,22,CAND_1973359
enhanced,800,22,CAND_1030004
enhanced,800,22,CAND_1844962
enhanced,800,22,CAND_194285
enhanced,800,23,CAND_1108525
enhanced,800,23,CAND_263271
enhanced,800,23,CAND_1518983
enhanced,800,23,CAND_3283308
enhanced,800,23,CAND_2300652
enhanced,800,23,CAND_2810033
enhanced,800,23,CAND_2439064
enhanced,800,23,CAND_2713483
enhanced,800,23,CAND_2623858
enhanced,800,23,CAND_1389076
enhanced,800,23,CAND_81208
enhanced,800,23,CAND_3925052
enhanced,800,23,CAND_2942504
enhanced,800,23,CAND_2207421
enhanced,800,23,CAND_2219048
enhanced,800,23,CAND_531015
enhanced,800,23,CAND_3845098
enhanced,800,23,CAND_3741284
enhanced,800,23,CAND_1691697
enhanced,800,23,CAND_1973359
enhanced,800,23,CAND_1030004
enhanced,800,23,CAND_1844962
enhanced,800,23,CAND_194285
enhanced,800,24,CAND_1108525
enhanced,800,24,CAND_263271
enhanced,800,24,CAND_1518983
enhanced,800,24,CAND_3283308
enhanced,800,24,CAND_2300652
enhanced,800,24,CAND_2810033
enhanced,800,24,CAND_2439064
enhanced,800,24,CAND_2713483
enhanced,800,24,CAND_2623858
enhanced,800,24,CAND_1389076
enhanced,800,24,CAND_81208
enhanced,800,24,CAND_3925052
enhanced,800,24,CAND_2942504
enhanced,800,24,CAND_2207421
enhanced,800,24,CAND_2219048
enhanced,800,24,CAND_531015
enhanced,800,24,CAND_3845098
enhanced,800,24,CAND_3741284
enhanced,800,24,CAND_2333894
enhanced,800,24,CAND_1691697
enhanced,800,24,CAND_1973359
enhanced,800,24,CAND_1030004
enhanced,800,24,CAND_1844962
enhanced,800,24,CAND_194285
enhanced,800,25,CAND_1108525
enhanced,800,25,CAND_263271
enhanced,800,25,CAND_1518983
enhanced,800,25,CAND_3283308
enhanced,800,25,CAND_2300652
enhanced,800,25,CAND_2810033
enhanced,800,25,CAND_2439064
enhanced,800,25,CAND_2713483
enhanced,800,25,CAND_2623858
enhanced,800,25,CAND_1389076
enhanced,800,25,CAND_81208
enhanced,800,25,CAND_3925052
enhanced,800,25,CAND_2942504
enhanced,800,25,CAND_2207421
enhanced,800,25,CAND_2219048
enhanced,800,25,CAND_531015
enhanced,800,25,CAND_3845098
enhanced,800,25,CAND_3046688
enhanced,800,25,CAND_3741284
enhanced,800,25,CAND_2333894
enhanced,800,25,CAND_1691697
enhanced,800,25,CAND_1973359
enhanced,800,25,CAND_1030004
enhanced,800,25,CAND_1844962
enhanced,800,25,CAND_194285
enhanced,800,26,CAND_1108525
enhanced,800,26,CAND_263271
enhanced,800,26,CAND_1518983
enhanced,800,26,CAND_3283308
enhanced,800,26,CAND_2300652
enhanced,800,26,CAND_2810033
enhanced,800,26,CAND_2439064
enhanced,800,26,CAND_2713483
enhanced,800,26,CAND_2623858
enhanced,800,26,CAND_1389076
enhanced,800,26,CAND_81208
enhanced,800,26,CAND_3925052
enhanced,800,26,CAND_2942504
enhanced,800,26,CAND_2207421
enhanced,800,26,CAND_966540
enhanced,800,26,CAND_2219048
enhanced,800,26,CAND_531015
enhanced,800,26,CAND_3845098
enhanced,800,26,CAND_3046688
enhanced,800,26,CAND_3741284
enhanced,800,26,CAND_2333894
enhanced,800,26,CAND_1691697
enhanced,800,26,CAND_1973359
enhanced,800,26,CAND_1030004
enhanced,800,26,CAND_1844962
enhanced,800,26,CAND_194285
enhanced,800,27,CAND_1108525
enhanced,800,27,CAND_437392
enhanced,800,27,CAND_263271
enhanced,800,27,CAND_1518983
enhanced,800,27,CAND_3283308
enhanced,800,27,CAND_2300652
enhanced,800,27,CAND_2810033
enhanced,800,27,CAND_2439064
enhanced,800,27,CAND_2713483
enhanced,800,27,CAND_2623858
enhanced,800,27,CAND_1389076
enhanced,800,27,CAND_81208
enhanced,800,27,CAND_3925052
enhanced,800,27,CAND_2942504
enhanced,800,27,CAND_2207421
enhanced,800,27,CAND_966540
enhanced,800,27,CAND_2219048
enhanced,800,27,CAND_531015
enhanced,800,27,CAND_3845098
enhanced,800,27,CAND_3046688
enhanced,800,27,CAND_3741284
enhanced,800,27,CAND_2333894
enhanced,800,27,CAND_1691697
enhanced,800,27,CAND_1973359
enhanced,800,27,CAND_1030004
enhanced,800,27,CAND_1844962
enhanced,800,27,CAND_194285
enhanced,800,28,CAND_1108525
enhanced,800,28,CAND_437392
enhanced,800,28,CAND_263271
enhanced,800,28,CAND_1518983
enhanced,800,28,CAND_3283308
enhanced,800,28,CAND_2300652
enhanced,800,28,CAND_2810033
enhanced,800,28,CAND_2439064
enhanced,800,28,CAND_2713483
enhanced,800,28,CAND_2623858
enhanced,800,28,CAND_1389076
enhanced,800,28,CAND_81208
enhanced,800,28,CAND_3925052
enhanced,800,28,CAND_2942504
enhanced,800,28,CAND_2207421
enhanced,800,28,CAND_966540
enhanced,800,28,CAND_2219048
enhanced,800,28,CAND_531015
enhanced,800,28,CAND_3845098
enhanced,800,28,CAND_3046688
enhanced,800,28,CAND_3741284
enhanced,800,28,CAND_2333894
enhanced,800,28,CAND_1691697
enhanced,800,28,CAND_1863241
enhanced,800,28,CAND_1973359
enhanced,800,28,CAND_1030004
enhanced,800,28,CAND_1844962
enhanced,800,28,CAND_194285
enhanced,800,29,CAND_1108525
enhanced,800,29,CAND_437392
enhanced,800,29,CAND_263271
enhanced,800,29,CAND_2008317
enhanced,800,29,CAND_1518983
enhanced,800,29,CAND_3283308
enhanced,800,29,CAND_2300652
enhanced,800,29,CAND_2810033
enhanced,800,29,CAND_2439064
enhanced,800,29,CAND_2713483
enhanced,800,29,CAND_2623858
enhanced,800,29,CAND_1389076
enhanced,800,29,CAND_81208
enhanced,800,29,CAND_3925052
enhanced,800,29,CAND_2942504
enhanced,800,29,CAND_2207421
enhanced,800,29,CAND_966540
enhanced,800,29,CAND_2219048
enhanced,800,29,CAND_531015
enhanced,800,29,CAND_3845098
enhanced,800,29,CAND_3046688
enhanced,800,29,CAND_3741284
enhanced,800,29,CAND_2333894
enhanced,800,29,CAND_1691697
enhanced,800,29,CAND_1863241
enhanced,800,29,CAND_1973359
enhanced,800,29,CAND_1030004
enhanced,800,29,CAND_1844962
enhanced,800,29,CAND_194285
enhanced,800,30,CAND_1108525
enhanced,800,30,CAND_3877157
enhanced,800,30,CAND_437392
enhanced,800,30,CAND_263271
enhanced,800,30,CAND_2008317
enhanced,800,30,CAND_1518983
enhanced,800,30,CAND_3283308
enhanced,800,30,CAND_2300652
enhanced,800,30,CAND_2810033
enhanced,800,30,CAND_2439064
enhanced,800,30,CAND_2713483
enhanced,800,30,CAND_2623858
enhanced,800,30,CAND_1389076
enhanced,800,30,CAND_81208
enhanced,800,30,CAND_3925052
enhanced,800,30,CAND_2942504
enhanced,800,30,CAND_2207421
enhanced,800,30,CAND_966540
enhanced,800,30,CAND_2219048
enhanced,800,30,CAND_531015
enhanced,800,30,CAND_3845098
enhanced,800,30,CAND_3046688
enhanced,800,30,CAND_3741284
enhanced,800,30,CAND_2333894
enhanced,800,30,CAND_1691697
enhanced,800,30,CAND_1863241
enhanced,800,30,CAND_1973359
enhanced,800,30,CAND_1030004
enhanced,800,30,CAND_1844962
enhanced,800,30,CAND_194285
enhanced,800,31,CAND_1108525
enhanced,800,31,CAND_3877157
enhanced,800,31,CAND_437392
enhanced,800,31,CAND_263271
enhanced,800,31,CAND_2008317
enhanced,800,31,CAND_1518983
enhanced,800,31,CAND_3283308
enhanced,800,31,CAND_2300652
enhanced,800,31,CAND_2810033
enhanced,800,31,CAND_2439064
enhanced,800,31,CAND_2713483
enhanced,800,31,CAND_341929
enhanced,800,31,CAND_2623858
enhanced,800,31,CAND_1389076
enhanced,800,31,CAND_81208
enhanced,800,31,CAND_3925052
enhanced,800,31,CAND_2942504
enhanced,800,31,CAND_2207421
enhanced,800,31,CAND_966540
enhanced,800,31,CAND_2219048
enhanced,800,31,CAND_531015
enhanced,800,31,CAND_3845098
enhanced,800,31,CAND_3046688
enhanced,800,31,CAND_3741284
enhanced,800,31,CAND_2333894
enhanced,800,31,CAND_1691697
enhanced,800,31,CAND_1863241
enhanced,800,31,CAND_1973359
enhanced,800,31,CAND_1030004
enhanced,800,31,CAND_1844962
enhanced,800,31,CAND_194285
enhanced,800,32,CAND_1108525
enhanced,800,32,CAND_3877157
enhanced,800,32,CAND_437392
enhanced,800,32,CAND_263271
enhanced,800,32,CAND_2008317
enhanced,800,32,CAND_1518983
enhanced,800,32,CAND_3283308
enhanced,800,32,CAND_2300652
enhanced,800,32,CAND_2810033
enhanced,800,32,CAND_2439064
enhanced,800,32,CAND_2713483
enhanced,800,32,CAND_341929
enhanced,800,32,CAND_2623858
enhanced,800,32,CAND_1389076
enhanced,800,32,CAND_81208
enhanced,800,32,CAND_3925052
enhanced,800,32,CAND_2942504
enhanced,800,32,CAND_2207421
enhanced,800,32,CAND_966540
enhanced,800,32,CAND_2219048
enhanced,800,32,CAND_531015
enhanced,800,32,CAND_3845098
enhanced,800,32,CAND_3046688
enhanced,800,32,CAND_3741284
enhanced,800,32,CAND_2333894
enhanced,800,32,CAND_3576807
enhanced,800,32,CAND_1691697
enhanced,800,32,CAND_1863241
enhanced,800,32,CAND_1973359
enhanced,800,32,CAND_1030004
enhanced,800,32,CAND_1844962
enhanced,800,32,CAND_194285
enhanced,800,33,CAND_1108525
enhanced,800,33,CAND_3877157
enhanced,800,33,CAND_437392
enhanced,800,33,CAND_263271
enhanced,800,33,CAND_2008317
enhanced,800,33,CAND_1518983
enhanced,800,33,CAND_3283308
enhanced,800,33,CAND_2300652
enhanced,800,33,CAND_2810033
enhanced,800,33,CAND_2439064
enhanced,800,33,CAND_2713483
enhanced,800,33,CAND_341929
enhanced,800,33,CAND_2623858
enhanced,800,33,CAND_1389076
enhanced,800,33,CAND_3812491
enhanced,800,33,CAND_81208
enhanced,800,33,CAND_3925052
enhanced,800,33,CAND_2942504
enhanced,800,33,CAND_2207421
enhanced,800,33,CAND_966540
enhanced,800,33,CAND_2219048
enhanced,800,33,CAND_531015
enhanced,800,33,CAND_3845098
enhanced,800,33,CAND_3046688
enhanced,800,33,CAND_3741284
enhanced,800,33,CAND_2333894
enhanced,800,33,CAND_3576807
enhanced,800,33,CAND_1691697
enhanced,800,33,CAND_1863241
enhanced,800,33,CAND_1973359
enhanced,800,33,CAND_1030004
enhanced,800,33,CAND_1844962
enhanced,800,33,CAND_194285
enhanced,800,34,CAND_1108525
enhanced,800,34,CAND_3877157
enhanced,800,34,CAND_437392
enhanced,800,34,CAND_1975580
enhanced,800,34,CAND_263271
enhanced,800,34,CAND_2008317
enhanced,800,34,CAND_1518983
enhanced,800,34,CAND_3283308
enhanced,800,34,CAND_2300652
enhanced,800,34,CAND_2810033
enhanced,800,34,CAND_2439064
enhanced,800,34,CAND_2713483
enhanced,800,34,CAND_341929
enhanced,800,34,CAND_2623858
enhanced,800,34,CAND_1389076
enhanced,800,34,CAND_3812491
enhanced,800,34,CAND_81208
enhanced,800,34,CAND_3925052
enhanced,800,34,CAND_2942504
enhanced,800,34,CAND_2207421
enhanced,800,34,CAND_966540
enhanced,800,34,CAND_2219048
enhanced,800,34,CAND_531015
enhanced,800,34,CAND_3845098
enhanced,800,34,CAND_3046688
enhanced,800,34,CAND_3741284
enhanced,800,34,CAND_2333894
enhanced,800,34,CAND_3576807
enhanced,800,34,CAND_1691697
enhanced,800,34,CAND_1863241
enhanced,800,34,CAND_1973359
enhanced,800,34,CAND_1030004
enhanced,800,34,CAND_1844962
enhanced,800,34,CAND_194285
enhanced,800,35,CAND_1108525
enhanced,800,35,CAND_3877157
enhanced,800,35,CAND_437392
enhanced,800,35,CAND_1975580
enhanced,800,35,CAND_263271
enhanced,800,35,CAND_2008317
enhanced,800,35,CAND_1518983
enhanced,800,35,CAND_3283308
enhanced,800,35,CAND_2300652
enhanced,800,35,CAND_2810033
enhanced,800,35,CAND_2439064
enhanced,800,35,CAND_2713483
enhanced,800,35,CAND_341929
enhanced,800,35,CAND_2623858
enhanced,800,35,CAND_1389076
enhanced,800,35,CAND_3812491
enhanced,800,35,CAND_81208
enhanced,800,35,CAND_3925052
enhanced,800,35,CAND_2942504
enhanced,800,35,CAND_2207421
enhanced,800,35,CAND_966540
enhanced,800,35,CAND_2219048
enhanced,800,35,CAND_531015
enhanced,800,35,CAND_3845098
enhanced,800,35,CAND_3046688
enhanced,800,35,CAND_3741284
enhanced,800,35,CAND_2333894
enhanced,800,35,CAND_3576807
enhanced,800,35,CAND_1691697
enhanced,800,35,CAND_1863241
enhanced,800,35,CAND_1973359
enhanced,800,35,CAND_1030004
enhanced,800,35,CAND_1844962
enhanced,800,35,CAND_1786534
enhanced,800,35,CAND_194285
enhanced,800,36,CAND_1108525
enhanced,800,36,CAND_3877157
enhanced,800,36,CAND_437392
enhanced,800,36,CAND_1975580
enhanced,800,36,CAND_263271
enhanced,800,36,CAND_2008317
enhanced,800,36,CAND_1518983
enhanced,800,36,CAND_3283308
enhanced,800,36,CAND_2300652
enhanced,800,36,CAND_2810033
enhanced,800,36,CAND_2439064
enhanced,800,36,CAND_2713483
enhanced,800,36,CAND_341929
enhanced,800,36,CAND_2623858
enhanced,800,36,CAND_1389076
enhanced,800,36,CAND_3812491
enhanced,800,36,CAND_81208
enhanced,800,36,CAND_3925052
enhanced,800,36,CAND_2942504
enhanced,800,36,CAND_2207421
enhanced,800,36,CAND_966540
enhanced,800,36,CAND_2219048
enhanced,800,36,CAND_531015
enhanced,800,36,CAND_106420
enhanced,800,36,CAND_3845098
enhanced,800,36,CAND_3046688
enhanced,800,36,CAND_3741284
enhanced,800,36,CAND_2333894
enhanced,800,36,CAND_3576807
enhanced,800,36,CAND_1691697
enhanced,800,36,CAND_1863241
enhanced,800,36,CAND_1973359
enhanced,800,36,CAND_1030004
enhanced,800,36,CAND_1844962
enhanced,800,36,CAND_1786534
enhanced,800,36,CAND_194285
enhanced,800,37,CAND_1108525
enhanced,800,37,CAND_3877157
enhanced,800,37,CAND_437392
enhanced,800,37,CAND_1975580
enhanced,800,37,CAND_263271
enhanced,800,37,CAND_2008317
enhanced,800,37,CAND_1518983
enhanced,800,37,CAND_3283308
enhanced,800,37,CAND_2300652
enhanced,800,37,CAND_2810033
enhanced,800,37,CAND_2439064
enhanced,800,37,CAND_2713483
enhanced,800,37,CAND_341929
enhanced,800,37,CAND_2623858
enhanced,800,37,CAND_1389076
enhanced,800,37,CAND_3812491
enhanced,800,37,CAND_81208
enhanced,800,37,CAND_3925052
enhanced,800,37,CAND_2942504
enhanced,800,37,CAND_2207421
enhanced,800,37,CAND_966540
enhanced,800,37,CAND_2219048
enhanced,800,37,CAND_531015
enhanced,800,37,CAND_106420
enhanced,800,37,CAND_3845098
enhanced,800,37,CAND_3046688
enhanced,800,37,CAND_3741284
enhanced,800,37,CAND_2333894
enhanced,800,37,CAND_3576807
enhanced,800,37,CAND_1691697
enhanced,800,37,CAND_1863241
enhanced,800,37,CAND_1973359
enhanced,800,37,CAND_2907572
enhanced,800,37,CAND_1030004
enhanced,800,37,CAND_1844962
enhanced,800,37,CAND_1786534
enhanced,800,37,CAND_194285
enhanced,800,38,CAND_1108525
enhanced,800,38,CAND_3877157
enhanced,800,38,CAND_437392
enhanced,800,38,CAND_1975580
enhanced,800,38,CAND_263271
enhanced,800,38,CAND_360109
enhanced,800,38,CAND_2008317
enhanced,800,38,CAND_1518983
enhanced,800,38,CAND_3283308
enhanced,800,38,CAND_2300652
enhanced,800,38,CAND_2810033
enhanced,800,38,CAND_2439064
enhanced,800,38,CAND_2713483
enhanced,800,38,CAND_341929
enhanced,800,38,CAND_2623858
enhanced,800,38,CAND_1389076
enhanced,800,38,CAND_3812491
enhanced,800,38,CAND_81208
enhanced,800,38,CAND_3925052
enhanced,800,38,CAND_2942504
enhanced,800,38,CAND_2207421
enhanced,800,38,CAND_966540
enhanced,800,38,CAND_2219048
enhanced,800,38,CAND_531015
enhanced,800,38,CAND_106420
enhanced,800,38,CAND_3845098
enhanced,800,38,CAND_3046688
enhanced,800,38,CAND_3741284
enhanced,800,38,CAND_2333894
enhanced,800,38,CAND_3576807
enhanced,800,38,CAND_1691697
enhanced,800,38,CAND_1863241
enhanced,800,38,CAND_1973359
enhanced,800,38,CAND_2907572
enhanced,800,38,CAND_1030004
enhanced,800,38,CAND_1844962
enhanced,800,38,CAND_1786534
enhanced,800,38,CAND_194285
enhanced,800,39,CAND_1108525
enhanced,800,39,CAND_3877157
enhanced,800,39,CAND_437392
enhanced,800,39,CAND_1975580
enhanced,800,39,CAND_263271
enhanced,800,39,CAND_360109
enhanced,800,39,CAND_2008317
enhanced,800,39,CAND_12590
enhanced,800,39,CAND_1518983
enhanced,800,39,CAND_3283308
enhanced,800,39,CAND_2300652
enhanced,800,39,CAND_2810033
enhanced,800,39,CAND_2439064
enhanced,800,39,CAND_2713483
enhanced,800,39,CAND_341929
enhanced,800,39,CAND_2623858
enhanced,800,39,CAND_1389076
enhanced,800,39,CAND_3812491
enhanced,800,39,CAND_81208
enhanced,800,39,CAND_3925052
enhanced,800,39,CAND_2942504
enhanced,800,39,CAND_2207421
enhanced,800,39,CAND_966540
enhanced,800,39,CAND_2219048
enhanced,800,39,CAND_531015
enhanced,800,39,CAND_106420
enhanced,800,39,CAND_3845098
enhanced,800,39,CAND_3046688
enhanced,800,39,CAND_3741284
enhanced,800,39,CAND_2333894
enhanced,800,39,CAND_3576807
enhanced,800,39,CAND_1691697
enhanced,800,39,CAND_1863241
enhanced,800,39,CAND_1973359
enhanced,800,39,CAND_2907572
enhanced,800,39,CAND_1030004
enhanced,800,39,CAND_1844962
enhanced,800,39,CAND_1786534
enhanced,800,39,CAND_194285
enhanced,800,40,CAND_1108525
enhanced,800,40,CAND_3877157
enhanced,800,40,CAND_437392
enhanced,800,40,CAND_1975580
enhanced,800,40,CAND_263271
enhanced,800,40,CAND_360109
enhanced,800,40,CAND_2008317
enhanced,800,40,CAND_12590
enhanced,800,40,CAND_1518983
enhanced,800,40,CAND_3283308
enhanced,800,40,CAND_2300652
enhanced,800,40,CAND_2810033
enhanced,800,40,CAND_2439064
enhanced,800,40,CAND_2713483
enhanced,800,40,CAND_341929
enhanced,800,40,CAND_2623858
enhanced,800,40,CAND_1389076
enhanced,800,40,CAND_3812491
enhanced,800,40,CAND_81208
enhanced,800,40,CAND_3925052
enhanced,800,40,CAND_2942504
enhanced,800,40,CAND_2207421
enhanced,800,40,CAND_966540
enhanced,800,40,CAND_2219048
enhanced,800,40,CAND_531015
enhanced,800,40,CAND_106420
enhanced,800,40,CAND_3845098
enhanced,800,40,CAND_3046688
enhanced,800,40,CAND_3741284
enhanced,800,40,CAND_2333894
enhanced,800,40,CAND_3576807
enhanced,800,40,CAND_1691697
enhanced,800,40,CAND_3143669
enhanced,800,40,CAND_1863241
enhanced,800,40,CAND_1973359
enhanced,800,40,CAND_2907572
enhanced,800,40,CAND_1030004
enhanced,800,40,CAND_1844962
enhanced,800,40,CAND_1786534
enhanced,800,40,CAND_194285
population,1500,1,CAND_4180477
population,1500,2,CAND_4180477
population,1500,2,CAND_1449144
population,1500,3,CAND_4180477
population,1500,3,CAND_3655291
population,1500,3,CAND_1449144
population,1500,4,CAND_4180477
population,1500,4,CAND_3655291
population,1500,4,CAND_1449144
population,1500,4,CAND_3845098
population,1500,5,CAND_4180477
population,1500,5,CAND_3655291
population,1500,5,CAND_2219048
population,1500,5,CAND_1449144
population,1500,5,CAND_3845098
population,1500,6,CAND_4180477
population,1500,6,CAND_978113
population,1500,6,CAND_3655291
population,1500,6,CAND_2219048
population,1500,6,CAND_1449144
population,1500,6,CAND_3845098
population,1500,7,CAND_537764
population,1500,7,CAND_4180477
population,1500,7,CAND_978113
population,1500,7,CAND_3655291
population,1500,7,CAND_2219048
population,1500,7,CAND_1449144
population,1500,7,CAND_3845098
population,1500,8,CAND_537764
population,1500,8,CAND_4180477
population,1500,8,CAND_978113
population,1500,8,CAND_3655291
population,1500,8,CAND_2219048
population,1500,8,CAND_1449144
population,1500,8,CAND_3845098
population,1500,8,CAND_1844962
population,1500,9,CAND_537764
population,1500,9,CAND_4180477
population,1500,9,CAND_978113
population,1500,9,CAND_3655291
population,1500,9,CAND_2219048
population,1500,9,CAND_1449144
population,1500,9,CAND_3845098
population,1500,9,CAND_3985825
population,1500,9,CAND_1844962
population,1500,10,CAND_263271
population,1500,10,CAND_537764
population,1500,10,CAND_4180477
population,1500,10,CAND_978113
population,1500,10,CAND_3655291
population,1500,10,CAND_2219048
population,1500,10,CAND_1449144
population,1500,10,CAND_3845098
population,1500,10,CAND_3985825
population,1500,10,CAND_1844962
population,1500,11,CAND_907128
population,1500,11,CAND_263271
population,1500,11,CAND_537764
population,1500,11,CAND_4180477
population,1500,11,CAND_978113
population,1500,11,CAND_3655291
population,1500,11,CAND_2219048
population,1500,11,CAND_1449144
population,1500,11,CAND_3845098
population,1500,11,CAND_3985825
population,1500,11,CAND_1844962
population,1500,12,CAND_907128
population,1500,12,CAND_263271
population,1500,12,CAND_537764
population,1500,12,CAND_4180477
population,1500,12,CAND_978113
population,1500,12,CAND_3655291
population,1500,12,CAND_2219048
population,1500,12,CAND_1449144
population,1500,12,CAND_3845098
population,1500,12,CAND_3985825
population,1500,12,CAND_3085617
population,1500,12,CAND_1844962
population,1500,13,CAND_907128
population,1500,13,CAND_263271
population,1500,13,CAND_537764
population,1500,13,CAND_4180477
population,1500,13,CAND_978113
population,1500,13,CAND_3655291
population,1500,13,CAND_2219048
population,1500,13,CAND_1449144
population,1500,13,CAND_3845098
population,1500,13,CAND_3985825
population,1500,13,CAND_1814968
population,1500,13,CAND_3085617
population,1500,13,CAND_1844962
population,1500,14,CAND_907128
population,1500,14,CAND_437392
population,1500,14,CAND_263271
population,1500,14,CAND_537764
population,1500,14,CAND_4180477
population,1500,14,CAND_978113
population,1500,14,CAND_3655291
population,1500,14,CAND_2219048
population,1500,14,CAND_1449144
population,1500,14,CAND_3845098
population,1500,14,CAND_3985825
population,1500,14,CAND_1814968
population,1500,14,CAND_3085617
population,1500,14,CAND_1844962
population,1500,15,CAND_907128
population,1500,15,CAND_437392
population,1500,15,CAND_263271
population,1500,15,CAND_537764
population,1500,15,CAND_4180477
population,1500,15,CAND_978113
population,1500,15,CAND_3655291
population,1500,15,CAND_2219048
population,1500,15,CAND_1449144
population,1500,15,CAND_3845098
population,1500,15,CAND_3985825
population,1500,15,CAND_1814968
population,1500,15,CAND_3085617
population,1500,15,CAND_1844962
population,1500,15,CAND_1047834
population,1500,16,CAND_907128
population,1500,16,CAND_437392
population,1500,16,CAND_263271
population,1500,16,CAND_537764
population,1500,16,CAND_4180477
population,1500,16,CAND_978113
population,1500,16,CAND_3655291
population,1500,16,CAND_2219048
population,1500,16,CAND_1449144
population,1500,16,CAND_3845098
population,1500,16,CAND_2228747
population,1500,16,CAND_3985825
population,1500,16,CAND_1814968
population,1500,16,CAND_3085617
population,1500,16,CAND_1844962
population,1500,16,CAND_1047834
population,1500,17,CAND_907128
population,1500,17,CAND_437392
population,1500,17,CAND_263271
population,1500,17,CAND_537764
population,1500,17,CAND_4180477
population,1500,17,CAND_978113
population,1500,17,CAND_3655291
population,1500,17,CAND_2219048
population,1500,17,CAND_1449144
population,1500,17,CAND_3845098
population,1500,17,CAND_3676601
population,1500,17,CAND_2228747
population,1500,17,CAND_3985825
population,1500,17,CAND_1814968
population,1500,17,CAND_3085617
population,1500,17,CAND_1844962
population,1500,17,CAND_1047834
population,1500,18,CAND_907128
population,1500,18,CAND_437392
population,1500,18,CAND_263271
population,1500,18,CAND_537764
population,1500,18,CAND_4180477
population,1500,18,CAND_978113
population,1500,18,CAND_2804967
population,1500,18,CAND_3655291
population,1500,18,CAND_2219048
population,1500,18,CAND_1449144
population,1500,18,CAND_3845098
population,1500,18,CAND_3676601
population,1500,18,CAND_2228747
population,1500,18,CAND_3985825
population,1500,18,CAND_1814968
population,1500,18,CAND_3085617
population,1500,18,CAND_1844962
population,1500,18,CAND_1047834
population,1500,19,CAND_907128
population,1500,19,CAND_437392
population,1500,19,CAND_263271
population,1500,19,CAND_537764
population,1500,19,CAND_4180477
population,1500,19,CAND_978113
population,1500,19,CAND_2804967
population,1500,19,CAND_3655291
population,1500,19,CAND_2219048
population,1500,19,CAND_1449144
population,1500,19,CAND_3845098
population,1500,19,CAND_3676601
population,1500,19,CAND_2228747
population,1500,19,CAND_3985825
population,1500,19,CAND_2774758
population,1500,19,CAND_1814968
population,1500,19,CAND_3085617
population,1500,19,CAND_1844962
population,1500,19,CAND_1047834
population,1500,20,CAND_907128
population,1500,20,CAND_437392
population,1500,20,CAND_263271
population,1500,20,CAND_537764
population,1500,20,CAND_4180477
population,1500,20,CAND_978113
