solution_rank,objective_covered_weight,objective_gap_pct,population_coverage_pct,exact_jaccard_vs_optimum,base_sites_with_alt_within_500m_pct,selected_candidate_ids
1,562949.0,0.0,29.985357510574392,1.0,100.0,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
2,562917.0,0.005684351513192136,29.983653037451003,0.875,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
3,562782.0,0.029665209459471462,29.976462291461708,0.875,100.0,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
4,562776.0,0.030731025368194987,29.976142702751073,0.6666666666666666,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
5,562750.0,0.0353495609726636,29.97475781833832,0.7647058823529411,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
6,562744.0,0.03641537688138712,29.974438229627683,0.5789473684210527,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
7,562729.0,0.03907991665319594,29.973639257851097,0.6666666666666666,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_3692305;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
8,562697.0,0.04476426816638807,29.971934784727708,0.5789473684210527,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_3692305;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
9,562691.0,0.0458300840751116,29.971615196017073,0.875,100.0,CAND_907128;CAND_437392;CAND_263271;CAND_537764;CAND_4180477;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
10,562661.0,0.05115916361872923,29.970017252463897,0.7647058823529411,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_537764;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
11,562659.0,0.051514435588303736,29.969910722893683,0.7647058823529411,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_537764;CAND_4180477;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
12,562629.0,0.05684351513192137,29.968312779340508,0.6666666666666666,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_537764;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
13,562595.0,0.06288313861468801,29.966501776646908,0.7647058823529411,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
14,562564.0,0.06838985414309288,29.964850568308623,0.875,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1217023
15,562563.0,0.06856749012788015,29.96479730352352,0.6666666666666666,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
16,562548.0,0.07123202989968896,29.96399833174693,0.7647058823529411,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_3692305;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
17,562532.0,0.07407420565628503,29.963146095185238,0.7647058823529411,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1217023
18,562524.0,0.07549529353458306,29.96271997690439,0.7647058823529411,100.0,CAND_907128;CAND_437392;CAND_263271;CAND_537764;CAND_4180477;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
19,562516.0,0.0769163814128811,29.962293858623543,0.6666666666666666,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_3692305;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
20,562492.0,0.0811796450477752,29.961015503781002,0.6666666666666666,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_537764;CAND_4180477;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
21,562489.0,0.08171255300213696,29.960855709425683,0.875,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_1047834
22,562480.0,0.08331127686522224,29.96037632635973,0.875,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
23,562457.0,0.0873969045153291,29.959151236302294,0.7647058823529411,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3981084;CAND_1844962;CAND_1047834
24,562448.0,0.08899562837841439,29.958671853236343,0.7647058823529411,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
25,562442.0,0.09006144428713792,29.958352264525708,0.875,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_2228747;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962
26,562410.0,0.09574579580033005,29.956647791402318,0.7647058823529411,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_2228747;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962
27,562407.0,0.09627870375469182,29.956487997047,0.875,93.33333333333333,CAND_907128;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_2228747;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
28,562397.0,0.09805506360256436,29.955955349195943,0.7647058823529411,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1217023
29,562391.0,0.09912087951128788,29.955635760485308,0.5789473684210527,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1217023
30,562382.0,0.10071960337437316,29.955156377419353,0.875,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_2246456
31,562375.0,0.10196305526788395,29.954783523923613,0.7647058823529411,86.66666666666667,CAND_907128;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_2228747;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
32,562365.0,0.10373941511575649,29.954250876072553,0.6666666666666666,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1217023
33,562359.0,0.10480523102448001,29.953931287361918,0.5,80.0,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1217023
34,562358.0,0.10498286700926727,29.953878022576813,0.875,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3676601;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962
35,562353.0,0.10587104693320354,29.953611698651283,0.875,100.0,CAND_1095236;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
36,562350.0,0.10640395488756531,29.953451904295964,0.7647058823529411,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_2246456
37,562344.0,0.10746977079628883,29.95313231558533,0.5789473684210527,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_3692305;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1217023
38,562336.0,0.10889085867458687,29.952706197304483,0.7647058823529411,100.0,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_4180477;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
39,562326.0,0.1106672185224594,29.952173549453423,0.7647058823529411,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3676601;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962
40,562323.0,0.11120012647682116,29.952013755098104,0.875,93.33333333333333,CAND_907128;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3676601;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1047834
41,562322.0,0.11137776246160842,29.951960490313,0.7647058823529411,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_1047834
42,562321.0,0.11155539844639567,29.951907225527894,0.7647058823529411,93.33333333333333,CAND_1095236;CAND_437392;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
43,562316.0,0.11244357837033195,29.951640901602364,0.5789473684210527,86.66666666666667,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_2300652;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3981084;CAND_1844962;CAND_1047834
44,562312.0,0.11315412230948096,29.951427842461943,0.5,80.0,CAND_907128;CAND_437392;CAND_263271;CAND_2300652;CAND_3692305;CAND_978113;CAND_966540;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1217023
45,562306.0,0.11421993821820449,29.951108253751304,0.7647058823529411,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_537764;CAND_4180477;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1814968;CAND_3085617;CAND_1844962;CAND_1217023
46,562304.0,0.114575210187779,29.951001724181094,0.6666666666666666,93.33333333333333,CAND_907128;CAND_437392;CAND_263271;CAND_473205;CAND_4180477;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
47,562291.0,0.11688447799001331,29.950309281974718,0.7647058823529411,86.66666666666667,CAND_907128;CAND_263271;CAND_1120537;CAND_537764;CAND_978113;CAND_3655291;CAND_2219048;CAND_1449144;CAND_3845098;CAND_3676601;CAND_3985825;CAND_1863241;CAND_3085617;CAND_1844962;CAND_1047834
