demand_definition,radius_m,facilities_p,candidate_id,candidate_index,lga,suitability_score
population,800,39,CAND_3576807,273,DAREBIN,0.47689980237766333
population,800,39,CAND_1691697,276,STONNINGTON,0.5027722627618366
population,800,39,CAND_3143669,280,DAREBIN,0.42332145320689624
population,800,39,CAND_1863241,293,STONNINGTON,0.5149647652178989
population,800,39,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,39,CAND_3461562,331,GLEN EIRA,0.2912016716573499
population,800,39,CAND_4015201,348,BOROONDARA,0.4331444762612652
population,800,39,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,39,CAND_1786534,372,MONASH,0.3566693311960012
population,800,39,CAND_194285,414,WHITEHORSE,0.5483486123970336
population,800,40,CAND_638773,46,MARIBYRNONG,0.3979586095184606
population,800,40,CAND_1349303,50,MARIBYRNONG,0.4959191247231861
population,800,40,CAND_2517042,62,MARIBYRNONG,0.5690427615204257
population,800,40,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
population,800,40,CAND_2915412,93,MELBOURNE,0.2804786231639378
population,800,40,CAND_360109,114,MELBOURNE,0.3436290400714667
population,800,40,CAND_2008317,117,MERRI-BEK,0.3714139426948232
population,800,40,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
population,800,40,CAND_3283308,131,MELBOURNE,0.6913457768743712
population,800,40,CAND_825693,134,MERRI-BEK,0.4467917282096677
population,800,40,CAND_537764,150,PORT PHILLIP,0.6340941535692455
population,800,40,CAND_3344162,155,MELBOURNE,0.7113095353529799
population,800,40,CAND_1337545,167,MELBOURNE,0.9277602764776626
population,800,40,CAND_978113,173,MERRI-BEK,0.517079059145578
population,800,40,CAND_341929,174,MERRI-BEK,0.45235697668654207
population,800,40,CAND_2915782,183,MELBOURNE,0.6258502398917403
population,800,40,CAND_971065,191,MELBOURNE,0.5830834783267281
population,800,40,CAND_81208,198,MELBOURNE,0.45871168409034013
population,800,40,CAND_3925052,203,MERRI-BEK,0.4960575895627154
population,800,40,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
population,800,40,CAND_2207421,225,YARRA,0.6301100444703408
population,800,40,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
population,800,40,CAND_2612782,235,YARRA,0.5075160071364956
population,800,40,CAND_531015,239,STONNINGTON,0.5365560862024135
population,800,40,CAND_3046688,247,DAREBIN,0.38248771219692385
population,800,40,CAND_3741284,256,GLEN EIRA,0.5213869817772657
population,800,40,CAND_523783,257,YARRA,0.4340291098142584
population,800,40,CAND_2819486,263,DAREBIN,0.3926013895236131
population,800,40,CAND_2333894,270,YARRA,0.3508951155107718
population,800,40,CAND_3576807,273,DAREBIN,0.47689980237766333
population,800,40,CAND_1691697,276,STONNINGTON,0.5027722627618366
population,800,40,CAND_3143669,280,DAREBIN,0.42332145320689624
population,800,40,CAND_1863241,293,STONNINGTON,0.5149647652178989
population,800,40,CAND_1973359,307,BOROONDARA,0.37677379230801555
population,800,40,CAND_2896688,325,BOROONDARA,0.32354088152701077
population,800,40,CAND_3461562,331,GLEN EIRA,0.2912016716573499
population,800,40,CAND_4015201,348,BOROONDARA,0.4331444762612652
population,800,40,CAND_1844962,354,GLEN EIRA,0.3823793450827972
population,800,40,CAND_1786534,372,MONASH,0.3566693311960012
population,800,40,CAND_194285,414,WHITEHORSE,0.5483486123970336
enhanced,800,1,CAND_2713483,168,MELBOURNE,0.9397356103784238
enhanced,800,2,CAND_2810033,152,MELBOURNE,0.793327797130639
enhanced,800,2,CAND_2713483,168,MELBOURNE,0.9397356103784238
enhanced,800,3,CAND_2810033,152,MELBOURNE,0.793327797130639
enhanced,800,3,CAND_2713483,168,MELBOURNE,0.9397356103784238
enhanced,800,3,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,4,CAND_2321576,153,MELBOURNE,0.9240244554773527
enhanced,800,4,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,4,CAND_2535120,188,MELBOURNE,0.727163953035858
enhanced,800,4,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,5,CAND_2321576,153,MELBOURNE,0.9240244554773527
enhanced,800,5,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,5,CAND_2535120,188,MELBOURNE,0.727163953035858
enhanced,800,5,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,5,CAND_3845098,244,YARRA,0.5145760306613077
enhanced,800,6,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,6,CAND_2713483,168,MELBOURNE,0.9397356103784238
enhanced,800,6,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,6,CAND_1389076,190,MELBOURNE,0.6815419163076752
enhanced,800,6,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,6,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,7,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,7,CAND_2713483,168,MELBOURNE,0.9397356103784238
enhanced,800,7,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,7,CAND_1389076,190,MELBOURNE,0.6815419163076752
enhanced,800,7,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,7,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,7,CAND_3845098,244,YARRA,0.5145760306613077
enhanced,800,8,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,8,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,8,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,8,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,8,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,8,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,8,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,8,CAND_3845098,244,YARRA,0.5145760306613077
enhanced,800,9,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,9,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,9,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,9,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,9,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,9,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,9,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,9,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,9,CAND_3845098,244,YARRA,0.5145760306613077
enhanced,800,10,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,10,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,10,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,10,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,10,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,10,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,10,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,10,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,10,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,10,CAND_3845098,244,YARRA,0.5145760306613077
enhanced,800,11,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,11,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,11,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,11,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,11,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,11,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,11,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,11,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,11,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,11,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,11,CAND_3845098,244,YARRA,0.5145760306613077
enhanced,800,12,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,12,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,12,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,12,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,12,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,12,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,12,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,12,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,12,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,12,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,12,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,12,CAND_3845098,244,YARRA,0.5145760306613077
enhanced,800,13,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,13,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,13,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,13,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,13,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,13,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,13,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,13,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,13,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,13,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,13,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,13,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,13,CAND_3845098,244,YARRA,0.5145760306613077
enhanced,800,14,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,14,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,14,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,14,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,14,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,14,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,14,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,14,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,14,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,14,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,14,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,14,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,14,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,14,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,15,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,15,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,15,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,15,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,15,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,15,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,15,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,15,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,15,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,15,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,15,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,15,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,15,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,15,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,15,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,16,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,16,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,16,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,16,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,16,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,16,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,16,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,16,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,16,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,16,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,16,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,16,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,16,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,16,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,16,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,16,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,17,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,17,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,17,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,17,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,17,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,17,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,17,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,17,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,17,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,17,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,17,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,17,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,17,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,17,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,17,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,17,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,17,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,18,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,18,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,18,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,18,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,18,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,18,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,18,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,18,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,18,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,18,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,18,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,18,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,18,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,18,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,18,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,18,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,18,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,18,CAND_1844962,354,GLEN EIRA,0.3823793450827972
enhanced,800,19,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,19,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,19,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,19,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,19,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,19,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,19,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,19,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,19,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,19,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,19,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,19,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,19,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,19,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,19,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,19,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,19,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,19,CAND_1973359,307,BOROONDARA,0.37677379230801555
enhanced,800,19,CAND_1844962,354,GLEN EIRA,0.3823793450827972
enhanced,800,20,CAND_1108525,49,MARIBYRNONG,0.5230167353928568
enhanced,800,20,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,20,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,20,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,20,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,20,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,20,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,20,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,20,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,20,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,20,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,20,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,20,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,20,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,20,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,20,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,20,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,20,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,20,CAND_1973359,307,BOROONDARA,0.37677379230801555
enhanced,800,20,CAND_1844962,354,GLEN EIRA,0.3823793450827972
enhanced,800,21,CAND_1108525,49,MARIBYRNONG,0.5230167353928568
enhanced,800,21,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,21,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,21,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,21,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,21,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,21,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,21,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,21,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,21,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,21,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,21,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,21,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,21,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,21,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,21,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,21,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,21,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,21,CAND_1973359,307,BOROONDARA,0.37677379230801555
enhanced,800,21,CAND_1030004,342,BOROONDARA,0.3725605285906678
enhanced,800,21,CAND_1844962,354,GLEN EIRA,0.3823793450827972
enhanced,800,22,CAND_1108525,49,MARIBYRNONG,0.5230167353928568
enhanced,800,22,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,22,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,22,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,22,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,22,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,22,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,22,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,22,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,22,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,22,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,22,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,22,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,22,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,22,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,22,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,22,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,22,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,22,CAND_1973359,307,BOROONDARA,0.37677379230801555
enhanced,800,22,CAND_1030004,342,BOROONDARA,0.3725605285906678
enhanced,800,22,CAND_1844962,354,GLEN EIRA,0.3823793450827972
enhanced,800,22,CAND_194285,414,WHITEHORSE,0.5483486123970336
enhanced,800,23,CAND_1108525,49,MARIBYRNONG,0.5230167353928568
enhanced,800,23,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,23,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,23,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,23,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,23,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,23,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,23,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,23,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,23,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,23,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,23,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,23,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,23,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,23,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,23,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,23,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,23,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,23,CAND_1691697,276,STONNINGTON,0.5027722627618366
enhanced,800,23,CAND_1973359,307,BOROONDARA,0.37677379230801555
enhanced,800,23,CAND_1030004,342,BOROONDARA,0.3725605285906678
enhanced,800,23,CAND_1844962,354,GLEN EIRA,0.3823793450827972
enhanced,800,23,CAND_194285,414,WHITEHORSE,0.5483486123970336
enhanced,800,24,CAND_1108525,49,MARIBYRNONG,0.5230167353928568
enhanced,800,24,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,24,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,24,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,24,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,24,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,24,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,24,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,24,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,24,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,24,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,24,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,24,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,24,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,24,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,24,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,24,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,24,CAND_3741284,256,GLEN EIRA,0.5213869817772657
enhanced,800,24,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,24,CAND_1691697,276,STONNINGTON,0.5027722627618366
enhanced,800,24,CAND_1973359,307,BOROONDARA,0.37677379230801555
enhanced,800,24,CAND_1030004,342,BOROONDARA,0.3725605285906678
enhanced,800,24,CAND_1844962,354,GLEN EIRA,0.3823793450827972
enhanced,800,24,CAND_194285,414,WHITEHORSE,0.5483486123970336
enhanced,800,25,CAND_1108525,49,MARIBYRNONG,0.5230167353928568
enhanced,800,25,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,25,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,25,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,25,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,25,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,25,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,25,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,25,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,25,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,25,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,25,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,25,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,25,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,25,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,25,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,25,CAND_531015,239,STONNINGTON,0.5365560862024135
enhanced,800,25,CAND_3046688,247,DAREBIN,0.38248771219692385
enhanced,800,25,CAND_3741284,256,GLEN EIRA,0.5213869817772657
enhanced,800,25,CAND_2333894,270,YARRA,0.3508951155107718
enhanced,800,25,CAND_1691697,276,STONNINGTON,0.5027722627618366
enhanced,800,25,CAND_1973359,307,BOROONDARA,0.37677379230801555
enhanced,800,25,CAND_1030004,342,BOROONDARA,0.3725605285906678
enhanced,800,25,CAND_1844962,354,GLEN EIRA,0.3823793450827972
enhanced,800,25,CAND_194285,414,WHITEHORSE,0.5483486123970336
enhanced,800,26,CAND_1108525,49,MARIBYRNONG,0.5230167353928568
enhanced,800,26,CAND_437392,79,MOONEE VALLEY,0.4602531740912229
enhanced,800,26,CAND_263271,103,MOONEE VALLEY,0.35804136327689473
enhanced,800,26,CAND_1518983,127,PORT PHILLIP,0.37926448841777616
enhanced,800,26,CAND_3283308,131,MELBOURNE,0.6913457768743712
enhanced,800,26,CAND_537764,150,PORT PHILLIP,0.6340941535692455
enhanced,800,26,CAND_3344162,155,MELBOURNE,0.7113095353529799
enhanced,800,26,CAND_2439064,160,MERRI-BEK,0.5145553148263795
enhanced,800,26,CAND_1337545,167,MELBOURNE,0.9277602764776626
enhanced,800,26,CAND_2915782,183,MELBOURNE,0.6258502398917403
enhanced,800,26,CAND_971065,191,MELBOURNE,0.5830834783267281
enhanced,800,26,CAND_81208,198,MELBOURNE,0.45871168409034013
enhanced,800,26,CAND_3925052,203,MERRI-BEK,0.4960575895627154
enhanced,800,26,CAND_2942504,220,PORT PHILLIP,0.5788555253976406
enhanced,800,26,CAND_2207421,225,YARRA,0.6301100444703408
enhanced,800,26,CAND_2219048,231,PORT PHILLIP,0.6073689870742068
enhanced,800,26,CAND_2612782,235,YARRA,0.5075160071364956
enhanced,800,26,CAND_531015,239,STONNINGTON,0.5365560862024135
