POW_SA2_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
201011001,0,7,8,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,39,0,3,0,0,36,0,0,0,0,0,0,7,0,0,0,0,7,31,0,0,0,5,38,16,0,0,0,0,16,1760,80,116,34,10,1999,3049,268,223,45,24,3616,4,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,20,10,9,6,0,37,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,7,0,0,3,0,0,3,0,0,0,0,0,4,76,8,21,4,0,113,7,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,11,0,0,0,0,0,3,3,0,0,0,0,5,0,4,0,0,0,9,0,0,0,0,0,0,9,0,0,5,0,16,6,0,0,0,0,6,3,0,0,0,0,3,36,0,6,0,0,41
201011002,0,34,27,0,3,0,0,34,8,0,0,0,0,8,33,0,3,0,0,37,301,10,8,0,0,324,44,6,0,0,0,52,39,3,0,5,0,48,187,11,4,5,0,203,71,7,4,0,4,79,12177,357,391,72,58,13048,15713,835,600,100,99,17342,0,3,0,0,0,8,28,0,0,0,0,34,31,0,0,0,0,32,95,26,12,6,0,137,3,0,0,0,0,6,10,0,3,0,0,13,7,0,0,0,0,13,41,3,0,0,0,48,0,0,0,0,0,4,14,0,3,0,0,16,447,27,12,6,3,496,17,0,0,0,0,17,13,0,0,0,0,21,18,4,0,0,0,20,39,0,5,0,0,43,15,3,0,0,0,18,18,0,0,0,0,27,23,0,0,0,0,29,0,0,4,0,0,7,65,7,7,0,0,81,53,0,0,0,0,52,19,0,0,0,0,20,190,16,11,0,0,218
201011005,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,0,6,0,0,59,5,0,0,0,0,5,5,0,0,0,0,5,34,0,0,0,0,35,3,0,0,0,0,0,1457,36,70,18,4,1595,2113,112,128,23,7,2394,4,0,0,0,0,4,8,0,0,0,0,8,9,0,0,0,0,9,21,3,6,0,0,29,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,5,9,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,66,3,0,0,0,68,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,3,0,4,0,0,9,34,0,0,0,0,35
201011006,0,3,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,31,0,3,0,0,35,0,0,0,0,0,0,3,0,0,0,0,3,26,0,0,0,0,25,9,0,0,4,0,11,1498,96,92,26,9,1721,3380,355,259,38,19,4054,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,9,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,9,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,105,15,10,0,0,140,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,38,0,0,0,0,38,3,0,0,0,0,9,38,4,6,0,0,49
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,15,39,23,0,196,273,69,97,33,5,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,7
201011008,0,9,3,0,0,0,0,7,6,4,0,0,0,7,8,0,0,0,0,8,85,0,4,0,0,88,6,0,0,0,0,6,13,0,0,0,0,16,52,0,7,0,0,55,39,0,0,0,3,40,3660,108,147,41,32,3993,8333,486,317,85,60,9287,0,0,0,0,0,0,9,0,0,0,0,9,19,0,0,0,0,19,67,8,3,0,0,76,7,0,0,0,0,7,0,0,0,0,0,5,4,0,0,0,0,5,12,0,0,0,0,21,3,0,0,0,0,4,6,0,0,0,0,10,190,14,13,0,8,219,9,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,18,4,0,0,0,25,5,0,6,0,0,11,7,0,3,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,21,15,0,0,0,0,15,12,0,3,0,0,17,112,7,14,6,0,136
201011481,0,0,6,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,25,0,5,0,0,36,4,0,0,0,0,4,4,0,0,0,0,6,20,0,6,0,0,35,7,0,0,0,0,12,1311,66,106,19,8,1503,1905,171,185,36,23,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,67,8,7,0,0,78,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,11,11,0,0,0,0,11,0,0,0,0,0,0,21,0,3,0,0,26
201011482,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,20,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,17,3,0,0,0,0,3,925,85,111,35,11,1162,1552,224,250,51,15,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,48,7,5,0,0,55,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,5,0,0,0,0,4,4,0,0,0,0,3,13,0,3,0,0,21
201011483,0,5,7,0,0,0,0,7,3,0,0,0,0,7,0,0,4,0,0,8,28,0,5,0,0,34,6,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,25,15,0,0,0,0,15,1191,49,105,27,11,1388,1946,153,200,32,22,2348,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,28,4,0,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,9,5,4,0,74,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,17,0,0,0,0,17,0,0,0,0,0,7,32,0,3,0,0,36
201011484,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,3,0,0,28,0,0,0,0,0,4,3,0,0,0,0,3,21,0,0,3,0,29,10,0,0,0,0,13,1534,30,65,22,18,1678,2465,126,155,34,29,2810,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,6,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,68,4,6,0,4,78,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,10,6,0,0,0,0,6,17,0,3,0,0,27
