POW_SA2_CODE_2021,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_16_20,SEO_Tot_2021,SEO_Tot_NS,SEO_Tot_Tot,UOLSEWVW_AGFF_Bf_91,UOLSEWVW_AGFF_91_95,UOLSEWVW_AGFF_96_00,UOLSEWVW_AGFF_01_05,UOLSEWVW_AGFF_06_10,UOLSEWVW_AGFF_11_15,UOLSEWVW_AGFF_16_20,UOLSEWVW_AGFF_2021,UOLSEWVW_AGFF_NS,UOLSEWVW_AGFF_Tot,UOLSEWVW_Min_Bf_91,UOLSEWVW_Min_91_95,UOLSEWVW_Min_96_00,UOLSEWVW_Min_01_05,UOLSEWVW_Min_06_10,UOLSEWVW_Min_11_15,UOLSEWVW_Min_16_20,UOLSEWVW_Min_2021,UOLSEWVW_Min_NS,UOLSEWVW_Min_Tot,UOLSEWVW_Mnf_Bf_91,UOLSEWVW_Mnf_91_95,UOLSEWVW_Mnf_96_00,UOLSEWVW_Mnf_01_05,UOLSEWVW_Mnf_06_10,UOLSEWVW_Mnf_11_15,UOLSEWVW_Mnf_16_20,UOLSEWVW_Mnf_2021,UOLSEWVW_Mnf_NS,UOLSEWVW_Mnf_Tot,UOLSEWVW_EGWWS_Bf_91,UOLSEWVW_EGWWS_91_95,UOLSEWVW_EGWWS_96_00,UOLSEWVW_EGWWS_01_05,UOLSEWVW_EGWWS_06_10,UOLSEWVW_EGWWS_11_15,UOLSEWVW_EGWWS_16_20,UOLSEWVW_EGWWS_2021,UOLSEWVW_EGWWS_NS,UOLSEWVW_EGWWS_Tot,UOLSEWVW_Const_Bf_91,UOLSEWVW_Const_91_95,UOLSEWVW_Const_96_00,UOLSEWVW_Const_01_05,UOLSEWVW_Const_06_10,UOLSEWVW_Const_11_15,UOLSEWVW_Const_16_20,UOLSEWVW_Const_2021,UOLSEWVW_Const_NS,UOLSEWVW_Const_Tot,UOLSEWVW_WST_Bf_91,UOLSEWVW_WST_91_95,UOLSEWVW_WST_96_00,UOLSEWVW_WST_01_05,UOLSEWVW_WST_06_10,UOLSEWVW_WST_11_15,UOLSEWVW_WST_16_20,UOLSEWVW_WST_2021,UOLSEWVW_WST_NS,UOLSEWVW_WST_Tot,UOLSEWVW_RetT_Bf_91,UOLSEWVW_RetT_91_95,UOLSEWVW_RetT_96_00,UOLSEWVW_RetT_01_05,UOLSEWVW_RetT_06_10,UOLSEWVW_RetT_11_15,UOLSEWVW_RetT_16_20,UOLSEWVW_RetT_2021,UOLSEWVW_RetT_NS,UOLSEWVW_RetT_Tot,UOLSEWVW_AcFd_Bf_91,UOLSEWVW_AcFd_91_95,UOLSEWVW_AcFd_96_00,UOLSEWVW_AcFd_01_05,UOLSEWVW_AcFd_06_10,UOLSEWVW_AcFd_11_15,UOLSEWVW_AcFd_16_20,UOLSEWVW_AcFd_2021,UOLSEWVW_AcFd_NS,UOLSEWVW_AcFd_Tot,UOLSEWVW_TPW_Bf_91,UOLSEWVW_TPW_91_95,UOLSEWVW_TPW_96_00,UOLSEWVW_TPW_01_05,UOLSEWVW_TPW_06_10,UOLSEWVW_TPW_11_15,UOLSEWVW_TPW_16_20,UOLSEWVW_TPW_2021,UOLSEWVW_TPW_NS,UOLSEWVW_TPW_Tot,UOLSEWVW_IMT_Bf_91,UOLSEWVW_IMT_91_95,UOLSEWVW_IMT_96_00,UOLSEWVW_IMT_01_05,UOLSEWVW_IMT_06_10,UOLSEWVW_IMT_11_15,UOLSEWVW_IMT_16_20,UOLSEWVW_IMT_2021,UOLSEWVW_IMT_NS,UOLSEWVW_IMT_Tot,UOLSEWVW_FinIns_Bf_91,UOLSEWVW_FinIns_91_95,UOLSEWVW_FinIns_96_00,UOLSEWVW_FinIns_01_05,UOLSEWVW_FinIns_06_10,UOLSEWVW_FinIns_11_15,UOLSEWVW_FinIns_16_20,UOLSEWVW_FinIns_2021,UOLSEWVW_FinIns_NS,UOLSEWVW_FinIns_Tot,UOLSEWVW_RHRE_Bf_91,UOLSEWVW_RHRE_91_95,UOLSEWVW_RHRE_96_00,UOLSEWVW_RHRE_01_05,UOLSEWVW_RHRE_06_10,UOLSEWVW_RHRE_11_15,UOLSEWVW_RHRE_16_20,UOLSEWVW_RHRE_2021,UOLSEWVW_RHRE_NS,UOLSEWVW_RHRE_Tot,UOLSEWVW_ProSTS_Bf_91,UOLSEWVW_ProSTS_91_95,UOLSEWVW_ProSTS_96_00,UOLSEWVW_ProSTS_01_05,UOLSEWVW_ProSTS_06_10,UOLSEWVW_ProSTS_11_15,UOLSEWVW_ProSTS_16_20,UOLSEWVW_ProSTS_2021,UOLSEWVW_ProSTS_NS,UOLSEWVW_ProSTS_Tot,UOLSEWVW_AdSup_Bf_91,UOLSEWVW_AdSup_91_95,UOLSEWVW_AdSup_96_00,UOLSEWVW_AdSup_01_05,UOLSEWVW_AdSup_06_10,UOLSEWVW_AdSup_11_15,UOLSEWVW_AdSup_16_20,UOLSEWVW_AdSup_2021,UOLSEWVW_AdSup_NS,UOLSEWVW_AdSup_Tot,UOLSEWVW_PubAS_Bf_91,UOLSEWVW_PubAS_91_95,UOLSEWVW_PubAS_96_00,UOLSEWVW_PubAS_01_05,UOLSEWVW_PubAS_06_10,UOLSEWVW_PubAS_11_15,UOLSEWVW_PubAS_16_20,UOLSEWVW_PubAS_2021,UOLSEWVW_PubAS_NS,UOLSEWVW_PubAS_Tot,UOLSEWVW_EdTrn_Bf_91,UOLSEWVW_EdTrn_91_95,UOLSEWVW_EdTrn_96_00,UOLSEWVW_EdTrn_01_05,UOLSEWVW_EdTrn_06_10,UOLSEWVW_EdTrn_11_15,UOLSEWVW_EdTrn_16_20,UOLSEWVW_EdTrn_2021,UOLSEWVW_EdTrn_NS,UOLSEWVW_EdTrn_Tot,UOLSEWVW_HC_SA_Bf_91,UOLSEWVW_HC_SA_91_95,UOLSEWVW_HC_SA_96_00,UOLSEWVW_HC_SA_01_05,UOLSEWVW_HC_SA_06_10,UOLSEWVW_HC_SA_11_15,UOLSEWVW_HC_SA_16_20,UOLSEWVW_HC_SA_2021,UOLSEWVW_HC_SA_NS,UOLSEWVW_HC_SA_Tot,UOLSEWVW_ArtsR_Bf_91,UOLSEWVW_ArtsR_91_95,UOLSEWVW_ArtsR_96_00,UOLSEWVW_ArtsR_01_05,UOLSEWVW_ArtsR_06_10,UOLSEWVW_ArtsR_11_15,UOLSEWVW_ArtsR_16_20,UOLSEWVW_ArtsR_2021,UOLSEWVW_ArtsR_NS,UOLSEWVW_ArtsR_Tot,UOLSEWVW_OthSvs_Bf_91,UOLSEWVW_OthSvs_91_95,UOLSEWVW_OthSvs_96_00,UOLSEWVW_OthSvs_01_05,UOLSEWVW_OthSvs_06_10,UOLSEWVW_OthSvs_11_15,UOLSEWVW_OthSvs_16_20,UOLSEWVW_OthSvs_2021,UOLSEWVW_OthSvs_NS,UOLSEWVW_OthSvs_Tot
206041505,5141,1080,1653,1886,2481,2582,2768,84,196,17868,4,0,4,7,5,14,10,0,0,49,9,0,8,10,9,9,10,0,0,52,25,18,20,30,45,47,82,10,0,281,86,22,57,94,198,183,131,3,10,782,98,53,88,140,271,227,197,6,3,1091,18,9,27,29,51,66,37,3,0,242,32,17,27,59,101,114,174,0,4,526,88,41,80,153,324,360,804,0,8,1858,137,58,65,117,201,171,206,4,11,967,69,35,74,154,206,194,206,4,11,950,634,305,445,755,1084,1132,807,11,27,5198,41,29,32,100,183,154,94,0,4,628,782,452,637,1131,1848,2562,3116,57,41,10622,171,68,86,179,333,394,924,8,13,2183,262,113,135,253,342,236,172,6,12,1531,96,55,86,200,300,388,365,4,3,1497,60,39,58,84,140,182,155,7,4,724,5,8,25,20,51,75,67,0,0,257,40,27,13,73,93,94,83,0,0,424
206041506,503,52,147,155,171,269,244,8,20,1571,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,5,5,3,15,14,12,0,0,60,0,0,0,5,3,12,20,0,0,38,28,13,20,18,36,36,68,0,0,223,8,4,0,9,9,14,24,0,0,66,25,4,9,19,34,31,57,0,0,175,25,11,19,27,43,58,139,0,8,327,25,6,9,16,31,27,25,0,0,134,3,0,0,0,0,0,0,0,0,8,7,0,3,7,8,6,6,0,0,37,11,5,5,13,6,11,9,0,0,58,43,23,23,40,73,79,93,5,0,374,34,3,21,20,51,33,98,0,0,256,12,3,7,8,14,8,17,0,0,68,19,8,14,22,28,46,43,0,0,179,41,19,16,40,57,49,59,0,4,281,11,0,0,0,7,4,0,0,0,24,32,18,14,15,39,54,42,0,0,220
206041507,25,3,0,4,11,6,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0
206041508,1136,259,418,491,659,731,725,21,53,4493,3,0,3,7,5,9,6,0,0,25,7,0,5,3,8,6,3,0,0,34,40,19,32,36,68,75,78,0,4,356,38,13,19,75,83,85,61,0,0,376,25,8,12,25,30,25,23,0,0,160,16,3,6,6,29,27,24,4,0,127,45,16,26,47,104,127,127,0,0,484,47,9,30,47,144,211,473,0,9,970,23,11,21,55,74,48,53,0,0,280,25,3,13,26,40,52,54,0,4,213,87,47,62,76,147,115,82,0,7,613,15,5,13,37,42,34,28,0,0,176,121,74,129,208,361,473,560,10,0,1938,25,14,21,30,77,86,242,0,0,496,26,17,14,15,41,17,26,0,6,158,4,3,10,3,18,21,20,0,0,78,4,3,3,14,21,31,39,0,0,123,235,116,187,337,493,224,168,0,12,1782,20,9,7,20,39,40,36,0,0,172
206041509,535,80,154,194,264,269,306,12,18,1829,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,7,9,0,0,23,3,0,3,9,3,0,11,0,0,31,23,7,13,13,25,29,40,0,4,162,4,0,0,0,4,5,6,0,0,25,6,11,0,13,21,29,72,0,0,165,6,0,8,13,36,46,96,0,5,214,4,6,9,10,15,11,20,0,0,80,17,6,14,24,32,18,27,0,6,146,3,4,0,5,15,16,7,0,0,59,12,0,8,15,22,15,25,0,0,100,20,18,36,60,118,173,262,6,4,706,19,8,10,22,36,67,135,0,5,292,75,25,23,34,56,32,15,0,0,271,15,8,6,11,28,29,38,0,0,131,18,6,9,26,26,26,46,0,0,159,12,12,17,13,26,23,32,0,0,145,0,6,4,3,8,4,4,0,0,26
206041510,225,41,68,84,104,128,115,8,5,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,3,0,0,0,12,3,9,0,0,29,0,0,0,0,0,0,0,0,0,0,13,0,8,9,13,18,30,0,0,94,0,0,0,4,0,0,0,0,0,18,5,0,6,6,4,3,13,0,0,37,12,3,9,15,17,11,57,0,0,114,12,5,0,12,22,10,11,0,0,69,7,0,5,3,6,0,4,3,0,29,13,3,3,4,4,9,0,0,0,36,3,0,4,9,8,9,4,0,0,41,28,13,15,31,60,79,76,0,0,312,5,0,4,0,7,11,37,0,0,72,6,10,0,4,14,13,8,0,0,57,9,6,3,10,18,15,24,0,0,84,20,16,16,19,24,23,44,0,0,163,3,0,4,6,4,9,7,0,0,28,9,0,8,6,7,8,21,0,0,62
206051128,679,136,216,266,344,380,432,24,24,2498,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,12,6,0,9,6,12,8,19,0,0,60,0,0,0,0,0,0,5,0,0,10,35,10,23,40,71,48,67,0,4,288,11,6,11,27,44,43,50,0,0,200,6,4,8,17,14,16,23,0,0,91,29,10,19,35,73,56,154,0,0,376,3,3,6,18,16,15,30,0,0,89,7,3,11,14,24,33,58,0,0,145,26,13,18,36,63,45,50,0,0,258,19,6,8,31,32,28,17,0,0,136,87,47,69,172,256,303,383,16,5,1340,16,5,8,12,32,37,64,0,6,182,8,8,0,12,11,10,14,0,0,69,22,12,22,24,28,46,59,0,0,220,27,9,22,28,62,40,68,3,0,269,5,0,5,0,8,10,7,0,0,31,14,3,4,4,18,7,11,0,0,61
206051129,150,17,41,45,71,78,70,0,3,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,5,0,4,5,7,9,0,0,38,0,0,0,0,3,5,0,0,0,6,7,0,4,0,13,10,21,0,0,52,3,0,0,3,9,26,47,0,0,97,0,5,0,6,3,5,7,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,13,13,3,0,13,0,5,3,0,0,38,5,0,0,0,0,5,11,0,0,16,3,4,0,0,0,0,0,0,0,9,8,7,6,3,8,7,13,0,0,53,8,4,0,11,20,18,17,0,0,78,0,0,0,0,0,3,0,0,0,0,4,4,0,5,0,0,10,0,0,17
206051130,198,35,54,69,85,101,137,4,7,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,7,0,0,14,0,0,0,0,0,0,0,0,0,0,9,0,0,4,7,16,12,0,0,49,0,0,0,4,0,5,4,0,0,18,16,4,10,4,17,13,34,0,0,98,16,15,4,10,38,45,94,0,0,222,10,8,10,8,18,12,13,0,0,63,0,0,0,0,6,0,3,0,0,13,7,0,3,5,0,3,3,0,0,20,0,0,0,0,0,0,0,0,0,11,15,11,10,9,7,20,9,0,0,78,7,0,0,4,5,14,17,0,0,39,3,0,6,0,4,3,3,0,0,20,7,5,0,0,11,16,17,0,4,60,14,0,0,4,19,19,19,0,0,83,0,0,0,0,0,4,0,0,0,4,9,6,4,10,3,4,9,0,0,42
206051134,154,29,42,57,79,85,82,0,6,539,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,0,4,9,3,9,0,0,36,0,0,0,0,0,0,0,0,0,0,8,0,6,8,6,10,10,0,0,48,0,4,0,0,6,0,0,0,0,12,26,16,4,17,31,19,47,0,4,157,10,5,8,5,21,25,115,0,3,183,0,0,0,4,7,7,18,0,0,38,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,8,4,0,0,0,6,0,0,0,0,13,11,0,8,8,18,9,30,5,0,88,0,0,0,0,6,3,31,0,0,41,0,0,0,0,0,0,3,0,0,9,11,5,5,7,7,13,11,0,0,55,21,6,3,10,20,16,21,0,0,108,0,0,0,0,4,0,0,0,0,5,6,3,0,0,11,14,12,0,0,45
206051511,1335,238,335,452,566,571,546,18,38,4100,0,0,0,3,0,8,6,0,0,21,0,0,0,0,4,0,0,0,0,6,154,75,56,119,212,161,148,0,3,946,3,6,8,3,8,8,9,0,0,44,98,33,42,68,139,143,131,0,7,652,58,31,26,71,95,89,72,0,0,450,43,23,27,65,93,107,150,0,0,521,13,0,6,14,36,37,85,0,0,190,132,54,65,111,328,259,675,5,13,1644,33,17,18,26,49,70,47,0,0,258,24,17,21,17,29,24,30,0,5,166,7,5,9,6,22,25,13,0,0,81,90,41,44,108,171,212,213,5,0,889,65,18,32,39,93,77,169,3,0,490,70,29,33,40,84,43,43,0,0,338,9,6,10,0,9,18,16,0,0,65,22,12,17,24,61,42,72,0,0,258,3,0,3,0,4,3,9,0,0,25,30,12,14,14,51,59,57,0,0,240
206051512,851,180,281,339,451,541,587,23,34,3279,0,0,0,0,5,3,0,0,0,9,0,3,0,0,0,0,0,0,0,6,31,19,12,21,38,37,52,0,0,209,0,0,0,5,0,12,3,0,0,19,47,21,17,26,56,67,61,0,3,303,13,4,3,8,20,15,8,0,0,72,60,16,31,45,90,90,123,0,4,458,30,11,19,30,70,69,204,0,0,426,18,14,7,16,33,29,41,0,0,158,16,6,3,15,23,23,32,3,0,130,62,21,32,76,106,98,82,0,3,477,14,6,16,14,46,23,24,0,0,146,121,62,74,127,234,303,366,7,5,1293,32,10,9,28,52,52,217,0,0,409,11,12,3,19,37,32,34,0,0,145,14,7,3,15,34,46,52,0,3,169,44,15,21,33,79,105,114,0,3,406,4,5,6,5,3,9,11,0,0,31,25,7,12,16,35,21,31,0,0,142
206051513,328,44,69,88,127,117,189,5,9,971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,10,20,0,0,37,0,0,0,0,6,0,0,0,0,6,8,0,5,6,4,11,3,0,0,38,4,0,0,0,4,0,4,0,0,13,9,3,3,8,17,16,19,0,0,72,9,3,3,7,15,21,52,0,0,116,4,0,0,0,4,6,11,0,0,27,0,3,0,0,3,7,6,0,0,26,3,6,3,9,9,7,8,0,0,40,3,0,4,6,4,4,5,0,0,29,24,12,17,22,49,47,74,0,0,251,0,0,0,3,11,12,30,0,0,53,28,12,12,12,16,17,17,0,0,122,12,4,8,3,13,16,15,0,0,57,13,11,14,19,28,38,63,0,0,183,0,0,3,0,0,3,3,0,0,12,15,0,3,7,4,9,6,0,0,41
206051514,405,66,106,171,206,256,315,9,16,1534,0,0,0,0,0,0,0,0,0,4,8,0,11,16,18,19,14,0,0,85,0,0,6,11,15,9,32,0,0,78,0,0,0,0,0,0,0,0,0,3,6,4,9,3,14,18,14,0,0,66,3,0,0,4,3,6,4,0,0,12,8,0,7,11,30,22,73,0,0,145,20,11,10,28,76,92,229,0,8,472,0,0,3,10,9,6,13,0,0,29,0,0,0,0,6,6,7,0,0,21,12,3,5,10,19,14,18,0,0,75,8,0,9,15,22,20,29,0,0,104,23,8,31,40,77,122,190,11,0,503,5,5,0,0,16,7,30,0,0,67,5,0,3,8,11,6,3,0,0,40,15,8,9,18,19,34,32,5,0,143,57,42,24,37,86,117,120,0,5,480,3,0,0,4,9,8,15,0,0,36,17,7,8,10,18,20,11,0,0,96
206061135,325,61,98,114,108,113,118,0,10,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,10,0,4,9,15,17,13,0,0,67,0,0,0,0,0,3,0,0,0,8,30,4,13,17,15,26,33,0,0,139,5,6,9,22,39,34,101,0,0,216,47,8,13,9,17,12,9,0,5,119,0,0,0,0,0,3,3,0,0,10,3,0,4,0,0,0,0,0,0,17,7,0,0,5,12,8,3,0,0,34,14,10,8,11,23,21,24,0,0,113,7,0,0,6,8,21,44,0,0,101,11,6,9,4,7,9,5,0,3,53,10,5,7,13,20,16,22,0,0,98,25,15,13,20,74,69,71,0,4,299,5,0,0,0,0,0,4,0,0,14,16,0,3,10,19,14,19,0,0,84
206061136,436,95,156,187,225,277,350,12,29,1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,5,4,9,0,0,36,0,0,0,0,3,0,0,0,0,0,8,0,3,6,11,15,15,0,0,62,0,0,5,0,4,0,9,0,0,20,37,15,13,28,43,48,70,3,0,259,25,11,17,49,80,115,310,0,9,610,0,3,4,0,0,3,10,0,0,23,0,0,0,3,3,4,5,0,0,25,12,0,3,4,11,10,7,0,0,49,4,4,3,3,6,11,6,0,0,35,29,12,19,45,51,74,83,0,0,311,4,5,3,8,4,3,31,0,0,67,13,7,0,6,8,6,0,0,0,39,10,4,4,13,15,15,23,0,0,86,57,23,16,50,90,115,113,8,0,470,6,3,0,3,5,7,3,0,0,27,31,10,0,3,22,15,31,0,0,116
206061138,301,27,48,72,82,68,83,9,12,696,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,10,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,14,3,5,14,13,17,25,0,0,100,6,0,0,0,3,4,0,0,0,12,14,0,5,7,12,18,37,0,0,101,8,4,4,10,18,21,45,0,0,108,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,3,7,4,3,5,4,0,0,32,9,0,6,3,3,5,6,0,0,30,17,6,0,11,15,16,19,0,0,85,4,4,6,0,9,8,18,0,0,50,0,0,0,0,0,0,0,0,0,0,18,7,13,11,22,19,20,0,3,114,15,7,3,9,22,17,34,0,0,105,0,0,0,3,0,0,0,0,0,7,10,0,3,9,3,8,7,0,3,49
206061515,267,55,92,91,138,159,225,10,10,1054,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,6,3,3,0,0,14,0,0,0,0,0,3,0,0,0,10,14,4,5,6,15,18,14,0,0,72,9,0,0,4,0,9,11,0,0,25,17,3,4,15,38,31,66,0,5,183,13,5,9,11,69,60,116,0,0,280,3,0,5,3,0,8,7,0,0,25,3,5,4,0,8,11,12,0,0,40,3,3,0,6,13,3,5,0,0,43,7,5,3,14,36,22,17,0,0,106,25,14,23,51,69,80,103,3,3,370,15,3,0,9,27,21,49,0,0,124,4,0,0,0,0,7,3,0,0,12,10,8,10,10,13,28,23,0,0,104,14,6,8,8,37,35,44,0,0,157,0,0,0,0,0,6,6,0,0,12,3,0,6,3,8,13,17,0,0,52
206061516,265,59,81,69,137,151,208,6,11,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,5,4,0,6,9,12,0,0,40,0,0,0,0,0,0,0,0,0,3,3,0,7,3,6,9,13,0,0,40,0,0,3,0,4,5,8,0,0,30,22,12,10,14,29,29,65,0,0,184,20,3,16,23,46,105,221,0,4,445,4,0,0,5,0,0,7,0,0,13,10,0,3,18,19,8,15,0,0,74,9,0,6,10,7,5,4,0,0,45,10,4,3,5,11,4,4,0,0,37,23,6,17,25,46,72,74,0,0,271,5,0,0,4,14,14,63,0,0,99,0,0,0,0,0,5,3,0,0,15,0,0,0,0,3,4,8,0,0,21,17,5,8,16,31,31,33,0,0,140,0,0,0,0,0,0,0,0,0,10,8,4,5,3,12,24,17,0,0,78
206071139,458,104,138,183,212,260,223,7,13,1596,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,8,21,16,38,42,34,0,0,221,0,0,0,0,0,0,0,0,0,3,8,10,3,3,11,17,17,0,0,70,20,7,5,7,10,10,9,0,0,60,32,9,22,30,43,39,62,0,0,245,14,5,4,24,38,38,100,0,3,229,17,10,16,10,23,13,22,0,0,115,6,3,0,9,7,9,13,0,0,55,43,19,28,46,49,65,40,0,0,280,4,0,5,5,12,3,9,0,0,36,41,17,26,63,102,92,127,0,4,476,0,0,0,5,7,9,24,0,0,45,20,3,8,9,8,9,8,0,0,58,11,3,5,0,9,9,11,0,0,50,27,11,10,22,44,39,37,0,0,191,8,0,0,3,4,9,4,0,0,28,14,4,6,4,4,5,14,0,0,47
206071140,106,20,36,26,45,50,38,0,6,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,3,4,0,0,17,0,0,0,0,0,0,0,0,0,6,16,3,6,6,4,0,6,0,0,37,10,0,0,3,8,10,37,3,0,69,0,0,0,0,0,0,4,0,0,11,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,6,0,0,0,0,5,0,0,0,6,10,0,0,7,0,5,10,0,0,26,0,0,0,0,4,0,3,0,0,11,7,0,0,0,0,0,0,0,0,8,8,3,3,4,10,5,3,0,0,30,7,0,3,0,9,8,9,0,0,44,0,0,0,0,3,0,0,0,0,4,7,0,0,6,5,5,4,0,0,25
206071141,527,122,155,204,283,396,416,17,27,2149,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,5,6,4,13,15,22,0,0,81,0,0,0,0,0,0,0,0,0,5,21,5,7,17,27,31,18,0,0,124,28,7,8,19,32,17,24,0,3,138,28,7,17,26,37,44,64,0,3,232,14,9,12,11,44,65,143,0,8,305,30,16,10,28,49,55,62,0,0,247,3,0,4,3,5,13,10,0,0,46,3,0,4,0,4,3,3,0,0,18,7,0,4,5,6,10,6,0,0,34,38,22,34,45,92,124,126,0,0,493,29,4,7,18,32,43,97,0,4,233,5,0,0,8,13,8,5,0,0,51,14,8,17,16,54,34,34,0,0,183,58,28,30,45,70,71,48,0,0,350,6,0,0,0,4,3,5,0,0,24,15,0,3,8,12,22,30,0,0,90
206071142,685,133,188,279,278,354,412,17,37,2378,0,0,0,0,0,6,0,0,0,8,6,0,0,0,0,0,0,0,0,3,7,0,0,10,18,14,14,0,0,61,0,0,0,0,4,0,0,0,0,5,4,0,0,4,12,9,19,0,0,51,0,0,3,4,6,6,4,0,0,26,16,19,20,28,39,42,71,0,4,228,25,9,15,25,68,100,238,5,9,497,0,0,3,6,8,7,10,0,0,34,0,0,0,8,5,3,0,0,0,20,3,0,4,0,5,5,0,0,0,20,9,0,6,6,6,4,0,0,0,23,24,9,25,33,34,53,68,0,0,248,6,4,5,9,12,13,39,0,0,83,17,3,7,3,11,5,4,0,0,54,43,17,11,19,37,37,32,0,0,187,228,93,116,167,319,276,203,6,4,1416,3,0,0,0,3,0,3,0,0,17,10,3,6,5,7,19,17,0,4,70
206071143,176,29,49,52,61,86,73,5,15,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,8,8,7,5,11,0,0,49,8,0,0,0,3,0,0,0,0,12,14,0,5,5,8,23,34,0,0,95,7,5,3,3,20,30,80,0,5,154,35,5,16,24,63,25,14,0,0,184,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,9,13,4,5,10,5,10,17,0,0,65,0,0,0,0,5,0,12,0,0,20,0,0,0,0,0,6,0,0,0,5,12,3,0,3,9,11,8,0,0,44,14,8,6,21,31,29,67,0,0,176,0,0,0,0,0,0,0,0,0,4,11,0,4,0,11,7,9,0,0,35
206071145,219,22,42,45,75,94,87,0,7,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,6,8,6,12,0,0,42,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,15,12,0,0,49,5,4,4,0,0,3,0,0,0,19,3,0,9,8,9,7,14,0,0,47,0,0,3,0,6,16,18,0,0,48,4,0,3,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,5,3,8,0,9,0,0,0,21,0,0,0,0,4,7,15,0,0,27,8,0,0,4,8,3,3,0,0,37,8,8,3,8,11,11,15,0,0,57,35,9,16,20,69,51,78,0,0,282,0,0,0,0,4,0,0,0,0,5,6,0,0,5,0,3,3,0,0,22
