POW_SA2_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
205051100,0,0,0,4,6,5,3,0,0,29,0,0,0,0,17,14,0,10,0,45,3,0,0,0,6,4,3,3,0,18,0,0,0,0,0,4,8,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,18,19,52,35,21,28,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,11,0,0,0,0,20,7,0,3,0,26,0,4,0,0,6,8,3,0,0,19,0,0,0,0,8,4,4,4,0,26,0,0,0,0,4,0,0,3,0,14
205051101,3,0,0,4,3,0,6,4,0,22,0,0,0,4,6,7,0,5,0,21,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,4,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65,134,90,56,48,37,10,16,9,471,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,14,3,6,4,0,0,0,0,0,0,18,0,13,10,3,0,0,0,0,0,44,0,10,17,5,9,8,0,0,0,49,0,9,6,10,11,15,3,3,0,52,3,6,8,10,15,16,0,4,0,61,0,0,0,0,14,10,0,0,0,30,0,6,0,0,5,11,0,3,0,22,0,0,3,0,6,0,0,3,0,15
205051102,11,3,4,0,12,38,9,8,0,78,6,0,0,0,10,25,13,17,0,66,0,0,0,0,0,17,4,3,0,22,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,35,10,45,99,31,33,3,305,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,11,0,3,5,3,0,0,0,0,0,13,0,0,13,0,3,0,0,0,0,19,0,6,3,3,12,5,0,0,0,32,0,0,0,3,5,10,5,0,0,17,3,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4
205051103,8,3,15,6,17,11,4,11,0,73,7,4,4,7,19,16,4,14,0,76,8,0,0,3,3,19,6,5,0,54,14,3,3,3,12,29,3,11,0,72,0,0,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,6,121,268,268,174,172,143,31,64,19,1249,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,9,6,8,0,0,0,0,0,0,0,14,0,8,0,0,0,0,0,0,0,18,0,27,11,4,0,3,0,0,0,49,5,32,33,11,8,10,0,0,0,95,6,6,38,30,18,12,0,0,0,114,8,16,17,33,57,27,8,0,0,165,10,9,15,22,61,53,6,0,0,167,3,3,4,19,24,27,10,4,0,97,3,3,0,7,23,18,5,7,0,63,4,0,0,0,17,11,0,0,0,39
205051104,4,0,3,4,0,4,0,3,0,16,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,48,51,38,39,34,3,11,0,236,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,9,0,4,7,0,0,0,0,0,0,13,0,6,9,3,4,0,0,0,0,26,0,5,5,0,9,0,0,0,0,21,0,0,0,3,5,13,0,3,0,24,0,4,0,0,0,5,0,0,0,10,0,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
206011106,0,3,0,3,9,0,0,7,0,20,0,3,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,141,77,37,39,21,3,8,4,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,0,0,10,0,5,4,0,0,0,0,0,0,10,0,13,4,0,0,0,0,0,0,24,0,8,13,3,3,0,0,0,0,29,0,8,20,3,7,3,0,0,0,40,0,8,9,11,12,3,0,5,0,40,4,9,9,0,11,11,0,0,0,41,0,0,3,0,0,0,0,0,0,20,0,0,3,4,8,4,0,0,0,20,0,0,0,0,4,5,0,0,0,11
206011107,0,0,3,0,4,0,7,0,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,28,110,75,42,48,25,10,0,9,345,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,7,4,10,4,0,0,0,0,0,0,14,0,4,8,0,0,0,0,0,0,17,0,0,5,0,0,0,0,0,0,13,0,0,4,7,7,3,0,0,0,21,0,0,0,0,8,5,0,0,0,21,0,0,0,0,8,4,3,0,0,20,0,0,4,0,4,8,0,5,0,24,0,0,0,0,6,0,0,0,0,12
206011109,0,0,3,6,3,3,0,0,0,13,0,0,0,3,0,5,0,0,0,9,0,0,0,0,6,4,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,80,52,41,54,18,0,9,0,269,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,6,3,0,0,0,0,0,0,11,0,3,0,0,4,0,0,0,0,10,0,0,8,6,4,0,0,0,0,17,0,0,0,5,4,3,0,0,0,18,3,0,0,4,4,0,0,0,0,14,0,0,0,0,3,5,0,0,0,8,0,0,0,0,0,0,0,0,0,6
206011495,0,0,4,3,3,11,3,0,0,28,4,0,0,0,7,15,8,10,0,43,0,0,0,0,3,3,5,3,0,17,4,0,0,0,4,17,11,10,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,61,177,111,50,95,78,25,35,8,641,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,13,3,12,3,0,0,0,0,0,0,20,0,15,3,0,0,0,0,0,0,22,0,9,10,4,0,0,0,0,0,30,0,15,23,14,8,3,0,0,0,57,7,6,18,13,22,17,3,6,0,88,3,3,7,14,45,15,3,3,0,109,3,4,5,11,42,18,3,9,0,102,7,0,0,6,26,15,4,6,0,64,0,0,0,0,5,10,0,0,0,21
206011496,6,6,9,14,25,33,0,7,0,101,3,0,9,0,12,11,0,4,0,39,5,0,4,0,11,22,3,3,0,52,7,3,0,0,12,40,4,6,0,75,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,4,9,172,394,239,130,157,170,15,29,14,1326,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,13,9,0,0,0,0,0,0,24,8,24,6,0,0,0,0,0,0,35,3,18,10,0,0,0,0,0,0,28,0,17,25,8,5,4,0,0,0,59,0,11,28,18,7,3,0,0,0,75,4,9,12,15,32,19,0,0,0,85,6,3,12,16,40,29,3,4,0,115,5,0,4,12,43,29,4,5,0,99,0,4,4,5,25,9,0,4,0,59,0,0,5,3,11,13,0,7,0,32
206011497,0,3,7,10,28,19,0,6,0,70,5,5,0,3,20,12,0,3,0,43,3,0,3,0,7,7,0,0,0,25,0,0,0,5,7,3,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,87,276,231,107,154,92,16,31,14,998,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,15,0,19,4,0,0,0,0,0,0,25,0,25,11,0,0,0,0,0,0,41,5,19,24,4,3,8,3,0,0,71,0,14,26,6,14,4,0,0,0,72,3,10,19,11,37,19,6,0,0,116,8,3,24,26,54,24,6,3,4,143,3,7,13,15,55,25,0,5,0,125,4,0,5,6,28,13,0,3,0,60,0,0,7,4,27,13,7,3,0,51
206011498,0,0,6,9,10,4,0,0,0,25,0,0,3,0,5,4,0,0,0,19,0,0,0,0,0,4,0,0,0,6,0,0,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,77,85,64,69,30,5,17,6,373,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,10,0,10,0,0,5,0,0,0,0,18,4,8,4,0,0,0,0,0,0,14,0,15,14,0,0,0,0,0,0,31,0,0,18,5,5,4,0,0,0,32,0,5,8,9,16,3,0,0,0,44,0,0,11,10,10,11,5,3,0,48,0,5,7,7,19,4,0,4,0,39,0,3,3,4,3,0,0,0,0,17,0,0,0,0,3,6,0,0,0,13
206021110,0,3,3,8,5,5,0,4,0,32,0,0,3,6,0,0,0,0,0,9,0,0,0,0,3,3,6,3,0,12,3,0,6,0,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,145,102,52,78,35,14,18,6,502,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,11,0,14,3,0,0,0,0,0,0,23,3,19,7,0,0,0,0,0,0,31,0,25,12,5,4,0,0,0,0,49,4,15,23,10,3,7,0,0,0,68,4,4,9,10,31,11,0,0,0,72,5,3,8,12,39,37,3,3,0,113,0,4,7,4,19,20,3,5,0,58,0,3,8,4,15,12,0,0,0,37,0,0,0,3,3,3,0,7,0,23
206021112,0,4,0,7,26,12,0,9,0,73,0,0,7,0,11,8,3,0,0,41,0,0,0,0,3,0,0,3,0,19,0,0,3,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,8,74,258,165,125,163,63,7,24,11,884,0,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,20,0,12,4,0,0,0,0,0,0,14,0,12,9,3,0,0,0,0,0,19,6,22,24,4,0,0,0,0,0,48,4,15,29,5,13,0,0,0,0,59,0,12,19,13,27,13,0,0,3,87,4,8,9,15,34,33,3,5,0,102,0,3,3,7,28,12,3,6,0,63,0,3,6,0,15,13,0,3,0,42,0,0,4,0,11,3,0,0,0,15
206021499,0,0,0,7,11,19,6,5,0,44,8,5,3,0,8,15,7,3,0,51,7,0,0,0,0,10,0,5,0,20,5,0,0,4,5,11,6,3,0,35,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,93,195,111,77,105,82,18,34,7,721,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,14,3,12,3,0,0,0,0,0,0,18,0,14,13,4,0,0,0,0,0,30,0,15,5,7,4,5,0,0,0,35,0,8,18,14,18,11,4,0,0,69,0,3,9,3,25,15,0,0,0,61,0,0,0,4,19,17,3,4,0,58,0,4,0,0,8,9,0,0,0,27,0,0,0,0,5,4,4,3,0,22
206021500,0,0,3,8,11,9,0,0,0,24,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,49,162,106,49,59,22,7,9,7,473,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,7,11,0,0,0,0,0,0,0,16,3,8,0,0,0,0,0,0,0,11,4,13,4,0,0,0,0,0,0,20,0,11,13,3,0,0,0,0,0,29,4,11,11,5,6,0,0,0,0,32,0,6,6,9,24,10,0,0,0,47,0,4,7,3,23,11,4,0,0,53,0,0,4,0,14,10,0,3,0,34,0,0,0,0,5,8,0,3,0,14,0,0,0,0,5,7,0,5,0,11
206031113,0,4,0,7,8,5,0,0,0,24,0,0,0,4,0,3,0,4,0,18,0,0,0,0,6,3,0,3,0,13,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,54,166,97,47,61,31,9,12,8,478,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,21,0,8,8,0,0,0,0,0,0,21,3,16,15,3,0,0,0,0,0,41,0,7,8,4,5,0,0,0,0,31,0,0,8,5,6,4,0,3,0,26,0,5,11,7,20,7,0,3,0,51,0,0,0,0,13,3,0,3,0,28,0,0,4,3,5,4,0,3,0,23,0,0,4,5,0,5,0,3,0,15
206031115,3,0,0,10,13,8,4,5,0,43,0,0,0,3,5,11,3,6,0,37,0,0,0,0,4,8,0,0,0,15,5,0,0,0,3,14,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,31,97,86,55,70,48,14,28,9,444,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,5,0,10,3,5,0,0,0,0,0,18,0,3,7,0,0,0,0,3,0,17,0,5,9,4,7,3,0,0,0,29,0,3,9,9,11,7,0,0,0,45,0,7,7,10,27,8,0,5,0,63,0,0,4,0,14,10,5,0,0,35,0,0,0,4,10,10,0,0,0,26,0,0,0,0,3,7,0,0,0,16
206031116,6,9,12,5,18,7,4,7,0,65,3,3,4,3,15,14,0,11,5,58,3,3,3,5,8,16,7,5,0,52,4,0,4,5,6,25,6,13,0,60,0,0,0,0,0,0,4,0,0,8,0,5,5,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,10,137,332,254,131,180,134,22,58,20,1271,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,13,3,26,0,0,4,0,0,0,0,32,0,38,13,0,0,0,0,0,0,52,4,18,13,3,0,0,0,0,0,36,7,25,41,8,9,6,0,0,3,93,11,29,51,12,24,12,0,5,0,137,12,10,43,23,47,22,0,7,0,159,6,14,25,37,109,46,11,0,0,241,10,6,21,28,117,60,4,10,0,255,4,8,13,9,89,44,4,11,0,192,7,0,3,8,54,34,6,4,0,113
206031501,5,0,0,7,8,8,0,0,0,35,0,4,4,0,4,3,0,0,0,18,0,0,0,3,5,0,0,0,0,6,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,69,185,164,79,109,48,5,14,8,674,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,17,3,15,7,0,0,0,0,0,0,26,0,12,3,0,0,0,0,0,0,17,0,14,27,6,5,0,0,0,0,47,0,8,18,11,4,5,0,0,0,46,0,10,8,3,23,8,0,0,0,53,0,10,11,6,38,21,0,0,0,97,4,0,7,6,17,16,0,5,0,58,0,3,4,9,12,13,6,9,0,49,0,0,5,0,7,9,0,3,0,25
206031502,0,0,4,0,4,6,4,0,0,26,3,0,0,3,5,3,0,3,0,20,0,0,0,0,0,5,0,3,0,14,6,0,0,0,0,3,3,6,0,17,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,84,164,129,54,85,47,13,19,3,611,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,21,0,9,3,0,0,0,0,0,0,16,6,12,8,0,0,3,0,0,0,30,3,16,22,8,8,0,0,0,0,54,0,13,23,3,3,3,0,0,0,52,0,10,20,15,11,18,4,0,0,75,0,3,18,11,36,19,0,0,0,104,0,4,4,9,19,24,0,6,0,64,0,5,5,3,15,9,5,5,0,41,0,0,0,0,8,0,0,5,0,13
206041117,7,6,11,18,38,36,8,5,0,122,0,4,4,5,22,17,9,4,0,71,6,6,0,10,14,10,0,4,0,48,3,0,4,5,13,14,13,14,0,58,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,0,0,7,0,7,0,0,0,3,0,0,8,21,189,542,396,172,241,170,38,50,30,1828,0,5,0,0,0,0,0,0,0,8,5,16,0,0,0,0,0,0,0,17,4,35,7,0,0,0,0,0,0,45,0,34,4,3,0,0,0,0,0,50,5,43,16,0,0,3,0,0,3,67,12,49,49,16,4,4,6,0,3,135,12,42,69,22,22,10,0,0,0,181,12,13,56,54,66,34,4,0,0,244,12,22,52,52,141,88,14,6,3,386,11,6,30,34,163,96,8,18,0,367,13,14,22,16,154,86,12,11,0,334,6,4,3,11,113,51,16,12,4,219
206041118,42,18,28,16,83,175,22,41,5,424,36,16,13,22,90,232,40,61,0,515,46,4,17,16,64,259,37,79,7,529,130,13,7,24,132,826,179,298,4,1600,22,0,0,3,10,89,34,80,0,234,5,5,0,3,3,23,7,35,0,80,0,3,3,0,0,7,3,5,9,31,559,370,316,193,573,1737,360,609,71,4795,8,8,7,3,10,5,0,5,4,51,6,19,8,0,6,4,0,0,0,39,9,38,8,11,4,3,0,0,3,80,17,47,9,0,5,11,0,4,6,94,17,57,42,7,10,6,0,0,3,143,39,88,149,11,23,19,0,5,8,347,37,91,223,70,119,47,4,6,11,606,66,56,199,182,581,322,21,16,13,1462,138,70,197,209,1437,1168,86,66,23,3395,129,48,93,166,1166,1211,150,122,17,3095,124,27,79,132,904,1135,133,142,16,2701,86,19,32,49,485,807,120,166,8,1779
206041119,9,9,7,19,46,31,13,9,0,149,9,4,13,11,40,36,16,16,0,134,19,3,9,7,22,21,26,16,3,121,30,11,16,8,27,62,55,35,3,242,11,0,0,0,4,12,11,14,0,54,5,4,8,11,21,36,5,24,0,118,0,0,0,0,0,0,0,0,4,7,406,350,235,172,308,284,143,125,28,2052,0,0,0,0,4,3,0,0,0,8,4,11,0,0,0,0,0,0,0,15,6,24,3,0,0,0,0,0,0,37,6,31,15,0,0,3,0,0,0,54,9,46,24,4,4,8,0,0,0,91,11,67,56,13,13,3,0,0,0,168,14,43,80,23,21,12,5,0,0,189,12,25,72,64,94,49,5,5,0,326,25,24,61,69,200,121,8,17,3,530,21,20,28,48,258,138,23,30,3,576,15,13,22,32,303,125,23,32,4,565,28,5,14,23,152,86,24,21,0,367
206041120,5,0,0,0,4,10,0,0,0,19,0,0,0,0,3,8,0,0,0,15,0,0,0,0,3,0,3,4,0,8,0,0,0,0,4,5,3,12,0,26,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,3,3,24,42,11,8,29,41,13,20,4,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,7,0,5,4,6,0,6,0,0,0,20,0,0,0,5,4,3,3,0,0,17,0,0,3,3,9,4,0,0,0,25,0,0,3,3,16,4,6,6,0,35,0,0,0,0,4,4,4,4,0,18,0,0,0,0,0,3,0,0,0,3
206041121,0,0,0,6,9,9,0,4,0,37,0,0,3,0,9,4,0,0,0,19,0,0,0,0,7,0,0,3,0,15,0,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,112,73,44,65,47,10,13,3,412,0,3,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,16,3,12,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,19,0,16,10,0,5,0,0,0,0,28,0,12,16,13,4,6,0,0,0,45,4,9,15,14,20,16,0,0,0,79,0,0,8,12,48,32,4,6,0,109,4,7,3,9,40,31,4,0,0,99,0,0,3,0,21,28,4,0,0,60,0,0,0,0,3,12,0,9,0,25
