POW_SA2_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
201011001,5,3,6,12,12,13,0,8,0,57,0,0,0,4,7,0,0,3,0,23,0,0,4,3,0,0,0,3,0,9,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,144,100,115,130,40,9,30,6,613,0,6,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,6,13,4,0,0,0,0,0,0,24,0,13,13,3,3,4,0,0,0,35,0,8,22,5,7,6,0,0,0,39,0,9,15,17,21,6,0,3,0,73,3,3,14,12,27,27,0,0,0,85,0,0,7,0,18,13,4,0,0,51,0,0,0,0,6,6,3,4,0,29,0,0,0,0,3,4,0,6,0,15
201011002,8,4,35,42,93,32,13,22,0,256,15,8,13,17,49,69,16,13,0,193,12,6,12,3,20,39,12,10,0,117,19,3,4,11,21,71,17,34,4,192,0,0,0,0,4,9,3,8,0,22,0,0,0,0,0,0,0,7,0,11,4,4,3,0,0,0,0,0,5,20,323,725,600,430,490,361,93,121,49,3198,0,5,0,0,4,0,0,0,0,8,5,13,0,0,0,0,0,0,0,25,5,40,0,0,0,0,0,0,0,49,8,61,12,6,4,0,0,0,0,93,4,76,33,7,8,0,0,0,0,121,20,65,129,25,28,9,0,3,5,281,23,57,149,79,69,31,5,8,0,427,20,37,116,99,190,84,9,12,9,571,32,17,75,105,292,152,23,18,4,719,11,7,32,35,176,86,21,16,0,381,18,4,12,18,113,55,12,12,0,249,3,3,4,7,64,34,17,13,0,150
201011005,0,0,0,4,11,9,0,0,0,24,0,0,0,0,19,4,0,0,0,27,0,0,0,0,5,7,4,0,0,20,7,0,0,0,6,14,0,0,0,28,5,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,66,59,37,91,49,13,16,3,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,7,0,3,5,0,0,0,0,0,0,13,3,12,3,0,0,0,0,0,0,19,0,8,11,7,3,0,0,0,0,23,4,9,16,14,8,5,0,0,0,58,4,10,15,17,27,11,0,0,0,91,5,8,22,17,28,21,0,4,0,108,8,0,8,15,38,16,10,5,0,108,12,0,8,8,35,12,14,0,6,90,6,0,6,5,21,12,23,4,0,70
201011006,0,0,6,7,15,7,0,0,3,32,3,0,4,4,5,13,0,6,0,27,4,0,0,0,3,7,0,0,0,16,6,0,0,0,4,13,5,10,0,34,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,0,0,6,47,135,123,81,90,57,21,28,11,580,0,3,0,0,0,0,0,0,0,4,6,5,0,0,0,0,0,0,0,8,0,5,4,0,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,18,0,10,9,0,0,0,0,0,0,17,0,10,18,0,4,3,0,0,0,34,3,6,17,9,8,4,0,0,0,50,0,11,9,8,24,20,0,0,0,74,3,3,3,5,39,25,5,3,0,73,0,0,0,3,20,15,0,6,0,47,0,0,0,0,8,10,0,3,0,24,0,0,0,0,3,0,4,0,0,8
201011007,0,0,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,9,0,5,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,3,0,0,0,12,0,0,0,0,6,0,0,0,0,7,0,4,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0
201011008,0,0,7,4,14,9,3,0,0,48,3,4,0,8,7,3,0,0,0,35,0,0,0,3,5,5,0,0,0,19,0,0,0,4,0,9,4,12,0,32,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,68,223,151,96,106,66,18,39,5,774,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,17,9,24,9,0,0,0,0,0,0,37,0,29,14,0,3,0,0,0,0,52,3,20,37,5,4,3,0,0,0,73,8,10,42,17,22,14,0,4,0,109,9,12,39,24,67,42,9,12,0,206,7,14,18,31,105,83,17,9,0,289,7,3,9,11,71,56,13,19,0,193,4,5,5,10,41,37,8,15,0,126,0,0,0,3,29,17,11,7,0,73
201011481,3,4,11,3,19,0,7,0,3,58,0,0,0,3,6,4,0,3,0,23,0,0,0,0,0,3,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,53,113,168,100,85,33,11,23,7,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,4,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,9,0,4,12,0,3,0,0,0,0,31,0,4,8,6,6,0,0,0,0,29,0,0,5,8,14,0,0,0,0,36,8,0,7,10,15,10,0,0,0,42,0,3,0,0,7,4,0,0,0,24,0,0,0,0,4,4,0,0,0,16,0,0,3,0,5,3,0,0,0,11
201011482,0,3,0,0,0,5,0,0,0,16,0,6,0,0,8,0,0,0,0,20,0,0,0,0,4,6,0,0,0,10,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,91,61,58,73,28,0,9,6,355,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,13,0,6,3,0,0,0,0,0,0,15,0,11,0,0,0,0,0,0,0,18,0,8,11,6,8,3,0,0,0,36,6,5,3,10,14,0,0,0,0,46,0,0,10,8,20,9,0,0,0,41,0,4,0,3,10,8,0,0,0,20,0,0,0,0,10,6,0,4,0,15,0,0,0,0,3,0,0,0,0,4
201011483,0,0,4,3,6,10,5,3,0,26,0,0,0,0,6,7,0,8,0,21,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,47,130,106,74,62,32,12,20,8,498,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,17,0,0,0,0,0,0,27,0,9,0,3,6,0,0,0,0,20,3,3,3,4,8,3,0,0,0,27,3,8,0,3,17,12,0,0,0,42,0,0,4,3,21,3,0,3,0,27,0,7,0,0,9,7,0,0,0,24,0,0,0,0,3,3,0,4,0,13
201011484,3,0,3,8,14,3,0,0,0,36,3,0,0,3,10,9,0,4,0,31,0,0,0,3,0,0,0,11,0,18,3,0,0,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,41,108,91,86,106,46,14,28,6,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0,8,0,0,0,0,5,0,0,19,0,6,17,6,0,0,0,0,0,34,0,3,12,4,4,0,0,0,0,25,0,4,6,4,17,4,0,0,0,31,0,0,4,0,17,14,0,0,0,45,0,0,0,0,7,4,3,0,0,17,0,0,3,3,5,10,0,0,0,14,0,0,0,0,0,5,0,0,0,4
