POW_SA2_CODE_2021,LE_IDNS_PINS_Mng,LE_IDNS_PINS_Pro,LE_IDNS_PINS_TecTW,LE_IDNS_PINS_CoPSW,LE_IDNS_PINS_ClAW,LE_IDNS_PINS_SWks,LE_IDNS_PINS_MaOpDv,LE_IDNS_PINS_Lab,LE_IDNS_PINS_IDNS,LE_IDNS_PINS_Tot,LE_IDNS_Tot_Mng,LE_IDNS_Tot_Pro,LE_IDNS_Tot_TecTW,LE_IDNS_Tot_CoPSW,LE_IDNS_Tot_ClAW,LE_IDNS_Tot_SWks,LE_IDNS_Tot_MaOpDv,LE_IDNS_Tot_Lab,LE_IDNS_Tot_IDNS,LE_IDNS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
201011001,0,0,0,0,0,0,0,0,0,3,11,13,9,11,5,6,0,10,8,72,0,3,3,0,9,0,0,0,0,17,0,0,3,8,3,6,0,3,0,26,3,8,5,6,3,11,5,8,0,46,0,10,3,6,3,13,3,10,0,56,3,18,15,24,16,10,0,14,3,105,5,12,28,51,18,13,10,20,0,162,12,29,51,81,27,30,14,24,4,261,26,51,100,114,41,21,21,27,4,407,42,89,93,76,52,17,16,30,5,420,39,93,95,55,29,4,13,12,0,342,38,106,73,21,15,3,12,14,0,286,41,64,37,8,13,8,5,3,0,174,87,101,45,8,15,12,11,16,0,292,20,23,8,3,0,0,0,6,0,63,25,39,3,0,0,9,0,0,3,84,0,0,3,0,0,0,0,0,0,8,360,638,571,467,243,160,108,177,25,2751
201011002,0,0,3,5,0,0,0,5,18,30,43,108,19,52,50,43,6,26,40,392,4,7,5,0,3,3,0,0,3,33,6,21,0,26,10,13,0,8,0,86,11,36,13,49,20,33,8,28,4,198,11,42,23,86,42,56,3,25,7,288,21,78,34,124,74,73,5,33,6,447,40,158,66,219,147,119,26,60,5,852,64,267,141,301,252,130,16,63,10,1260,108,464,204,369,356,153,38,69,8,1761,145,824,256,358,478,118,27,34,20,2259,122,905,155,222,263,63,11,13,22,1771,150,984,93,161,178,41,4,11,7,1620,142,786,62,107,129,24,3,4,14,1269,317,1119,73,156,102,44,8,7,11,1833,78,176,3,20,21,11,0,0,0,315,140,488,12,12,18,32,0,0,3,701,4,30,12,8,4,3,6,4,31,108,1369,6388,1146,2226,2093,908,153,363,150,14801
201011005,0,0,0,0,0,0,0,0,0,4,4,4,4,3,15,0,4,4,6,40,8,0,0,0,0,0,0,0,0,12,0,0,0,3,4,0,0,0,0,12,0,10,4,5,3,0,0,3,0,25,3,8,0,16,5,3,0,0,0,44,0,7,9,13,12,4,0,9,0,65,3,27,9,34,17,9,0,7,0,113,9,31,25,30,42,0,4,10,4,154,12,43,33,43,66,4,0,7,3,203,10,89,37,37,70,5,0,3,0,259,21,117,30,23,80,0,7,0,0,287,34,147,27,30,80,0,0,5,0,321,28,138,14,23,62,5,0,0,0,271,84,214,14,21,67,0,4,0,9,414,22,31,0,10,9,0,0,0,0,68,37,25,0,4,0,0,0,0,0,71,3,3,7,0,0,0,0,0,0,19,274,905,215,295,516,26,19,41,32,2335
201011006,0,0,4,0,0,0,0,0,0,4,15,0,18,22,8,5,20,9,6,101,0,4,0,3,0,3,0,0,0,16,0,4,0,7,0,5,0,4,0,24,0,9,8,13,8,4,4,3,0,45,0,5,14,22,5,12,3,3,0,69,3,4,13,25,6,19,11,8,0,95,7,12,36,49,22,27,12,14,3,176,14,21,49,52,32,25,16,40,4,259,33,23,143,87,48,51,46,45,3,479,70,43,182,66,55,42,55,54,5,567,47,51,92,32,35,22,41,34,7,361,51,47,80,26,17,10,24,17,0,266,26,45,36,16,4,0,19,0,0,148,47,47,42,26,14,3,15,3,0,202,19,5,3,4,3,0,4,0,0,41,25,11,7,6,0,0,0,0,0,50,4,5,9,4,4,0,6,0,0,27,343,336,714,430,252,229,243,233,37,2818
201011007,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,11,0,3,4,5,3,0,0,6,0,17,0,0,7,0,0,0,0,0,0,13,5,4,7,3,3,0,0,0,0,24,6,5,7,3,6,0,6,0,0,26,3,0,14,5,0,0,4,8,0,45,9,12,15,5,8,0,3,7,0,56,4,15,13,7,0,0,3,0,0,45,0,7,13,0,6,0,3,0,0,40,5,9,4,0,0,0,5,0,0,24,9,10,7,0,4,0,0,0,0,32,3,4,3,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,4,5,0,5,0,0,0,0,0,0,4,56,67,105,26,37,6,24,28,3,359
201011008,0,0,0,0,0,0,0,0,3,8,19,18,28,19,31,9,22,32,11,187,4,0,6,0,0,0,3,3,0,24,4,3,6,4,3,11,0,9,0,36,10,8,7,16,10,24,0,20,0,101,10,10,7,32,23,34,8,24,3,151,10,15,28,33,25,41,12,26,4,194,21,29,49,70,38,54,13,62,8,331,30,43,89,99,65,48,25,76,5,474,47,74,218,105,117,49,90,114,12,824,88,136,339,78,175,34,132,129,23,1132,123,175,239,33,123,29,69,77,14,883,112,185,152,29,82,13,36,55,15,677,91,170,95,13,42,12,36,36,11,506,245,257,178,31,55,7,40,45,8,868,72,43,26,5,9,0,4,9,0,169,110,42,21,3,10,9,6,4,0,210,0,3,14,6,3,0,4,0,11,44,984,1187,1481,560,779,358,479,692,108,6626
201011481,0,0,0,0,0,0,0,0,0,6,7,5,10,22,6,6,6,3,4,66,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,14,0,8,0,3,0,3,0,7,0,40,4,10,13,22,6,10,0,7,0,71,7,21,13,35,5,3,0,6,0,90,13,21,19,49,7,5,6,18,0,141,9,32,32,81,23,19,9,13,3,225,22,44,61,84,25,12,5,20,0,286,24,59,67,109,25,4,6,12,7,321,28,75,46,53,20,4,5,0,5,231,14,74,23,19,7,3,0,0,3,146,16,44,15,7,11,0,3,4,0,106,51,54,36,3,10,0,5,0,0,169,12,5,3,0,0,0,4,0,0,30,7,3,0,3,0,0,5,0,5,25,5,4,4,0,0,0,0,0,3,14,213,460,351,464,154,74,52,99,23,1893
201011482,0,0,0,0,0,0,0,0,0,0,4,5,4,3,0,4,3,3,7,41,0,0,0,0,0,0,0,0,0,5,4,6,3,3,0,3,0,0,0,17,3,9,10,12,3,0,0,5,0,35,0,9,0,10,10,0,0,7,0,41,3,11,7,8,3,3,0,11,0,48,11,23,22,37,16,9,3,10,0,122,16,22,32,43,14,12,11,14,0,159,8,37,39,60,22,5,18,7,5,214,23,75,42,32,24,8,14,11,8,233,18,65,48,14,14,5,22,7,0,183,25,59,24,16,9,6,25,7,4,178,13,42,22,12,5,10,9,4,0,109,38,71,13,10,6,9,13,0,0,164,21,20,0,4,0,4,8,0,0,52,24,19,0,0,0,0,6,0,0,55,0,4,3,0,0,0,0,0,4,12,214,472,265,259,138,68,124,69,20,1630
201011483,0,0,0,0,0,0,0,0,0,7,6,10,3,7,0,3,0,5,4,36,3,0,0,0,3,0,0,0,0,10,5,0,0,0,3,0,0,5,3,18,3,3,3,20,0,3,0,6,0,38,0,15,3,15,0,12,0,0,0,47,3,10,9,20,0,10,0,14,0,69,9,32,20,54,15,13,3,26,0,164,11,29,33,49,16,21,10,18,3,190,11,58,49,77,23,13,10,18,0,254,27,64,88,51,27,9,14,15,0,294,29,77,52,20,18,3,12,6,4,225,23,80,35,16,17,0,10,5,0,196,15,79,19,5,4,0,11,0,0,134,39,102,36,3,5,3,25,0,0,217,13,9,7,0,4,0,4,0,0,49,7,14,6,0,0,0,0,0,0,38,5,3,0,0,0,0,0,0,3,16,208,576,359,335,152,91,102,115,17,1960
201011484,0,0,0,3,0,0,0,0,3,11,0,3,11,10,4,3,8,10,13,59,0,0,0,0,0,0,0,0,0,9,0,9,0,7,0,6,0,4,0,21,3,4,3,9,3,8,0,10,0,40,3,5,3,17,0,14,3,6,3,62,3,12,6,17,8,12,4,12,0,79,7,23,26,49,23,34,12,21,0,203,15,26,36,56,16,21,10,21,0,201,19,28,60,68,19,27,9,13,3,254,26,70,54,71,32,16,16,9,0,297,18,73,37,25,11,6,3,4,0,179,30,79,15,24,16,6,4,4,0,169,12,54,16,19,3,4,0,3,0,104,28,77,16,10,5,0,0,0,5,140,15,3,0,4,0,0,0,0,0,20,5,13,0,0,0,3,0,0,0,22,0,3,6,9,0,0,0,3,3,30,185,457,280,391,130,165,67,113,25,1821
